TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201311,4.921,1.0,118.718,32.278,0.992361,297.27,1.0,1.445,1.0,99.575,1.0,1.91,1.0,3.412,1.0,0.20647431357,0.836111111111,-3.68775694444,1.0,77.9965347222,1.0,-9999,-9999,3.70584722222,1.0,22.9064652778,1.0,2.93208333333,1.0,332.052895833,1.0,-9999,-9999,4.257,4.672,4.975,5.659,6.463,8.195,1.0,1.0,1.0,1.0,1.0,1.0,20.579,18.676,24.093,24.004,0.584028,1.0,1.0,1.0,-4.32162,1.0,1.88686,0.998611,1.75407,0.158605,-9.4708,0.999306,-8.80432,0.384723,0.57779,0.952083,0.0129541,0.572522,0.578792,0.590096,0.95,0.952083,0.98125,1.05722,1.04718,1.05907,1.0709,0.4772,0.458851,0.4772,0.496803,0.982699,0.933924,0.979937,0.997009,0.501366,0.469786,0.502735,0.519987,-9999,-9999
201312,4.182,1.0,82.7868,26.463,1.0,283.884,1.0,1.679,1.0,100.034,1.0,0.587,1.0,3.471,1.0,0.226390251531,0.764784946237,-16.2931922043,1.0,58.7667002688,1.0,-9999,-9999,3.1490188172,1.0,15.9632459677,1.0,3.04752016129,1.0,323.593326613,1.0,-9999,-9999,2.39,2.765,3.176,3.345,3.811,5.075,1.0,1.0,1.0,1.0,1.0,1.0,19.181,18.643,23.882,24.598,0.930108,1.0,1.0,1.0,-2.60263,1.0,1.75994,1.0,1.63609,0.213246,-16.4869,1.0,-15.3267,0.482246,0.546142,0.955645,0.00914174,0.438432,0.536841,0.551604,0.960349,0.936828,0.955645,0.688803,0.629401,0.691307,0.702471,0.137199,0.141947,0.162282,0.201323,0.77461,0.736204,0.772967,0.815219,0.27201,0.244275,0.259706,0.270925,-9999,-9999
201401,1.675,1.0,99.3021,28.245,1.0,282.957,1.0,1.124,1.0,99.046,1.0,0.506,1.0,3.01,1.0,0.182190465278,0.736559139785,-13.0529704301,1.0,63.862936828,1.0,-9999,-9999,23.103797043,1.0,20.4152822581,1.0,10.5172177419,1.0,313.738776882,1.0,-9999,-9999,1.244,1.67,2.064,2.364,2.967,4.294,1.0,1.0,1.0,1.0,1.0,1.0,20.543,18.696,23.881,24.371,0.87836,1.0,1.0,1.0,-2.67801,1.0,5.70948,0.991935,5.30769,0.378566,-8.60645,0.999328,-8.00079,0.336844,0.396197,0.973118,0.00728556,0.353456,0.396197,0.403718,0.972446,0.973118,0.96371,0.511662,0.484259,0.511846,0.53425,0.114926,0.125799,0.131849,0.134728,0.530234,0.530234,0.537891,0.550604,0.18129,0.175386,0.177781,0.183097,-9999,-9999
201402,4.614,1.0,162.881,66.946,1.0,277.465,1.0,2.195,1.0,98.896,1.0,0.446,1.0,3.224,1.0,0.19885135762,0.782738095238,7.58027529762,1.0,142.718623512,1.0,-9999,-9999,13.0988467262,1.0,35.733296131,1.0,10.199389881,1.0,326.632105655,1.0,-9999,-9999,2.826,3.076,3.261,3.13,3.084,3.695,1.0,1.0,1.0,1.0,1.0,1.0,18.378,18.265,23.868,24.511,0.953125,1.0,1.0,1.0,0.582656,1.0,6.40048,1.0,6.42278,0.183892,-5.30481,1.0,-5.32329,0.41321,0.185942,0.964286,0.00868709,0.184925,0.193446,0.202013,0.967262,0.962054,0.964286,0.699435,0.702993,0.7236,0.734565,0.515625,0.519391,0.529041,0.540035,0.733953,0.669031,0.675916,0.708675,0.546878,0.525936,0.537783,0.553828,-9999,-9999
201403,6.992,1.0,259.048,118.958,1.0,280.084,1.0,2.96,1.0,99.741,1.0,0.332,1.0,2.818,1.0,0.189996250119,0.823924731183,33.831108871,1.0,251.257741935,1.0,-9999,-9999,16.0091397849,1.0,58.2617943548,1.0,19.0710819892,1.0,346.272607527,1.0,-9999,-9999,7.352,7.407,7.591,7.222,6.672,6.408,1.0,1.0,1.0,1.0,1.0,1.0,15.226,17.008,23.646,24.414,1.0,1.0,1.0,1.0,2.59509,1.0,16.0865,0.997312,16.1426,0.285567,14.9223,0.999328,14.9743,0.347014,-0.531112,0.965726,0.025485,-0.643668,-0.578461,-0.544704,0.977151,0.914651,0.966398,1.53715,1.55835,1.57003,1.61117,2.08186,2.14811,2.20584,2.23758,1.28983,1.43384,1.49053,1.52841,2.12026,2.16209,2.18392,2.20064,-9999,-9999
201404,11.41,1.0,363.516,172.135,1.0,308.266,1.0,3.583,1.0,99.494,1.0,1.003,1.0,2.639,1.0,0.199546017594,0.85,76.501375,1.0,369.743354167,1.0,-9999,-9999,18.5463055556,1.0,83.1805347222,1.0,34.0490069444,1.0,370.1739375,1.0,-9999,-9999,13.448,13.19,13.217,12.749,11.694,10.387,1.0,1.0,1.0,1.0,1.0,1.0,15.64,16.382,23.654,24.419,1.0,1.0,1.0,1.0,4.45847,1.0,52.7747,1.0,56.3842,0.659952,14.6564,1.0,15.6588,0.36146,-4.8243,0.9875,0.0606759,-4.85048,-4.83415,-4.8243,0.991667,0.963889,0.9875,3.90574,3.8226,3.85112,3.91913,8.73791,8.66573,8.71927,8.75307,4.40658,4.32164,4.49225,4.63163,8.97943,8.94369,9.05711,9.12359,-9999,-9999
201405,12.912,1.0,445.333,209.673,1.0,317.857,1.0,4.879,1.0,99.603,1.0,2.148,1.0,3.106,1.0,0.245982768682,0.907930107527,106.080719086,1.0,453.563494624,1.0,-9999,-9999,19.2277956989,1.0,91.451108871,1.0,46.0289852151,1.0,375.420483871,1.0,-9999,-9999,16.177,15.833,16.157,15.722,14.734,13.271,1.0,1.0,1.0,1.0,1.0,1.0,19.363,16.62,23.456,24.315,1.0,1.0,1.0,1.0,3.14183,1.0,71.0482,0.999328,88.1346,0.687032,11.9269,1.0,14.7951,0.403128,-7.13563,0.994624,0.0796806,-7.22831,-7.15144,-7.05693,0.995296,0.99328,0.987903,5.63187,5.3939,5.57871,5.62868,12.7857,12.5717,12.6625,12.7194,5.97519,5.56805,5.82219,5.9087,12.843,12.4538,12.6548,12.7888,-9999,-9999
201406,16.218,1.0,483.176,243.784,1.0,329.926,1.0,6.747,1.0,99.797,1.0,0.64,1.0,2.334,1.0,0.221866896836,0.888194444444,131.813541667,1.0,540.008555556,1.0,-9999,-9999,30.9787708333,1.0,106.750993056,1.0,47.9396875,1.0,393.751465278,1.0,-9999,-9999,20.058,19.818,19.667,19.349,17.887,15.959,1.0,1.0,1.0,1.0,1.0,1.0,14.433,14.984,22.044,22.217,1.0,1.0,1.0,1.0,4.54615,1.0,81.7059,1.0,93.5748,0.646398,29.4191,1.0,33.6926,0.404365,-6.01231,0.977778,0.0675693,-6.10095,-6.06094,-6.03194,0.9625,0.979861,0.977778,6.40673,5.99577,6.29942,6.4686,12.4387,12.0567,12.3243,12.5575,5.22497,5.0408,5.16537,5.22497,11.2465,11.1675,11.2735,11.2909,-9999,-9999
201407,20.088,1.0,465.351,220.246,1.0,354.349,1.0,8.909,1.0,99.451,1.0,5.335,1.0,2.158,1.0,0.211631870884,0.858870967742,122.214408602,1.0,496.506579301,1.0,-9999,-9999,46.1751209677,1.0,91.5258736559,1.0,33.627936828,1.0,418.900100806,1.0,-9999,-9999,20.796,20.814,20.639,20.152,19.018,17.265,1.0,1.0,1.0,1.0,1.0,1.0,20.346,17.171,23.363,21.471,1.0,1.0,1.0,1.0,3.70629,1.0,47.3388,1.0,52.4552,0.475332,59.4864,0.998656,65.9157,0.564502,2.66346,0.979839,0.043925,2.55034,2.63369,2.66108,0.960349,0.991263,0.980511,5.70541,5.11584,5.32156,5.57856,3.02627,2.59007,2.73042,2.91862,4.23419,4.0906,4.27111,4.73225,1.94193,1.83095,1.92778,2.0003,-9999,-9999
201408,16.767,1.0,397.506,187.109,1.0,337.087,1.0,6.401,1.0,99.394,1.0,2.971,1.0,2.884,0.950269,0.203135259542,0.784274193548,95.490672043,1.0,413.410423387,1.0,-9999,-9999,34.9919623656,1.0,87.018797043,1.0,26.8932930108,1.0,402.960181452,1.0,-9999,-9999,17.731,17.745,17.895,17.956,17.653,17.217,1.0,1.0,1.0,1.0,1.0,1.0,21.777,18.404,24.659,24.502,1.0,1.0,1.0,1.0,0.517601,1.0,48.2325,0.999328,54.1784,0.713314,36.3047,1.0,40.7801,0.583604,1.56746,0.956989,0.0426467,1.36572,1.55942,1.61562,0.948925,0.956989,0.965054,4.06101,3.09523,3.32554,3.72825,2.49284,1.72632,1.87318,2.11426,2.67441,2.67441,2.88929,3.16648,1.49483,1.47119,1.56481,1.85777,-9999,-9999
201409,15.608,1.0,301.057,114.987,1.0,343.303,1.0,3.679,1.0,99.893,1.0,1.41,1.0,2.442,1.0,0.169418822369,0.832638888889,50.1567291667,1.0,257.8799375,1.0,-9999,-9999,17.7031180556,1.0,66.6159930556,1.0,14.934375,1.0,393.643020833,1.0,-9999,-9999,16.41,16.557,16.591,16.533,16.258,15.989,1.0,1.0,1.0,1.0,1.0,1.0,18.989,17.4,24.545,24.415,1.0,1.0,1.0,1.0,0.279326,1.0,25.5223,1.0,32.805,0.377115,13.2823,1.0,17.0724,0.286922,1.54675,0.982639,0.0273816,1.43996,1.52476,1.54886,0.963889,0.988194,0.977778,3.49929,3.36435,3.42397,3.52714,1.95043,1.80469,1.85526,2.06679,2.74872,2.75675,2.8516,2.96899,1.5106,1.46594,1.50717,1.5998,-9999,-9999
201410,12.255,1.0,199.01,79.861,1.0,317.989,1.0,2.685,1.0,99.753,1.0,1.303,1.0,2.188,1.0,0.155681999633,0.833333333333,16.0444825269,1.0,178.105262097,1.0,-9999,-9999,11.6718212366,1.0,40.1938575269,1.0,11.7806182796,1.0,370.025544355,1.0,-9999,-9999,12.228,12.579,12.839,13.041,13.226,13.756,1.0,1.0,1.0,1.0,1.0,1.0,19.781,16.56,24.185,24.254,1.0,1.0,1.0,1.0,-1.88515,1.0,21.6933,0.999328,19.4278,0.407098,-1.68417,0.997312,-1.50828,0.328348,-0.590997,0.956317,0.0308512,-0.702411,-0.60447,-0.590997,0.956317,0.956989,0.956317,2.81712,2.41619,2.71799,2.96274,3.42158,3.19232,3.28773,3.55781,2.29221,2.25993,2.3264,2.39123,3.37925,3.32502,3.37411,3.44338,-9999,-9999
201411,5.869,1.0,118.718,33.903,1.0,302.973,1.0,0.904,1.0,99.418,1.0,0.483,1.0,1.996,1.0,0.143198250872,0.806944444444,-4.58407638889,1.0,78.7444861111,1.0,-9999,-9999,4.80665972222,1.0,21.3546388889,1.0,5.03171527778,1.0,336.428243056,1.0,-9999,-9999,5.665,6.02,6.506,7.044,7.781,9.347,1.0,1.0,1.0,1.0,1.0,1.0,22.536,17.066,23.982,24.009,1.0,1.0,1.0,1.0,-4.10253,1.0,4.23983,0.998611,3.4481,0.150521,-1.3067,1.0,-1.06269,0.264537,-0.0570928,0.9375,0.0199114,-0.0935326,-0.0563394,-0.0329625,0.959722,0.938194,0.93125,1.43139,1.36265,1.43139,1.54225,1.49379,1.4388,1.47137,1.57929,1.27704,1.09473,1.2168,1.29213,1.51292,1.41643,1.50347,1.5646,-9999,-9999
201412,3.042,1.0,82.7868,20.116,1.0,292.125,1.0,1.134,1.0,99.796,1.0,0.89,1.0,4.713,1.0,0.314006327667,0.838037634409,-12.5095228495,1.0,43.6287016129,0.997983870968,-9999,-9999,3.773125,1.0,14.7884879032,1.0,3.54018817204,1.0,321.257412634,1.0,-9999,-9999,2.109,2.4,3.02,3.203,3.916,5.481,1.0,1.0,1.0,1.0,1.0,1.0,23.687,17.737,24.086,24.087,0.931452,1.0,1.0,1.0,-2.95724,1.0,3.6472,1.0,2.66596,0.14959,-16.7153,1.0,-12.2182,0.38297,0.505504,0.997312,0.0119699,0.489078,0.500318,0.509006,0.99664,0.997312,0.997312,0.969659,0.969603,0.972306,0.980854,0.464094,0.464094,0.471671,0.477639,0.915747,0.88473,0.915449,0.931411,0.50562,0.50692,0.510933,0.513472,-9999,-9999
