TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200612,-9.341,1.0,63.5989,31.289,1.0,233.594,1.0,0.602,1.0,94.142,1.0,0.129,0.999328,3.353,1.0,0.357586263879,0.719086021505,-16.2906352852,0.998655913978,58.3350827471,0.999327956989,34.0717950269,1.0,6.23173723118,1.0,5.22000873656,1.0,275.878152554,1.0,389.42,0.99664,-0.307,1.0,-9999,14.817,-9999,0.959005,-9999,1.0,3.36236,0.995968,-9999,0.132024,-15.8239,0.995296,-9999,0.574357,0.461576,0.954973,0.00462242,0.443398,0.451316,0.473385,0.966398,0.959677,0.951613,0.447819,0.437773,0.444864,0.455829,-0.00479455,-0.0175556,-0.00695186,-0.00540866,0.49352,0.472071,0.499326,0.536467,0.0674531,0.0,0.0511894,0.0590229,0.494972,1.0
200701,-13.36,1.0,79.4882,39.52,1.0,224.537,1.0,0.411,1.0,94.198,1.0,0.129,1.0,3.447,1.0,0.425565650279,0.938172043011,-5.56263273088,0.995967741935,72.5367635742,0.995295698925,43.7006861559,1.0,6.38257584077,0.998655913978,5.69810349462,1.0,263.614651438,0.998655913978,390.262,1.0,-0.661,1.0,-9999,-9999,-9999,-9999,-9999,1.0,2.88641,0.998656,-9999,0.105362,-8.88004,0.999328,-9999,0.626509,0.389102,0.97379,0.00461825,0.384287,0.387112,0.390197,0.982527,0.981855,0.973118,0.370166,0.358448,0.367483,0.378373,-0.0252452,-0.0247043,-0.0186758,-0.0127464,0.262135,0.271734,0.34883,0.430825,0.0527465,0.0197017,0.0275798,0.0301818,0.477938,1.0
200702,-17.881,1.0,142.393,74.667,1.0,210.78,1.0,0.333,1.0,94.67,1.0,0.5,1.0,2.814,1.0,0.395444777719,0.922619047619,28.4771184777,0.998511904762,142.053069719,0.999255952381,82.8436465774,1.0,10.6572537994,0.998511904762,8.9548312595,0.999255952381,247.79391635,0.999255952381,389.316,1.0,-1.033,1.0,-9999,11.967,-9999,0.951637,-9999,1.0,3.72783,1.0,-9999,0.0919169,18.1619,1.0,-9999,0.795102,0.288224,0.994792,0.0034628,0.282128,0.283238,0.291684,0.995536,0.995536,0.975446,0.268977,0.261529,0.265271,0.280783,-0.0183772,-0.0218638,-0.0181487,-0.0115358,0.148257,0.152041,0.20963,0.235756,0.00358234,0.00150543,0.00181138,0.00219768,0.446387,1.0
200703,-6.217,1.0,240.793,126.23,0.998656,248.897,1.0,1.501,1.0,94.44,1.0,0.806,1.0,3.395,1.0,0.450336825034,0.946908602151,69.0798191031,0.934139784946,248.972287763,0.997311827957,132.012739247,1.0,16.6160276682,0.997983870968,13.014039722,0.999327956989,292.539506163,0.999327956989,390.708,0.998656,-0.516,1.0,-9999,-9999,-9999,-9999,-9999,1.0,7.39884,0.997984,-9999,0.154458,44.0024,0.998656,-9999,0.663265,0.458846,0.948925,0.00415042,0.448163,0.452184,0.470933,0.974462,0.966398,0.93078,0.523076,0.509526,0.515184,0.527644,0.0615799,0.0585562,0.061055,0.0631321,0.433605,0.368762,0.385946,0.428213,0.0152476,0.00533096,0.0144712,0.0176217,0.490764,1.0
200704,2.239,1.0,350.863,212.342,1.0,262.097,1.0,4.281,1.0,94.707,1.0,0.367,1.0,3.187,1.0,0.396757210402,0.975694444444,134.93047138,0.595138888889,423.407219415,0.999305555556,166.2755,1.0,20.4804829527,0.988194444444,18.6686638761,0.996527777778,327.3639237,0.999305555556,391.023,1.0,-0.131,1.0,-9999,20.713,-9999,0.883333,-9999,1.0,16.3317,0.999306,-9999,0.301417,76.1323,1.0,-9999,0.766476,-0.525058,0.955556,0.0257119,-0.542847,-0.535545,-0.481517,0.972917,0.970833,0.948611,1.05465,0.995778,1.01963,1.05217,1.58434,1.50245,1.55518,1.56582,0.943236,0.919495,0.973525,1.00698,1.61326,1.47835,1.49417,1.57135,0.525628,1.0
200705,9.465,1.0,439.38,213.514,1.0,306.901,1.0,5.696,1.0,94.565,1.0,1.452,1.0,3.646,1.0,0.470567168483,0.972446236559,139.846468557,0.999327956989,434.578053763,1.0,-9999,-9999,15.7831614083,0.912634408602,17.474779003,0.96438172043,363.0825,1.0,387.927,1.0,1.848,1.0,-9999,-9999,-9999,-9999,-9999,1.0,38.683,0.999328,-9999,0.411771,64.1615,0.998656,-9999,0.794435,-1.81405,0.965726,0.0246306,-1.83158,-1.82406,-1.81313,0.931452,0.975806,0.954973,2.23026,2.08858,2.20327,2.25789,4.04966,3.91557,4.02472,4.09319,2.16817,2.16138,2.17195,2.27875,4.1104,4.07401,4.10388,4.23659,0.786917,1.0
200706,13.517,1.0,481.2,244.555,1.0,324.438,1.0,7.079,1.0,94.33,1.0,2.5,1.0,3.589,1.0,0.456089318632,0.959722222222,162.440906649,0.998611111111,497.092183333,1.0,211.691392923,0.999305555556,16.4903387032,0.930555555556,20.3930923864,0.975694444444,385.81020198,0.999305555556,382.915,0.981944,7.128,1.0,-9999,-9999,-9999,-9999,-9999,1.0,52.5859,0.98125,-9999,0.579894,75.3741,1.0,-9999,0.912039,-1.43856,0.903472,0.0336896,-1.47386,-1.46267,-1.44461,0.940278,0.929861,0.872222,4.08805,3.89966,3.97789,4.2224,5.43415,5.36928,5.44383,5.66919,4.11663,4.01305,4.11663,4.27319,5.7846,5.64531,5.72563,5.76656,2.04086,1.0
200707,20.342,1.0,461.694,264.514,1.0,357.629,1.0,10.689,1.0,94.441,0.999328,1.677,1.0,3.036,1.0,0.380722489359,0.976478494624,178.420363575,1.0,539.43015793,1.0,194.197224462,1.0,17.2754294749,0.957661290323,21.5130677708,0.988575268817,422.256344086,1.0,380.072,0.997312,11.916,1.0,-9999,19.123,-9999,0.862903,-9999,1.0,67.2113,0.997312,-9999,0.672257,74.0173,0.999328,-9999,0.8058,0.322764,0.858199,0.0391907,0.284145,0.313232,0.33098,0.766129,0.876344,0.851478,6.31007,6.28428,6.3151,6.343,5.9983,5.96788,5.99687,6.02977,5.64546,5.71515,6.25372,6.7607,6.10994,5.73114,6.11649,6.33547,4.88846,1.0
200708,13.499,1.0,387.848,176.232,1.0,338.019,1.0,4.804,1.0,94.353,1.0,3.226,1.0,3.33,1.0,0.423888584145,0.970430107527,113.942255376,1.0,357.810237956,0.993279569892,173.127241935,1.0,11.6469744419,0.914650537634,14.5863894836,0.97311827957,385.551115591,1.0,375.942,1.0,10.651,1.0,-9999,-9999,-9999,-9999,-9999,1.0,49.3359,0.999328,-9999,0.488658,34.0363,0.999328,-9999,0.714703,-0.285129,0.984543,0.0335247,-0.322075,-0.298025,-0.281622,0.993952,0.991935,0.961694,5.33535,5.32539,5.33831,5.38003,5.67203,5.62057,5.66302,5.68108,5.31493,4.95778,5.15414,5.30367,5.57891,5.46898,5.63601,5.71213,3.84257,1.0
200709,8.236,0.998611,285.113,126.275,1.0,310.897,0.998611,3.027,0.998611,94.244,1.0,1.333,1.0,2.995,0.979167,0.357210237434,0.977777777778,65.9777942629,0.932638888889,241.738389899,0.972222222222,123.987091251,0.965972222222,9.42368053314,0.853472222222,10.5701419741,0.925,357.493474702,0.933333333333,382.882,1.0,7.687,0.998611,-9999,-9999,-9999,-9999,-9999,1.0,27.9485,0.999306,-9999,0.355778,23.1161,1.0,-9999,0.575025,-0.366129,0.959028,0.0286665,-0.369219,-0.360269,-0.349323,0.972917,0.972917,0.974306,3.57409,3.49926,3.54905,3.58026,3.92866,3.85958,3.89194,3.93453,3.2286,2.88822,3.16005,3.21352,3.81581,3.58841,3.73444,3.75614,2.26503,1.0
200710,3.789,1.0,179.31,77.903,1.0,291.457,1.0,1.969,1.0,94.27,1.0,0.871,1.0,3.231,1.0,0.395910884109,0.95564516129,25.4590416667,1.0,148.682254001,0.992607526882,74.5556290323,1.0,6.95509260989,0.943548387097,6.90368650024,0.97311827957,336.829932796,1.0,387.875,1.0,4.758,1.0,-9999,22.222,-9999,0.946909,-9999,1.0,11.4067,1.0,-9999,0.269916,8.24449,1.0,-9999,0.584896,0.54683,0.985215,0.0167998,0.512363,0.525051,0.54683,0.986559,0.992608,0.985215,1.87942,1.82596,1.85585,1.87696,1.34798,1.30975,1.31678,1.33513,1.7335,1.56023,1.62823,1.68661,1.28393,1.21344,1.25658,1.30612,1.2946,1.0
200711,-8.868,1.0,98.6137,29.259,1.0,256.945,1.0,0.459,1.0,94.26,1.0,2.267,1.0,3.088,1.0,0.422869698584,0.829166666667,-0.707906397754,0.999305555556,59.0551465721,0.999305555556,47.1948979167,1.0,8.22914358747,0.996527777778,4.91818263889,1.0,281.943499941,0.999305555556,390.025,1.0,1.54,1.0,-9999,22.7,-9999,0.98125,-9999,1.0,5.34411,1.0,-9999,0.152871,-3.05465,1.0,-9999,0.430859,0.73415,0.989583,0.0065407,0.703487,0.724492,0.749648,0.986111,0.990278,0.988194,0.809937,0.771603,0.788903,0.826291,0.066384,0.0626685,0.0691405,0.0793145,0.729193,0.736198,0.744376,0.835773,0.0943831,0.094252,0.104445,0.139012,0.720324,1.0
200712,-16.333,1.0,63.5989,27.069,1.0,229.857,1.0,0.204,1.0,94.253,1.0,0.742,0.999328,2.121,1.0,0.283493322378,0.686827956989,-4.09856993105,0.995967741935,42.1732397604,0.98185483871,34.4164798387,1.0,12.4155739247,1.0,8.79058736559,1.0,252.442375672,1.0,393.086,1.0,-0.375,1.0,-9999,-9999,-9999,-9999,-9999,1.0,0.73779,0.995968,-9999,0.0437175,-2.28602,0.995968,-9999,0.330614,0.438983,0.908602,0.00512266,0.430157,0.433292,0.4635,0.97379,0.979839,0.86828,0.437103,0.421435,0.432975,0.45483,-0.00910782,-0.0164072,-0.00807933,-0.000282387,0.411366,0.411024,0.414304,0.597004,0.0095568,0.0123572,0.0171476,0.0211664,0.502472,1.0
200801,-17.05,1.0,79.4882,35.835,0.998656,218.232,1.0,0.24,1.0,93.994,1.0,0.484,1.0,2.823,1.0,0.41424468966,0.739247311828,-2.28087527437,0.993279569892,59.1442157478,0.987231182796,40.0656854839,1.0,10.192609257,0.996639784946,7.06944422043,1.0,249.599378101,0.993951612903,393.997,1.0,-0.687,1.0,-9999,-9999,-9999,-9999,-9999,1.0,1.79795,0.99664,-9999,0.0642826,-4.32737,0.99664,-9999,0.484865,0.505792,0.975806,0.00640031,0.476891,0.488195,0.547108,0.981855,0.978495,0.926747,0.53786,0.477574,0.517795,0.648438,0.0275271,0.000690926,0.0270139,0.10133,0.419533,0.419447,0.433711,0.483518,0.00914422,0.0057275,0.00810823,0.00914422,0.572715,1.0
200802,-17.371,1.0,143.928,77.207,1.0,211.265,1.0,0.537,1.0,94.312,0.999282,0.69,1.0,2.818,1.0,0.357168185524,0.936781609195,29.9259681513,0.997844827586,147.548663503,0.999281609195,79.4290962644,1.0,13.7489827586,1.0,9.91649856322,1.0,248.664287356,1.0,393.667,1.0,-1.367,1.0,-9999,-9999,-9999,-9999,-9999,1.0,3.86524,0.997845,-9999,0.0842651,22.8715,0.998563,-9999,0.643597,0.498327,0.948276,0.0049662,0.447553,0.469673,0.521847,0.974856,0.964799,0.926724,0.552485,0.526489,0.537446,0.623552,0.0652608,0.0716077,0.0767233,0.0804895,0.33495,0.33495,0.351505,0.43215,0.000740248,0.000560451,0.000740248,0.00100217,0.512131,1.0
200803,-8.185,1.0,244.433,148.567,1.0,228.707,1.0,1.355,1.0,94.449,1.0,0.548,1.0,3.007,1.0,0.375527866665,0.973790322581,78.1507124228,0.999327956989,289.691241907,0.999327956989,121.909637097,1.0,17.5228035347,0.999327956989,14.691249328,1.0,284.444070622,0.999327956989,393.83,1.0,-0.87,1.0,-9999,-9999,-9999,-9999,-9999,1.0,5.69803,1.0,-9999,0.119857,57.0768,1.0,-9999,0.714337,0.55112,0.938172,0.00605557,0.507467,0.527482,0.606108,0.956989,0.951613,0.903898,0.5241,0.482991,0.503729,0.652423,-0.0208778,-0.0285312,-0.0209332,0.0437994,0.430347,0.4263,0.434925,0.514838,0.00489147,0.00033892,0.00248486,0.00616248,0.556451,1.0
200804,-0.429,1.0,354.264,201.647,1.0,262.174,1.0,2.935,1.0,94.344,1.0,1.3,1.0,3.536,1.0,0.446231756881,0.936111111111,125.203847222,1.0,405.846365278,1.0,187.875222917,1.0,23.2775275765,0.99375,18.5135633904,0.997222222222,320.080990278,1.0,395.034,1.0,-0.208,1.0,-9999,-9999,-9999,-9999,-9999,1.0,12.7954,1.0,-9999,0.201989,74.8173,1.0,-9999,0.738224,0.39427,0.979167,0.0103391,0.397799,0.401983,0.408862,0.994444,0.99375,0.911806,0.902452,0.87534,0.884844,0.938901,0.489594,0.474728,0.483274,0.528278,0.697533,0.698175,0.729515,0.743474,0.351743,0.300342,0.33344,0.367754,0.620865,1.0
200805,8.772,1.0,441.611,273.874,1.0,283.004,1.0,6.679,1.0,94.573,0.999328,0.355,1.0,3.312,1.0,0.41247983299,0.975806451613,169.852381053,0.991935483871,552.068663306,1.0,193.293149194,1.0,20.324915537,0.980510752688,20.9946539549,0.995295698925,361.41585997,0.991935483871,392.279,1.0,0.502,1.0,-9999,26.416,-9999,0.852823,-9999,1.0,35.7461,1.0,-9999,0.361771,97.2629,1.0,-9999,0.817735,-1.45898,0.941532,0.0193395,-1.47516,-1.46828,-1.43404,0.950941,0.952957,0.866263,1.74288,1.7344,1.76441,1.84092,3.22629,3.20611,3.22629,3.27244,2.00176,1.87218,2.02877,2.25743,3.34678,3.35212,3.47325,3.63496,0.704503,1.0
200806,15.395,1.0,481.555,257.484,1.0,326.869,1.0,9.221,1.0,94.273,1.0,1.733,1.0,3.128,1.0,0.384270006167,0.972222222222,163.324587156,0.991666666667,531.176156944,1.0,226.446917361,1.0,17.5925622994,0.959027777778,20.8739361156,0.989583333333,395.444423605,0.991666666667,386.822,1.0,5.899,1.0,-9999,20.06,-9999,0.861806,-9999,1.0,59.643,1.0,-9999,0.677196,76.562,0.998611,-9999,0.818835,-1.47817,0.981944,0.0323407,-1.57246,-1.44079,-1.39765,0.9375,0.978472,0.976389,4.26178,4.21712,4.26178,4.31269,5.72841,5.62519,5.71293,5.74134,4.06863,3.92216,4.37795,4.7698,5.9675,5.46643,5.71297,6.00109,1.91587,1.0
200807,16.699,1.0,460.059,221.802,1.0,349.687,1.0,6.647,1.0,94.206,1.0,2.774,1.0,3.043,1.0,0.377136068754,0.96438172043,148.764602837,0.999327956989,464.498798387,0.999327956989,230.550063844,1.0,14.9671363699,0.938844086022,18.2677201504,0.983198924731,404.691832962,0.999327956989,382.368,1.0,10.546,1.0,-9999,18.665,-9999,0.87836,-9999,1.0,66.454,1.0,-9999,0.763204,55.4702,0.999328,-9999,0.725006,-0.640164,0.915323,0.0390673,-0.711377,-0.650032,-0.640164,0.809812,0.957661,0.915323,6.54542,6.08035,6.41119,6.52717,7.14483,6.76678,7.09365,7.17364,5.78594,5.65276,5.78594,6.45009,6.37424,6.55389,6.59691,7.07692,3.83889,1.0
200808,16.701,1.0,384.81,209.192,1.0,343.737,1.0,7.288,1.0,94.09,1.0,1.613,1.0,3.421,0.997984,0.433333530917,0.977150537634,131.621738532,0.999327956989,431.782535618,1.0,186.501196667,0.806451612903,14.2636960105,0.95564516129,17.6829792278,0.984543010753,403.401972089,0.999327956989,384.318,1.0,11.147,1.0,-9999,13.886,-9999,0.876344,-9999,1.0,60.3761,1.0,-9999,0.642476,49.1807,1.0,-9999,0.731072,-0.169468,0.903898,0.0373448,-0.288343,-0.182926,-0.158735,0.822581,0.967742,0.86828,5.38539,5.25002,5.4477,5.81675,5.7079,5.50787,5.62141,5.95682,5.83398,5.83398,6.01113,6.61833,6.17455,6.02073,6.1027,6.4543,4.23925,1.0
200809,9.321,1.0,281.538,134.773,1.0,310.597,1.0,3.705,1.0,94.61,1.0,0.233,1.0,3.21,1.0,0.368045374653,0.978472222222,69.9145361111,1.0,275.193609722,1.0,136.538217896,0.879166666667,10.1538871059,0.947916666667,12.2341363362,0.989583333333,363.164875,1.0,384.773,1.0,7.898,1.0,-9999,-9999,-9999,-9999,-9999,1.0,36.0143,1.0,-9999,0.524602,22.749,1.0,-9999,0.663245,-0.208404,0.986111,0.0306222,-0.299084,-0.275102,-0.1522,0.998611,0.993056,0.927778,3.62119,3.55854,3.60731,4.08953,3.84394,3.86104,3.88704,4.16907,4.15642,4.12701,4.34094,4.58492,4.47857,4.21899,4.33813,4.40964,2.4487,1.0
200810,4.543,1.0,176.119,82.422,1.0,285.74,1.0,3.107,1.0,94.473,1.0,1.032,1.0,3.424,1.0,0.398957834741,0.977822580645,20.6569388441,1.0,162.98240793,1.0,77.6521382922,0.975134408602,7.84962198064,0.965053763441,7.96328825651,0.981182795699,339.430826613,1.0,390.973,1.0,4.798,1.0,-9999,15.35,-9999,0.946909,-9999,1.0,14.0985,1.0,-9999,0.298275,4.46654,0.999328,-9999,0.634701,0.935987,0.988575,0.0191255,0.912025,0.933483,0.946268,0.993952,0.978495,0.992608,2.46106,2.43228,2.44724,2.46354,1.52318,1.50431,1.51701,1.52089,2.27178,2.20478,2.26536,2.33122,1.51051,1.44757,1.49045,1.51477,1.50467,1.0
200811,-5.519,1.0,96.6788,32.309,0.999306,269.385,1.0,0.471,1.0,94.418,0.999306,0.967,1.0,2.728,1.0,0.358090562096,0.870138888889,0.313822614734,0.998611111111,63.2879332299,0.999305555556,47.3920326389,1.0,4.87808732982,0.993055555556,4.15482885638,0.997916666667,297.552110417,1.0,393.456,1.0,0.988,1.0,-9999,-9999,-9999,-9999,-9999,1.0,4.44666,0.995833,-9999,0.165805,-2.19767,0.995833,-9999,0.491688,0.859636,0.93125,0.00822932,0.826696,0.844525,0.890412,0.994444,0.986806,0.913194,0.951492,0.914116,0.931316,0.982247,0.0883377,0.0808696,0.086947,0.0900962,0.655394,0.654581,0.775838,1.15357,0.023327,0.0178879,0.0231885,0.137142,0.769448,1.0
200812,-21.512,1.0,63.295,30.298,0.997984,200.923,1.0,0.231,1.0,94.365,1.0,0.486,0.999328,2.633,1.0,0.357142223153,0.688844086022,-9.97257499714,0.998655913978,41.9853480304,0.979166666667,38.5255725806,1.0,7.5823796614,0.999327956989,6.77105846774,1.0,235.118015586,0.999327956989,394.271,1.0,-1.585,1.0,-9999,-9999,-9999,-9999,-9999,1.0,1.66105,0.99328,-9999,0.0697296,-4.60704,0.99328,-9999,0.474341,0.561931,0.957661,0.00519441,0.535642,0.551635,0.574941,0.969086,0.966398,0.940188,0.649515,0.552203,0.603665,0.713893,0.0665915,0.0140531,0.0539635,0.132681,0.464614,0.362807,0.45947,0.466249,0.00108439,0.0,0.00600781,0.0070308,0.495642,1.0
200901,-16.856,1.0,79.4882,41.086,1.0,214.888,1.0,0.508,1.0,94.429,1.0,0.484,1.0,2.861,1.0,0.384883080491,0.815860215054,-4.65189919355,1.0,68.0827533157,0.986559139785,43.8886814516,1.0,8.78300537634,1.0,6.76141263441,1.0,254.1141875,1.0,394.098,1.0,-1.673,1.0,-9999,-9999,-9999,-9999,-9999,1.0,2.42861,0.997984,-9999,0.0788003,-8.29824,0.993952,-9999,0.554467,0.500134,0.93414,0.00413314,0.466779,0.491373,0.543455,0.983871,0.948925,0.905242,0.408053,0.373343,0.39439,0.480944,-0.0971454,-0.0980735,-0.0876964,-0.061619,0.436816,0.433207,0.481062,0.570423,0.00843482,0.00556114,0.00858371,0.0382272,0.37151,1.0
200902,-14.319,1.0,142.393,76.663,1.0,223.437,1.0,0.517,1.0,94.635,1.0,0.393,1.0,2.672,1.0,0.355711438515,0.939732142857,29.1632232143,1.0,146.798536458,1.0,85.8141778274,1.0,9.61913095238,1.0,8.48972916667,1.0,262.384458333,1.0,393.866,1.0,-1.473,1.0,-9999,9.68,-9999,0.936012,-9999,1.0,3.82465,0.997024,-9999,0.0929996,24.2538,1.0,-9999,0.618145,0.434244,0.889881,0.00368388,0.40208,0.425052,0.44719,0.924851,0.895833,0.864583,0.349199,0.341557,0.349199,0.407694,-0.0749868,-0.0719832,-0.0574107,-0.0471324,0.320524,0.321066,0.339041,0.365416,0.00407086,0.0035525,0.0046606,0.0055101,0.385774,1.0
200903,-11.095,1.0,240.793,137.091,1.0,227.832,1.0,1.143,1.0,94.369,1.0,0.806,1.0,3.473,1.0,0.44538980111,0.883064516129,73.6006056537,0.997311827957,269.677608199,1.0,120.053725543,0.741935483871,17.5486258381,0.993279569892,14.5469576613,0.994623655914,275.531331189,0.999327956989,395.072,1.0,-1.358,1.0,-9999,-9999,-9999,-9999,-9999,1.0,6.38722,0.997984,-9999,0.116384,53.1503,0.997984,-9999,0.695756,0.436365,0.960349,0.00336652,0.417319,0.427548,0.448287,0.979167,0.969086,0.920699,0.342394,0.323429,0.335799,0.383162,-0.0933878,-0.0938116,-0.0906561,-0.070404,0.373566,0.371477,0.378877,0.397953,0.00165986,0.00115499,0.00134592,0.00216199,0.394717,1.0
200904,1.519,1.0,350.863,206.035,1.0,261.003,1.0,3.152,1.0,94.732,1.0,0.267,1.0,3.088,1.0,0.38554893617,0.979166666667,122.721965278,1.0,414.139300543,0.998611111111,-9999,-9999,19.068262406,0.995138888889,17.5765726852,0.997916666667,326.700770833,1.0,396.138,1.0,-0.151,1.0,-9999,18.8,-9999,0.828472,-9999,1.0,10.9892,1.0,-9999,0.191454,81.644,1.0,-9999,0.771258,0.154506,0.930556,0.0145355,0.138502,0.148465,0.165661,0.929861,0.94375,0.920833,1.03078,1.01744,1.02442,1.12124,0.885299,0.874807,0.888634,0.959971,0.817609,0.7457,0.817609,0.997291,0.815373,0.715841,0.78455,1.05737,0.497271,1.0
200905,5.842,1.0,439.38,221.41,1.0,290.058,1.0,4.955,1.0,94.348,1.0,1.71,1.0,3.256,1.0,0.41308618053,0.959677419355,144.118387669,0.998655913978,450.938784946,1.0,217.768523522,1.0,18.0689367875,0.966397849462,17.935900474,0.985887096774,348.530833905,0.999327956989,394.206,1.0,0.643,1.0,-9999,23.024,-9999,0.857527,-9999,1.0,32.2753,0.999328,-9999,0.39199,77.7294,0.998656,-9999,0.803992,-1.01959,0.934812,0.0222912,-1.0445,-1.03222,-1.0204,0.964382,0.966398,0.928091,2.11161,2.01255,2.07869,2.15572,3.17427,3.05147,3.10851,3.17427,0.905267,0.932146,1.12607,1.30066,2.67013,2.49186,2.57991,2.67568,0.59185,1.0
200906,13.279,1.0,481.2,230.322,1.0,328.912,1.0,6.506,1.0,94.274,1.0,3.6,1.0,3.1,1.0,0.392972186247,0.977083333333,155.502572262,0.996527777778,476.946926921,0.999305555556,242.119377083,1.0,16.0796010446,0.927777777778,18.6263395317,0.976388888889,383.598688643,0.996527777778,390.156,1.0,4.647,1.0,-9999,22.791,-9999,0.870139,-9999,1.0,54.2676,1.0,-9999,0.64396,63.3211,1.0,-9999,0.824422,-1.12594,0.886806,0.0393342,-1.16096,-1.13724,-1.11411,0.946528,0.883333,0.927083,4.74357,4.2217,4.71166,4.80107,5.88733,5.3659,5.84889,5.94476,3.5104,3.30896,3.39792,3.51596,5.04272,4.92468,4.99677,5.09952,1.45187,1.0
200907,15.323,1.0,461.694,227.608,1.0,336.841,1.0,6.303,1.0,94.609,0.999328,3.968,1.0,3.376,1.0,0.425836650652,0.979166666667,151.338013441,1.0,471.29296707,1.0,229.83659207,1.0,14.8537768151,0.935483870968,19.01351731,0.989919354839,394.107849462,1.0,381.99,1.0,9.468,1.0,-9999,23.606,-9999,0.881048,-9999,1.0,64.1708,1.0,-9999,0.741833,54.4931,1.0,-9999,0.799151,-1.1057,0.915995,0.0369365,-1.16996,-1.1119,-1.09662,0.876344,0.964382,0.986559,5.7292,5.58707,5.7218,5.79874,6.92744,6.74111,6.82593,6.89581,6.08971,6.08239,6.19004,6.26782,7.15068,6.94025,7.06377,7.15068,3.45611,1.0
200908,15.205,0.997984,387.848,192.834,1.0,338.412,0.997984,5.629,0.997984,94.515,1.0,2.169,1.0,2.888,0.676747,0.354829473904,0.978494623656,118.42036909,0.676075268817,394.350621683,0.999327956989,192.371786094,0.676747311828,12.8510657908,0.934811827957,15.7850476814,0.665322580645,391.804783646,0.676075268817,380.425,1.0,10.533,0.997984,-9999,21.939,-9999,0.899866,-9999,1.0,53.0038,1.0,-9999,0.624325,41.1852,1.0,-9999,0.658775,-0.259914,0.962366,0.039456,-0.265369,-0.244471,-0.227531,0.87836,0.965726,0.963038,6.3098,6.10973,6.2322,6.34257,6.59519,6.34085,6.45174,6.58519,5.41023,5.14631,5.35844,5.50997,5.90297,5.9034,6.00156,6.04135,4.10161,1.0
200909,14.351,1.0,285.113,164.91,1.0,331.333,1.0,5.736,1.0,94.461,0.999306,0.967,1.0,3.355,0.913194,0.421219025594,0.978472222222,87.5197970679,0.9,316.976807639,1.0,118.873679012,0.9,11.7323286115,0.970138888889,14.4533039725,0.8875,386.471736111,0.9,389.071,0.999306,10.012,1.0,-9999,-9999,-9999,-9999,-9999,1.0,43.5189,0.999306,-9999,0.542614,24.4632,0.999306,-9999,0.641066,0.412031,0.973611,0.0320251,0.333221,0.422501,0.442527,0.955556,0.895139,0.980556,5.24019,5.19764,5.22789,5.25218,4.80677,4.75834,4.81698,4.89044,4.82252,4.80099,4.88947,4.9828,4.71146,4.61767,4.71327,4.77298,3.76784,1.0
200910,-0.327,1.0,179.31,52.249,1.0,297.628,1.0,0.668,1.0,94.486,1.0,2.419,1.0,2.734,0.999328,0.359742530306,0.948252688172,24.1270596402,0.999327956989,102.926385081,1.0,86.719132178,0.999327956989,4.96364132997,0.943548387097,5.05377361403,0.98252688172,320.677861616,0.999327956989,390.712,1.0,4.376,1.0,-9999,22.56,-9999,0.978495,-9999,1.0,10.3701,1.0,-9999,0.234288,3.98344,1.0,-9999,0.368338,0.767346,0.99664,0.0174522,0.699742,0.743811,0.821015,0.99664,0.99664,0.994624,1.79562,1.80258,1.82672,1.85468,1.09694,1.05425,1.09578,1.10732,1.51189,1.51734,1.54839,1.60246,0.992082,0.973611,0.994382,1.00841,1.23922,1.0
