TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-6.523,0.0,130.812,58.633,0.652554,232.431,0.0,1.041,0.0,96.858,0.0,0.392,0.0,1.852,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,57.6271,0.0,-9999,-9999,89.6653,0.0,-9999,-9999,-0.649651,0.0,-9999,-0.649651,-0.649651,-0.649651,0.0,0.0,0.0,1.67375e-08,1.11583e-08,1.18557e-08,1.39479e-08,0.609548,0.649651,0.649651,0.649651,0.316847,0.308401,0.316847,0.318278,0.591344,0.578911,0.589564,0.591239,-9999,-9999
200202,-4.267,0.0,194.244,92.58,0.598958,235.369,0.0,1.435,0.0,97.131,0.0,1.25,0.0,2.382,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.888063,0.198661,56.6342,0.0,-9999,-9999,90.74,0.0,-9999,-9999,-0.652375,0.0,-9999,-0.652375,-0.652375,-0.652375,0.0,0.0,0.0,1.69866e-08,1.54423e-08,1.62144e-08,1.62144e-08,0.627144,0.652375,0.652375,0.652375,0.450459,0.438451,0.450459,0.452494,0.834881,0.819163,0.832627,0.834749,-9999,-9999
200203,-6.13,0.0,286.015,162.406,0.534946,216.878,0.0,1.64,0.0,97.358,0.0,1.745,0.0,2.116,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.476692,0.0,51.8371,0.0,-9999,-9999,90.1872,0.0,-9999,-9999,-0.544487,0.0,-9999,-0.544487,-0.544487,-0.544487,0.0,0.0,0.0,4.25411e-08,3.83568e-08,3.83568e-08,3.97515e-08,0.537315,0.544487,0.544487,0.544487,0.409274,0.398365,0.409274,0.411123,1.28771,1.26647,1.28465,1.28771,-9999,-9999
200204,3.964,0.00625,381.53,196.265,0.465278,278.941,0.0,2.942,0.00625,97.13,0.0,2.884,0.0,2.041,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.361392,0.00625,53.3106,0.00625,-9999,2.87947,91.217,0.00625,-9999,1.9827,-0.541834,0.00625,0.0715059,-0.541834,-0.541834,-0.541834,0.00625,0.00625,0.00625,3.98515e-07,3.79778e-07,3.8194e-07,3.86985e-07,0.535948,0.541834,0.541834,0.541834,2.19517,2.13666,2.19517,2.20509,1.49435,1.47058,1.49093,1.49435,-9999,-9999
200205,8.466,0.59543,453.334,255.847,0.622312,296.521,0.0,5.395,0.59543,97.061,0.36828,2.994,0.368952,2.415,0.326613,-9999,-9999,-9999,-9999,-9999,-9999,372.542,0.59543,6.373,0.596102,4.8403,0.596102,30.2946,0.596102,49.8874,0.721076,105.229,0.596102,173.285,1.26235,-0.362058,0.586694,0.0326436,-0.363317,-0.359953,-0.354828,0.586694,0.586694,0.586694,1.22502,1.22145,1.24259,1.24697,1.62285,1.5845,1.60137,1.6057,1.71641,1.72003,1.75144,1.80355,2.16999,2.11703,2.1268,2.17021,-9999,-9999
200206,17.374,1.0,485.446,232.652,1.0,364.282,0.0,7.13,1.0,96.776,1.0,2.91,1.0,1.894,0.959028,0.549295595088,0.984027777778,161.745845833,1.0,447.407170833,1.0,357.353,1.0,13.714,1.0,9.13524,1.0,58.5686,1.0,96.4475,0.77709,34.1055,1.0,56.1631,0.888527,-4.98828,0.996528,0.0803064,-5.05156,-5.00851,-4.98828,0.998611,0.995833,0.996528,3.44441,3.37275,3.41575,3.48735,8.53151,8.3987,8.42527,8.48029,1.79734,1.41523,1.82421,2.42624,7.77295,7.19473,7.51486,7.78025,-9999,-9999
200207,21.842,1.0,470.029,272.322,1.0,376.077,0.0,8.755,1.0,96.984,1.0,3.532,1.0,1.712,0.987231,0.492340500655,0.987903225806,194.638443391,0.998655913978,523.269172243,0.999327956989,340.537,0.998656,18.281,1.0,6.94281,1.0,92.076,0.999328,162.068,0.935658,14.9005,0.998656,26.2271,0.679638,-8.05,0.980511,0.0853088,-8.11713,-8.05806,-8.05,0.984543,0.979167,0.980511,2.67698,2.60687,2.68792,2.79824,10.7526,10.722,10.7904,10.8482,1.88899,1.79018,1.95012,2.26639,9.80222,9.16544,9.45781,9.72423,-9999,-9999
200208,18.517,1.0,410.995,226.918,1.0,354.501,0.0,5.465,1.0,97.066,1.0,2.81,1.0,1.807,0.96707,0.542220737327,0.985887096774,161.05425624,0.997983870968,436.379954973,1.0,339.987,1.0,16.909,1.0,4.08941,1.0,72.1347,1.0,128.422,0.876978,16.9667,1.0,30.2061,0.748358,-6.63784,0.99664,0.096439,-6.69153,-6.64822,-6.61295,0.995968,0.99664,0.99664,2.35601,2.24056,2.3362,2.37253,8.88422,8.88422,8.92812,9.0293,1.43969,1.51318,1.6271,1.78348,8.52155,7.56244,8.13687,8.35197,-9999,-9999
200209,15.441,1.0,324.251,160.095,1.0,339.243,0.0,4.695,1.0,96.789,1.0,3.16,1.0,1.813,1.0,0.520741384456,0.981944444444,108.515080556,1.0,307.856399306,1.0,351.092,0.999306,14.746,0.966667,0.755053,1.0,56.4352,0.999306,99.8064,0.780725,4.46333,0.998611,7.89346,0.708847,-4.17961,0.986806,0.0761783,-4.2306,-4.21616,-4.17961,0.986806,0.986806,0.986806,1.76668,1.69356,1.73502,1.75022,5.96176,5.91779,5.93562,5.94335,1.51989,1.43552,1.53447,2.16492,4.042,4.01539,4.31777,4.67972,-9999,-9999
200210,3.258,0.965726,228.694,78.596,0.923387,276.247,0.0,1.996,0.965726,97.143,0.923387,3.249,0.924731,1.847,0.886425,0.52650020245,0.88373655914,47.2656939766,0.915322580645,157.001939579,0.786962365591,365.696,0.965726,7.325,0.0396505,-6.60841,0.966398,24.2463,0.965054,42.8799,0.751476,17.9541,0.965726,31.752,0.900075,-0.63643,0.933468,0.0838421,-0.719984,-0.652604,-0.63643,0.932796,0.932796,0.933468,0.841056,0.796187,0.83542,0.853409,1.59043,1.46984,1.49167,1.52459,0.976429,0.626874,1.12824,1.93173,1.72605,1.43229,1.62265,1.73562,-9999,-9999
