TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200401,-14.069,0.0,130.68,57.021,0.652554,202.483,0.0,0.248,0.0,97.747,0.0,0.873,0.0,1.981,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.6996,0.0,-9999,-9999,62.6231,0.0,-9999,-9999,-1.18214,0.0,-9999,-1.19116,-1.18814,-1.18214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18814,1.18214,1.18814,1.19116,0.288687,0.0549575,0.288687,0.293507,0.846055,0.557962,0.846055,0.846956,-9999,-9999
200402,-6.403,0.0,195.59,97.583,0.597701,234.203,0.0,0.889,0.0,97.773,0.0,0.943,0.0,1.954,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,17.7343,0.0,-9999,-9999,58.2586,0.0,-9999,-9999,-0.826403,0.0,-9999,-0.828622,-0.828309,-0.826403,0.0,0.0,0.0,3.65291e-08,3.42926e-08,3.42926e-08,3.72746e-08,0.828309,0.826404,0.828309,0.828622,0.391344,0.080842,0.391344,0.397879,1.1535,0.749618,1.1535,1.1559,-9999,-9999
200403,-1.44,0.0,289.178,140.555,0.532258,255.698,0.0,1.343,0.0,97.507,0.0,1.231,0.658602,2.193,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,18.1519,0.0,-9999,-9999,59.8208,0.0,-9999,-9999,-0.825195,0.0,-9999,-0.829668,-0.827159,-0.825195,0.0,0.0,0.0,1.19952e-07,1.15768e-07,1.1786e-07,1.22742e-07,0.827159,0.825196,0.827159,0.829668,0.451371,0.0959479,0.451371,0.458908,1.44897,0.93501,1.44897,1.45276,-9999,-9999
200404,4.051,0.481944,384.304,208.476,0.4625,274.305,0.0,3.147,0.481944,97.419,0.385417,3.31,1.0,2.003,0.379167,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,20.3749,0.472917,-9999,0.489217,63.345,0.477778,-9999,0.58107,-0.718199,0.456944,0.0297119,-0.719524,-0.713196,-0.708866,0.456944,0.451389,0.452778,0.0794206,0.0742016,0.0789341,0.0794689,0.787683,0.787683,0.791416,0.793594,0.511225,0.108671,0.511225,0.519761,1.75976,1.1429,1.75976,1.76555,-9999,-9999
200405,8.613,0.892473,455.055,218.21,0.617608,311.251,0.0,4.068,0.892473,97.253,0.711022,3.361,1.0,2.302,0.699597,0.316732686925,0.613575268817,150.980179261,0.711021505376,-9999,-9999,381.691,0.887097,-9999,1.0,23.0216,0.946237,-9999,0.370949,62.2947,0.950941,-9999,0.848421,-0.439627,0.889785,0.0551689,-0.464055,-0.438091,-0.428331,0.897177,0.889785,0.887097,1.32211,1.23355,1.32184,1.32382,1.74339,1.69666,1.74816,1.76375,0.556449,0.12465,0.556449,0.566703,1.56397,1.09906,1.56397,1.56884,-9999,-9999
200406,14.426,0.955556,485.696,259.016,1.0,339.222,0.0,6.645,0.955556,97.33,0.745139,1.283,1.0,2.191,0.745139,0.408652148381,0.965972222222,200.84267803,0.733333333333,498.101448611,1.0,363.754,0.955556,-9999,1.0,53.9268,0.997222,-9999,0.467419,55.4957,0.998611,-9999,1.08655,-2.54403,0.993056,0.0693978,-2.55441,-2.54697,-2.53902,0.993056,0.993056,0.993056,2.69546,2.65649,2.67269,2.68197,5.22059,5.21002,5.22059,5.22369,1.54376,1.5247,1.58735,1.6191,4.61479,4.57385,4.61479,4.63112,-9999,-9999
200407,18.456,1.0,468.732,260.954,1.0,357.264,0.0,6.78,1.0,97.369,0.913978,0.906,1.0,1.691,0.90457,0.296712838424,0.838037634409,191.608125085,0.913978494624,501.833963038,1.0,367.253,1.0,-9999,1.0,57.0549,0.999328,-9999,0.753954,48.1798,0.999328,-9999,0.946577,-4.73538,0.982527,0.0793727,-4.78565,-4.71813,-4.67948,0.950269,0.982527,0.965726,2.96596,2.89118,2.96962,3.00748,7.66933,7.59723,7.68402,7.73452,4.32804,4.20313,4.33717,4.36452,8.68576,8.60313,8.66052,8.68576,-9999,-9999
200408,15.174,1.0,408.455,196.237,1.0,338.666,0.0,4.383,1.0,97.396,1.0,3.09,1.0,1.813,0.997312,0.338060757503,0.911290322581,151.980635753,1.0,377.250068634,0.999327956989,371.365,1.0,-9999,1.0,62.6858,0.989919,-9999,0.801255,23.4171,0.991263,-9999,0.660233,-4.09258,0.978495,0.0989554,-4.09495,-4.07183,-4.06809,0.976478,0.977151,0.977823,4.0079,4.01405,4.05923,4.10189,8.16048,8.10531,8.13433,8.16619,3.96451,3.41437,3.9617,4.02454,7.90845,7.7387,7.90845,7.96576,-9999,-9999
200409,16.1,1.0,321.038,164.765,1.0,346.634,0.0,4.704,1.0,97.507,1.0,2.373,1.0,2.212,0.997222,0.367311974157,0.952083333333,112.420788194,1.0,316.855313194,1.0,368.141,1.0,-9999,1.0,53.5818,1.0,-9999,0.778777,5.3975,0.999306,-9999,0.671171,-1.59958,0.984028,0.115431,-1.64784,-1.60714,-1.59848,0.992361,0.984028,0.984028,4.32612,4.28754,4.31282,4.32171,5.92416,5.88226,5.91972,5.92737,4.30099,4.123,4.30099,4.34343,5.81888,5.69189,5.80275,5.82538,-9999,-9999
200410,6.965,0.938844,225.577,88.278,0.997312,303.687,0.0,3.512,0.938844,97.166,0.55578,2.597,0.995968,2.27,0.545027,0.447778063525,0.514112903226,69.1585387361,0.547043010753,168.239449981,0.995967741935,365.298,0.938844,-9999,1.0,20.6323,0.87164,-9999,0.325151,3.03291,0.86828,-9999,0.517391,-0.271293,0.864919,0.0587935,-0.264037,-0.255118,-0.249869,0.864919,0.864919,0.864919,1.62862,1.60101,1.62697,1.63467,1.88959,1.85714,1.88288,1.88762,0.866115,0.848203,0.868163,0.942285,1.30945,1.30235,1.30939,1.34025,-9999,-9999
