TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201311,3.695,1.0,119.774,33.239,0.998611,303.282,1.0,1.025,1.0,97.12,1.0,1.766,0.966667,2.18,0.932639,0.194260993458,0.917361111111,2.00678413121,0.999305555556,64.378356383,0.999305555556,3.79434027778,1.0,6.59451388889,1.0,328.5545625,1.0,412.974,0.989583,5.352,5.491,6.147,6.606,7.968,1.0,1.0,1.0,1.0,1.0,40.458,1.0,-5.57367,1.0,5.83858,0.989583,7.70272,0.14769,-6.52974,0.990278,-8.61456,0.293679,0.694447,0.986111,0.0193334,0.694447,0.732722,0.734294,0.986111,0.986806,0.981944,2.01857,2.00747,2.01857,2.01993,1.32412,1.27086,1.28721,1.32412,1.98761,1.88618,1.98761,2.02252,1.22569,1.1863,1.22569,1.22813,-9999,-9999
201312,3.42,1.0,83.8091,34.104,1.0,284.215,1.0,1.696,1.0,97.575,1.0,1.48,0.935484,2.579,1.0,0.228159281995,0.984543010753,-9.12659946237,1.0,63.1379502688,1.0,4.95579973118,1.0,7.40159946237,1.0,320.363568548,1.0,412.474,1.0,2.477,2.626,3.073,3.404,4.575,1.0,1.0,1.0,1.0,1.0,43.918,1.0,-4.12339,1.0,6.03493,1.0,2.58934,0.178886,-17.6958,1.0,-7.59254,0.416894,0.519891,0.959677,0.0137396,0.514768,0.518333,0.525732,0.957661,0.959677,0.962366,1.29584,1.28963,1.29435,1.3124,0.775946,0.771298,0.77603,0.786671,1.02342,0.974975,1.02342,1.02495,0.723143,0.716568,0.718678,0.723143,-9999,-9999
201401,1.103,1.0,100.35,33.746,0.995296,287.226,1.0,1.143,1.0,96.684,1.0,0.723,1.0,2.152,0.994624,0.192621142862,0.872311827957,-3.62821508236,0.999327956989,59.4721377785,0.859543010753,14.3534543011,1.0,12.36875,1.0,312.853548387,1.0,415.96,1.0,2.11,2.218,2.677,2.932,3.977,1.0,1.0,1.0,1.0,1.0,42.089,1.0,-3.90046,1.0,4.53908,0.999328,-0.119287,0.142418,-13.0603,0.999328,0.343225,0.357524,0.476746,0.983871,0.0117504,0.476741,0.481544,0.483722,0.983871,0.979167,0.986559,1.01674,1.01117,1.01347,1.01674,0.539995,0.531923,0.534753,0.539286,0.983665,1.00199,1.00587,1.02438,0.530646,0.538162,0.541094,0.56269,-9999,-9999
201402,3.556,1.0,163.947,81.382,1.0,273.885,1.0,2.217,1.0,96.606,1.0,0.436,1.0,2.497,0.999256,0.229580377808,0.888392857143,16.3323809524,1.0,143.482812194,0.995535714286,11.4338467262,1.0,16.8393973214,1.0,322.335803571,1.0,413.158,1.0,2.403,2.364,2.656,2.755,3.379,1.0,1.0,1.0,1.0,1.0,42.459,1.0,-1.84341,1.0,10.4841,0.997768,-0.275522,0.196822,-9.33438,0.997024,0.245308,0.434469,0.234492,0.988095,0.0164486,0.218832,0.227956,0.234492,0.989583,0.970238,0.988095,1.3993,1.36864,1.399,1.3993,1.16481,1.14981,1.16481,1.17651,1.11515,1.09675,1.14785,1.1884,1.21104,1.21104,1.2313,1.23821,-9999,-9999
201403,5.668,1.0,259.983,126.19,1.0,286.748,1.0,2.86,1.0,97.287,1.0,1.11,1.0,1.887,0.999328,0.180275498893,0.853494623656,49.1702868337,0.999327956989,221.450148909,0.730510752688,17.170271248,0.999327956989,26.1886693548,1.0,337.414506978,0.999327956989,416.852,1.0,5.772,5.554,5.495,5.452,5.423,1.0,1.0,1.0,1.0,1.0,41.956,1.0,1.03001,0.674059,22.0195,0.997984,33.7613,0.25402,7.32557,1.0,11.2319,0.347116,-0.540102,0.960349,0.0245424,-0.615283,-0.540102,-0.436133,0.961022,0.960349,0.899866,2.68444,2.41809,2.68444,2.68975,3.22454,3.07401,3.13476,3.22454,2.53458,2.43797,2.44687,2.53458,3.39293,3.34101,3.35472,3.39293,-9999,-9999
201404,9.808,1.0,364.155,174.494,1.0,315.999,1.0,3.394,1.0,97.086,1.0,1.337,1.0,1.81,0.940278,0.185507073818,0.820138888889,91.9220902778,1.0,324.068186594,0.998611111111,15.20225,1.0,35.8081180556,1.0,362.811888889,1.0,423.126,1.0,11.294,10.878,10.486,10.208,9.049,1.0,1.0,1.0,1.0,0.997917,37.947,1.0,4.93213,0.9875,42.3076,0.999306,64.868,0.379151,14.2432,0.999306,21.8384,0.338372,-2.9776,0.972917,0.0478658,-2.97925,-2.9776,-2.92894,0.956944,0.972917,0.965972,5.26117,5.26117,5.31904,5.3868,8.23877,8.23877,8.24798,8.37782,4.91856,4.91856,4.94095,4.99734,8.13158,8.13158,8.17966,8.18843,-9999,-9999
201405,11.476,1.0,445.628,186.299,0.997984,329.1,1.0,3.648,1.0,97.196,1.0,5.029,1.0,1.931,0.91129,0.213174811962,0.667338709677,106.103575269,1.0,346.735430108,1.0,12.4614180108,1.0,39.377594086,1.0,370.911505376,1.0,415.627,0.961694,13.931,13.581,13.314,13.064,11.942,1.0,1.0,1.0,1.0,1.0,40.275,1.0,5.88345,1.0,57.6581,0.992608,82.5787,0.424699,12.1597,0.997984,17.4152,0.34012,-3.26139,0.965054,0.0598584,-3.2922,-3.26139,-3.18418,0.963038,0.965054,0.866263,7.65928,7.54942,7.65928,7.7744,10.9207,10.8416,10.9207,10.9352,6.58295,6.52317,6.58295,6.58378,10.5905,10.5597,10.5874,10.5905,-9999,-9999
201406,15.339,1.0,483.271,237.714,0.979167,337.513,1.0,6.399,1.0,97.41,1.0,1.42,0.876389,1.861,1.0,0.203317282617,0.772916666667,135.852986111,1.0,440.022514037,0.999305555556,21.4916875,1.0,46.9223541667,1.0,397.245416667,1.0,422.135,0.959722,17.988,17.51,17.104,16.811,15.329,1.0,1.0,1.0,1.0,1.0,33.84,1.0,8.70669,1.0,70.2642,0.965972,88.5783,0.453258,29.2466,0.999306,36.8696,0.341196,0.42577,0.945833,0.0601862,0.357787,0.383062,0.42577,0.929167,0.929861,0.945833,7.95846,7.91668,7.93976,7.95846,7.53269,7.52466,7.53269,7.65919,7.7715,7.51712,7.7715,7.84307,8.00331,7.54032,7.89878,8.00331,-9999,-9999
201407,18.571,1.0,465.53,228.351,1.0,362.31,1.0,6.479,1.0,97.147,1.0,3.718,0.700269,1.302,0.811156,0.157556481284,0.692204301075,137.105107527,1.0,435.134173387,1.0,17.348797043,1.0,44.9215255376,1.0,408.63499328,1.0,456.413,0.966398,20.144,19.649,19.237,18.976,17.38,1.0,1.0,1.0,1.0,1.0,38.069,1.0,8.82409,1.0,94.1095,0.96371,111.594,0.595341,13.8593,0.964382,16.4342,0.309143,-2.9267,0.920027,0.0692285,-2.94212,-2.93757,-2.9267,0.917339,0.913306,0.920027,10.6238,10.6238,10.6749,10.9233,13.5505,13.5505,13.8012,13.9118,9.23628,9.24956,10.2335,10.2796,12.8244,12.9743,13.1827,13.35,-9999,-9999
201408,15.669,0.908602,397.991,183.034,0.910618,345.727,0.908602,4.915,0.908602,97.11,1.0,1.59,1.0,1.569,0.999328,0.1758499738,0.863575268817,104.177589782,0.889112903226,349.242493056,0.889112903226,17.3073735119,0.889112903226,37.0815972222,0.889112903226,393.051619048,0.889112903226,442.978,1.0,17.854,17.562,17.469,17.522,16.971,0.908602,0.908602,0.908602,0.908602,0.908602,38.14,0.908602,1.74693,0.908602,66.831,0.997984,86.5389,0.566683,10.7388,0.999328,13.9056,0.350176,0.358867,0.968414,0.0677183,0.315147,0.358867,0.369346,0.965054,0.968414,0.968414,9.78559,9.78559,9.99292,10.0544,9.42672,9.42672,9.54591,9.68509,8.07671,8.07671,8.57786,8.61659,8.60322,8.60322,8.93971,8.98363,-9999,-9999
201409,14.018,1.0,301.869,111.466,1.0,349.914,1.0,2.405,1.0,97.507,1.0,3.673,1.0,1.62,1.0,0.170074595519,0.872222222222,56.8272291667,1.0,205.467979167,1.0,9.30454166667,1.0,21.7535277778,1.0,382.817597222,1.0,431.697,1.0,15.893,15.629,15.58,15.656,15.327,1.0,1.0,1.0,1.0,1.0,44.101,1.0,0.165479,1.0,35.62,0.999306,49.2573,0.380947,5.35974,1.0,7.41175,0.257056,-0.744036,0.993056,0.0532527,-0.765177,-0.752731,-0.744036,0.989583,0.992361,0.993056,6.05826,6.05826,6.11654,6.13459,6.80229,6.80229,6.86927,6.89977,5.89801,5.89801,5.92292,5.94447,6.79795,6.77095,6.79795,6.81567,-9999,-9999
201410,10.992,1.0,200.027,89.438,0.991935,322.046,1.0,2.215,1.0,97.43,1.0,1.668,1.0,1.581,0.987231,0.163873039933,0.842741935484,31.4921298044,0.998655913978,156.572583517,0.997311827957,7.94803091398,1.0,19.7580645161,1.0,362.586633065,1.0,426.178,0.993952,12.359,12.261,12.479,12.668,13.029,1.0,1.0,1.0,1.0,1.0,45.387,1.0,-3.01905,1.0,25.7591,0.992608,42.2965,0.303976,-4.89728,0.99328,-8.04134,0.385595,-0.389679,0.93414,0.0473963,-0.423441,-0.399271,-0.389679,0.932124,0.932124,0.93414,5.6579,5.6436,5.6579,5.66167,6.04758,6.04758,6.06094,6.06704,5.27694,4.97029,5.11254,5.13584,5.88267,5.7013,5.78401,5.80146,-9999,-9999
201411,5.513,1.0,119.774,44.093,1.0,305.512,1.0,1.158,1.0,97.087,1.0,0.42,1.0,1.526,1.0,0.158744932325,0.86875,5.62442361111,1.0,71.2521065898,0.995833333333,3.99179166667,1.0,8.86893055556,1.0,335.339243056,1.0,430.556,1.0,7.329,7.409,7.867,8.201,9.324,1.0,1.0,1.0,1.0,1.0,44.119,1.0,-5.33483,1.0,10.9066,0.995139,23.6856,0.201275,-6.0815,0.995833,-13.207,0.325976,0.906282,0.936806,0.0307623,0.893035,0.90104,0.906282,0.938889,0.940972,0.936806,3.33226,3.29506,3.29924,3.31631,2.42597,2.39428,2.41527,2.42597,2.87942,2.87942,2.97463,2.99541,2.32625,2.32625,2.35027,2.37011,-9999,-9999
201412,1.714,1.0,83.8091,19.783,1.0,300.66,1.0,0.906,1.0,97.303,1.0,1.687,1.0,2.682,0.998656,0.238667568829,0.915994623656,-3.6331922043,1.0,32.1821991195,0.996639784946,5.56256048387,1.0,6.01161290323,1.0,318.789092742,1.0,418.973,1.0,4.023,4.093,4.448,4.778,5.966,1.0,1.0,1.0,1.0,1.0,46.995,1.0,-4.67477,1.0,6.41121,0.997312,-0.510161,0.150236,-13.9477,0.997312,1.10987,0.357506,1.05141,0.993952,0.0147562,1.04413,1.04863,1.05141,0.993952,0.995296,0.993952,1.75792,1.74483,1.75275,1.75437,0.706508,0.701718,0.706508,0.708614,1.75563,1.73009,1.75563,1.7648,0.796166,0.793502,0.796166,0.798889,-9999,-9999
