TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200401,-2.303,1.0,100.35,28.907,0.946909,275.931,0.0,0.802,1.0,96.64,0.0,2.294,1.0,2.614,0.866263,0.204924026591,0.864919354839,-5.22114833562,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,385.797,0.94422,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.99292,1.0,5.31556,0.943548,5.54366,0.250048,-8.48474,0.950941,-8.84882,0.283121,0.591304,0.94422,0.0198106,0.587685,0.591304,0.600925,0.94422,0.94422,0.94422,0.537454,0.537454,0.557381,0.578785,-0.0538504,-0.0538504,-0.0303037,-0.0181331,0.616111,0.555282,0.581652,0.616111,0.0782659,0.0748624,0.0782659,0.0796307,-9999,-9999
200402,1.44,1.0,165.464,43.307,1.0,286.712,0.0,1.693,1.0,97.284,0.0,1.742,0.862069,3.164,0.823994,0.251391945845,0.823275862069,5.35280681911,0.997126436782,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,382.161,0.977011,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.63601,1.0,13.3409,0.976293,22.6842,0.26159,-9.13683,0.992816,-15.5358,0.428901,0.433303,0.977011,0.0173892,0.425208,0.433303,0.499536,0.977011,0.977011,0.974138,0.839226,0.815929,0.839226,0.905642,0.405923,0.390378,0.395704,0.407045,0.954023,0.791966,0.833926,0.897799,0.372955,0.30774,0.311725,0.327475,-9999,-9999
200403,2.679,1.0,263.479,100.658,1.0,283.135,0.0,2.131,1.0,97.636,0.0,1.71,1.0,2.553,0.999328,0.214411175932,0.999327956989,41.6786693548,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,388.664,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.22247,1.0,18.532,0.999328,35.5395,0.281766,2.59643,0.999328,4.97926,0.307071,-0.203862,0.999328,0.0291145,-0.203862,-0.196358,-0.185335,0.999328,0.999328,1.0,0.651177,0.684576,0.709489,0.744197,0.855038,0.880934,0.893699,0.916863,1.37796,1.11346,1.27741,1.37796,1.30794,1.20514,1.3019,1.3406,-9999,-9999
200404,8.049,1.0,367.324,155.362,1.0,303.131,0.0,3.573,1.0,97.052,0.0,0.853,1.0,1.94,0.990972,0.173312343911,0.990972222222,94.5425902778,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,384.591,0.997222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.92627,1.0,40.5859,0.997222,67.5015,0.368351,13.303,0.999306,22.1252,0.329548,-2.35928,0.995833,0.0592202,-2.49518,-2.35928,-2.1088,0.997222,0.995833,0.990278,2.45307,2.18109,2.45307,3.2006,4.81234,4.67626,4.81234,5.24487,1.59103,1.42234,1.82337,2.62346,4.44146,4.34122,4.5782,4.90268,-9999,-9999
200405,10.274,1.0,447.653,150.084,1.0,318.795,0.0,3.213,1.0,97.022,0.0,3.742,0.756048,2.009,0.995296,0.193965959353,0.994623655914,97.8961597125,0.998655913978,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,382.496,0.999328,11.867,11.493,10.489,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,3.29153,1.0,48.7238,0.999328,77.0205,0.380805,11.7303,1.0,18.5427,0.301844,-3.6071,0.995296,0.0674439,-3.6737,-3.60679,-3.31391,0.997984,0.995296,0.965726,3.94434,3.90442,3.98988,5.5096,7.55144,7.57811,7.59667,8.7728,3.26137,3.26137,3.48402,4.69734,7.67524,7.67524,7.8074,8.47598,-9999,-9999
200406,14.39,1.0,483.583,194.681,0.6875,335.886,0.0,4.686,1.0,97.309,0.0,2.077,1.0,2.058,1.0,0.211958333333,1.0,124.588534722,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.106,0.958333,14.552,13.879,12.494,-9999,-9999,0.997222,0.997222,0.997222,-9999,-9999,-9999,-9999,6.60208,1.0,61.1952,0.960417,92.7755,0.443228,16.6798,1.0,25.2876,0.375774,-1.42502,0.9,0.0614003,-1.4564,-1.42502,-1.12677,0.93125,0.9,0.849306,5.10322,5.0246,5.09617,5.63937,6.52824,6.40176,6.52824,6.76682,5.73473,5.53559,5.82837,5.9128,7.88251,7.88251,7.93305,8.20561,-9999,-9999
200407,16.102,1.0,464.048,196.654,0.99328,345.294,0.0,5.235,1.0,97.297,0.0,3.729,1.0,2.09,0.992608,0.188072244449,0.994623655914,131.940241071,0.891129032258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.203,0.978495,17.613,17.11,15.585,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,4.5762,1.0,71.8478,0.976478,109.677,0.53685,10.5922,0.999328,16.1692,0.333702,-0.598368,0.949597,0.0831649,-0.709617,-0.598368,-0.332239,0.959677,0.949597,0.906586,6.58449,6.46059,6.58449,7.2757,7.18286,7.15346,7.23222,7.69659,5.56832,5.0422,5.76873,6.06876,6.62872,6.48035,6.80043,7.07464,-9999,-9999
200408,17.431,1.0,395.185,173.966,1.0,349.269,0.0,6.675,1.0,97.078,0.0,1.358,1.0,2.018,1.0,0.187620967742,1.0,111.914439631,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,378.638,0.997984,18.131,17.605,16.488,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,4.83797,1.0,65.429,0.999328,99.2749,0.591347,5.31811,1.0,8.06913,0.412531,-0.955075,0.991263,0.0982606,-1.00216,-0.955075,-0.811571,0.990591,0.991263,0.968414,3.71885,3.67248,3.71885,4.48224,4.67392,4.65973,4.67392,5.29381,3.67014,3.67014,3.88693,4.46679,4.85198,4.85198,5.05716,5.28895,-9999,-9999
200409,12.56,1.0,298.477,131.018,1.0,319.525,0.0,4.395,1.0,97.558,0.0,2.387,1.0,2.229,1.0,0.201451388889,1.0,76.7087013889,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,376.091,0.96875,13.22,13.455,13.712,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-0.205368,1.0,45.1816,0.970833,74.1474,0.461705,1.41773,0.999306,2.32664,0.368839,-1.52535,0.9625,0.0634014,-1.55801,-1.52535,-1.09883,0.963194,0.9625,0.961806,3.17019,3.06355,3.09761,3.17019,4.69553,4.42321,4.64325,4.69553,3.02831,2.74774,2.8668,5.2287,4.65129,4.46373,4.53752,5.41091,-9999,-9999
200410,9.275,1.0,196.903,79.599,1.0,306.144,0.0,2.802,1.0,97.109,0.0,1.323,1.0,2.003,0.998656,0.193353494624,1.0,31.7278323038,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.35,0.959005,9.136,9.522,10.296,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-3.02167,1.0,22.3102,0.972446,38.7877,0.30545,-2.44983,0.999328,-4.25919,0.325158,0.600971,0.950269,0.0355966,0.536107,0.585675,0.641234,0.958333,0.943548,0.952957,3.49644,3.40114,3.4105,3.45321,2.89547,2.76435,2.86405,2.88176,2.59283,2.68615,2.79912,2.88907,2.50099,2.51611,2.5946,2.65238,-9999,-9999
200411,2.936,1.0,117.81,25.477,1.0,301.368,0.0,0.749,1.0,97.448,0.0,4.327,1.0,2.705,0.859028,0.224619850447,0.830555555556,3.96869277439,0.919444444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,385.805,0.990972,4.407,5.1,6.647,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-8.60244,1.0,8.19663,0.996528,22.4684,0.203553,-3.2678,0.998611,-8.95761,0.26545,0.800294,0.99375,0.0261927,0.781995,0.80464,0.867286,0.994444,0.99375,0.988194,1.29734,1.29734,1.30437,1.31429,0.497043,0.437081,0.468692,0.502113,1.8044,1.45691,1.75352,1.8044,0.742573,0.568752,0.628287,0.720209,-9999,-9999
200412,0.358,1.0,83.4938,25.89,1.0,281.742,0.0,0.937,1.0,97.451,0.0,1.084,1.0,2.256,0.895161,0.190231816962,0.869623655914,0.895161290323,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,391.047,0.830645,1.027,1.67,3.168,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-6.11185,1.0,10.2798,0.420027,22.2651,0.244276,-5.40593,1.0,-11.7088,0.316127,0.0839985,0.400538,0.0230227,0.0830278,0.085907,0.212314,0.415995,0.415995,0.389113,0.517855,0.574494,0.611361,0.853609,0.434417,0.500139,0.525454,0.596983,0.290503,0.451093,0.541661,1.13823,0.426285,0.463804,0.485179,0.897497,-9999,-9999
200501,1.059,1.0,100.35,28.237,0.787634,286.76,0.0,1.446,1.0,97.402,0.0,2.426,1.0,3.695,0.934812,0.273644756955,0.999327956989,-5.90333343399,0.918682795699,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.573,0.979839,1.799,2.145,3.013,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-3.61165,1.0,11.3971,0.979839,18.1289,0.244855,-13.8641,1.0,-22.053,0.326326,0.520263,0.938844,0.0181594,0.517977,0.520435,0.526338,0.906586,0.97379,0.870968,0.829618,0.825021,0.829618,0.836805,0.308299,0.302909,0.308299,0.31349,0.876347,0.805018,0.81345,0.83365,0.391675,0.343801,0.345701,0.367917,-9999,-9999
200502,-2.86,1.0,163.947,48.082,1.0,269.154,0.0,0.804,1.0,97.237,0.0,2.186,1.0,2.591,1.0,0.184417030585,0.997767857143,1.29027894481,0.999255952381,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,391.227,0.978423,0.336,0.77,1.769,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-2.56697,1.0,2.08376,0.999256,3.31454,0.112765,-4.89579,1.0,-7.78752,0.247762,0.515127,0.99628,0.0189398,0.497374,0.516425,0.527842,0.989583,0.989583,0.99628,0.510149,0.504743,0.528612,0.54712,-0.0120074,-0.00780656,0.00485704,0.0326942,0.640407,0.606944,0.653616,0.706147,0.0456405,0.0518857,0.0566478,0.0673032,-9999,-9999
200503,1.586,1.0,259.983,113.744,0.998656,274.555,0.0,2.029,1.0,97.214,0.0,1.1,1.0,2.496,1.0,0.159060690111,0.934139784946,42.0833801083,1.0,248.976204673,0.999327956989,109.282842087,1.0,-9999,-9999,-9999,-9999,401.049,0.946237,2.712,2.674,2.744,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-1.98037,1.0,10.7368,0.995296,21.4179,0.280214,-0.78554,0.995968,-1.56701,0.358316,0.395582,0.927419,0.019184,0.37984,0.41963,0.468718,0.936828,0.856855,0.889785,1.38943,1.2226,1.3136,1.377,0.880998,0.780893,0.889901,0.913929,1.07797,1.00183,1.13417,1.22234,0.803535,0.683017,0.803535,0.854302,-9999,-9999
200504,7.795,1.0,364.155,156.906,1.0,293.281,0.0,3.789,1.0,97.175,0.0,0.687,1.0,1.697,1.0,0.123986485447,0.977083333333,94.4153689746,0.998611111111,312.127958333,1.0,17.8786923625,1.0,-9999,-9999,-9999,-9999,406.659,0.999306,8.192,7.853,7.163,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,3.6177,1.0,32.2769,0.998611,64.3865,0.371207,13.5472,0.999306,27.0241,0.29507,-1.39462,0.953472,0.0428997,-1.48043,-1.23843,-1.073,0.966667,0.947917,0.909028,4.37439,4.20332,4.72579,4.80331,5.69306,5.6591,5.86193,5.93616,2.74658,2.54818,2.86157,3.14437,5.16852,4.65294,4.93683,5.22835,-9999,-9999
200505,12.079,1.0,445.628,182.311,1.0,322.716,0.0,4.789,1.0,97.275,0.0,3.035,1.0,2.027,1.0,0.173000278202,0.911962365591,123.311235349,1.0,374.747161548,0.998655913978,15.946191254,1.0,-9999,-9999,-9999,-9999,412.477,0.99328,12.697,11.959,10.467,-9999,-9999,0.717742,0.717742,0.717742,-9999,-9999,-9999,-9999,4.47613,1.0,45.4855,0.999328,91.4629,0.471428,13.6066,0.999328,27.3603,0.281362,-2.62287,0.976478,0.055929,-2.69378,-2.60438,-2.52375,0.981183,0.977823,0.962366,6.46562,6.11289,6.5103,6.90384,9.12447,8.76933,9.11479,9.37062,5.88113,5.19798,5.6859,6.05067,8.6618,8.16646,8.46634,8.6618,-9999,-9999
200506,14.85,1.0,483.271,217.65,1.0,332.486,0.0,5.756,1.0,97.455,0.0,1.947,1.0,1.953,0.913889,0.181282183744,0.524305555556,149.742784722,1.0,447.705,1.0,29.8828704229,1.0,-9999,-9999,-9999,-9999,393.645,0.429167,16.966,16.077,14.132,-9999,-9999,0.896528,0.897917,0.897917,-9999,-9999,-9999,-9999,7.05734,1.0,71.6809,0.956944,112.555,0.600302,18.9307,0.954861,29.7254,0.302394,-0.112774,0.759722,0.0719087,-0.290927,-0.204335,-0.103778,0.765972,0.766667,0.759028,9.64346,9.15564,9.34562,9.6443,9.74724,9.2791,9.57449,9.75786,7.92231,8.00123,8.53668,8.68076,9.26821,8.63538,8.94086,9.27719,-9999,-9999
200507,17.083,1.0,465.53,182.663,1.0,355.264,0.0,5.76,1.0,97.136,0.0,3.723,1.0,1.815,0.872984,0.173073645894,0.565860215054,127.774685618,1.0,376.125604441,0.996639784946,18.2558048535,1.0,-9999,-9999,-9999,-9999,386.799,0.176075,18.339,17.757,16.376,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,4.41827,1.0,65.3423,0.866263,115.158,0.498945,6.23408,0.868952,10.9868,0.225085,-1.83955,0.861559,0.0688208,-2.06923,-1.53711,-1.35935,0.862231,0.864247,0.837366,8.99608,7.98758,11.0167,11.365,10.7137,10.0378,12.43,12.7182,8.8158,8.21165,8.8158,9.93588,11.4493,10.9816,11.3038,11.7691,-9999,-9999
200508,14.769,1.0,397.991,150.354,1.0,340.302,0.0,4.081,1.0,97.328,0.0,3.077,1.0,1.733,0.899194,0.143301526462,0.885752688172,100.490989247,1.0,311.836444892,1.0,17.902965209,1.0,-9999,-9999,-9999,-9999,397.81,1.0,16.197,16.071,15.515,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-0.286961,1.0,45.6243,1.0,80.0754,0.515481,11.7725,0.999328,20.662,0.307497,0.573293,0.941532,0.0678067,0.537262,0.621978,0.662694,0.867608,0.931452,0.850806,7.87568,7.69633,8.07917,8.32295,7.3396,7.12922,7.41635,7.70097,6.03528,6.40428,6.84832,7.22605,6.29454,6.24234,6.54196,6.82141,-9999,-9999
200509,13.367,1.0,301.869,134.682,1.0,326.409,0.0,3.631,1.0,97.543,0.0,1.787,1.0,1.5,1.0,0.126548771081,0.970833333333,83.1848056922,0.997916666667,272.720852246,0.999305555556,14.1587998944,1.0,-9999,-9999,-9999,-9999,402.758,0.999306,14.302,14.448,14.511,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-4.91356,1.0,42.35,0.999306,78.5461,0.456901,5.54457,1.0,10.2834,0.226451,-1.30285,0.922222,0.077463,-1.60934,-1.30736,-1.26904,0.975,0.852778,0.864583,6.47319,5.58821,6.39885,6.71321,7.86159,7.56492,7.70155,8.06618,5.14772,4.86179,5.3127,6.10928,7.56929,7.32171,7.55146,7.8686,-9999,-9999
200510,9.729,1.0,200.027,88.902,1.0,302.756,0.0,2.984,1.0,97.817,0.0,1.123,1.0,1.92,1.0,0.149636987668,0.99126344086,37.6850453673,0.997983870968,175.367762812,0.999327956989,10.858305922,1.0,-9999,-9999,-9999,-9999,394.04,1.0,9.509,9.933,10.731,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-5.28792,1.0,21.984,0.999328,58.1987,0.354702,-5.43823,0.999328,-14.3968,0.357818,-0.891094,0.983199,0.0574811,-0.889998,-0.832411,-0.47115,0.987903,0.983199,0.94086,5.00319,4.90342,4.99609,5.24173,5.94042,5.54867,5.76225,5.83047,3.68022,2.70777,3.37994,3.73623,4.77436,4.53644,4.70887,4.91392,-9999,-9999
200511,2.981,1.0,119.774,41.429,1.0,287.951,0.0,1.289,1.0,97.357,0.0,1.703,1.0,2.111,1.0,0.135985486185,0.871527777778,5.10968319461,1.0,83.9398263889,1.0,19.8203247924,1.0,-9999,-9999,-9999,-9999,395.325,1.0,4.927,5.683,7.235,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-8.04171,1.0,5.18234,1.0,13.7194,0.167281,-5.02642,1.0,-13.3066,0.29327,0.592695,0.993056,0.0314849,0.52796,0.613199,0.643124,0.999306,0.980556,0.970833,2.46594,2.30679,2.47337,2.52251,1.84441,1.7882,1.85409,1.87896,1.52268,1.22045,1.47606,1.58912,1.45794,1.29256,1.43017,1.46969,-9999,-9999
200512,-0.263,1.0,83.8091,18.59,1.0,289.017,0.0,0.649,1.0,97.154,0.0,2.79,1.0,2.837,0.99664,0.186299920786,0.9375,-0.671167242153,0.997311827957,39.063030914,1.0,19.1628010887,1.0,-9999,-9999,-9999,-9999,391.768,1.0,1.47,2.05,3.59,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-5.67453,1.0,0.226072,0.997984,0.0343644,0.0592578,-5.87758,0.998656,-0.893428,0.248246,0.565057,0.991935,0.0105897,0.531124,0.579232,0.588498,0.995296,0.989919,0.992608,0.769734,0.760435,0.767795,0.788487,0.1888,0.189255,0.208625,0.218814,0.768194,0.719357,0.751737,0.776295,0.229192,0.198943,0.222955,0.231452,-9999,-9999
200601,-4.798,1.0,100.35,40.348,1.0,258.579,0.0,0.614,1.0,98.13,0.0,0.913,1.0,1.912,0.886425,0.140375265021,0.878360215054,0.730808471841,1.0,79.6309543011,1.0,60.0573898273,1.0,-9999,-9999,-9999,-9999,405.884,1.0,0.073,0.929,2.493,-9999,-9999,1.0,0.209677,0.209677,-9999,-9999,-9999,-9999,-6.44017,1.0,0.24529,0.999328,0.0620197,0.0495464,-2.19496,1.0,-0.554979,0.206765,0.329195,0.979839,0.00879321,0.324371,0.338841,0.353909,0.965054,0.995296,0.994624,0.390196,0.387035,0.394305,0.408364,0.0611866,0.0444005,0.0589145,0.0687917,0.399181,0.363413,0.396393,0.427333,0.0300992,0.00940332,0.0163328,0.0305203,-9999,-9999
200602,-2.173,1.0,163.947,50.846,0.997024,275.59,0.0,0.773,1.0,97.05,0.0,1.639,1.0,2.393,0.912946,0.160948110291,0.912202380952,4.16780835192,1.0,112.943525168,0.998511904762,89.3841737887,1.0,-9999,-9999,-9999,-9999,395.653,0.998512,-0.213,0.916,2.468,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,-9999,-1.9439,1.0,0.266236,0.998512,0.308718,0.0437445,-3.86289,0.998512,-4.47928,0.209599,0.259212,0.950149,0.00612208,0.244386,0.265134,0.280563,0.946429,0.958333,0.948661,0.253602,0.253513,0.259279,0.292263,-0.00468775,0.00102186,0.00824201,0.0141839,0.37871,0.296939,0.318033,0.355357,0.0811177,0.0440871,0.0543981,0.0716857,-9999,-9999
200603,0.24,1.0,259.983,93.19,1.0,280.042,0.0,1.293,1.0,96.735,0.0,2.516,1.0,2.313,0.950941,0.155931908919,0.934811827957,20.8016758046,1.0,200.867177419,1.0,139.608286698,1.0,-9999,-9999,-9999,-9999,385.955,0.997984,0.78,0.867,2.399,-9999,-9999,0.995968,0.0,0.0,-9999,-9999,-9999,-9999,0.288681,1.0,1.90852,0.995968,4.60653,0.127081,-5.26935,0.997984,-12.7185,0.252285,0.371958,0.975806,0.008646,0.363397,0.374748,0.38518,0.995296,0.872984,0.971774,0.454907,0.394106,0.430975,0.454907,0.0729056,0.0178036,0.0729056,0.0872216,0.845439,0.590369,0.799206,0.845439,0.4284,0.283734,0.385296,0.419406,-9999,-9999
200604,6.943,1.0,364.155,133.273,1.0,299.521,0.0,2.727,1.0,97.031,0.0,1.803,0.95625,1.89,0.898611,0.168660769807,0.811111111111,83.7738930396,0.952083333333,265.739609674,0.952083333333,17.7367391632,0.952083333333,-9999,-9999,-9999,-9999,395.398,0.997917,7.671,0.852,2.348,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,-9999,6.28956,1.0,17.1416,0.997222,41.374,0.201036,15.4383,0.995833,37.2628,0.261751,-0.363019,0.943056,0.0211613,-0.446067,-0.213014,-0.138437,0.976389,0.924306,0.791667,1.38035,1.3741,2.13331,2.14318,1.65253,1.74065,2.19769,2.30274,1.2008,1.18733,1.25664,1.37535,2.00759,2.00185,2.06813,2.11129,-9999,-9999
200605,11.956,1.0,445.628,193.001,1.0,315.632,0.0,5.323,1.0,97.231,0.0,2.426,1.0,2.391,0.939516,0.201507202926,0.931451612903,124.767924731,1.0,391.729630376,1.0,19.0434879563,1.0,-9999,-9999,-9999,-9999,397.297,1.0,12.749,0.851,2.349,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,-9999,2.55023,1.0,36.0799,0.999328,83.5565,0.342263,16.702,0.997984,38.6797,0.349978,-2.2864,0.887097,0.0491287,-2.62505,-1.97929,-1.85972,0.924731,0.813844,0.892473,2.48531,2.87027,4.33754,4.36194,4.76254,5.54581,6.06846,6.22166,4.00619,3.42368,3.85869,4.00286,6.96011,6.49608,6.79611,6.90677,-9999,-9999
200606,15.552,1.0,483.271,219.701,0.997917,342.209,0.0,6.272,1.0,97.664,0.0,3.83,1.0,1.571,0.783333,0.155297611816,0.754166666667,151.479579167,1.0,462.172972222,1.0,23.9328690962,0.969444444444,-9999,-9999,-9999,-9999,413.701,0.991667,16.807,0.852,2.348,-9999,-9999,0.790278,0.0,0.0,-9999,-9999,-9999,-9999,5.24981,1.0,47.8645,0.991667,105.871,0.414228,18.2464,0.991667,40.3589,0.276479,-1.92881,0.852778,0.0448836,-2.05719,-1.64068,-1.58869,0.821528,0.793056,0.84375,5.68481,4.33258,5.35366,5.99802,7.2735,6.14637,7.2735,7.54817,3.00989,2.25194,2.70743,3.09708,5.94178,5.32577,5.48409,5.72694,-9999,-9999
200607,20.239,1.0,465.53,238.766,0.998656,359.176,0.0,10.184,1.0,97.654,0.0,0.894,0.899866,1.341,0.854839,0.16461504887,0.725134408602,159.737104475,0.870967741935,512.229382716,0.870967741935,24.7490859282,0.870967741935,-9999,-9999,-9999,-9999,417.649,0.980511,21.757,4.202,4.468,-9999,-9999,0.875,0.0,0.0,-9999,-9999,-9999,-9999,7.44259,1.0,58.046,0.977151,114.556,0.429234,19.8644,0.980511,39.203,0.309783,-0.877757,0.891129,0.0447613,-1.32422,-1.04753,-0.900048,0.66129,0.856855,0.834677,3.29893,1.83468,3.00465,3.8044,4.17288,3.54486,4.08519,4.74039,1.98328,1.83664,2.00611,2.71449,3.79245,3.97883,4.1929,4.50637,-9999,-9999
200608,14.859,1.0,397.991,128.43,1.0,343.559,0.0,4.006,1.0,96.732,0.0,5.759,0.946909,2.058,0.995296,0.18998384752,0.992607526882,81.4593916671,0.935483870968,271.783376437,0.935483870968,8.99727865876,0.935483870968,-9999,-9999,-9999,-9999,388.892,1.0,16.74,4.377,4.573,-9999,-9999,0.674059,0.0,0.0,-9999,-9999,-9999,-9999,-1.38475,1.0,24.7389,1.0,58.5108,0.303123,9.87317,1.0,23.3513,0.271197,-0.174151,0.989919,0.0409524,-0.400849,-0.157238,-0.00894694,0.992608,0.987903,0.983871,5.25761,4.98042,5.25761,5.42224,5.43588,5.36384,5.39919,5.47082,4.1918,3.85483,4.37433,4.60711,5.10547,4.74849,5.00019,5.06579,-9999,-9999
200609,15.319,1.0,301.869,143.387,1.0,334.313,0.0,5.579,1.0,97.357,0.0,0.697,0.926389,1.999,0.920833,0.189562913024,0.907638888889,84.1607119948,0.925694444444,292.570803047,0.925,14.8370152725,0.818055555556,-9999,-9999,-9999,-9999,400.763,0.998611,14.874,4.374,4.575,-9999,-9999,0.0,0.0,0.0,-9999,-9999,-9999,-9999,0.118014,1.0,29.8804,0.998611,66.3358,0.322762,7.95323,0.998611,17.6565,0.311267,-0.0783197,0.949306,0.0475131,-0.460892,-0.0624921,0.330336,0.938889,0.952083,0.811806,4.44836,4.24073,4.45727,4.6011,4.29281,4.28246,4.42354,4.56669,3.89988,2.83139,3.70751,3.93824,4.16812,3.85659,4.0343,4.16812,-9999,-9999
200610,10.923,1.0,200.027,80.462,1.0,326.323,0.842742,3.058,1.0,97.207,0.0,4.071,1.0,2.112,0.857527,0.175320601187,0.837365591398,25.9863311189,0.997311827957,150.717265929,0.997311827957,8.02193119608,0.788978494624,18.5454518375,0.645161290323,360.388371875,0.645161290323,393.177,0.999328,10.654,4.419,4.564,-9999,-9999,0.520833,0.0,0.0,-9999,-9999,-9999,-9999,-3.89071,1.0,13.1015,0.999328,47.6658,0.222821,-4.60985,0.999328,-16.7716,0.316747,-0.272265,0.967742,0.031697,-0.278027,-0.151042,-0.137421,0.969086,0.952957,0.977151,3.40703,3.34088,3.40703,3.44107,3.67624,3.53066,3.57962,3.62652,2.97585,2.82038,3.29842,3.70555,3.61037,3.43979,3.50971,3.7679,-9999,-9999
200611,6.329,0.990972,119.774,42.917,0.991667,301.831,0.990972,1.999,0.990972,97.301,0.0,1.979,0.886806,3.049,0.961111,0.232525664975,0.945138888889,-4.76437837239,0.986805555556,72.8084435627,0.986805555556,4.40091320534,0.9875,11.1370977502,0.9875,336.349810595,0.9875,389.336,0.990972,6.489,4.311,4.702,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,-9999,-4.88454,0.990972,4.56581,0.990972,-0.226771,0.152603,-7.75246,0.990972,0.385043,0.313625,0.120372,0.984722,0.0231328,0.120403,0.12808,0.143478,0.984722,0.984722,0.986111,1.96483,1.94032,1.97769,1.98809,1.83702,1.79056,1.82633,1.8571,1.7235,1.57208,1.72902,1.8566,1.81975,1.71133,1.81536,1.8836,-9999,-9999
