TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200504,6.311,0.0402778,370.219,168.867,0.0409722,292.461,0.0402778,2.837,0.0402778,91.164,0.0,2.931,0.133333,0.631,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.623,13.703,13.01,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.5695,0.0,-9999,-9999,27.8348,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200505,12.594,0.982527,448.396,206.796,0.983199,314.704,0.982527,5.119,0.982527,91.319,0.0,4.497,0.983199,0.733,0.516801,-9999,-9999,113.505748767,0.91061827957,-9999,-9999,268.851763796,0.622983870968,65.9394424719,0.567876344086,114.364099217,0.622311827957,68.8454051224,0.560483870968,375.312422052,0.924731182796,-9999,-9999,15.6,13.772,13.092,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.645,0.0,-9999,-9999,27.8495,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200506,12.567,0.952083,484.128,208.286,0.957639,328.763,0.957639,4.579,0.952083,91.435,0.0,4.53,1.0,0.564,0.538194,-9999,-9999,118.383890714,0.89375,-9999,-9999,300.746319027,0.502777777778,29.7771535204,0.586805555556,-9999,-9999,62.8514466223,0.571527777778,383.075245226,0.898611111111,-9999,-9999,15.358,13.713,13.069,0.188889,0.188889,0.188889,-9999,-9999,-9999,-9999,-9999,1.0,18.5695,0.0,-9999,-9999,27.8348,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200507,15.836,1.0,467.191,196.381,1.0,345.749,1.0,4.276,1.0,91.388,0.998656,12.52,0.0208333,0.547,0.684812,-9999,-9999,108.257829327,0.995295698925,372.853103614,0.966397849462,341.684285543,0.665994623656,81.2469963735,0.645833333333,149.269235478,0.665994623656,66.1280488432,0.609543010753,400.157830929,0.997311827957,-9999,-9999,16.334,14.076,13.342,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,1.0,18.5988,0.0,-9999,-9999,27.9222,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200508,13.902,0.678091,402.57,161.973,0.690188,342.689,0.678091,3.218,0.677419,91.48,0.99664,13.786,0.0208333,0.53,0.411962,-9999,-9999,90.2789105997,0.52688172043,323.648895082,0.506720430108,289.775641587,0.610215053763,-9999,-9999,129.110638302,0.608870967742,-9999,-9999,404.056380933,0.548387096774,-9999,-9999,16.247,16.354,15.799,0.711694,0.711694,0.711694,-9999,-9999,-9999,-9999,-9999,1.0,18.4648,0.0,-9999,-9999,27.7328,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200509,12.083,0.85,309.608,141.585,0.855556,322.52,0.85,2.833,0.85,91.783,0.9875,3.506,0.0208333,0.714,0.6,-9999,-9999,65.6796845364,0.772222222222,312.306758724,0.655555555556,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,384.542206771,0.772222222222,-9999,-9999,14.524,16.326,16.113,0.852083,0.852083,0.852083,-9999,-9999,-9999,-9999,-9999,1.0,18.5695,0.0,-9999,-9999,27.8348,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200510,7.497,0.74664,209.803,99.903,0.752016,300.334,0.74664,1.785,0.0,92.05,1.0,1.107,0.0208333,0.615,0.412634,-9999,-9999,44.2872562677,0.668010752688,194.478490681,0.671370967742,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,346.385793543,0.66935483871,-9999,-9999,10.12,13.007,13.224,0.747312,0.747312,0.747312,-9999,-9999,-9999,-9999,-9999,1.0,18.645,0.0,-9999,-9999,27.8495,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200511,0.159,0.00902778,130.01,43.427,0.00972222,284.401,0.00902778,0.791,0.0,91.442,0.0,2.083,0.0,0.575,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.409,10.942,11.477,0.00902778,0.00902778,0.00902778,-9999,-9999,-9999,-9999,-9999,1.0,18.5695,0.0,-9999,-9999,27.8348,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200512,-3.598,0.0,93.7764,20.128,0.0,283.821,0.0,0.309,0.0,91.031,0.0,5.913,0.0,0.809,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.819,10.963,11.491,0.000672043,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.5988,0.0,-9999,-9999,27.9222,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200601,-8.951,0.0,110.54,41.958,0.0,251.092,0.0,0.309,0.0,92.083,0.0,2.166,0.0,0.599,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.486,10.956,11.487,0.991935,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.4648,0.0,-9999,-9999,27.7328,0.0,-9999,-9999,1.0183,0.0,-9999,0.951763,0.973123,1.01697,0.0,0.0,0.0,0.462984,0.362012,0.463136,0.474892,-0.549617,-0.595383,-0.547911,-0.486293,1.09437,1.09437,1.09437,1.16776,0.126715,0.126716,0.126716,0.191192,-9999,-9999
200602,-5.151,0.0,174.219,64.976,0.0,264.697,0.0,0.481,0.0,90.959,0.0,2.368,0.0,0.701,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.023,10.949,11.482,0.903274,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.6531,0.0,-9999,-9999,27.8511,0.0,-9999,-9999,1.00829,0.0,-9999,0.942861,0.965028,1.00709,0.0,0.0,0.0,0.63758,0.533139,0.637742,0.650259,-0.361256,-0.411526,-0.360493,-0.297368,1.24562,1.24562,1.24562,1.32915,0.190618,0.190619,0.19062,0.261585,-9999,-9999
200603,-1.985,0.0,268.929,107.442,0.0,273.583,0.0,0.861,0.0,90.674,0.0,3.289,0.0,0.726,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.695,15.169,14.3,1.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.5988,0.0,-9999,-9999,27.9222,0.0,-9999,-9999,1.0073,0.0,-9999,0.942736,0.964244,1.00588,0.0,0.0,0.0,0.821443,0.737474,0.822288,0.836471,-0.170889,-0.21749,-0.166257,-0.10241,1.36002,1.36002,1.36003,1.45123,0.3028,0.302801,0.302802,0.365918,-9999,-9999
200604,6.151,0.0,370.219,162.302,0.0,296.176,0.0,2.493,0.0,91.029,0.0,3.105,0.0,0.538,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.897,15.304,14.39,0.904167,0.0,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.5695,0.0,-9999,0.349331,27.8348,0.0,-9999,0.708642,1.0114,0.0,0.0188158,0.945884,0.967546,1.01008,0.0,0.0,0.0,1.37171,1.37634,1.40403,1.41654,0.393957,0.392818,0.42133,0.44782,1.62503,1.62503,1.62503,1.73401,0.440041,0.440042,0.440043,0.479996,-9999,-9999
200605,9.989,0.948925,448.396,182.186,0.910618,297.675,0.909946,3.728,0.948925,91.313,0.0,4.699,0.0,0.811,0.377688,-9999,-9999,84.2923865434,0.897849462366,355.961030709,0.90188172043,-9999,-9999,28.8444106318,0.887768817204,-9999,-9999,34.0147877223,0.898521505376,355.60490625,0.903225806452,378.012,0.861559,10.398,15.213,14.305,0.947581,0.0,0.0,66.158,-9999,0.834677,-9999,-9999,1.0,17.3133,0.853495,-9999,0.212917,27.5423,0.853495,-9999,0.361699,-0.249425,0.825269,0.0237278,-0.282643,-0.243827,-0.240804,0.823253,0.829973,0.827957,2.7998,2.79782,2.80994,2.81828,3.05088,3.03071,3.05088,3.09372,2.11793,2.05466,2.11793,2.14175,2.82761,2.76592,2.80077,2.82956,-9999,-9999
200606,14.353,1.0,484.128,219.05,0.991667,315.575,0.990972,5.137,1.0,91.639,0.0,5.022,0.0,0.601,0.401389,-9999,-9999,119.284434923,0.988194444444,405.149302975,0.986805555556,-9999,-9999,19.6021965624,0.991666666667,-9999,-9999,33.9410115492,0.990277777778,371.611100379,0.989583333333,370.065,0.945139,13.616,15.204,14.304,1.0,0.143056,0.143056,68.514,-9999,0.0,-9999,-9999,1.0,30.6516,0.947222,-9999,0.425761,22.8316,0.945833,-9999,0.279335,-3.17318,0.911111,0.0509684,-3.28416,-3.23696,-3.17318,0.909722,0.895139,0.911111,4.76488,4.69902,5.12499,5.59639,8.26009,7.98913,8.30569,8.77134,4.14438,3.82447,4.05722,4.14438,7.67651,7.42473,7.50889,7.69935,-9999,-9999
200607,19.153,0.917339,467.191,256.899,0.981183,316.353,0.979167,9.564,0.898522,91.711,0.0,1.734,0.0,0.589,0.435484,-9999,-9999,-9999,-9999,497.387858045,0.809811827957,203.732292646,1.0,18.3697929705,0.934139784946,75.13644178,1.0,49.6956326701,1.0,394.187988278,0.952284946237,391.234,0.938172,17.44,15.935,14.962,0.917339,0.917339,0.917339,68.699,-9999,0.0,-9999,-9999,1.0,52.0247,0.932124,-9999,0.374759,28.8505,0.93078,-9999,0.320505,-2.4165,0.905242,0.0536509,-2.45592,-2.42612,-2.41611,0.895833,0.895161,0.905242,6.50771,6.48704,6.85208,7.23174,9.14705,8.91085,9.26819,9.61896,3.96339,3.5226,3.5531,3.90029,6.06396,5.77393,5.79251,6.0294,-9999,-9999
200608,13.069,1.0,402.57,133.12,1.0,331.822,1.0,2.712,1.0,90.783,0.0,6.55,0.0,0.496,0.725806,0.12436053822,0.637096774194,-9999,-9999,274.7914245,0.762768817204,198.851386363,1.0,19.7799108443,1.0,91.7830654227,1.0,22.3562956126,1.0,370.057997984,1.0,407.379,0.974462,15.415,15.084,14.713,1.0,1.0,1.0,68.75,-9999,0.0,-9999,-9999,1.0,22.0838,0.969758,-9999,0.24939,18.0491,0.972446,-9999,0.304847,0.865334,0.955645,0.0338719,0.851853,0.871397,0.897551,0.956989,0.900538,0.954973,4.99925,4.85316,4.9427,5.0077,3.98654,3.9875,4.06708,4.12236,4.89775,4.71211,4.85535,4.97216,3.98102,3.98153,4.0358,4.12249,-9999,-9999
200609,14.062,0.945139,309.608,160.78,0.957639,302.391,0.955556,4.053,0.945139,91.596,0.0,1.328,0.0,0.796,0.829861,0.147834039476,0.746527777778,-9999,-9999,320.900427788,0.547916666667,133.769743016,1.0,22.7562458732,0.927777777778,56.052308116,1.0,31.0465634515,0.6125,368.187405524,0.928472222222,401.448,0.977778,14.118,13.711,13.415,0.945139,0.945139,0.945139,68.757,-9999,0.0,-9999,-9999,1.0,19.4279,0.969444,-9999,0.226878,19.8062,0.977083,-9999,0.330573,-0.0866198,0.941667,0.0267127,-0.114619,-0.0968449,-0.0866198,0.947917,0.947222,0.941667,3.93707,3.80763,3.84225,3.91544,3.90813,3.92141,3.94458,4.00369,3.65671,3.51885,3.64384,3.68712,3.56338,3.49399,3.52455,3.56467,-9999,-9999
200610,9.036,0.589382,209.803,90.565,0.578629,292.104,0.588038,2.349,0.589382,91.441,0.0,1.465,0.0,0.725,0.864247,0.164480900488,0.747311827957,-9999,-9999,-9999,-9999,87.0888954966,1.0,-9999,-9999,35.5866073542,1.0,-9999,-9999,-9999,-9999,421.954,0.853495,11.063,11.399,11.506,0.589382,0.589382,0.589382,68.76,-9999,0.0,-9999,-9999,1.0,4.27088,0.862231,-9999,0.0662061,9.84569,0.897849,-9999,0.351776,0.833208,0.72043,0.0216914,0.804185,0.828206,0.836376,0.729839,0.721774,0.715054,2.09572,2.09107,2.095,2.10237,1.28686,1.25924,1.26716,1.28652,2.33267,2.23405,2.3261,2.34611,1.90533,1.77457,1.84008,1.88858,-9999,-9999
