TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-14.879,0.0,66.6277,24.621,0.0,212.864,0.0,0.28,0.0,98.15,0.0,0.371,0.0,2.28,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.4525,0.0,-9999,-9999,1.3279,0.0,-9999,-9999,0.822191,0.0,-9999,0.818777,0.821712,0.826987,0.0,0.0,0.0,0.380657,0.371982,0.400604,0.434453,-0.436836,-0.450208,-0.412898,-0.390415,0.483763,0.41673,0.455892,0.482115,0.254485,0.242998,0.253204,0.258468,-9999,-9999
200102,-21.486,0.0,128.673,63.972,0.0,179.03,0.0,0.258,0.0,98.641,0.0,0.18,0.0,2.083,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3714,0.0,-9999,-9999,1.4657,0.0,-9999,-9999,0.821619,0.0,-9999,0.818242,0.821139,0.826437,0.0,0.0,0.0,0.173049,0.167179,0.186305,0.210989,-0.645134,-0.65444,-0.631242,-0.613295,0.250635,0.214159,0.239339,0.249721,0.553795,0.539348,0.553795,0.572138,-9999,-9999
200103,-8.499,0.0,228.265,108.911,0.0,229.615,0.0,0.937,0.0,98.429,0.0,0.46,0.0,2.235,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3655,0.0,-9999,-9999,1.4986,0.0,-9999,-9999,0.821719,0.0,-9999,0.81844,0.821265,0.827082,0.0,0.0,0.0,0.656957,0.64762,0.679514,0.713116,-0.15979,-0.174099,-0.136672,-0.112355,0.756306,0.655487,0.72304,0.753864,0.826204,0.814509,0.826204,0.862567,-9999,-9999
200104,1.364,0.0,342.004,198.79,0.0,248.697,0.0,3.56,0.0,98.305,0.0,0.283,0.0,2.317,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3973,0.0,-9999,-9999,1.42957,0.0,-9999,-9999,0.821851,0.0,-9999,0.818494,0.82138,0.826849,0.0,0.0,0.0,1.16168,1.15585,1.17615,1.19261,0.342986,0.328758,0.339985,0.368629,1.20035,1.0726,1.16658,1.19671,1.27345,1.26505,1.274,1.34616,-9999,-9999
200105,10.189,0.0,435.146,214.434,0.0,291.43,0.0,6.262,0.0,97.925,0.0,1.26,0.0,2.781,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.4525,0.0,-9999,-9999,1.3279,0.0,-9999,-9999,0.822191,0.0,-9999,0.818777,0.821712,0.826987,0.0,0.0,0.0,1.64529,1.6376,1.64409,1.65149,0.823201,0.808962,0.823201,0.863833,1.59743,1.55851,1.59224,1.65934,1.35126,1.34246,1.35221,1.42882,-9999,-9999
200106,14.855,0.0,479.793,246.234,0.0,308.317,0.0,8.768,0.0,98.217,0.0,0.913,0.0,2.34,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3973,0.0,-9999,-9999,1.42957,0.0,-9999,-9999,0.821851,0.0,-9999,0.818494,0.82138,0.826849,0.0,0.0,0.0,1.90479,1.86923,1.88974,1.91359,1.08082,1.04459,1.08082,1.1101,1.79871,1.7626,1.79295,1.97944,1.55252,1.54274,1.55418,1.64259,-9999,-9999
200107,19.803,0.0,459.084,228.482,0.0,340.988,0.0,9.486,0.0,97.98,0.0,1.017,0.0,2.6,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3739,0.0,-9999,-9999,1.4622,0.0,-9999,-9999,0.821642,0.0,-9999,0.818266,0.821163,0.826477,0.0,0.0,0.0,2.1774,2.10862,2.14505,2.19451,1.35096,1.2843,1.34961,1.37791,2.00349,1.97131,1.99784,2.32723,1.48032,1.47001,1.4811,1.56321,-9999,-9999
200108,17.734,0.0,381.036,179.324,0.0,333.011,0.0,7.798,0.0,97.911,0.0,1.102,0.0,2.465,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.3655,0.0,-9999,-9999,1.4986,0.0,-9999,-9999,0.821719,0.0,-9999,0.81844,0.821265,0.827082,0.0,0.0,0.0,2.06406,2.00958,2.03846,2.07757,1.2387,1.18484,1.2387,1.2663,1.91917,1.88524,1.91352,2.18112,1.22535,1.21536,1.22535,1.28955,-9999,-9999
200109,11.786,0.00763889,274.07,121.952,0.00833333,305.967,0.0,4.778,0.00763889,98.3,0.0,0.558,0.0,2.468,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,10.5968,0.007639,-9999,0.221984,0.95445,0.007639,-9999,0.736702,0.82192,0.00763889,0.0181955,0.818227,0.821192,0.826105,0.00763889,0.00763889,0.00763889,1.73526,1.71932,1.73281,1.73918,0.912936,0.894255,0.912936,0.948188,1.66946,1.63113,1.6641,1.76294,0.916473,0.904129,0.916473,0.955771,-9999,-9999
200110,1.73,1.0,165.968,59.653,1.0,274.071,0.0,1.51,1.0,97.721,0.0,0.304,0.999328,2.579,0.981183,0.386843656744,0.98185483871,18.3249052562,0.999327956989,147.923280914,1.0,18.0731827957,1.0,10.5997526882,1.0,375.731,0.962366,-9999,-9999,-9999,-9999,-9999,1.0,7.99508,0.997984,-9999,0.172282,7.20131,0.963038,-9999,0.416299,0.566532,0.989247,0.0106914,0.564363,0.566809,0.577048,0.994624,0.992608,0.989247,0.851457,0.843477,0.850188,0.854887,0.283681,0.275656,0.278129,0.283167,0.821139,0.66331,0.692645,0.820638,0.334763,0.192855,0.204096,0.314425,-9999,-9999
200111,-6.415,0.998611,85.3984,26.012,0.998611,247.589,0.0,0.508,0.998611,98.491,0.0,0.501,0.995833,2.167,0.825,0.297238507699,0.784722222222,2.28803126098,0.995833333333,67.789894524,0.995833333333,18.965186026,0.995833333333,8.80690238527,0.995833333333,371.655,0.950694,-9999,-9999,-9999,-9999,-9999,1.0,0.704802,0.929167,-9999,0.0635778,-1.47756,0.909722,-9999,0.182592,0.239584,0.824306,0.00702386,0.239584,0.243001,0.252375,0.824306,0.865972,0.872917,0.26254,0.231743,0.250267,0.254842,-0.00584546,-0.00787671,0.000899562,0.00795839,0.54168,0.302528,0.338494,0.645209,0.142074,0.0529671,0.0580414,0.0980968,-9999,-9999
200112,-15.562,1.0,51.3101,17.41,1.0,220.689,0.0,0.292,1.0,98.062,0.0,0.295,0.999328,2.155,0.870968,0.289271848603,0.864247311828,-0.78085483871,1.0,42.7852002688,1.0,19.1936377688,1.0,9.64775873656,1.0,370.257,0.877688,-9999,-9999,-9999,-9999,-9999,1.0,0.0440011,0.877688,-9999,0.0248271,-3.29862,0.876344,-9999,0.194543,0.224756,0.798387,0.00530822,0.204517,0.223199,0.224941,0.788978,0.749328,0.798387,0.190318,0.154674,0.189372,0.207306,-0.0356301,-0.070968,-0.0203017,-0.0105797,0.22443,0.226363,0.26113,0.276316,0.00411,0.00794563,0.0304492,0.0322138,-9999,-9999
200201,-21.333,1.0,66.6277,33.239,0.962366,181.419,0.0,0.225,0.999328,98.019,0.0,0.256,0.998656,1.688,0.816532,0.236342776134,0.813172043011,-0.947194571061,0.998655913978,62.3508744448,0.998655913978,35.76083196,0.998655913978,16.7546626052,0.998655913978,365.134,0.918011,-9999,-9999,-9999,-9999,-9999,1.0,0.0796324,0.918011,-9999,0.0223622,-3.32959,0.922043,-9999,0.22706,0.240915,0.767473,0.00494421,0.210123,0.236836,0.246572,0.858871,0.730511,0.77621,0.12413,0.124021,0.135867,0.144669,-0.123021,-0.11215,-0.0826826,-0.058792,0.0289462,0.0374031,0.0516637,0.139596,0.0,0.0,0.000506334,0.00432191,-9999,-9999
