TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200606,15.987,1.0,483.189,254.275,1.0,333.154,1.0,6.561,1.0,96.535,1.0,1.023,1.0,1.654,1.0,0.461786768357,0.815972222222,152.443375,1.0,514.114618056,1.0,-9999,-9999,15.0483472222,1.0,84.0651944444,1.0,39.7819097222,1.0,395.204145833,1.0,379.368,1.0,12.687,11.439,9.577,-9999,-9999,1.0,1.0,1.0,-9999,-9999,33.506,29.943,44.23,1.0,1.0,1.0,4.51653,1.0,82.3491,0.996528,85.7002,0.883236,57.5595,0.992361,59.9018,0.743017,-7.48045,0.832639,0.0958056,-7.66635,-7.57152,-7.50475,0.55,0.840278,0.764583,5.04593,3.85406,4.42322,4.74577,12.2627,11.6412,11.9835,12.3756,5.15357,4.95044,5.6063,5.83131,12.003,11.7643,12.0834,12.3715,3.99296,1.0
200607,21.529,1.0,465.376,268.295,1.0,355.432,1.0,11.392,1.0,96.54,1.0,1.113,1.0,1.838,1.0,0.433242884852,0.805779569892,159.172203669,1.0,550.798127194,1.0,-9999,-9999,14.2315156136,1.0,68.4678629032,1.0,39.6949149899,1.0,424.859425403,1.0,382.543,1.0,17.145,15.61,13.112,-9999,-9999,1.0,1.0,1.0,-9999,-9999,20.137,21.018,38.202,1.0,1.0,1.0,4.88235,1.0,96.1856,0.999328,101.283,0.898815,50.2878,1.0,52.9528,0.693153,-6.72029,0.788306,0.111847,-7.36898,-6.5248,-6.40706,0.618952,0.83871,0.918683,4.95466,4.78124,5.13173,5.41079,12.1088,11.6683,11.9008,12.4202,6.50091,6.04451,6.83753,7.89258,12.1307,11.6343,12.1085,12.2773,6.22639,1.0
200608,14.052,1.0,397.573,149.418,1.0,345.202,1.0,3.3,1.0,95.637,1.0,3.884,1.0,3.003,1.0,0.549768791571,0.811155913978,89.7880913978,1.0,306.617889785,1.0,-9999,-9999,7.7935483871,1.0,74.5376344086,1.0,21.5654233871,1.0,383.266969086,1.0,377.818,0.999328,13.815,13.572,13.134,-9999,-9999,1.0,1.0,1.0,-9999,-9999,21.89,24.867,37.45,1.0,1.0,1.0,-0.464122,1.0,55.882,0.998656,75.4827,0.751912,10.6708,0.999328,14.4135,0.619082,-5.99683,0.979167,0.0647216,-6.02244,-5.9437,-5.8249,0.961022,0.975806,0.979167,4.04219,4.02608,4.08493,4.12401,9.95522,9.92861,9.97181,10.0709,4.12334,4.1071,4.17124,4.45478,10.0142,9.91736,10.0986,10.3501,4.36299,1.0
200609,16.692,1.0,301.169,164.679,1.0,331.779,1.0,6.123,1.0,96.09,1.0,0.673,1.0,2.516,1.0,0.461644854654,0.765277777778,75.4535138889,1.0,331.679291667,1.0,-9999,-9999,9.74609027778,1.0,47.3986736111,1.0,24.1118263889,1.0,396.892826389,1.0,382.25,1.0,14.494,13.758,12.81,-9999,-9999,1.0,1.0,1.0,-9999,-9999,19.135,21.55,36.992,1.0,1.0,1.0,1.8655,1.0,57.0679,0.999306,56.112,0.746877,17.7213,0.999306,17.4244,0.648947,-5.05236,0.797917,0.0596764,-5.19261,-4.97907,-4.92124,0.717361,0.886806,0.949306,3.53223,3.50382,3.54902,3.60153,8.48742,8.47017,8.50413,8.66726,3.70446,3.69833,4.56878,5.30087,7.9402,7.63603,8.13102,8.50287,4.67649,1.0
200610,11.412,1.0,199.151,73.132,1.0,325.651,1.0,2.39,1.0,95.874,1.0,1.71,1.0,3.335,1.0,0.661952608473,0.795698924731,19.3015456989,1.0,147.670134409,1.0,-9999,-9999,5.16331989247,1.0,32.1842876344,1.0,10.2782123656,1.0,369.203252688,1.0,388.218,1.0,11.271,11.325,11.537,-9999,-9999,1.0,1.0,1.0,-9999,-9999,17.591,22.042,32.873,1.0,1.0,1.0,-1.36568,1.0,16.8984,0.999328,8.42534,0.512851,-12.9432,0.999328,-6.45336,0.713332,-0.35685,0.977823,0.0424533,-0.365219,-0.350153,-0.321334,0.979839,0.989247,0.979167,2.97947,2.88232,2.93212,2.97381,3.30275,3.25683,3.29225,3.30474,3.84401,3.48733,3.72034,4.00347,3.67104,3.55411,3.67104,3.74759,3.33875,1.0
200611,6.368,1.0,118.864,38.689,1.0,304.198,1.0,1.605,1.0,96.018,1.0,2.0,1.0,3.82,1.0,0.827914025511,0.768055555556,-3.92845833333,1.0,76.507,1.0,-9999,-9999,2.78906944444,1.0,18.432875,1.0,3.51518055556,1.0,343.300159722,1.0,391.927,1.0,7.075,7.598,8.75,-9999,-9999,1.0,1.0,1.0,-9999,-9999,32.214,32.588,40.08,1.0,1.0,1.0,-3.58755,1.0,2.64124,1.0,0.0367932,0.481387,-24.4595,0.999306,-0.340727,0.727478,2.37421,0.985417,0.0266141,2.35445,2.37214,2.39751,0.993056,0.986806,0.984722,2.47012,2.4278,2.46042,2.49401,0.0757378,0.0756812,0.0816519,0.0905133,2.53663,2.46594,2.52094,2.5456,0.0581778,0.0538057,0.0566237,0.0587648,2.14045,1.0
200612,3.394,1.0,82.9286,23.082,1.0,293.831,1.0,1.039,1.0,96.614,1.0,1.013,1.0,3.754,0.97379,0.880436065998,0.632392473118,-13.9305376344,1.0,46.9338978495,1.0,-9999,-9999,1.86198252688,1.0,13.1376747312,1.0,1.98010752688,1.0,328.863702957,1.0,394.586,1.0,4.472,5.085,6.537,-9999,-9999,1.0,1.0,1.0,-9999,-9999,36.868,34.513,45.068,1.0,1.0,1.0,-4.41527,1.0,-2.86607,0.999328,-1.10302,0.348528,-22.0123,1.0,-8.47153,0.710586,1.83988,0.991935,0.0224215,1.80659,1.81917,1.83083,0.989919,0.994624,0.994624,1.95013,1.87921,1.88744,1.93835,0.0626582,0.0579226,0.0678432,0.126317,1.94546,1.71188,1.90911,1.93516,0.0745828,0.0573326,0.0728505,0.0750957,1.63941,1.0
200701,3.169,1.0,99.4475,23.766,1.0,296.458,1.0,1.118,1.0,95.827,1.0,3.065,1.0,5.07,0.971774,1.10529690825,0.679435483871,-9.62873655914,1.0,46.9828696237,1.0,-9999,-9999,1.92924731183,1.0,14.4606922043,1.0,2.12702956989,1.0,327.725221774,1.0,391.198,1.0,3.59,3.954,5.009,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.75,39.176,45.661,1.0,1.0,1.0,-2.90598,1.0,-5.21415,0.997984,-1.10881,0.374854,-27.6107,0.998656,-5.87156,0.868551,1.29607,0.993952,0.0163115,1.29691,1.30186,1.3037,0.994624,0.993952,0.993952,1.37434,1.37459,1.39106,1.3926,0.089395,0.0818894,0.0885025,0.0911186,1.24818,1.24596,1.24657,1.25077,0.0820453,0.0760342,0.0797285,0.0820106,1.649,1.0
200702,3.003,1.0,163.029,43.817,1.0,295.916,1.0,0.98,1.0,95.383,1.0,2.218,1.0,3.051,0.973214,0.689939278359,0.686011904762,9.62243303571,1.0,87.3381622024,1.0,-9999,-9999,4.03206845238,1.0,24.5407142857,1.0,3.48114583333,1.0,326.630029762,1.0,395.116,1.0,2.938,2.938,3.641,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.927,39.64,45.901,1.0,1.0,1.0,-1.34697,1.0,3.66996,1.0,2.52493,0.403728,-10.7644,1.0,-7.40593,0.748386,1.2264,0.983631,0.0185973,1.19414,1.22109,1.23341,0.945685,0.995536,0.99628,1.47386,1.41182,1.4331,1.46033,0.18744,0.189306,0.201722,0.267035,2.73694,1.68641,2.73167,2.7534,0.612764,0.325316,0.610827,0.621134,1.51423,1.0
200703,5.456,1.0,259.178,112.371,0.971102,282.536,1.0,2.591,1.0,95.804,1.0,2.323,1.0,3.308,0.990591,0.699297379117,0.713037634409,48.4405577957,1.0,213.150221774,1.0,-9999,-9999,9.18970430108,1.0,40.1624731183,1.0,10.4960483871,1.0,338.842795699,1.0,391.954,1.0,4.178,4.019,4.319,-9999,-9999,1.0,1.0,1.0,-9999,-9999,42.395,39.795,46.135,1.0,1.0,1.0,-0.695202,1.0,19.3286,1.0,22.4858,0.532768,22.9081,1.0,26.65,0.765623,1.42054,0.97043,0.0194485,1.36253,1.38332,1.40124,0.97379,0.94422,0.971102,1.63193,1.50549,1.61058,1.64984,0.16639,0.153245,0.204957,0.248909,1.4798,1.37798,1.46032,1.4798,0.11367,0.108228,0.125978,0.134603,1.71903,1.0
200704,10.823,1.0,363.605,219.812,0.986111,286.669,1.0,6.139,1.0,96.456,1.0,0.213,1.0,2.874,1.0,0.597936247221,0.754861111111,117.425972222,1.0,414.436020833,1.0,-9999,-9999,13.8260069444,1.0,53.8152152778,1.0,22.0268611111,1.0,368.589368056,1.0,390.548,1.0,8.311,7.366,6.229,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.815,36.835,45.391,1.0,1.0,1.0,3.45065,1.0,45.0577,0.995833,41.9701,0.66921,77.3152,0.998611,72.0171,0.937805,1.45605,0.85625,0.0327091,1.26621,1.30328,1.39091,0.931944,0.934028,0.91875,3.55868,3.50025,3.52057,3.60794,2.12621,2.12383,2.20209,2.24984,3.73754,3.18789,3.32495,3.62464,2.44459,2.15059,2.28229,2.34828,2.63043,1.0
200705,13.312,1.0,445.374,211.28,1.0,323.361,1.0,5.272,1.0,95.526,1.0,5.132,1.0,3.18,1.0,0.647676406177,0.811155913978,126.44484543,1.0,413.432768817,1.0,-9999,-9999,12.1769018817,1.0,68.1510013441,1.0,27.1444892473,1.0,381.052452957,1.0,388.237,1.0,11.432,10.516,9.155,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.231,38.51,45.98,1.0,1.0,1.0,3.15571,1.0,64.9179,0.995968,71.1509,0.755623,47.4292,0.999328,51.983,0.796474,-3.4804,0.922715,0.0613294,-3.61007,-3.47551,-3.35754,0.896505,0.933468,0.946909,4.16128,4.16128,4.23528,4.27031,7.59165,7.58797,7.69196,7.76682,5.22811,4.60883,5.20952,5.33397,8.49593,7.91014,8.47478,8.53565,3.57488,1.0
200706,16.236,1.0,483.189,220.222,0.998611,348.893,1.0,4.983,1.0,95.722,1.0,2.267,1.0,2.888,1.0,0.570844566289,0.784722222222,139.044027778,1.0,445.413611111,1.0,-9999,-9999,11.5977013889,1.0,85.6552291667,1.0,34.7647986111,1.0,396.758395833,1.0,390.153,1.0,14.573,13.625,12.066,-9999,-9999,1.0,1.0,1.0,-9999,-9999,37.837,35.192,44.565,1.0,1.0,1.0,3.08649,1.0,86.7051,0.995139,91.8056,0.915,40.9274,0.998611,43.3349,0.642956,-7.4717,0.8625,0.0890253,-7.36368,-7.27486,-7.25347,0.839583,0.965278,0.954861,4.85797,4.5698,5.03753,5.22609,12.5881,11.9035,12.3827,12.4696,4.76437,4.69923,5.00241,6.03648,12.38,11.7708,12.2755,12.9886,4.81906,1.0
200707,16.151,1.0,465.376,196.651,1.0,349.021,1.0,6.058,1.0,95.742,1.0,4.029,1.0,3.285,1.0,0.631738501467,0.809139784946,121.352923387,1.0,397.870510753,1.0,-9999,-9999,9.21925403226,1.0,79.2291465054,1.0,29.105094086,1.0,395.521491935,1.0,383.062,1.0,14.625,13.892,12.722,-9999,-9999,1.0,1.0,1.0,-9999,-9999,36.585,33.573,42.786,1.0,1.0,1.0,1.83492,1.0,78.6857,0.99328,99.2224,0.798318,15.9416,0.999328,20.1023,0.655502,-6.97338,0.933468,0.0714529,-7.15292,-6.90539,-6.86322,0.938172,0.935484,0.932124,4.137,3.97643,4.12515,4.20632,11.1102,11.0029,11.0793,11.1887,6.83518,5.74674,6.41423,6.61545,12.6325,12.0799,12.3089,12.5245,4.8754,1.0
200708,15.983,1.0,397.573,182.357,1.0,339.503,1.0,5.251,1.0,95.957,1.0,3.797,1.0,2.448,1.0,0.439736796833,0.799731182796,103.67421371,1.0,367.155356183,1.0,-9999,-9999,8.61186827957,1.0,61.0176747312,1.0,24.7434206989,1.0,393.442486559,1.0,379.353,1.0,14.63,14.084,13.301,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.213,32.224,43.802,1.0,1.0,1.0,1.03749,1.0,69.3812,0.997984,82.1013,0.766193,17.4358,0.998656,20.6324,0.600681,-6.37786,0.840054,0.0724068,-6.58048,-6.37786,-6.28156,0.727151,0.840054,0.889785,3.39584,3.31308,3.50642,3.69582,9.91474,9.79265,9.88752,9.96859,4.51524,4.24414,4.67873,4.86425,10.4022,10.2028,10.4826,10.6879,4.82706,1.0
200709,11.542,1.0,301.169,119.996,1.0,323.739,1.0,2.879,1.0,96.188,1.0,5.87,1.0,3.166,1.0,0.610141332163,0.808333333333,57.3237777778,1.0,235.01425,1.0,-9999,-9999,6.10122222222,1.0,46.0695069444,1.0,16.8075347222,1.0,369.603881944,1.0,382.383,1.0,11.458,11.47,11.754,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.763,28.632,40.081,1.0,1.0,1.0,-1.47843,1.0,38.6204,1.0,55.2895,0.564948,2.45366,1.0,3.51269,0.631278,-3.58338,0.986806,0.0542617,-3.64386,-3.55472,-3.53091,0.977083,0.988194,0.994444,2.92706,2.70572,2.8749,2.90109,6.42282,6.33445,6.38585,6.4755,2.415,2.54267,2.62604,2.79699,6.15615,6.19987,6.27282,6.37316,3.5235,1.0
200710,7.246,1.0,199.151,74.379,1.0,307.755,1.0,1.438,1.0,96.681,1.0,0.623,1.0,2.525,1.0,0.475655297657,0.709677419355,24.6935013441,1.0,143.883965054,1.0,-9999,-9999,5.32641129032,1.0,33.0223319892,1.0,8.66528225806,1.0,348.775073925,1.0,394.723,1.0,8.642,8.967,9.854,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.675,38.425,45.277,1.0,1.0,1.0,-3.13844,1.0,16.9858,0.999328,17.9089,0.443754,9.39808,0.999328,9.90887,0.690684,1.16629,0.9375,0.0309457,1.0747,1.10637,1.1701,0.976478,0.971102,0.943548,2.84877,2.89973,3.0111,3.18485,1.9472,1.78239,1.8455,2.11015,2.57065,2.25853,2.51375,2.57149,1.93079,1.62089,1.78263,1.91599,2.70174,1.0
200711,2.454,1.0,118.864,25.505,1.0,301.966,1.0,0.679,1.0,95.972,1.0,3.287,1.0,3.466,1.0,0.717984650406,0.747222222222,0.783402777778,1.0,52.823125,1.0,-9999,-9999,2.66584722222,1.0,14.8477986111,1.0,2.13624305556,1.0,324.551097222,1.0,396.139,1.0,4.411,5.034,6.534,-9999,-9999,1.0,1.0,1.0,-9999,-9999,44.341,42.864,46.72,1.0,1.0,1.0,-4.70942,1.0,1.18441,1.0,-0.430349,0.355722,-16.3018,1.0,5.92317,0.668239,1.78312,0.973611,0.0240467,1.68678,1.78251,1.7955,0.95625,0.98125,0.982639,1.87163,1.86939,1.88843,1.90294,0.0736315,0.0694964,0.0850058,0.167419,1.99151,1.98164,1.99847,2.06192,0.110689,0.105785,0.141759,0.191953,1.7712,1.0
200712,0.176,1.0,82.9286,16.721,1.0,289.226,1.0,0.609,1.0,96.396,1.0,1.539,1.0,3.803,0.980511,0.842951397524,0.546370967742,-9.2595766129,1.0,34.5182459677,1.0,-9999,-9999,2.20068548387,1.0,9.73981854839,1.0,1.69372311828,1.0,313.684173387,1.0,399.088,0.998656,1.99,2.648,4.182,-9999,-9999,1.0,1.0,1.0,-9999,-9999,43.125,41.694,46.221,1.0,1.0,1.0,-3.87613,1.0,-3.30282,0.995968,-1.24664,0.273756,-11.7799,0.998656,-4.44632,0.689433,1.47183,0.958333,0.0232447,1.44114,1.44798,1.4834,0.957661,0.957661,0.958333,1.40992,1.39989,1.40784,1.41554,-0.0440403,-0.0440403,-0.0407545,-0.0347105,1.1415,1.14108,1.14755,1.19145,0.119656,0.117883,0.119656,0.12292,1.40032,1.0
200801,2.805,1.0,99.4475,27.54,1.0,291.706,1.0,1.149,1.0,95.992,1.0,1.642,1.0,4.154,1.0,0.918490228364,0.682795698925,-8.70057795699,1.0,53.5053897849,1.0,-9999,-9999,-9999,-9999,16.0352755376,1.0,2.46688844086,1.0,325.479831989,1.0,394.207,1.0,2.356,2.026,2.378,-9999,-9999,1.0,1.0,1.0,-9999,-9999,44.389,42.392,46.449,0.99328,1.0,1.0,-1.29935,1.0,-0.243157,0.998656,-0.113419,0.318594,-15.8437,1.0,-7.39021,0.703402,1.34423,0.995968,0.0245748,1.33316,1.33778,1.34423,0.997984,0.997984,0.995968,1.38017,1.36125,1.38628,1.39274,0.0503089,0.0130736,0.0451386,0.0561585,1.00906,0.981755,0.987666,1.00378,0.0713889,0.062217,0.065146,0.0673054,1.48009,1.0
200802,3.133,1.0,164.548,63.245,1.0,277.754,1.0,1.81,1.0,96.723,1.0,0.762,1.0,3.434,1.0,0.727527146081,0.78591954023,8.82757902299,1.0,120.480258621,1.0,-9999,-9999,-9999,-9999,26.4133333333,1.0,5.53578304598,1.0,326.724252874,1.0,395.934,1.0,2.318,1.965,2.378,-9999,-9999,1.0,1.0,1.0,-9999,-9999,44.251,41.823,46.348,1.0,1.0,1.0,-1.4791,1.0,7.3087,1.0,8.55638,0.382455,1.49507,1.0,1.7503,0.769464,1.57819,0.97342,0.0258538,1.55593,1.56654,1.59817,0.985632,0.987069,0.967672,1.57205,1.57566,1.63091,1.68672,0.0392654,0.0079528,0.036948,0.120848,1.7549,1.39544,1.68547,1.71716,0.206358,0.0871626,0.127026,0.143237,1.46902,1.0
200803,2.967,1.0,262.68,100.145,0.999328,287.16,1.0,1.988,1.0,94.827,1.0,3.197,1.0,3.912,1.0,0.898770261603,0.782930107527,48.9065255376,1.0,196.732486559,1.0,-9999,-9999,-9999,-9999,47.1700739247,1.0,11.2618077957,1.0,327.473689516,1.0,393.592,1.0,2.908,2.517,2.899,-9999,-9999,1.0,1.0,1.0,-9999,-9999,46.329,42.766,46.863,1.0,1.0,1.0,-1.52929,1.0,18.8699,0.997984,25.0136,0.512909,19.2154,1.0,25.4716,0.835893,1.18281,0.995296,0.0199365,1.13558,1.17961,1.18886,0.990591,0.99664,0.997312,1.35317,1.32929,1.34836,1.35163,0.161965,0.163948,0.171115,0.185823,1.70344,1.12334,1.29262,1.30964,0.699833,0.268637,0.272767,0.284296,1.54394,1.0
200804,6.787,1.0,366.783,133.741,1.0,307.807,1.0,3.065,1.0,95.463,1.0,2.147,1.0,2.793,0.997222,0.621396157316,0.772916666667,84.6927222222,1.0,267.903125,1.0,-9999,-9999,-9999,-9999,62.6354305556,1.0,11.1687083333,1.0,345.685465278,1.0,394.934,1.0,5.689,5.206,5.069,-9999,-9999,1.0,1.0,1.0,-9999,-9999,45.79,42.178,46.568,1.0,1.0,1.0,2.42496,1.0,29.9033,0.998611,31.7222,0.562335,47.5327,0.997917,50.424,0.827829,1.21715,0.963194,0.0318831,1.2199,1.23114,1.23984,0.95,0.983333,0.984722,2.88632,2.78817,2.80852,2.85221,1.5723,1.55142,1.58499,1.63821,2.66717,2.65832,2.68161,2.79982,1.42454,1.41963,1.43478,1.57112,1.99116,1.0
200805,13.705,1.0,447.407,228.575,1.0,317.325,1.0,5.4,1.0,96.052,1.0,0.394,1.0,2.537,1.0,0.513327564726,0.8125,133.512170699,1.0,452.199462366,1.0,-9999,-9999,-9999,-9999,77.4983803763,1.0,30.5909744624,1.0,381.797540323,1.0,385.043,1.0,10.671,10.117,9.7,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.495,35.639,45.445,1.0,1.0,1.0,4.07169,1.0,63.5811,0.999328,62.8998,0.801859,67.1574,1.0,66.4378,0.728227,-2.77857,0.913978,0.0708222,-3.18722,-3.04185,-2.96738,0.766801,0.99328,0.957661,6.4815,5.87975,6.00237,6.24845,9.02688,9.02667,9.13505,9.3758,5.94722,5.47461,5.85998,6.02847,8.68691,8.67784,8.76092,9.00967,3.06865,1.0
200806,16.426,1.0,483.503,262.9,1.0,333.947,1.0,7.269,1.0,96.021,1.0,1.883,1.0,2.657,1.0,0.517816381894,0.752083333333,157.987722222,1.0,527.7895625,1.0,-9999,-9999,-9999,-9999,79.77125,1.0,42.32425,1.0,396.535305556,1.0,384.24,1.0,13.424,12.867,12.52,-9999,-9999,1.0,1.0,1.0,-9999,-9999,28.508,25.153,42.296,1.0,1.0,1.0,3.209,1.0,85.727,0.997222,92.1605,0.747157,58.2183,0.999306,62.5874,0.652453,-8.43727,0.8375,0.0792917,-8.77415,-8.38554,-8.30835,0.747222,0.852083,0.872917,5.25958,5.0921,5.22935,5.36599,13.6668,13.5474,13.6565,13.8262,5.78318,5.45486,5.73634,6.16452,13.5953,13.0667,13.5953,13.7222,3.91179,1.0
200807,17.515,1.0,463.888,218.202,0.998656,347.914,1.0,7.776,1.0,95.985,1.0,1.103,1.0,2.84,1.0,0.547613452761,0.811155913978,130.603024194,1.0,445.534563172,1.0,-9999,-9999,-9999,-9999,79.6120228495,1.0,33.6317137097,1.0,402.261021505,1.0,383.721,1.0,14.527,13.975,13.667,-9999,-9999,1.0,1.0,1.0,-9999,-9999,22.956,20.091,36.719,1.0,1.0,1.0,2.77914,1.0,74.274,0.990591,82.9797,0.672194,39.5078,0.998656,44.1385,0.638788,-7.62061,0.917339,0.0725115,-7.61997,-7.51198,-7.47418,0.893817,0.829973,0.933468,4.11594,3.86585,3.91197,3.98176,11.4468,11.3346,11.4364,11.5209,5.11856,4.87196,5.24605,5.79713,12.0629,11.8606,12.0685,12.3289,4.32948,1.0
200808,16.969,1.0,394.758,175.734,1.0,348.989,1.0,6.679,1.0,95.829,1.0,1.597,1.0,3.064,1.0,0.5996947304,0.826612903226,99.0593212366,1.0,356.732163978,1.0,-9999,-9999,-9999,-9999,69.8359408602,1.0,26.8953629032,1.0,398.768696237,1.0,378.92,1.0,14.798,14.321,14.284,-9999,-9999,1.0,1.0,1.0,-9999,-9999,20.257,18.275,34.71,1.0,1.0,1.0,1.02872,1.0,55.3212,0.995968,61.3674,0.645757,33.1749,0.998656,36.8007,0.675391,-5.67679,0.972446,0.0675825,-5.74986,-5.69697,-5.67679,0.984543,0.961022,0.972446,3.25769,3.20055,3.25004,3.29248,8.93661,8.93106,8.9484,8.98068,3.57938,3.33097,3.40972,3.60829,8.93185,8.8231,8.87006,8.96757,4.41029,1.0
200809,11.616,1.0,297.77,116.467,1.0,324.497,1.0,3.408,1.0,96.266,1.0,1.813,1.0,2.777,1.0,0.50773457593,0.822916666667,53.156875,1.0,231.849805556,1.0,-9999,-9999,-9999,-9999,51.6056458333,1.0,17.8933402778,1.0,370.012569444,1.0,387.935,1.0,11.299,10.976,11.522,-9999,-9999,1.0,1.0,1.0,-9999,-9999,19.732,17.535,34.28,1.0,1.0,1.0,-1.60878,1.0,31.3998,0.997222,36.8107,0.500248,15.2791,1.0,17.912,0.664387,-3.66436,0.977778,0.0628845,-3.93737,-3.63041,-3.59779,0.741667,0.989583,0.981944,2.79928,2.46495,3.07486,3.2268,6.82503,6.48533,6.68095,6.79516,4.18566,3.66315,4.03006,4.18566,7.05621,6.84093,7.02412,7.12726,3.29399,1.0
200810,8.155,1.0,196.024,66.091,1.0,311.952,1.0,1.526,1.0,95.976,1.0,2.706,1.0,3.257,0.964382,0.605949231842,0.717741935484,16.4964717742,1.0,131.26781586,1.0,-9999,-9999,-9999,-9999,33.7658266129,1.0,9.42359543011,1.0,352.122620968,1.0,395.816,1.0,8.716,8.477,9.088,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.921,25.992,37.808,1.0,1.0,1.0,-2.28218,1.0,14.2006,0.999328,32.2819,0.439517,-5.72377,0.999328,-13.0117,0.679618,1.38609,0.968414,0.0367625,1.30589,1.37157,1.42047,0.99664,0.993952,0.944892,2.75194,2.71835,2.74894,2.75885,1.41416,1.29267,1.37257,1.4497,4.09039,3.15455,3.54296,4.10295,2.65565,1.8059,2.45944,2.68654,2.59007,1.0
200811,3.859,1.0,116.901,27.783,1.0,306.362,1.0,0.924,1.0,95.599,1.0,1.6,1.0,3.557,1.0,0.748060423147,0.661805555556,0.354888888889,1.0,56.6568958333,1.0,-9999,-9999,-9999,-9999,17.7604930556,1.0,3.0769375,1.0,330.712944444,1.0,406.49,1.0,5.293,5.177,5.967,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.512,34.599,45.744,1.0,1.0,1.0,-4.03453,1.0,-0.0128288,1.0,-0.0129384,0.318442,-11.0741,1.0,-11.1688,0.754227,2.21498,0.975,0.0337472,2.21669,2.22175,2.23038,0.964583,0.964583,0.989583,2.36,2.3504,2.36,2.37572,0.133786,0.125411,0.135999,0.147542,2.4052,2.39341,2.43895,2.45798,0.130902,0.128111,0.135488,0.160537,1.91907,1.0
200812,-0.401,1.0,82.6136,14.817,0.993952,297.041,1.0,0.333,1.0,95.906,1.0,1.197,1.0,2.964,0.913978,0.675686521032,0.594758064516,-2.28356182796,1.0,29.3297177419,1.0,-9999,-9999,-9999,-9999,9.89959677419,1.0,2.57124327957,1.0,312.221901882,1.0,399.591,0.999328,1.767,1.648,2.514,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.631,35.687,46.245,0.986559,1.0,1.0,-4.90726,1.0,-0.992423,0.999328,0.254248,0.186735,-9.07776,1.0,2.32562,0.642305,1.87406,0.971774,0.03269,1.78259,1.89599,2.02094,0.969758,0.975134,0.975806,1.97069,1.98021,2.00142,2.02477,0.0495455,0.000508376,0.0589355,0.15668,1.21987,1.2199,1.74599,1.8439,0.021894,0.0254954,0.0595176,0.0992994,1.3909,1.0
200901,-2.903,1.0,99.4475,30.379,0.99328,267.261,1.0,0.708,1.0,95.703,1.0,0.526,1.0,3.276,0.850134,-9999,-9999,-6.60067876344,1.0,59.4859879032,1.0,-9999,-9999,-9999,-9999,12.3702352151,1.0,5.53877016129,1.0,299.744771505,1.0,406.586,0.997312,-0.326,-0.476,0.328,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.193,35.056,45.761,0.678763,1.0,1.0,-3.40835,1.0,0.769747,0.99664,0.155761,0.264869,-18.272,0.993952,-3.69741,0.817439,1.39175,0.853495,0.0301365,1.42422,1.45379,1.52222,0.855511,0.836022,0.823925,0.949581,0.917962,0.951607,1.19694,-0.392086,-0.560423,-0.440876,-0.326543,1.03485,1.04597,1.12214,1.15508,0.116097,0.112142,0.126296,0.152722,1.34108,1.0
