TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200311,5.971,1.0,118.864,39.457,1.0,313.245,1.0,1.39,1.0,96.089,1.0,1.12,1.0,2.464,0.993056,0.688279790068,0.75,6.90686111111,1.0,75.4676805556,1.0,-9999,-9999,-9999,-9999,23.5555902778,1.0,7.27547222222,1.0,338.603368056,1.0,390.576,1.0,4.83,5.368,6.746,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.132,26.932,21.836,1.0,1.0,1.0,-0.219835,1.0,1.54541,0.999306,0.176792,0.308919,-18.4815,1.0,-2.11425,0.826812,2.21645,0.972222,0.0302627,2.14253,2.23362,2.24446,0.965278,0.972917,0.972917,2.41489,2.38392,2.39258,2.41169,0.151505,0.151094,0.167273,0.236696,2.50796,2.50215,2.51783,2.54435,0.164741,0.15051,0.15846,0.180683,1.94553,1.0
200312,1.735,1.0,82.9286,31.264,0.976478,286.073,1.0,1.231,1.0,96.087,0.995296,0.748,1.0,3.34,0.987903,0.807744992062,0.734543010753,-3.19018145161,1.0,59.2360013441,1.0,-9999,-9999,-9999,-9999,17.2934610215,1.0,8.65190860215,1.0,316.306854839,1.0,391.093,1.0,1.007,2.047,4.28,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.088,29.829,28.115,1.0,1.0,1.0,-0.374312,1.0,-0.641053,0.998656,-0.0733354,0.281654,-24.6746,0.998656,-2.82273,0.800973,1.71929,0.924059,0.0293219,1.69417,1.70028,1.72085,0.932124,0.918683,0.924059,1.67792,1.63764,1.66646,1.67251,-0.0250555,-0.108556,-0.0516165,-0.0256532,1.37774,1.38582,1.44535,1.56002,0.0147184,0.0154044,0.0349569,0.0523686,1.57903,1.0
200401,-1.761,1.0,99.4475,24.624,1.0,288.641,1.0,0.449,1.0,95.275,1.0,1.865,1.0,3.644,1.0,0.778270720612,0.706989247312,0.885100806452,1.0,47.7622177419,1.0,28.4490858199,1.0,-9999,-9999,14.6678830645,1.0,3.26234543011,1.0,309.427372312,1.0,389.237,1.0,0.546,1.327,2.549,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.874,36.417,45.18,1.0,1.0,1.0,-3.14754,1.0,-0.236362,1.0,-0.0270394,0.256738,-9.15791,0.999328,-1.04765,0.61003,1.22184,0.981855,0.0213431,1.20983,1.21849,1.23048,0.987231,0.985215,0.985215,1.25134,1.22721,1.24066,1.25958,0.0115981,0.0144472,0.0227071,0.0696374,1.09871,1.10683,1.12299,1.12353,0.0,0.0,0.0,0.0,1.21928,1.0
200402,0.842,1.0,164.548,49.971,0.989943,285.135,1.0,1.083,1.0,96.101,1.0,1.876,1.0,3.955,1.0,0.849535139345,0.724137931034,10.2238002874,1.0,96.6186494253,1.0,50.1213965445,1.0,-9999,-9999,26.4717385057,1.0,5.91013649425,1.0,321.292183908,1.0,385.349,1.0,1.495,1.965,2.558,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.111,36.551,45.492,1.0,1.0,1.0,-1.91391,1.0,3.80944,1.0,4.72642,0.313977,-0.571909,1.0,-0.709574,0.750472,1.30853,0.987787,0.0223651,1.30307,1.3103,1.31432,0.992816,0.987787,0.989224,1.40376,1.36049,1.39659,1.40609,0.0642973,0.0508306,0.0873804,0.106954,1.23997,1.21887,1.24103,1.24758,0.0579534,0.0582088,0.0611522,0.0704176,1.36774,1.0
200403,2.747,1.0,262.68,101.924,0.96707,280.298,1.0,2.013,1.0,96.363,1.0,1.255,1.0,3.284,1.0,0.696839056623,0.738575268817,45.3003158602,1.0,196.454462366,1.0,87.2975312298,1.0,-9999,-9999,46.313938172,1.0,10.9710416667,1.0,330.846451613,1.0,388.083,1.0,1.731,1.841,2.034,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.312,36.123,45.15,1.0,1.0,1.0,-0.30871,1.0,13.4747,0.998656,16.7182,0.382337,23.2384,0.999328,28.8321,0.743707,1.58732,0.959677,0.0181237,1.57641,1.58696,1.60068,0.94422,0.962366,0.96371,1.68671,1.6741,1.6787,1.69398,0.0750709,0.0757293,0.0930936,0.10473,1.85882,1.82163,1.91223,2.04279,0.135449,0.135449,0.148356,0.18978,1.40962,1.0
200404,8.447,0.995833,366.783,168.807,0.978472,297.585,0.995833,3.725,0.995833,95.767,0.994444,1.18,1.0,2.64,0.994444,0.55328305322,0.794444444444,95.5783916667,0.994444444444,333.034280556,0.994444444444,130.736865478,0.994444444444,-9999,-9999,67.9954375,1.0,15.5320805556,0.994444444444,358.217565278,0.994444444444,382.468,1.0,6.267,5.616,4.578,-9999,-9999,0.995833,0.995833,0.995833,-9999,-9999,35.709,37.309,45.346,0.995833,0.995833,0.995833,3.07612,0.995833,33.3557,0.999306,32.6072,0.625013,62.8547,0.997917,61.4444,0.919865,1.70561,0.947917,0.0374942,1.67361,1.69231,1.73015,0.961806,0.949306,0.911111,3.58026,3.46356,3.53025,4.325,1.82313,1.7956,1.83046,2.57211,3.23544,3.07447,3.43682,4.09733,1.60668,1.58429,1.75252,2.11583,2.22584,1.0
200405,9.828,1.0,447.407,180.699,1.0,316.368,1.0,3.164,1.0,95.878,1.0,4.139,1.0,2.721,1.0,0.565335386501,0.854166666667,108.182170699,1.0,368.409522849,1.0,165.879399738,1.0,13.8804905914,1.0,80.5088978495,1.0,24.0564986559,1.0,364.828232527,1.0,377.188,1.0,9.005,8.551,7.58,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.271,39.244,45.958,1.0,1.0,1.0,1.87289,1.0,44.6748,0.998656,49.8755,0.611863,50.5145,0.998656,56.395,0.778742,-2.16558,0.96707,0.051814,-2.22562,-2.18537,-2.14895,0.973118,0.979167,0.967742,4.7872,4.65272,4.75159,4.84106,6.91381,6.86907,6.9075,7.03058,4.71298,4.26076,4.52918,4.70211,6.9806,6.45788,6.73576,6.90421,2.88939,1.0
200406,13.61,1.0,483.503,220.4,1.0,333.228,1.0,4.184,1.0,96.156,1.0,2.53,1.0,3.013,1.0,0.583248191371,0.852083333333,132.6235,1.0,451.639597222,1.0,-9999,-9999,14.6568680556,1.0,93.6119027778,1.0,35.6181319444,1.0,385.386298611,1.0,375.907,1.0,11.837,11.113,9.659,-9999,-9999,1.0,1.0,1.0,-9999,-9999,26.488,42.347,32.228,1.0,1.0,1.0,3.20221,0.379861,72.0056,0.999306,83.4777,0.866008,46.8744,0.998611,54.3426,0.829783,-6.38684,0.9625,0.0772911,-6.48007,-6.45439,-6.42188,0.994444,0.982639,0.960417,5.31238,5.0934,5.19823,5.58022,11.6488,11.5735,11.6324,12.0014,6.07437,5.84467,6.24323,6.72865,12.0538,11.8698,12.0969,12.3303,3.85974,1.0
200407,14.567,1.0,463.888,197.547,1.0,342.314,1.0,3.82,1.0,96.119,1.0,3.945,1.0,2.798,1.0,0.527026725126,0.807123655914,120.254139785,1.0,407.918864247,1.0,-9999,-9999,11.9252755376,1.0,77.9973454301,1.0,28.6238508065,1.0,390.982741935,1.0,373.65,1.0,13.421,12.706,11.279,-9999,-9999,1.0,1.0,1.0,-9999,-9999,36.906,41.093,39.738,1.0,1.0,1.0,2.77834,1.0,72.2659,0.997312,86.8806,0.793397,25.458,1.0,30.6065,0.628437,-6.56276,0.940188,0.0692601,-6.78592,-6.55148,-6.52854,0.897849,0.975134,0.976478,4.75914,4.25113,4.75914,4.83721,11.3903,11.108,11.3092,11.3735,5.46864,4.94353,5.51492,5.68189,11.524,11.0516,11.3735,11.5705,4.57756,1.0
200408,16.649,1.0,394.758,186.179,1.0,346.532,1.0,5.813,1.0,95.849,1.0,2.155,1.0,2.845,1.0,0.547817511651,0.836693548387,105.299717742,1.0,381.912352151,1.0,-9999,-9999,10.7978696237,1.0,66.0815255376,1.0,25.4675873656,1.0,401.943797043,1.0,372.519,1.0,15.359,14.744,13.364,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.438,36.481,23.415,1.0,1.0,1.0,1.83114,1.0,59.3845,1.0,82.1972,0.628452,15.3678,1.0,21.2714,0.598149,-5.47022,0.88172,0.0593714,-5.60624,-5.49908,-5.44621,0.862231,0.928763,0.879704,4.66564,4.28131,4.57382,4.64714,10.108,9.95265,10.0594,10.1069,4.1965,4.20026,4.45046,4.87319,9.57711,9.50789,9.65465,9.88098,5.55231,1.0
200409,12.452,1.0,297.77,141.5,1.0,321.071,1.0,4.165,1.0,96.375,1.0,1.653,1.0,3.098,1.0,0.603371348131,0.830555555556,64.3918402778,1.0,285.333423611,1.0,-9999,-9999,8.55804861111,1.0,43.573125,1.0,19.7960069444,1.0,378.382847222,1.0,374.611,1.0,11.995,12.122,12.075,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.119,32.608,23.36,1.0,1.0,1.0,-0.676917,1.0,44.0225,0.999306,58.9522,0.632084,4.58089,0.999306,6.13445,0.725434,-3.77973,0.961806,0.0527954,-3.88347,-3.73387,-3.71835,0.938889,0.966667,0.977083,2.97189,2.94423,2.96791,2.9955,6.69785,6.6841,6.72698,6.76702,2.87554,2.84492,3.0788,3.27705,6.34124,6.33175,6.4567,6.68185,3.97153,1.0
200410,8.645,1.0,196.024,80.525,1.0,305.444,1.0,2.17,1.0,95.712,1.0,0.561,1.0,2.825,1.0,0.548837223904,0.784946236559,16.5976344086,1.0,160.141189516,1.0,-9999,-9999,6.05809139785,1.0,31.7809475806,1.0,10.802452957,1.0,358.647943548,1.0,377.785,1.0,8.87,9.252,9.759,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.793,32.191,22.156,1.0,1.0,1.0,-1.41087,1.0,18.1659,1.0,19.177,0.420507,-1.10691,1.0,-1.16852,0.622616,0.415603,0.985887,0.0317971,0.415603,0.43094,0.441179,0.985887,0.991935,0.991935,2.62552,2.5802,2.60258,2.62003,2.14771,2.14459,2.17091,2.18499,2.39033,2.04384,2.29814,2.38367,2.11285,1.89649,2.05132,2.11654,2.88713,1.0
200411,2.483,1.0,116.901,24.628,1.0,305.395,1.0,0.429,1.0,96.23,1.0,3.01,1.0,3.428,1.0,0.734598876454,0.760416666667,1.49256944444,1.0,51.7212013889,1.0,-9999,-9999,2.90311805556,1.0,15.0040486111,1.0,1.85599305556,1.0,326.763506944,1.0,386.966,0.999306,4.716,5.717,7.265,-9999,-9999,1.0,1.0,1.0,-9999,-9999,30.417,37.284,34.163,1.0,1.0,1.0,-4.41672,1.0,3.5588,0.999306,2.23944,0.274117,-15.9285,0.999306,-10.0233,0.610567,2.06287,0.99375,0.0242442,2.0614,2.08255,2.0894,0.99375,0.996528,0.996528,2.14542,2.14088,2.1497,2.1696,0.0638558,0.0628932,0.0741305,0.0846836,1.70879,1.70391,1.71524,2.10697,0.0346492,0.0320605,0.0346492,0.126199,1.90327,1.0
200412,-1.065,1.0,82.6136,22.737,0.999328,280.957,1.0,0.364,1.0,96.164,1.0,0.835,1.0,3.366,0.897177,0.758143868862,0.500672043011,-9.13267473118,1.0,45.9585080645,1.0,-9999,-9999,4.03382392473,1.0,9.46395833333,1.0,2.67894489247,1.0,310.395961022,1.0,395.691,1.0,1.29,2.325,4.022,-9999,-9999,1.0,1.0,1.0,-9999,-9999,31.776,45.217,39.525,1.0,1.0,1.0,-4.39453,1.0,-0.198018,1.0,-0.0401726,0.314684,-23.1572,1.0,-4.69797,0.845859,2.4996,0.983871,0.0361743,2.35563,2.42352,2.63141,0.986559,0.983871,0.981183,2.32293,2.30455,2.34202,2.52092,-0.0590258,-0.103507,-0.0590258,-0.0375117,1.54141,1.40899,1.53267,1.57259,0.0573315,0.0573315,0.0596086,0.063627,1.31919,1.0
200501,0.677,1.0,99.4475,25.449,1.0,285.691,1.0,0.838,1.0,96.225,1.0,2.103,1.0,4.613,1.0,0.970083395788,0.715725806452,-8.35353494624,1.0,50.1554032258,1.0,-9999,-9999,4.17879032258,1.0,11.3624663978,1.0,3.09355510753,1.0,316.538951613,1.0,385.929,1.0,2.043,2.51,3.377,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.315,36.83,45.672,1.0,1.0,1.0,-2.29024,1.0,-2.30662,1.0,-0.511656,0.334882,-25.0275,1.0,-5.55164,0.704277,1.31646,0.995296,0.0214822,1.3023,1.30828,1.314,0.99664,0.99664,0.99664,1.36094,1.34215,1.34573,1.35609,0.0367426,0.036456,0.0401178,0.0428181,1.07228,1.04389,1.06189,1.07228,0.0714771,0.0426221,0.0712961,0.0726685,1.22477,1.0
200502,-2.454,1.0,163.029,53.904,1.0,269.946,1.0,0.596,1.0,95.974,1.0,2.157,1.0,3.201,1.0,0.657582335241,0.723214285714,15.0031622024,1.0,105.751123512,1.0,-9999,-9999,12.2228050595,1.0,18.5543467262,1.0,7.0443452381,1.0,301.889665179,1.0,387.674,1.0,0.48,1.045,2.088,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.23,36.963,45.999,1.0,1.0,1.0,-2.65998,1.0,5.53556,1.0,10.3279,0.359392,3.97519,0.998512,7.4167,0.746552,1.06006,0.980655,0.0239736,1.04337,1.04658,1.05247,0.988095,0.974702,0.973958,0.978527,0.979416,0.986026,0.990205,-0.054446,-0.0671161,-0.0612652,-0.0552227,1.05418,1.1569,1.24504,1.49484,0.0918874,0.0909389,0.129961,0.209336,1.03449,1.0
200503,2.477,1.0,259.178,116.109,1.0,282.991,1.0,1.734,1.0,95.931,1.0,1.368,1.0,3.135,0.977823,0.671688300595,0.729838709677,61.0328763441,1.0,229.282614247,1.0,-9999,-9999,17.9798723118,1.0,45.4945900538,1.0,12.2373252688,1.0,325.830248656,1.0,389.003,1.0,2.326,2.238,2.286,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.679,36.423,46.047,1.0,1.0,1.0,0.510786,1.0,20.0095,0.997984,24.7881,0.535149,28.7015,0.997984,35.5559,0.791429,1.63161,0.948925,0.02139,1.58486,1.63953,1.67701,0.924731,0.956989,0.97379,1.56437,1.55631,1.5714,1.59912,-0.0962454,-0.0962454,-0.0790594,0.0167759,1.80055,1.64522,1.71605,1.82297,0.276592,0.0728369,0.0911447,0.30717,1.29391,1.0
200504,8.653,1.0,363.605,162.587,1.0,299.741,1.0,3.876,1.0,95.863,1.0,1.457,1.0,2.542,1.0,0.53623564977,0.758333333333,92.5247916667,1.0,317.3403125,1.0,-9999,-9999,11.1927152778,1.0,65.2356041667,1.0,12.6843611111,1.0,357.290111111,1.0,381.555,1.0,6.936,6.325,5.318,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.447,34.951,45.758,1.0,1.0,1.0,2.78713,1.0,35.7729,0.997917,33.9355,0.715941,58.8176,1.0,55.7966,0.842558,1.39329,0.908333,0.0281702,1.39329,1.43425,1.45773,0.908333,0.925694,0.929167,3.10765,3.03027,3.0586,3.10374,1.57251,1.56932,1.62801,1.70472,3.26606,2.87484,3.10752,3.25814,1.85834,1.64528,1.6957,1.83907,2.05639,1.0
200505,11.759,1.0,445.374,214.719,1.0,318.73,1.0,5.155,1.0,96.077,1.0,3.0,1.0,2.888,1.0,0.600834031849,0.83064516129,134.733400538,1.0,427.295396505,1.0,-9999,-9999,15.0118682796,1.0,74.2584610215,1.0,24.2389784946,1.0,374.476740591,1.0,376.924,1.0,9.854,9.089,7.651,-9999,-9999,1.0,1.0,1.0,-9999,-9999,42.764,34.71,45.956,1.0,1.0,1.0,3.23333,1.0,65.2143,0.998656,68.095,0.81792,59.9755,0.99664,62.6247,0.878795,-1.63928,0.922043,0.0415175,-1.67363,-1.59768,-1.54397,0.915323,0.992608,0.981183,4.35873,4.24919,4.29519,4.39755,6.00965,5.84159,5.90474,6.02007,4.04347,3.11586,3.69834,4.18791,5.68741,5.10224,5.46898,5.7702,2.85253,1.0
200506,15.074,1.0,483.189,238.403,1.0,333.553,1.0,6.086,1.0,96.33,1.0,2.147,1.0,2.512,1.0,0.475869807198,0.836805555556,141.026819444,1.0,480.103368056,1.0,-9999,-9999,15.1595555556,1.0,81.6670972222,1.0,39.6110833333,1.0,391.535513889,1.0,371.271,1.0,12.538,11.716,10.1,-9999,-9999,1.0,1.0,1.0,-9999,-9999,37.578,30.872,44.061,1.0,1.0,1.0,3.25282,1.0,72.3918,0.998611,79.1277,0.775794,53.4236,0.998611,58.3946,0.737913,-7.71167,0.902778,0.0835982,-7.57093,-7.38101,-7.29193,0.909028,0.955556,0.965278,5.05076,4.75914,4.91872,5.15394,12.1266,12.0681,12.3042,12.7278,4.06268,3.66621,4.3658,5.00713,10.4741,10.6015,11.0474,11.3185,3.72932,1.0
200507,16.917,1.0,465.376,218.918,1.0,349.919,1.0,6.037,1.0,96.006,1.0,3.019,1.0,2.82,1.0,0.509568578314,0.795698924731,134.625053763,1.0,445.917573925,1.0,-9999,-9999,11.8650067204,1.0,79.4586895161,1.0,34.0687903226,1.0,400.14374328,1.0,371.083,1.0,14.595,13.843,12.273,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.487,29.784,40.958,1.0,1.0,1.0,2.95471,1.0,82.2061,0.989247,98.8477,0.805912,26.9966,0.999328,32.4617,0.622832,-8.38011,0.907258,0.102103,-8.45847,-8.41224,-8.35854,0.926075,0.942876,0.913306,4.58092,4.55687,4.63024,4.76758,13.1817,12.911,13.0403,13.1817,5.24958,4.45314,4.88529,5.29008,12.9115,12.5224,12.8205,13.0041,4.54668,1.0
200508,14.717,1.0,397.573,168.916,1.0,339.676,1.0,4.082,1.0,96.177,1.0,2.052,1.0,2.673,1.0,0.479684600467,0.836021505376,96.3161021505,1.0,341.636384409,1.0,-9999,-9999,8.99203629032,1.0,67.193313172,1.0,25.0875067204,1.0,387.187836022,1.0,367.783,1.0,13.488,13.159,12.379,-9999,-9999,1.0,1.0,1.0,-9999,-9999,33.057,26.344,35.431,1.0,1.0,1.0,0.933273,1.0,61.4446,1.0,74.9103,0.675893,16.8332,0.999328,20.5223,0.515793,-7.12521,0.950269,0.081998,-7.11883,-7.02797,-6.91038,0.944892,0.954973,0.956989,4.03026,3.91617,3.95699,4.04834,10.9901,10.798,11.0114,11.0928,4.07362,4.07362,4.25338,4.60699,10.2406,10.3897,10.6292,10.8323,4.03538,1.0
200509,15.043,1.0,301.169,151.774,1.0,328.555,1.0,5.333,1.0,96.363,1.0,2.077,1.0,2.299,1.0,0.39828116135,0.799305555556,69.5855833333,1.0,301.629486111,1.0,-9999,-9999,8.69591666667,1.0,43.9107847222,1.0,22.6695555556,1.0,388.073159722,1.0,373.899,1.0,14.073,13.333,12.789,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.855,24.856,35.124,1.0,1.0,1.0,-0.182292,1.0,50.9319,0.999306,55.6159,0.59184,12.9379,1.0,14.1277,0.600288,-5.36417,0.751389,0.064141,-5.6137,-4.87979,-4.83271,0.653472,0.798611,0.95,3.56344,2.74166,3.57505,3.71405,9.32911,8.40515,8.47424,8.5862,2.24193,2.50629,3.38048,3.66088,7.31162,7.54547,7.88779,8.85429,4.3755,1.0
200510,10.71,1.0,199.151,91.147,1.0,308.563,1.0,2.252,1.0,96.475,1.0,1.319,1.0,2.765,1.0,0.521516402773,0.790322580645,21.1492607527,1.0,178.166740591,1.0,-9999,-9999,7.0304905914,1.0,31.5684005376,1.0,13.5217271505,1.0,365.038944892,1.0,383.485,0.999328,10.553,10.257,10.584,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.788,25.619,30.826,1.0,1.0,1.0,-1.11309,1.0,19.2951,0.999328,23.4707,0.559984,-1.00021,0.999328,-1.21666,0.653644,-1.07434,0.953629,0.0474808,-0.991565,-0.93351,-0.908834,0.960349,0.961694,0.93078,2.83328,2.84788,3.03254,3.27478,4.20547,3.89095,3.99225,4.20656,2.37868,2.27161,2.56668,2.79308,3.57736,3.44462,3.57586,3.75328,2.97486,1.0
200511,3.548,1.0,118.864,34.123,1.0,296.039,1.0,0.946,1.0,96.035,1.0,1.27,1.0,3.274,1.0,0.642792766167,0.653472222222,-2.98088194444,1.0,69.7191319444,1.0,-9999,-9999,3.1611875,1.0,17.6088958333,1.0,2.99340972222,1.0,330.149145833,1.0,391.786,1.0,5.959,6.751,8.31,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.676,30.941,36.892,1.0,1.0,1.0,-4.60947,1.0,5.59058,1.0,-1.4085,0.397504,-12.0547,1.0,3.03708,0.603718,2.27025,0.985417,0.0265343,2.21225,2.24725,2.31662,0.989583,0.988889,0.980556,2.30313,2.26451,2.3048,2.38182,0.0522584,0.0522584,0.0589782,0.0657555,1.64461,1.66186,2.0574,2.49346,0.292627,0.278637,0.295336,0.322121,1.90545,1.0
200512,-0.292,1.0,82.9286,17.543,0.997312,290.161,0.99664,0.362,1.0,95.913,1.0,2.206,1.0,3.365,0.983871,0.699811466922,0.650537634409,-6.28025778131,0.983870967742,38.0790318085,0.983870967742,-9999,-9999,2.95054071367,0.983870967742,9.53271505376,1.0,1.78834949383,0.983870967742,311.592647805,0.983870967742,389.08,0.995296,2.277,2.892,4.506,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.847,35.078,45.336,1.0,1.0,1.0,-3.94216,1.0,-0.374164,0.985215,-0.04471,0.267491,-17.4815,0.993952,-2.08892,0.638582,1.36566,0.984543,0.0190082,1.35178,1.36091,1.36739,0.982527,0.984543,0.988575,1.42125,1.39621,1.41087,1.41541,0.0492231,0.0426979,0.0465886,0.0549416,1.6658,1.59802,1.95898,2.40804,0.149274,0.119078,0.203493,0.320529,1.24999,1.0
200601,-3.762,1.0,99.4475,37.852,0.987231,256.865,1.0,0.389,1.0,96.739,1.0,0.571,1.0,2.717,0.766129,0.588477857577,0.594758064516,-4.00716397849,1.0,71.6419556452,1.0,-9999,-9999,9.15244623656,1.0,12.8792943548,1.0,5.37260752688,1.0,295.351276882,1.0,400.655,0.99664,0.529,1.248,2.757,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.628,34.687,45.359,0.879704,1.0,1.0,-4.20076,1.0,3.15102,0.975806,0.220176,0.238713,-10.6109,0.99664,-0.741433,0.819865,1.48918,0.952285,0.0238797,1.46262,1.48554,1.49013,0.94422,0.952285,0.954301,1.35512,1.32589,1.36368,1.41614,0.00117694,-0.128651,-0.100888,-0.0597693,1.899,1.28824,1.51693,1.78809,0.121149,0.039386,0.0861531,0.118491,1.06634,1.0
200602,-1.788,1.0,163.029,42.143,1.0,279.407,1.0,0.519,1.0,95.741,1.0,1.532,1.0,3.024,0.72247,-9999,-9999,10.911078869,1.0,87.1933779762,1.0,-9999,-9999,11.2394940476,1.0,22.5010863095,1.0,5.99913690476,1.0,304.639308036,1.0,395.271,0.999256,0.044,0.378,1.529,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.877,35.063,45.473,0.884673,1.0,1.0,-1.7897,1.0,4.03393,0.999256,2.90654,0.254779,-7.00726,0.999256,-5.04889,0.627874,0.757956,0.891369,0.0173958,0.755282,0.758569,0.767056,0.953125,0.971726,0.941964,0.780557,0.795884,0.831405,0.84642,0.146721,0.0423325,0.0662147,0.0966722,0.964442,0.937979,0.965903,0.984259,0.149109,0.117088,0.149109,0.156026,1.01037,1.0
200603,0.12,1.0,259.178,93.175,0.990591,279.274,1.0,0.975,1.0,95.427,1.0,2.858,1.0,3.052,1.0,0.679548513279,0.738575268817,47.9417137097,1.0,187.282983871,1.0,-9999,-9999,21.2498252688,1.0,37.5796572581,1.0,12.5818010753,1.0,313.703481183,1.0,392.703,1.0,0.964,0.909,1.471,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.657,38.813,46.172,1.0,1.0,1.0,-0.633642,1.0,15.8796,0.999328,21.7737,0.396072,19.4805,1.0,26.7111,0.74523,1.16865,0.977823,0.0178722,1.14086,1.15596,1.166,0.969758,0.987903,0.987231,1.19816,1.14555,1.16745,1.1777,0.00318063,0.0022179,0.0119924,0.0262607,1.16906,1.14831,1.18911,1.2228,0.0335837,0.0277229,0.0345601,0.0409371,1.12652,1.0
200604,7.109,1.0,363.605,142.169,1.0,300.679,1.0,3.003,1.0,95.782,1.0,2.033,1.0,2.799,1.0,0.60629730535,0.772916666667,82.4599652778,1.0,283.801388889,1.0,-9999,-9999,9.67146527778,1.0,62.853625,1.0,11.1946736111,1.0,349.194138889,1.0,389.848,1.0,6.096,5.295,4.239,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.772,35.327,46.142,1.0,1.0,1.0,2.61812,1.0,23.0776,0.998611,28.5963,0.493583,41.4006,1.0,51.3011,0.822717,2.14619,0.929861,0.0247487,2.06146,2.11061,2.12098,0.89375,0.934722,0.961806,2.69159,2.68001,2.76231,2.78269,0.630316,0.594317,0.654675,0.704975,2.66229,2.5059,2.55692,2.75127,0.606989,0.490932,0.549646,0.631777,1.9662,1.0
200605,12.088,1.0,445.374,208.017,0.997984,314.933,1.0,5.237,1.0,95.988,1.0,3.226,1.0,3.192,1.0,0.667069032014,0.79435483871,122.872143817,1.0,407.018387097,1.0,-9999,-9999,13.9539180108,1.0,75.47625,1.0,26.2655645161,1.0,374.003360215,1.0,386.401,1.0,9.863,8.955,7.564,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.958,33.748,45.687,1.0,1.0,1.0,3.1168,1.0,48.2461,0.999328,59.3541,0.761934,46.9212,0.999328,57.7242,0.877189,-2.56883,0.945565,0.0567511,-2.53187,-2.50942,-2.47634,0.958333,0.980511,0.911962,5.25102,5.1574,5.24056,5.38907,7.66301,7.67847,7.7371,7.87259,3.60811,3.91086,4.07672,4.29627,6.50992,6.53882,6.77198,6.85863,2.86831,1.0
