TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201305,22.787,1.0,461.328,276.061,1.0,339.219,0.0,6.339,0.0,101.267,0.0,2.796,0.0,2.253,0.997312,0.331354704102,0.829301075269,144.522408166,0.854166666667,517.671241517,0.853494623656,-9999,-9999,30.9894544444,0.855510752688,58.0582376852,0.855510752688,-9999,-9999,399.954,1.0,18.889,-9999,-9999,-9999,1.0,-9999,-9999,-9999,23.956,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,97.8114,1.0,-9999,-9999,27.1876,1.0,-9999,-9999,-3.31823,0.999328,-9999,-3.31823,-3.25893,-3.16917,0.999328,1.0,1.0,6.90196,6.86783,6.9202,7.01359,10.17,10.1436,10.2004,10.242,6.52694,6.04174,6.51779,6.61537,9.97543,9.81047,9.9687,10.0233,-9999,-9999
201306,27.025,1.0,486.137,320.653,1.0,351.988,0.0,7.724,0.0,101.6,0.0,1.481,0.0,1.899,0.883333,0.251362505155,0.757638888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.074,1.0,21.517,-9999,-9999,-9999,1.0,-9999,-9999,-9999,26.203,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,86.2534,1.0,-9999,-9999,64.0937,1.0,-9999,-9999,-1.29948,1.0,-9999,-1.39012,-1.33721,-1.30192,1.0,1.0,1.0,6.28233,5.98971,6.2532,6.30873,7.63165,7.37497,7.56306,7.62184,6.30397,5.69672,5.92663,6.30397,7.32137,7.11701,7.30469,7.54496,-9999,-9999
201307,30.228,0.823925,473.775,286.194,0.146505,364.72,0.0,8.267,0.0,101.719,0.0,3.157,0.0,2.02,0.770161,0.245560313614,0.676747311828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.269,0.823925,24.492,-9999,-9999,-9999,1.0,-9999,-9999,-9999,29.168,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,104.675,0.802419,-9999,-9999,45.5642,0.81586,-9999,-9999,-0.383096,0.571237,-9999,-0.389775,-0.364872,-0.344929,0.516129,0.610887,0.605511,7.79234,7.47087,7.72238,7.84797,8.13613,7.83384,8.10548,8.19965,8.50779,8.57085,8.83027,9.17782,10.5368,9.50915,10.2371,10.6866,-9999,-9999
201308,32.259,0.932124,426.213,263.791,0.795699,368.296,0.0,8.896,0.0,101.586,0.0,1.667,0.0,2.127,0.823253,0.256054188522,0.686827956989,132.209719707,0.770833333333,447.753350694,0.774193548387,-9999,-9999,38.0708784722,0.774193548387,48.3112734375,0.774193548387,-9999,-9999,381.301,0.932124,25.246,-9999,-9999,-9999,1.0,-9999,-9999,-9999,23.918,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,89.0795,0.926747,-9999,-9999,40.5914,0.932124,-9999,-9999,2.02918,0.874328,-9999,1.73212,2.00071,2.23183,0.886425,0.874328,0.866935,8.65323,8.24441,8.55529,8.66973,6.54633,6.44242,6.49048,6.52598,7.22082,7.14344,7.25517,7.44862,6.27439,6.03902,6.23498,6.33931,-9999,-9999
201309,27.595,1.0,352.858,214.702,1.0,347.084,0.0,6.594,0.0,101.665,0.0,1.811,0.0,2.39,0.999306,0.250820877855,0.847916666667,96.3048534722,1.0,362.956815278,1.0,-9999,-9999,43.6609325483,0.764583333333,41.9467770833,1.0,-9999,-9999,402.763,1.0,22.069,-9999,-9999,-9999,1.0,-9999,-9999,-9999,23.989,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,53.302,1.0,-9999,-9999,40.4005,1.0,-9999,-9999,2.46593,1.0,-9999,2.34954,2.44947,2.58756,1.0,1.0,1.0,6.20692,5.7471,5.91857,6.24088,3.40273,3.3684,3.46436,3.65332,4.35365,4.53199,4.78707,5.21758,3.2104,2.87868,3.03944,3.18324,-9999,-9999
201310,24.706,1.0,267.376,146.725,1.0,342.714,0.0,4.608,0.0,101.994,0.0,3.943,0.0,1.873,0.946237,0.231433270147,0.773521505376,53.3646405727,0.987903225806,216.252115591,1.0,-9999,-9999,13.3900905971,0.921370967742,34.0126680108,1.0,-9999,-9999,374.106,0.998656,18.703,-9999,-9999,-9999,1.0,-9999,-9999,-9999,33.533,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,60.6332,0.998656,-9999,-9999,-0.995848,1.0,-9999,-9999,0.166643,0.991935,-9999,0.149517,0.191605,0.330874,0.998656,0.997312,0.982527,6.34054,5.85631,6.38583,7.0702,6.28918,5.65851,6.23631,6.7533,6.24269,4.80937,5.38591,6.24269,6.16105,6.04926,6.16943,6.52878,-9999,-9999
201311,15.276,0.999306,193.311,80.701,1.0,327.611,0.0,3.538,0.0,101.246,0.0,7.996,0.0,3.088,0.641667,0.302130726357,0.569444444444,16.0345221233,0.997222222222,98.3337461505,0.995833333333,-9999,-9999,8.39242361111,1.0,22.2859430556,1.0,-9999,-9999,379.043,0.999306,14.454,-9999,-9999,-9999,1.0,-9999,-9999,-9999,35.36,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,49.234,0.999306,-9999,-9999,-24.2228,0.999306,-9999,-9999,1.5073,0.992361,-9999,1.39805,1.48338,1.61938,0.999306,0.998611,0.991667,5.038,4.67162,5.01816,5.17696,3.4978,3.28694,3.4978,3.56581,2.40567,2.47194,3.0976,3.90712,2.08043,2.1248,2.33573,2.58519,-9999,-9999
201312,10.344,1.0,157.478,80.808,1.0,301.089,0.0,3.408,0.0,102.275,0.0,4.037,0.0,2.74,0.998656,0.216853735757,0.926075268817,-1.83504265328,0.997983870968,105.794294512,0.998655913978,-9999,-9999,9.48836155914,1.0,24.1067204301,1.0,-9999,-9999,404.862,1.0,9.892,-9999,-9999,-9999,1.0,-9999,-9999,-9999,33.762,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,27.9156,1.0,-9999,-9999,-18.3923,1.0,-9999,-9999,0.383654,0.999328,-9999,0.317276,0.373492,0.438042,0.999328,0.999328,0.999328,2.45706,2.36841,2.42559,2.46499,2.04299,2.02564,2.04299,2.0518,2.13818,2.06655,2.19031,2.27088,1.83962,1.7633,1.81838,1.84083,-9999,-9999
201401,10.732,1.0,174.622,69.641,1.0,320.177,0.0,3.173,0.0,101.408,0.0,5.345,0.0,2.085,0.998656,0.197097946857,0.891801075269,10.8128597451,0.997983870968,103.222733929,0.998655913978,-9999,-9999,7.17795698925,1.0,18.9113662634,1.0,-9999,-9999,405.299,1.0,10.383,-9999,-9999,-9999,1.0,-9999,-9999,-9999,36.538,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,30.2798,1.0,-9999,-9999,-14.4723,1.0,-9999,-9999,-0.201148,1.0,-9999,-0.364393,-0.2083,0.0984574,1.0,1.0,0.999328,2.25195,2.25595,2.27744,2.50062,2.47325,2.43711,2.49952,2.63124,3.12323,2.71335,3.01093,4.035,3.40056,3.40368,3.50016,3.96525,-9999,-9999
201402,11.435,1.0,235.974,106.99,1.0,317.793,0.0,3.573,0.0,101.518,0.0,6.12,0.0,1.709,0.99628,0.184723035842,0.88318452381,36.8885564685,0.998511904762,163.564882836,0.999255952381,-9999,-9999,10.5663683036,1.0,27.0569717262,1.0,-9999,-9999,408.821,1.0,11.472,-9999,-9999,-9999,0.985863,-9999,-9999,-9999,37.035,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,38.4185,1.0,-9999,-9999,-7.30164,1.0,-9999,-9999,-2.24504,0.999256,-9999,-2.27458,-2.24357,-2.22165,0.999256,1.0,0.999256,2.82258,2.82217,2.87069,3.08432,5.10737,5.09121,5.116,5.27494,1.27683,1.42631,1.6241,2.0253,4.72386,4.40579,4.53316,4.63875,-9999,-9999
201403,11.492,0.997984,320.142,170.881,0.998656,310.408,0.0,4.144,0.0,101.452,0.0,3.945,0.0,1.963,0.832661,0.235952735825,0.754032258065,76.2855625052,0.995295698925,264.849686442,0.997983870968,-9999,-9999,15.8051451613,1.0,39.6310356183,1.0,-9999,-9999,397.254,0.997984,11.644,-9999,-9999,-9999,1.0,-9999,-9999,-9999,34.333,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,60.2778,0.997984,-9999,-9999,-0.117429,0.997984,-9999,-9999,-2.25071,0.995968,-9999,-2.31656,-2.25167,-2.17733,0.995968,0.995968,0.995296,4.74807,4.6597,4.74488,4.94122,6.92782,6.92087,6.96169,7.23959,4.64298,3.99962,4.31738,4.80759,6.61295,6.62274,6.86106,7.09368,-9999,-9999
201404,14.22,1.0,402.819,194.845,0.822917,329.684,0.0,4.403,0.0,101.238,0.0,4.089,0.0,1.709,0.986111,0.255296010331,0.897916666667,103.240671714,0.796527777778,321.951214176,0.796527777778,-9999,-9999,18.1282484375,0.797916666667,38.9718665509,0.797916666667,-9999,-9999,402.595,0.998611,14.218,-9999,-9999,-9999,1.0,-9999,-9999,-9999,34.228,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,69.8114,0.972917,-9999,-9999,9.81295,1.0,-9999,-9999,-2.13256,0.920833,-9999,-2.23737,-2.13722,-2.05474,0.930556,0.922222,0.906944,6.22823,6.13908,6.22113,6.28422,8.34402,8.34086,8.3592,8.38155,6.50055,6.17599,6.49908,6.62201,8.29712,8.18986,8.33988,8.37242,-9999,-9999
201405,20.019,0.924059,461.328,281.811,0.96371,334.721,0.0,5.409,0.0,101.495,0.0,3.42,0.0,1.747,0.61828,0.236225101535,0.537634408602,150.58597279,0.932795698925,494.387508346,0.934139784946,-9999,-9999,47.050308908,0.935483870968,59.5021954023,0.935483870968,-9999,-9999,411.538,0.924059,17.951,-9999,-9999,-9999,1.0,-9999,-9999,-9999,29.93,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,66.9383,0.919355,-9999,-9999,66.3732,0.920699,-9999,-9999,1.4068,0.860215,-9999,1.41745,1.45145,1.48044,0.860215,0.862903,0.822581,6.94461,6.95266,6.99615,7.14174,5.54438,5.53791,5.58374,5.63664,5.28442,4.87423,5.28442,5.84366,4.27072,3.49821,3.68223,3.9818,-9999,-9999
201406,29.009,0.902083,486.137,307.494,1.0,355.428,0.0,7.168,0.0,101.568,0.0,3.338,0.0,1.911,0.356944,-9999,-9999,170.528313594,0.997916666667,546.872656609,0.996527777778,-9999,-9999,37.0810326389,1.0,61.2435354167,1.0,-9999,-9999,415.878,0.902083,22.595,-9999,-9999,-9999,1.0,-9999,-9999,-9999,28.862,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,66.6216,0.89375,-9999,-9999,75.8449,0.899306,-9999,-9999,1.38058,0.857639,-9999,1.31321,1.33024,1.38963,0.856944,0.852083,0.852083,6.67558,6.67558,6.81367,6.98776,5.44988,5.36494,5.44791,5.67365,7.69762,5.96502,7.37342,8.38751,5.49022,4.75667,5.25763,5.73356,-9999,-9999
201407,30.153,1.0,473.775,289.103,1.0,360.148,0.0,7.312,0.0,101.437,0.0,2.79,0.0967742,2.318,0.99664,0.271380653784,0.846102150538,168.517380867,0.997983870968,533.852307667,0.998655913978,-9999,-9999,32.727844086,1.0,55.9883857527,1.0,-9999,-9999,406.976,0.997984,23.687,-9999,-9999,-9999,1.0,-9999,-9999,-9999,27.319,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,85.8657,0.997984,-9999,-9999,55.8091,1.0,-9999,-9999,0.365743,0.997984,-9999,0.365743,0.389853,0.427419,0.997984,0.997984,0.997984,8.25382,7.9871,8.08472,8.41114,7.61078,7.61282,7.69689,7.95689,7.18168,6.64186,7.22777,7.4057,6.79548,6.80659,7.17252,7.26752,-9999,-9999
201408,30.809,1.0,426.213,286.78,0.862903,361.696,0.0,7.657,0.0,101.515,0.0,0.602,0.0,2.059,0.997984,0.242743222722,0.800403225806,169.162853733,0.834005376344,558.802593677,0.834005376344,-9999,-9999,34.1467323718,0.834677419355,55.1097580128,0.834677419355,-9999,-9999,404.954,1.0,23.411,-9999,-9999,-9999,1.0,-9999,-9999,-9999,27.484,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,97.5955,0.983199,-9999,-9999,46.6251,0.995296,-9999,-9999,-1.64638,0.909274,-9999,-2.00687,-1.64966,-1.5095,0.903898,0.909274,0.918011,5.76702,5.43349,5.71294,5.89639,7.38916,7.23057,7.38399,7.66544,6.3939,5.94628,6.54356,6.71442,7.79277,7.44174,7.79277,7.92225,-9999,-9999
201409,28.924,0.999306,352.858,215.412,1.0,355.725,0.0,5.142,0.0,101.589,0.0,4.805,0.0,2.19,0.759722,0.269686877683,0.565277777778,109.274718508,0.995833333333,364.021531603,0.977777777778,-9999,-9999,27.6236340278,1.0,41.6895763889,1.0,-9999,-9999,380.02,0.998611,21.642,-9999,-9999,-9999,1.0,-9999,-9999,-9999,32.71,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,89.1315,0.998611,-9999,-9999,18.2944,0.999306,-9999,-9999,0.013637,0.997222,-9999,-0.157751,0.013637,0.143617,0.983333,0.997222,0.998611,6.74408,6.61297,6.74408,7.17527,6.72859,6.72859,6.82108,7.03807,5.45399,4.27438,5.45399,6.29555,6.75683,6.27699,6.80536,7.11609,-9999,-9999
201410,24.218,1.0,267.376,166.173,1.0,338.864,0.0,4.78,0.0,101.796,0.0,1.607,0.0,2.431,0.99664,0.303749360453,0.698252688172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.416,1.0,18.707,-9999,-9999,-9999,1.0,-9999,-9999,-9999,24.846,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,53.9855,1.0,-9999,-9999,21.1357,1.0,-9999,-9999,3.6189,1.0,-9999,3.30107,3.38158,3.48008,1.0,1.0,1.0,9.58794,9.02171,9.2232,9.57966,6.04185,5.72034,5.87141,6.01882,3.79934,3.62758,4.07331,5.64041,4.58053,4.4515,4.61159,5.22309,-9999,-9999
201411,21.654,1.0,193.311,99.899,1.0,328.979,0.0,3.945,0.0,101.635,0.0,4.491,0.509028,2.342,0.999306,0.258199723923,0.872916666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,363.26,0.999306,15.262,-9999,-9999,-9999,1.0,-9999,-9999,-9999,29.693,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,39.7425,0.999306,-9999,-9999,-6.43994,1.0,-9999,-9999,2.55153,0.975,-9999,2.44177,2.51792,2.60094,0.984028,0.995833,0.972222,5.80319,5.62876,5.7576,5.80983,3.16755,3.16755,3.20344,3.22523,5.88374,4.16164,5.62992,5.88374,3.73831,3.01053,3.57434,3.76452,-9999,-9999
201412,17.471,1.0,157.478,82.044,1.0,305.213,0.0,3.356,0.0,101.684,0.0,3.268,0.0,2.656,0.998656,0.251993376294,0.899865591398,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,403.241,0.999328,11.633,-9999,-9999,-9999,1.0,-9999,-9999,-9999,36.073,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,1.0,37.7652,0.999328,-9999,-9999,-23.191,1.0,-9999,-9999,1.21367,0.993952,-9999,1.08139,1.19149,1.242,0.999328,0.995968,0.993952,3.49781,3.4698,3.50058,3.51966,2.28301,2.23238,2.30779,2.41256,2.89753,2.69978,2.86553,3.04622,2.46897,2.2704,2.31087,2.36531,-9999,-9999
