TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200506,21.758,1.0,486.172,326.081,1.0,348.318,0.172222,12.23,1.0,97.14,0.999306,2.173,1.0,2.573,1.0,0.44483543358,0.729166666667,188.845007314,0.999305555556,620.82466875,1.0,219.231381575,0.999305555556,-9999,-9999,-9999,-9999,377.931,1.0,19.33,0.998611,3.09019,0.172222,51.5924,1.0,74.9404,0.484937,75.6851,0.996528,109.936,0.729188,-0.531043,0.925694,0.031444,-0.518949,-0.50014,-0.451911,0.942361,0.970139,0.941667,4.93609,4.64905,4.74389,4.86354,5.4615,5.07938,5.15172,5.35784,4.80262,4.50362,4.71588,4.91232,5.36604,5.09689,5.20878,5.31584,-9999,-9999
200507,22.752,1.0,472.228,318.604,1.0,351.781,1.0,14.164,1.0,98.056,0.997312,0.245,1.0,2.942,1.0,0.495453682105,0.770161290323,183.402106855,1.0,605.612230511,1.0,194.068922043,1.0,34.6327582398,0.997311827957,434.366469437,0.998655913978,374.164,0.997312,21.464,1.0,4.71556,1.0,36.2694,0.99664,52.683,0.432927,86.7364,0.995968,125.989,0.634789,0.206423,0.919355,0.0243917,0.129719,0.155397,0.209472,0.969086,0.952285,0.93414,3.27826,3.27943,3.30266,3.35892,3.12286,3.08723,3.11646,3.23418,3.35375,3.15441,3.31624,3.35375,3.19558,3.09063,3.20511,3.22213,-9999,-9999
200508,21.697,1.0,418.692,274.31,1.0,341.516,1.0,14.477,1.0,98.74,1.0,0.465,1.0,3.313,1.0,0.56679580267,0.736559139785,152.956414951,0.998655913978,528.366391801,1.0,158.932435221,0.998655913978,30.8931942702,0.997983870968,427.446888441,1.0,380.878,1.0,20.776,1.0,2.81663,1.0,21.3576,0.999328,31.5705,0.364889,80.4345,0.999328,118.897,0.681014,0.816188,0.969758,0.0194723,0.774654,0.783119,0.815796,0.987903,0.978495,0.959005,2.46639,2.29106,2.46593,2.49774,1.68134,1.51593,1.66828,1.68194,3.35658,3.04124,3.11056,3.33081,2.33056,2.01247,2.12583,2.30357,-9999,-9999
200509,18.334,1.0,338.266,194.117,1.0,343.371,1.0,7.446,1.0,98.979,0.998611,7.207,1.0,2.251,1.0,0.398249711277,0.610416666667,95.0436818351,0.996527777778,366.873714997,0.998611111111,143.344430556,1.0,21.022950458,0.998611111111,406.891283333,1.0,393.81,0.997222,18.204,1.0,-1.50483,1.0,29.4583,0.996528,44.6319,0.345059,35.579,0.995833,53.9053,0.61975,1.084,0.909028,0.0245768,0.831159,0.915251,1.15136,0.934028,0.934722,0.913194,4.03981,3.72351,4.03981,4.26808,3.11925,2.90081,3.04618,3.10878,5.37375,4.75116,4.9632,5.3244,4.1645,3.53683,3.79361,4.02361,-9999,-9999
200510,14.721,1.0,247.317,79.585,1.0,356.309,1.0,2.321,1.0,99.342,1.0,6.445,1.0,2.579,1.0,0.397595098025,0.710349462366,33.8833206397,0.997311827957,153.251243989,0.997983870968,87.6050927419,1.0,9.24717069892,1.0,387.051358871,1.0,431.623,0.982527,15.612,1.0,-1.62551,1.0,14.7624,1.0,22.3663,0.277355,0.861783,1.0,1.30568,0.486212,1.86612,0.961022,0.026126,1.79083,1.8217,1.92713,0.971774,0.969086,0.954973,4.24049,4.22329,4.23056,4.25108,2.42689,2.31038,2.41492,2.43168,4.44941,4.18747,4.36371,4.45073,2.77646,2.54517,2.61364,2.72239,-9999,-9999
200511,8.49,1.0,170.678,87.248,1.0,289.333,1.0,2.916,1.0,99.145,1.0,2.24,1.0,2.454,1.0,0.384829247699,0.615277777778,15.2717939312,0.998611111111,162.014894444,1.0,74.4983201389,1.0,12.6642347222,1.0,352.134581944,1.0,402.274,0.997917,10.564,1.0,-8.47645,1.0,18.0879,0.997917,30.4974,0.326998,-10.5201,0.998611,-17.7376,0.665561,0.479942,0.952083,0.0258436,0.389568,0.426491,0.533655,0.970833,0.963889,0.936806,2.51413,2.50312,2.51181,2.54643,2.10705,2.04028,2.10144,2.11088,2.26532,2.15616,2.24374,2.30464,2.16844,2.08053,2.15542,2.17021,-9999,-9999
200512,3.226,1.0,134.342,70.049,1.0,255.114,1.0,2.548,1.0,99.288,1.0,0.168,1.0,2.431,1.0,0.343872385649,0.655913978495,-1.45060328014,0.999327956989,133.955383065,1.0,75.0504751344,1.0,12.1063004032,1.0,325.925099462,1.0,392.558,0.992608,5.291,1.0,-7.62934,1.0,7.76109,0.992608,12.5487,0.133805,-9.24347,0.989247,-14.9456,0.621408,-0.0779619,0.915995,0.0136807,-0.0560726,-0.0343567,-0.0158482,0.880376,0.870968,0.866263,1.13331,1.15833,1.18598,1.22577,1.20958,1.20562,1.2235,1.24566,1.22841,1.14967,1.31179,1.46008,1.45051,1.31538,1.37514,1.4047,-9999,-9999
200601,4.563,1.0,151.521,62.065,1.0,285.444,1.0,2.072,1.0,99.572,1.0,8.426,1.0,2.499,0.778898,0.31616539895,0.73252688172,3.44467540323,1.0,126.427114247,1.0,51.1985438571,0.995295698925,9.97586424731,1.0,333.321336022,1.0,393.922,0.99664,4.692,1.0,-4.2254,1.0,7.69268,0.99664,8.59345,0.129576,-7.5696,0.993952,-8.45596,0.557457,-0.374919,0.911962,0.0210052,-0.386187,-0.368546,-0.362727,0.841398,0.913306,0.922043,1.04912,1.01105,1.02334,1.05182,1.41185,1.38349,1.39731,1.46244,0.780694,0.767917,0.834362,0.968864,1.3913,1.38295,1.42015,1.47466,-9999,-9999
200602,5.158,1.0,214.212,123.454,1.0,260.6,1.0,3.087,1.0,98.906,1.0,0.35,1.0,2.234,0.960565,0.334751997261,0.744047619048,30.2563936012,1.0,250.244560268,1.0,89.7722816652,1.0,17.2761912202,1.0,335.476636161,1.0,394.11,0.99628,4.919,1.0,-2.76041,1.0,13.548,0.99628,15.1344,0.205115,15.9003,0.994048,17.7621,0.761636,-0.915405,0.910714,0.0206367,-0.987537,-0.934648,-0.903687,0.962798,0.919643,0.905506,1.00094,0.944849,0.995575,1.04036,1.94396,1.90653,1.92922,1.94396,1.08693,1.00101,1.08321,1.10718,2.01813,1.97578,2.00264,2.04025,-9999,-9999
200603,8.335,1.0,302.595,142.999,1.0,295.9,1.0,3.35,1.0,98.779,1.0,1.323,1.0,2.831,0.997312,0.468566774671,0.940860215054,65.2035998848,0.995967741935,292.354267524,0.996639784946,122.407617103,1.0,17.0603393817,1.0,353.456211694,1.0,406.735,0.998656,7.543,1.0,0.789686,1.0,20.8259,0.999328,36.2665,0.290798,17.7204,0.997984,30.8586,0.778275,-0.917616,0.995968,0.0261925,-0.950623,-0.931739,-0.857349,0.995968,0.995968,0.932796,1.56121,1.53441,1.55025,1.56256,2.49903,2.40757,2.49199,2.50116,1.26612,1.1525,1.20773,1.24955,2.33446,2.08538,2.3212,2.34082,-9999,-9999
200604,13.274,1.0,392.115,231.58,1.0,300.321,1.0,6.803,1.0,98.722,0.853472,0.553,1.0,2.711,0.936111,0.462132061198,0.886111111111,125.997855595,0.997916666667,474.705159722,1.0,158.602092087,0.998611111111,25.6417333333,0.998611111111,379.200300694,1.0,395.322,0.999306,11.966,1.0,2.49649,1.0,33.1336,0.998611,47.595,0.378783,52.9749,0.997222,76.0962,0.785614,-1.34664,0.986806,0.0359472,-1.44642,-1.40529,-1.29472,0.994444,0.991667,0.977778,1.88441,1.83649,1.86711,1.87975,3.29457,3.128,3.28095,3.31158,2.23647,1.70723,1.91763,2.10606,3.54306,3.2034,3.40908,3.54075,-9999,-9999
200605,16.349,1.0,457.58,264.972,1.0,319.544,1.0,8.664,1.0,98.512,0.0,0.587,1.0,2.617,0.985887,0.449198771285,0.889784946237,152.819511368,0.999327956989,552.137803091,1.0,193.49478257,0.999327956989,32.524752069,0.987231182796,396.959022177,1.0,388.859,0.999328,15.1,1.0,3.04185,1.0,37.3947,0.998656,52.0568,0.410668,70.5253,0.998656,98.1777,0.702164,-1.1313,0.90793,0.0325612,-1.14753,-1.11849,-1.07753,0.921371,0.96371,0.872312,3.32434,3.31149,3.33592,3.4149,4.47187,4.44879,4.45959,4.48954,3.56243,3.45453,3.56243,3.58406,4.70676,4.5554,4.64414,4.70372,-9999,-9999
200606,20.909,1.0,486.172,312.208,1.0,335.846,1.0,13.614,1.0,98.593,0.0,0.047,1.0,2.343,1.0,0.361253128007,0.926388888889,181.192758821,0.999305555556,645.477241667,1.0,168.769355492,0.985416666667,42.1697470745,0.988888888889,423.046567361,1.0,394.238,1.0,18.658,1.0,5.29644,1.0,35.1606,1.0,47.1864,0.470966,95.8578,1.0,128.643,0.656268,-1.56641,0.853472,0.0290664,-1.65415,-1.59794,-1.4914,0.871528,0.858333,0.831944,2.42332,2.43151,2.47224,2.52542,4.0345,4.00732,4.05159,4.09314,2.96312,2.63165,2.89209,3.14033,4.5831,4.28588,4.42715,4.58753,-9999,-9999
200607,25.94,1.0,472.228,285.37,1.0,372.979,1.0,17.368,1.0,98.67,0.993952,0.329,1.0,2.632,1.0,0.369737938771,0.724462365591,165.689466365,0.996639784946,579.597449573,0.997983870968,213.775674637,0.997983870968,38.5490887851,0.996639784946,453.001296103,0.996639784946,386.723,0.99664,23.039,1.0,5.4556,1.0,23.9597,0.994624,32.6735,0.538684,93.848,0.993952,127.979,0.630417,0.185532,0.869624,0.0214076,0.17365,0.185532,0.20712,0.844758,0.869624,0.894489,1.38639,1.28368,1.35813,1.39108,1.17698,1.11003,1.17376,1.18603,1.46889,1.21787,1.32044,1.46183,1.15584,1.12,1.19724,1.27188,-9999,-9999
200608,20.686,1.0,418.692,247.633,1.0,338.238,1.0,12.436,1.0,98.35,0.998656,0.819,1.0,3.656,1.0,0.592133504973,0.66935483871,126.913928471,0.998655913978,487.091593414,1.0,168.868495968,1.0,35.3212043011,1.0,421.916017473,1.0,381.817,0.994624,20.715,1.0,0.732021,1.0,21.6176,0.992608,28.3384,0.37736,75.0659,0.991935,98.4033,0.618358,0.02874,0.976478,0.0230877,0.00202072,0.0123202,0.0198981,0.979839,0.977823,0.980511,1.95146,1.95178,1.96607,1.98295,1.94489,1.94179,1.95375,1.97803,2.16388,1.92875,2.15043,2.17885,2.33988,1.99109,2.31105,2.33988,-9999,-9999
200609,19.072,1.0,338.266,160.321,1.0,355.817,1.0,6.592,1.0,98.505,1.0,6.64,1.0,2.79,1.0,0.406448929218,0.747916666667,82.0431791667,1.0,317.840970833,1.0,127.774243056,1.0,22.2664756944,1.0,411.126708333,1.0,401.254,0.997222,18.716,1.0,-0.101724,1.0,26.3277,0.995139,38.6554,0.470602,29.4154,0.993056,43.1889,0.780473,1.49907,0.900694,0.0346713,1.36234,1.44631,1.56463,0.943056,0.920833,0.816667,4.09094,4.04518,4.19301,4.59468,2.64138,2.65516,2.74051,3.02893,4.06801,3.50396,3.69906,4.05894,2.66334,2.76307,2.84033,3.08314,-9999,-9999
200610,15.987,1.0,247.317,103.835,1.0,345.484,1.0,3.555,1.0,98.572,1.0,4.206,1.0,2.567,1.0,-9999,-9999,42.6588205645,1.0,202.688290995,1.0,99.989749328,1.0,14.1690772849,1.0,391.750663306,1.0,398.48,0.966398,15.971,1.0,-1.75553,1.0,27.5709,0.96371,48.394,0.415796,-0.996444,0.958333,-1.74901,0.582233,0.520418,0.789651,0.0395955,0.461704,0.509751,0.675694,0.813172,0.836022,0.772849,4.56532,4.53529,4.54651,4.56532,4.11059,3.87179,4.02648,4.08578,5.36479,3.91354,4.81207,5.19716,4.81763,4.0108,4.66709,4.87954,-9999,-9999
200611,11.77,1.0,170.678,80.64,1.0,316.038,1.0,3.093,1.0,98.945,0.999306,1.167,1.0,2.91,1.0,0.356369727308,0.688888888889,13.7306057367,0.998611111111,153.838845833,1.0,66.8263944444,1.0,12.4145490839,0.999305555556,369.143783333,1.0,399.811,1.0,12.647,1.0,-4.08482,1.0,25.982,1.0,42.0097,0.404849,-14.4999,0.999306,-23.4446,0.657317,-0.00674853,0.972917,0.027945,-0.0300197,-0.0134861,0.0522845,0.972917,0.977083,0.961806,2.74074,2.7293,2.74767,2.76555,2.76818,2.71326,2.75897,2.78076,2.8689,2.69332,2.85699,2.90758,2.90222,2.76194,2.90356,2.92957,-9999,-9999
200612,6.448,1.0,134.341,63.118,1.0,283.404,1.0,2.081,1.0,99.395,1.0,0.806,1.0,2.008,1.0,0.264082050795,0.836693548387,-7.07017533173,0.999327956989,117.424992608,1.0,57.3735947581,1.0,11.2174885753,1.0,341.191184812,1.0,397.231,0.999328,8.115,1.0,-7.06413,1.0,13.5518,0.999328,21.9117,0.346074,-12.0823,0.997984,-19.5357,0.731717,-0.100569,0.942204,0.0241613,-0.206888,-0.169596,-0.100569,0.977823,0.975806,0.942204,1.97149,1.91651,1.95142,1.97115,2.14265,2.03466,2.10505,2.14265,1.48202,1.27173,1.48202,1.75169,2.10243,2.0636,2.2052,2.29216,-9999,-9999
200701,8.009,1.0,151.521,74.927,1.0,285.802,1.0,3.237,1.0,99.182,1.0,0.755,1.0,2.774,0.81922,0.489377314393,0.756720430108,-3.35414926173,0.996639784946,140.788360887,1.0,61.1146586022,1.0,12.5288776882,1.0,349.463535618,1.0,388.033,1.0,8.127,1.0,-3.9418,1.0,19.8361,1.0,26.6828,0.31015,-15.4112,0.999328,-20.7306,0.749381,-0.730855,0.955645,0.0252166,-0.730855,-0.712995,-0.652115,0.955645,0.973118,0.924059,1.66418,1.65777,1.66238,1.71783,2.37041,2.36755,2.38002,2.38879,1.53956,1.53438,1.58465,1.75127,2.3968,2.32589,2.34679,2.40082,-9999,-9999
200702,8.063,1.0,214.212,93.833,1.0,297.544,1.0,2.704,1.0,98.37,1.0,2.05,1.0,2.558,1.0,0.409092324247,0.933035714286,26.674074943,0.999255952381,177.797592262,1.0,86.3111800595,1.0,13.2718125,1.0,350.202609375,1.0,380.089,1.0,7.608,1.0,-1.55187,1.0,18.3513,1.0,26.872,0.345043,-12.1422,0.998512,-17.78,0.964131,-1.16149,0.96503,0.0258307,-1.1488,-1.1396,-1.07835,0.964286,0.978423,0.950149,1.60716,1.60683,1.61567,1.6444,2.77374,2.74223,2.75529,2.76333,2.40429,1.6609,2.07434,2.24729,2.87486,2.78416,2.9938,3.03706,-9999,-9999
200703,9.637,1.0,302.595,168.134,1.0,282.545,1.0,5.284,1.0,98.429,0.995296,0.135,1.0,3.251,0.995296,0.568464675831,0.934811827957,67.4820650881,0.997311827957,316.052884409,1.0,145.967898522,1.0,22.0207533602,1.0,358.817993952,1.0,386.468,1.0,9.65,1.0,-1.2514,1.0,34.6906,1.0,50.7977,0.396437,13.2669,1.0,19.4268,0.809866,-2.39618,0.971774,0.0314762,-2.41256,-2.40517,-2.35911,0.974462,0.974462,0.968414,1.92201,1.91888,1.92387,1.92766,4.33397,4.26508,4.33082,4.33594,2.19419,2.08392,2.1641,2.1754,4.52576,4.16398,4.48613,4.49884,-9999,-9999
200704,14.739,1.0,392.115,214.066,1.0,319.998,1.0,5.923,1.0,98.529,0.999306,2.167,1.0,1.99,0.966667,0.287027024677,0.761805555556,121.08947289,0.996527777778,413.655856944,1.0,179.839248611,1.0,24.7609090278,0.998611111111,386.627554861,1.0,391.726,0.999306,13.029,1.0,3.33267,1.0,56.9407,0.999306,68.3251,0.677289,41.6752,0.999306,50.0074,0.627982,-1.99286,0.91875,0.0302565,-2.09432,-2.00688,-1.95333,0.945139,0.927083,0.822222,3.62106,3.53068,3.54523,3.6192,5.61676,5.49837,5.61577,5.63409,2.49608,2.45417,2.52947,2.6339,4.92092,4.93001,5.01663,5.08961,-9999,-9999
200705,16.32,1.0,457.58,238.587,1.0,333.587,1.0,7.186,1.0,98.161,0.999328,3.297,1.0,3.003,1.0,0.574664029961,0.790322580645,145.242477851,0.998655913978,475.410506815,0.928091397849,192.383285842,0.928091397849,29.1450954301,1.0,396.1849375,1.0,392.194,0.999328,15.311,1.0,1.90554,1.0,72.5815,1.0,93.5506,0.739695,38.9301,0.999328,50.1772,0.722029,-1.32755,0.954973,0.0345771,-1.39374,-1.34793,-1.28103,0.967742,0.960349,0.932796,4.61545,4.56238,4.63991,4.72082,5.97287,5.95223,5.97105,6.00382,4.85957,4.71682,4.79475,4.87414,6.09202,6.11674,6.18356,6.20926,-9999,-9999
200706,19.405,1.0,486.172,272.285,1.0,345.945,1.0,8.196,1.0,98.218,1.0,2.673,1.0,2.392,0.935417,0.468558036912,0.634027777778,169.719724394,0.998611111111,537.931086111,1.0,217.166580556,1.0,33.769375,1.0,412.800223611,1.0,398.596,0.997222,17.808,1.0,3.66428,1.0,74.3541,0.997222,108.789,0.678005,39.5713,0.995139,57.8973,0.597063,-2.45566,0.934722,0.0437685,-2.64404,-2.50927,-2.39695,0.947917,0.944444,0.820833,5.46891,5.26994,5.45457,5.48573,7.98081,7.84397,7.95836,7.98306,5.0677,4.99905,5.12491,5.31443,7.72785,7.66575,7.71467,7.83801,-9999,-9999
200707,21.206,1.0,472.228,293.645,1.0,343.6,1.0,12.068,1.0,98.294,1.0,0.232,1.0,2.819,1.0,0.527700114649,0.837365591398,174.674480511,1.0,587.120792339,1.0,180.029224462,1.0,37.1269233871,1.0,424.224418011,1.0,382.651,1.0,19.699,1.0,2.92468,1.0,61.9864,0.999328,79.5206,0.652648,71.9173,0.997312,92.2607,0.65766,-1.8129,0.97043,0.0340178,-1.84618,-1.82215,-1.80317,0.979167,0.971774,0.938844,3.663,3.60667,3.68245,3.73176,5.50104,5.45623,5.50102,5.53698,4.25276,4.01074,4.13657,4.25851,5.6526,5.58361,5.6526,5.79072,-9999,-9999
200708,21.042,1.0,418.692,227.909,1.0,352.068,1.0,11.602,1.0,98.293,1.0,0.413,1.0,2.647,0.999328,0.492716845702,0.822580645161,124.87709736,0.997983870968,451.458594086,1.0,183.916022177,1.0,29.3266854839,1.0,423.72580578,1.0,378.805,1.0,20.01,1.0,1.23293,1.0,27.7011,1.0,36.3546,0.434031,67.2268,0.997984,88.2274,0.644933,-0.30304,0.945565,0.0261334,-0.341113,-0.334566,-0.308504,0.950269,0.950941,0.946909,2.70998,2.67042,2.70871,2.75795,3.0439,3.01913,3.04913,3.08684,2.72049,2.61562,2.68979,2.77528,3.05437,2.97859,3.0246,3.08179,-9999,-9999
200709,18.007,1.0,338.266,208.149,1.0,324.517,1.0,9.994,1.0,98.636,1.0,2.407,1.0,2.428,0.974306,0.416337522823,0.726388888889,96.6410687943,0.997222222222,406.744309028,1.0,121.905752083,1.0,28.3379673611,1.0,405.248410417,1.0,392.127,1.0,18.125,1.0,-0.829034,1.0,26.5139,0.999306,31.3928,0.476681,56.9058,0.997222,67.3773,0.633994,0.382901,0.945833,0.0328136,0.280574,0.388747,0.419024,0.979167,0.858333,0.956944,2.97572,2.818,2.96973,2.97887,2.55474,2.47345,2.55161,2.57827,2.77093,2.77093,2.83915,2.9275,2.66888,2.5388,2.64555,2.67454,-9999,-9999
200710,13.518,1.0,247.317,121.559,1.0,317.727,1.0,4.443,1.0,98.773,1.0,2.961,1.0,2.009,0.992608,0.347167924504,0.678091397849,42.6856112589,0.998655913978,236.298254032,1.0,91.0591814516,1.0,17.1783615591,1.0,377.884985215,1.0,403.839,1.0,14.019,1.0,-3.51369,1.0,36.7563,1.0,47.6048,0.48739,-0.73283,0.995968,-0.949123,0.580451,0.20257,0.918011,0.0342887,-0.0131789,0.0566286,0.170235,0.776882,0.948253,0.839382,3.64551,3.59985,3.63997,3.6519,3.56896,3.4315,3.56261,3.65127,3.61721,3.36919,3.55765,3.61336,3.8246,3.64969,3.76838,3.79832,-9999,-9999
200711,8.433,1.0,170.678,100.684,0.999306,271.403,1.0,4.113,1.0,98.637,1.0,1.18,1.0,2.985,0.952083,0.509101247002,0.715972222222,3.06511377069,0.999305555556,187.044134722,1.0,58.1049034722,1.0,16.9882597222,1.0,351.013739583,1.0,395.9,0.993056,9.446,1.0,-4.50685,1.0,26.5188,0.990972,34.4963,0.377519,-20.9003,0.9875,-27.1876,0.706688,-0.311768,0.972917,0.031137,-0.355274,-0.316555,-0.261074,0.971528,0.972222,0.975,2.44924,2.4295,2.44543,2.47007,2.76181,2.73115,2.75777,2.77755,1.9981,1.99323,2.02913,2.10359,2.72981,2.70957,2.75567,2.85564,-9999,-9999
200712,6.056,1.0,134.341,79.628,1.0,266.045,1.0,3.239,1.0,99.114,1.0,0.594,1.0,2.615,1.0,0.412554461044,0.89247311828,-9.65190118108,0.999327956989,150.70934543,1.0,54.2915557796,1.0,14.9142600806,1.0,339.042614919,1.0,402.166,1.0,6.915,1.0,-4.71935,1.0,21.8329,1.0,28.4007,0.382635,-17.8934,0.998656,-23.2761,0.68509,-0.401548,0.965054,0.0255911,-0.420187,-0.400101,-0.340589,0.965054,0.967742,0.952957,1.58187,1.56624,1.57666,1.58554,2.01618,1.90367,1.94344,1.99852,1.08589,1.08589,1.15218,1.20593,1.94814,1.80137,1.85231,1.94814,-9999,-9999
200801,7.708,1.0,151.521,65.471,0.997984,293.19,1.0,3.036,1.0,98.923,1.0,4.581,1.0,2.377,0.966398,0.371038141084,0.859543010753,-1.33878750938,0.996639784946,124.644674887,0.996639784946,52.9864086022,1.0,10.8748245968,1.0,347.722332661,1.0,386.917,1.0,7.229,1.0,-1.95475,1.0,21.1948,0.999328,33.3444,0.516862,-20.5279,0.999328,-32.2953,0.845809,-0.425888,0.946237,0.0248982,-0.428215,-0.423355,-0.37981,0.950269,0.951613,0.938844,1.47429,1.46824,1.47286,1.48764,1.90251,1.87458,1.894,1.90598,1.60723,1.32453,1.42394,1.50312,1.93103,1.79942,1.92864,1.9469,-9999,-9999
200802,7.363,1.0,215.645,102.065,1.0,294.303,1.0,2.241,1.0,99.401,1.0,1.828,1.0,1.968,0.936063,0.280340024306,0.811781609195,33.0152036358,0.997126436782,196.620066092,1.0,83.8259346264,1.0,14.6381149425,1.0,346.729418822,1.0,375.329,0.999282,7.089,1.0,-1.4076,1.0,19.4544,0.999282,30.6064,0.353653,3.08489,0.996408,4.85327,0.716105,-1.23646,0.950431,0.0271262,-1.3172,-1.30837,-1.15835,0.967672,0.930316,0.928879,1.46462,1.48276,1.52055,1.56202,2.77838,2.73223,2.79433,2.8334,2.31434,2.22863,2.54893,2.71554,3.46354,2.87329,3.13967,3.24444,-9999,-9999
200803,8.76,1.0,305.701,161.162,1.0,278.474,1.0,4.733,1.0,97.913,1.0,1.181,1.0,3.616,1.0,0.673868724737,0.959677419355,62.6370380634,0.999327956989,306.961770933,0.999327956989,127.069990591,1.0,20.9851908602,1.0,354.631602151,1.0,384.292,1.0,8.656,1.0,-2.1466,1.0,30.708,1.0,57.1274,0.417965,4.31673,1.0,8.03059,0.958535,-1.93601,0.997312,0.0330055,-1.96189,-1.94158,-1.88469,0.998656,0.998656,0.995968,1.69306,1.69568,1.6971,1.71654,3.63465,3.60039,3.63556,3.65699,1.49338,1.30262,1.34258,1.41654,3.46262,3.32639,3.41984,3.46262,-9999,-9999
200804,11.445,1.0,394.738,198.38,1.0,301.672,1.0,5.262,1.0,97.916,1.0,2.96,1.0,3.133,1.0,0.557152431023,0.938194444444,104.792598249,0.997222222222,381.618807639,1.0,142.244840278,1.0,23.3331611111,1.0,369.481958333,1.0,396.898,1.0,10.695,1.0,0.925781,1.0,42.9115,0.998611,64.8543,0.565079,26.9238,0.995833,40.6913,1.03825,-1.87046,0.986806,0.035281,-1.88002,-1.87434,-1.85496,0.990278,0.989583,0.977083,2.34276,2.35091,2.35841,2.43572,4.22034,4.21762,4.2355,4.26904,2.19912,2.1373,2.20376,2.31009,3.98313,3.87438,3.92781,3.95101,-9999,-9999
200805,15.59,1.0,459.152,199.262,1.0,340.088,1.0,5.325,1.0,98.055,1.0,3.819,1.0,2.31,1.0,0.363856716195,0.807795698925,123.577417396,0.997983870968,389.278219772,0.999327956989,199.820155557,0.999327956989,22.9279140214,0.999327956989,391.696414651,1.0,396.598,1.0,14.282,1.0,3.29779,1.0,46.5089,0.998656,68.1582,0.659989,35.7645,0.999328,52.4125,0.884694,-0.518616,0.942204,0.0399894,-0.66242,-0.560467,-0.464556,0.975134,0.943548,0.938844,4.79708,4.70966,4.79708,5.04691,5.33993,5.2384,5.40152,5.44629,4.88182,4.57432,4.69336,4.8698,5.10211,5.22431,5.28264,5.34037,-9999,-9999
200806,20.164,1.0,486.394,286.117,1.0,346.702,1.0,10.404,1.0,98.318,1.0,3.773,1.0,2.51,1.0,0.493832487315,0.770138888889,180.308477231,0.999305555556,577.526250112,0.95,190.585734533,0.950694444444,34.8089534722,1.0,416.880449306,1.0,384.034,1.0,17.861,1.0,5.3846,1.0,83.2069,1.0,116.529,0.724548,41.6732,1.0,58.362,0.843013,-1.22945,0.952778,0.0409028,-1.35636,-1.31164,-1.21652,0.959722,0.957639,0.936111,5.12149,5.11763,5.15864,5.27882,6.44903,6.4645,6.47294,6.49678,6.44865,5.94879,6.4568,6.56534,6.90716,6.32291,6.94086,7.04848,-9999,-9999
200807,22.057,1.0,471.078,299.465,0.997984,346.65,1.0,12.534,1.0,98.317,0.999328,0.4,1.0,2.933,1.0,0.460060960192,0.811827956989,178.754609886,0.998655913978,592.702737615,1.0,183.380973632,1.0,36.9503131988,0.997311827957,428.073961694,1.0,377.184,1.0,20.101,1.0,4.09816,1.0,68.7312,0.998656,92.0,0.646251,62.1703,0.998656,83.2179,0.790234,-1.84134,0.919355,0.0344588,-1.85043,-1.83856,-1.74099,0.921371,0.922715,0.90793,3.79963,3.81314,3.82378,3.89507,5.64777,5.63534,5.6576,5.67446,3.82596,3.84495,3.94146,4.10634,5.6375,5.47553,5.50614,5.64079,-9999,-9999
200808,22.041,1.0,416.415,234.312,0.987231,352.092,1.0,12.379,1.0,98.253,1.0,0.458,1.0,2.777,1.0,0.420852022459,0.752688172043,125.040373642,0.999327956989,474.378979839,1.0,176.790495296,1.0,29.3623293011,1.0,428.673226478,1.0,377.099,1.0,20.412,1.0,2.87807,1.0,34.4037,0.985887,43.2709,0.520564,63.1642,0.988575,79.4441,0.902674,-0.447265,0.950269,0.028776,-0.472415,-0.453248,-0.413457,0.9375,0.956317,0.949597,2.67507,2.64241,2.67314,2.77709,3.12877,3.10742,3.12489,3.14609,2.90472,2.6368,3.02472,3.26795,2.88472,2.68193,2.98069,3.1345,-9999,-9999
