TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200809,17.425,1.0,335.334,191.911,1.0,325.556,1.0,8.5,1.0,98.33,0.996528,0.727,1.0,2.718,1.0,0.40102707645,0.825694444444,86.8800191477,0.995138888889,372.12794375,1.0,149.246258333,1.0,25.8726878398,0.999305555556,401.2711125,1.0,387.238,1.0,17.235,1.0,-1.23653,1.0,22.2543,0.999306,27.6878,0.44061,49.7997,0.997222,61.9585,0.953757,-0.511468,0.923611,0.0275485,-0.557984,-0.522734,-0.469275,0.941667,0.926389,0.765278,1.99625,1.98675,1.99891,2.1968,2.51479,2.5356,2.55394,2.6134,2.02635,2.02771,2.29738,4.41463,3.07441,2.18053,3.07441,3.80276,-9999,-9999
200810,13.671,1.0,244.426,104.968,1.0,328.954,1.0,4.349,1.0,98.598,1.0,1.361,1.0,2.348,1.0,0.338324059029,0.786290322581,35.5370640022,0.995295698925,205.790589076,0.996639784946,99.6307862903,1.0,15.1041135753,1.0,380.797237231,1.0,403.449,1.0,14.249,1.0,-2.69047,1.0,10.8926,0.998656,15.3354,0.299353,17.4475,0.994624,24.5638,0.759214,0.746263,0.890457,0.0197896,0.561881,0.595818,0.72292,0.924731,0.907258,0.874328,2.36732,2.35061,2.37724,2.64304,1.76691,1.76634,1.8003,1.90855,2.79306,2.02772,2.79414,3.33646,1.81341,1.86551,2.08362,2.29726,-9999,-9999
200811,8.926,1.0,168.729,71.741,1.0,295.261,1.0,2.761,1.0,98.268,1.0,10.313,1.0,2.892,1.0,0.452502304043,0.655555555556,-0.707544946809,0.999305555556,139.371005644,0.999305555556,68.7561173611,1.0,12.3309451389,1.0,354.359995833,1.0,397.929,0.992361,9.682,1.0,-6.18587,1.0,16.748,0.992361,23.579,0.305354,-20.4903,0.99375,-28.8477,0.744283,0.189034,0.936806,0.0279266,0.138852,0.188894,0.23053,0.952083,0.948611,0.924306,2.15602,2.12177,2.16824,2.22536,1.9701,1.97252,1.99626,2.01887,2.14296,1.91133,2.11507,2.16802,1.88544,1.81991,1.86621,1.90353,-9999,-9999
200812,4.948,1.0,134.019,54.188,1.0,281.276,1.0,2.232,1.0,98.409,1.0,5.645,1.0,3.207,1.0,0.618333360732,0.536962365591,-11.0081927912,0.997311827957,104.057606855,1.0,50.1742540323,1.0,10.1921639785,1.0,334.742943548,1.0,392.859,1.0,5.628,1.0,-6.21898,1.0,9.26263,0.989247,17.3141,0.200048,-29.8639,0.981183,-55.8228,0.710891,0.0196032,0.986559,0.0181284,-0.0172707,-0.00435301,0.0196032,0.987231,0.987231,0.986559,1.22311,1.21506,1.22674,1.26649,1.23021,1.22565,1.23021,1.23384,1.22167,0.561167,0.780749,1.03343,1.10007,0.895863,0.924985,1.03218,-9999,-9999
200901,4.192,1.0,151.521,70.185,1.0,275.484,1.0,2.161,1.0,98.07,1.0,1.873,1.0,2.308,1.0,0.375129508642,0.930107526882,1.1230940425,0.997311827957,132.097897792,0.999327956989,68.128203629,1.0,11.8548985215,1.0,331.196061828,1.0,368.857,1.0,4.601,1.0,-4.93514,1.0,11.2934,1.0,21.1101,0.301072,-7.68189,1.0,-14.3593,0.748759,-0.491936,0.975134,0.0217486,-0.538938,-0.530003,-0.503158,0.993952,0.965054,0.960349,1.18125,1.16889,1.17928,1.18797,1.71292,1.6654,1.69756,1.72198,0.848957,0.805568,0.882618,1.02304,1.51395,1.48447,1.55573,1.63216,-9999,-9999
200902,6.363,1.0,214.212,113.234,1.0,269.196,1.0,3.606,1.0,98.086,1.0,4.85,1.0,3.072,1.0,0.5493790273,0.953869047619,22.815188244,1.0,213.120263393,1.0,85.6955401786,1.0,16.9927693452,1.0,341.628448661,1.0,396.423,1.0,5.692,1.0,-2.06169,1.0,19.2829,1.0,26.5221,0.327813,-1.19619,1.0,-1.64526,0.959074,-1.01733,0.987351,0.0298544,-1.01942,-0.993928,-0.990499,0.979167,0.987351,0.993304,1.54741,1.5477,1.55036,1.58494,2.53737,2.53905,2.54285,2.61297,1.40211,1.09124,1.36638,1.40934,2.32838,2.30674,2.34981,2.38276,-9999,-9999
200903,10.049,1.0,302.595,181.293,1.0,276.609,1.0,6.226,1.0,98.188,1.0,1.852,1.0,2.765,0.999328,0.503560504594,0.909274193548,71.9150247835,0.997983870968,338.350158157,0.997311827957,117.859439516,1.0,24.2567486559,1.0,359.97719086,1.0,395.574,1.0,8.659,1.0,-0.173932,1.0,45.8255,0.999328,56.736,0.486248,12.9842,0.999328,16.0756,0.851487,-2.1825,0.983871,0.0295148,-2.18509,-2.17832,-2.14939,0.991263,0.992608,0.983871,2.03844,2.03777,2.04939,2.05923,4.22364,4.19398,4.22503,4.24333,1.88207,1.93116,2.0113,2.37593,4.04313,3.99714,4.05613,4.26268,-9999,-9999
200904,12.112,1.0,392.115,176.352,1.0,318.643,1.0,4.078,1.0,98.03,0.998611,6.207,1.0,2.525,0.804167,0.445146115356,0.684027777778,98.4615689909,0.995138888889,348.407933601,0.946527777778,172.078845377,0.947222222222,20.6883020833,1.0,372.513865972,1.0,400.559,0.997222,11.213,1.0,1.56355,1.0,37.6829,0.995139,59.2987,0.508705,25.309,0.993056,39.8268,0.811288,-1.75032,0.945833,0.0397612,-1.75032,-1.71461,-1.70041,0.945833,0.976389,0.974306,3.14959,3.13672,3.17182,3.21468,4.92923,4.84214,4.89404,4.95536,2.56997,2.49951,2.60305,2.71081,4.39363,4.25995,4.33968,4.45804,-9999,-9999
200905,17.468,1.0,457.58,245.618,1.0,331.534,1.0,7.709,1.0,98.494,0.999328,1.31,1.0,2.441,0.924731,0.45372832535,0.709677419355,141.814768486,0.997311827957,486.531032573,0.999327956989,202.838002688,1.0,31.0492237903,1.0,401.412307796,1.0,404.021,1.0,15.512,1.0,4.34557,1.0,58.2029,0.998656,76.7736,0.721455,46.7434,0.997984,61.6577,0.824055,-0.809586,0.961694,0.0409464,-0.820782,-0.788735,-0.750141,0.961694,0.964382,0.975806,4.89412,4.88763,4.91535,5.02439,5.66876,5.65035,5.68855,5.79719,5.02135,5.02135,5.81789,6.5829,6.1861,5.55216,5.69116,6.55645,-9999,-9999
200906,21.189,0.977778,486.172,299.162,0.977778,344.309,0.977778,12.454,0.977778,98.195,0.976389,0.962,0.977083,2.267,0.898611,0.428011535001,0.663888888889,181.02091309,0.965972222222,592.156159039,0.965277777778,197.702198765,0.965972222222,39.224832187,0.965972222222,421.054543822,0.966666666667,399.241,0.974306,18.596,0.977778,3.22565,0.978472,80.2622,0.972917,104.552,0.761394,56.1342,0.972917,73.1221,0.935241,-1.83692,0.903472,0.0402673,-1.93235,-1.88788,-1.72856,0.914583,0.9125,0.882639,4.83344,4.68854,4.73436,4.78528,6.78377,6.38017,6.61481,6.65209,5.30716,5.2959,5.41087,5.99548,6.97821,6.26172,6.51796,7.23255,-9999,-9999
200907,22.831,0.799731,472.228,300.102,0.801075,354.123,0.799731,13.347,0.799731,98.381,0.790995,1.166,0.791667,2.59,0.784946,0.511548405503,0.688172043011,181.856390367,0.790994623656,606.047734423,0.791666666667,197.261660192,0.791666666667,39.7968853846,0.791666666667,431.182640321,0.791666666667,392.998,0.801075,20.917,0.798387,2.11619,0.799731,53.5484,0.797715,70.5752,0.638241,84.6664,0.800403,111.588,0.828574,-1.72465,0.768145,0.0369098,-1.73587,-1.71796,-1.70385,0.790995,0.790995,0.789651,3.41027,3.39975,3.41027,3.43669,5.12398,5.10922,5.12235,5.14756,3.54879,3.50787,3.65739,3.7625,4.53856,4.58573,4.62995,4.70172,-9999,-9999
200908,24.296,0.790995,418.692,263.272,0.789651,358.623,0.790995,16.174,0.790995,98.375,0.787634,0.4,0.787634,2.208,0.922715,0.36203032564,0.629704301075,150.124859837,0.772849462366,554.93462934,0.774193548387,174.195158854,0.774193548387,36.1527282986,0.774193548387,444.556104167,0.774193548387,397.828,0.790323,22.253,0.790995,2.85084,0.790995,25.056,0.788978,33.1172,0.47279,76.8431,0.788978,101.565,0.763328,0.292944,0.637769,0.0240391,0.302959,0.392637,0.515683,0.637097,0.656586,0.712366,2.17087,2.15598,2.32766,2.35861,1.81067,1.83349,1.8548,1.87949,2.36806,1.99325,2.1485,2.40805,1.57253,1.44552,1.55748,1.68123,-9999,-9999
200909,19.358,0.872222,338.266,198.106,0.876389,332.148,0.872222,9.935,0.872222,98.506,0.848611,0.823,0.848611,2.004,0.946528,0.322832935196,0.685416666667,94.3875056903,0.818055555556,410.134674862,0.818055555556,157.999663822,0.820138888889,29.4395799425,0.820138888889,414.025215776,0.820138888889,391.398,0.870833,18.82,0.871528,-0.332298,0.871528,22.1532,0.871528,25.8835,0.397023,55.0475,0.869444,64.3167,0.789297,0.566014,0.807639,0.0270112,0.466963,0.504695,0.533813,0.794444,0.797222,0.813194,2.31749,2.32188,2.33152,2.34601,1.79792,1.79666,1.83521,1.84829,2.05344,2.39932,2.8312,3.07299,2.48398,1.87032,2.28857,2.359,-9999,-9999
200910,14.823,1.0,247.317,135.045,0.995296,312.25,1.0,6.105,1.0,98.384,1.0,3.632,1.0,2.437,0.984543,0.426483368068,0.886424731183,39.6278101121,0.999327956989,265.511791495,0.999327956989,96.7075349462,1.0,20.6929569892,1.0,385.638837366,1.0,388.473,0.999328,14.866,1.0,-2.61874,1.0,20.6055,0.999328,36.1117,0.360059,3.68459,0.999328,6.45732,0.767416,-0.210943,0.964382,0.0306241,-0.275001,-0.243522,-0.145924,0.975806,0.967742,0.952957,2.95045,2.93676,2.95102,2.98082,3.21167,3.11096,3.17864,3.21176,2.44958,2.23742,2.39966,2.66486,2.84276,2.69129,2.82957,2.93924,-9999,-9999
200911,11.184,1.0,170.678,72.064,1.0,315.78,1.0,2.739,1.0,98.162,1.0,0.373,1.0,2.492,0.999306,0.463631148651,0.743055555556,6.74986315166,0.993055555556,137.208872252,0.998611111111,83.1797347222,1.0,11.5902694444,1.0,366.404473611,1.0,382.665,0.999306,11.774,1.0,-2.85538,1.0,9.60837,0.999306,16.8389,0.346367,-15.6819,0.999306,-27.4829,0.750398,-0.320228,0.984028,0.0341013,-0.369823,-0.356531,-0.340188,0.99375,0.988889,0.990278,2.3618,2.34681,2.35908,2.37319,2.70199,2.684,2.72277,2.73767,1.8206,1.51176,1.76672,1.93296,2.39499,2.35423,2.46524,2.50837,-9999,-9999
200912,5.98,1.0,134.342,55.123,1.0,285.397,1.0,2.148,1.0,97.668,1.0,1.058,1.0,2.337,0.844758,0.420833922475,0.76747311828,-11.4045204749,0.997983870968,103.932232527,1.0,54.0814616935,1.0,10.2837473118,1.0,340.053858871,1.0,393.414,0.995968,7.418,1.0,-4.20802,1.0,6.44943,0.995968,12.0555,0.243946,-16.8925,0.995968,-31.5762,0.707774,-0.0774964,0.981855,0.0290438,-0.0721665,-0.0582318,-0.0371958,0.986559,0.973118,0.989247,1.80625,1.81494,1.83218,1.84164,1.87432,1.86053,1.87432,1.90873,0.947036,1.04777,1.10221,1.44927,1.37373,1.37373,1.43678,1.45277,-9999,-9999
201001,3.07,1.0,151.521,62.632,1.0,277.835,1.0,1.858,1.0,98.048,1.0,4.284,1.0,2.474,0.999328,0.428854839568,0.999327956989,2.66872231755,0.998655913978,-9999,-9999,60.3423306452,1.0,10.2880920699,1.0,326.336766129,1.0,383.291,1.0,4.443,1.0,-4.27597,1.0,4.86744,1.0,7.8966,0.232035,-3.9227,1.0,-6.36392,0.833776,-0.210712,0.989247,0.0232974,-0.204728,-0.200305,-0.188925,0.988575,0.993952,0.987903,1.29844,1.29565,1.30386,1.31755,1.49546,1.49408,1.50223,1.51095,1.30942,1.25725,1.33955,1.4104,1.55346,1.51068,1.56392,1.60736,-9999,-9999
201002,4.983,1.0,214.212,99.199,1.0,278.563,1.0,2.171,1.0,97.397,1.0,5.957,1.0,2.986,1.0,0.515994352679,1.0,25.3125254886,0.997023809524,-9999,-9999,84.8357581845,1.0,14.653327381,1.0,335.850936012,1.0,384.985,1.0,4.907,1.0,-1.33779,1.0,7.72374,0.999256,12.0456,0.305646,1.95916,1.0,3.05542,0.89238,-0.490474,0.990327,0.0255696,-0.476696,-0.463605,-0.453135,0.99256,0.994048,0.99628,1.44005,1.43626,1.44193,1.44665,1.91363,1.89413,1.90621,1.91702,1.51178,1.3693,1.41409,1.49603,2.01056,1.9917,2.01489,2.04331,-9999,-9999
201003,7.615,1.0,302.595,156.187,1.0,287.051,1.0,3.075,1.0,98.383,0.998656,3.206,1.0,2.66,0.844758,0.440529926667,0.801075268817,70.0500090567,0.994623655914,-9999,-9999,127.168431013,0.998655913978,20.0027744509,0.999327956989,349.295433797,0.999327956989,379.943,0.759409,7.108,1.0,0.276406,1.0,28.6842,0.757392,44.7346,0.419736,19.5057,0.768817,30.4202,0.79165,-1.43363,0.704973,0.0301404,-1.46782,-1.43549,-1.41175,0.743952,0.74664,0.741935,1.72115,1.71357,1.72403,1.72584,3.19625,3.11965,3.18483,3.19365,1.85055,1.67677,1.7792,1.85862,3.16984,3.19925,3.2677,3.50304,-9999,-9999
201004,12.891,1.0,392.115,214.855,1.0,304.708,1.0,5.919,1.0,98.379,1.0,1.333,1.0,2.031,0.996528,0.299349216393,0.996527777778,117.857755556,0.998611111111,-9999,-9999,171.20024375,1.0,24.1076694444,1.0,375.880134028,1.0,381.705,1.0,11.237,1.0,2.67531,1.0,43.6192,1.0,57.757,0.489397,43.9321,1.0,58.1713,0.761934,-1.95814,0.936111,0.0331332,-1.93602,-1.89971,-1.86144,0.981944,0.971528,0.864583,3.09629,3.00418,3.05554,3.08997,5.0002,4.87055,4.92915,4.98148,2.74693,2.76626,2.81781,3.07664,4.90815,4.81452,4.85395,4.93635,-9999,-9999
201005,14.788,1.0,457.58,241.658,1.0,324.437,1.0,6.619,1.0,98.005,0.999328,2.445,1.0,2.837,0.867608,0.570165921474,0.838709677419,145.456336115,0.992607526882,-9999,-9999,203.338223318,0.999327956989,27.447127202,0.999327956989,387.974598118,1.0,383.794,0.995296,13.74,1.0,2.72076,1.0,44.1253,0.995296,68.1458,0.461754,51.5685,0.995296,79.641,0.7693,-1.35314,0.992608,0.0351723,-1.36607,-1.35261,-1.32439,0.99328,0.99328,0.988575,3.85656,3.79851,3.81406,3.82662,5.20067,5.10589,5.16569,5.18966,4.12501,4.07433,4.12895,4.15798,5.19596,5.16585,5.22351,5.23989,-9999,-9999
201006,19.326,1.0,486.172,251.129,0.95,346.34,0.948611,8.644,1.0,98.052,0.944444,1.304,1.0,2.552,1.0,0.43852828869,0.933333333333,149.491023189,0.928472222222,-9999,-9999,183.297052083,0.933333333333,29.8556577381,0.933333333333,410.060979911,0.933333333333,383.892,0.948611,17.397,1.0,3.18985,0.948611,51.6043,0.948611,78.6798,0.460634,43.2028,0.947917,65.8702,0.641708,-0.50132,0.927083,0.0354963,-0.58598,-0.523831,-0.478978,0.927778,0.927083,0.927083,5.07559,4.9917,5.01727,5.12405,5.62751,5.56433,5.60506,5.61991,5.0414,5.02676,5.06607,5.22451,5.71027,5.69938,5.73327,5.86544,-9999,-9999
201007,24.105,1.0,472.228,295.08,0.798387,360.143,0.794355,14.73,1.0,98.353,0.789651,0.216,1.0,2.56,0.849462,0.456641983589,0.728494623656,172.779002604,0.774193548387,-9999,-9999,205.072552083,0.774193548387,34.7159678819,0.774193548387,441.202375868,0.774193548387,377.715,0.768145,21.885,1.0,3.82414,0.794355,33.8598,0.766801,48.0058,0.408455,82.575,0.770833,117.073,0.704063,-0.791779,0.724462,0.0272661,-0.848655,-0.806148,-0.791779,0.740591,0.716398,0.724462,3.27456,3.15485,3.24851,3.27704,4.06756,4.00641,4.04844,4.08465,4.72756,3.07543,4.4664,4.75898,4.98884,3.83105,4.92393,5.12633,-9999,-9999
201008,22.849,1.0,418.692,273.311,1.0,346.93,1.0,14.583,1.0,98.253,1.0,0.284,1.0,2.78,0.998656,0.503565508608,0.998655913978,149.094874328,0.997311827957,-9999,-9999,192.95408003,0.999327956989,33.8204972689,0.999327956989,434.506199597,1.0,380.08,1.0,21.572,1.0,2.03774,1.0,17.845,1.0,23.7769,0.342616,93.3346,1.0,124.36,0.723697,0.32271,0.977151,0.0201689,0.305285,0.317628,0.343869,0.987231,0.978495,0.97043,1.92193,1.89981,1.90544,1.91588,1.60637,1.54886,1.58329,1.60479,1.65409,1.58173,1.63755,1.6678,1.42572,1.36883,1.41913,1.44289,-9999,-9999
201009,17.911,1.0,338.266,192.607,1.0,329.159,1.0,8.549,1.0,98.223,1.0,1.747,1.0,2.323,0.978472,0.379312540591,0.978472222222,89.9836858606,0.996527777778,-9999,-9999,158.833114583,1.0,25.1647770833,1.0,403.77095625,1.0,383.309,0.999306,17.679,1.0,-0.971051,1.0,24.861,0.998611,31.4582,0.427619,48.0708,0.999306,60.827,0.727114,0.247877,0.955556,0.0312585,0.200739,0.21829,0.384612,0.971528,0.95625,0.910417,2.99168,2.99293,3.0214,3.05858,2.78485,2.62794,2.75898,2.83657,2.57676,2.26954,2.48964,2.57922,2.82486,2.49549,2.78592,2.81477,-9999,-9999
201010,12.67,1.0,247.317,114.431,1.0,317.345,1.0,3.562,1.0,98.043,1.0,4.161,1.0,2.979,1.0,0.477615732527,1.0,38.892507873,0.997311827957,-9999,-9999,91.0507782258,1.0,15.9597096774,1.0,374.848340054,1.0,388.646,1.0,13.284,1.0,-2.14952,1.0,17.6595,1.0,30.2568,0.334074,7.14218,1.0,12.237,0.771942,0.0346168,0.982527,0.0300432,0.0241648,0.0342851,0.0559145,0.989247,0.987231,0.981855,2.89411,2.8878,2.8949,2.90714,2.86187,2.8524,2.8619,2.86825,2.536,2.57318,2.61573,2.64978,2.78882,2.75277,2.76864,2.77721,-9999,-9999
201011,9.026,1.0,170.678,77.263,1.0,299.537,1.0,2.89,1.0,97.631,1.0,2.387,1.0,2.845,1.0,0.515073798611,1.0,6.98248817967,0.996527777778,-9999,-9999,72.8226111111,1.0,11.8085645833,1.0,355.829167361,1.0,395.394,1.0,9.986,1.0,-3.37593,1.0,11.5029,0.999306,19.7084,0.306682,-15.9058,1.0,-27.2522,0.813313,-0.0146876,0.990278,0.0305638,-0.00354437,0.00584227,0.0152046,0.990278,0.988889,0.991667,2.47527,2.44682,2.4607,2.46518,2.46405,2.44317,2.4542,2.46555,2.87894,2.86404,2.92666,3.19358,2.78107,2.67664,2.70516,2.83036,-9999,-9999
201012,4.647,1.0,134.341,52.625,0.995296,282.611,0.993952,2.078,1.0,97.963,0.979839,3.2,1.0,2.903,0.38172,-9999,-9999,-8.61607033792,0.977822580645,-9999,-9999,47.9376706091,0.979166666667,9.46818732501,0.979838709677,333.59388353,0.979838709677,385.306,0.650538,5.501,1.0,-3.48788,0.995968,5.18445,0.650538,4.89358,0.185227,-9.70068,0.650538,-9.15644,0.736054,0.357001,0.618952,0.0207273,0.341718,0.348511,0.383401,0.635081,0.618952,0.618952,1.76591,1.74207,1.75765,1.80149,1.41977,1.36333,1.40053,1.41977,1.56523,1.46219,1.5032,1.58746,1.4979,1.4979,1.6008,1.76277,-9999,-9999
201101,5.341,1.0,151.521,69.891,1.0,274.384,0.999328,2.034,1.0,98.621,0.960349,1.4,1.0,2.017,0.991263,0.308749525414,0.848790322581,-2.44560833833,0.891801075269,130.203146225,0.998655913978,55.1776228448,0.935483870968,11.8002441048,0.891801075269,335.430057278,0.891801075269,384.292,1.0,5.511,0.999328,-2.3904,1.0,5.51766,0.999328,5.2081,0.152468,-6.17684,0.997984,-5.83029,0.692962,-0.0822145,0.954301,0.0175491,-0.169445,-0.152216,-0.099604,0.978495,0.971774,0.870968,1.37094,1.33419,1.35336,1.36147,1.52596,1.43563,1.50553,1.5263,1.09411,1.00872,1.0406,1.08259,1.42649,1.43758,1.46252,1.50237,-9999,-9999
201102,7.638,1.0,214.212,112.974,1.0,279.49,1.0,3.085,1.0,98.497,1.0,1.086,1.0,2.468,0.999256,0.460743703434,0.928571428571,27.9173624819,0.969494047619,208.837986639,0.999255952381,88.5020334821,1.0,16.0712175433,0.973214285714,348.030122951,0.973214285714,393.296,1.0,6.638,1.0,0.112538,1.0,12.9822,1.0,20.2465,0.29426,-2.28096,1.0,-3.55728,0.758838,-1.09039,0.966518,0.0256739,-1.12091,-1.10781,-0.980063,0.987351,0.989583,0.96131,1.69246,1.64337,1.69454,1.7329,2.81194,2.6884,2.74906,2.81194,1.66226,1.64872,1.67351,1.72738,2.86116,2.67621,2.83528,2.85764,-9999,-9999
201103,9.106,1.0,302.595,140.887,1.0,294.864,1.0,3.134,1.0,98.691,1.0,7.51,1.0,2.532,1.0,0.42234394907,0.913306451613,63.6126902478,0.963709677419,260.848557167,0.999327956989,122.493846102,1.0,17.2993573227,0.96438172043,355.871490395,0.96438172043,407.871,1.0,8.486,1.0,0.753113,1.0,16.572,1.0,25.7702,0.321459,14.0209,0.999328,21.8031,0.741629,-1.42297,0.941532,0.028308,-1.50497,-1.47815,-1.41772,0.946237,0.944892,0.946237,2.15166,2.06828,2.1474,2.15232,3.6342,3.56662,3.57687,3.59599,2.2966,2.11547,2.27659,2.32471,3.74611,3.57018,3.62589,3.71249,-9999,-9999
201104,14.662,1.0,392.115,233.744,1.0,307.094,1.0,6.983,1.0,98.352,1.0,1.093,1.0,2.409,0.998611,0.39422088856,0.852777777778,127.70604018,0.996527777778,442.541716888,0.999305555556,165.958552083,1.0,26.5313405592,0.997916666667,385.250588285,0.997916666667,400.141,1.0,13.069,1.0,2.7636,1.0,33.4731,1.0,52.0521,0.409025,47.2959,0.998611,73.5471,0.637785,-1.58075,0.9625,0.0288477,-1.65269,-1.64092,-1.60719,0.970139,0.957639,0.959028,3.23473,3.10092,3.24201,3.34098,4.87186,4.75386,4.86755,4.94818,2.40503,2.41695,2.47219,2.97079,4.42831,4.38068,4.42831,4.66136,-9999,-9999
201105,17.833,1.0,457.58,284.079,1.0,324.47,1.0,9.477,1.0,98.475,0.999328,0.355,1.0,2.319,0.852823,0.449608974823,0.645161290323,165.836646734,0.997983870968,541.512763069,0.998655913978,197.760278898,0.999327956989,34.9121120453,0.998655913978,406.328788693,0.998655913978,393.217,0.998656,15.998,1.0,3.12188,1.0,48.9205,0.997984,69.1936,0.539023,66.2927,0.995296,93.765,0.733192,-1.48893,0.909946,0.0366541,-1.56811,-1.54758,-1.5088,0.951613,0.964382,0.87164,4.09319,4.05982,4.09256,4.116,5.6463,5.60205,5.63325,5.65555,3.7337,3.72266,3.79966,4.54813,5.36449,5.26237,5.30491,5.76489,-9999,-9999
201106,19.245,1.0,486.172,269.559,1.0,344.688,1.0,9.648,1.0,98.372,1.0,2.18,1.0,2.459,0.802778,0.524437829247,0.631944444444,165.41312961,0.997916666667,509.834702852,0.93125,218.271904762,0.933333333333,32.9543986111,1.0,414.552242863,0.999305555556,404.222,0.999306,17.732,1.0,3.09647,1.0,58.285,0.997917,84.143,0.573425,54.9863,0.996528,79.3808,0.695666,-2.21868,0.977778,0.0437801,-2.24781,-2.22822,-2.16845,0.994444,0.995139,0.896528,4.19608,4.16968,4.19388,4.19907,6.47794,6.37519,6.42033,6.44675,4.52928,4.40472,4.44059,4.51503,6.61216,6.63797,6.67628,6.71732,-9999,-9999
201107,21.084,1.0,472.228,283.283,1.0,345.801,0.993952,12.627,1.0,97.823,0.997984,1.703,1.0,2.667,0.460349,-9999,-9999,165.348917719,0.997311827957,609.830757023,0.869623655914,210.094096606,0.941532258065,35.4932062003,0.998655913978,424.141338799,0.933467741935,394.128,0.921371,19.846,1.0,2.57325,1.0,37.2937,0.915995,53.2257,0.452952,77.2915,0.91129,110.31,0.719647,-1.24353,0.794355,0.0373273,-1.36727,-1.35072,-1.25281,0.832661,0.827957,0.760081,3.03943,2.77901,3.04671,3.113,4.38355,4.14431,4.36517,4.3963,2.67,2.67,2.83064,2.89184,4.00633,3.92632,4.02674,4.12666,-9999,-9999
201108,22.381,1.0,418.692,244.762,0.998656,355.628,0.998656,11.98,1.0,98.111,0.99664,0.884,1.0,1.888,0.0577957,-9999,-9999,133.823388176,0.99126344086,511.671707669,0.943548387097,170.962903708,0.959005376344,30.6372610049,0.996639784946,430.544311608,0.96438172043,391.368,0.358199,20.573,1.0,2.95682,1.0,43.2027,0.357527,57.4146,0.459702,62.5134,0.325941,83.0778,0.827803,-0.632527,0.15121,0.0621042,-1.00858,-0.935873,-0.582607,0.189516,0.186156,0.141129,4.11057,4.02983,4.05028,4.12535,5.04692,4.70258,4.83256,5.01995,5.40783,5.45766,5.73212,8.35741,5.45935,5.25776,5.4246,6.8942,-9999,-9999
201109,20.59,1.0,338.266,194.485,1.0,343.088,1.0,9.375,1.0,98.468,1.0,1.293,1.0,1.995,0.828472,0.326850197175,0.697916666667,91.7615830038,0.995138888889,380.157049675,0.999305555556,139.281736806,1.0,25.3115188091,0.998611111111,417.965954684,0.998611111111,385.758,0.944444,19.174,0.995833,0.815862,1.0,34.3685,0.942361,42.298,0.407814,39.4877,0.94375,48.5983,0.676892,-0.456851,0.822917,0.0268462,-0.551011,-0.469436,-0.383544,0.868056,0.858333,0.763194,3.15615,3.07504,3.15615,3.28592,3.63065,3.62014,3.63065,3.64702,2.87486,2.68665,2.87486,3.05674,3.97146,3.63872,3.77408,3.84697,-9999,-9999
201110,15.708,1.0,247.317,128.955,1.0,330.506,1.0,7.219,1.0,98.758,1.0,4.897,1.0,2.435,1.0,0.396342829642,0.899865591398,41.1550226341,0.988575268817,249.52114559,0.998655913978,89.6166451613,1.0,19.0278571304,0.994623655914,397.260140834,0.987903225806,394.78,1.0,15.828,1.0,-1.26653,1.0,11.7748,0.997984,14.4603,0.289487,23.8631,0.998656,29.3055,0.794937,0.593025,0.973118,0.0242008,0.530205,0.564611,0.656882,0.979839,0.979839,0.963038,2.05257,2.02205,2.05291,2.13953,1.49249,1.47158,1.48862,1.49375,1.15494,1.16745,1.19616,1.45094,1.24494,1.22063,1.24327,1.26868,-9999,-9999
