TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201110,9.197,1.0,224.929,90.875,1.0,324.723,1.0,2.046,0.0,97.565,0.902554,2.681,0.999328,0.993,0.900538,0.115488023716,0.823252688172,40.7759827328,0.998655913978,184.78701325,0.999327956989,-9999,-9999,346.791408602,1.0,457.635,1.0,12.96,13.077,12.782,13.059,13.388,13.344,13.755,14.069,15.036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.403,44.904,42.245,-9999,1.0,1.0,1.0,-9999,-5.80699,3.0,28.5729,1.0,35.5329,-9999,9.18428,1.0,11.4215,-9999,1.33809,1.0,-9999,1.15689,1.3007,1.3244,1.0,1.0,1.0,7.05274,6.87718,7.06125,7.0917,5.75203,5.70865,5.75569,5.78112,5.83116,5.76677,6.11265,6.96508,5.5002,5.5002,5.63756,6.00315,-9999,-9999
201111,4.117,1.0,146.146,40.895,1.0,310.492,1.0,1.692,0.0,97.565,0.85625,0.145,0.999306,0.82,0.856944,0.0992390542646,0.770138888889,9.034953125,1.0,86.0719828918,0.999305555556,7.39959274194,0.654861111111,324.523779167,1.0,476.409,0.998611,8.722,8.784,8.569,8.87,9.22,9.274,9.84,10.314,12.063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.262,43.973,41.559,-9999,1.0,1.0,1.0,-9999,-6.55094,3.0,7.75072,0.998611,9.02896,-9999,5.41741,0.998611,6.31085,-9999,0.100219,0.998611,-9999,-0.0517345,0.0829073,0.102916,0.998611,0.998611,0.998611,3.8179,3.53389,3.83402,3.89519,3.71826,3.59022,3.72547,3.79436,3.83042,3.6276,3.71428,3.86769,3.99038,3.99038,4.01146,4.03245,-9999,-9999
201112,3.222,1.0,109.701,28.756,1.0,310.251,1.0,0.502,0.0,97.288,0.995968,5.327,1.0,1.402,0.993952,0.14977105123,0.86626344086,4.55571253536,0.995295698925,59.8614272849,1.0,5.23752016129,1.0,316.212657258,1.0,452.881,1.0,5.742,5.797,5.618,5.88,6.197,6.244,6.787,7.231,9.297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.867,46.716,43.135,-9999,1.0,1.0,1.0,-9999,-4.32259,3.0,12.8157,0.997984,14.9293,-9999,-11.8545,1.0,-13.8095,-9999,1.72998,0.997312,-9999,1.5836,1.70774,1.72657,0.998656,0.997312,0.997984,3.58673,3.45276,3.52756,3.54852,1.87739,1.81937,1.85149,1.88501,4.11384,3.51825,3.95122,4.15755,2.51574,2.47265,2.51561,2.5571,-9999,-9999
201201,2.22,1.0,126.711,38.308,1.0,298.744,1.0,0.35,0.0,97.707,0.991935,2.931,1.0,1.609,0.99328,0.158360683986,0.872983870968,5.24970349892,0.995967741935,75.911501828,1.0,6.62030913978,1.0,312.257650538,1.0,461.335,1.0,3.87,5.094,3.549,3.889,4.196,4.243,4.757,5.132,7.096,1.0,0.372312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.104,47.251,45.433,-9999,1.0,1.0,1.0,-9999,-3.99001,3.0,14.6654,1.0,15.9987,-9999,-10.1446,1.0,-11.0669,-9999,1.06144,0.999328,-9999,1.07339,1.0914,1.10842,0.999328,0.999328,0.999328,2.87244,2.81351,2.85065,2.87417,1.78104,1.74012,1.76824,1.77302,2.38411,2.23028,2.44426,2.57275,1.46401,1.47428,1.49726,1.56449,-9999,-9999
201202,-3.438,0.823994,191.715,90.383,0.828305,256.585,0.823994,0.501,0.0,97.973,0.996408,0.545,0.786638,1.317,0.99569,0.140954436819,0.823994252874,16.2954220268,0.787356321839,183.935457561,0.787356321839,31.7448851421,0.787356321839,287.141092379,0.788074712644,447.058,0.997845,0.919,5.073,0.458,0.872,1.214,1.377,2.074,2.63,5.127,0.823994,0.0,0.823994,0.823994,0.823994,0.823994,0.823994,0.823994,0.823994,57.57,46.761,42.987,-9999,0.823994,0.823994,0.823994,-9999,-3.90741,3.0,13.9381,0.956897,18.6737,-9999,14.1071,0.996408,18.9002,-9999,0.908907,0.891523,-9999,0.91287,1.02169,1.0821,0.889368,0.90158,0.884339,0.604363,0.539912,0.571278,0.67089,-0.476226,-0.450414,-0.399472,-0.34875,1.20038,0.947259,1.05604,1.10224,0.118956,0.162664,0.195665,0.244333,-9999,-9999
201203,6.059,1.0,285.933,172.96,1.0,279.677,1.0,2.339,0.0,97.979,0.997312,1.058,1.0,0.843,0.997984,0.116799901028,0.823924731183,72.2508809912,0.998655913978,342.202112169,0.998655913978,33.1008043068,0.999327956989,335.016769718,0.999327956989,469.022,1.0,6.541,5.089,6.311,6.353,6.508,6.207,6.107,5.809,6.029,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.263,45.944,41.977,-9999,1.0,1.0,1.0,-9999,1.0036,3.0,27.5332,1.0,36.888,-9999,25.7139,1.0,34.4506,-9999,3.25795,1.0,-9999,2.50829,2.65217,3.53913,1.0,1.0,1.0,3.51809,3.30804,3.49789,4.64563,0.925587,0.504469,0.831773,1.12446,2.42336,1.97081,2.25869,2.6354,0.955495,0.567236,0.671566,0.971559,-9999,-9999
201204,8.742,1.0,382.206,160.142,0.9875,314.621,1.0,2.965,0.0,96.101,0.983333,3.253,0.999306,1.438,0.982639,0.166931643032,0.809722222222,85.3514892854,0.996527777778,313.533910293,0.998611111111,29.8595220154,0.999305555556,350.712075272,0.998611111111,449.345,1.0,10.337,5.116,10.249,10.18,10.333,9.968,9.737,9.283,8.669,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.508,45.719,42.303,-9999,1.0,1.0,1.0,-9999,1.86351,3.0,38.5972,0.999306,52.094,-9999,23.2026,1.0,31.3162,-9999,4.00749,0.996528,-9999,4.01741,4.05224,4.09712,0.996528,0.996528,0.996528,7.33062,7.29982,7.35916,7.48334,3.29656,3.27315,3.31004,3.39707,4.00269,3.71505,4.14319,4.43916,2.04695,1.73387,1.89797,1.98293,-9999,-9999
201205,14.289,1.0,454.182,246.741,1.0,332.855,1.0,4.936,0.0,97.022,0.997312,3.22,1.0,1.267,0.995968,0.175014311372,0.852150537634,139.824657056,1.0,494.499079969,0.999327956989,50.6702889785,1.0,375.958469758,1.0,454.505,1.0,14.673,5.116,14.521,14.373,14.48,13.982,13.524,12.828,11.308,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.435,43.832,41.855,-9999,1.0,1.0,1.0,-9999,2.26741,3.0,62.4499,1.0,88.2809,-9999,34.8581,1.0,49.2763,-9999,3.07962,1.0,-9999,3.1926,3.26604,3.29927,1.0,1.0,1.0,8.93076,8.8877,9.06636,9.16628,5.71673,5.68234,5.8008,5.87348,6.80666,6.54737,6.8623,7.17881,4.75659,4.46596,4.55388,4.75659,-9999,-9999
201206,17.939,1.0,485.489,230.452,0.990972,365.754,1.0,5.038,0.0,96.988,1.0,6.106,0.998611,1.079,1.0,0.153538890147,0.86875,133.709347067,0.999305555556,482.801299394,0.999305555556,45.4744580378,0.999305555556,403.708015381,0.999305555556,453.785,1.0,19.225,5.116,19.463,19.069,19.162,18.516,17.807,16.907,14.542,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.555,42.164,44.345,-9999,1.0,1.0,1.0,-9999,4.29916,3.0,72.056,1.0,102.032,-9999,19.2425,1.0,27.2476,-9999,-0.660924,1.0,-9999,-1.06508,-0.741434,-0.3929,1.0,1.0,1.0,8.05772,7.91915,9.48988,10.0819,9.04535,8.98423,10.2062,10.5058,9.39728,9.08746,9.76316,10.3477,11.1333,10.704,11.139,11.3751,-9999,-9999
201207,18.117,1.0,468.202,222.209,1.0,363.041,1.0,5.029,0.0,97.158,0.997984,4.66,1.0,1.066,0.998656,0.150993804515,0.899865591398,127.959665726,1.0,465.216860594,0.997983870968,42.7190927419,1.0,400.785201613,1.0,446.206,1.0,20.238,3.593,20.414,20.117,20.29,19.792,19.375,18.777,16.878,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.817,43.681,43.766,-9999,1.0,1.0,1.0,-9999,0.966351,3.0,71.5158,1.0,103.659,-9999,16.0983,1.0,23.3339,-9999,-1.89573,1.0,-9999,-2.06559,-1.84302,-1.4483,1.0,1.0,1.0,10.6802,9.71795,10.4204,11.2691,12.4055,11.7479,12.2634,12.7012,8.62799,8.62799,8.99837,9.40196,11.8954,12.0229,12.2145,12.3682,-9999,-9999
201208,19.328,1.0,406.834,234.39,1.0,361.388,1.0,6.06,0.0,97.271,0.837366,2.502,1.0,0.906,0.987231,0.13819661757,0.895161290323,129.146294624,1.0,486.557619912,0.997311827957,45.4757526882,1.0,407.274446465,0.999327956989,456.675,1.0,20.812,3.398,20.867,20.683,20.881,20.426,20.104,19.602,17.912,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.106,43.811,41.685,-9999,1.0,1.0,1.0,-9999,0.190793,3.0,97.9871,1.0,107.699,-9999,19.3392,1.0,21.256,-9999,2.00093,1.0,-9999,0.817929,1.50827,2.00093,1.0,1.0,1.0,9.94733,9.14766,10.2999,11.7919,8.67915,8.32973,8.8072,9.93317,8.01903,7.63627,8.2227,8.58583,8.65809,8.56196,8.91364,9.16333,-9999,-9999
201209,13.942,1.0,318.209,140.592,1.0,344.873,1.0,3.545,0.0,97.166,0.997917,2.335,0.999306,0.901,0.997222,0.126317558967,0.918055555556,68.9677304861,1.0,285.168274794,0.999305555556,26.1339166667,1.0,376.908414583,1.0,455.462,1.0,17.271,3.405,17.242,17.198,17.446,17.198,17.302,17.286,17.179,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.585,45.406,44.492,-9999,1.0,1.0,1.0,-9999,-1.58508,3.0,66.7599,0.999306,60.0939,-9999,11.6101,1.0,10.4508,-9999,-0.717367,0.999306,-9999,-0.953759,-0.822375,-0.53473,0.999306,0.999306,0.999306,5.74345,5.6845,5.88188,7.14317,6.56583,6.56583,6.65791,7.68167,7.11285,6.59587,7.04447,7.33367,7.68748,7.73372,7.99105,8.10617,-9999,-9999
201210,9.354,1.0,221.914,84.403,1.0,329.219,1.0,2.328,0.0,96.846,0.994624,2.924,0.998656,0.982,0.992608,0.126756839413,0.906586021505,31.2666466252,0.998655913978,167.333651435,0.999327956989,17.3556054107,0.999327956989,352.027203746,0.998655913978,464.186,1.0,12.943,3.522,13.026,13.035,13.349,13.291,13.719,14.037,15.016,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.062,46.271,45.205,-9999,1.0,1.0,1.0,-9999,-3.69041,3.0,34.1464,0.999328,29.0349,-9999,6.94191,1.0,5.90275,-9999,0.659055,1.0,-9999,0.614505,0.647308,0.690055,1.0,1.0,1.0,4.34877,4.30289,4.3856,4.44531,3.70045,3.64195,3.69645,3.80374,4.69403,4.54058,4.69403,4.8339,4.05358,4.13182,4.17311,4.22488,-9999,-9999
201211,5.471,1.0,144.176,48.788,1.0,318.866,1.0,1.074,0.0,96.9,0.999306,2.028,1.0,0.928,0.999306,0.123139729688,0.890972222222,15.2973437323,0.999305555556,95.8093605903,1.0,8.55997916667,1.0,331.877578531,0.999305555556,456.887,0.999306,8.559,3.722,8.916,8.66,8.953,8.922,9.408,9.822,11.65,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.739,46.576,46.082,-9999,1.0,1.0,1.0,-9999,-3.20939,3.0,17.3025,0.998611,16.1968,-9999,2.42739,1.0,2.27228,-9999,-0.0330164,0.998611,-9999,-0.123214,-0.0251776,0.0265784,0.998611,0.998611,0.998611,3.45188,3.2191,3.47848,3.53985,3.48706,3.34232,3.49338,3.52694,1.62004,1.65625,1.76602,1.96145,2.71827,2.74339,2.78731,2.85687,-9999,-9999
201212,1.344,1.0,109.379,40.781,0.99328,290.709,1.0,0.653,0.0,96.975,0.969086,3.067,1.0,1.143,0.963038,0.141825769942,0.818548387097,0.552950337451,0.999327956989,75.6854127592,0.999327956989,14.0023793182,0.999327956989,305.196372469,0.999327956989,467.935,0.995296,4.417,3.759,4.454,4.583,4.897,4.952,5.577,6.124,8.503,1.0,0.207661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,59.179,47.636,46.952,-9999,1.0,1.0,1.0,-9999,-3.88145,3.0,13.7292,0.993952,8.45557,-9999,-6.57693,0.99328,-4.05061,-9999,-0.117653,0.983199,-9999,-0.13424,-0.110127,-0.0651838,0.991263,0.983199,0.983199,1.58605,1.57039,1.59075,1.74495,1.6962,1.68773,1.69657,1.85846,1.66521,1.2611,1.38932,1.66521,1.54334,1.26209,1.46652,1.52757,-9999,-9999
201301,0.992,0.492608,126.711,43.729,0.986559,291.921,1.0,0.469,0.0,96.812,0.0,2.252,0.998656,0.967,0.997312,0.115817968443,0.864919354839,-9999,-9999,80.1486194951,0.998655913978,-9999,-9999,-9999,-9999,478.081,1.0,3.435,3.434,3.55,3.834,3.833,4.351,4.765,6.821,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,59.461,47.365,45.569,-9999,1.0,1.0,1.0,-9999,-4.02153,3.0,11.8695,0.985887,7.31023,-9999,-1.87258,1.0,-1.15329,-9999,-0.123522,0.983199,-9999,-0.153838,-0.12435,-0.105927,0.983871,0.983199,0.983871,4.30091,4.12615,4.29802,4.32911,4.45475,4.25958,4.43026,4.4599,1.75286,1.38135,1.65583,1.84699,2.03052,1.74054,1.96387,2.04153,-9999,-9999
201302,-1.426,0.144345,190.235,74.526,0.994048,282.042,1.0,0.459,0.144345,96.666,0.0,1.966,1.0,1.31,0.999256,0.131100786334,0.858630952381,-9999,-9999,139.245689308,1.0,-9999,-9999,-9999,-9999,466.709,0.997024,2.72,2.697,2.819,3.091,3.066,3.522,3.833,5.592,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,59.836,47.619,45.533,-9999,1.0,1.0,1.0,-9999,-3.95801,3.0,17.0197,0.994048,22.8024,0.822617,0.537462,0.999256,0.720072,0.362046,-0.638457,0.991815,0.258539,-0.666997,-0.651377,-0.638457,0.991815,0.991815,0.991815,1.9202,1.64029,1.91659,1.91987,2.55485,2.29589,2.55016,2.58152,1.11008,1.00065,1.04975,1.12411,2.08836,2.04381,2.0756,2.14663,-9999,-9999
201303,2.36,1.0,282.631,106.705,1.0,294.728,1.0,1.517,1.0,96.089,0.0,2.218,1.0,1.313,1.0,0.151986433649,0.870967741935,-9999,-9999,209.719706028,0.999327956989,-9999,-9999,-9999,-9999,449.25,0.999328,4.649,4.712,4.646,4.847,4.654,4.803,4.771,5.622,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,58.746,47.159,43.11,-9999,1.0,1.0,1.0,-9999,-4.56054,3.0,30.075,0.991263,40.4426,0.439817,11.2139,0.997984,15.0796,0.279636,-1.9636,0.985215,0.0898002,-2.02487,-1.96789,-1.95801,0.982527,0.988575,0.985215,2.41655,2.31205,2.39141,2.47042,4.38444,4.31215,4.36118,4.40385,3.47046,3.30307,3.54047,3.72414,5.79263,5.35127,5.53581,5.646,-9999,-9999
201304,8.682,1.0,379.32,150.012,1.0,319.976,1.0,2.962,1.0,96.906,0.0,3.055,1.0,1.197,0.998611,0.147110397889,0.892361111111,-9999,-9999,299.397898569,0.997916666667,-9999,-9999,-9999,-9999,451.385,1.0,9.051,9.465,8.941,9.057,8.638,8.383,7.919,7.414,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,58.268,47.122,43.964,-9999,1.0,1.0,1.0,-9999,-5.41525,3.0,59.545,0.981944,81.4392,0.587779,9.71892,0.999306,13.2925,0.323375,-6.04276,0.970833,0.142845,-6.52152,-6.34327,-4.85484,0.973611,0.972222,0.954861,2.55476,2.36688,2.56961,4.22357,8.89843,8.8452,8.89843,9.01436,7.97662,6.45481,6.79704,7.26542,11.1466,11.0222,11.1625,11.3856,-9999,-9999
201305,11.228,1.0,452.397,181.564,1.0,334.416,1.0,2.7,1.0,96.688,0.0,5.58,0.999328,1.117,1.0,0.161069536448,0.886424731183,-9999,-9999,360.393698975,0.997983870968,-9999,-9999,-9999,-9999,450.711,0.999328,12.168,12.738,12.15,12.3,11.914,11.691,11.24,10.261,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,57.358,46.85,43.993,-9999,1.0,1.0,1.0,-9999,-5.40244,3.0,86.2491,0.995968,120.154,0.754614,15.973,0.997984,22.2521,0.394374,-6.09981,0.980511,0.142217,-6.18767,-6.09981,-6.00244,0.989919,0.980511,0.976478,7.62128,6.91565,7.21485,7.3755,13.6887,13.1639,13.3196,13.5508,9.01828,7.87879,8.27106,8.88994,13.7603,13.7929,14.0185,14.3137,-9999,-9999
201306,16.236,1.0,485.225,228.275,1.0,348.283,1.0,5.446,1.0,97.34,0.0,5.408,1.0,0.999,1.0,0.149802135855,0.869444444444,-9999,-9999,457.92767534,1.0,-9999,-9999,-9999,-9999,442.741,1.0,15.694,15.96,15.695,15.775,15.247,14.775,14.097,12.337,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,57.793,46.914,46.212,-9999,0.999306,0.999306,0.999306,-9999,-5.41525,3.0,96.6994,0.998611,137.929,1.07904,23.1367,1.0,33.0014,0.41797,-0.374216,0.983333,0.154354,-0.389187,-0.314502,-0.224256,0.983333,0.984722,0.973611,8.21081,8.24257,8.60769,8.78148,8.55868,8.70581,8.8484,9.09526,8.31931,8.42746,9.15737,9.51779,8.12869,8.10667,8.38321,8.6496,-9999,-9999
201307,20.53,1.0,469.508,275.636,1.0,358.288,1.0,7.903,1.0,97.524,0.0,2.863,1.0,0.941,0.994624,0.146218355971,0.854838709677,-9999,-9999,557.343724397,0.999327956989,-9999,-9999,-9999,-9999,454.839,1.0,20.803,20.9,20.758,20.764,20.079,19.383,18.49,15.889,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,52.139,44.019,43.291,-9999,1.0,1.0,1.0,-9999,-5.40152,3.0,120.169,0.997984,158.808,0.934563,22.0338,1.0,29.1184,0.451431,0.0290769,0.97043,0.21033,-0.304399,-0.0122546,0.880436,0.982527,0.971774,0.963038,12.1539,11.4502,12.0694,13.0711,12.1561,11.4994,11.8394,12.1575,9.31416,8.94708,9.23679,9.71845,10.8286,9.94166,10.1868,10.4817,-9999,-9999
201308,18.249,1.0,409.363,227.023,1.0,351.892,1.0,5.145,1.0,97.423,0.0,2.71,1.0,0.859,1.0,0.132133748648,0.84811827957,-9999,-9999,463.501563542,0.997983870968,-9999,-9999,-9999,-9999,455.701,0.998656,20.665,20.667,20.684,20.796,20.306,20.024,19.582,17.914,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,49.481,43.253,42.404,-9999,1.0,1.0,1.0,-9999,-5.4418,3.0,101.158,0.987903,116.289,0.98391,19.7068,0.999328,22.6545,0.431975,-1.41517,0.946909,0.257374,-1.80072,-1.62069,-0.807326,0.950269,0.956317,0.943548,7.90624,7.77294,8.10036,10.0205,9.70696,9.50503,9.78309,10.866,8.13769,9.13705,9.62961,10.3644,10.5666,10.2799,10.5695,10.7894,-9999,-9999
201309,14.627,1.0,321.366,150.078,1.0,348.377,1.0,2.805,1.0,97.233,0.0,3.534,1.0,1.022,0.996528,0.13820578055,0.901388888889,-9999,-9999,300.893649247,0.998611111111,-9999,-9999,-9999,-9999,468.024,1.0,17.229,17.1,17.209,17.387,17.061,17.088,16.994,16.654,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,51.882,44.172,41.916,-9999,1.0,1.0,1.0,-9999,-5.41525,3.0,66.5826,0.991667,63.244,0.82886,10.9205,0.998611,10.3729,0.322516,-1.73177,0.965972,0.167993,-2.22352,-1.80093,-1.42436,0.989583,0.965972,0.958333,6.95622,6.58372,7.01122,7.65563,8.83962,8.79562,8.874,9.09603,6.23078,4.83273,5.07944,6.23852,8.18065,8.10316,8.22848,9.26033,-9999,-9999
201310,11.305,1.0,224.929,85.327,1.0,338.104,1.0,0.889,1.0,97.26,0.0,3.759,0.999328,0.983,0.998656,0.123734167651,0.911962365591,-9999,-9999,168.246927805,0.998655913978,-9999,-9999,-9999,-9999,472.894,1.0,13.911,13.782,13.961,14.186,14.008,14.261,14.386,14.869,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,55.596,45.672,41.824,-9999,1.0,1.0,1.0,-9999,-5.40244,3.0,35.1224,0.997312,31.4527,0.581162,5.13277,1.0,4.59648,0.275411,0.662441,0.975806,0.0906068,0.496304,0.602311,0.698166,0.985215,0.980511,0.966398,6.14759,6.04448,6.12402,6.20361,5.51449,5.42951,5.52294,5.56804,5.50399,5.87461,6.06983,6.2729,5.33361,5.33687,5.41828,5.45802,-9999,-9999
201311,4.21,1.0,146.146,47.509,1.0,306.909,1.0,0.661,1.0,96.972,0.0,4.166,1.0,1.121,0.976389,0.134596912384,0.873611111111,-9999,-9999,93.7333912778,1.0,-9999,-9999,-9999,-9999,452.726,1.0,7.386,7.219,7.518,7.865,8.019,8.866,9.586,11.854,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,57.981,46.675,44.628,-9999,1.0,1.0,1.0,-9999,-5.41525,3.0,20.3784,0.984722,16.3182,0.474356,-3.62272,1.0,-2.90094,0.333847,0.498975,0.98125,0.0735412,0.436403,0.461874,0.498249,0.982639,0.981944,0.979167,3.05478,3.01536,3.04477,3.05848,2.52802,2.56475,2.57897,2.59769,2.7882,2.7882,2.94362,3.21362,2.82146,2.66214,2.71829,2.79764,-9999,-9999
201312,-0.573,1.0,109.701,44.964,1.0,280.919,1.0,0.231,1.0,97.629,0.0,1.245,1.0,0.772,0.99664,0.111856666704,0.876344086022,-9999,-9999,85.5876864987,1.0,-9999,-9999,-9999,-9999,474.713,0.99664,2.366,2.141,2.477,2.805,2.93,3.73,4.437,7.399,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,58.145,47.075,43.264,-9999,1.0,1.0,1.0,-9999,-5.40152,3.0,5.44995,0.993952,4.22911,0.302942,2.86959,1.0,2.22677,0.24672,-0.24116,0.983199,0.0686505,-0.335328,-0.285773,-0.227116,0.985215,0.991263,0.984543,1.60005,1.59534,1.74932,1.80138,1.93537,1.92968,1.94909,2.03709,1.14488,1.00561,1.04275,1.29911,1.77764,1.70641,1.74346,1.79967,-9999,-9999
201401,2.092,1.0,126.711,41.59,1.0,298.584,1.0,0.275,1.0,96.483,0.0,1.767,1.0,0.788,1.0,0.106911769113,0.874327956989,-9999,-9999,82.4222908737,1.0,-9999,-9999,-9999,-9999,464.046,1.0,3.666,3.716,3.741,4.003,3.967,4.445,4.764,6.517,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,59.099,47.697,43.153,-9999,1.0,1.0,1.0,-9999,-5.4418,3.0,8.9156,0.997312,5.49096,0.300649,1.02292,0.999328,0.629995,0.233401,-0.404027,0.99664,0.0695682,-0.371851,-0.279882,-0.163873,0.99664,0.995968,0.99664,1.94192,1.81951,1.8701,1.94192,2.11618,2.11946,2.14699,2.17695,2.22275,1.99606,2.16249,2.33184,2.20028,2.07082,2.16478,2.22593,-9999,-9999
201402,3.126,1.0,190.235,84.455,1.0,294.663,1.0,0.724,1.0,96.451,0.0,2.521,0.999256,0.903,0.997768,0.120910653555,0.871279761905,-9999,-9999,163.957064694,0.997767857143,-9999,-9999,-9999,-9999,489.443,1.0,4.126,4.368,4.157,4.363,4.202,4.474,4.594,5.945,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,59.38,47.946,43.119,-9999,1.0,1.0,1.0,-9999,-5.40107,3.0,18.3274,0.984375,24.5544,0.453482,6.66033,1.0,8.92327,0.330716,-0.87969,0.966518,0.102381,-1.16655,-1.11296,-0.882778,0.977679,0.977679,0.966518,1.30939,1.2797,1.34875,1.36671,2.58831,2.24059,2.46565,2.50689,3.48799,2.94948,3.07912,3.38811,3.57805,3.37193,3.43023,3.62159,-9999,-9999
201403,5.618,1.0,282.631,153.433,1.0,283.88,1.0,2.029,1.0,97.098,0.0,1.266,1.0,0.859,0.994624,0.12034649199,0.880376344086,-9999,-9999,297.120358233,1.0,-9999,-9999,-9999,-9999,493.424,0.999328,7.067,7.464,7.023,7.184,6.922,6.987,6.833,7.132,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,57.455,47.019,42.776,-9999,1.0,1.0,1.0,-9999,-5.40152,3.0,38.6665,0.988575,51.9958,0.496912,15.7676,1.0,21.203,0.355353,-5.40292,0.956317,0.149028,-5.63371,-5.55727,-4.95298,0.97379,0.96707,0.954973,1.99666,1.99666,2.1723,2.66047,7.91206,7.50729,7.65937,7.91206,3.88212,4.17256,5.24441,6.05081,7.78115,7.51053,7.78673,8.14173,-9999,-9999
201404,10.029,1.0,379.32,192.972,1.0,312.723,1.0,2.601,1.0,96.925,0.0,3.345,1.0,1.002,0.998611,0.136208681931,0.864583333333,-9999,-9999,377.582378882,1.0,-9999,-9999,-9999,-9999,466.506,1.0,11.313,11.294,11.26,11.324,10.902,10.655,10.163,9.314,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,51.654,44.459,42.286,-9999,1.0,1.0,1.0,-9999,-5.41525,3.0,68.6206,0.997917,93.8519,0.639782,18.0531,0.999306,24.691,0.389241,-9.1204,0.972222,0.230927,-9.14215,-9.06174,-8.70631,0.975694,0.969444,0.957639,1.64167,1.25049,1.60105,3.07034,10.6517,10.3861,10.5918,11.69,6.28583,5.51698,5.90984,6.53584,11.5802,11.4754,11.6631,12.0177,-9999,-9999
