TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200501,-0.541,0.0,126.711,50.377,0.0,283.834,0.0,0.734,0.0,97.635,0.0,2.568,0.0,1.266,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.06398,3.0,113.29,0.0,147.876,-9999,22.0066,0.0,28.7249,-9999,5.75032,0.0,-9999,4.88645,5.73987,6.24966,0.0,0.0,0.0,3.55017,3.38283,3.42397,4.36335,-2.10104,-2.35806,-1.85555,-1.4091,1.11606,0.410878,0.973539,1.4428,4.43001,3.02744,4.51907,4.88486,-9999,-9999
200502,-1.555,0.0,190.235,77.984,0.0,285.233,0.0,0.44,0.0,96.985,0.0,2.94,0.0,1.176,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.04986,3.0,113.6,0.0,142.096,-9999,21.8029,0.0,27.2722,-9999,5.75631,0.0,-9999,4.90396,5.74586,6.25852,0.0,0.0,0.0,3.12317,2.95126,2.99344,3.776,-2.52842,-2.79552,-2.41731,-1.842,0.867071,0.295213,0.705923,1.09517,5.87969,4.05955,5.98959,6.57186,-9999,-9999
200503,4.149,0.0,282.631,145.641,0.0,294.401,0.0,1.58,0.0,97.055,0.0,1.724,0.0,0.951,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.06925,3.0,113.098,0.0,137.626,-9999,21.6034,0.0,26.2888,-9999,5.74549,0.0,-9999,4.90434,5.73527,6.25516,0.0,0.0,0.0,5.26611,5.1142,5.15173,6.80511,-0.378569,-0.593433,0.18094,0.681028,2.16878,0.943843,2.23486,2.94566,8.66748,6.08373,8.80962,9.90042,-9999,-9999
200504,9.0,0.0,379.32,172.104,0.0,316.942,0.0,3.193,0.0,96.9,0.0,3.25,0.0,1.054,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.0614,3.0,113.32,0.0,127.695,-9999,21.8044,0.0,24.5703,-9999,5.75052,0.0,-9999,4.89806,5.74015,6.25431,0.0,0.0,0.0,7.11236,6.98312,7.01523,9.30985,1.46328,1.27816,2.18969,2.95335,3.35297,1.56116,3.47921,4.43727,9.57492,6.73282,9.72983,10.9639,-9999,-9999
200505,13.46,0.0,452.397,217.576,0.0,330.716,0.0,4.76,0.0,97.251,0.0,4.127,0.0,0.959,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.06398,3.0,113.29,0.0,120.265,-9999,22.0066,0.0,23.3614,-9999,5.75032,0.0,-9999,4.88645,5.73987,6.24966,0.0,0.0,0.0,9.27077,9.20786,9.23369,12.0604,3.61956,3.54155,4.42457,5.94666,5.26526,2.66621,5.42176,7.05277,11.1852,7.90149,11.359,12.886,-9999,-9999
200506,17.837,0.0,485.225,261.835,0.0,344.609,0.0,6.934,0.0,97.454,0.0,2.272,0.0,0.933,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.0614,3.0,113.32,0.0,112.928,-9999,21.8044,0.0,21.7289,-9999,5.75052,0.0,-9999,4.89806,5.74015,6.25431,0.0,0.0,0.0,11.5115,11.5428,11.5596,14.9202,5.86239,5.82527,6.73112,9.16691,7.41318,3.62432,7.41318,9.92595,12.6077,8.8744,12.795,14.6196,-9999,-9999
200507,18.179,0.0,469.508,217.192,0.0,356.704,0.0,5.517,0.0,97.25,0.0,3.638,0.0,1.043,0.168683,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.05097,3.0,109.526,0.134409,107.212,-9999,20.7683,0.170699,20.3294,-9999,5.61489,0.0504032,-9999,4.77895,5.59134,6.10778,0.0423387,0.0524194,0.0873656,11.6458,11.6772,11.6939,15.0935,6.13826,6.12399,6.98296,9.47972,7.46319,3.65719,7.46319,9.92584,11.7074,8.26272,11.8906,13.4703,-9999,-9999
200508,16.116,0.0,409.363,181.169,0.0,349.647,0.0,4.023,0.0,97.315,0.0,5.033,0.0,0.955,0.206989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,428.653,0.214382,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.06925,3.0,91.9842,0.160618,89.4429,1.95401,13.4804,0.209005,13.108,0.861333,-1.44601,0.0719086,0.423215,-1.61867,-1.37518,-1.26374,0.0739247,0.0537634,0.0598118,10.5184,10.505,10.5104,13.5999,12.2699,11.8131,12.1265,15.4832,6.26009,3.13637,6.43766,7.94427,10.0644,7.08182,10.2262,11.5345,-9999,-9999
200509,15.438,0.730556,321.366,146.014,0.732639,348.969,0.73125,3.385,0.730556,97.411,0.0,3.727,0.71875,0.928,0.852083,0.119219256545,0.780555555556,-9999,-9999,279.288215674,0.720138888889,-9999,-9999,-9999,-9999,452.201,0.854861,17.114,16.955,16.779,17.035,17.226,17.194,17.321,17.121,16.847,0.73125,0.73125,0.73125,0.73125,0.73125,0.73125,0.73125,0.73125,0.73125,55.733,44.585,43.1,45.531,0.730556,0.730556,0.730556,0.730556,-7.0614,3.0,62.563,0.827083,60.0294,0.686961,12.2571,0.854167,11.7608,0.283092,0.633308,0.775,0.111669,0.51421,0.62334,0.729508,0.777778,0.797222,0.773611,10.5136,9.63875,10.2801,11.6268,9.96906,8.99218,9.74756,10.7531,7.38478,6.71323,7.84066,8.59526,8.56214,7.79706,8.30113,8.62771,-9999,-9999
200510,11.462,0.462366,224.929,84.108,1.0,333.485,1.0,2.025,0.459677,97.482,0.0,2.604,1.0,0.923,0.624328,0.0993412056303,0.58064516129,-9999,-9999,175.629022171,1.0,-9999,-9999,-9999,-9999,458.011,0.965726,12.556,12.126,12.258,12.578,12.85,12.941,13.341,13.497,14.548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.821,45.308,42.634,45.638,0.557796,0.557796,0.557796,0.557796,-7.27352,3.0,26.8328,0.961694,24.8159,0.562736,9.72358,0.959005,8.99269,0.234566,-1.05637,0.827957,0.198528,-1.68114,-1.34754,-1.05637,0.900538,0.818548,0.827957,7.84301,4.37837,5.39573,7.5703,9.04672,6.08067,6.28143,8.65457,5.27664,4.45891,4.91222,5.26048,6.98717,6.46861,6.81283,6.9412,-9999,-9999
200511,3.313,0.4,146.146,50.123,1.0,296.677,1.0,0.961,0.4,97.183,0.0,1.339,1.0,0.974,0.918056,0.119521725721,0.822222222222,-9999,-9999,101.330620333,1.0,-9999,-9999,-9999,-9999,453.855,1.0,6.268,5.541,5.918,6.434,6.926,7.324,8.255,8.959,11.612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.417,45.536,42.029,42.242,0.4,0.4,0.4,0.4,-7.57509,3.0,14.672,1.0,12.1102,0.376848,2.62953,1.0,2.1704,0.302377,-0.36465,0.986111,0.120712,-0.457225,-0.366417,-0.309458,0.999306,0.9875,0.999306,3.50475,1.37235,2.56692,3.15784,3.81761,1.95597,2.81125,3.52426,3.44934,3.0413,3.25729,3.50704,3.39963,3.28706,3.39206,3.54037,-9999,-9999
200512,-0.652,1.0,109.701,26.967,0.998656,288.512,1.0,0.486,1.0,97.083,0.0,1.746,0.999328,1.009,0.998656,0.108162450892,0.864919354839,-9999,-9999,55.8702968379,0.996639784946,-9999,-9999,-9999,-9999,441.125,1.0,2.243,1.606,1.861,2.344,2.804,3.124,3.961,4.595,7.605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.994,46.935,43.038,41.979,1.0,1.0,1.0,1.0,-7.54946,3.0,9.35243,0.994624,7.29921,0.275766,-2.99426,1.0,-2.33691,0.197073,1.16955,0.892473,0.0417385,1.00979,1.16165,1.24295,0.879032,0.893145,0.892473,1.75637,1.38261,1.68014,1.8492,0.513419,0.372822,0.513938,0.672372,0.960805,0.919096,1.0383,1.45071,0.546778,0.43768,0.503591,0.613368,-9999,-9999
200601,-2.326,1.0,126.711,41.062,1.0,275.687,1.0,0.422,1.0,97.719,0.985887,0.551,0.998656,1.06,0.986559,0.108608717603,0.819892473118,-0.11032380727,0.998655913978,81.3372005309,0.996639784946,11.8875350631,0.998655913978,304.999525129,0.998655913978,433.455,0.998656,0.169,-0.302,-0.153,0.298,0.748,1.048,1.838,2.419,5.319,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.832,46.943,43.228,42.141,1.0,1.0,1.0,1.0,-5.61007,3.0,8.17877,0.994624,10.6756,0.197426,1.41725,0.998656,1.84991,0.215482,0.507959,0.99328,0.0261853,0.441078,0.481831,0.497285,0.99328,0.99328,0.993952,1.16736,1.1094,1.15275,1.16694,0.660963,0.650307,0.6677,0.679174,1.0181,1.27268,1.45817,1.62126,0.800582,0.751586,0.778535,0.816441,-9999,-9999
200602,0.08,1.0,190.235,53.612,1.0,287.958,1.0,0.792,1.0,96.903,1.0,1.246,1.0,1.352,1.0,0.127681479394,0.840029761905,14.1776840265,0.997023809524,107.549265074,1.0,11.2077093254,0.997767857143,315.278611607,1.0,416.531,1.0,0.852,0.72,0.668,0.911,1.195,1.35,1.852,2.127,4.253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.517,46.029,42.693,41.874,1.0,1.0,1.0,1.0,-2.05161,3.0,12.9769,0.997768,16.9385,0.328967,-0.354736,1.0,-0.46303,0.28551,0.938485,0.964286,0.0367651,0.787837,0.877132,0.997461,0.973958,0.966518,0.962054,2.13927,2.00361,2.13504,2.19002,1.26963,1.19256,1.21221,1.24385,1.193,1.16917,1.28351,1.49254,0.848601,0.778296,0.801251,0.862806,-9999,-9999
200603,3.056,1.0,282.631,124.488,1.0,291.606,1.0,1.501,1.0,96.635,0.856855,4.435,1.0,1.607,0.877688,0.15154563204,0.734543010753,44.1189761593,0.961021505376,251.619676523,0.999327956989,26.2637951031,0.965725806452,328.807629032,1.0,412.049,0.991935,3.89,3.933,3.746,3.85,3.958,3.825,3.874,3.691,4.606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.996,48.825,43.568,44.277,1.0,1.0,1.0,1.0,1.09335,3.0,33.9049,0.986559,40.5644,0.531223,4.4934,0.987231,5.37598,0.332101,0.887648,0.958333,0.0599262,0.870699,0.89832,0.989865,0.938172,0.958333,0.97043,3.26982,2.94705,3.02049,3.19877,2.21824,2.06453,2.13641,2.17472,2.18701,2.1711,2.33054,2.44223,1.90134,1.77689,1.83803,1.90134,-9999,-9999
200604,8.319,1.0,379.32,165.366,1.0,315.297,1.0,2.002,1.0,96.979,0.99375,5.641,1.0,1.205,0.993056,0.129923833974,0.893055555556,83.4544354858,0.991666666667,332.790647635,0.999305555556,31.4397282407,0.997916666667,360.416277083,1.0,431.08,0.999306,10.121,10.209,9.983,10.018,10.052,9.748,9.445,8.775,7.861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.113,48.667,43.883,46.445,1.0,1.0,1.0,1.0,5.35545,3.0,58.0217,0.985417,66.6632,0.706854,12.2136,1.0,14.0326,0.309787,-3.882,0.934722,0.134255,-3.91161,-3.62104,-3.01432,0.934722,0.939583,0.867361,6.56482,6.02464,6.46587,6.80534,10.0802,9.76602,10.0802,10.3315,3.90051,3.65589,4.25324,4.85581,8.62138,7.95152,8.12981,8.51535,-9999,-9999
200605,13.251,1.0,452.397,193.455,1.0,337.138,1.0,3.185,1.0,97.201,0.995296,5.425,1.0,1.246,0.994624,0.154092333496,0.889112903226,102.97641747,0.997311827957,391.754995398,0.999327956989,38.3892741935,1.0,386.548471102,1.0,415.139,0.999328,15.803,15.97,15.693,15.639,15.593,15.153,14.596,13.675,11.683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.341,46.733,42.751,45.086,1.0,1.0,1.0,1.0,7.3005,3.0,81.785,0.99664,84.6637,0.750869,11.8986,0.997984,12.3174,0.342586,-2.43203,0.944892,0.123061,-2.89783,-2.8473,-2.51299,0.975806,0.926075,0.957661,8.11699,8.02422,8.40061,9.10933,10.819,10.7698,10.9498,11.448,8.90596,7.47139,8.34759,8.80856,10.85,10.4613,10.7021,10.8696,-9999,-9999
200606,17.459,1.0,485.225,273.747,0.988889,344.854,0.997222,5.324,1.0,97.489,0.896528,2.622,0.997917,0.927,1.0,0.128367624337,0.884027777778,150.980694097,0.964583333333,538.794743732,0.988194444444,55.4070063406,0.998611111111,410.095629492,0.930555555556,426.689,1.0,19.671,20.123,19.946,19.726,19.379,18.705,17.859,16.725,14.269,1.0,1.0,1.0,1.0,1.0,0.999306,1.0,1.0,1.0,44.268,39.685,39.824,44.561,1.0,1.0,1.0,1.0,11.2724,3.0,119.483,0.995139,119.549,0.924636,21.7895,1.0,21.8016,0.31889,-1.0885,0.895833,0.168181,-1.40849,-0.847594,-0.555057,0.969444,0.886111,0.93125,12.7232,11.7757,12.3622,13.006,13.2783,12.5604,13.3308,13.7976,11.9739,9.57144,10.59,11.4183,12.0474,11.799,12.2864,12.5861,-9999,-9999
200607,21.749,1.0,469.508,279.695,1.0,365.683,1.0,8.017,1.0,97.44,0.692204,1.754,0.674731,0.908,0.935484,0.131569725174,0.786962365591,155.979123382,0.991935483871,561.418061104,0.965725806452,54.4404821551,0.999327956989,433.94597632,0.987903225806,422.48,0.997984,23.429,24.167,23.956,23.437,23.033,22.359,21.555,20.464,17.731,1.0,1.0,0.997312,1.0,1.0,1.0,1.0,1.0,1.0,34.306,29.259,34.174,43.13,1.0,1.0,1.0,1.0,8.99373,3.0,133.605,0.99664,127.442,1.064,20.7466,0.997984,19.7895,0.455527,-0.275448,0.913978,0.168883,-1.08837,-0.849632,0.53867,0.976478,0.959677,0.88172,12.1889,11.4455,12.6146,13.3584,13.0385,12.2843,12.6979,13.0606,8.47637,9.16812,9.90649,10.8684,10.8218,11.0123,11.4714,11.9498,-9999,-9999
200608,14.987,1.0,409.363,158.259,1.0,355.558,1.0,2.018,1.0,96.933,0.956317,7.362,1.0,1.133,0.957661,0.134482158201,0.837365591398,86.1715435541,0.997983870968,316.014084346,0.999327956989,32.9164650538,1.0,392.540917339,1.0,418.683,0.999328,17.613,17.546,17.484,17.662,17.932,17.881,17.999,17.789,17.337,1.0,1.0,1.0,1.0,0.997984,1.0,0.998656,1.0,1.0,45.037,38.371,38.471,42.945,1.0,1.0,1.0,1.0,-2.24769,3.0,82.0549,0.999328,80.5937,0.82966,8.712,0.999328,8.55686,0.31443,0.314545,0.978495,0.194934,-0.0700289,0.314545,0.642028,0.934812,0.978495,0.982527,12.6092,11.698,12.5408,12.6529,11.9205,11.8609,12.059,12.2377,9.44965,8.27504,8.5638,9.01091,9.97571,9.74542,10.0683,10.184,-9999,-9999
200609,16.732,1.0,321.366,149.264,1.0,357.837,1.0,1.824,1.0,97.132,0.979167,3.499,1.0,0.857,1.0,0.107410784999,0.901388888889,74.3751524823,0.999305555556,291.082527895,0.998611111111,31.5328333333,1.0,399.584897917,1.0,445.554,1.0,17.366,17.4,17.277,17.365,17.624,17.254,17.169,16.793,16.384,1.0,1.0,1.0,1.0,0.995139,1.0,1.0,1.0,1.0,44.175,36.259,37.918,44.014,1.0,1.0,1.0,1.0,1.2881,3.0,62.7464,1.0,61.5578,0.7422,11.9886,1.0,11.7615,0.357466,1.95041,0.976389,0.148082,1.87275,2.19023,2.37237,0.972222,0.985417,0.990972,14.1445,12.6954,14.0348,14.415,11.708,10.8199,11.6264,12.1371,10.4459,8.0193,8.59959,9.62628,9.30724,7.93706,8.33651,8.63714,-9999,-9999
200610,12.433,1.0,224.929,95.822,1.0,335.027,1.0,0.958,1.0,97.122,1.0,2.243,1.0,0.843,1.0,0.104952767067,0.905241935484,35.1237392759,0.997983870968,184.876518089,0.998655913978,20.0452939831,0.999327956989,373.53322299,0.999327956989,478.751,1.0,13.995,13.859,13.758,14.044,14.355,14.426,14.727,14.749,15.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.988,38.747,38.637,44.022,1.0,1.0,1.0,1.0,-3.53208,3.0,36.3874,0.985215,33.304,0.564632,6.67637,0.997312,6.11063,0.275931,1.28704,0.918011,0.0840664,1.06939,1.20815,1.26655,0.893817,0.901882,0.942204,7.91981,7.88368,8.01689,8.10843,6.4934,6.75401,6.86884,6.97883,6.97734,5.74699,6.37166,6.80783,5.85965,5.84558,6.09955,6.21572,-9999,-9999
200611,5.736,1.0,146.146,54.519,1.0,305.649,1.0,0.455,1.0,97.496,1.0,1.26,0.998611,0.908,1.0,0.106451398702,0.888888888889,8.07909223754,0.983333333333,104.170977094,0.998611111111,10.5325521572,0.999305555556,338.285252739,0.986805555556,457.888,1.0,8.075,7.787,7.728,8.177,8.665,8.995,9.724,10.212,12.287,1.0,1.0,0.999306,1.0,1.0,1.0,0.999306,1.0,1.0,49.676,38.417,38.181,41.747,1.0,1.0,1.0,1.0,-7.13248,3.0,17.382,0.988889,15.2646,0.529614,0.605738,0.997222,0.531948,0.296405,0.557665,0.975,0.111388,-0.069476,0.310962,0.434138,0.965972,0.975694,0.95,4.14772,4.07906,4.12945,4.29938,4.08814,3.83647,4.05383,4.19327,2.20898,2.12622,2.2292,2.49138,3.51203,3.57949,3.64018,3.71949,-9999,-9999
200612,2.037,1.0,109.701,31.969,1.0,299.028,1.0,0.224,1.0,98.008,0.999328,1.619,1.0,0.926,1.0,0.10537898906,0.887768817204,0.814963581669,0.993951612903,60.9004465688,0.998655913978,4.25016129032,1.0,323.436070334,0.993951612903,412.201,1.0,4.788,4.604,4.555,5.014,5.494,5.834,6.582,7.121,9.552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.608,41.883,39.224,42.346,1.0,1.0,1.0,1.0,-7.31264,3.0,11.1259,0.998656,7.59613,0.343741,0.696715,0.999328,0.475675,0.239446,0.276776,0.967742,0.0450255,0.115611,0.153293,0.218686,0.979167,0.99328,0.991263,2.2841,2.15025,2.26272,2.52837,2.22141,2.03031,2.18699,2.22279,1.41858,1.57081,1.96331,2.35812,2.01481,1.89907,1.98824,2.18549,-9999,-9999
200701,4.026,1.0,126.711,42.895,0.992608,299.205,1.0,0.733,1.0,97.639,0.889785,2.354,0.999328,1.703,0.991935,0.160994694822,0.889784946237,-0.0885811673294,0.987231182796,79.6647013978,1.0,10.3747543208,0.993951612903,327.687713593,0.994623655914,418.632,0.998656,4.975,4.929,4.81,5.126,5.445,5.579,6.019,6.222,7.851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.969,45.082,39.751,42.298,1.0,1.0,1.0,1.0,-3.7413,3.0,20.0926,0.984543,18.5541,0.495034,-12.1239,0.999328,-11.1955,0.41374,1.04416,0.963038,0.0511459,0.922108,0.991663,1.05035,0.918011,0.983871,0.964382,3.47795,3.23069,3.32648,3.43499,2.44039,2.26877,2.31436,2.39757,3.14274,2.91047,3.08323,3.18364,2.69935,2.6187,2.69869,2.75125,-9999,-9999
200702,3.699,1.0,190.235,75.491,1.0,289.178,1.0,0.673,1.0,96.788,0.998512,2.46,1.0,1.161,0.997768,0.124909548556,0.883928571429,19.9952678571,1.0,141.619450022,1.0,14.2938169643,1.0,328.037302827,1.0,438.062,0.998512,4.089,4.137,4.012,4.231,4.464,4.486,4.8,4.927,6.588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.992,46.143,40.54,42.504,1.0,1.0,1.0,1.0,-1.99659,3.0,19.8917,0.96503,23.1562,0.501893,-1.0908,1.0,-1.26981,0.391954,-2.4958,0.930804,0.0786042,-2.44684,-2.33698,-2.21241,0.919643,0.947173,0.947173,2.95415,2.60658,2.7259,3.04979,5.29232,4.93686,5.03268,5.18819,3.35499,3.10462,3.2544,3.37106,4.79544,4.79544,4.8772,4.97204,-9999,-9999
200703,5.171,1.0,282.631,140.946,0.999328,289.364,1.0,1.596,1.0,97.006,0.995296,2.919,1.0,1.243,0.993952,0.131598433655,0.899193548387,54.8722504356,0.989247311828,262.888661075,0.998655913978,31.5015298621,0.99126344086,337.172203243,0.999327956989,437.559,0.995968,6.625,6.729,6.587,6.731,6.897,6.792,6.874,6.713,7.365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.973,46.967,41.568,43.219,1.0,1.0,1.0,1.0,-0.624523,3.0,44.4598,0.983871,47.3099,0.632574,8.71594,0.998656,9.27467,0.399329,-5.90734,0.956317,0.0832164,-5.81597,-5.49004,-5.09673,0.959005,0.948253,0.978495,3.56383,3.70617,3.81999,4.09682,9.39134,8.75345,9.15643,9.59998,3.29752,3.32832,3.77395,4.40981,8.36883,8.17431,8.26032,8.47112,-9999,-9999
200704,12.286,1.0,379.32,247.184,1.0,299.223,1.0,5.377,1.0,97.23,1.0,0.338,0.999306,0.983,1.0,0.128376486519,0.880555555556,116.213403221,0.998611111111,463.661588042,1.0,55.8209562648,0.999305555556,371.80955362,0.999305555556,444.522,0.999306,11.85,12.113,11.842,11.793,11.744,11.274,10.787,10.045,9.141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,44.196,39.812,38.065,42.018,1.0,1.0,1.0,1.0,5.37221,3.0,95.6488,0.972222,91.0091,0.779174,21.3887,0.998611,20.3512,0.47212,-5.21683,0.903472,0.155896,-6.72417,-5.74568,-3.43665,0.914583,0.9125,0.807639,5.59335,4.85652,6.14721,9.14011,11.9502,11.5633,11.9502,12.7411,6.38376,6.42265,6.65404,7.29969,11.5078,11.3856,11.5334,11.7024,-9999,-9999
200705,14.956,0.998656,452.397,224.1,0.998656,336.646,0.998656,4.414,0.998656,96.703,0.96371,5.369,0.992608,1.483,0.997312,0.172337517354,0.905913978495,121.751460419,0.993951612903,444.320980238,0.996639784946,43.3659333583,0.996639784946,390.320591242,0.996639784946,413.983,1.0,15.299,15.607,15.258,15.279,15.278,14.863,14.42,13.66,12.144,0.998656,0.998656,0.998656,0.998656,0.998656,0.998656,0.998656,0.998656,0.998656,46.828,39.113,38.191,41.6,0.998656,0.998656,0.998656,0.998656,4.32574,3.0,110.638,0.989247,106.929,1.00853,13.1688,1.0,12.7272,0.487511,-1.38676,0.946237,0.183967,-2.009,-1.76209,-0.886085,0.975134,0.969758,0.914651,9.3197,8.51313,9.55131,10.3046,11.1343,10.532,11.1343,11.3395,7.70202,9.52228,10.0726,10.928,10.4314,10.3395,10.5695,10.9418,-9999,-9999
200706,17.784,1.0,485.225,229.523,1.0,357.51,1.0,4.36,0.221528,96.866,0.808333,5.422,1.0,1.075,0.826389,0.147372197937,0.752777777778,134.193375591,0.999305555556,476.422272684,0.998611111111,44.0180277778,1.0,407.408165972,1.0,404.718,0.998611,18.577,18.864,18.511,18.528,18.522,18.083,17.58,16.731,14.808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.275,43.134,40.16,43.081,1.0,1.0,1.0,1.0,5.22787,3.0,118.179,0.997917,117.809,1.4963,11.0152,0.998611,10.9807,0.625671,0.174945,0.997917,0.561078,-0.125882,0.0378799,0.668702,0.997917,0.997917,0.995139,15.2474,14.9781,15.3005,16.2044,15.2112,15.0534,15.2441,15.3603,16.434,14.731,15.0796,16.0716,16.1678,16.0314,16.2993,16.5436,-9999,-9999
200707,17.99,1.0,469.508,227.553,1.0,355.356,1.0,5.711,0.0,97.098,0.921371,6.254,1.0,1.176,0.999328,0.152721533546,0.939516129032,127.761691795,0.998655913978,460.267649791,0.999327956989,43.7085282258,1.0,408.378096102,1.0,395.071,1.0,19.507,19.757,19.335,19.393,19.412,19.021,18.604,17.867,16.254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.101,43.911,40.526,45.104,1.0,1.0,1.0,1.0,5.32865,3.0,130.31,1.0,110.91,-9999,14.1755,1.0,12.0651,-9999,0.883673,0.999328,-9999,0.967372,1.08207,1.2203,0.999328,0.999328,0.999328,13.3793,12.1972,12.6719,13.3651,12.1133,11.1573,11.658,12.0526,10.1246,8.86175,10.0202,10.2249,12.4403,11.1385,11.7075,11.8692,-9999,-9999
