TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201306,13.535,1.0,486.056,301.485,1.0,297.157,1.0,8.031,1.0,87.181,0.822917,1.389,1.0,2.991,0.822917,0.548059486096,0.815277777778,187.158709028,1.0,601.462416214,0.998611111111,170.948384722,1.0,-9999,-9999,31.2061710859,0.997222222222,380.569819444,1.0,397.533,0.977778,14.317,1.0,15.535,1.0,3.55564,1.0,78.211,0.974306,84.2419,0.911727,89.9146,0.978472,96.8479,1.26112,-0.733475,0.853472,0.0524611,-0.956095,-0.856376,-0.761857,0.770833,0.852083,0.784028,9.89452,9.41239,9.75357,10.0829,10.6094,10.2847,10.5533,10.806,8.09717,7.30598,7.81795,8.78134,9.34138,8.79894,9.11662,9.525,-9999,-9999
201307,20.33,1.0,471.756,343.83,1.0,300.926,1.0,17.414,1.0,87.294,1.0,0.123,1.0,2.896,1.0,0.481636205649,0.993279569892,193.735518817,1.0,686.891711694,1.0,129.798683468,0.987903225806,-9999,-9999,35.7114620796,0.999327956989,415.322211022,1.0,393.042,1.0,20.457,1.0,10.911,1.0,5.4093,1.0,74.804,0.999328,81.7713,1.03364,97.4289,1.0,106.504,1.3639,2.21294,0.913306,0.0463933,2.18005,2.30876,2.37319,0.915995,0.930108,0.896505,10.7952,10.3614,10.6934,11.3588,8.45013,8.09131,8.42774,8.71925,7.0753,7.54815,7.99636,8.51162,6.21709,6.65429,6.79412,7.2755,-9999,-9999
201308,18.007,1.0,416.881,250.369,1.0,313.458,1.0,11.309,1.0,87.221,0.99664,1.246,1.0,2.813,0.99664,0.457524791167,0.989919354839,134.7396089,0.998655913978,507.024899194,1.0,-9999,-9999,-9999,-9999,26.6632992074,0.992607526882,400.93192029,0.998655913978,392.001,0.999328,18.191,1.0,10.459,1.0,2.6333,1.0,41.1328,1.0,43.0583,0.806026,85.258,1.0,89.2491,1.23231,1.76947,0.867608,0.0467901,1.51159,1.70815,1.85189,0.872312,0.870296,0.834677,7.89128,7.61521,7.8144,7.9432,6.1351,6.07837,6.09913,6.12692,6.29143,6.02971,6.32738,6.50562,5.46251,5.36019,5.49121,5.60261,-9999,-9999
201309,13.164,1.0,334.899,187.491,1.0,300.645,1.0,7.789,1.0,86.903,1.0,3.285,1.0,3.698,1.0,0.593419818969,0.993055555556,92.5569666667,1.0,383.498435417,1.0,-9999,-9999,-9999,-9999,20.2555692883,0.995833333333,375.351756944,1.0,393.924,0.996528,12.348,1.0,10.221,1.0,0.459267,1.0,23.3148,0.993056,23.9343,0.553932,66.1324,0.996528,67.8896,1.07784,-0.02176,0.875694,0.0504975,0.130027,0.222241,0.33625,0.85,0.830556,0.902083,5.94834,5.52684,5.82035,6.23399,5.86466,5.25437,5.75965,6.10396,5.68759,5.11538,5.70909,6.47319,4.84991,4.72426,4.91127,5.35738,-9999,-9999
201310,7.335,1.0,242.79,142.857,1.0,262.688,1.0,4.757,1.0,87.376,1.0,1.0,1.0,2.439,1.0,0.352201183849,0.969758064516,49.7813346774,1.0,286.564979167,1.0,91.093891129,1.0,-9999,-9999,16.2965980891,0.997311827957,339.476969086,1.0,395.855,1.0,5.061,1.0,16.008,1.0,-2.74871,1.0,26.9091,1.0,25.3531,0.503265,29.6558,1.0,27.9409,0.73824,-0.566062,0.68078,0.0653414,-0.553796,-0.497984,-0.358985,0.68078,0.733871,0.678091,4.24905,4.24671,4.34945,4.47129,4.75322,4.75541,4.86029,4.94255,5.50412,5.16032,5.55182,5.85457,4.45341,4.27095,4.49395,4.67366,-9999,-9999
201311,2.735,1.0,165.655,79.03,1.0,262.173,1.0,2.53,1.0,87.294,1.0,1.168,1.0,3.076,0.996528,0.473570731526,0.974305555556,12.1173652778,1.0,159.203472222,1.0,80.6322527778,1.0,-9999,-9999,9.16121529137,0.989583333333,319.903640278,1.0,398.973,1.0,2.046,1.0,18.201,1.0,-3.29543,1.0,19.8793,1.0,19.9128,0.576405,2.20149,1.0,2.2052,0.799782,-0.0369953,0.869444,0.0557634,-0.0429741,-0.00290443,0.0939387,0.869444,0.868056,0.863889,3.48154,3.17401,3.26177,3.55842,3.40935,3.17004,3.2992,3.47038,2.60562,2.17581,2.58384,3.24392,2.46633,2.48766,2.59527,2.83934,-9999,-9999
201312,0.265,1.0,129.258,64.752,1.0,242.459,1.0,3.19,1.0,87.486,1.0,5.506,1.0,3.764,0.999328,0.534869953771,0.988575268817,-9.31916801075,1.0,128.839157258,1.0,67.3448037634,1.0,-9999,-9999,9.11531451613,1.0,307.436092742,1.0,398.866,1.0,0.294,0.908602,22.377,0.912634,-0.656754,0.908602,9.99253,0.998656,9.32426,0.35644,-2.75607,1.0,-2.57175,0.735898,0.939743,0.945565,0.0465347,0.84255,0.926076,1.07419,0.951613,0.945565,0.924731,2.06673,1.91728,1.96151,2.12561,1.02996,1.00448,1.04752,1.08332,1.73284,1.72659,1.76554,1.98788,1.66073,1.48234,1.57814,1.61902,-9999,-9999
201401,2.571,1.0,146.422,80.425,1.0,251.696,1.0,3.646,1.0,87.541,1.0,1.794,1.0,3.362,0.980511,0.490136574312,0.975806451613,5.33331518817,1.0,160.526984543,1.0,67.1714966398,1.0,-9999,-9999,10.4728949275,0.998655913978,316.493723118,1.0,402.555,0.977151,-0.002,0.991935,24.988,0.990591,-2.36277,0.991935,17.5007,0.985887,15.1304,0.61343,0.0411177,0.995968,0.0355486,0.865996,0.69243,0.801075,0.0426683,0.548439,0.672646,0.824986,0.807124,0.795699,0.815188,2.61469,2.46538,2.57371,2.70632,1.86681,1.86706,1.88831,1.93266,3.22559,3.19114,3.38964,4.3793,2.15989,2.15341,2.16698,2.34483,-9999,-9999
201402,-2.132,0.820685,209.338,71.842,0.816964,276.172,0.820685,1.056,0.820685,86.771,0.808036,0.653,1.0,3.742,0.727679,0.631869791667,0.698660714286,32.6486846591,0.785714285714,135.155997159,0.785714285714,47.0546846591,0.622023809524,-9999,-9999,11.0992546341,0.784970238095,299.645736742,0.785714285714,402.877,0.734375,-0.047,0.259673,28.533,0.241815,-1.71569,0.259673,40.685,0.764137,35.1745,0.843677,-15.4417,0.778274,-13.3502,1.11847,0.501716,0.64881,0.0455609,0.47114,0.498066,0.572993,0.68006,0.69122,0.642113,1.97088,1.92694,1.9313,1.97492,1.41146,1.35383,1.42802,1.44956,2.33578,1.82074,2.33362,2.49543,1.82353,1.7293,1.82385,1.98714,-9999,-9999
201403,3.563,0.722446,298.589,152.145,0.725806,267.411,0.722446,3.1,0.722446,86.984,0.690188,1.041,1.0,4.1,0.665323,0.616652599206,0.651209677419,92.1643366895,0.676747311828,355.911321513,0.676747311828,151.820504074,0.676747311828,-9999,-9999,20.7637561001,0.676075268817,323.172026976,0.676747311828,401.843,0.690188,0.797,0.647177,32.709,0.642473,0.627644,0.647177,43.6738,0.705645,42.7403,0.800915,36.4057,0.709677,35.6275,1.0422,-1.43732,0.588038,0.0372352,-1.41324,-1.39929,-1.28191,0.594758,0.601478,0.577957,2.63384,2.51277,2.56528,2.69896,3.98031,3.91456,3.96849,3.99617,2.09267,1.72752,2.05837,2.70133,3.24646,2.99147,3.24363,3.31965,-9999,-9999
201404,5.608,0.779861,389.597,232.467,0.782639,269.121,0.779861,4.397,0.779861,87.099,0.765278,0.61,1.0,3.564,0.765278,0.615863601518,0.751388888889,143.18551937,0.751388888889,480.06987939,0.751388888889,185.544354714,0.697222222222,-9999,-9999,25.1111745757,0.75,338.536050028,0.751388888889,403.915,0.779861,5.806,0.571528,28.18,0.571528,2.94434,0.571528,59.6359,0.779861,61.6766,0.931535,83.5988,0.779167,86.4595,1.21733,-3.06784,0.698611,0.0686626,-3.05901,-3.01984,-2.95269,0.710417,0.704861,0.684028,4.18818,3.84855,3.91018,4.25692,7.14422,6.89616,6.94706,7.15964,3.1603,2.61368,2.80614,3.17527,6.17554,5.62619,5.79078,6.10367,-9999,-9999
201405,9.882,1.0,456.611,285.023,1.0,277.989,1.0,6.503,1.0,87.201,1.0,0.967,1.0,3.604,1.0,0.607198252688,1.0,171.989807124,1.0,575.29972023,0.997311827957,204.870655242,1.0,-9999,-9999,29.4016008065,1.0,362.007782258,1.0,399.761,0.997984,10.554,1.0,22.437,1.0,3.28299,1.0,74.5445,0.998656,77.0954,0.901149,88.5727,1.0,91.6037,1.31807,-3.62094,0.860887,0.0706002,-3.64817,-3.61393,-3.56721,0.892473,0.831989,0.892473,5.88376,5.76805,5.83729,5.93223,9.47972,9.34859,9.47972,9.57805,5.16644,5.07885,5.24276,5.89029,8.56541,8.32372,8.57867,8.93853,-9999,-9999
201406,12.399,0.973611,486.056,330.767,0.975,283.153,0.973611,7.741,0.973611,87.103,0.959028,0.305,1.0,3.453,0.958333,0.623146378887,0.950694444444,210.984335489,0.952777777778,690.893174868,0.950694444444,178.883283559,0.952777777778,-9999,-9999,34.9473132511,0.952083333333,376.376801108,0.952777777778,397.755,0.971528,13.682,1.0,13.779,1.0,2.9688,1.0,86.8871,0.971528,85.5654,1.09843,123.035,0.971528,121.163,1.42556,-2.73159,0.880556,0.0533438,-2.77502,-2.7407,-2.71789,0.902778,0.900694,0.881944,8.19078,8.00699,8.06845,8.21884,10.9058,10.7556,10.8301,10.9222,7.4945,7.4728,7.52129,7.85861,9.93741,9.89281,10.0764,10.3988,-9999,-9999
201407,20.504,0.90793,471.756,299.554,0.913306,317.937,0.90793,16.235,0.90793,87.36,0.868952,0.598,1.0,2.868,0.870296,0.48064351473,0.838037634409,170.538215875,0.872983870968,610.507250086,0.870967741935,169.758095201,0.872983870968,-9999,-9999,29.9920575834,0.869623655914,414.946010371,0.872983870968,397.813,0.905242,18.619,0.818548,11.093,0.818548,3.80516,0.818548,86.5024,0.90457,89.8577,1.05652,78.0545,0.90457,81.0821,1.11798,1.66385,0.688172,0.0572842,1.59958,1.68299,1.80767,0.683468,0.692204,0.709677,11.7693,11.6008,11.7739,11.9839,10.1455,9.91659,10.0785,10.1993,11.4208,10.5149,10.7039,11.2976,9.44149,8.78398,8.96463,9.24373,-9999,-9999
201408,18.49,1.0,416.881,260.338,1.0,312.796,1.0,12.599,1.0,87.268,1.0,0.565,1.0,2.827,1.0,0.454969086022,1.0,140.805450941,1.0,539.879826613,1.0,177.827464382,1.0,-9999,-9999,27.0181082704,0.998655913978,404.013864247,1.0,394.814,1.0,18.744,1.0,9.914,1.0,2.33905,1.0,50.6085,1.0,49.8273,0.820182,90.0288,1.0,88.6391,1.26569,1.57154,0.816532,0.0594412,1.54356,1.60529,1.66088,0.815188,0.852823,0.751344,9.49137,9.13163,9.41659,9.51094,7.83885,7.58275,7.78309,7.93633,6.20544,6.06434,6.58313,7.54282,5.33532,5.14922,5.58827,6.13628,-9999,-9999
201409,14.732,1.0,334.899,216.588,1.0,293.677,1.0,10.114,1.0,87.119,1.0,0.677,1.0,3.006,1.0,0.464570833333,1.0,103.611117361,1.0,449.841210417,1.0,123.514530556,1.0,-9999,-9999,23.62608125,1.0,383.029354167,1.0,393.912,1.0,13.377,1.0,10.15,1.0,1.26756,1.0,27.7462,1.0,26.7514,0.506503,78.4032,1.0,75.5922,1.07363,0.492715,0.811806,0.0460338,0.331169,0.437828,0.481216,0.779167,0.804861,0.644444,5.18605,4.76874,4.8179,5.18605,4.777,4.29411,4.36236,4.93778,6.58956,5.20478,5.46909,6.16201,5.37318,4.42801,4.62929,5.21132,-9999,-9999
201410,11.068,1.0,242.79,130.567,1.0,296.279,1.0,6.949,1.0,87.032,0.998656,2.696,1.0,3.074,0.99664,0.465082365202,0.996639784946,51.0075766129,1.0,274.348865591,1.0,94.1792459677,1.0,-9999,-9999,14.5955883195,0.994623655914,361.233004032,1.0,397.673,1.0,8.919,1.0,12.289,1.0,-0.431992,1.0,30.1357,1.0,26.1078,0.673258,29.1104,1.0,25.2196,0.895727,1.03936,0.895161,0.0398253,0.989303,1.01309,1.09661,0.903898,0.903226,0.859543,5.93792,5.57558,5.75938,6.05894,4.86656,4.56249,4.76737,4.95682,5.76786,3.46784,5.22446,5.73952,3.61964,3.44453,3.48614,3.66466,-9999,-9999
201411,1.528,0.6875,165.655,71.87,0.686111,270.141,0.6875,2.248,0.6875,87.253,0.679861,1.82,0.679861,3.549,0.680556,0.44615625,0.666666666667,26.6549916667,0.666666666667,158.842681685,0.649305555556,93.0413916667,0.666666666667,-9999,-9999,11.8418681516,0.665972222222,311.570548958,0.666666666667,402.693,0.682639,2.623,0.960417,22.74,0.958333,-2.45147,0.960417,16.2529,0.683333,14.3475,0.394928,5.06187,0.683333,4.46845,0.690235,2.10827,0.527778,0.0494058,1.99032,2.06453,2.10827,0.527083,0.529167,0.527778,4.05886,3.90961,4.01806,4.09795,2.04096,1.84871,1.9423,2.0278,4.5099,4.33219,4.48218,4.55938,2.33384,2.36083,2.40301,2.71609,-9999,-9999
201412,0.963,0.740591,129.258,51.187,0.739919,274.132,0.740591,1.523,0.740591,86.978,0.722446,2.977,0.0,3.34,0.721102,0.564111536561,0.708333333333,3.06938825758,0.709677419355,98.3655852273,0.709677419355,54.4725426136,0.709677419355,-9999,-9999,5.96492207744,0.700268817204,313.610966856,0.709677419355,402.611,0.735215,1.317,0.859543,32.118,0.857527,-1.60749,0.859543,22.9813,0.739247,20.2342,0.641247,-20.3965,0.739247,-17.9584,0.778438,1.02814,0.610215,0.0272988,1.01164,1.03635,1.15488,0.610887,0.610887,0.619624,2.48728,2.43657,2.471,2.53989,1.40466,1.36069,1.40368,1.44915,3.35445,3.15935,3.31855,4.33868,2.26518,2.26518,2.37614,2.97368,-9999,-9999
