TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
199601,0.744,0.0,165.106,66.257,0.0,261.57,0.0,1.552,0.0,84.817,0.0,2.188,0.0,1.748,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,65.5111,0.0,95.3316,-9999,106.917,0.0,155.585,-9999,-12.3767,0.0,-9999,-12.4645,-12.3979,-12.0599,0.0,0.0,0.0,2.88311,1.79037,2.88373,2.98181,15.3961,14.6041,14.9987,15.3467,2.10016,0.837643,2.0675,2.09997,5.25691,4.09295,4.14227,5.80851,-9999,-9999
199602,-1.5,0.0,228.473,111.403,0.0,244.386,0.0,1.696,0.0,84.426,0.0,3.571,0.0,1.876,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,65.6001,0.0,85.8186,-9999,107.132,0.0,140.151,-9999,-12.4534,0.0,-9999,-12.549,-12.4756,-12.1342,0.0,0.0,0.0,2.5828,1.63094,2.58354,2.70142,15.1947,14.5169,14.7837,15.1372,1.98906,0.714962,1.95813,1.98888,7.11179,5.8109,5.87138,7.93229,-9999,-9999
199603,-2.08,0.766129,316.024,130.289,0.768145,260.056,0.0,1.439,0.766129,84.619,0.0,3.153,0.751344,1.31,0.672715,-9999,-9999,68.3269097222,0.751344086022,229.793623212,0.751344086022,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.266,0.714,0.766129,0.766129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,65.5111,0.0,85.9972,-9999,106.917,0.0,140.351,-9999,-12.3767,0.0,-9999,-12.4645,-12.3979,-12.0599,0.0,0.0,0.0,2.50922,1.58942,2.50997,2.62983,15.0406,14.4064,14.6369,14.9871,1.95609,0.690288,1.92567,1.95591,8.19693,6.69592,6.76546,9.14358,-9999,-9999
199604,2.015,1.0,401.029,162.197,1.0,269.554,0.0,2.621,0.997917,84.818,0.0,6.787,1.0,1.473,0.963194,-9999,-9999,100.914583333,1.0,311.918093743,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.689,1.642,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,51.3093,0.0,62.4394,-9999,75.9127,0.0,92.3798,-9999,-10.1864,0.0,-9999,-10.1864,-10.1203,-10.067,0.0,0.0,0.0,3.05788,1.87819,3.05839,3.13909,13.165,12.4697,13.1608,13.2891,2.15384,0.920975,2.12035,2.15365,9.27019,7.67436,7.75009,10.3307,-9999,-9999
199605,7.724,0.800403,461.371,251.982,0.803091,284.131,0.0,3.998,0.800403,84.779,0.0,4.805,0.716398,1.709,0.774194,-9999,-9999,123.922372923,0.69623655914,491.15411713,0.780241935484,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.747,6.168,0.800403,0.800403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.29454,0.465726,54.3186,0.0,74.1669,-9999,77.2227,0.0,105.44,-9999,-10.0206,0.0,-9999,-10.0853,-9.97515,-9.68304,0.0,0.0,0.0,3.82966,2.27367,3.82974,3.84268,13.47,12.2676,13.5542,13.8776,2.40852,1.27208,2.37107,2.40852,11.7051,10.0797,10.1659,13.0263,-9999,-9999
199606,10.845,1.0,486.465,266.284,1.0,293.173,0.0,4.343,1.0,85.239,0.0,1.333,0.999306,1.456,0.995139,-9999,-9999,162.790505155,0.784722222222,511.450251546,0.999305555556,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.387,8.41,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.17636,0.0,53.8574,0.23125,74.9331,1.24617,81.1585,0.232639,112.918,1.82141,-9.3136,0.211806,0.193235,-9.41384,-9.26973,-8.72771,0.215278,0.210417,0.204167,4.24357,2.48845,4.21076,4.23252,12.9271,11.7078,13.0237,13.6246,2.53697,1.56574,2.5366,2.53856,11.5106,10.061,10.1422,12.8126,-9999,-9999
199607,13.687,0.990591,472.19,305.975,0.990591,299.673,0.0,5.885,0.989919,85.124,0.0,1.148,0.989247,1.435,0.981183,0.335065359498,0.551747311828,166.904905914,0.989247311828,593.23205719,0.969758064516,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,350.499,0.955645,8.815,9.647,0.990591,0.990591,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.40272,0.0,59.6497,0.991935,88.1937,0.930616,58.0953,0.992608,85.8955,1.03101,-7.99767,0.932796,0.0831171,-8.07225,-8.00896,-7.97474,0.910618,0.938172,0.933468,3.00879,2.50798,2.64241,2.84013,10.8048,10.6103,10.6709,10.8171,1.48628,1.34831,1.48628,1.66357,9.37688,9.15834,9.36224,9.52067,-9999,-9999
199608,13.676,0.872984,421.11,261.685,0.874328,305.232,0.0,4.66,0.872984,85.004,0.0,1.498,0.212366,1.544,0.741263,0.310016356382,0.594758064516,172.696965021,0.858198924731,523.089807793,0.858198924731,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,351.43,0.88172,10.108,11.011,0.872984,0.872984,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.33104,0.653226,59.0643,0.88172,99.4524,0.95384,42.4579,0.885081,71.4904,1.08147,-6.95493,0.840054,0.081214,-7.62389,-6.95684,-6.87095,0.80578,0.84207,0.853495,2.78581,2.64798,2.76093,2.86006,9.91138,9.65292,9.87605,10.0857,1.38656,1.40127,1.4918,1.7245,7.56343,7.29499,7.69986,8.58341,-9999,-9999
199609,8.306,0.516667,344.171,150.379,0.388194,290.111,0.0,2.376,0.505556,84.7,0.0,7.168,0.295139,1.675,0.461806,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,350.312,0.154167,5.368,8.718,0.516667,0.516667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.227191,0.2,21.6396,0.184028,41.6439,5.69967,12.417,0.186806,23.8957,8.74479,-3.69799,0.126389,1.42091,-4.15014,-3.49739,-3.46599,0.111111,0.127083,0.136111,2.15228,2.10289,2.13551,2.15307,5.85265,5.59953,5.65274,6.17592,1.60747,1.87569,2.02864,2.52729,4.95136,4.92843,5.08615,5.59964,-9999,-9999
199610,5.778,0.325941,256.384,114.339,0.222446,279.632,0.0,2.123,0.325941,85.07,0.0,7.06,0.0,1.913,0.227151,0.406329564716,0.523521505376,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,358.03,0.607527,3.472,6.822,0.325941,0.325941,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.559204,0.325941,10.5984,0.606855,14.9423,0.467917,25.6315,0.606855,36.1371,0.952916,0.594368,0.515457,0.0269407,0.586344,0.594368,0.606451,0.537634,0.515457,0.469758,1.58758,1.55117,1.58706,1.60673,0.968909,0.932967,0.978613,1.00426,0.718647,0.818965,0.892883,1.11087,0.840228,0.834566,0.866122,1.10263,-9999,-9999
199611,4.647,0.659028,182.083,69.038,0.660417,275.891,0.0,3.106,0.658333,84.886,0.0,6.526,0.0,2.367,0.575694,-9999,-9999,60.197251773,0.631944444444,164.947376909,0.619444444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,354.784,0.620833,1.523,5.47,0.659028,0.659028,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.45185,0.659028,9.19942,0.620833,12.6152,0.352801,7.02941,0.622222,9.63946,0.827644,0.923493,0.617361,0.0174512,0.923493,0.935518,0.951172,0.617361,0.617361,0.61875,0.95827,0.951808,0.958934,0.985385,0.0400864,0.00983553,0.0186861,0.0291943,1.05235,1.02148,1.06482,1.31085,0.350189,0.21104,0.223258,0.326622,-9999,-9999
199612,-0.9,0.614919,147.607,41.321,0.612231,263.36,0.0,1.384,0.612231,84.608,0.0,5.037,0.0,2.08,0.342742,-9999,-9999,6.4786249015,0.57997311828,47.83087827,0.588709677419,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,363.222,0.520833,-2.968,1.588,0.614919,0.614919,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.15481,0.0,5.52552,0.520833,7.58439,0.323956,-9.00638,0.520833,-12.3623,0.752406,0.72554,0.520833,0.0112779,0.724824,0.725769,0.728915,0.520833,0.520833,0.520833,0.683699,0.682431,0.688635,0.695189,-0.0320601,-0.0477588,-0.0374396,-0.0303516,1.51953,1.50624,1.51819,1.53261,0.565824,0.499907,0.508175,0.517899,-9999,-9999
199701,1.152,0.889785,165.106,43.142,0.892473,266.681,0.0,3.263,0.889785,85.305,0.0,2.908,0.0,1.811,0.741935,-9999,-9999,4.54960890757,0.854838709677,79.5776438623,0.85685483871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,357.143,0.800403,-3.18,1.288,0.889785,0.889785,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.985165,0.0,12.1413,0.798387,17.6681,0.34862,-3.32804,0.800403,-4.84296,0.932543,0.50216,0.736559,0.0201715,0.472093,0.500249,0.505545,0.702285,0.750672,0.750672,0.477105,0.432028,0.439275,0.459908,-0.0288663,-0.0702809,-0.0519619,-0.0261808,0.71132,0.630061,0.714654,1.10786,0.0584567,0.0592841,0.0808676,0.299796,-9999,-9999
199702,-0.107,1.0,227.071,94.872,1.0,245.176,0.0,3.868,0.999256,85.616,0.0,1.666,0.0,1.918,0.813988,-9999,-9999,27.9736733789,0.991071428571,182.44647651,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,361.23,0.935268,-3.363,1.199,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.00795,0.80506,9.4509,0.934524,12.3637,0.597046,31.6043,0.953869,41.345,1.23016,0.508782,0.934524,0.0330931,0.4251,0.488722,0.500389,0.924851,0.934524,0.934524,0.587491,0.609712,0.614564,0.625802,0.133076,0.117688,0.12711,0.175885,0.838942,0.802464,0.855433,0.924696,0.229804,0.216712,0.252224,0.334992,-9999,-9999
199703,1.062,1.0,313.03,129.542,1.0,247.258,0.0,4.285,1.0,85.297,0.0,1.559,0.0,2.289,0.905242,0.491944254696,0.564516129032,57.8099119195,0.998655913978,248.526660475,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,360.177,0.723118,-2.839,1.13,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.650709,1.0,9.60507,0.725134,12.6087,0.565314,59.7621,0.723118,78.4505,1.31294,0.952835,0.708333,0.0274308,0.94307,0.950661,0.959447,0.713038,0.713038,0.706317,1.23494,1.2121,1.22501,1.25305,0.276974,0.267783,0.277676,0.305169,1.05724,0.825764,1.03158,1.12409,0.335167,0.309663,0.379004,0.464808,-9999,-9999
199704,0.023,1.0,398.549,141.394,1.0,253.69,0.0,3.12,1.0,84.864,0.0,3.399,0.0,2.114,0.813194,-9999,-9999,84.5916666667,1.0,271.912231924,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,367.396,0.10625,-1.203,1.841,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.0305972,1.0,7.65838,0.10625,9.31965,0.473017,69.6028,0.249306,84.7012,1.63039,1.09204,0.0618056,0.0541805,1.05925,1.09119,1.09682,0.0618056,0.0618056,0.0805556,1.38339,1.37792,1.41384,1.45991,0.294378,0.283554,0.323679,0.363826,1.04379,0.836822,0.992908,1.12469,0.361145,0.291143,0.338516,0.399718,-9999,-9999
199705,9.832,1.0,459.913,220.454,1.0,277.437,0.0,6.853,1.0,85.067,0.0,1.059,0.0,1.825,0.853495,0.431726630578,0.55376344086,139.223719782,0.997311827957,423.826649541,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,369.977,0.959677,5.069,6.04,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.78767,1.0,27.064,0.959005,32.9347,1.01984,90.2326,0.955645,109.806,1.33333,-3.65266,0.944892,0.0790763,-3.65614,-3.60231,-3.5311,0.94422,0.930108,0.948925,2.84081,2.80647,2.83937,2.88611,6.51619,6.34176,6.4358,6.53481,2.28163,1.93969,2.13248,2.26258,4.76917,4.53521,4.76917,4.91212,-9999,-9999
199706,14.414,1.0,486.266,251.684,1.0,300.828,0.0,6.156,1.0,84.779,0.0,1.293,0.0,1.668,0.860417,-9999,-9999,151.816666667,1.0,484.008004007,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,364.093,0.966667,8.272,8.985,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.2611,1.0,43.8324,0.968056,66.3574,0.954045,56.7099,0.968056,85.8525,1.09215,-8.97069,0.931944,0.106229,-9.45941,-8.88249,-8.70651,0.852778,0.925694,0.94375,3.4501,3.07554,3.43922,3.50133,12.3291,12.2122,12.2719,12.3312,3.23687,2.76914,2.94921,3.34705,11.8831,10.951,11.419,11.8689,-9999,-9999
199707,15.375,1.0,473.258,257.557,0.664651,300.384,0.0,6.88,1.0,85.062,0.0,0.835,0.0,1.547,0.596102,-9999,-9999,152.5125,0.645161290323,475.148295208,0.645161290323,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,370.213,0.618952,9.294,10.024,0.790995,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.62804,0.665995,52.4588,0.619624,75.7067,0.700736,56.8206,0.618952,82.0015,1.10386,-9.12444,0.584005,0.106544,-9.14221,-9.10875,-8.97686,0.557124,0.583333,0.614247,3.13822,2.94361,3.13822,3.22833,12.2325,12.0325,12.2507,12.2923,4.0838,1.93423,2.84809,4.0838,11.8252,10.8761,11.123,11.9438,-9999,-9999
199708,15.163,0.804435,423.251,249.481,0.549059,303.684,0.0,5.371,0.804435,85.137,0.0,1.351,0.550403,1.438,0.505376,-9999,-9999,139.114583333,0.505376344086,476.227738163,0.506048387097,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,359.504,0.676075,9.756,10.842,0.0,0.921371,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.13133,0.391801,44.9753,0.674731,75.7293,0.766557,53.3276,0.677419,89.793,1.16324,-6.57189,0.586022,0.0758865,-6.6843,-6.65291,-6.63197,0.359543,0.629704,0.638441,2.12189,2.2,2.31051,2.38589,8.83139,8.86368,8.94886,9.03306,2.43381,2.3829,2.66419,3.08696,8.2325,7.59518,8.14638,8.45604,-9999,-9999
199709,13.454,0.809722,346.976,201.459,0.8125,297.995,0.0,5.064,0.809722,85.347,0.0,2.93,0.796528,1.57,0.795833,-9999,-9999,130.892962682,0.785416666667,425.090980688,0.786111111111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,365.36,0.628472,9.435,10.492,0.0,0.809722,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.652344,0.809722,12.6594,0.628472,24.362,0.494828,50.892,0.898611,97.9381,0.921404,-1.69641,0.615972,0.110135,-2.08833,-1.92719,-1.80677,0.497222,0.615972,0.620139,0.964545,0.910924,1.06057,1.09296,2.88703,2.86547,2.90541,2.95977,2.09158,1.86618,2.1736,3.4233,4.16888,4.02789,4.16724,5.4812,-9999,-9999
199710,7.016,0.922043,259.2,123.049,0.924731,287.894,0.0,2.247,0.922043,84.934,0.0,4.275,0.903898,1.741,0.899866,-9999,-9999,71.2879464286,0.891129032258,241.615189382,0.891129032258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,370.959,0.0362903,10.217,8.431,0.0,0.922043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.904483,0.922043,5.27274,0.03629,7.43387,-9999,21.1106,0.987903,29.7631,0.745031,0.290107,0.0356183,-9999,0.198518,0.268259,0.336143,0.0356183,0.0356183,0.0356183,1.41056,1.40432,1.41073,1.46803,1.21122,1.13,1.1408,1.21122,2.27904,1.79069,2.09779,2.35331,1.87261,1.39228,1.69165,2.4549,-9999,-9999
199711,3.077,0.992361,184.01,48.215,0.98125,284.162,0.0,1.822,0.992361,84.598,0.0,15.4,1.0,1.724,0.872917,-9999,-9999,31.0036507937,0.990972222222,90.13096625,0.978472222222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,373.793,0.865972,10.52,4.526,0.0,0.992361,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.07891,0.992361,1.66449,0.865972,1.49023,0.121629,14.3844,0.863889,12.8784,0.582504,1.63435,0.860417,0.0298736,1.61254,1.62283,1.63182,0.851389,0.860417,0.860417,1.70165,1.69355,1.72275,1.73877,0.0801685,0.0801685,0.0974632,0.125878,1.48932,1.40784,1.48932,1.64249,0.190452,0.0846114,0.16583,0.270863,-9999,-9999
199712,-1.186,1.0,147.927,52.4,1.0,258.991,0.0,1.958,1.0,84.73,0.0,0.987,0.999328,1.674,0.850134,-9999,-9999,26.0037748799,0.999327956989,100.691841298,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,379.384,0.916667,10.515,2.681,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.08233,1.0,3.9888,0.916667,7.36852,0.184649,9.08369,0.916667,16.7803,0.682387,0.80823,0.897177,0.0233856,0.792057,0.80823,0.817855,0.905914,0.897177,0.893145,0.809069,0.803946,0.836381,0.853907,-0.0232121,-0.00791946,0.0370033,0.0758775,0.830383,0.827293,0.872235,1.10077,0.111913,0.118679,0.1332,0.224301,-9999,-9999
199801,-1.743,1.0,165.106,66.564,1.0,257.098,0.0,1.696,1.0,85.146,0.0,2.284,0.999328,1.544,0.854839,-9999,-9999,35.4752588509,0.997311827957,128.101091198,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,378.492,0.94422,10.519,1.692,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.33559,1.0,4.77765,0.938172,6.57033,0.184239,18.7689,0.94086,25.8114,1.11678,0.706574,0.832661,0.0240824,0.715607,0.730971,0.738564,0.849462,0.851478,0.857527,0.675076,0.678934,0.759071,0.823171,-0.0449548,-0.0449548,0.0223377,0.0926694,0.850692,0.784387,0.815176,0.837236,0.172354,0.0833793,0.138886,0.1736,-9999,-9999
199802,1.736,1.0,227.071,137.164,1.0,246.739,0.0,3.076,1.0,85.602,0.0,2.5,0.997768,1.699,0.892113,-9999,-9999,63.940116653,0.997023809524,262.338522063,0.997767857143,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,379.552,0.844494,13.009,1.338,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.28473,1.0,7.98894,0.834077,9.13191,0.290274,38.0844,0.828869,43.5331,1.17161,0.56773,0.775298,0.0266696,0.573066,0.581649,0.601662,0.776042,0.775298,0.760417,0.603904,0.646251,0.660668,0.991291,0.0930848,0.0725319,0.0914844,0.368938,0.913315,0.761682,0.913315,0.985843,0.599435,0.219026,0.362476,0.565534,-9999,-9999
199803,-2.215,1.0,313.03,172.555,1.0,246.234,0.0,1.815,1.0,85.241,0.0,2.265,1.0,2.335,0.926075,0.494511394786,0.702284946237,98.3808985215,1.0,331.835768817,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.968,0.974462,13.154,1.328,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.894904,1.0,5.49447,0.977823,7.72705,0.314528,61.78,0.97379,86.8832,1.13213,0.588259,0.93414,0.0274018,0.550636,0.589414,0.610279,0.945565,0.934812,0.925403,0.832713,0.75978,0.823847,0.858615,0.233497,0.208836,0.229415,0.249558,0.897074,0.869456,0.897598,1.14526,0.219898,0.235803,0.258006,0.369258,-9999,-9999
199804,3.03,1.0,398.549,184.251,1.0,267.275,0.0,2.064,1.0,84.564,0.0,4.627,1.0,2.06,0.899306,-9999,-9999,117.988821232,0.998611111111,354.3293125,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,344.423,0.902778,13.156,1.878,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.526292,1.0,6.58628,0.903472,9.1466,0.453553,73.7984,0.908333,102.487,0.894701,0.947997,0.834028,0.0462725,0.892732,0.931205,0.976222,0.886111,0.825694,0.81875,1.29737,1.19411,1.3299,1.42905,0.473113,0.30299,0.372578,0.474198,1.005,1.0704,1.13281,1.43858,0.156769,0.174495,0.218322,0.308693,-9999,-9999
199805,8.202,1.0,459.913,215.704,1.0,283.159,0.0,3.329,1.0,84.808,0.0,2.955,1.0,1.386,0.893145,0.331834520212,0.522177419355,136.190169355,1.0,414.815661761,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,349.211,0.954301,13.154,5.602,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.99107,1.0,19.8964,0.935484,32.4106,0.4242,62.1423,0.954301,101.228,1.03864,-1.72467,0.90457,0.0637581,-1.73464,-1.69789,-1.68535,0.897849,0.90793,0.908602,2.81829,2.75501,2.83449,2.92531,4.5033,4.48505,4.56459,4.60131,3.06166,2.53907,2.86569,3.04301,4.87442,4.51034,4.74406,4.86669,-9999,-9999
199806,14.439,1.0,486.266,288.327,1.0,294.82,0.0,7.049,1.0,85.169,0.0,0.747,1.0,1.227,0.864583,0.30325640601,0.521527777778,175.556083732,0.999305555556,554.568385314,0.998611111111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,370.124,0.96875,12.538,8.689,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.97238,1.0,92.1349,0.970139,100.357,1.35799,68.155,0.965972,74.2369,0.841511,-6.83136,0.925694,0.0670177,-6.93903,-6.83365,-6.76805,0.882639,0.929167,0.925694,3.63111,3.50542,3.59445,3.74433,10.3613,10.2933,10.4101,10.7007,3.58538,3.10445,3.51671,3.60213,9.77028,9.45568,9.7637,10.082,-9999,-9999
199807,17.782,1.0,473.258,309.095,0.986559,306.604,0.0,8.986,1.0,84.882,0.0,0.465,1.0,1.399,0.807124,0.339999236213,0.662634408602,198.488644511,0.567204301075,595.150577709,0.979838709677,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,365.756,0.985887,12.909,11.262,0.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.55594,1.0,73.901,0.985887,97.936,1.10701,76.2387,0.985887,101.034,1.10339,-7.09103,0.96707,0.0779813,-7.1565,-7.08585,-7.03926,0.844758,0.969086,0.969758,2.51559,2.53787,2.58094,2.7508,9.8137,9.57167,9.67483,9.95738,3.2896,3.2896,3.862,3.99332,10.4777,10.3191,10.5882,10.7525,-9999,-9999
199808,16.947,0.96707,423.251,240.832,0.968414,312.407,0.0,6.674,0.96707,85.006,0.0,1.29,0.950941,1.261,0.827957,-9999,-9999,154.493582498,0.922715053763,454.658488232,0.929435483871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,367.45,0.872312,12.462,12.248,0.724462,0.96707,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.52849,0.966398,22.0524,0.870968,33.6749,0.67213,56.5196,0.872312,86.3079,1.05163,-3.2599,0.788306,0.0610276,-3.32345,-3.2599,-3.13493,0.80914,0.788306,0.849462,1.41961,1.21715,1.29382,1.90632,4.69564,4.51026,4.61895,4.98426,3.81488,3.44769,3.83747,4.4776,5.89526,5.81466,6.25264,6.75488,-9999,-9999
199809,11.249,0.995833,346.976,157.861,0.995139,295.481,0.0,2.508,0.995833,84.842,0.0,6.42,0.994444,1.783,0.872222,-9999,-9999,111.649597656,0.986805555556,298.425006412,0.988888888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,364.238,0.968056,8.48,9.863,0.996528,0.996528,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.286865,0.996528,20.1113,0.968056,34.7696,0.494883,46.4136,0.968056,80.2424,1.00542,-2.04282,0.959722,0.0532007,-2.05596,-2.04476,-2.0302,0.959722,0.958333,0.958333,1.22202,1.24236,1.26341,1.29011,3.31004,3.2779,3.30207,3.32182,1.81449,1.55418,1.66668,1.81449,3.53159,3.34713,3.51836,3.53841,-9999,-9999
199810,8.425,0.991263,259.2,108.107,0.991263,278.142,0.0,2.17,0.990591,85.098,0.0,7.172,0.987903,1.557,0.885081,0.411734854015,0.54435483871,-9999,-9999,198.69189206,0.985887096774,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,371.554,0.96707,6.025,8.12,0.991263,0.991263,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.10416,0.991263,9.46359,0.96707,12.4238,0.408159,35.2536,0.96707,46.2811,0.827888,0.952164,0.936156,0.0343975,0.935212,0.965587,0.98041,0.946909,0.938172,0.947581,2.06946,2.00829,2.04484,2.07062,1.12572,1.07345,1.08579,1.10064,1.34597,1.34012,1.38847,1.42663,0.890467,0.856907,0.877018,0.897716,-9999,-9999
199811,2.07,1.0,184.01,66.884,1.0,264.5,0.0,1.559,1.0,84.816,0.0,3.48,1.0,1.916,0.886806,-9999,-9999,30.9455861111,1.0,128.622359722,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,374.697,0.838889,1.445,4.834,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.73192,1.0,7.98299,0.838194,7.15877,0.335591,21.9336,0.838889,19.669,0.58957,1.63583,0.827778,0.0451986,1.58333,1.6173,1.81978,0.831944,0.832639,0.826389,1.93155,1.82995,1.90675,2.34665,0.263975,0.243924,0.272909,0.476533,2.04974,2.04974,2.06878,2.13741,0.328979,0.266691,0.318223,0.328795,-9999,-9999
