TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-9.516,0.0,130.925,58.397,0.652554,232.431,0.0,0.218,0.0,97.457,0.0,0.375,0.0,1.876,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.19595,0.827957,21.2147,0.0,-9999,-9999,20.7105,0.0,-9999,-9999,-2.04509,0.0,-9999,-2.04509,-2.04509,-2.00659,0.0,0.0,0.0,1.43585,1.41364,1.42969,1.65303,3.48094,3.46444,3.48094,3.65962,0.0831324,0.0743056,0.0831324,0.0875531,0.605708,0.592915,0.602517,0.605708,-9999,-9999
200202,-7.078,0.0,194.355,92.208,0.598958,235.369,0.0,0.51,0.0,97.74,0.0,1.196,0.0,2.413,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.20666,0.0,20.6067,0.0,-9999,-9999,18.7271,0.0,-9999,-9999,-2.52026,0.0,-9999,-2.52332,-2.52026,-2.41904,0.0,0.0,0.0,1.81317,1.77941,1.8038,2.16587,4.33343,4.31457,4.3341,4.58491,0.0941216,0.0837147,0.0941216,0.0993063,0.767341,0.754227,0.764112,0.767341,-9999,-9999
200203,-9.09,0.0,286.108,161.754,0.534946,216.878,0.0,0.738,0.0,97.974,0.0,1.67,0.0,2.144,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.09056,0.0,20.4889,0.0,-9999,-9999,19.3363,0.0,-9999,-9999,-2.84499,0.0,-9999,-2.84853,-2.84499,-2.7275,0.0,0.0,0.0,1.56799,1.5396,1.5601,1.87021,4.41298,4.39642,4.41355,4.59771,0.0850913,0.0759185,0.0850913,0.089678,1.05442,1.04142,1.05127,1.05442,-9999,-9999
200204,-1.394,0.240278,381.591,189.561,0.545139,278.941,0.0,2.041,0.240278,97.739,0.14375,2.834,0.14375,2.107,0.134722,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.33964,0.240278,21.2874,0.240278,34.0955,0.630633,21.8093,0.240278,34.9314,1.16024,-2.7026,0.238194,0.0810507,-2.70581,-2.7026,-2.60402,0.238194,0.238194,0.239583,3.21934,3.1178,3.19116,4.56292,5.92194,5.84224,5.89698,7.16695,0.118345,0.104031,0.118345,0.125412,1.17675,1.16249,1.17329,1.17675,-9999,-9999
200205,5.111,0.741935,453.36,252.246,0.760081,296.521,0.0,4.72,0.741935,97.752,0.590054,1.509,0.590726,2.327,0.590054,0.353788963064,0.561827956989,185.983708754,0.5625,527.923793561,0.5625,365.13,0.741935,-9999,-9999,6.89828,0.737903,27.2484,0.739247,43.643,0.340968,86.6146,0.741263,138.728,1.02827,-0.810792,0.732527,0.0300602,-0.833325,-0.818691,-0.809984,0.731183,0.732527,0.732527,1.05522,0.983149,1.05516,1.05784,1.87441,1.8097,1.86786,1.87441,1.01254,0.768837,0.81243,1.01974,2.0942,1.86206,1.93107,2.07711,-9999,-9999
200206,16.691,1.0,485.452,232.652,1.0,364.282,0.0,6.231,1.0,97.576,1.0,2.91,1.0,1.921,0.972917,0.303743734554,0.963888888889,173.319429167,1.0,447.407170833,1.0,362.654,1.0,17.255,0.0,12.7382,1.0,55.1977,0.998611,91.5111,0.641089,41.745,0.998611,69.2083,0.843616,-2.03481,0.979861,0.0715238,-2.05183,-2.02413,-2.00774,0.978472,0.979167,0.979861,2.97886,3.04235,3.08237,3.14081,5.02156,5.06109,5.12118,5.17988,2.01348,2.03528,2.132,2.22076,4.60174,4.57145,4.61262,4.69664,-9999,-9999
200207,21.061,1.0,470.043,272.651,1.0,376.077,0.0,7.546,1.0,97.768,1.0,3.532,1.0,1.672,0.995968,0.27280165831,0.963037634409,203.554265457,1.0,524.329424731,1.0,353.501,0.998656,18.085,0.616935,7.01105,1.0,87.4258,0.993952,160.133,0.920731,19.7514,0.99328,36.1775,0.611177,-4.83606,0.982527,0.0724377,-4.8677,-4.81842,-4.78986,0.981183,0.982527,0.968414,4.77396,4.7996,4.83407,4.94855,9.59238,9.62311,9.66794,9.74261,1.69413,1.63691,1.83105,2.09282,7.74903,7.74903,7.80857,8.00136,-9999,-9999
200208,17.933,1.0,411.04,226.918,1.0,354.501,0.0,4.617,1.0,97.873,1.0,2.81,1.0,1.81,0.971102,0.288799072968,0.930779569892,170.264512097,1.0,436.379954973,1.0,348.377,0.999328,16.816,1.0,2.24948,0.985215,76.4582,1.0,148.536,0.851407,9.82135,1.0,19.0801,0.684935,-4.26164,0.992608,0.13453,-4.34917,-4.2947,-4.27848,0.994624,0.992608,0.992608,4.37456,4.27174,4.41995,4.52333,8.63857,8.57438,8.68243,8.8676,1.96151,1.49555,1.81039,1.96151,6.93072,6.80271,6.95239,7.11013,-9999,-9999
200209,14.748,1.0,324.33,160.095,1.0,339.243,0.0,3.923,1.0,97.603,1.0,3.16,1.0,1.8,0.997222,0.287285234271,0.943055555556,117.386670139,1.0,307.856399306,1.0,367.727,0.997917,14.862,1.0,-0.18794,0.433333,57.7706,0.996528,112.795,0.622475,1.55164,0.995139,3.02953,0.635099,-1.45742,0.963194,0.0764231,-1.68987,-1.43866,-1.42869,0.959722,0.964583,0.965972,3.9991,4.01018,4.08375,4.11622,5.68406,5.52435,5.55444,5.69689,1.91688,1.64188,1.97093,2.1746,4.28116,4.17506,4.30148,4.37122,-9999,-9999
200210,2.885,0.948253,228.798,82.837,0.88172,276.247,0.0,1.786,0.948253,97.987,0.893817,3.011,0.894489,1.822,0.860215,0.440770398817,0.817876344086,56.0950802469,0.870967741935,163.582329365,0.677419354839,367.301,0.942204,6.524,0.948925,-10.147,0.948253,21.1133,0.946909,41.4292,0.826841,12.9833,0.948925,25.4763,0.836929,-0.988519,0.932796,0.0972336,-0.988812,-0.976249,-0.925816,0.932796,0.932796,0.933468,1.06225,1.05814,1.06524,1.06974,2.06623,1.99332,2.03487,2.05,2.55824,2.55824,2.97363,3.08371,3.72756,2.67649,3.73,3.88971,-9999,-9999
