TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200301,-14.344,0.0,130.439,59.025,0.652554,195.706,0.0,0.226,0.0,97.523,0.0,0.045,1.0,1.271,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.397,1.0,5.64904,3.0,42.4256,0.0,-9999,-9999,81.3898,0.0,-9999,-9999,-5.78193,0.0,-9999,-6.12965,-5.78327,-5.707,0.0,0.0,0.0,0.738464,0.535737,0.715396,0.715396,6.60544,6.4224,6.5035,6.62867,0.0378507,0.0370229,0.0375165,0.0378864,2.41254,2.39899,2.41264,2.42632,-9999,-9999
200302,-14.291,0.0,193.881,98.984,0.598958,199.253,0.0,0.276,0.0,97.274,0.0,0.05,1.0,1.262,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.831,1.0,5.66522,3.0,42.8174,0.0,-9999,-9999,82.2793,0.0,-9999,-9999,-5.80517,0.0,-9999,-6.15697,-5.80913,-5.73108,0.0,0.0,0.0,0.741683,0.536926,0.718514,0.718514,6.63048,6.4496,6.52764,6.65473,0.028995,0.0283609,0.028739,0.0290224,3.09829,3.08286,3.09932,3.11374,-9999,-9999
200303,-6.584,0.0,285.71,135.742,0.534274,240.239,0.0,0.948,0.0,96.95,0.0,1.116,1.0,1.207,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.584,1.0,5.24983,3.0,41.8886,0.0,-9999,-9999,82.4516,0.0,-9999,-9999,-5.61514,0.0,-9999,-5.88265,-5.61898,-5.60055,0.0,0.0,0.0,0.982546,0.888591,0.951853,0.962673,6.7582,6.54406,6.58513,6.7999,0.17468,0.170859,0.173138,0.174845,3.70941,3.6918,3.71103,3.72692,-9999,-9999
200304,2.92,0.626389,381.331,186.598,0.465278,271.786,0.0,4.015,0.626389,97.354,0.343056,1.304,0.656944,1.392,0.343056,-9999,-9999,-9999,-9999,-9999,-9999,368.681,0.625,1.015,0.351389,5.58513,3.0,42.9569,0.0,-9999,-9999,81.8225,0.0,-9999,-9999,-5.88541,0.0,-9999,-6.2226,-5.88918,-5.81636,0.0,0.0,0.0,1.2522,1.21308,1.39333,1.47847,7.33203,7.02945,7.33086,7.71502,0.655489,0.641153,0.649702,0.656107,4.31117,4.29068,4.31373,4.33137,-9999,-9999
200305,8.427,0.66129,453.25,213.32,0.401882,305.98,0.0,5.139,0.66129,97.255,0.389785,3.539,0.645833,1.13,0.389785,-9999,-9999,-9999,-9999,-9999,-9999,373.05,0.660618,8.777,0.340054,6.10285,3.0,48.0302,0.337366,75.2664,0.107723,81.2031,0.340726,127.25,0.123683,-5.68174,0.293683,0.117291,-5.98983,-5.66643,-5.60976,0.281586,0.290323,0.298387,1.01853,0.987821,1.1714,1.35606,6.83812,6.58966,6.83463,7.41087,1.15826,1.13293,1.14804,1.15936,4.74128,4.71803,4.74417,4.7642,-9999,-9999
200306,14.16,0.738889,485.427,228.886,0.375,350.235,0.0,5.374,0.738889,97.054,0.572917,1.503,0.5625,0.893,0.572917,-9999,-9999,-9999,-9999,-9999,-9999,373.564,0.738194,13.493,0.738889,5.61851,3.0,62.2881,0.73125,97.6095,0.573688,53.1046,0.736111,83.2184,0.293394,-5.95571,0.626389,0.174709,-5.93102,-5.90758,-5.85334,0.629167,0.630556,0.640972,0.610681,0.5028,0.610681,1.14989,6.71229,6.40977,6.57981,6.96029,2.08198,2.03645,2.0636,2.08395,5.12509,5.09968,5.12839,5.15011,-9999,-9999
200307,17.985,0.728495,469.983,235.364,0.387097,367.361,0.0,6.682,0.728495,97.077,0.559812,1.32,0.211694,0.96,0.559812,-9999,-9999,-9999,-9999,-9999,-9999,367.185,0.727823,16.684,0.728495,4.39689,3.0,81.4772,0.726478,128.25,0.933959,46.9664,0.727823,73.9282,0.528596,-5.8291,0.613575,0.216168,-5.8291,-5.81027,-5.75582,0.613575,0.617608,0.606855,3.10713,3.03561,3.15072,3.73235,9.03321,8.8581,8.97327,9.44906,2.90437,2.84085,2.87873,2.90711,5.06987,5.04372,5.07355,5.09552,-9999,-9999
200308,18.654,0.774194,410.848,206.289,0.436828,359.852,0.0,6.983,0.774194,97.444,0.557796,1.139,0.642473,0.967,0.557796,-9999,-9999,-9999,-9999,-9999,-9999,368.332,0.773522,17.436,0.821909,3.25064,3.0,33.4335,0.668011,52.6265,0.475042,56.1424,0.669355,88.3718,0.39164,-3.59381,0.576613,0.159512,-3.63078,-3.62148,-3.60347,0.584677,0.584677,0.570565,2.11138,1.83121,2.11602,2.33223,5.77719,5.46102,5.7352,5.89432,3.08829,3.02074,3.06102,3.0912,4.63255,4.60773,4.63594,4.65693,-9999,-9999
200309,14.777,0.66875,323.991,142.517,0.591667,332.366,0.0,6.968,0.66875,97.098,0.23125,1.874,0.896528,1.338,0.23125,-9999,-9999,-9999,-9999,-9999,-9999,354.026,0.667361,13.633,0.848611,-0.703983,3.0,19.8852,0.652778,-9999,0.341914,48.5345,0.652778,-9999,0.840634,-1.89018,0.600694,0.0580697,-1.88453,-1.83561,-1.80995,0.600694,0.6,0.604167,1.95938,1.95938,1.97049,2.07338,3.85499,3.84749,3.85499,3.87918,2.81476,2.81296,2.82061,2.84682,4.55546,4.54581,4.55345,4.55714,-9999,-9999
200310,6.001,0.902554,228.353,91.713,0.915995,293.652,0.0,3.276,0.902554,96.968,0.666667,0.761,0.711694,1.156,0.670027,-9999,-9999,68.483920299,0.631048387097,195.106839014,0.631048387097,369.085,0.899866,7.385,0.791667,-3.35681,3.0,28.3018,0.509409,-9999,0.300216,11.2103,0.510753,-9999,0.562709,-2.40604,0.501344,0.0576387,-2.61434,-2.25744,-2.14121,0.49664,0.502016,0.502016,1.33962,1.17515,1.48224,1.56744,3.76822,3.71431,3.75593,3.76991,2.30992,2.26308,2.32753,2.34702,4.35175,4.34657,4.36636,4.37121,-9999,-9999
