TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201111,10.783,0.583333,180.277,98.677,0.586111,312.059,0.0,3.309,0.583333,100.037,0.342361,0.979,0.579167,1.832,0.307639,-9999,-9999,6.91882804279,0.558333333333,176.387080437,0.563888888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.415,-9999,-9999,-9999,0.584722,-9999,-9999,-9999,-9.07893,0.584722,11.166,0.579861,6.15048,0.173631,8.76948,0.575,4.83041,0.425051,0.291367,0.547917,0.018842,0.26686,0.295234,0.29963,0.548611,0.547917,0.547917,1.23448,1.20107,1.23448,1.28282,0.935509,0.920855,0.960681,0.995955,1.25263,0.893073,1.25968,2.40609,0.796091,0.626476,0.78978,1.70152,-9999,-9999
201112,9.131,1.0,144.11,72.028,1.0,305.421,0.139113,2.841,1.0,99.998,0.760753,0.854,0.969086,2.218,0.726478,-9999,-9999,-1.4984441517,0.987231182796,119.897483036,0.995967741935,-9999,-9999,-9999,-9999,405.604,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.752,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-5.29121,1.0,10.5294,0.985887,4.08363,0.19146,-1.18364,0.995968,-0.459052,0.351559,0.382866,0.972446,0.0208858,0.381489,0.386289,0.389536,0.972446,0.975134,0.975134,1.25013,1.24391,1.24788,1.25013,0.868643,0.85484,0.861085,0.86649,1.3625,1.31097,1.35387,1.37102,0.965642,0.956039,0.964001,0.969392,-9999,-9999
201201,6.665,1.0,161.296,91.405,0.966398,291.515,1.0,3.2,1.0,99.68,0.846102,0.72,0.999328,2.251,0.670699,-9999,-9999,4.03863549358,0.943548387097,156.924962772,0.908602150538,-9999,-9999,-9999,-9999,392.864,0.685484,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.652,16.566,-9999,-9999,0.0584677,1.0,-9999,-9999,-3.04925,1.0,14.7712,0.957661,9.08088,0.309667,4.22885,0.955645,2.59977,0.443277,0.127573,0.521505,0.0119533,0.0142062,0.118401,0.14672,0.577957,0.522849,0.522177,0.938318,0.923994,0.933707,0.947759,0.822582,0.788937,0.824956,0.93109,0.916968,0.768646,1.12046,1.27187,0.61338,0.713175,0.857473,1.0435,-9999,-9999
201202,3.851,1.0,224.893,127.53,1.0,280.547,1.0,2.798,1.0,99.318,0.807471,2.378,0.852011,3.387,0.426006,-9999,-9999,24.4807667461,0.587643678161,232.533036696,0.998563218391,-9999,-9999,-9999,-9999,392.105,0.994971,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.324,17.504,-9999,-9999,0.0,1.0,-9999,-9999,-1.9275,1.0,18.4159,0.956897,15.5008,0.258212,0.761936,0.950431,0.641329,0.446662,0.190847,0.874282,0.00916556,0.176649,0.188157,0.1916,0.875,0.875718,0.871408,0.861341,0.843206,0.852481,0.85857,0.670494,0.663472,0.665323,0.668021,0.889726,0.555123,0.891724,1.04321,0.363963,0.591473,0.72582,1.03133,-9999,-9999
201203,11.697,1.0,313.163,204.826,1.0,305.14,1.0,6.28,1.0,99.92,0.998656,0.099,0.999328,2.738,0.795699,-9999,-9999,63.659531787,0.996639784946,382.833252509,0.998655913978,-9999,-9999,-9999,-9999,386.785,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.863,16.471,-9999,-9999,0.0383065,1.0,-9999,-9999,3.02148,1.0,24.7217,0.989247,22.9204,0.273247,40.6245,0.991263,37.6644,0.531691,-0.699166,0.922043,0.0215024,-0.740444,-0.699166,-0.649198,0.919355,0.922043,0.954973,1.36573,1.33938,1.34616,1.36093,2.06893,1.98227,2.01305,2.08671,1.37967,1.16686,1.26512,1.30343,2.04946,1.99087,2.08304,2.12226,-9999,-9999
201204,12.884,1.0,399.304,203.63,1.0,332.222,1.0,4.233,1.0,98.505,0.998611,1.92,1.0,2.788,0.873611,0.22801381974,0.702777777778,73.6152074878,0.995833333333,370.540616222,0.990277777778,-9999,-9999,-9999,-9999,391.0,1.0,15.527,12.236,14.563,13.409,0.988889,0.988889,0.988889,0.988889,20.991,18.672,17.205,-9999,0.988889,1.0,0.988889,-9999,-0.194521,1.0,38.547,0.994444,38.067,0.463144,37.7171,0.993056,37.2474,0.45512,-0.881537,0.9625,0.0299737,-0.948025,-0.881537,-0.80868,0.947222,0.9625,0.965972,1.73116,1.77708,1.90761,1.99481,2.61437,2.67474,2.76088,2.83422,2.57631,2.69474,2.87217,3.75211,3.73587,3.60699,3.74522,3.88839,-9999,-9999
201205,15.79,1.0,460.785,270.482,1.0,340.472,1.0,5.929,1.0,99.167,0.999328,1.905,1.0,2.507,0.780242,0.24304330582,0.57997311828,115.465130751,0.994623655914,508.918361397,0.994623655914,-9999,-9999,-9999,-9999,397.753,1.0,20.576,16.002,18.842,16.15,1.0,1.0,1.0,1.0,21.282,20.436,19.499,-9999,1.0,1.0,1.0,-9999,1.51147,1.0,66.1215,0.985887,65.1009,0.53999,50.1949,0.983871,49.4201,0.458359,-1.26904,0.915995,0.0307927,-1.41613,-1.28223,-1.2326,0.883065,0.930108,0.916667,2.69004,2.52685,2.58986,2.74677,3.97364,3.85383,3.96739,4.01325,0.74555,0.74555,1.532,1.8821,2.69115,2.80832,3.15384,3.35046,-9999,-9999
201206,22.547,1.0,486.477,311.481,1.0,372.112,1.0,13.979,1.0,99.155,0.998611,0.132,0.970139,2.373,0.951389,0.291261457674,0.828472222222,151.778922196,1.0,612.885940316,0.996527777778,-9999,-9999,-9999,-9999,383.592,1.0,28.045,21.493,24.134,19.455,1.0,1.0,1.0,1.0,12.208,13.898,14.161,11.917,1.0,1.0,1.0,0.7875,6.18169,1.0,84.3864,0.999306,93.8237,0.534334,46.4791,0.997917,51.6771,0.476042,-2.70531,0.886806,0.0288279,-2.83694,-2.79023,-2.73213,0.959722,0.920139,0.914583,2.47952,2.3134,2.39398,2.47952,5.21454,5.10733,5.19329,5.24178,3.1685,2.68835,3.28424,3.34666,6.13592,5.29601,5.89814,6.07528,-9999,-9999
201207,25.272,1.0,471.912,306.598,1.0,383.498,1.0,17.412,1.0,99.05,1.0,0.077,1.0,2.125,0.586022,-9999,-9999,147.594621449,0.996639784946,603.818172634,0.995295698925,-9999,-9999,-9999,-9999,369.587,0.784274,32.812,25.901,28.822,23.113,1.0,1.0,1.0,1.0,8.683,10.179,9.966,9.945,1.0,1.0,1.0,1.0,10.5004,1.0,61.586,0.77957,65.2292,0.607026,68.8796,0.780914,72.9544,0.534828,-2.20403,0.686156,0.0281008,-2.39677,-2.22792,-2.10695,0.69086,0.644489,0.649866,1.78793,1.61134,1.72516,1.91306,3.98787,3.93879,3.977,4.03451,3.52512,2.67385,2.89722,3.09205,5.19616,4.48243,4.67268,4.92549,-9999,-9999
201208,26.219,1.0,419.832,283.09,0.99664,384.782,0.995968,19.037,1.0,99.201,0.932796,0.045,1.0,1.884,0.504032,-9999,-9999,124.308574281,0.999327956989,553.040539076,0.988575268817,-9999,-9999,-9999,-9999,375.139,0.796371,33.595,26.497,29.385,24.344,1.0,1.0,1.0,1.0,7.36,9.329,9.383,9.119,1.0,1.0,1.0,1.0,5.53497,1.0,52.3345,0.756048,53.4754,0.443119,64.5063,0.764785,65.9126,0.500504,-1.16564,0.705645,0.0267242,-1.23911,-1.18498,-1.04027,0.739919,0.700269,0.697581,1.97229,1.78516,1.93711,2.04383,3.1706,3.02376,3.09322,3.10797,2.05947,1.48831,1.99998,2.06007,3.28191,2.88344,3.27942,3.3104,-9999,-9999
201209,19.702,1.0,341.73,172.451,0.998611,355.602,0.969444,6.897,1.0,99.114,0.999306,2.727,1.0,2.326,0.789583,0.334352851423,0.638194444444,68.318488069,0.991666666667,329.377189975,0.9875,27.8073667154,0.701388888889,417.162329338,0.701388888889,393.997,0.999306,22.933,18.513,22.559,22.26,1.0,1.0,1.0,1.0,14.845,14.355,9.651,9.162,1.0,1.0,1.0,1.0,-0.656016,1.0,62.037,0.99375,56.4605,0.965152,14.5773,0.99375,13.2669,0.43924,-0.130846,0.968056,0.102092,-0.177633,-0.152239,-0.124296,0.96875,0.96875,0.96875,2.20672,2.06491,2.22811,2.48067,2.35392,2.1629,2.35392,2.63101,3.77563,3.75122,3.78812,3.98709,4.04937,3.94303,4.06356,4.09627,-9999,-9999
201210,15.97,1.0,253.055,143.091,1.0,344.911,1.0,3.927,1.0,99.008,0.96371,3.871,1.0,1.817,0.868952,0.267646948028,0.706989247312,41.5293688788,0.99126344086,264.266529037,0.995295698925,22.3212743356,0.932795698925,394.796568443,0.932795698925,394.985,0.997984,17.903,14.44,18.341,19.594,0.942204,1.0,1.0,1.0,16.384,15.839,12.093,9.1,1.0,1.0,1.0,1.0,-3.61461,1.0,46.8433,0.988575,37.3805,0.571749,12.3054,0.990591,9.81958,0.423158,-1.0329,0.948925,0.0471994,-1.06102,-1.03863,-1.02829,0.935484,0.979167,0.949597,1.99927,1.97803,2.00339,2.03919,3.05547,3.01777,3.05547,3.08905,1.48647,1.5437,1.63644,1.73815,3.10836,3.11744,3.17301,3.20965,-9999,-9999
201211,12.364,1.0,178.343,83.666,1.0,327.622,1.0,2.686,1.0,99.111,0.999306,6.096,0.671528,2.615,0.825694,0.334983193829,0.656944444444,5.34483344136,0.985416666667,142.935301119,0.999305555556,13.1700790201,1.0,374.27375,1.0,394.402,0.998611,13.445,9.268,13.122,16.14,0.984722,1.0,1.0,0.984722,21.703,21.78,21.05,9.292,1.0,1.0,1.0,0.535417,-5.60788,1.0,21.6687,0.994444,13.4324,0.306217,-2.90329,0.994444,-1.79974,0.366697,0.268823,0.982639,0.0236753,0.226745,0.253752,0.268823,0.976389,0.986806,0.982639,2.03062,2.0204,2.02649,2.03044,1.76928,1.75027,1.76979,1.80369,1.86551,1.86502,1.8919,2.14307,1.69216,1.67205,1.68785,1.86841,-9999,-9999
201212,6.322,1.0,143.789,75.995,1.0,283.325,1.0,2.22,1.0,99.209,0.997984,1.945,0.954301,2.448,0.788306,0.247442812937,0.572580645161,-4.93602116183,0.996639784946,113.03142103,0.995295698925,12.8311677712,0.999327956989,339.867770118,0.999327956989,394.756,1.0,7.085,4.155,7.208,12.216,1.0,1.0,1.0,1.0,22.99,22.532,21.946,9.258,1.0,1.0,1.0,0.0,-6.8938,1.0,13.1536,0.99328,8.1539,0.221469,-1.59386,0.99328,-0.988034,0.338094,0.0733686,0.981183,0.0147799,0.0716253,0.0767651,0.0825811,0.975806,0.981183,0.962366,0.958911,0.931682,0.939884,0.992002,0.881749,0.858043,0.869122,0.912472,0.584336,0.588842,0.642959,0.943712,0.769915,0.769915,0.831922,0.916249,-9999,-9999
201301,6.348,1.0,161.296,73.341,1.0,306.21,1.0,1.735,1.0,98.878,0.99664,2.706,0.783602,2.5,0.787634,0.25740100433,0.613575268817,-0.365899896807,0.991935483871,108.616048874,0.999327956989,11.4979208972,1.0,341.733450269,1.0,396.585,0.997312,6.652,3.852,7.097,10.23,1.0,1.0,1.0,1.0,23.595,22.848,22.251,9.322,1.0,1.0,1.0,0.0,-2.71765,1.0,12.6288,0.986559,9.16466,0.223423,-0.781716,0.995296,-0.567285,0.346973,0.188731,0.97043,0.0124794,0.164829,0.170703,0.18733,0.972446,0.926747,0.960349,1.07567,1.05947,1.07567,1.10045,0.886589,0.88829,0.899761,0.916119,1.27026,1.15904,1.24493,1.28751,1.08,1.02467,1.07003,1.09589,-9999,-9999
201302,5.27,1.0,223.483,118.523,1.0,290.36,1.0,2.421,1.0,98.703,1.0,3.636,0.892113,2.762,0.706845,-9999,-9999,20.3225948928,0.995535714286,173.19202084,0.997023809524,19.3889409844,1.0,338.368386161,1.0,398.672,1.0,6.306,3.745,6.776,9.106,1.0,1.0,1.0,1.0,23.389,22.629,22.199,9.551,1.0,1.0,1.0,0.0,-2.90776,1.0,18.0024,0.986607,13.0642,0.240636,13.3955,0.988095,9.72104,0.388486,-0.227852,0.927827,0.0117245,-0.238068,-0.228802,-0.187517,0.929315,0.936012,0.971726,0.887513,0.875275,0.883487,0.895125,1.11309,1.09187,1.10851,1.12702,1.35415,1.17983,1.33298,1.49588,1.64995,1.62414,1.64995,1.78488,-9999,-9999
201303,9.168,0.865591,310.137,135.864,1.0,324.049,1.0,2.729,0.865591,98.334,0.65793,3.26,0.831989,2.989,0.532258,-9999,-9999,32.5031834212,0.625672043011,199.412612097,0.662634408602,21.5959793455,0.663978494624,359.045013747,0.663978494624,391.787,0.864919,9.568,6.793,10.268,9.857,0.865591,0.865591,0.865591,0.865591,24.215,23.268,22.799,11.78,0.865591,0.865591,0.865591,0.0,-0.0119695,0.865591,25.5629,0.854167,20.8122,0.348263,17.9444,0.856183,14.6095,0.325181,-0.670891,0.750672,0.0195841,-0.69644,-0.672134,-0.66236,0.743952,0.75,0.758065,1.55606,1.5466,1.55264,1.55694,2.22393,2.21899,2.22754,2.23964,1.83449,1.10086,1.78375,1.99763,2.60832,1.94493,2.57766,2.65233,-9999,-9999
201304,14.142,0.930556,396.784,221.384,1.0,334.297,1.0,5.446,0.930556,99.081,0.716667,1.382,0.961111,2.321,0.659028,0.289819651268,0.542361111111,102.048132665,0.715277777778,399.438041812,0.715972222222,39.5835783913,0.718055555556,396.26763396,0.718055555556,396.228,0.930556,15.883,12.792,15.267,12.821,0.932639,0.932639,0.932639,0.932639,19.354,19.719,19.946,11.664,0.932639,0.932639,0.932639,0.0,-2.46236,0.932639,54.9383,0.930556,57.0029,0.452064,34.8181,0.927778,36.1266,0.419811,-1.60675,0.9,0.0313901,-1.67725,-1.64672,-1.61747,0.922917,0.901389,0.900694,2.81483,2.65719,2.78939,2.80219,4.43585,4.33328,4.3982,4.44885,2.52747,2.5275,2.75971,2.93264,4.50169,4.38473,4.5084,4.57469,-9999,-9999
201305,15.065,1.0,459.296,240.563,1.0,348.421,1.0,4.212,1.0,98.811,0.947581,3.251,0.719758,2.044,0.832661,0.295909705027,0.668682795699,121.411918148,0.98185483871,401.222437208,0.997983870968,41.9672436537,0.953629032258,395.869580941,0.953629032258,398.3,1.0,18.828,15.244,18.45,15.812,1.0,1.0,1.0,1.0,20.736,20.087,19.441,11.575,1.0,1.0,1.0,0.0,-4.84431,1.0,81.512,0.998656,89.0817,0.602912,32.9798,0.997984,36.0426,0.42657,-4.22269,0.959005,0.0495157,-4.33087,-4.26755,-4.22832,0.985215,0.959005,0.962366,4.56067,4.25548,4.50144,4.56083,8.77274,8.58506,8.72413,8.7756,4.69267,4.55287,4.72472,4.87652,9.15209,8.92007,9.02618,9.15209,-9999,-9999
201306,19.253,1.0,486.271,299.25,1.0,359.299,1.0,8.365,1.0,99.21,0.975,1.359,0.847917,1.678,0.8125,0.260314573681,0.649305555556,162.426320976,0.995833333333,537.777419886,0.989583333333,48.0795907559,0.824305555556,415.851740527,0.824305555556,395.073,1.0,22.429,18.295,21.519,17.761,1.0,1.0,1.0,1.0,16.198,16.293,15.937,11.575,1.0,1.0,1.0,0.518056,3.5746,1.0,109.98,0.996528,119.508,0.588462,36.5058,0.996528,39.6683,0.385002,-3.77671,0.938889,0.0312899,-4.0515,-3.83911,-3.57944,0.977083,0.939583,0.909028,4.1409,3.43358,3.93414,5.41363,7.92414,7.50478,7.77326,9.08127,4.58107,4.465,4.85974,5.80318,8.61158,8.42982,8.81245,9.14419,-9999,-9999
201307,23.181,1.0,473.004,294.46,1.0,381.381,1.0,12.048,1.0,99.32,0.999328,1.077,1.0,1.546,0.802419,0.268951581274,0.667338709677,167.018451344,0.996639784946,549.878497206,0.985887096774,41.4797583528,0.91061827957,437.243921829,0.91061827957,390.139,1.0,24.762,20.32,23.69,19.853,1.0,1.0,1.0,1.0,12.553,11.724,11.47,10.205,1.0,1.0,1.0,1.0,6.57448,1.0,117.168,0.988575,128.077,0.749418,29.3884,0.986559,32.1246,0.537523,-3.73372,0.920027,0.0394054,-3.99691,-3.74858,-3.1787,0.961022,0.938172,0.877016,4.22608,3.34744,3.97643,5.22584,7.76401,7.35454,7.72501,8.39012,3.73831,3.70875,3.8078,4.08613,7.66029,7.60642,7.64237,7.72027,-9999,-9999
201308,24.247,1.0,422.011,278.512,1.0,381.894,0.998656,15.861,1.0,99.157,0.977151,0.716,1.0,1.635,0.799731,0.327085589907,0.662634408602,138.755899599,0.998655913978,521.104958943,0.993951612903,37.1629871653,1.0,444.75437164,1.0,384.91,1.0,26.392,22.777,25.162,21.783,1.0,1.0,1.0,1.0,10.134,10.668,10.621,9.852,1.0,1.0,1.0,1.0,7.92233,1.0,74.6864,0.995968,76.9166,0.527979,52.621,0.994624,54.1923,0.611361,-1.68832,0.954301,0.0290448,-2.00054,-1.77862,-1.55359,0.983871,0.962366,0.93414,2.42405,1.99565,2.28166,2.53938,4.05518,3.9983,4.05192,4.09298,1.87068,1.81329,2.09066,2.20731,4.44006,4.33476,4.47527,4.54466,-9999,-9999
