TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201005,11.037,1.0,421.644,166.235,1.0,323.287,1.0,5.516,0.993952,99.15,0.985215,3.133,0.993952,3.278,0.979839,0.461629312086,0.967069892473,113.040094288,0.971102150538,340.705651024,0.999327956989,171.133387097,1.0,9.26112240549,0.986559139785,-9999,-9999,19.9500057838,0.986559139785,368.509059812,1.0,392.28,0.982527,6.946,5.485,4.783,4.339,3.52,1.0,1.0,1.0,1.0,1.0,28.525,31.345,45.524,45.098,46.072,1.0,1.0,1.0,0.999328,0.999328,8.4797,1.0,46.98,1.0,48.0972,0.567972,55.3288,1.0,56.6445,0.801467,-1.73069,0.955645,0.0348215,-1.76468,-1.75045,-1.71826,0.942204,0.961022,0.959005,3.46699,3.43195,3.48044,3.50039,5.16323,5.16533,5.18721,5.26653,3.4924,3.45132,3.50698,3.60899,5.44847,5.44847,5.49449,5.57946,1.93029,1.0
201006,13.39,1.0,476.438,233.839,1.0,323.218,1.0,6.803,1.0,99.1,1.0,2.917,1.0,3.332,0.99375,0.473219156373,0.954861111111,147.931733667,0.985416666667,476.77984146,0.998611111111,195.587111111,1.0,12.668375,1.0,-9999,-9999,28.8510069444,1.0,381.096742361,1.0,388.481,0.434722,10.46,9.343,8.645,8.032,7.053,1.0,1.0,1.0,1.0,1.0,25.992,27.77,39.174,39.715,41.379,1.0,1.0,1.0,0.999306,0.999306,7.93997,0.998611,79.4953,1.0,73.461,0.787378,72.039,1.0,66.5707,0.922126,-3.04945,0.388194,0.0495472,-3.10779,-3.05336,-3.03471,0.399306,0.3875,0.388889,5.1831,5.09782,5.16585,5.21358,8.13595,8.18691,8.23148,8.27232,7.61226,7.1704,7.63845,7.71141,11.2511,11.1761,11.2958,11.4288,2.68481,1.0
201007,20.727,0.991935,451.327,215.548,0.995296,362.976,0.969758,10.109,0.991935,99.445,0.981183,0.771,0.968414,3.407,0.977151,0.471154171546,0.95497311828,142.312200243,0.975806451613,456.076980917,0.984543010753,204.92953863,0.985215053763,12.1350860215,0.983870967742,-9999,-9999,28.0867144246,0.983198924731,420.439607905,0.723790322581,386.818,0.991263,16.673,14.925,13.645,12.239,10.606,0.99328,0.99328,0.99328,0.99328,0.99328,14.534,15.986,22.293,24.226,28.55,0.99328,0.99328,0.992608,0.991263,0.991263,10.4523,0.991263,82.425,0.991935,74.3222,0.783341,59.7864,0.992608,53.9091,0.762221,-2.45626,0.950269,0.0470938,-2.51322,-2.48405,-2.42022,0.951613,0.975806,0.948253,5.87842,5.88175,5.91963,6.16732,8.44976,8.4019,8.43569,8.59011,6.764,6.69166,6.75137,6.82089,9.36293,9.30209,9.33477,9.40864,5.50384,1.0
201008,15.67,0.990591,358.749,149.727,0.991935,350.122,0.990591,5.174,0.990591,99.101,0.982527,3.383,0.977823,3.032,0.973118,0.401756847114,0.936155913978,101.644088752,0.948252688172,310.723734453,0.98185483871,163.679186423,0.983870967742,8.65860687207,0.983198924731,-9999,-9999,19.6213297146,0.983198924731,392.601341362,0.98252688172,385.678,0.989919,15.071,14.56,13.824,13.153,12.109,0.991263,0.991263,0.991263,0.991263,0.991263,15.804,14.995,20.299,21.42,23.033,0.990591,0.990591,0.990591,0.989919,0.989919,3.91769,0.988575,64.2094,0.988575,62.9114,0.763571,35.3335,0.990591,34.6192,0.681379,-1.65528,0.947581,0.0534485,-1.67189,-1.6523,-1.63915,0.949597,0.9375,0.97379,5.60393,5.22382,5.36775,5.56955,7.17783,6.87332,7.06032,7.21742,5.53394,5.48585,5.53929,5.63714,7.30809,7.22173,7.27888,7.3179,4.67352,1.0
201009,9.875,1.0,238.364,73.147,1.0,331.472,1.0,2.42,0.896528,99.363,0.996528,3.613,1.0,3.014,0.986806,0.408734164654,0.964583333333,43.287808272,0.969444444444,152.449535165,0.998611111111,91.9594791667,1.0,5.87713636364,0.997222222222,-9999,-9999,9.78688647343,0.995833333333,361.641096481,0.997916666667,388.52,1.0,10.499,10.697,10.502,10.514,10.14,1.0,1.0,1.0,1.0,1.0,23.338,18.977,25.733,27.009,28.727,1.0,1.0,1.0,1.0,1.0,-1.21008,0.999306,27.193,1.0,39.7333,0.413099,5.40372,1.0,7.89569,0.505569,0.0668729,0.963194,0.0399143,0.0583185,0.0788074,0.1119,0.956944,0.955556,0.957639,3.92363,3.88809,3.92363,3.98548,3.89916,3.80843,3.84318,3.87806,3.28668,3.36815,3.42067,3.57807,3.51638,3.57019,3.59427,3.65704,2.71345,1.0
201010,3.278,1.0,124.386,40.273,1.0,297.012,1.0,1.156,0.856183,99.099,0.989247,0.835,0.991935,3.408,0.967742,0.508703428511,0.884408602151,9.13578239824,0.985887096774,81.9509069721,0.999327956989,45.4346034946,1.0,4.75486354441,0.981182795699,-9999,-9999,6.82170807294,0.991935483871,328.77191667,0.993279569892,391.791,1.0,5.009,5.781,6.214,6.89,7.162,1.0,1.0,1.0,1.0,1.0,25.756,23.886,34.635,35.838,37.71,1.0,1.0,1.0,1.0,1.0,-6.00647,1.0,14.7551,1.0,21.7969,0.320668,-3.94509,1.0,-5.82785,0.574225,0.293217,1.0,0.0215368,0.273834,0.282565,0.296972,1.0,1.0,1.0,1.79573,1.78955,1.79547,1.80208,1.513,1.50602,1.51179,1.51516,1.70432,1.70432,1.76032,1.79106,1.6204,1.61896,1.65639,1.67484,1.4468,1.0
201011,-4.387,1.0,46.7844,10.205,1.0,275.23,1.0,0.537,0.0,98.701,0.999306,1.917,0.999306,3.299,0.975694,0.54317643661,0.655555555556,-0.81940413112,0.993055555556,19.7299742908,0.998611111111,13.7609513889,1.0,1.41810950855,0.99375,-9999,-9999,2.20310109819,0.996527777778,295.41424375,1.0,396.654,1.0,1.85,2.925,3.483,4.329,4.729,1.0,1.0,1.0,1.0,1.0,28.481,27.429,40.992,43.956,46.743,1.0,1.0,1.0,1.0,1.0,-7.6487,1.0,11.4783,0.999306,16.9563,0.799107,-10.7502,0.999306,-15.8807,1.69012,0.735631,0.995833,0.0491538,0.723994,0.727982,0.7355,0.999306,0.999306,0.995833,0.903865,0.896635,0.901565,0.903738,0.175627,0.163724,0.169737,0.175396,0.899397,0.862641,0.88509,0.899397,0.30047,0.280372,0.294187,0.302539,1.01571,1.0
201012,-12.86,1.0,17.839,4.624,0.995296,243.273,1.0,0.39,0.0,99.149,0.939516,1.385,0.969086,2.72,0.490591,-9999,-9999,1.64625180556,0.941532258065,8.13784027778,0.967741935484,2.33921527778,0.967741935484,2.69153791667,0.941532258065,-9999,-9999,2.40392342593,0.939516129032,259.755471102,1.0,402.88,1.0,-0.832,0.125,0.585,1.446,1.897,1.0,1.0,1.0,1.0,1.0,15.45,22.34,36.028,37.635,39.216,1.0,1.0,1.0,1.0,1.0,-4.67695,1.0,2.25058,0.99328,1.24874,-9999,-2.64786,0.99328,-1.46918,-9999,0.350346,0.986559,-9999,0.333782,0.33911,0.347157,0.986559,0.986559,0.986559,0.247349,0.237299,0.243285,0.255725,-0.101913,-0.102007,-0.096008,-0.0903011,0.241013,0.166357,0.231207,0.27462,0.00174789,0.000622342,0.000624087,0.00174789,0.731637,1.0
201101,-7.108,1.0,30.2499,8.157,1.0,273.791,1.0,0.539,0.0,98.71,0.989247,1.901,0.991263,3.528,0.975806,-9999,-9999,-2.07511564085,0.992607526882,16.6676598151,0.995295698925,5.17665617624,0.995295698925,-9999,-9999,-9999,-9999,3.18602892257,0.992607526882,282.993333877,0.988575268817,402.255,1.0,-0.116,0.149,0.358,0.926,1.219,1.0,1.0,1.0,1.0,1.0,14.204,18.358,31.941,33.719,35.829,1.0,1.0,1.0,1.0,1.0,-3.04539,1.0,7.89891,0.995968,11.2739,-9999,-14.8921,0.995296,-21.2551,-9999,0.626268,0.995296,-9999,0.619765,0.624395,0.63183,0.995296,0.995296,0.995296,0.506917,0.506917,0.5306,0.567911,-0.0761593,-0.119698,-0.0891651,-0.073522,1.11992,1.11708,1.11879,1.12428,0.13802,0.137701,0.138008,0.138307,0.749026,1.0
201102,-11.431,1.0,86.8757,39.444,0.995536,226.74,1.0,0.497,0.0,99.621,0.941964,0.945,0.997768,2.855,0.918155,0.39064970121,0.722470238095,2.37394921437,0.941964285714,75.6499811613,0.997767857143,44.0532291667,1.0,-9999,-9999,-9999,-9999,16.2760732323,0.941964285714,261.863324405,1.0,403.117,1.0,-0.3,0.029,0.252,0.791,0.986,1.0,1.0,1.0,1.0,1.0,16.071,19.896,32.709,34.219,36.085,1.0,1.0,1.0,1.0,1.0,-3.10017,1.0,2.58439,0.997024,3.68863,-9999,0.764531,0.99628,1.0912,-9999,0.438612,0.986607,-9999,0.41513,0.433229,0.441043,0.990327,0.990327,0.984375,0.76108,0.429166,0.679507,0.760771,0.251669,0.0355674,0.23565,0.320903,0.644208,0.623311,0.644208,0.660233,0.145153,0.145153,0.147467,0.169514,0.733301,1.0
201103,-2.607,1.0,188.301,84.151,0.998656,252.871,1.0,1.558,0.0,99.113,0.899194,0.894,0.995296,4.322,0.895833,0.628671189456,0.970430107527,24.6327342593,0.899865591398,166.459979553,0.999327956989,85.8589045699,1.0,-9999,-9999,-9999,-9999,17.4884120503,0.902553763441,299.749709677,1.0,399.077,1.0,0.18,0.235,0.338,0.773,0.945,1.0,1.0,1.0,1.0,1.0,15.987,19.583,30.821,32.424,34.995,1.0,1.0,1.0,1.0,1.0,-1.75516,1.0,11.6378,1.0,9.62066,-9999,19.3766,1.0,16.0181,-9999,0.547937,0.999328,-9999,0.546686,0.548199,0.551285,0.998656,0.998656,0.999328,0.653992,0.652209,0.65937,0.681306,0.130112,0.103193,0.108802,0.131012,0.870516,0.777612,0.806014,0.822668,0.263816,0.210496,0.229172,0.232705,0.775318,1.0
201104,5.076,1.0,313.037,140.407,1.0,293.654,1.0,2.927,0.0,99.293,0.990278,0.746,0.995139,3.378,0.984722,0.476096655405,0.957638888889,80.3320522377,0.982638888889,279.599333333,1.0,126.327958333,1.0,-9999,-9999,-9999,-9999,20.272969872,0.990972222222,336.006472917,1.0,397.254,1.0,0.89,0.602,0.551,0.901,0.958,1.0,1.0,1.0,1.0,1.0,32.616,28.474,42.494,45.751,45.119,1.0,1.0,1.0,1.0,1.0,0.641921,1.0,16.2844,1.0,23.6385,-9999,39.4179,1.0,57.2191,-9999,-0.694134,0.997222,-9999,-0.743607,-0.720993,-0.692461,0.998611,0.997917,0.997222,1.61523,1.52791,1.5813,1.61453,2.27032,2.25101,2.27772,2.30446,1.66908,1.61031,1.64071,1.68736,2.37532,2.34295,2.35208,2.38953,0.852205,1.0
201105,9.672,1.0,421.644,189.422,1.0,306.158,1.0,4.75,0.0,99.533,0.994624,1.706,0.997312,3.601,0.994624,0.518735710931,0.959005376344,110.876100864,0.991935483871,376.465731955,0.997983870968,184.395987903,1.0,11.1622751182,0.967069892473,-9999,-9999,24.0031806223,0.999327956989,361.401784946,1.0,394.194,1.0,6.36,5.208,4.625,4.209,3.494,1.0,1.0,1.0,1.0,1.0,25.52,27.423,39.254,40.088,41.151,1.0,1.0,1.0,1.0,1.0,5.5562,1.0,41.9834,1.0,45.4202,-9999,55.6874,1.0,60.2461,-9999,-3.05942,0.999328,-9999,-3.06292,-3.05596,-3.03287,0.999328,1.0,1.0,2.86818,2.76865,2.84241,2.89893,5.81954,5.81954,5.90686,5.93961,3.07938,2.96339,3.01663,3.09232,5.96266,5.88833,5.92629,5.96491,1.67524,1.0
201106,16.266,1.0,476.438,223.915,1.0,343.781,1.0,6.835,0.0451389,99.24,0.999306,3.041,0.997917,3.21,0.986806,0.461007311306,0.927083333333,150.234400776,0.983333333333,453.358069419,0.997916666667,179.8221875,1.0,12.5638392857,0.933333333333,-9999,-9999,28.5740673759,0.999305555556,396.740647222,1.0,388.302,1.0,12.588,10.88,9.958,8.944,7.663,1.0,1.0,1.0,1.0,1.0,24.419,22.328,30.707,32.178,35.859,0.999306,0.999306,0.999306,0.999306,0.999306,9.42945,1.0,65.7981,1.0,71.2519,1.44511,64.9742,1.0,70.3597,1.33658,-3.43997,0.999306,0.126032,-3.45679,-3.4408,-3.4295,0.999306,0.999306,0.999306,5.84197,5.54721,5.67004,5.85662,8.9679,8.9679,9.18279,9.27435,6.15628,6.07372,6.5114,6.60864,9.4464,9.36743,9.67856,9.81281,3.49298,1.0
201107,18.576,1.0,451.327,191.821,1.0,363.895,1.0,7.269,0.999328,99.219,0.941532,2.242,0.995968,2.891,0.936156,0.401830708932,0.911962365591,134.913414241,0.927419354839,395.029470087,0.999327956989,203.359711022,1.0,11.587414908,0.881048387097,-9999,-9999,25.595817803,0.945564516129,409.042637769,1.0,386.759,1.0,16.252,14.719,13.729,12.446,11.023,1.0,1.0,1.0,1.0,1.0,20.956,18.562,25.591,26.796,31.051,0.998656,0.998656,0.998656,0.998656,0.998656,8.77106,0.998656,70.603,1.0,74.2403,0.778689,45.7759,0.999328,48.1343,0.777394,-3.461,0.953629,0.0580125,-3.49206,-3.4472,-3.31668,0.951613,0.956317,0.960349,6.42433,6.42433,6.55618,6.64773,9.94952,9.8633,9.9525,10.0869,5.99717,6.03557,6.33477,6.49055,9.5114,9.52328,9.74093,9.96044,5.38938,1.0
201108,15.15,1.0,358.749,146.818,1.0,348.979,1.0,4.194,1.0,99.232,0.954301,3.1,0.999328,2.724,0.946237,0.364121084808,0.927419354839,100.431154775,0.927419354839,298.680517647,0.997983870968,171.537063172,1.0,9.07206951912,0.848790322581,-9999,-9999,20.1830842294,0.945564516129,389.816942876,1.0,386.777,1.0,14.582,13.852,13.276,12.582,11.562,1.0,1.0,1.0,1.0,1.0,18.905,16.89,23.578,24.698,23.678,1.0,1.0,1.0,1.0,1.0,3.63263,1.0,48.584,0.999328,55.352,0.603001,31.0999,1.0,35.4322,0.75192,-2.36578,0.985215,0.0526473,-2.42611,-2.37214,-2.36211,0.971102,0.983871,0.984543,5.08969,5.10115,5.1542,5.17286,7.51246,7.47615,7.5155,7.62025,6.49787,6.16783,6.33905,6.51041,8.68701,8.51126,8.63663,8.72102,4.36661,1.0
201109,11.013,1.0,238.364,69.77,1.0,341.994,1.0,1.684,1.0,98.741,0.977083,5.457,0.999306,3.228,0.972917,0.457183821679,0.970833333333,49.8730285722,0.604166666667,142.950560284,0.999305555556,100.96025,1.0,4.67477890316,0.745138888889,-9999,-9999,10.3345861216,0.630555555556,368.416265278,1.0,392.682,0.991667,11.635,11.454,11.412,11.331,10.84,1.0,1.0,1.0,1.0,1.0,32.749,26.811,39.169,38.852,37.217,1.0,1.0,1.0,1.0,1.0,-0.168453,0.999306,25.056,1.0,28.5464,0.471278,-4.59479,1.0,-5.23486,0.614434,0.418027,0.98125,0.0448685,0.380665,0.424206,0.448606,0.984722,0.984722,0.980556,4.51975,4.35939,4.49835,4.76179,4.02662,3.93447,4.08592,4.35266,5.53342,5.13626,5.38506,5.4812,4.68799,4.51873,4.66951,4.74771,3.07564,1.0
201110,5.608,1.0,124.386,39.567,1.0,310.063,1.0,1.233,1.0,99.034,1.0,2.085,0.998656,3.613,0.995968,0.5151217348,0.974462365591,-9999,-9999,80.1541666667,1.0,46.2515188172,1.0,-9999,-9999,-9999,-9999,-9999,-9999,340.853230511,1.0,393.893,1.0,6.877,7.309,7.643,8.129,8.171,1.0,1.0,1.0,1.0,1.0,35.971,32.632,45.129,44.316,45.75,0.999328,0.999328,0.999328,0.999328,0.999328,-4.59477,0.999328,11.3724,1.0,16.7083,0.295872,-7.99915,1.0,-11.7524,0.548307,0.486958,0.993952,0.0285407,0.452146,0.469166,0.486958,0.997984,0.994624,0.993952,2.39571,2.39749,2.41022,2.42793,1.96159,1.92072,1.94643,1.95813,2.50876,2.50948,2.52194,2.53993,2.09722,2.09685,2.10312,2.10519,1.73767,1.0
201111,2.56,1.0,46.7844,9.03,1.0,304.045,0.754861,0.686,1.0,99.562,1.0,0.9,1.0,3.448,0.994444,0.50636170267,0.933333333333,-9999,-9999,17.6149166667,1.0,12.5448194444,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.619,1.0,4.403,4.888,5.465,6.118,6.311,1.0,1.0,1.0,1.0,1.0,35.053,31.366,43.647,43.123,44.261,1.0,1.0,1.0,1.0,1.0,-5.57715,1.0,4.98924,1.0,7.37032,0.192946,-15.854,1.0,-23.4202,0.555194,1.12027,0.985417,0.0200057,1.11172,1.11933,1.13078,0.9875,0.986806,0.9875,1.47022,1.47145,1.49546,1.50702,0.370661,0.35231,0.359167,0.393653,1.34778,1.32757,1.34953,1.3838,0.581935,0.561708,0.581776,0.58827,1.31468,1.0
201112,-0.129,1.0,17.839,3.517,1.0,302.562,0.0,0.526,1.0,97.476,0.99328,2.343,0.976478,3.905,0.990591,0.615255106638,0.882392473118,-9999,-9999,6.76252016129,1.0,2.98182795699,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,400.945,1.0,1.894,2.595,3.041,3.769,4.079,1.0,1.0,1.0,1.0,1.0,37.006,33.583,44.846,44.284,46.704,1.0,1.0,1.0,1.0,1.0,-6.86987,1.0,5.27688,1.0,2.92789,0.180938,-19.4772,1.0,-10.807,0.508107,0.644701,1.0,0.0129194,0.648743,0.649386,0.655455,1.0,1.0,1.0,0.764768,0.766689,0.774523,0.780031,0.127212,0.118739,0.121974,0.128818,0.688149,0.625976,0.651664,0.688935,0.134788,0.129992,0.134733,0.146981,0.951526,1.0
201201,-8.0,1.0,30.2499,9.136,1.0,271.755,0.0,0.162,0.999328,99.243,0.890457,1.741,0.975134,2.359,0.856855,-9999,-9999,-9999,-9999,17.237245982,0.987231182796,8.75033716541,0.988575268817,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,408.021,1.0,0.736,1.451,1.864,2.576,2.85,1.0,1.0,1.0,1.0,1.0,34.365,28.294,41.856,43.211,42.806,1.0,1.0,1.0,1.0,1.0,-5.9313,1.0,3.80216,0.926747,5.42673,0.157641,-8.3343,0.924731,-11.8953,0.343432,0.608055,0.853495,0.0101023,0.617282,0.642662,0.648686,0.860887,0.869624,0.869624,0.425776,0.40316,0.431364,0.446526,-0.256836,-0.218787,-0.200168,-0.193728,0.565045,0.564778,0.568338,0.579149,0.0481851,0.045821,0.0532784,0.0980615,0.818084,1.0
201202,-9.87,1.0,88.3926,29.922,0.99569,256.832,0.0,0.166,0.993534,99.722,0.996408,1.428,0.998563,2.227,0.931753,0.504512406015,0.592672413793,-9999,-9999,56.0852141416,0.999281609195,38.8833117816,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.428,0.999282,-0.11,0.37,0.754,1.435,1.695,1.0,1.0,1.0,1.0,1.0,20.963,23.67,35.49,37.169,35.678,1.0,1.0,1.0,1.0,1.0,-5.15252,1.0,9.22627,0.984195,10.3978,0.280911,-4.29482,0.986351,-4.84015,0.536758,0.42179,0.984914,0.00912569,0.414821,0.421067,0.4254,0.985632,0.985632,0.980603,0.329785,0.307011,0.324292,0.32903,-0.118662,-0.104126,-0.0996549,-0.0908546,0.398566,0.428573,0.4431,0.472465,0.0493393,0.054217,0.0729466,0.0950385,0.73148,1.0
201203,-1.072,1.0,192.251,83.217,1.0,265.56,0.0,1.189,1.0,99.174,0.984543,1.174,0.999328,3.642,0.978495,0.517260918567,0.936155913978,-9999,-9999,163.059354839,1.0,85.4720698925,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.363,1.0,0.422,0.564,0.905,1.427,1.578,1.0,1.0,1.0,1.0,1.0,32.455,26.076,37.912,39.938,38.724,1.0,1.0,1.0,1.0,1.0,-3.54037,0.999328,11.7604,0.999328,14.5263,0.4025,8.0179,0.999328,9.90357,0.777644,0.317523,0.997312,0.0143907,0.316937,0.321663,0.326854,0.995296,0.993952,0.995296,0.935612,0.931717,0.939775,0.951278,0.607135,0.61063,0.620495,0.626267,0.739255,0.737174,0.746787,0.813117,0.550037,0.549928,0.55774,0.59291,0.783838,1.0
201204,1.847,1.0,317.065,128.769,1.0,283.785,0.0,2.102,1.0,98.567,1.0,2.336,0.997917,3.515,0.992361,0.497981281484,0.956944444444,-9999,-9999,255.199895833,1.0,142.297479167,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.784,1.0,1.009,1.207,1.308,1.645,1.665,1.0,1.0,1.0,1.0,1.0,41.219,32.271,45.034,46.357,45.407,1.0,1.0,1.0,1.0,1.0,-2.07177,0.998611,15.6514,0.999306,17.5303,0.355212,35.942,1.0,40.2567,0.786825,-0.353013,0.995139,0.0174017,-0.355524,-0.354193,-0.353013,0.995833,0.997222,0.995139,1.13121,1.13489,1.1403,1.15038,1.51193,1.48937,1.49516,1.50097,1.32073,1.32197,1.38247,1.41882,1.64287,1.64032,1.69204,1.73967,0.851761,1.0
201205,9.529,1.0,424.494,204.729,1.0,302.546,0.928091,5.397,1.0,99.415,0.987231,1.955,0.999328,3.668,0.985215,0.519653384963,0.963037634409,-9999,-9999,409.639825984,0.998655913978,180.565450269,1.0,12.7647735507,0.741935483871,-9999,-9999,-9999,-9999,368.390190217,0.741935483871,397.169,1.0,7.145,6.227,5.649,5.142,4.36,1.0,1.0,1.0,1.0,1.0,35.57,28.891,41.193,42.238,42.91,0.997984,0.997984,0.997984,0.997984,0.997984,6.0774,0.998656,44.3459,1.0,53.4568,0.496181,62.0586,0.999328,74.8085,0.848535,-2.64344,0.983871,0.0328468,-2.65217,-2.64183,-2.63334,0.983871,0.984543,0.989247,3.04575,3.05309,3.10644,3.13093,5.70044,5.69743,5.75125,5.77487,2.89216,2.87039,2.89326,2.92839,5.64201,5.63303,5.66152,5.68726,2.05816,1.0
201206,12.365,0.9875,476.928,192.139,0.990278,329.792,0.9875,5.047,0.9875,98.871,0.959028,3.529,0.978472,3.145,0.954167,0.446690742652,0.944444444444,-9999,-9999,399.473391763,0.980555555556,202.395076178,0.98125,11.0491357527,0.802083333333,-9999,-9999,-9999,-9999,375.022997327,0.974305555556,392.812,0.982639,10.531,9.318,8.877,8.223,7.291,0.988889,0.988889,0.988889,0.988889,0.988889,33.335,25.471,34.212,35.602,34.378,0.9875,0.9875,0.9875,0.9875,0.9875,6.29347,0.986111,63.3308,0.9875,67.8963,0.676198,40.607,0.986806,43.5343,0.741789,-3.54077,0.959722,0.0478275,-3.57934,-3.56142,-3.53571,0.956944,0.971528,0.959722,4.75134,4.42594,4.75134,4.8214,8.29425,7.97744,8.29132,8.39508,5.30799,5.09994,5.23743,5.30799,8.77597,8.67634,8.77597,8.95771,3.14758,1.0
201207,16.207,1.0,449.215,184.544,1.0,358.033,1.0,4.856,1.0,99.028,0.989919,4.679,0.993952,3.223,0.985887,0.442272296031,0.970430107527,-9999,-9999,377.795916838,0.997983870968,209.469946237,1.0,9.6174147619,0.797715053763,-9999,-9999,-9999,-9999,396.826881863,0.999327956989,391.655,0.575269,14.558,12.991,12.385,11.4,10.128,1.0,1.0,1.0,1.0,1.0,33.811,25.241,34.338,35.77,34.703,0.99328,0.99328,0.99328,0.99328,0.99328,8.67602,1.0,64.3516,0.998656,70.2228,0.663684,34.3831,1.0,37.5201,0.750501,-2.80788,0.53629,0.0543201,-2.80716,-2.79465,-2.78281,0.53293,0.546371,0.53293,5.97518,5.9172,5.95442,6.04411,8.71688,8.71688,8.76313,8.82691,6.03233,5.84232,6.03233,6.35552,8.7393,8.48228,8.75583,9.00192,5.40671,1.0
201208,14.145,1.0,355.057,145.002,1.0,345.377,1.0,3.527,1.0,99.426,1.0,1.782,1.0,2.782,0.985887,0.366468242064,0.917338709677,-9999,-9999,294.891460621,0.999327956989,174.303037634,1.0,8.49782118056,0.774193548387,-9999,-9999,-9999,-9999,384.970974462,1.0,388.099,1.0,13.683,12.938,12.669,12.178,11.36,1.0,1.0,1.0,1.0,1.0,36.605,22.468,28.341,30.897,30.936,1.0,1.0,1.0,1.0,1.0,3.43181,0.999328,51.3505,1.0,56.2499,0.602975,22.0503,0.998656,24.1541,0.661809,-2.02798,0.972446,0.0544547,-2.0656,-2.01178,-1.9971,0.910618,0.976478,0.976478,6.76858,6.66623,6.81017,6.91643,8.85573,8.66333,8.8157,9.00769,6.51727,6.04372,6.27022,6.71205,8.79125,8.64156,8.7542,8.81822,4.77347,1.0
201209,9.359,0.997222,234.339,71.745,0.998611,330.309,0.997917,1.378,0.997222,98.65,0.971528,3.596,0.979167,3.627,0.971528,0.486264807172,0.941666666667,-9999,-9999,145.564976426,0.996527777778,97.5341180556,0.997222222222,4.95878165933,0.645138888889,-9999,-9999,-9999,-9999,360.040643766,0.994444444444,391.715,0.997222,10.17,9.954,10.176,10.265,9.965,0.998611,0.998611,0.998611,0.998611,0.998611,39.493,22.131,26.893,30.054,30.077,0.998611,0.998611,0.998611,0.998611,0.998611,-1.45924,0.997917,23.5188,0.997222,26.795,0.409012,-3.0417,0.997222,-3.46542,0.668611,0.142747,0.992361,0.0414483,0.0849278,0.104627,0.154077,0.995833,0.995833,0.992361,3.98286,3.93262,3.9764,4.01725,3.84099,3.84513,3.85628,3.86976,4.16101,3.96305,4.01765,4.15352,4.05352,3.94532,3.96847,4.06065,2.97833,1.0
201210,3.592,1.0,121.13,27.782,1.0,315.776,0.911962,0.462,1.0,98.692,1.0,4.27,0.999328,3.231,0.991263,0.42739603266,0.965053763441,-9999,-9999,56.2238768302,0.999327956989,44.005483871,1.0,2.61010964912,0.612903225806,-9999,-9999,-9999,-9999,343.587480159,0.677419354839,398.002,1.0,6.171,6.658,7.045,7.618,7.767,1.0,1.0,1.0,1.0,1.0,44.278,29.311,38.14,42.254,45.454,1.0,1.0,1.0,1.0,1.0,-6.13024,1.0,7.72034,0.959677,8.37879,0.230272,-9.70933,1.0,-10.5374,0.465529,0.742735,0.877688,0.0249753,0.631227,0.719362,0.73306,0.918683,0.879032,0.872312,1.97806,1.91293,1.96508,1.98638,1.22392,1.24365,1.27614,1.2928,1.75296,1.70211,1.73279,1.75495,1.53971,1.53353,1.54368,1.56642,1.80016,1.0
