TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200208,11.904,1.0,411.129,212.373,1.0,325.627,0.0,3.717,1.0,82.282,0.0,4.161,0.997312,1.622,0.994624,0.364633324616,0.992607526882,140.73579773,0.999327956989,408.409215979,1.0,-9999,-9999,-9999,-9999,154.095958938,1.0,-9999,-9999,-9999,-9999,352.687,1.0,13.354,12.484,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,32.506,-9999,1.0,-9999,1.87039,1.0,69.7801,1.0,64.3349,1.55361,81.1359,1.0,74.8046,1.61993,-4.0527,0.972446,0.0797614,-4.05529,-4.00323,-3.86505,0.985215,0.971102,0.96707,3.24221,3.20224,3.26102,3.43827,7.25577,7.1745,7.24799,7.3033,2.49944,2.16969,2.3398,2.48322,6.78263,6.42825,6.70589,6.81549,-9999,-9999
200209,7.362,1.0,324.489,155.481,1.0,301.463,0.0,2.505,1.0,82.258,0.0,4.53,0.929167,1.666,0.964583,0.336398539209,0.823611111111,90.9616183672,0.997916666667,297.005988813,0.996527777778,-9999,-9999,-9999,-9999,135.157530688,1.0,-9999,-9999,-9999,-9999,357.445,0.999306,10.617,11.02,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,38.504,-9999,1.0,-9999,-1.89573,1.0,60.818,0.998611,47.0289,1.24742,59.8417,0.997917,46.2739,1.3853,-3.58419,0.951389,0.084411,-3.60517,-3.54598,-3.50647,0.944444,0.955556,0.898611,2.53741,2.47973,2.53116,2.585,6.22428,6.00416,6.08911,6.12868,4.13149,1.99927,2.35139,2.79793,6.1581,5.66509,5.96133,6.23943,-9999,-9999
200210,4.811,1.0,229.006,97.031,1.0,282.053,0.0,2.284,1.0,81.976,0.0,1.281,0.998656,1.645,0.731183,0.31910702464,0.706317204301,35.1808288725,0.998655913978,184.101582807,0.996639784946,-9999,-9999,-9999,-9999,81.7239500249,1.0,-9999,-9999,-9999,-9999,366.815,0.999328,7.165,8.133,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,38.29,-9999,1.0,-9999,-2.52253,1.0,31.8442,1.0,16.184,0.906063,42.9005,1.0,21.8031,1.07437,-1.6078,0.977151,0.0722111,-1.74706,-1.67043,-1.5198,0.934812,0.911962,0.997312,2.04835,1.9415,2.00943,2.0798,3.72866,3.4917,3.66197,3.76744,2.88498,2.07558,2.32706,2.54037,3.45518,3.22904,3.39361,3.48116,-9999,-9999
200211,1.174,1.0,150.556,45.897,1.0,283.587,0.0,1.023,1.0,81.524,0.0,8.355,0.991667,1.954,0.561806,-9999,-9999,9.45063296688,1.0,88.1612632625,1.0,-9999,-9999,-9999,-9999,45.331156625,1.0,-9999,-9999,-9999,-9999,362.433,0.863194,3.358,4.665,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,45.055,-9999,1.0,-9999,-3.44785,1.0,10.4049,0.867361,4.54182,0.363873,16.2855,0.866667,7.10874,0.689625,0.467032,0.825,0.0206996,0.128044,0.210239,0.427444,0.842361,0.533333,0.579167,1.29308,1.00346,1.44927,1.5221,1.00698,0.885363,1.00312,1.15719,1.13222,0.915579,1.44075,2.92888,0.649387,0.649387,0.76285,0.91495,-9999,-9999
200212,-1.064,1.0,114.094,40.376,1.0,263.445,0.0,1.599,1.0,81.76,0.0,0.619,0.973118,1.427,0.0833333,-9999,-9999,-14.5966681649,0.997311827957,76.5403079195,0.995967741935,-9999,-9999,-9999,-9999,50.9744290628,0.999327956989,-9999,-9999,-9999,-9999,368.141,0.434812,0.533,2.177,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,44.53,-9999,1.0,-9999,-3.66841,1.0,3.7808,0.434812,1.65035,0.160195,12.9231,0.434812,5.64103,0.332824,0.563275,0.0,0.0784167,0.305686,0.375201,0.398987,0.015457,0.0,0.000672043,1.02724,0.832776,1.20053,1.26473,0.523707,0.480479,0.610128,0.873895,0.339774,0.345018,1.29781,2.51246,0.0975765,0.13373,0.554745,0.628134,-9999,-9999
200301,-2.994,1.0,131.152,68.147,1.0,244.483,0.0,2.07,1.0,81.429,0.0,0.428,0.955645,1.883,0.774866,0.357860380208,0.768817204301,-19.3530380041,0.998655913978,130.629702712,0.999327956989,-9999,-9999,-9999,-9999,51.7640011694,1.0,-9999,-9999,-9999,-9999,378.413,0.885753,-0.6,0.9,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,41.828,-9999,1.0,-9999,-4.05643,0.203629,8.1558,0.884409,3.63926,0.317178,24.7581,0.885753,11.0475,1.0858,0.237418,0.858871,0.0232572,0.181158,0.229077,0.243452,0.846774,0.867608,0.867608,0.157306,0.0883452,0.206586,0.260092,-0.0772796,-0.165258,-0.0207144,0.0797189,1.0599,0.881747,1.07382,1.65979,0.0188736,0.0204753,0.0532316,0.641941,-9999,-9999
200302,-4.666,1.0,194.577,128.444,0.997768,216.66,0.0,2.438,1.0,81.8,0.0,0.041,0.970238,1.368,0.297619,-9999,-9999,16.1145484262,0.996279761905,244.337956005,0.994791666667,-9999,-9999,-9999,-9999,63.2489963914,1.0,-9999,-9999,-9999,-9999,380.659,0.684524,-2.283,-0.099,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,29.399,-9999,1.0,-9999,-6.08714,0.0,14.3068,0.677827,5.61983,0.399022,75.1707,0.684524,29.5277,1.46709,-0.160423,0.56994,0.0361615,-0.3535,-0.274281,0.0411914,0.540923,0.5625,0.638393,0.158913,0.069097,0.0840351,0.403489,0.218514,0.334694,0.429158,0.509652,0.697148,0.304034,0.406116,0.691209,0.0263233,0.0211678,0.119165,0.312269,-9999,-9999
200303,2.486,1.0,286.295,187.303,1.0,252.212,0.0,4.007,1.0,82.401,0.0,0.013,0.995968,2.041,0.992608,0.402374597718,0.992607526882,81.299590291,1.0,360.198146741,1.0,-9999,-9999,-9999,-9999,123.407448898,1.0,-9999,-9999,-9999,-9999,377.332,1.0,-0.285,-0.128,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,31.612,-9999,1.0,-9999,-1.65917,0.0,17.8946,1.0,9.73489,0.467818,108.638,1.0,59.1006,1.64527,-0.736693,0.982527,0.0432222,-0.828153,-0.802224,-0.71028,0.965054,0.979167,0.985215,0.734563,0.0449948,0.216206,0.412779,1.43797,0.85555,0.963226,1.04029,1.18247,0.79799,1.00125,1.25778,1.21388,0.990638,1.18291,1.4918,-9999,-9999
200304,2.16,1.0,381.712,178.215,1.0,262.982,0.0,2.407,1.0,81.863,0.0,1.017,0.975,2.122,0.986806,0.461638776393,0.986805555556,113.492135244,0.998611111111,342.536877499,0.999305555556,-9999,-9999,-9999,-9999,152.070607236,1.0,-9999,-9999,-9999,-9999,374.635,0.999306,1.551,1.126,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,41.737,-9999,1.0,-9999,-2.41418,0.999306,34.1337,0.999306,20.6013,0.841916,84.4944,0.999306,50.9964,1.68527,-2.59743,0.985417,0.0596617,-2.83871,-2.60648,-2.47131,0.975,0.983333,0.986806,0.611266,0.569313,0.607054,0.614452,3.15196,3.06564,3.16674,3.37639,2.04878,1.53338,1.73587,2.08562,3.53418,3.53418,3.64662,3.81552,-9999,-9999
200305,9.604,1.0,453.411,235.787,1.0,297.337,0.0,4.196,1.0,82.44,0.0,3.058,0.995968,1.85,0.989919,0.423664041773,0.989919354839,156.60588855,0.999327956989,453.437013024,1.0,-9999,-9999,-9999,-9999,189.844091028,1.0,-9999,-9999,-9999,-9999,368.406,0.998656,8.918,7.275,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,38.383,-9999,1.0,-9999,-9999,1.0,75.9216,0.997312,54.3139,1.32303,104.745,0.999328,74.9341,1.6832,-4.96475,0.987903,0.0755727,-5.1118,-4.99789,-4.97145,0.966398,0.992608,0.995968,1.6237,1.45126,1.70333,1.90508,6.63411,6.43949,6.85309,6.95877,1.8989,1.83236,2.10509,2.49573,6.7789,6.63352,6.8995,7.25573,-9999,-9999
200306,15.738,1.0,485.463,279.576,1.0,321.725,0.0,6.394,1.0,82.621,0.0,3.135,0.923611,1.482,0.703472,0.399558441331,0.686805555556,192.919907335,1.0,537.646927646,1.0,-9999,-9999,-9999,-9999,199.14915525,1.0,-9999,-9999,-9999,-9999,363.488,0.991667,13.458,11.298,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,28.303,-9999,1.0,-9999,-9999,1.0,118.551,0.992361,82.3506,2.13017,129.991,0.99375,90.297,2.08175,-4.64705,0.898611,0.0996264,-4.85049,-4.65106,-4.37511,0.845139,0.896528,0.957639,4.49102,4.06953,4.2989,4.49102,8.85056,8.57545,8.80306,9.25041,4.75298,4.06206,4.57715,4.80792,8.50386,7.96169,8.33705,9.18284,-9999,-9999
200307,14.421,1.0,470.071,249.439,1.0,320.078,0.0,5.575,1.0,82.533,0.0,4.633,0.99328,1.725,0.978495,0.378774946379,0.978494623656,160.837356186,0.997983870968,479.690962258,1.0,-9999,-9999,-9999,-9999,178.675220403,1.0,-9999,-9999,-9999,-9999,363.009,1.0,13.916,12.576,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,30.381,-9999,1.0,-9999,-9999,1.0,98.8236,1.0,75.2141,1.66307,86.8914,1.0,66.1325,1.69857,-4.48406,0.964382,0.0908982,-4.68155,-4.65834,-4.60868,0.984543,0.892473,0.887097,2.40013,2.47986,2.79668,3.94002,7.06306,7.13088,7.3853,8.62997,3.56899,3.49574,3.73595,4.09785,7.95337,7.62991,7.74101,8.10196,-9999,-9999
200308,17.382,1.0,411.129,213.446,1.0,323.332,0.0,8.943,1.0,82.763,0.0,0.569,0.932796,1.631,0.659274,0.37691404123,0.630376344086,140.781836314,0.57123655914,410.473419724,1.0,-9999,-9999,-9999,-9999,128.7850281,0.802419354839,-9999,-9999,-9999,-9999,369.014,0.836022,15.212,13.886,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,23.025,-9999,1.0,-9999,-9999,1.0,85.95,0.854167,66.703,1.6114,83.686,0.854839,64.946,1.46084,-3.65039,0.784274,0.0918492,-3.88976,-3.70483,-3.50634,0.821909,0.617608,0.643145,2.06042,1.85255,2.58722,2.75917,6.11257,5.70472,6.09355,6.21956,5.96609,5.48146,5.98707,7.17196,7.59284,7.59284,7.98221,8.32543,-9999,-9999
200309,9.717,1.0,324.489,155.872,1.0,291.71,0.0,4.57,1.0,82.667,0.0,1.171,0.00138889,1.551,0.593056,0.358271994836,0.559722222222,-9999,-9999,299.459394027,0.999305555556,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,380.754,0.835417,10.933,11.292,0.896,-9999,-9999,1.0,1.0,0.0,-9999,-9999,24.078,-9999,1.0,-9999,-9999,1.0,59.6584,0.906944,43.8183,1.03721,75.0019,0.90625,55.088,1.281,-3.89705,0.810417,0.0611595,-4.35518,-3.88452,-3.7253,0.777778,0.80625,0.825,1.04418,1.07093,1.09738,1.19745,4.8457,4.80897,5.09681,5.39325,2.19999,1.91665,2.33846,2.78392,5.35186,5.02756,5.28598,5.57761,-9999,-9999
200310,2.267,1.0,229.006,83.204,1.0,269.204,0.0,1.369,1.0,81.681,0.0,2.872,0.0,1.376,0.6875,0.299344906157,0.661290322581,-9999,-9999,160.007037251,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.383,0.959005,5.914,7.523,0.888,-9999,-9999,1.0,1.0,0.0,-9999,-9999,33.915,-9999,1.0,-9999,-9999,1.0,27.1099,0.954301,15.525,0.715699,36.2528,0.956317,20.7608,0.910332,-1.61557,0.645161,0.0454068,-1.78242,-1.61898,-1.32709,0.401882,0.631048,0.88172,0.414111,0.534723,0.604661,0.619212,1.87104,1.74915,2.11402,2.41683,1.46056,1.24261,1.50087,2.13254,2.02337,2.25049,2.64365,2.77419,-9999,-9999
200311,2.692,1.0,150.556,54.361,1.0,264.676,0.0,2.085,1.0,82.134,0.0,2.439,0.0,1.173,0.880556,0.290267686263,0.869444444444,-9999,-9999,104.54009859,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.372,0.938194,2.867,4.122,0.774,-9999,-9999,1.0,1.0,0.0,-9999,-9999,41.51,-9999,1.0,-9999,-9999,1.0,16.9458,0.952778,8.00463,0.86862,24.0132,0.954167,11.343,0.915999,-0.703533,0.892361,0.0641533,-0.66751,-0.601179,-0.392315,0.893056,0.952083,0.873611,0.334296,0.350823,0.408403,0.491537,1.18673,0.917122,0.987017,1.0461,1.73805,1.34493,1.82309,2.0309,0.939373,0.427088,0.806223,1.1125,-9999,-9999
200312,-0.96,1.0,114.094,39.583,1.0,243.92,0.167339,2.29,1.0,81.98,0.0,1.141,0.00134409,1.854,0.540323,0.396909985966,0.532258064516,-9999,-9999,76.1220509866,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.436,0.742608,0.352,2.148,0.802,-9999,-9999,1.0,1.0,0.167339,-9999,-9999,40.12,-9999,1.0,-9999,-9999,1.0,10.4105,0.802419,4.54425,0.377781,9.117,0.803091,3.97963,0.920411,0.329667,0.693548,0.0310453,0.236414,0.308485,0.323999,0.702285,0.665995,0.668011,0.460489,0.505725,0.621793,0.76939,0.252746,0.252746,0.3077,0.440958,1.46912,1.12355,1.22961,1.40371,0.378435,0.170083,0.217858,0.354906,-9999,-9999
200401,-5.889,1.0,131.152,70.111,0.991935,225.885,1.0,1.247,1.0,81.099,0.0,0.255,1.0,1.749,0.202285,-9999,-9999,-17.1435148806,0.997983870968,126.255501254,0.998655913978,55.3338785692,1.0,-9999,-9999,-9999,-9999,-9999,-9999,307.55247379,1.0,375.623,0.480511,-0.526,-0.526,0.767,-9999,-9999,1.0,1.0,1.0,-9999,-9999,36.95,-9999,1.0,-9999,0.0745211,0.553763,11.8873,0.102823,5.3043,0.541811,26.3962,0.102823,11.7785,1.34764,0.205121,0.0362903,0.0410823,0.169652,0.205121,0.621272,0.0329301,0.0362903,0.0967742,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200402,-2.341,1.0,196.049,97.87,0.987787,244.148,1.0,2.708,1.0,81.817,0.0,1.221,1.0,2.154,0.982759,-9999,-9999,8.07423844353,0.999281609195,172.27023885,1.0,75.565229217,1.0,-9999,-9999,-9999,-9999,-9999,-9999,326.867773707,1.0,372.431,0.846264,-0.371,-0.473,0.512,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.866,-9999,1.0,-9999,0.0208689,0.0,11.3721,0.0,5.90357,-9999,15.3327,0.0,7.95963,-9999,0.345576,0.0,-9999,0.324562,0.39495,0.460916,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200403,-1.736,1.0,289.562,151.767,0.99328,257.386,1.0,2.044,1.0,82.017,0.0,0.448,1.0,1.754,0.90121,-9999,-9999,67.2171582271,0.997311827957,277.876954776,0.996639784946,120.028159294,1.0,-9999,-9999,-9999,-9999,-9999,-9999,336.338231183,1.0,374.655,0.972446,-0.606,-0.241,0.389,-9999,-9999,1.0,1.0,0.815188,-9999,-9999,41.432,-9999,0.815188,-9999,-0.109204,0.0,14.2384,0.0,8.85804,-9999,-0.854184,0.0,-0.531408,-9999,0.466688,0.0,-9999,0.336158,0.403198,0.642458,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200404,2.444,1.0,384.551,174.765,1.0,282.109,1.0,1.978,1.0,81.631,0.0,0.72,1.0,1.722,0.998611,-9999,-9999,111.439781778,0.998611111111,329.407589362,1.0,172.865450056,1.0,-9999,-9999,-9999,-9999,-9999,-9999,342.626260417,1.0,370.844,0.997222,1.412,2.16,2.769,-9999,-9999,1.0,1.0,0.597917,-9999,-9999,44.912,-9999,0.597917,-9999,0.504018,0.638889,17.3376,0.0,12.4135,-9999,-14.0999,0.0,-10.0954,-9999,0.31316,0.0,-9999,0.0327705,0.184028,0.367073,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200405,5.334,1.0,455.157,215.313,1.0,288.343,0.153226,2.634,1.0,81.853,0.0,2.202,0.985215,1.852,0.88172,-9999,-9999,-9999,-9999,408.355918839,1.0,168.471908474,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,362.12,0.983871,6.947,6.554,5.668,-9999,-9999,1.0,1.0,1.0,-9999,-9999,42.639,-9999,1.0,-9999,1.93311,1.0,17.3634,0.0,12.8809,-9999,-14.142,0.0,-10.4911,-9999,0.320928,0.0,-9999,0.0375056,0.190587,0.369767,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200406,11.027,1.0,485.719,243.254,1.0,311.502,0.0,3.82,1.0,82.426,0.0,3.637,0.0930556,1.521,0.416667,-9999,-9999,-9999,-9999,461.514110218,1.0,197.269056125,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,352.657,0.61875,10.73,9.929,8.246,-9999,-9999,0.491667,0.491667,0.491667,-9999,-9999,36.741,-9999,0.491667,-9999,3.3157,1.0,17.3422,0.0,13.0133,-9999,-14.1157,0.0,-10.5922,-9999,0.347155,0.0,-9999,0.0859129,0.230841,0.378572,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200407,12.28,1.0,468.794,226.188,1.0,318.488,0.0,2.45,1.0,82.509,0.0,6.138,0.987903,1.782,0.962366,-9999,-9999,-9999,-9999,428.093624882,0.733198924731,209.869126364,0.733198924731,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,348.814,0.999328,13.05,13.083,11.813,-9999,-9999,0.745296,0.354839,0.354839,-9999,-9999,38.317,-9999,0.744624,-9999,2.31651,1.0,13.1168,0.0,10.1596,-9999,36.7452,0.0,28.461,-9999,0.638364,0.0,-9999,0.543119,0.623572,0.695579,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200408,12.638,1.0,408.646,196.52,1.0,319.419,0.0,1.642,1.0,82.351,0.0,4.11,0.998656,1.651,0.986559,-9999,-9999,130.601073683,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.2877686022,1.0,-9999,-9999,349.347,1.0,14.244,13.951,12.856,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.949,-9999,1.0,-9999,0.908055,1.0,13.0113,0.0,10.7255,-9999,38.5318,0.0,31.7625,-9999,0.633572,0.0,-9999,0.535093,0.612964,0.68927,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200409,9.518,1.0,321.372,178.175,1.0,299.767,0.0,1.637,1.0,82.64,0.0,1.88,1.0,1.752,1.0,-9999,-9999,96.596375487,0.999305555556,343.299223131,0.999305555556,125.006637222,1.0,-9999,-9999,-9999,-9999,14.6324726528,1.0,-9999,-9999,351.398,0.999306,11.491,10.945,11.305,-9999,-9999,0.920833,0.920833,0.920833,-9999,-9999,40.251,-9999,0.920139,-9999,-0.615341,1.0,13.0248,0.0,9.28953,-9999,38.3835,0.0,27.3758,-9999,0.630898,0.0,-9999,0.532093,0.613018,0.688429,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200410,5.899,1.0,226.012,76.147,1.0,293.34,0.0,0.196,1.0,82.038,0.0,4.368,1.0,1.252,0.967742,-9999,-9999,-9999,-9999,146.022650114,1.0,92.9833337854,0.997311827957,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,361.641,0.987231,8.142,8.234,8.948,-9999,-9999,1.0,0.894489,1.0,-9999,-9999,42.998,-9999,1.0,-9999,-1.4658,1.0,12.0843,0.0,5.6163,-9999,29.5099,0.0,13.715,-9999,0.575493,0.0,-9999,0.464543,0.59504,0.70562,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200411,0.471,1.0,148.589,72.492,1.0,261.116,0.154861,1.309,1.0,82.053,0.0,1.419,0.980556,2.101,0.999306,-9999,-9999,-9999,-9999,138.658625236,1.0,63.5048433889,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,370.159,1.0,2.534,3.069,5.075,-9999,-9999,1.0,1.0,1.0,-9999,-9999,44.573,-9999,1.0,-9999,-4.66443,1.0,13.4818,0.0,3.87863,-9999,22.5408,0.0,6.48486,-9999,0.559632,0.0,-9999,0.484007,0.543259,0.648582,0.0,0.0,0.0,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200412,-1.576,1.0,113.772,57.621,0.919355,239.451,0.915323,1.932,1.0,81.972,0.0,1.025,0.965054,1.238,0.930108,-9999,-9999,-35.077326997,0.823924731183,109.496334853,0.870967741935,37.4789492098,0.890456989247,-9999,-9999,-9999,-9999,10.4625385301,0.823252688172,320.924137436,0.823252688172,373.758,0.991263,0.493,0.771,2.224,-9999,-9999,0.948253,0.948253,0.948253,-9999,-9999,43.02,-9999,0.948253,-9999,-4.20391,0.913978,11.0408,0.127688,0.606602,0.48748,18.0209,0.129032,0.990102,1.15411,0.559541,0.110215,0.0360104,0.465476,0.567589,0.675963,0.125,0.0725806,0.0887097,0.489831,0.379888,0.603016,0.674297,-0.0475952,-1.10247,-0.00728483,0.0505512,0.814158,0.691947,0.732974,0.790678,0.0200566,0.0,0.00010481,0.000173819,-9999,-9999
200501,-2.891,1.0,131.152,75.951,1.0,211.268,1.0,2.729,1.0,81.898,0.803091,0.397,0.0,1.986,0.991935,0.395630832342,0.990591397849,-35.7494874866,1.0,139.62780672,1.0,51.1514940188,1.0,-9999,-9999,-9999,-9999,12.1305950403,1.0,309.433081989,1.0,379.402,1.0,-2.251,-1.921,0.162,-9999,-9999,1.0,1.0,1.0,-9999,-9999,42.084,-9999,1.0,-9999,-5.41211,1.0,13.2245,1.0,5.90099,0.596472,27.3166,1.0,12.1891,0.970262,0.556715,0.997984,0.0247181,0.46937,0.556715,0.632756,0.999328,0.997984,0.976478,0.576765,0.518273,0.676785,0.705546,0.0740374,0.0458332,0.0740374,0.102981,1.45555,1.3943,1.45161,1.57498,0.223612,0.206155,0.224261,0.317289,1.46908,1.0
200502,-6.755,1.0,194.577,116.983,0.995536,219.081,1.0,1.256,1.0,81.16,1.0,0.762,0.0,2.153,0.964286,0.44692974856,0.941220238095,28.4246529441,0.997767857143,209.249704167,1.0,85.8411943452,1.0,-9999,-9999,-9999,-9999,16.6075930878,1.0,289.668797619,1.0,384.697,0.999256,-3.174,-2.817,-0.604,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.94,-9999,1.0,-9999,-5.82814,1.0,15.89,1.0,7.09039,0.715553,61.3098,1.0,27.3575,1.20477,0.350652,0.982887,0.0264084,0.330524,0.353613,0.427299,0.988839,0.970982,0.914435,0.464997,0.441721,0.494641,0.731751,0.121301,0.111197,0.132288,0.308978,0.807891,0.652801,0.731276,0.848344,0.251422,0.221381,0.271488,0.383608,1.50039,1.0
200503,-0.654,1.0,286.295,159.581,0.997984,246.773,1.0,2.104,1.0,81.676,1.0,0.673,0.0,1.776,1.0,0.360603575052,0.956317204301,67.1675085021,0.998655913978,299.202940323,1.0,113.025161895,1.0,-9999,-9999,-9999,-9999,17.8430296909,1.0,319.088884409,1.0,379.338,0.999328,-1.276,-1.326,-0.577,-9999,-9999,1.0,1.0,1.0,-9999,-9999,36.368,-9999,1.0,-9999,-1.04141,1.0,24.7811,0.999328,14.6713,0.818873,90.8691,1.0,53.7979,1.36052,-0.288804,0.987231,0.031881,-0.387049,-0.288804,-0.158209,0.991263,0.987231,0.899866,0.539033,0.541727,0.760247,0.951464,0.925576,0.929917,1.00697,1.10299,0.947085,0.829568,0.904203,1.01431,1.06737,0.813769,1.05777,1.11697,1.43763,1.0
200504,2.491,1.0,381.712,176.999,0.995139,274.535,1.0,1.584,1.0,81.806,1.0,1.752,0.0,1.869,0.823611,0.38336748565,0.815972222222,106.964425941,0.998611111111,326.48604125,1.0,144.005347778,1.0,-9999,-9999,-9999,-9999,17.0162703194,1.0,328.715874306,1.0,376.852,0.990972,1.124,0.956,0.227,-9999,-9999,1.0,1.0,1.0,-9999,-9999,46.722,-9999,1.0,-9999,2.22104,1.0,50.2521,0.990278,41.6145,1.1529,75.6481,0.990972,62.6454,1.19659,-1.63325,0.95625,0.0568899,-1.65721,-1.54248,-1.28377,0.965972,0.914583,0.859722,1.3481,1.3092,1.58468,1.76981,3.02177,2.95584,3.00051,3.07741,1.83282,1.29493,1.58814,1.83282,3.3784,3.15163,3.29213,3.397,1.35772,1.0
