TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201109,14.391,1.0,302.173,158.572,1.0,317.859,1.0,5.519,1.0,96.386,1.0,1.747,1.0,2.819,0.940972,0.208394454117,0.877083333333,59.5290277778,1.0,298.731034722,1.0,25.4220486111,1.0,28.4091458333,1.0,388.493944444,1.0,391.432,1.0,14.793,15.816,15.258,1.0,0.0,0.952778,46.412,1.0,2.17482,1.0,31.3469,1.0,35.2557,0.380143,19.6484,1.0,22.0985,0.395599,1.7137,0.960417,0.019904,1.69037,1.69787,1.70853,0.911111,0.954167,0.965278,3.4706,3.27603,3.46484,3.50047,1.77273,1.56475,1.75631,1.80409,3.21415,3.06965,3.14816,3.21415,1.70282,1.48242,1.52507,1.70147,-9999,-9999
201110,8.449,1.0,200.409,93.685,1.0,294.046,1.0,3.135,1.0,96.571,1.0,1.552,1.0,3.442,1.0,0.26419090284,0.942876344086,15.5337567204,0.997311827957,171.017483413,0.999327956989,14.6534139785,1.0,17.5016599462,1.0,353.804724462,1.0,397.529,1.0,9.145,15.142,10.065,1.0,0.0,1.0,41.446,1.0,-5.8987,1.0,17.7357,0.999328,22.0535,0.202769,0.231988,1.0,0.288466,0.375618,0.0172076,0.993952,0.0203584,-0.0149523,-0.00153231,0.0211588,0.982527,0.985215,0.995296,2.34123,2.3202,2.34732,2.36921,2.3438,2.28697,2.3438,2.37608,1.9558,1.83604,1.98502,2.14229,2.16115,2.10586,2.17639,2.23202,-9999,-9999
201111,4.155,1.0,120.171,65.156,1.0,256.387,1.0,2.142,1.0,96.687,1.0,0.04,1.0,3.186,0.996528,0.236819330788,0.903472222222,-19.2449930556,1.0,112.969472222,1.0,11.6775902778,1.0,13.8061458333,1.0,326.981840278,1.0,406.14,1.0,3.855,14.817,4.932,1.0,0.0,1.0,32.742,1.0,-8.77082,1.0,7.17204,1.0,7.27953,0.137727,-9.67438,1.0,-9.81937,0.445487,-0.313893,0.998611,0.0173815,-0.307044,-0.298545,-0.281879,1.0,0.993056,0.983333,1.51209,1.5131,1.51868,1.52866,1.82615,1.81109,1.8177,1.82262,1.14622,0.937154,0.98703,1.07062,1.6472,1.54661,1.58442,1.6472,-9999,-9999
201112,1.879,1.0,84.1938,23.939,1.0,280.41,1.0,1.318,1.0,95.663,0.985887,2.1,1.0,5.621,0.994624,0.39527538244,0.971774193548,-28.2252179757,0.730510752688,44.7061895161,1.0,12.0871505376,1.0,7.37778897849,1.0,317.040208333,1.0,401.105,1.0,1.665,14.818,2.452,1.0,0.0,1.0,45.389,1.0,-6.81296,1.0,5.11541,1.0,4.02336,0.157434,-27.0612,1.0,-21.2841,0.447527,0.437053,0.997312,0.0149341,0.438189,0.440751,0.447619,1.0,0.997984,0.997312,0.973404,0.970133,0.973404,0.993316,0.53311,0.530766,0.534466,0.545806,0.736895,0.720134,0.724504,0.748443,0.512441,0.476489,0.496417,0.522128,-9999,-9999
201201,-0.438,1.0,100.745,35.269,0.995296,278.563,1.0,0.923,1.0,96.183,1.0,2.087,1.0,5.254,0.999328,0.352431753576,0.898521505376,-14.1862567204,1.0,65.9017096774,0.994623655914,39.7888373656,1.0,22.8039516129,1.0,305.795907258,1.0,406.885,1.0,1.44,14.807,1.965,1.0,0.0,1.0,48.567,1.0,-5.73564,1.0,3.00765,1.0,1.43944,0.118216,-20.6649,1.0,-9.89005,0.442991,0.467612,0.993952,0.0151665,0.467134,0.467612,0.522142,0.993952,0.993952,0.908602,0.697843,0.691883,0.700986,0.787595,0.230499,0.227615,0.233281,0.265448,0.924393,0.891529,0.924393,0.962181,0.145657,0.113309,0.134267,0.145657,-9999,-9999
201202,-5.809,1.0,165.864,74.537,1.0,246.455,1.0,0.715,1.0,96.818,1.0,1.61,1.0,3.942,1.0,0.259298647445,0.885057471264,-14.8846989289,0.997126436782,143.518515071,0.999281609195,102.78641523,1.0,54.0260775862,1.0,280.85391523,1.0,408.061,1.0,-0.663,14.828,-0.215,1.0,0.0,1.0,25.676,1.0,-2.49977,1.0,1.96118,0.999282,2.49059,0.107249,-11.0316,1.0,-14.0096,0.37375,0.403598,0.971983,0.012915,0.405142,0.417353,0.449518,0.981322,0.984195,0.949713,0.544406,0.529511,0.544406,0.573687,0.146533,0.11503,0.12563,0.137771,0.598143,0.438025,0.467211,0.565089,0.170322,0.121217,0.155953,0.178855,-9999,-9999
201203,5.078,1.0,263.827,128.067,1.0,276.184,1.0,2.925,1.0,96.929,1.0,0.823,1.0,3.542,0.999328,0.249533662346,0.903897849462,44.48542565,0.997983870968,242.387406629,0.999327956989,12.6127652425,0.999327956989,21.6770228495,0.999327956989,337.193501773,0.999327956989,405.292,1.0,5.154,12.625,5.199,1.0,0.0,1.0,39.146,0.992608,3.69516,1.0,18.5247,1.0,26.1364,0.215112,10.9833,1.0,15.4963,0.393079,-0.175638,0.84543,0.0175918,-0.161984,-0.148352,-0.101841,0.84207,0.879704,0.829973,1.74039,1.74923,1.76323,1.7797,1.90237,1.87871,1.90147,1.91418,1.4735,1.54468,1.58504,1.69996,1.65086,1.69214,1.72557,1.75831,-9999,-9999
201204,7.001,1.0,367.559,167.766,1.0,286.995,1.0,4.515,1.0,95.256,1.0,1.03,1.0,3.543,0.998611,0.248019279586,0.961111111111,72.9584711879,0.999305555556,330.232875,1.0,15.6555972222,1.0,32.3904305556,1.0,349.097618056,1.0,403.955,1.0,7.568,12.048,7.309,1.0,0.0,1.0,36.153,0.172222,6.86204,1.0,27.6291,0.998611,33.257,0.351874,27.5376,0.998611,33.147,0.500394,2.05033,0.838889,0.0197577,2.03288,2.04203,2.05216,0.822222,0.819444,0.849306,3.18837,3.10397,3.18837,3.31784,1.14659,1.07408,1.14659,1.25922,4.11979,3.31255,4.07816,4.17183,1.35177,1.01617,1.34769,1.38561,-9999,-9999
201205,13.258,0.989919,447.76,240.065,0.975134,308.62,0.989919,7.394,0.989919,96.193,1.0,1.035,0.988575,3.134,0.898522,0.219028266627,0.805107526882,107.336496922,0.988575268817,470.536205388,0.981182795699,38.7250715401,0.988575268817,37.6302226413,0.988575268817,400.353243149,0.988575268817,403.226,0.988575,15.957,12.049,15.075,0.989919,0.0,0.989919,37.268,0.980511,15.4364,0.989919,28.9957,0.987903,29.2306,0.351076,64.9536,0.987231,65.4796,0.567558,2.31769,0.643145,0.0188374,2.30022,2.31459,2.33306,0.655914,0.639785,0.626344,3.42889,3.44448,3.61708,3.69493,1.1143,1.16573,1.27337,1.33839,4.39204,3.98833,4.23864,4.39204,1.44352,1.22787,1.36978,1.44597,-9999,-9999
201206,14.366,1.0,483.617,213.006,0.997222,340.555,1.0,5.497,1.0,96.03,1.0,3.963,1.0,3.07,0.975,0.244630056319,0.852083333333,122.175480644,0.999305555556,423.878527778,1.0,22.6299930556,1.0,36.6061564716,0.999305555556,394.955932033,0.999305555556,411.712,0.996528,16.178,12.048,15.329,1.0,0.0,0.763889,38.034,1.0,3.9686,1.0,48.2125,0.996528,72.8224,0.560399,30.0962,0.995833,45.4588,0.48546,1.67367,0.975694,0.0349321,1.58762,1.66826,1.68028,0.965278,0.976389,0.977083,4.13276,4.07821,4.11669,4.12555,2.4645,2.41217,2.45501,2.48237,3.24917,3.35941,3.44909,3.63459,1.98388,2.07606,2.12073,2.18824,-9999,-9999
201207,16.182,1.0,464.118,220.297,1.0,352.709,1.0,5.592,1.0,96.2,1.0,3.155,1.0,2.444,0.995968,0.290905688528,0.950940860215,125.227244624,1.0,434.308891129,1.0,16.9854032258,1.0,49.4448051075,1.0,398.333998656,1.0,405.835,1.0,16.987,12.506,16.261,1.0,0.0,0.0,35.378,1.0,1.01432,1.0,48.3657,0.999328,107.519,0.38877,7.53515,1.0,16.751,0.391031,-4.06121,0.985887,0.0585359,-4.11112,-4.06121,-4.0368,0.969758,0.985887,0.989919,4.63642,4.59886,4.63642,4.7094,8.68629,8.68629,8.71484,8.76789,4.99558,4.86666,4.99558,5.24418,8.98215,8.83371,8.98215,9.08352,-9999,-9999
201208,16.852,1.0,395.371,208.144,1.0,349.151,1.0,7.823,1.0,96.392,1.0,1.897,1.0,1.766,1.0,0.251568991502,0.921370967742,113.141342227,0.999327956989,411.208306881,0.999327956989,21.2194892473,1.0,42.9059610215,1.0,401.107063172,1.0,418.476,1.0,16.564,12.929,14.086,1.0,0.0,0.0,19.886,1.0,2.1327,1.0,27.5411,1.0,61.225,0.273632,18.0914,1.0,40.2181,0.426891,-1.48768,0.99328,0.0492779,-1.6649,-1.53897,-1.50279,0.968414,0.987231,0.992608,2.9811,2.96465,2.9811,3.0396,4.52007,4.51192,4.56312,4.6287,2.58958,2.60796,2.74012,2.8033,4.4347,4.41447,4.48971,4.49236,-9999,-9999
201209,12.435,1.0,298.785,150.197,1.0,327.465,1.0,4.789,1.0,96.252,1.0,1.47,1.0,2.206,1.0,0.250050508566,0.890972222222,74.1640223109,0.998611111111,289.189342494,0.998611111111,15.9834166667,1.0,25.9528055556,1.0,377.215013889,1.0,407.116,0.988194,13.081,11.984,11.915,1.0,0.151389,0.151389,26.129,1.0,-4.36624,1.0,12.9055,0.999306,17.4189,0.162821,15.7491,1.0,21.257,0.40084,0.155981,0.961806,0.0235322,0.151011,0.154473,0.161251,0.966667,0.959722,0.958333,1.6782,1.684,1.69492,1.7051,1.52373,1.53213,1.54522,1.55906,1.68616,1.57699,1.65284,1.68695,1.5737,1.52126,1.54471,1.5737,-9999,-9999
201210,7.16,1.0,197.287,89.793,1.0,306.339,1.0,2.973,1.0,95.913,1.0,1.442,1.0,3.293,0.997984,0.261595091346,0.879032258065,26.9700956272,0.896505376344,172.971861559,1.0,25.7582930108,1.0,20.9196370968,1.0,348.458484473,0.897849462366,404.693,1.0,8.618,8.674,9.006,1.0,1.0,1.0,34.198,1.0,-7.85536,1.0,4.54204,1.0,5.74501,0.0940145,0.500242,1.0,0.632731,0.373213,0.407647,0.988575,0.0105778,0.390921,0.414401,0.442171,0.988575,0.987903,0.985887,0.673642,0.648019,0.673642,0.689392,0.25924,0.244066,0.255803,0.25924,0.63348,0.64145,0.709919,0.73829,0.239563,0.242378,0.286148,0.293219,-9999,-9999
201211,4.181,1.0,118.207,37.571,1.0,299.15,1.0,1.616,1.0,95.847,0.996528,2.688,0.748611,3.524,0.995833,0.261516800219,0.857638888889,-2.53703708629,0.997916666667,70.8418125,1.0,6.53129166667,1.0,6.71852777778,1.0,332.084173611,1.0,410.595,1.0,4.56,4.443,4.721,1.0,1.0,1.0,38.725,1.0,-7.58135,1.0,2.00078,1.0,2.61864,0.0687032,-11.7784,1.0,-15.4157,0.374473,0.354377,0.999306,0.00790767,0.347184,0.356703,0.366402,0.999306,0.998611,0.995833,0.513718,0.50184,0.513255,0.525347,0.157016,0.154895,0.156929,0.163114,0.535689,0.439924,0.460162,0.497349,0.183059,0.149504,0.162417,0.171676,-9999,-9999
201212,-0.83,1.0,83.8783,32.742,0.997312,279.614,1.0,1.166,1.0,95.632,1.0,2.46,0.889113,4.3,0.999328,0.253199175939,0.819220430108,-13.3110819892,1.0,61.7324363903,0.996639784946,36.5763373656,1.0,21.2748924731,1.0,304.994764785,1.0,413.064,1.0,1.813,1.646,1.919,0.985887,1.0,1.0,41.885,1.0,-6.35564,1.0,0.482646,0.999328,0.48972,0.0473015,-20.5182,1.0,-20.8189,0.375944,0.239108,0.961694,0.00787879,0.227682,0.236604,0.245575,0.971102,0.930108,0.945565,0.211911,0.200773,0.211274,0.21605,-0.0336645,-0.0336645,-0.028537,-0.0205534,0.319896,0.206231,0.210027,0.300277,0.0899372,0.0156318,0.0233896,0.0746452,-9999,-9999
201301,-2.511,1.0,100.745,28.946,0.997984,288.781,1.0,0.776,1.0,95.773,1.0,3.719,0.997984,4.072,0.989247,0.285600766626,0.690188172043,-3.87271657897,0.997311827957,50.3295987713,0.961021505376,33.061155914,0.997983870968,18.6437392473,0.997983870968,303.671616487,0.997983870968,416.276,1.0,1.829,1.831,2.013,0.139113,1.0,1.0,37.487,1.0,-4.48922,1.0,0.388981,1.0,0.419508,0.0379041,-11.0227,0.997984,-11.8877,0.284051,0.0624117,0.954973,0.00679643,0.0624117,0.0677701,0.0818766,0.954973,0.951613,0.956317,0.116453,0.111235,0.116453,0.132806,0.0540409,0.0345096,0.0483548,0.0536204,0.116904,0.116904,0.123056,0.127013,0.0122217,0.00701835,0.0151661,0.0161821,-9999,-9999
201302,-3.091,0.86756,164.347,55.618,0.868304,283.03,0.86756,0.618,0.866071,95.869,1.0,2.716,0.842262,3.061,0.648065,-9999,-9999,0.926657986111,0.842261904762,129.707210178,0.834077380952,90.5257626488,0.842261904762,46.4400731647,0.842261904762,296.315367063,0.842261904762,430.654,0.863095,3.115,1.176,0.986,0.0,0.0357143,0.86756,31.61,0.86756,-5.32821,0.866071,0.828623,0.859375,0.920451,0.0311324,-6.04971,0.862351,-6.72014,0.15504,0.0965704,0.796875,0.00668936,0.0727802,0.0885985,0.0996241,0.791667,0.809524,0.809524,0.102068,0.0871494,0.0917547,0.0973647,0.00549758,-0.0101169,0.00549758,0.0243504,0.443808,0.247232,0.327759,0.398472,0.175488,0.0884104,0.117413,0.15589,-9999,-9999
201303,-3.208,1.0,260.334,124.821,0.985215,265.851,0.99328,1.194,1.0,95.5,1.0,1.603,0.998656,3.694,0.920027,0.226046194158,0.614247311828,3.56592901579,0.860215053763,265.532656271,0.862231182796,190.774758199,0.869623655914,102.367949167,0.861559139785,297.075361404,0.86626344086,429.155,1.0,9.984,2.767,0.552,0.0,0.0,0.99328,33.907,0.985887,-3.84199,0.99328,0.410888,0.998656,0.530418,0.0339949,-6.54063,1.0,-8.44335,0.28772,-0.0123357,0.913306,0.00954551,-0.0211349,-0.019177,-0.0152685,0.924731,0.865591,0.940188,0.0202017,0.0197259,0.0212112,0.0230624,0.0325374,0.0325374,0.0416351,0.0432243,0.0767009,0.144385,0.20404,0.250764,0.0109079,0.0504335,0.0850659,0.106296,-9999,-9999
201304,7.07,0.985417,364.395,156.909,0.942361,312.82,0.877083,3.577,0.972917,96.079,1.0,1.54,0.476389,3.002,0.790278,-9999,-9999,-9999,-9999,296.528193365,0.611111111111,69.9483755156,0.626388888889,36.3620722222,0.632638888889,-9999,-9999,416.58,0.975694,11.551,9.616,7.176,0.622222,0.622222,0.863194,34.45,0.206944,7.1337,0.841667,2.26717,0.347222,2.80879,0.0383413,18.8559,0.972917,23.3605,0.311339,0.0486262,0.192361,0.0125731,0.0226006,0.0486262,0.0629241,0.130556,0.192361,0.2,0.76634,0.669896,0.753335,0.800263,0.717714,0.606972,0.657626,0.802847,0.998446,0.817082,0.998446,1.1845,1.33968,1.19261,1.32274,1.35539,-9999,-9999
201305,11.193,1.0,445.739,172.657,1.0,333.6,1.0,2.834,1.0,95.667,1.0,4.575,0.862231,3.063,0.999328,-9999,-9999,106.091115591,1.0,345.768185484,1.0,16.3393212366,1.0,30.9199731183,1.0,369.245295699,1.0,406.024,1.0,12.978,12.699,12.447,1.0,1.0,0.998656,39.891,0.923387,10.019,1.0,31.4934,0.0,39.3856,-9999,20.8219,1.0,26.0399,0.323279,-2.39536,0.0,-9999,-2.39536,-2.38335,-2.26202,0.0,0.0,0.0,2.1009,2.00942,2.1009,2.1549,4.49627,4.37241,4.39277,4.49627,2.39358,2.21551,2.38817,2.49981,3.85952,3.76333,3.85293,3.8756,-9999,-9999
201306,14.538,1.0,483.306,210.062,1.0,347.366,1.0,3.976,1.0,96.316,1.0,8.9,1.0,2.622,0.9125,-9999,-9999,113.731777778,1.0,421.155819444,1.0,17.4287708333,1.0,51.2327152778,1.0,392.559784722,1.0,422.704,0.995139,15.373,14.975,14.501,1.0,1.0,1.0,39.187,1.0,9.58759,1.0,44.8467,0.0,56.6055,0.784351,16.5598,0.995833,20.9018,0.340451,-2.34733,0.0,0.118012,-2.35165,-2.3421,-2.31809,0.0,0.0,0.0,3.98569,3.98514,4.0097,4.05204,6.33302,6.31982,6.33302,6.39414,4.28896,4.30533,4.5023,4.71054,7.27269,7.24277,7.25423,7.29024,-9999,-9999
201307,18.14,0.909946,465.597,256.555,0.911962,351.925,0.909946,7.124,0.909946,96.619,1.0,0.959,0.887097,2.034,0.540995,-9999,-9999,150.020749673,0.887768817204,528.908576761,0.884408602151,32.8495172764,0.887768817204,56.5113391042,0.887768817204,411.204578887,0.887768817204,399.429,0.881048,19.745,18.857,18.186,0.909946,0.909946,0.909946,21.832,0.909946,16.0845,0.909946,57.947,0.721102,73.1408,0.33698,39.6194,0.893145,50.0077,0.365841,-1.8624,0.655914,0.0403432,-1.90432,-1.87193,-1.86396,0.682796,0.62164,0.646505,5.93554,5.93805,5.97354,6.03411,7.79794,7.79794,7.85855,7.88083,4.81354,4.52332,4.81354,5.463,7.81312,7.78907,7.87553,8.32592,-9999,-9999
201308,17.134,1.0,398.172,198.58,1.0,347.669,1.0,7.049,1.0,96.488,1.0,1.455,1.0,2.169,0.997312,0.214405642923,0.995967741935,104.735497312,1.0,390.385038464,0.998655913978,30.2749327957,1.0,36.2372580645,1.0,405.284677419,1.0,396.075,1.0,18.382,18.83,18.668,1.0,0.600806,0.600806,32.528,0.825269,-2.53258,0.600806,37.3595,1.0,47.1552,0.348306,34.4929,1.0,43.5371,0.475161,1.55048,0.985215,0.0269557,1.52531,1.55048,1.5662,0.987903,0.985215,0.949597,4.174,4.144,4.17864,4.20454,2.62352,2.57018,2.63311,2.64805,3.63126,3.40993,3.63126,4.3381,2.59097,2.50043,2.75197,3.02323,-9999,-9999
201309,11.686,1.0,302.173,111.504,1.0,334.359,1.0,2.56,1.0,96.168,1.0,2.007,1.0,3.377,0.995139,0.242575808618,0.989583333333,49.3388979019,0.998611111111,221.654722222,1.0,14.7705069444,1.0,20.4488055556,1.0,375.403676123,0.999305555556,394.832,1.0,13.314,12.172,12.348,1.0,0.152083,0.152083,29.669,0.448611,-7.43507,0.152083,25.9545,0.998611,37.0215,0.392044,10.8387,0.999306,15.4603,0.373749,1.75361,0.994444,0.0186977,1.75348,1.75381,1.7607,0.997222,0.998611,0.995833,2.60555,2.60555,2.6166,2.66535,0.851937,0.851937,0.85934,0.881165,2.46928,2.50217,2.54313,2.84616,0.986781,0.992016,1.01487,1.15154,-9999,-9999
201310,9.9,1.0,200.409,90.682,1.0,312.787,1.0,3.086,1.0,96.276,1.0,1.958,1.0,3.964,0.967742,0.247821568551,0.953629032258,23.0261361817,0.999327956989,176.271814516,1.0,13.3360215054,1.0,11.7044489247,1.0,368.405,1.0,406.889,1.0,9.487,9.544,9.753,1.0,1.0,1.0,32.29,1.0,3.21276,1.0,20.6965,1.0,29.5215,0.369001,-6.36755,1.0,-9.08268,0.437723,1.24319,0.997984,0.0139062,1.22986,1.24319,1.24976,0.998656,0.997984,0.997984,1.78444,1.75469,1.77455,1.78616,0.54125,0.521167,0.529065,0.539683,1.47322,1.47322,1.48524,1.50511,0.411471,0.415951,0.418424,0.423756,-9999,-9999
201311,3.479,1.0,120.171,34.807,0.998611,303.777,1.0,0.964,1.0,95.99,1.0,1.8,1.0,3.828,0.982639,0.249029573016,0.930555555556,-1.48109722222,1.0,67.125582702,0.997222222222,7.235,1.0,5.77590972222,1.0,334.692902778,1.0,417.429,1.0,4.045,4.456,4.838,1.0,1.0,1.0,37.29,1.0,-9.08637,1.0,6.67715,1.0,10.701,0.17744,-7.96965,1.0,-12.7724,0.32374,0.478234,0.992361,0.0124573,0.466954,0.475441,0.478234,0.995139,0.992361,0.992361,0.909555,0.880078,0.890774,0.905538,0.43132,0.408987,0.426878,0.429568,0.938898,0.929669,0.938773,0.949457,0.484344,0.481891,0.492759,0.499648,-9999,-9999
201312,3.356,0.950269,84.1938,36.48,0.951613,283.025,0.950269,1.756,0.950269,96.432,1.0,1.337,0.80914,4.385,0.671371,0.255127800215,0.653225806452,-24.5390709881,0.923387096774,71.2230161912,0.923387096774,6.72555272703,0.923387096774,6.77637676615,0.923387096774,338.299843744,0.923387096774,435.283,0.949597,2.054,2.273,2.56,0.950269,0.950269,0.950269,38.681,0.950269,-5.52359,0.950269,9.36943,0.949597,16.6669,0.317733,-21.3234,0.949597,-37.9313,0.410826,0.342806,0.94086,0.0119926,0.336665,0.341662,0.342806,0.942204,0.941532,0.94086,0.993342,0.993342,0.995554,1.00336,0.650533,0.646383,0.653893,0.661649,0.990429,0.948674,0.967118,0.977815,0.467763,0.461308,0.466318,0.469917,-9999,-9999
201401,0.787,1.0,100.745,37.043,0.998656,285.437,1.0,1.017,1.0,95.544,1.0,0.997,1.0,4.071,0.987903,0.26615952535,0.797043010753,-16.8239314516,1.0,65.163330007,0.970430107527,23.1832862903,1.0,14.0047244624,1.0,325.62983871,1.0,426.634,1.0,1.54,1.793,2.203,1.0,1.0,0.997312,37.818,1.0,-5.31422,1.0,14.9961,0.997984,26.676,0.465228,-16.5909,0.999328,-29.5128,0.463357,0.301198,0.99664,0.00984966,0.297302,0.305603,0.324854,0.995968,0.997312,0.989919,0.611854,0.612561,0.61681,0.661941,0.323976,0.315391,0.319375,0.331836,0.868163,0.666306,0.730884,0.864993,0.475788,0.375572,0.44346,0.491934,-9999,-9999
201402,3.17,1.0,164.347,84.999,1.0,272.843,1.0,2.005,1.0,95.477,1.0,0.507,1.0,4.601,1.0,0.310924974346,0.873511904762,5.92497150456,0.997767857143,154.526269947,0.997767857143,13.9793973214,1.0,14.1165699405,1.0,337.241525298,1.0,406.338,1.0,2.096,2.08,2.355,1.0,1.0,0.999256,37.58,1.0,1.23062,1.0,13.8411,0.999256,17.7699,0.286696,-16.5603,1.0,-21.2609,0.472752,-0.0422091,0.998512,0.0122331,-0.0518908,-0.0398862,-0.0153033,1.0,0.998512,0.997024,0.826917,0.811327,0.826917,0.833321,0.866804,0.848625,0.861531,0.866267,0.597934,0.597934,0.621574,0.699829,0.760801,0.7662,0.777325,0.822044,-9999,-9999
201403,6.432,1.0,260.334,130.949,1.0,288.489,1.0,3.01,1.0,96.162,1.0,1.148,1.0,3.249,0.998656,0.25394582264,0.772849462366,45.3119865305,0.998655913978,244.835456378,0.997311827957,17.1400739247,1.0,23.5372983871,1.0,349.930013441,1.0,403.222,0.997312,5.887,5.711,5.641,1.0,1.0,1.0,37.103,1.0,5.86064,1.0,27.4146,0.999328,35.1962,0.428918,3.72592,1.0,4.78351,0.462943,-0.885654,0.971774,0.0252897,-0.934128,-0.90572,-0.893536,0.768145,0.980511,0.983871,2.10683,1.9803,2.09221,2.10683,2.96631,2.86707,2.9822,3.02635,1.79438,1.75333,1.8724,1.97615,2.70982,2.70982,2.75823,2.79581,-9999,-9999
201404,9.599,1.0,364.395,184.873,1.0,313.175,1.0,3.031,1.0,95.981,1.0,0.967,1.0,2.518,0.999306,0.252211662644,0.83125,91.1731319444,1.0,356.777222222,1.0,13.2879305556,1.0,41.4495416667,1.0,365.425791667,1.0,404.684,1.0,10.448,10.082,9.918,1.0,1.0,1.0,29.637,1.0,5.58121,1.0,50.5918,0.999306,65.0684,0.441764,15.956,1.0,20.5218,0.421934,-5.5062,0.986806,0.0596446,-5.62281,-5.58005,-5.48114,0.977083,0.983333,0.989583,5.35548,5.20188,5.35947,5.42076,10.9355,10.8356,10.9032,10.9354,4.04043,4.01521,4.35128,4.56802,10.5427,10.5194,10.5791,10.6207,-9999,-9999
201405,10.823,1.0,445.739,195.905,1.0,327.382,1.0,3.046,1.0,96.095,1.0,4.658,1.0,2.607,1.0,0.306773339925,0.909274193548,105.878319892,1.0,380.774267473,1.0,11.9196975806,1.0,44.9977553763,1.0,372.411270161,1.0,406.194,0.999328,11.366,11.154,12.053,1.0,1.0,0.237903,33.135,1.0,1.92378,1.0,77.0766,0.998656,95.6285,0.598262,6.63986,1.0,8.23804,0.500229,-7.70069,0.995968,0.0641114,-7.70128,-7.68433,-7.66479,0.99664,0.959005,0.999328,6.63338,6.55265,6.58983,6.64722,14.3347,14.2349,14.2616,14.3175,6.43473,6.38092,6.41958,6.47442,14.5136,14.4127,14.4389,14.5136,-9999,-9999
201406,14.559,0.972222,483.306,253.809,0.974306,339.413,0.972222,5.288,0.972222,96.321,1.0,0.774,0.953472,2.239,0.821528,0.269938321157,0.7625,149.182118166,0.952777777778,512.751546555,0.953472222222,25.2250322244,0.953472222222,55.3017613449,0.953472222222,394.413768761,0.953472222222,414.728,0.961806,14.18,13.818,13.857,0.972222,0.972222,0.957639,26.33,0.971528,4.92347,0.972222,85.4499,0.961111,107.198,0.544017,27.9688,0.961806,35.0873,0.548337,-5.58444,0.953472,0.0560897,-5.66198,-5.61072,-5.58497,0.940278,0.958333,0.958333,7.15628,7.06809,7.11658,7.14157,12.7223,12.7081,12.7173,12.7348,6.87561,6.59572,6.71811,6.87187,12.6467,12.5601,12.5818,12.6467,-9999,-9999
201407,18.541,1.0,465.597,233.429,1.0,362.402,1.0,7.058,1.0,96.073,1.0,3.784,1.0,2.023,0.97043,0.223092850432,0.692204301075,139.788293154,0.999327956989,465.737110215,1.0,37.3651680108,1.0,43.9241666667,1.0,411.671270161,1.0,412.004,0.998656,17.169,16.587,16.475,0.59879,0.593414,0.59207,27.725,0.59879,7.99956,0.59879,58.0495,0.997984,72.8241,0.50224,48.4412,1.0,60.7703,0.477171,2.46115,0.943548,0.0351317,2.42918,2.45523,2.45879,0.958333,0.948253,0.944892,5.51025,5.41427,5.44496,5.49005,3.07232,2.96592,3.00165,3.03512,5.27776,5.32389,5.4483,5.71672,3.12728,3.07717,3.13522,3.30503,-9999,-9999
201408,15.595,1.0,398.172,187.411,1.0,344.155,1.0,5.366,1.0,96.025,1.0,1.258,1.0,2.89,0.999328,0.220128151011,0.924059139785,100.859986559,1.0,368.282291667,1.0,27.3172244624,1.0,35.3161491935,1.0,395.389388441,1.0,400.832,1.0,16.532,16.179,15.68,0.251344,0.251344,0.129704,31.516,0.251344,8.98712,0.251344,58.878,1.0,71.2711,0.634879,30.636,1.0,37.0845,0.477712,2.87654,0.989247,0.0328806,2.77525,2.87187,2.8812,0.975134,0.989919,0.984543,4.85957,4.75302,4.85957,4.91689,1.98228,1.89685,1.98228,2.11852,4.42941,4.33795,4.38956,4.42941,1.72628,1.6677,1.72628,1.77458,-9999,-9999
