TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200809,10.954,1.0,298.785,118.829,0.981944,316.928,1.0,3.227,1.0,96.418,0.0,2.369,1.0,2.854,1.0,0.190904798611,1.0,-9999,-9999,207.4088265,0.983333333333,-9999,-9999,-9999,-9999,-9999,-9999,390.478,0.877083,12.324,-1.765,-1.135,0.58125,0.0,0.0,38.534,0.58125,-5.20804,0.58125,20.3421,0.877083,26.5467,0.30982,20.6771,0.877083,26.9838,0.305077,1.19541,0.772222,0.033054,1.10694,1.18993,1.30653,0.721528,0.771528,0.750694,2.00875,1.96812,1.99312,2.02235,0.763208,0.681708,0.724408,0.805977,1.65128,1.32002,1.39171,1.5137,0.728673,0.34453,0.391808,0.496145,-9999,-9999
200810,8.095,1.0,197.287,79.428,0.969086,295.422,1.0,2.312,1.0,96.216,0.0,2.646,1.0,3.539,0.964382,0.234743585085,0.948252688172,14.5784345509,0.999327956989,126.511116597,0.963709677419,12.2534125272,0.997311827957,12.582890874,1.0,351.146504704,1.0,392.983,0.0,8.424,-1.625,-1.063,1.0,0.0,0.0,40.57,1.0,-6.47151,1.0,12.3453,0.0,11.2921,0.660667,7.16497,0.0,6.55369,0.646473,1.12362,0.0,0.0810813,0.910755,1.12362,1.33412,0.0,0.0,0.0,1.81475,1.75154,1.80644,1.81937,0.584491,0.429601,0.492201,0.69966,1.52074,0.919663,1.00429,1.09807,0.653428,0.0,0.0,0.0,-9999,-9999
200811,3.674,1.0,118.207,42.919,1.0,289.947,1.0,1.092,1.0,95.874,0.0,1.149,1.0,4.091,0.685417,0.276390294244,0.685416666667,-9.10449724438,0.999305555556,79.3232152778,1.0,20.1376259247,1.0,13.4655383097,1.0,328.309285417,1.0,397.019,0.711806,4.64,-1.133,-0.683,1.0,0.0,0.0,45.201,1.0,-6.50387,1.0,6.48869,0.0,6.57187,-9999,-10.0945,0.711806,-10.2239,0.282656,1.06372,0.0,-9999,0.800873,1.05246,1.31572,0.0,0.0,0.0,1.38625,1.29278,1.38447,1.3943,0.21311,0.0154041,0.126305,0.33798,1.35487,0.601939,0.764612,0.910147,0.361796,0.0,0.0,0.0,-9999,-9999
200812,-0.069,1.0,83.8783,25.816,0.985215,277.805,1.0,0.731,1.0,96.313,0.0,2.012,1.0,4.039,0.914651,0.245849281757,0.90188172043,-14.4775548507,1.0,46.3028019242,0.981182795699,8.42735883941,1.0,7.7469208705,1.0,311.355326613,1.0,407.829,0.995968,0.902,-0.905,-0.611,1.0,0.191532,0.191532,45.513,1.0,-7.81657,1.0,8.20438,0.0,8.30955,-9999,-6.53033,1.0,-6.61405,0.313946,1.03675,0.0,-9999,0.918982,1.12295,1.49065,0.0,0.0,0.0,1.04537,0.934151,1.04537,1.05917,-0.0865596,-0.672078,-0.43801,0.0109574,1.21032,0.366593,0.604519,0.808481,0.219755,0.0,0.0,0.0,-9999,-9999
200901,-3.185,1.0,100.745,41.777,1.0,251.712,1.0,0.898,1.0,96.003,1.0,0.515,1.0,3.585,0.99664,0.186323219969,0.942876344086,-21.9800805134,1.0,87.8101142473,1.0,50.0429293891,1.0,25.6215696794,1.0,289.910633065,1.0,405.31,0.101478,-0.883,-0.772,-0.414,1.0,0.764785,1.0,24.545,1.0,-4.43944,1.0,36.8673,0.0,37.774,-9999,-10.1899,1.0,-10.4405,0.38505,-2.85767,0.0,-9999,-3.068,-2.97714,-2.88739,0.0,0.0,0.0,1.98742,1.96153,1.97971,1.99101,4.92173,4.86996,4.90797,5.00334,2.26505,2.00522,2.2306,2.27277,3.47716,3.38605,3.39968,3.47716,-9999,-9999
200902,-1.442,1.0,164.347,64.968,0.99628,282.61,1.0,0.547,1.0,95.671,1.0,1.524,1.0,4.499,0.997768,0.24661179811,0.919642857143,-9999,-9999,144.062470734,0.997767857143,81.8546151228,1.0,39.4971653051,1.0,305.105235863,1.0,404.352,0.0,-0.127,-0.233,-0.0,1.0,0.0,1.0,35.766,1.0,-0.672496,1.0,79.4752,0.0,105.938,-9999,-6.18668,0.99628,-8.24663,0.267878,-8.80132,0.0,-9999,-8.97995,-8.94994,-8.80132,0.0,0.0,0.0,2.31222,2.27763,2.30399,2.31596,11.2765,11.0912,11.2742,11.2806,2.49233,2.22925,2.43545,2.4999,5.2299,5.09905,5.12029,5.2299,-9999,-9999
200903,2.527,1.0,260.334,86.316,1.0,294.293,1.0,1.126,1.0,95.759,1.0,2.059,1.0,4.318,0.905914,0.283109742526,0.903897849462,36.8619987158,0.985215053763,183.891768503,0.997311827957,28.3578638911,1.0,17.5258369919,1.0,325.82880578,1.0,398.015,0.0,2.811,6.042,2.755,1.0,0.129032,1.0,40.576,1.0,1.26531,1.0,30.4886,0.0,39.6623,-9999,2.96929,0.997312,3.8627,0.367273,-1.80234,0.0,-9999,-1.86765,-1.82681,-1.80577,0.0,0.0,0.0,3.28852,3.22489,3.27135,3.29162,5.10421,5.07358,5.08909,5.12199,3.05262,2.7304,2.93698,3.05906,6.46024,6.31194,6.3399,6.46024,-9999,-9999
200904,11.216,1.0,364.395,217.542,1.0,282.188,1.0,5.36,1.0,96.087,1.0,0.975,1.0,2.986,0.970139,0.216058888342,0.970138888889,87.1549700722,1.0,443.396847222,1.0,20.630419,1.0,43.4890612132,1.0,369.213191667,1.0,392.671,0.0,10.937,10.976,10.399,1.0,0.998611,1.0,23.08,1.0,5.69364,1.0,57.6978,0.0,82.8217,-9999,15.3964,1.0,22.1006,0.414983,-7.54349,0.0,-9999,-7.60649,-7.54998,-7.53399,0.0,0.0,0.0,6.15871,6.02934,6.1171,6.12411,13.6865,13.5664,13.667,13.6886,4.32367,4.02056,4.05336,4.32556,13.1341,12.943,12.9521,13.1341,-9999,-9999
200905,11.8,1.0,445.739,216.345,1.0,312.591,1.0,4.156,1.0,96.49,1.0,3.205,1.0,2.677,0.966398,0.281549822543,0.966397849462,107.498688058,1.0,437.405645161,1.0,20.1093823548,1.0,46.9623625497,1.0,374.502769489,1.0,391.361,0.521505,13.427,13.266,13.044,1.0,1.0,1.0,19.532,1.0,2.50289,1.0,56.6246,0.521505,81.2811,0.462005,20.6606,0.999328,29.657,0.398848,-7.55774,0.510081,0.0607188,-7.58978,-7.57093,-7.55423,0.518817,0.510753,0.510081,6.30544,6.18602,6.26924,6.27768,13.8317,13.7694,13.8242,13.8468,4.53111,4.37975,4.41537,4.53209,13.1062,12.967,13.0106,13.1062,-9999,-9999
200906,12.568,1.0,483.306,186.789,1.0,335.818,1.0,2.764,1.0,96.158,0.977778,3.173,1.0,2.748,0.915278,0.276004551135,0.897222222222,106.927479674,1.0,373.788756944,1.0,24.4280145,1.0,35.4648147229,1.0,380.214668056,1.0,385.256,1.0,14.506,14.333,14.099,1.0,1.0,1.0,34.935,1.0,3.58043,1.0,44.2104,0.997917,74.7979,0.401308,16.9089,0.999306,28.6075,0.40764,-4.25559,0.99375,0.054283,-4.2587,-4.24703,-4.23099,0.99375,0.995833,0.997917,6.09592,6.01084,6.07759,6.09436,10.3377,10.2693,10.325,10.343,5.46133,5.31696,5.38101,5.44603,9.60915,9.503,9.52887,9.59885,-9999,-9999
200907,16.751,1.0,465.597,219.533,1.0,340.727,1.0,5.796,1.0,96.17,1.0,3.372,1.0,2.932,0.933468,0.288923289914,0.932795698925,119.846085553,0.741935483871,438.042594086,1.0,38.4345421803,0.741935483871,34.9600175,0.741935483871,403.782589674,0.741935483871,388.622,1.0,17.798,16.853,17.348,0.915323,0.227151,0.915323,39.229,1.0,4.40261,0.915323,42.4071,1.0,59.9591,0.367719,41.4262,1.0,58.5721,0.445412,1.9072,0.991935,0.0285251,1.88954,1.90496,1.91822,0.99328,0.991935,0.991263,5.49939,5.33561,5.38502,5.46168,3.59738,3.41176,3.49666,3.56291,4.30674,4.32288,4.37805,4.61932,2.51855,2.53956,2.56955,2.75031,-9999,-9999
200908,17.538,0.975134,398.172,219.479,0.976478,331.485,0.975134,7.329,0.975134,96.49,1.0,5.672,0.96371,2.795,0.985215,0.205076542397,0.984543010753,-9999,-9999,435.368877778,0.95564516129,-9999,-9999,-9999,-9999,-9999,-9999,382.306,1.0,18.272,17.089,17.968,0.333333,0.0,0.335349,44.81,0.974462,7.41122,0.335349,54.1354,1.0,68.2532,0.531818,30.7257,1.0,38.7385,0.479811,4.41152,0.963038,0.0333545,4.39813,4.4203,4.4547,0.96371,0.926747,0.954973,5.44055,5.42817,5.45896,5.48866,0.976023,1.01052,1.03476,1.05591,5.37754,5.42512,5.4829,5.69287,0.912601,0.901176,0.990761,1.03461,-9999,-9999
200909,13.608,1.0,302.173,144.447,1.0,319.343,1.0,3.973,1.0,96.631,1.0,0.887,1.0,2.958,0.900694,0.203982472269,0.900694444444,53.4797190111,1.0,273.542652778,1.0,24.976900409,1.0,21.7094190576,1.0,388.926793056,1.0,386.446,0.995833,15.165,17.476,15.508,1.0,0.0,1.0,37.626,1.0,0.781665,1.0,26.7084,0.995139,29.5845,0.350811,20.8484,0.995833,23.0935,0.438918,2.24532,0.980556,0.0251794,2.21459,2.22839,2.24065,0.992361,0.970139,0.847222,3.70984,3.67871,3.68939,3.72191,1.46478,1.44966,1.4692,1.50324,3.3384,3.30111,3.33871,3.5164,1.27246,1.23299,1.27246,1.35487,-9999,-9999
200910,6.23,1.0,200.409,68.239,1.0,308.648,1.0,1.224,1.0,96.191,1.0,2.68,1.0,3.576,0.866263,0.250958448255,0.850806451613,18.9645488824,1.0,123.845732699,0.971102150538,18.0370522917,1.0,13.9340466828,1.0,344.665649866,1.0,386.461,0.999328,7.606,18.309,8.21,1.0,0.0,1.0,49.255,1.0,-11.8229,1.0,10.7054,0.999328,9.7921,0.177531,-1.7105,0.999328,-1.56456,0.347588,-0.159288,0.986559,0.0241758,-0.182563,-0.158579,-0.126361,0.989247,0.985887,0.982527,2.21862,2.2173,2.22115,2.24387,2.37504,2.35277,2.38801,2.39907,2.07214,1.82592,1.9105,1.99762,2.47517,2.32281,2.36093,2.42252,-9999,-9999
200911,6.033,1.0,120.171,44.696,1.0,284.519,1.0,2.176,1.0,95.543,1.0,1.405,1.0,4.487,0.994444,0.311170567928,0.993055555556,-15.1332433625,1.0,81.8238472222,1.0,7.78467305556,1.0,7.92801323472,1.0,336.420028472,1.0,398.737,1.0,5.184,10.556,5.402,1.0,0.0,1.0,50.763,1.0,-6.51321,1.0,8.45272,1.0,6.10019,0.169839,-20.397,1.0,-14.7202,0.409308,0.0216532,0.997222,0.0205014,0.0084913,0.0232389,0.0433484,1.0,0.997222,0.997222,1.88886,1.87932,1.8893,1.92028,1.86326,1.86493,1.87092,1.87494,1.31901,1.31408,1.32085,1.3364,1.71898,1.71885,1.72359,1.73587,-9999,-9999
200912,-1.375,1.0,84.1938,27.088,1.0,273.394,1.0,0.475,0.997984,95.339,1.0,2.313,1.0,3.828,0.998656,0.2361551181,0.979166666667,-16.1061469147,1.0,42.4355539586,0.946908602151,20.3737391243,1.0,11.4999437265,1.0,305.088414651,1.0,403.105,1.0,1.309,6.356,1.713,1.0,0.0,1.0,51.258,1.0,-7.76832,1.0,1.11616,1.0,1.14406,0.0631489,-9.25065,1.0,-9.48189,0.322768,0.444025,0.99328,0.0134395,0.416676,0.442668,0.466421,0.991263,0.99328,1.0,0.952401,0.944074,0.952401,0.958505,0.528335,0.482262,0.520185,0.544487,0.796157,0.686179,0.73231,0.789109,0.571976,0.533051,0.549278,0.615321,-9999,-9999
201001,-6.168,1.0,100.745,40.259,1.0,259.734,1.0,0.292,1.0,95.852,1.0,0.975,1.0,3.72,0.756048,0.181136150598,0.647849462366,-14.3522902735,1.0,61.1441618839,0.922043010753,66.8131745652,1.0,32.1150438246,1.0,282.229633737,1.0,410.304,0.950941,0.211,5.914,0.487,1.0,0.0,1.0,48.79,1.0,-5.47665,1.0,0.0428497,0.944892,0.0381793,0.0445201,-2.55841,0.944892,-2.27956,0.21713,0.670041,0.911962,0.00788472,0.640743,0.662727,0.674249,0.917339,0.913978,0.916667,0.756921,0.696456,0.712365,0.753415,0.0788236,0.0494058,0.0646711,0.086885,0.6341,0.642831,0.662838,0.73197,0.00245089,0.0033629,0.0107766,0.0690765,-9999,-9999
201002,-2.374,1.0,164.347,80.58,1.0,259.112,1.0,0.996,1.0,95.035,1.0,0.652,1.0,3.942,0.833333,0.198521999041,0.808779761905,-12.4974798676,1.0,161.754847763,0.972470238095,113.901645295,1.0,56.7243564189,1.0,295.465156994,1.0,404.941,0.977679,0.187,5.268,0.382,1.0,0.0,1.0,50.363,1.0,-2.16732,1.0,0.264495,0.979911,0.200227,0.0494148,-13.8875,0.978423,-10.513,0.430596,0.277983,0.945685,0.00941654,0.254169,0.283265,0.328747,0.970982,0.947173,0.790923,0.341227,0.296237,0.341634,0.415794,0.0804603,0.0473167,0.0585163,0.0713086,0.365604,0.3539,0.404318,0.449083,0.0426975,0.0336993,0.0425005,0.0557838,-9999,-9999
201003,2.049,1.0,260.334,125.022,1.0,269.535,1.0,2.242,1.0,96.047,1.0,1.139,1.0,4.379,0.868952,0.297453224314,0.837365591398,51.3587182868,0.560483870968,244.620088193,0.969758064516,96.2022704133,1.0,52.8696810131,0.998655913978,318.52083871,1.0,401.832,0.998656,2.876,6.009,2.886,1.0,0.471102,1.0,36.422,0.997984,2.7188,1.0,16.5345,0.995296,31.5631,0.31182,-5.35136,0.998656,-10.2153,0.423173,-0.238022,0.991935,0.0230419,-0.285485,-0.258758,-0.238022,0.977151,0.993952,0.991935,1.57996,1.51315,1.57551,1.59917,1.82308,1.77005,1.81145,1.87717,1.32193,1.14037,1.16212,1.26801,1.68959,1.53171,1.54935,1.67818,-9999,-9999
201004,6.801,1.0,364.395,179.685,0.996528,276.801,1.0,3.919,1.0,96.373,1.0,1.408,1.0,2.783,0.971528,0.237494363384,0.970833333333,73.5566767478,0.999305555556,370.129763889,1.0,18.25541175,1.0,35.0632089472,1.0,348.296940278,1.0,400.599,1.0,7.382,7.303,7.362,1.0,1.0,1.0,32.682,1.0,6.47725,1.0,38.6717,1.0,47.8263,0.363735,15.8293,1.0,19.5765,0.463402,-3.77855,0.992361,0.0472656,-3.8727,-3.81346,-3.7006,0.986806,0.992361,0.995139,4.09235,3.96662,4.03979,4.13601,7.882,7.64304,7.8621,8.00509,3.22009,3.13813,3.21247,3.23991,7.18822,7.05057,7.10193,7.13988,-9999,-9999
201005,8.922,1.0,445.739,144.288,1.0,329.834,1.0,1.731,1.0,95.851,1.0,3.189,1.0,2.434,0.929435,0.297106122478,0.90188172043,78.3269817672,0.999327956989,294.183643474,0.999327956989,21.0264019644,1.0,35.4069775054,1.0,360.274526882,1.0,399.378,0.997984,10.57,10.457,10.607,1.0,1.0,1.0,37.88,1.0,3.77836,1.0,23.3223,0.997312,43.8708,0.280903,16.3699,0.997312,30.7928,0.322174,-3.91104,0.995296,0.0539482,-3.91509,-3.90537,-3.89721,0.995296,0.995296,0.995296,5.85361,5.75311,5.81708,5.86639,9.72427,9.66453,9.72102,9.79215,5.16738,5.14036,5.1831,5.3667,9.4047,9.33851,9.40044,9.47238,-9999,-9999
201006,14.373,1.0,483.306,248.132,1.0,324.493,1.0,5.14,1.0,96.157,1.0,2.4,1.0,1.86,0.875694,0.244389898571,0.877083333333,132.973519082,0.998611111111,498.132388889,1.0,30.4665968146,1.0,50.3472361736,1.0,388.513201389,1.0,394.453,0.999306,15.101,15.198,14.901,1.0,1.0,1.0,31.417,1.0,8.28871,1.0,48.1662,0.998611,78.0539,0.372067,29.0855,0.999306,47.1333,0.422996,-4.03069,0.9375,0.0563648,-4.0983,-4.0088,-3.93269,0.958333,0.932639,0.907639,6.38552,6.02699,6.33837,6.38552,10.3602,10.101,10.2958,10.3374,6.05661,5.83887,6.0751,6.16243,9.83823,9.72135,9.85183,9.98741,-9999,-9999
201007,18.504,1.0,465.597,246.97,1.0,343.711,1.0,7.777,1.0,96.357,1.0,4.093,1.0,1.651,0.917339,0.224983048442,0.890456989247,137.213545899,1.0,472.636915323,1.0,38.098620996,1.0,41.6559929442,1.0,411.811633065,1.0,399.271,0.99664,19.195,19.318,19.064,1.0,1.0,1.0,21.3,1.0,5.59967,1.0,50.0883,0.998656,84.7335,0.397182,27.7731,0.997312,46.9832,0.568918,1.05648,0.952957,0.034156,1.0633,1.07945,1.08856,0.975134,0.955645,0.959005,6.56321,6.38112,6.56688,6.69097,5.49378,5.29256,5.49613,5.61361,5.5356,5.3084,5.40634,5.59363,5.15003,5.0108,5.05889,5.1808,-9999,-9999
201008,15.701,1.0,398.172,155.791,0.995968,347.056,1.0,4.608,1.0,96.016,1.0,5.625,1.0,2.723,0.999328,0.29955525652,0.999327956989,89.5268025195,1.0,290.793891129,1.0,16.7756397856,1.0,21.2533729906,1.0,395.242620296,1.0,393.86,1.0,16.99,16.851,17.006,1.0,0.78293,0.78293,34.725,0.78293,0.690439,1.0,24.0466,0.998656,36.5655,0.260058,34.5345,0.998656,52.5135,0.416959,2.65519,0.989919,0.0218275,2.65354,2.65764,2.6646,0.988575,0.99328,0.994624,4.63195,4.50419,4.58697,4.70809,1.9333,1.83481,1.9333,2.05942,4.61547,4.48033,4.59942,4.61959,1.99213,1.83056,1.86332,1.8932,-9999,-9999
201009,10.645,1.0,302.173,121.547,1.0,312.088,1.0,2.947,1.0,96.161,1.0,4.524,1.0,3.26,0.999306,0.259661615544,0.999305555556,44.4836335903,1.0,223.050999261,0.999305555556,13.3406292819,1.0,22.0123993389,1.0,367.504,1.0,394.132,1.0,12.391,12.524,13.066,1.0,0.0,0.0,37.704,0.0,-1.60694,1.0,16.1986,0.999306,22.2815,0.23867,17.3478,0.997222,23.8621,0.379859,1.72664,0.968056,0.0191198,1.6924,1.72702,1.74459,0.974306,0.96875,0.952778,2.91147,2.87109,2.90695,2.92243,1.17702,1.17199,1.17702,1.1828,2.25667,2.26655,2.30864,2.35291,1.06502,0.923844,0.95446,0.971775,-9999,-9999
201010,6.252,1.0,200.409,99.983,1.0,277.07,1.0,2.413,1.0,96.119,1.0,0.335,1.0,3.844,0.989919,0.261623406737,0.989919354839,18.7198341552,1.0,183.10233871,1.0,12.6095051391,1.0,13.7527617782,1.0,344.672952285,1.0,398.56,1.0,7.193,7.361,7.718,1.0,0.957661,0.957661,37.277,0.957661,-6.063,1.0,15.6853,1.0,16.0903,0.25226,8.45574,1.0,8.67404,0.376045,1.62346,0.979839,0.0171408,1.58637,1.62733,1.66656,0.985215,0.977151,0.968414,1.94861,1.88835,1.94861,2.00942,0.33046,0.305193,0.321287,0.345828,1.81778,1.74198,1.81778,1.83729,0.3231,0.290837,0.314337,0.332143,-9999,-9999
201011,3.221,1.0,120.171,35.721,0.998611,295.678,1.0,1.163,1.0,95.168,1.0,3.736,1.0,4.274,0.91875,0.260308292195,0.903472222222,-5.46500583472,1.0,67.5985548077,0.984722222222,16.6968035813,1.0,9.88837923958,1.0,327.039998611,1.0,404.663,1.0,4.675,5.046,5.266,1.0,1.0,1.0,42.734,1.0,-5.93576,1.0,7.8451,0.997917,8.02401,0.191184,-6.27023,0.998611,-6.41323,0.332379,1.03885,0.9875,0.0118997,1.00367,1.04131,1.05014,0.988194,0.9875,0.967361,1.26078,1.2321,1.27216,1.28798,0.227869,0.220058,0.231708,0.241846,1.10116,1.05728,1.0992,1.1114,0.379523,0.193305,0.214317,0.38302,-9999,-9999
201012,-5.733,1.0,84.1938,31.922,1.0,261.608,1.0,0.315,1.0,95.486,1.0,3.969,1.0,3.962,0.280914,-9999,-9999,-15.4537852124,1.0,39.6756725306,0.905241935484,52.8812204462,1.0,26.8244766122,1.0,282.159604839,1.0,402.412,0.747984,0.389,0.723,1.0,1.0,1.0,1.0,46.909,1.0,-5.03752,1.0,3.04339,0.629704,3.10363,0.151429,-12.8928,0.738575,-13.148,0.327809,0.66156,0.610215,0.0119853,0.654114,0.666194,0.700336,0.608199,0.604167,0.535618,0.361152,0.199165,0.362287,0.394307,-0.301746,-0.502861,-0.301746,-0.265162,0.543819,0.543399,0.54859,0.606919,0.573299,0.0604292,0.138868,0.573722,-9999,-9999
201101,-0.841,1.0,100.745,41.602,1.0,271.217,1.0,0.652,1.0,96.202,1.0,2.094,1.0,3.827,0.544355,-9999,-9999,-11.4569854798,0.570564516129,85.8333870968,1.0,48.2933602151,1.0,26.5319623656,1.0,301.58297043,1.0,399.834,0.913306,0.942,1.18,1.248,1.0,1.0,1.0,50.706,1.0,-2.97902,1.0,-0.207084,0.899866,-0.0975303,0.151483,-19.7799,0.911962,-9.31573,0.547903,0.75536,0.804435,0.00902831,0.725247,0.756689,0.808031,0.80914,0.804435,0.801075,0.716571,0.696284,0.72763,0.757542,-0.0401175,-0.0440317,-0.0401175,-0.0181439,0.890358,0.668897,0.696896,0.915312,0.103232,0.111107,0.118665,0.127428,-9999,-9999
201102,-2.01,1.0,164.347,81.543,1.0,246.304,1.0,1.408,1.0,96.26,1.0,0.957,1.0,4.147,0.927083,0.265877512681,0.840773809524,-1.65441489362,0.81994047619,157.359001035,0.998511904762,52.2557514881,1.0,30.1824627976,1.0,301.382745536,1.0,402.564,1.0,0.185,0.474,0.694,1.0,1.0,1.0,38.918,1.0,-4.37004,1.0,6.49034,1.0,7.54934,0.202041,-8.95989,0.999256,-10.4218,0.417598,0.564199,0.979911,0.0103479,0.555417,0.573051,0.60386,0.984375,0.978423,0.976935,0.673873,0.661492,0.672367,0.704121,0.100637,0.0902143,0.0987648,0.112276,0.739769,0.629554,0.652113,0.739769,0.235763,0.165943,0.17322,0.229891,-9999,-9999
201103,3.348,1.0,260.334,136.909,0.998656,258.797,1.0,2.52,1.0,96.655,0.860215,1.029,1.0,3.183,0.965726,0.198003423123,0.838037634409,44.3032685208,0.996639784946,270.871757698,0.997311827957,19.5556384409,1.0,19.2138172043,1.0,331.573763441,1.0,400.401,0.997312,3.758,3.656,3.2,1.0,1.0,1.0,36.469,1.0,3.80137,1.0,21.806,0.997312,30.6794,0.330719,7.26471,0.997312,10.2209,0.439847,0.496171,0.96371,0.0099955,0.477227,0.504957,0.526397,0.97043,0.963038,0.831317,1.04589,1.01425,1.03338,1.07359,0.540928,0.536498,0.537389,0.55403,0.980247,0.916462,0.948034,0.980247,0.558855,0.530678,0.542171,0.558855,-9999,-9999
201104,9.69,1.0,364.395,178.149,0.998611,294.582,1.0,4.762,1.0,96.374,0.997222,1.927,1.0,3.352,0.879861,0.25003484699,0.751388888889,75.8768680556,1.0,362.189134206,0.996527777778,21.0556111111,1.0,32.88725,1.0,364.139319444,1.0,398.892,1.0,10.197,10.165,9.844,1.0,1.0,1.0,38.227,1.0,8.33035,1.0,38.6296,1.0,49.0506,0.396282,14.5664,1.0,18.496,0.445837,-1.21751,0.979167,0.0343677,-1.29618,-1.23825,-1.21951,0.8625,0.968056,0.953472,3.40846,3.12793,3.22033,3.32309,4.60972,4.42058,4.46295,4.5406,2.39877,2.39877,2.41541,2.54414,4.03021,3.90063,3.97871,4.01994,-9999,-9999
201105,12.128,1.0,445.739,256.141,0.997984,296.8,1.0,6.219,1.0,96.486,1.0,1.119,1.0,2.757,0.974462,0.250183645799,0.936155913978,120.283140157,0.999327956989,521.80063172,1.0,18.3261223118,1.0,57.5568077957,1.0,374.962426075,1.0,393.379,1.0,13.035,13.032,12.677,1.0,1.0,1.0,23.902,1.0,3.70479,1.0,70.4108,0.999328,97.2429,0.488524,14.3066,1.0,19.7585,0.502692,-7.53973,0.983871,0.0660617,-7.53973,-7.51166,-7.4725,0.983871,0.989919,0.954973,6.05971,5.93342,6.03799,6.06138,13.5709,13.3906,13.5513,13.5674,4.95953,4.72095,4.82669,4.87881,12.7911,12.6427,12.708,12.7354,-9999,-9999
201106,15.138,1.0,483.306,231.706,0.982639,332.805,1.0,5.907,1.0,96.257,1.0,1.797,1.0,2.582,0.998611,0.279428847249,0.968055555556,127.519326389,1.0,454.20569105,0.973611111111,22.9370277778,1.0,49.0787291667,1.0,391.814215278,1.0,391.916,1.0,16.034,16.101,15.801,1.0,1.0,1.0,16.887,1.0,2.72633,1.0,65.5563,1.0,96.6723,0.42105,19.0622,0.999306,28.1099,0.4568,-6.28159,0.9875,0.0584887,-6.27661,-6.2546,-6.22492,0.985417,0.979861,0.988889,7.00967,6.77288,6.98874,7.23223,13.3014,12.9978,13.2775,13.4697,6.13801,6.12255,6.17483,6.27357,12.3519,12.2983,12.3799,12.4463,-9999,-9999
201107,14.428,1.0,465.597,195.394,1.0,338.761,1.0,4.642,1.0,95.864,1.0,8.742,1.0,2.923,0.999328,0.329258721316,0.970430107527,111.08875,1.0,382.296424731,1.0,26.3341935484,1.0,34.7352083333,1.0,388.330961022,1.0,395.098,1.0,15.497,15.657,15.571,1.0,1.0,1.0,39.253,1.0,2.06662,1.0,58.877,1.0,86.8728,0.432179,15.0115,1.0,22.1493,0.447579,-1.31067,0.995296,0.0461346,-1.35758,-1.31738,-1.26707,0.985887,0.994624,0.995968,7.01564,6.9614,6.9869,7.01273,8.33302,8.25805,8.31161,8.3417,6.04926,5.89808,5.94366,6.04502,7.5893,7.45257,7.48467,7.53089,-9999,-9999
201108,16.918,1.0,398.172,190.367,1.0,340.239,1.0,6.399,1.0,96.174,1.0,2.168,1.0,2.705,0.997984,0.275067697708,0.926747311828,94.9319776777,0.997983870968,367.951458333,1.0,23.0367002688,1.0,36.2247457924,0.998655913978,399.013469787,0.998655913978,394.453,1.0,16.43,16.834,16.634,1.0,0.475134,0.492608,46.888,1.0,3.52582,1.0,23.1431,0.997984,37.1298,0.315061,33.9425,0.998656,54.4559,0.506808,1.27363,0.984543,0.0232339,1.25688,1.27005,1.27478,0.986559,0.984543,0.964382,2.94023,2.89408,2.92114,2.93772,1.67018,1.63486,1.65268,1.65828,4.42159,4.21396,4.39053,4.4736,2.35893,2.24971,2.31893,2.38901,-9999,-9999
