TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201106,16.563,1.0,484.474,225.527,1.0,356.155,1.0,6.629,1.0,99.643,1.0,2.307,1.0,3.181,0.998611,-9999,-9999,110.77192928,0.996527777778,429.402437745,1.0,239.79821875,1.0,12.2447895833,1.0,107.986374156,1.0,38.4158020833,1.0,-9999,-9999,341.184,0.999306,19.812,19.436,19.325,18.993,18.718,18.368,16.008,16.729,-9999,1.0,0.990972,1.0,1.0,1.0,1.0,1.0,1.0,-9999,29.267,28.113,24.375,29.939,23.497,24.615,26.632,1.0,0.990278,1.0,1.0,1.0,1.0,1.0,1.8253,1.0,75.415,0.921528,74.5237,0.690629,24.9247,0.920139,24.6302,0.32372,-6.44693,0.822917,0.0583525,-6.44898,-6.4345,-6.40752,0.823611,0.827778,0.784028,3.64458,3.72954,3.75543,3.91327,10.1785,10.1687,10.1915,10.351,3.58873,3.6007,3.75054,3.86898,9.49418,8.97673,9.33196,9.51829,-9999,-9999
201107,16.302,1.0,467.889,203.431,0.998656,353.783,1.0,6.568,1.0,99.285,1.0,1.832,1.0,2.699,0.998656,0.330815630905,0.606182795699,99.4391370968,0.998655913978,391.573704898,1.0,226.348169019,1.0,7.43046841398,1.0,100.302648414,1.0,39.4306041667,1.0,-9999,-9999,361.922,1.0,18.393,18.797,18.598,18.554,18.567,18.128,16.096,16.996,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,28.723,26.967,24.784,29.243,22.92,23.596,24.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982028,1.0,81.4091,0.981183,71.8466,0.683746,25.704,0.980511,22.6847,0.388678,-7.09716,0.926075,0.0739734,-7.144,-7.11267,-7.05292,0.926747,0.926747,0.913978,6.77557,6.62409,6.73697,6.92206,13.8496,13.7621,13.8496,13.9864,7.59274,7.40567,7.60377,7.84525,14.0011,13.8128,13.9423,14.0516,-9999,-9999
201108,17.739,1.0,404.554,199.034,1.0,361.895,1.0,5.986,1.0,99.278,1.0,2.871,1.0,2.432,0.993952,-9999,-9999,96.6784431828,0.991935483871,389.248961894,1.0,212.871714718,1.0,7.38720833333,1.0,92.746588078,1.0,36.4280127325,0.992607526882,-9999,-9999,360.482,0.998656,18.196,18.142,18.084,18.0,18.036,17.97,16.489,16.747,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,27.833,28.208,26.287,28.924,23.305,23.395,24.095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.592221,1.0,76.1123,0.971774,78.536,0.634,17.3615,0.97379,17.9144,0.37827,-6.05907,0.956317,0.0861426,-6.10343,-6.06657,-5.99925,0.964382,0.956317,0.951613,7.26486,7.13595,7.19356,7.52028,13.2608,13.2279,13.2608,13.5246,7.88784,7.83719,7.91581,7.96467,13.7073,13.5722,13.6439,13.7073,-9999,-9999
201109,16.912,1.0,313.005,158.803,1.0,352.364,1.0,5.638,1.0,99.702,0.996528,1.447,1.0,2.689,0.997222,-9999,-9999,59.2899115421,0.986805555556,304.558157949,1.0,163.022457986,1.0,15.7536507663,0.986805555556,69.7987845729,1.0,28.714427682,0.986805555556,-9999,-9999,348.897,0.998611,17.572,17.002,16.92,16.805,16.821,16.786,15.743,16.033,-9999,0.98125,0.98125,0.98125,0.98125,0.98125,1.0,1.0,1.0,-9999,27.798,29.526,29.421,29.083,24.555,24.248,24.51,0.999306,0.972917,0.972917,0.999306,0.972917,0.972917,0.999306,1.6646,0.98125,32.8298,0.897917,34.5278,0.581824,16.9649,0.906944,17.8424,0.353187,-2.59659,0.702778,0.117436,-2.63708,-2.6196,-2.58678,0.729167,0.729167,0.609028,4.22851,3.96437,4.04087,4.28449,6.58226,6.58924,6.67686,6.79892,4.2209,3.60939,3.88131,4.1384,2.91092,2.38341,2.82145,2.91092,-9999,-9999
201110,12.458,1.0,214.137,97.967,1.0,333.998,1.0,3.577,1.0,100.188,1.0,0.535,1.0,2.739,1.0,-9999,-9999,21.3790288407,0.998655913978,180.395846292,1.0,96.3388141801,1.0,13.3778931452,1.0,41.0159198353,1.0,17.8085517473,1.0,-9999,-9999,364.547,1.0,12.789,12.998,13.236,13.436,13.897,14.509,14.122,14.666,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,28.227,27.53,29.083,29.394,24.542,24.567,25.073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.02064,1.0,16.9799,0.90457,8.01458,0.279129,3.74158,0.892473,1.76603,0.216499,-0.110438,0.773522,0.0129543,-0.169374,-0.121858,-0.0998276,0.744624,0.772849,0.780242,1.07811,1.03335,1.04419,1.06889,1.17056,1.13355,1.17056,1.21373,1.49085,1.46498,1.51801,1.6209,0.848293,0.849257,0.888135,1.16527,-9999,-9999
201111,8.595,1.0,134.597,47.631,1.0,329.008,1.0,1.129,1.0,99.922,1.0,1.353,1.0,2.482,0.999306,-9999,-9999,0.59452676964,0.993055555556,90.2413731028,1.0,59.6593006944,1.0,3.49783573718,0.99375,26.4350716146,1.0,6.81095592949,0.99375,-9999,-9999,365.231,0.986806,8.203,8.656,8.917,9.268,9.805,10.768,10.701,11.432,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,29.207,33.098,33.229,30.161,29.208,28.516,26.924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.12405,1.0,12.6751,0.985417,7.89814,0.288334,-4.94983,0.986111,-3.08435,0.222168,0.331696,0.896528,0.0164571,0.215785,0.331489,0.349495,0.838889,0.9,0.908333,0.848413,0.755714,0.893792,0.952167,0.58324,0.562786,0.591108,0.60164,1.3008,1.29583,1.33705,1.43607,0.714819,0.715674,0.779287,0.820488,-9999,-9999
201112,6.632,1.0,98.2781,34.988,1.0,319.421,1.0,1.323,1.0,99.697,1.0,3.335,1.0,4.178,1.0,-9999,-9999,-15.9413259409,0.997983870968,62.1306493602,1.0,43.068171707,1.0,1.88554301075,1.0,19.682341539,1.0,5.67268346774,1.0,-9999,-9999,371.837,0.994624,5.864,6.03,6.195,6.452,6.85,7.843,7.728,8.592,-9999,0.998656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,32.216,36.893,35.889,32.208,32.117,31.831,31.258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.39847,1.0,12.0406,0.991935,7.50277,0.263891,-15.3598,0.989247,-9.57104,0.234893,0.382078,0.978495,0.0171699,0.368291,0.3865,0.422017,0.980511,0.978495,0.976478,0.880432,0.868658,0.875269,0.884197,0.480969,0.473691,0.487287,0.500384,0.530469,0.669187,0.714407,0.822902,0.486337,0.518414,0.543175,0.582594,-9999,-9999
201201,5.653,1.0,115.124,40.363,1.0,310.28,1.0,1.431,1.0,100.253,0.999328,1.159,0.999328,3.291,0.998656,-9999,-9999,-7.85473145447,0.999327956989,73.3452927382,0.999327956989,50.9476200741,0.999327956989,1.56458559254,0.999327956989,23.5682858082,0.999327956989,7.46157232327,0.999327956989,-9999,-9999,376.942,1.0,5.05,5.305,5.498,5.762,6.113,7.041,6.679,7.415,-9999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,33.745,36.446,35.562,33.763,31.851,31.088,32.504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.95473,1.0,9.74385,0.96707,3.13995,0.162866,-8.66657,0.962366,-2.7928,0.192368,0.0116998,0.850806,0.0124202,-0.0399458,-0.0146337,0.0422312,0.877016,0.852151,0.843414,0.84679,0.695851,0.840657,0.859292,0.857029,0.746185,0.814852,0.836063,0.880065,0.89585,2.03474,2.23225,0.987258,0.993208,2.45585,2.48059,-9999,-9999
201202,0.85,1.0,180.291,83.179,1.0,278.921,1.0,1.352,1.0,100.832,0.997845,0.303,1.0,2.545,0.999282,-9999,-9999,6.29916738506,1.0,146.842847593,1.0,95.1235865661,1.0,23.1540761494,1.0,43.3464580783,1.0,27.4090962644,1.0,-9999,-9999,384.931,1.0,5.043,1.795,1.861,2.041,2.405,3.55,3.63,4.454,-9999,0.572557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,33.763,35.841,35.147,33.842,31.732,30.668,32.375,1.0,0.790948,0.790948,1.0,0.790948,1.0,1.0,-1.35798,1.0,9.21698,0.944684,2.97017,0.172746,-0.471767,0.928161,-0.152027,0.181707,-1.22118,0.72342,0.0117854,-1.33723,-1.21972,-1.1525,0.614943,0.731322,0.744971,0.465689,0.543569,0.588844,0.612679,1.74226,1.71817,1.77425,1.83331,0.561059,0.570312,1.46951,1.6454,1.96432,1.96577,4.1461,4.18148,-9999,-9999
201203,9.13,1.0,276.261,141.156,1.0,307.171,1.0,3.574,1.0,100.751,1.0,0.574,1.0,2.246,1.0,-9999,-9999,49.0478693377,0.999327956989,257.171910386,1.0,132.050737231,1.0,1.58838978495,1.0,55.2548466028,1.0,28.1825826613,1.0,-9999,-9999,380.027,0.999328,8.541,9.012,8.746,8.435,8.377,8.489,7.331,7.491,-9999,1.0,0.982527,1.0,1.0,1.0,1.0,1.0,1.0,-9999,33.088,33.359,32.231,33.212,31.287,30.321,31.475,0.997984,0.969086,0.997984,0.997984,0.997984,0.997984,0.997984,2.74633,1.0,34.0332,0.946237,42.1691,0.441646,1.68689,0.946237,2.09015,0.277556,-3.20351,0.694892,0.0244202,-3.52153,-3.16487,-3.04039,0.649194,0.745296,0.767473,2.26878,1.87899,2.03477,2.1552,5.31085,5.17865,5.30632,5.38866,2.11846,2.11846,2.57975,2.72623,4.17747,4.20368,4.93915,4.99483,-9999,-9999
201204,7.979,1.0,375.872,158.98,1.0,311.699,1.0,2.73,1.0,98.542,1.0,2.48,1.0,3.208,1.0,-9999,-9999,56.2505864509,0.997222222222,296.259786405,1.0,186.397634722,1.0,4.31635833333,1.0,86.1299096389,1.0,33.8592208333,1.0,-9999,-9999,373.376,0.999306,8.652,8.094,8.976,9.024,9.101,9.808,9.081,9.217,-9999,1.0,0.00486111,1.0,1.0,1.0,1.0,1.0,1.0,-9999,32.537,32.715,29.638,32.762,29.473,29.33,31.03,1.0,0.00208333,1.0,1.0,1.0,1.0,1.0,0.325851,1.0,54.8867,0.960417,50.6093,0.627229,1.76711,0.956944,1.62939,0.381892,-4.84586,0.873611,0.0299736,-4.86572,-4.85006,-4.82525,0.872917,0.874306,0.875,2.90176,2.86447,2.87754,2.90078,7.70992,7.69475,7.7292,7.74761,3.06634,3.06513,3.33587,3.39533,8.16728,8.09073,8.14579,8.15479,-9999,-9999
201205,13.85,1.0,451.467,218.779,1.0,341.274,1.0,4.33,1.0,99.63,1.0,2.426,1.0,2.238,0.999328,-9999,-9999,109.72324664,0.999327956989,411.103331517,1.0,213.346481519,1.0,4.960532973,0.999327956989,94.3332728394,1.0,45.8378158602,1.0,-9999,-9999,370.436,1.0,14.063,13.191,14.189,13.69,13.277,13.191,11.906,11.642,-9999,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-9999,31.978,31.04,29.159,32.686,29.409,29.198,30.538,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.00823,1.0,87.5087,0.968414,99.4877,0.64639,0.559549,0.966398,0.636145,0.44286,-6.16139,0.932796,0.0525659,-6.16649,-6.16139,-6.14327,0.932796,0.932796,0.898522,5.29777,5.16755,5.23541,5.38002,11.3652,11.3137,11.4019,11.5454,5.43621,5.40255,5.54002,5.64734,11.8936,11.8218,11.9497,12.091,-9999,-9999
201206,15.316,1.0,484.758,197.088,1.0,361.379,1.0,3.827,1.0,99.474,1.0,3.263,1.0,2.301,1.0,-9999,-9999,98.1173647989,0.95,365.926018486,1.0,244.294666319,1.0,7.99134131545,0.95,115.377877222,1.0,38.6798101692,0.95,-9999,-9999,366.88,0.996528,15.832,16.482,16.164,15.834,15.568,14.397,13.64,13.426,-9999,1.0,0.0,1.0,1.0,1.0,0.806944,1.0,1.0,-9999,28.773,28.14,29.846,30.772,28.499,28.199,-9999,0.99375,0.0,0.99375,0.99375,0.99375,0.99375,-9999,3.8985,1.0,82.4838,0.970139,87.0936,0.694415,3.97971,0.969444,4.20213,0.52906,-4.1306,0.933333,0.0554028,-4.17,-4.15288,-4.14141,0.914583,0.936111,0.938889,5.05063,5.03293,5.05063,5.066,9.22446,9.16496,9.19517,9.23841,4.55449,4.47742,4.57993,4.65733,9.30698,9.32304,9.37017,9.43014,-9999,-9999
201207,17.642,1.0,466.508,226.494,1.0,356.612,1.0,6.842,1.0,99.633,1.0,1.981,1.0,2.258,0.995968,-9999,-9999,116.828452185,0.998655913978,430.208887288,1.0,232.784340726,1.0,23.5765961022,1.0,104.263094644,1.0,42.6318044355,1.0,-9999,-9999,365.545,0.954301,17.898,17.939,18.138,17.726,17.499,-9999,15.13,14.793,-9999,1.0,0.459005,1.0,1.0,1.0,-9999,1.0,1.0,-9999,26.003,27.776,29.016,28.612,28.761,28.257,-9999,0.954301,0.462366,0.954973,0.954301,0.954973,0.954973,-9999,3.58037,1.0,56.1519,0.926747,58.1149,0.638671,51.1196,0.916667,52.9067,0.548191,1.57331,0.862231,0.0289153,1.58215,1.59372,1.61326,0.857527,0.866263,0.870296,3.63352,3.6309,3.66716,3.70721,2.03221,2.04824,2.07343,2.10752,3.56162,3.39636,3.54959,4.1562,2.2664,2.29195,2.38161,2.66237,-9999,-9999
201208,19.304,1.0,401.905,221.635,1.0,356.735,1.0,9.264,1.0,99.665,1.0,0.239,1.0,2.594,0.991935,-9999,-9999,94.1135709325,0.811155913978,421.50731818,1.0,199.563180108,1.0,34.0430325176,0.85752688172,86.2467894825,1.0,43.3540530372,0.811155913978,-9999,-9999,371.857,0.890457,21.871,19.988,19.509,19.25,18.964,-9999,17.733,17.227,-9999,0.997984,0.834677,0.834677,0.834677,0.834677,-9999,0.981855,0.981855,-9999,24.572,27.532,27.985,28.005,28.475,28.336,-9999,0.925403,0.046371,0.0329301,0.925403,0.0329301,0.0329301,-9999,5.59562,0.834677,19.1575,0.778226,16.6877,0.269407,50.5506,0.794355,44.0334,0.270306,1.77929,0.445565,0.0720771,1.74977,1.77404,1.80347,0.453629,0.47379,0.446909,1.77674,1.77674,1.88882,1.97258,0.105643,-0.00302201,0.0535329,0.224002,2.70175,1.97938,3.36228,3.75908,1.65889,1.2324,1.35216,2.37268,-9999,-9999
201209,14.383,1.0,309.744,154.663,1.0,334.817,0.999306,5.28,1.0,99.941,1.0,1.423,1.0,2.447,0.991667,-9999,-9999,47.9779971361,0.995138888889,285.951705963,0.999305555556,148.352818403,1.0,25.3019465278,1.0,66.0565742431,1.0,30.7596340278,1.0,-9999,-9999,376.116,0.999306,16.135,15.968,15.878,16.303,16.605,-9999,-9999,-9999,-9999,0.997917,0.997917,0.997917,0.997917,0.997917,-9999,-9999,-9999,-9999,-9999,27.683,29.345,-9999,29.768,29.538,-9999,-9999,0.0,0.0,-9999,0.0,0.0,-9999,-2.69022,0.997917,22.4983,0.83125,15.9106,0.355428,22.9927,0.840972,16.2603,0.225408,1.65292,0.552083,0.0495559,1.581,1.6342,1.69288,0.645833,0.555556,0.438194,1.84487,1.67017,1.84198,1.85903,0.233953,0.0973266,0.188917,0.233953,2.3837,1.49082,2.88604,3.21315,2.00136,1.07091,1.36019,2.29843,-9999,-9999
201210,11.693,1.0,211.072,76.912,1.0,341.288,1.0,2.053,1.0,99.439,1.0,2.732,1.0,3.016,0.998656,-9999,-9999,11.7010026437,0.987903225806,143.213570285,0.997311827957,91.256969086,1.0,5.67667204301,1.0,41.1015140995,1.0,12.4120685484,1.0,-9999,-9999,378.91,1.0,11.785,12.169,12.181,12.587,12.943,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,27.573,29.628,-9999,30.133,30.218,-9999,-9999,0.635081,0.635081,-9999,0.635081,0.635081,-9999,-3.84907,1.0,20.3651,0.912634,14.402,0.242374,-4.55673,0.915995,-3.22248,0.300186,1.21592,0.660618,0.0114022,1.19525,1.22594,1.30003,0.610215,0.740591,0.735887,1.48844,1.48785,1.57653,1.79178,0.691524,0.279677,0.357556,0.507194,2.21721,1.26718,2.36448,2.61688,1.46127,0.679784,0.964935,1.51652,-9999,-9999
201211,6.81,1.0,132.626,42.316,1.0,320.619,1.0,1.178,1.0,99.453,1.0,1.24,1.0,2.932,0.998611,-9999,-9999,-2.73990208333,1.0,78.399690425,1.0,59.1173430556,1.0,1.76726111111,1.0,27.8806043264,1.0,6.93230347222,1.0,-9999,-9999,397.649,0.996528,6.7,7.36,7.353,7.906,8.422,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,29.775,30.938,-9999,30.421,31.462,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,-5.19383,1.0,8.55923,0.952778,6.25944,0.192746,-7.4059,0.953472,-5.416,0.291303,0.859907,0.728472,0.010493,0.849633,0.865363,0.873405,0.791667,0.725694,0.730556,1.24641,1.23548,1.24849,1.26081,0.395003,0.372649,0.386515,0.395003,1.87371,1.78124,1.82962,1.95106,0.978954,0.46981,0.950171,0.983683,-9999,-9999
201212,5.635,1.0,97.9582,30.561,1.0,310.692,1.0,1.304,1.0,99.451,1.0,2.655,1.0,3.89,0.999328,-9999,-9999,-19.7172806738,0.966397849462,56.904433953,1.0,42.1021572581,1.0,2.239522237,0.967069892473,19.5378105914,1.0,5.35712992021,0.967069892473,-9999,-9999,381.327,0.633065,4.777,5.094,5.085,5.423,5.782,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,31.586,32.466,-9999,31.157,31.467,-9999,-9999,0.990591,0.990591,-9999,0.990591,0.990591,-9999,-3.32521,1.0,6.39904,0.924731,6.75294,0.226212,-14.3261,0.915995,-15.1184,0.216451,0.342664,0.409274,0.0215782,0.342664,0.351106,0.362107,0.409274,0.406586,0.405242,0.772929,0.758522,0.770729,0.772779,0.425615,0.402702,0.417715,0.430115,1.78836,1.65316,1.75136,1.87245,0.718096,0.367539,0.696356,0.725256,-9999,-9999
201301,3.007,1.0,115.124,29.59,1.0,315.717,1.0,0.726,1.0,99.381,0.999328,1.172,0.999328,2.848,0.999328,-9999,-9999,-9.08353272992,0.999327956989,53.4467641129,0.998655913978,44.3026447395,0.999327956989,10.5693510495,0.999327956989,20.3209686942,0.999327956989,9.64893052219,0.999327956989,-9999,-9999,380.609,0.997984,2.993,3.756,3.756,4.238,4.738,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,32.719,32.734,-9999,31.397,31.419,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,-4.42975,1.0,6.08377,0.971774,5.55044,0.149309,-5.79458,0.972446,-5.28661,0.161282,0.251392,0.635081,0.0108989,0.257063,0.275363,0.291835,0.635081,0.635081,0.482527,0.85054,0.677998,0.761999,0.998562,0.518153,0.397669,0.491635,0.710599,0.290602,0.0570111,0.184874,0.256323,0.0,0.0,0.0,0.0,-9999,-9999
201302,1.937,1.0,178.793,65.151,1.0,295.161,1.0,1.115,1.0,99.309,1.0,1.493,1.0,3.413,0.993304,-9999,-9999,7.03426069238,0.91369047619,118.136754464,1.0,77.662672619,1.0,11.2195667086,0.91369047619,36.4006706101,1.0,13.5516930702,0.91369047619,-9999,-9999,424.651,1.0,1.777,2.466,2.483,2.998,3.494,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,33.309,32.911,-9999,31.714,31.567,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,-5.27346,1.0,13.6104,0.977679,12.4172,0.279675,-3.03052,0.980655,-2.76485,0.219992,-0.204243,0.835565,0.0111183,-0.231,-0.202475,-0.148085,0.775298,0.835565,0.844494,0.176224,0.235793,0.24906,0.253389,0.435488,0.378826,0.396706,0.488059,0.22155,0.0574653,0.140945,0.195417,0.0,0.0,0.0,0.0,-9999,-9999
201303,3.905,1.0,272.873,106.674,1.0,302.925,1.0,1.873,1.0,98.409,1.0,0.994,1.0,3.169,0.960349,-9999,-9999,30.4847907627,0.997311827957,191.891709005,1.0,147.707114919,1.0,26.5282554932,0.998655913978,69.4604633535,1.0,26.9145942613,0.998655913978,-9999,-9999,428.533,1.0,4.423,4.367,4.379,4.43,4.512,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,32.166,32.485,-9999,31.358,31.348,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,-0.762574,1.0,20.5953,0.935484,17.5826,0.257159,8.72514,0.922043,7.44883,0.284032,-0.627158,0.885081,0.0163707,-0.659061,-0.628088,-0.598729,0.889113,0.896505,0.882392,0.868339,0.790987,0.84661,0.870819,1.47966,1.4466,1.46808,1.47966,2.01955,0.776245,1.53242,2.01433,1.66685,0.977035,1.58726,1.66684,-9999,-9999
201304,9.069,1.0,372.863,178.778,1.0,310.102,1.0,4.046,1.0,99.759,1.0,0.767,1.0,3.006,0.999306,-9999,-9999,72.4165534279,0.997916666667,321.042966319,1.0,186.798198958,1.0,-8.66354027778,1.0,83.936951941,1.0,37.0118388889,1.0,-9999,-9999,396.701,0.998611,9.467,8.926,9.084,8.605,8.399,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,25.79,26.485,-9999,27.628,29.396,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,2.26769,1.0,46.174,0.952778,53.6136,0.364063,12.0027,0.947917,13.9366,0.355532,-3.62448,0.893056,0.039053,-3.70681,-3.6291,-3.62049,0.903472,0.89375,0.893056,2.33646,2.15292,2.27939,2.39947,5.90379,5.86297,5.9326,5.99661,2.33318,2.2436,2.28676,2.44501,5.96836,5.89329,5.94802,6.05093,-9999,-9999
201305,10.73,1.0,449.579,177.239,0.99328,335.008,0.991935,3.012,1.0,99.555,1.0,3.632,1.0,1.885,1.0,0.313098823476,0.74126344086,77.6527567204,1.0,317.406681452,1.0,218.514042003,1.0,3.24776612903,1.0,104.621562248,1.0,43.7861303763,1.0,-9999,-9999,397.55,1.0,11.195,11.231,11.346,11.063,10.974,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,25.234,25.483,-9999,25.522,27.129,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,1.2869,1.0,61.6818,0.994624,63.6028,0.461149,11.7656,0.994624,12.132,0.430628,-5.81817,0.989247,0.060896,-5.85827,-5.82387,-5.80385,0.99328,0.989247,0.989247,4.44067,4.22381,4.34218,4.37171,10.1881,10.0347,10.1705,10.2138,4.25513,3.6364,3.96841,4.19601,10.1383,9.93045,10.0405,10.1383,-9999,-9999
201306,15.286,1.0,484.474,226.184,0.984028,347.986,0.979167,4.238,1.0,100.155,1.0,2.1,1.0,1.878,0.997222,0.327992694856,0.65625,114.420381582,0.998611111111,392.898897315,0.997916666667,223.448814236,1.0,10.6659152778,1.0,102.687611042,1.0,48.9941645833,1.0,-9999,-9999,388.543,0.994444,15.047,14.956,14.955,14.462,14.091,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,28.861,28.156,-9999,27.893,29.132,-9999,-9999,1.0,1.0,-9999,1.0,1.0,-9999,4.82828,1.0,85.8233,0.96875,93.8112,0.728771,10.7213,0.968056,11.7192,0.500845,-4.13234,0.928472,0.0561089,-4.15028,-4.11761,-4.10572,0.925694,0.920833,0.936111,7.00493,6.83547,6.91456,7.00125,11.0354,10.9303,11.0595,11.1622,6.73219,6.66258,6.75168,7.0726,10.9385,10.8638,10.9815,11.2034,-9999,-9999
201307,20.517,1.0,467.889,273.939,1.0,366.523,1.0,8.331,1.0,100.218,1.0,0.942,1.0,1.749,0.995968,0.344172443429,0.609543010753,148.746630333,0.999327956989,508.642672043,1.0,248.651493616,1.0,24.4808864247,1.0,102.032713955,1.0,49.1368924731,1.0,-9999,-9999,385.838,0.997984,20.504,20.059,20.269,19.363,18.599,-9999,-9999,-9999,-9999,1.0,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,24.402,23.939,-9999,23.479,25.265,-9999,-9999,0.997312,0.997312,-9999,0.997312,0.997312,-9999,8.6677,1.0,91.1911,0.991935,99.0225,0.638383,37.4954,0.989247,40.7155,0.588298,1.53407,0.96371,0.0383178,1.49712,1.5327,1.55385,0.979167,0.97379,0.959005,5.81219,5.42541,5.66576,5.81055,4.13469,3.94048,4.13339,4.25306,5.21321,5.19028,5.3059,5.39637,3.90781,3.9061,3.93653,4.00244,-9999,-9999
201308,18.446,1.0,404.554,221.653,1.0,356.717,1.0,8.163,1.0,100.087,1.0,1.219,1.0,1.844,0.965054,-9999,-9999,106.112304173,0.918682795699,408.21356922,1.0,205.072299059,1.0,26.129389454,0.92002688172,84.4789588239,1.0,43.574649454,0.92002688172,-9999,-9999,386.224,1.0,20.852,20.243,20.11,20.001,19.676,-9999,-9999,-9999,-9999,0.992608,0.992608,0.992608,0.992608,0.992608,-9999,-9999,-9999,-9999,-9999,24.309,23.011,-9999,16.609,19.787,-9999,-9999,0.977823,0.977823,-9999,0.977823,0.977823,-9999,1.48763,0.991935,48.7047,0.955645,50.1944,0.395223,45.7927,0.959005,47.1934,0.460464,2.03728,0.766129,0.0232764,1.96664,2.03347,2.14381,0.844758,0.774194,0.738575,3.06109,2.89836,3.0215,3.10197,0.89509,0.913422,0.978208,1.02792,2.60971,2.57452,2.65746,2.67993,0.993129,0.957054,0.988169,0.993129,-9999,-9999
