TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-0.922,1.0,159.278,63.277,0.0,265.271,0.0,0.722,1.0,98.86,0.0,2.08,0.0,2.398,1.0,-9999,-9999,9.11648655914,1.0,-9999,-9999,37.7502869624,1.0,-9999,-9999,-9999,-9999,15.973,1.0,0.218034,1.0,13.7319,0.0,14.3504,-9999,46.1739,0.0,48.2538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200202,-1.413,1.0,221.577,106.568,0.0,255.151,0.0,0.921,1.0,99.051,0.0,2.678,0.0,2.324,1.0,-9999,-9999,24.128250744,1.0,-9999,-9999,48.9592125285,0.999255952381,-9999,-9999,-9999,-9999,15.755,1.0,0.4773,1.0,13.9062,0.0,16.3432,-9999,46.2791,0.0,54.3892,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200203,0.745,1.0,308.594,157.252,0.0,266.256,0.0,1.573,1.0,99.285,0.0,2.601,0.0,2.264,1.0,-9999,-9999,56.4967533602,1.0,-9999,-9999,48.6322741935,1.0,-9999,-9999,-9999,-9999,14.24,1.0,14.0205,0.997984,13.8279,0.0,16.2512,-9999,46.8635,0.0,55.076,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200204,7.518,1.0,395.837,207.823,0.0,299.877,0.0,2.964,1.0,99.295,0.0,4.928,0.0,1.918,1.0,-9999,-9999,71.5670791667,1.0,-9999,-9999,51.8075839982,0.999305555556,-9999,-9999,-9999,-9999,12.321,1.0,12.081,0.998611,13.8192,0.0,16.2409,-9999,46.4442,0.0,54.5832,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200205,10.716,1.0,458.957,257.9,0.0,308.592,0.0,4.224,1.0,99.178,0.0,4.551,0.0,2.532,1.0,-9999,-9999,94.1887741935,1.0,-9999,-9999,66.8180236502,0.999327956989,-9999,-9999,12.703,0.887769,12.682,1.0,6.03147,1.0,13.7319,0.0,17.8687,-9999,46.1739,0.0,60.084,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200206,19.637,1.0,486.264,275.322,0.0,359.76,0.0,7.352,1.0,99.092,0.0,2.979,0.0,1.88,0.933333,-9999,-9999,117.331697917,1.0,-9999,-9999,81.6175074275,0.998611111111,-9999,-9999,22.85,1.0,12.552,1.0,8.55925,1.0,16.7971,0.316667,24.24,-9999,50.9265,0.314583,73.4925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200207,22.929,1.0,472.858,307.704,0.0,367.179,0.0,8.864,1.0,99.188,0.0,2.284,0.0,1.748,1.0,-9999,-9999,126.592381048,1.0,-9999,-9999,84.8037647706,0.999327956989,360.879,0.296371,27.852,1.0,10.342,1.0,6.17585,1.0,32.6597,0.302419,46.55,-9999,48.0997,0.302419,68.5566,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200208,21.241,1.0,421.342,244.694,0.0,360.376,0.0,6.517,1.0,99.406,0.0,2.169,0.0,1.597,1.0,-9999,-9999,106.84975672,1.0,-9999,-9999,64.2366055108,1.0,378.334,0.0,25.319,1.0,11.244,1.0,2.80684,1.0,17.998,0.0,21.6994,-9999,64.4335,0.0,77.6845,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200209,18.556,1.0,343.285,191.527,0.0,345.742,0.0,5.296,1.0,99.274,0.0,2.623,0.0,1.66,1.0,0.175783941536,0.615972222222,81.2478784722,1.0,-9999,-9999,51.1544682971,0.998611111111,383.831,0.624306,21.112,1.0,12.135,1.0,0.929306,1.0,23.5989,0.639583,28.4521,-9999,47.5192,0.639583,57.2918,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200210,8.925,1.0,254.133,115.748,0.0,303.842,0.0,2.287,1.0,99.387,0.0,1.894,0.0,1.866,1.0,-9999,-9999,30.8357701613,1.0,-9999,-9999,24.9132010267,0.997983870968,379.399,0.0,10.66,1.0,14.182,1.0,-4.89155,1.0,24.6376,0.0,29.7044,-9999,22.2994,0.0,26.8854,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200211,3.966,1.0,178.299,62.298,0.0,286.83,0.0,1.734,1.0,98.849,0.0,3.335,0.0,3.007,0.998611,-9999,-9999,2.31592430556,1.0,-9999,-9999,18.341583794,0.98125,381.862,0.111111,4.563,1.0,15.636,1.0,-3.58867,1.0,7.77179,0.305556,7.3502,-9999,0.475334,0.303472,0.449549,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200212,-1.738,1.0,142.091,52.531,0.000672043,261.359,0.0,0.859,1.0,99.063,0.00134409,1.599,0.0,2.962,1.0,-9999,-9999,-5.17602791123,0.999327956989,-9999,-9999,57.3331772764,0.999327956989,375.484,0.0,0.488,1.0,15.985,1.0,-2.74399,0.995968,8.24899,0.0,8.21104,0.591971,0.363249,0.0,0.361578,1.07006,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
