TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200505,13.589,1.0,444.92,209.793,0.995968,326.23,0.0,4.629,1.0,101.317,1.0,2.632,1.0,3.493,1.0,0.514869846784,0.995967741935,121.71625938,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,363.507,1.0,14.799,10.385,0.0,1.0,1.6494,3.0,42.6065,1.0,46.332,0.672178,60.9814,1.0,66.3136,1.60342,-2.32046,0.994624,0.0875929,-2.48104,-2.3346,-2.26602,0.99328,0.993952,0.99664,3.06133,2.85944,3.04993,3.08775,5.42235,5.33905,5.35415,5.39188,2.41929,2.30244,2.42864,2.52506,5.47128,5.45628,5.50446,5.55818,-9999,-9999
200506,17.963,0.933333,483.043,237.182,0.824306,344.941,0.0,7.41,0.933333,101.536,0.927778,1.337,0.925,3.068,0.966667,0.451303659444,0.952777777778,146.579531355,0.897222222222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,358.708,0.997222,14.915,13.059,0.103472,0.933333,2.6666,3.0,50.3392,0.994444,56.9566,0.721793,65.6653,0.999306,74.2975,1.35898,-3.41395,0.967361,0.0968709,-3.80225,-3.43047,-3.3429,0.945833,0.967361,0.973611,3.01971,2.83362,3.07513,3.22186,6.5009,6.5291,6.57676,6.61698,1.45877,1.31063,1.47304,1.61411,5.5543,5.55305,5.61747,5.84932,-9999,-9999
200507,18.33,0.994624,465.1,188.513,0.863575,358.076,0.0,5.169,0.994624,101.127,0.997312,4.769,1.0,2.952,1.0,0.434611962366,1.0,111.234946833,0.94623655914,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,354.973,1.0,14.995,15.196,0.994624,0.994624,3.26346,3.0,51.5137,1.0,59.7177,0.804065,34.2284,1.0,39.6796,1.2729,-3.20903,0.969758,0.106431,-3.30377,-3.22425,-3.18818,0.956989,0.964382,0.971102,3.25086,3.17609,3.26078,3.34489,6.49619,6.46986,6.49619,6.51278,2.7787,2.63703,2.77824,2.86785,6.71729,6.4994,6.71729,6.88939,-9999,-9999
200508,17.045,1.0,396.83,175.784,1.0,344.315,0.0,4.994,1.0,101.385,1.0,2.077,1.0,2.936,0.999328,0.370465997912,0.999327956989,48.5649142597,0.719758064516,387.217298387,1.0,220.000712366,1.0,-9999,-9999,-9999,-9999,363.527,0.998656,14.463,14.864,1.0,1.0,2.84943,3.0,50.1607,0.998656,51.8337,0.983634,28.5142,1.0,29.4652,1.27859,-4.15104,0.995968,0.116371,-4.45148,-4.16437,-4.05012,0.995296,0.995968,0.99664,2.39982,2.37428,2.40093,2.43394,6.56498,6.46105,6.57157,6.90151,0.976292,1.0478,1.64372,1.82705,5.95826,5.61952,6.16889,6.55448,-9999,-9999
200509,16.71,0.754167,299.926,137.16,0.756944,342.027,0.0,4.722,0.660417,101.65,0.732639,1.744,0.735417,2.894,0.841667,0.347195202778,0.825,78.8595021585,0.71875,316.115063728,0.71875,172.728875,0.720833333333,-9999,-9999,-9999,-9999,375.977,0.991667,14.268,14.852,0.754167,0.754167,1.91491,3.0,41.8995,0.745833,45.528,0.729114,25.2813,0.745833,27.4707,0.924568,-1.95345,0.734028,0.111072,-2.12847,-1.97007,-1.89098,0.723611,0.734722,0.734028,2.26585,2.15375,2.26783,2.29267,4.23397,4.16658,4.22648,4.34482,2.2656,2.15666,2.29667,2.5654,4.02084,4.03959,4.18673,4.3078,-9999,-9999
200510,14.206,1.0,197.595,83.329,0.925403,331.458,0.0,3.322,0.00672043,101.028,0.704973,1.184,1.0,3.455,0.997984,0.437007183997,0.998655913978,22.8503605423,0.758064516129,158.817252404,0.888440860215,134.146671875,0.891801075269,-9999,-9999,-9999,-9999,380.473,1.0,12.416,12.823,1.0,1.0,0.375291,3.0,18.8294,0.922043,29.714,1.38841,-1.7183,0.922043,-2.71159,2.11868,0.394925,0.921371,0.54069,0.226322,0.367872,0.408925,0.921371,0.921371,0.921371,3.23535,2.84949,3.21953,3.25691,2.84495,2.6492,2.8264,2.8466,1.60087,1.58869,1.82657,2.14012,2.19418,2.03286,2.16027,2.33454,-9999,-9999
200511,7.151,1.0,117.252,37.306,1.0,306.164,0.0,1.429,0.0,101.246,0.998611,1.837,1.0,3.35,0.736806,0.505519977135,0.699305555556,-2.23400907258,0.588194444444,67.8944587427,0.518055555556,61.1724836957,0.998611111111,-9999,-9999,-9999,-9999,383.557,1.0,8.738,9.987,1.0,1.0,-3.88505,3.0,6.09098,1.0,0.91459,-9999,-2.1579,1.0,-0.32402,-9999,1.92047,1.0,-9999,1.86661,1.90599,1.94096,1.0,1.0,0.999306,2.89556,2.82843,2.90275,2.98384,0.995132,0.966624,1.00461,1.02605,3.79606,3.66249,3.77486,3.92557,1.48074,1.4784,1.51943,1.53068,-9999,-9999
200512,7.464,1.0,81.3706,22.292,1.0,297.426,0.0,0.805,0.0,101.384,1.0,0.861,1.0,3.29,0.997312,0.471933969963,0.993951612903,-3.04230712366,1.0,46.6524852151,1.0,33.8848272849,1.0,-9999,-9999,-9999,-9999,391.604,1.0,5.735,6.719,1.0,1.0,-4.05332,3.0,1.84428,1.0,-0.137293,0.157176,-15.7303,1.0,1.171,1.64795,2.01235,1.0,0.140332,2.00638,2.01088,2.0167,1.0,1.0,1.0,2.56869,2.56512,2.56998,2.58044,0.55322,0.549462,0.555163,0.564885,2.27218,2.26255,2.30657,2.44828,0.555842,0.490072,0.506873,0.56974,-9999,-9999
200601,4.587,0.994624,97.8486,36.332,0.995296,280.986,0.0,2.738,0.938844,102.072,0.985215,0.461,1.0,3.041,0.985215,0.405686430444,0.63373655914,-0.576803194789,0.985215053763,74.7412511373,0.985215053763,46.5760844706,0.985215053763,-9999,-9999,-9999,-9999,397.958,0.752016,4.712,3.814,1.0,1.0,-3.56338,3.0,1.37132,0.742608,0.723403,0.0682519,2.55428,0.742608,1.34744,0.655672,1.29565,0.74328,0.0534486,1.2948,1.29627,1.30032,0.74328,0.74328,0.74328,1.66373,1.65674,1.66551,1.67386,0.378597,0.360477,0.367547,0.371995,1.7604,1.74214,1.77624,1.84817,0.65572,0.622415,0.644855,0.658877,-9999,-9999
200602,4.889,0.784226,161.401,42.148,0.786458,300.182,0.0,0.94,0.0141369,101.211,0.769345,2.286,1.0,3.283,0.769345,0.618439921045,0.803571428571,14.680402535,0.769345238095,93.3503293269,0.769345238095,76.3280609703,0.769345238095,-9999,-9999,-9999,-9999,382.965,0.807292,4.537,4.171,1.0,1.0,-2.34054,3.0,2.69865,0.784226,4.7067,0.329758,-3.32369,0.784226,-5.79684,3.77818,1.31255,0.784226,0.182028,1.28376,1.29918,1.31099,0.784226,0.784226,0.784226,1.62736,1.63781,1.6448,1.65176,0.343958,0.329588,0.340026,0.364416,2.48156,2.37651,2.41732,2.47897,0.906772,0.909001,0.924516,0.975975,-9999,-9999
200603,7.256,1.0,257.747,99.891,1.0,291.044,0.0,1.76,0.0,100.723,1.0,1.342,1.0,3.413,1.0,0.612965660355,0.998655913978,44.2108427419,1.0,204.851906586,1.0,121.243715726,1.0,-9999,-9999,-9999,-9999,386.144,1.0,4.643,4.619,1.0,1.0,-1.2904,3.0,8.56367,1.0,10.5025,-9999,28.5379,1.0,34.9988,-9999,1.05812,1.0,-9999,1.058,1.0642,1.06685,1.0,1.0,1.0,2.0701,2.07374,2.08324,2.08675,1.01838,1.01122,1.01744,1.03037,2.71001,2.67633,2.69416,2.71001,1.50252,1.49572,1.50234,1.50736,-9999,-9999
200604,10.434,1.0,362.625,155.336,1.0,308.267,0.0,2.917,0.0,101.128,1.0,1.167,1.0,3.081,1.0,0.547296013889,1.0,88.0982576389,1.0,322.218314583,1.0,205.690003472,1.0,-9999,-9999,-9999,-9999,383.659,1.0,7.486,7.871,1.0,1.0,0.656478,3.0,23.6913,1.0,28.1487,1.13766,49.904,1.0,59.2931,2.48838,0.210133,1.0,0.230205,0.198822,0.228876,0.238341,1.0,1.0,1.0,3.03079,3.04121,3.06659,3.09362,2.84406,2.8397,2.84851,2.86746,4.16877,4.14574,4.24004,4.33045,3.73725,3.60632,3.70069,3.76398,-9999,-9999
200605,13.872,1.0,444.92,178.335,1.0,340.155,0.0,5.301,0.936828,101.019,1.0,2.397,1.0,3.359,1.0,0.589040302562,0.998655913978,109.148581989,1.0,371.531551747,1.0,241.125113575,1.0,-9999,-9999,-9999,-9999,375.353,1.0,10.411,11.129,1.0,1.0,2.20858,3.0,26.8599,0.999328,40.3206,0.580249,44.364,1.0,66.597,1.28242,-0.914027,1.0,0.0862875,-0.924851,-0.913811,-0.907202,1.0,1.0,0.999328,3.7186,3.62,3.66725,3.72154,4.60857,4.53682,4.57642,4.63438,2.78764,2.73135,2.7958,3.1391,3.86042,3.98127,4.02912,4.18878,-9999,-9999
200606,16.297,0.992361,483.043,229.032,0.993056,341.664,0.0,7.47,0.992361,101.68,0.999306,1.507,1.0,2.645,0.991667,0.402205354758,0.999305555556,138.126229398,0.991666666667,480.185565741,0.991666666667,238.125114352,0.991666666667,-9999,-9999,-9999,-9999,366.942,1.0,9.479,10.438,0.840278,0.840278,2.43331,3.0,54.9034,1.0,62.3239,0.696542,66.5012,1.0,75.4892,1.04434,-3.0791,0.999306,0.0829746,-3.08872,-3.07399,-3.03871,0.996528,0.999306,1.0,5.45193,5.29684,5.32754,5.38688,8.50806,8.36193,8.41059,8.43288,5.382,5.33402,5.38151,5.42527,8.37831,8.2494,8.27976,8.30576,-9999,-9999
200607,22.264,1.0,465.1,251.81,0.809812,366.254,0.0,12.051,1.0,101.664,0.99664,0.445,1.0,2.76,0.830645,0.370138528139,0.69623655914,156.061342574,0.991935483871,520.584286395,0.784274193548,260.989843293,0.784946236559,-9999,-9999,-9999,-9999,368.576,0.862903,13.5,14.794,0.0913978,0.0913978,3.28042,3.0,68.3148,0.864919,69.8442,0.808337,81.9154,0.864919,83.7493,1.06931,-2.81924,0.846102,0.0875976,-2.99816,-2.8193,-2.75365,0.839382,0.846102,0.848118,5.9618,5.53324,5.73169,5.9372,8.73505,8.51571,8.56395,8.67895,5.84518,5.77004,5.83681,5.87497,9.15952,9.05842,9.09733,9.18335,-9999,-9999
200608,15.767,1.0,396.83,132.8,1.0,349.079,0.0,3.468,1.0,101.215,1.0,5.999,1.0,3.346,0.909946,0.406727574956,0.944892473118,-9999,-9999,296.601617034,0.893817204301,201.718058298,0.893817204301,-9999,-9999,-9999,-9999,355.255,1.0,15.495,15.738,0.997984,0.997984,0.802848,3.0,37.1731,1.0,39.0915,0.581298,8.57645,0.999328,9.01905,0.984431,-1.47601,1.0,0.0795973,-1.50493,-1.48293,-1.46637,1.0,1.0,0.997312,4.86818,4.85944,4.8886,4.90717,6.3405,6.3376,6.37117,6.4138,4.48561,4.25169,4.36851,4.47642,6.02894,6.00526,6.06711,6.17291,-9999,-9999
200609,17.948,0.997222,299.926,134.947,0.997917,352.083,0.0,5.674,0.997222,101.481,1.0,0.312,1.0,3.388,0.983333,0.383834028863,0.947916666667,61.7862311458,0.6,300.947532639,1.0,164.472634722,1.0,-9999,-9999,-9999,-9999,362.791,0.996528,15.655,16.095,1.0,1.0,1.37181,3.0,34.5789,0.996528,37.3737,0.533397,27.383,0.995833,29.5963,0.889814,-1.03989,0.988889,0.0937914,-1.23451,-1.11402,-0.976127,0.982639,0.988889,0.989583,3.85761,3.85761,3.97695,4.02106,4.94158,4.95846,5.00557,5.16541,5.64588,5.50072,5.60453,5.70383,6.12956,5.91275,5.97649,6.04842,-9999,-9999
200610,13.681,1.0,197.595,74.313,1.0,336.901,0.0,2.897,1.0,101.259,1.0,2.416,1.0,4.091,1.0,0.496625934017,0.902553763441,29.5352285282,1.0,172.290427419,1.0,110.614975134,1.0,-9999,-9999,-9999,-9999,368.525,1.0,14.096,14.083,1.0,1.0,-0.378048,3.0,15.8336,1.0,28.3878,0.376895,0.863665,1.0,1.54846,0.99311,0.498511,1.0,0.0645898,0.487216,0.498174,0.502824,0.999328,1.0,0.998656,3.97051,3.90068,3.93773,3.95436,3.46777,3.4025,3.43756,3.46777,3.06687,2.90918,3.0656,3.14959,3.22034,3.10322,3.15755,3.20464,-9999,-9999
200611,9.064,1.0,117.252,38.969,1.0,315.378,0.0,1.969,1.0,101.661,1.0,1.923,1.0,4.256,1.0,0.565019290123,0.9,5.97928572101,0.754166666667,93.7075541667,1.0,63.8684569444,1.0,-9999,-9999,-9999,-9999,384.427,1.0,11.194,10.798,1.0,1.0,-2.29212,3.0,6.33739,1.0,11.3622,0.264388,-16.1106,1.0,-28.8846,1.19098,1.76904,0.997917,0.0654227,1.68496,1.74747,1.83266,0.997222,0.997917,0.997917,2.94853,2.93666,2.94606,2.97331,1.19347,1.14716,1.18793,1.25229,3.60494,3.41123,3.56353,3.63356,1.48288,1.41864,1.47278,1.48604,-9999,-9999
200612,5.874,1.0,81.3706,17.753,1.0,310.532,0.0,1.431,1.0,102.257,1.0,1.955,1.0,4.573,1.0,0.641511496606,0.968413978495,-9999,-9999,47.7173111559,1.0,37.6855141129,1.0,-9999,-9999,-9999,-9999,390.508,1.0,8.195,7.686,1.0,1.0,-2.88387,3.0,2.25952,1.0,0.492713,0.1649,-0.546487,1.0,-0.119167,1.12787,1.84572,0.999328,0.0609006,1.79999,1.82962,1.84993,0.997312,0.999328,0.999328,2.20806,2.18632,2.21241,2.21821,0.379754,0.367675,0.382791,0.395237,2.62316,2.62435,2.63494,2.68336,0.626122,0.581461,0.600867,0.639101,-9999,-9999
200701,7.111,0.72043,97.8486,23.251,0.723118,314.574,0.0,1.747,0.72043,101.728,0.704301,2.576,0.704301,4.918,0.49664,0.940356266693,0.759408602151,-13.4641975243,0.675403225806,56.7304814885,0.676747311828,43.6865454872,0.676747311828,-9999,-9999,-9999,-9999,381.447,0.702285,7.74,7.597,0.498656,0.498656,-1.53906,3.0,0.836214,0.692204,0.515564,0.103865,-15.9245,0.698925,-9.81816,1.25868,2.16348,0.637097,0.0585261,2.15755,2.16651,2.17521,0.637097,0.637097,0.637097,2.94401,2.89902,2.92302,2.93285,0.766154,0.740757,0.748019,0.767738,3.04234,3.01987,3.03338,3.03849,0.578176,0.585672,0.591818,0.593539,-9999,-9999
200702,6.171,1.0,161.401,43.624,1.0,306.415,0.0,1.622,1.0,100.973,0.983631,1.474,1.0,3.434,0.679315,0.543152191798,0.983630952381,4.28693678761,0.999255952381,103.681688492,0.984375,79.590796627,0.984375,-9999,-9999,-9999,-9999,388.959,1.0,7.577,7.392,0.916667,0.916667,-1.56715,3.0,4.26044,1.0,4.24517,0.140881,-2.87939,1.0,-2.86907,0.866852,1.14668,1.0,0.0551678,1.17043,1.18503,1.22837,1.0,1.0,0.998512,2.15845,2.15894,2.16951,2.20131,0.98487,0.957164,0.979939,0.994363,3.42772,3.13175,3.28896,3.45898,1.41641,1.42347,1.48833,1.53062,-9999,-9999
200703,8.075,0.955645,257.747,106.178,0.961022,298.598,0.0,3.087,0.955645,101.564,0.821909,2.182,0.938172,3.891,0.823253,0.547186192834,0.934811827957,42.2202764599,0.936155913978,228.530675064,0.823252688172,125.552902308,0.823252688172,-9999,-9999,-9999,-9999,383.906,0.999328,8.182,7.977,0.958333,0.958333,-1.17028,3.0,12.2378,0.955645,12.1939,0.216635,27.6636,0.955645,27.5644,0.902412,0.476758,0.954301,0.0473211,0.44586,0.467644,0.488348,0.954301,0.954301,0.954301,2.49971,2.44466,2.49917,2.54223,2.0574,1.95188,2.04062,2.06822,3.50624,3.37377,3.49239,3.57256,2.66727,2.57755,2.63685,2.66727,-9999,-9999
200704,13.551,1.0,362.625,212.216,1.0,309.945,0.0,7.661,1.0,102.171,1.0,0.0,1.0,3.186,1.0,0.420587361111,1.0,111.731338697,0.999305555556,446.066745139,1.0,205.256479167,1.0,-9999,-9999,-9999,-9999,385.214,1.0,10.174,10.572,1.0,1.0,1.32808,3.0,28.5803,1.0,29.3088,0.378062,79.2287,1.0,81.2481,1.08295,-0.611556,0.997917,0.0687153,-0.650364,-0.626357,-0.599406,0.997917,0.997917,0.997917,4.20791,4.05083,4.16476,4.23389,4.80261,4.62143,4.80261,4.88834,3.70213,3.75812,3.8095,3.95254,4.5967,4.48013,4.52963,4.65553,-9999,-9999
200705,13.819,1.0,444.92,184.219,1.0,338.566,0.0,4.81,1.0,101.132,1.0,2.824,1.0,3.554,1.0,0.566370409946,1.0,121.483707018,0.999327956989,392.692379704,1.0,223.437110215,1.0,-9999,-9999,-9999,-9999,375.038,1.0,12.35,12.698,1.0,1.0,1.45963,3.0,39.6742,1.0,56.0249,0.490546,45.6338,1.0,64.4407,1.11698,-1.99663,0.999328,0.0672877,-1.99143,-1.98669,-1.97864,0.999328,1.0,1.0,4.52311,4.48665,4.50727,4.56928,6.49235,6.47751,6.49524,6.54565,4.97358,4.98187,5.01844,5.07368,6.79149,6.77864,6.79629,6.84197,-9999,-9999
200706,16.845,1.0,483.043,190.704,1.0,361.348,0.202083,4.953,1.0,101.224,0.85,2.449,1.0,3.237,0.852778,0.491601447137,0.788194444444,133.159963889,1.0,432.035293309,0.852083333333,291.593365371,0.852777777778,-9999,-9999,-9999,-9999,364.665,0.997222,14.905,15.39,1.0,1.0,2.1105,3.0,52.6613,0.997222,73.4437,0.628091,40.157,0.994444,56.0046,0.958553,-2.77363,0.997222,0.0735783,-2.79146,-2.77559,-2.76534,0.997222,0.997222,0.997222,5.08148,4.95452,4.99229,5.05316,7.82157,7.74009,7.77122,7.8068,5.09761,5.06865,5.15106,5.21648,7.95573,7.8495,7.95573,7.99067,-9999,-9999
200707,16.72,0.971102,465.1,186.736,0.971774,348.886,0.976478,5.501,0.971102,101.253,0.929435,4.978,0.977823,3.529,0.945565,0.553234503549,0.891129032258,118.35052254,0.644489247312,-9999,-9999,311.430061539,0.94623655914,17.692025636,0.64314516129,400.907511521,0.974462365591,372.222,1.0,15.432,15.652,0.983199,0.980511,1.34286,3.0,57.1248,0.96707,79.4709,0.638227,25.9862,0.967742,36.1515,1.12278,-3.02412,0.97043,0.0690385,-3.05241,-3.0407,-3.02657,0.965054,0.97043,0.97043,5.24736,5.1369,5.23707,5.24736,8.2706,8.17951,8.26624,8.27541,4.7511,4.78303,4.82026,5.03215,7.96328,7.83361,7.86312,7.98648,-9999,-9999
200708,16.744,1.0,396.83,167.871,1.0,347.784,1.0,5.355,1.0,101.538,1.0,2.157,1.0,3.05,1.0,0.397529186828,1.0,-9999,-9999,-9999,-9999,425.838084677,1.0,-9999,-9999,400.336290323,1.0,364.795,1.0,15.668,15.774,1.0,1.0,1.00554,3.0,48.2288,1.0,67.0949,0.566007,28.1868,1.0,39.2129,0.959052,-1.86085,0.99664,0.070269,-1.91824,-1.89183,-1.82745,0.990591,0.991263,0.99664,4.58416,4.60471,4.68148,4.69599,6.47905,6.49631,6.52616,6.56563,5.12333,5.08821,5.14064,5.17886,6.92495,6.84458,6.86169,6.94194,-9999,-9999
200709,14.008,0.883333,299.926,118.409,0.885417,336.843,0.886806,3.671,0.883333,101.994,0.861806,1.345,0.881944,3.061,0.881944,0.400912887684,0.865972222222,-9999,-9999,-9999,-9999,224.558646927,0.881944444444,-9999,-9999,384.289371126,0.881944444444,364.547,1.0,14.349,14.177,0.895139,0.89375,-0.550878,3.0,16.3957,0.88125,13.4134,0.457476,13.7942,0.88125,11.2851,0.902106,-0.801359,0.873611,0.0590823,-0.847085,-0.805794,-0.777618,0.874306,0.875,0.877083,2.0133,1.95628,1.97978,2.01189,2.79776,2.74498,2.79629,2.82289,3.13526,2.5613,3.07477,3.11824,3.4403,2.98829,3.40978,3.44019,-9999,-9999
200710,10.096,1.0,197.595,73.949,1.0,321.198,1.0,2.198,1.0,102.428,1.0,1.313,1.0,2.676,1.0,0.304118753055,0.997311827957,25.7032282986,0.749327956989,-9999,-9999,134.778299731,1.0,8.18921620047,0.749327956989,364.467204301,1.0,383.062,1.0,12.368,11.998,1.0,1.0,-1.71391,3.0,12.2539,1.0,10.0249,0.268244,14.5013,0.999328,11.8636,0.650371,0.400425,0.995968,0.0572323,0.338444,0.384237,0.402649,0.991935,0.995968,0.997984,2.4956,2.49794,2.54219,2.57584,2.1722,2.14945,2.17299,2.17978,2.4379,2.38196,2.51363,2.73581,2.19189,2.17529,2.23722,2.30879,-9999,-9999
200711,6.738,1.0,117.252,35.86,1.0,311.082,1.0,1.582,1.0,101.972,0.999306,2.731,1.0,3.393,1.0,0.467795569297,0.999305555556,-9999,-9999,-9999,-9999,95.5494930556,1.0,-9999,-9999,347.665963357,0.999305555556,380.587,1.0,9.798,9.272,1.0,1.0,-2.63975,3.0,3.72844,1.0,3.05026,0.20385,-18.8716,1.0,-15.4389,0.996178,1.83191,1.0,0.0652358,1.80355,1.82626,1.85774,1.0,1.0,1.0,2.77948,2.73371,2.78156,2.81369,0.952333,0.939107,0.945088,0.958153,3.41769,3.38819,3.40904,3.49765,1.15386,1.22843,1.23668,1.25138,-9999,-9999
200712,3.697,1.0,81.3706,28.165,0.998656,289.901,1.0,1.26,1.0,102.182,0.999328,2.086,0.999328,3.958,0.999328,0.629745047043,1.0,-21.4726247397,0.57123655914,-9999,-9999,78.9321192233,0.999327956989,5.74993981481,0.572580645161,333.395420098,0.999327956989,393.465,1.0,7.51,6.895,1.0,1.0,-3.08692,3.0,1.67435,1.0,0.450414,0.145558,-12.5475,1.0,-3.37537,0.990874,1.39109,0.997312,0.0580444,1.35415,1.36552,1.37638,0.997312,0.997312,0.997312,1.92026,1.80238,1.85569,1.87075,0.46584,0.461955,0.48739,0.498457,2.34671,2.31804,2.39681,2.72275,0.770862,0.685448,0.692865,0.807195,-9999,-9999
200801,6.401,0.735215,97.8486,25.174,1.0,309.761,1.0,1.714,0.735215,101.569,0.982527,2.395,1.0,4.753,0.982527,0.794121657222,0.949596774194,-1.96704704301,1.0,-9999,-9999,147.15512177,0.96438172043,2.23017795139,0.508064516129,346.517607527,1.0,382.647,1.0,7.552,7.293,1.0,1.0,-1.23371,3.0,1.39699,1.0,0.375802,0.10109,-4.12308,1.0,-1.10914,0.97755,1.64431,1.0,0.0642418,1.6193,1.63571,1.64969,1.0,1.0,1.0,2.2295,2.17685,2.19455,2.21395,0.549602,0.535086,0.550235,0.587725,2.77024,2.761,2.77024,2.90252,0.729166,0.719585,0.721281,0.773984,-9999,-9999
200802,5.811,1.0,162.921,69.479,1.0,280.527,1.0,2.622,1.0,102.486,1.0,1.86,1.0,3.641,1.0,-9999,-9999,17.6544066092,1.0,-9999,-9999,115.406012931,1.0,7.78953448276,1.0,341.245474138,1.0,388.455,0.77658,6.882,6.459,1.0,1.0,-1.921,3.0,7.58907,0.775862,7.21822,0.203484,-0.952398,0.77658,-0.905859,0.877507,1.48714,0.748563,0.0753966,1.5154,1.53653,1.5652,0.748563,0.710489,0.748563,3.0414,2.49502,2.76168,3.01782,1.27839,0.961358,1.27454,1.46481,1.76495,1.76027,1.84599,1.87211,1.45643,1.45633,1.45976,1.46191,-9999,-9999
200803,6.134,1.0,261.26,92.507,1.0,303.807,1.0,2.217,1.0,100.652,0.998656,4.116,0.998656,4.355,0.998656,0.695305277335,0.966397849462,40.7049928121,0.997311827957,-9999,-9999,170.460822814,0.998655913978,8.6970433906,0.998655913978,345.07144986,0.998655913978,387.857,0.99664,7.428,7.137,1.0,1.0,-1.20727,3.0,10.8388,0.998656,17.7026,0.331723,15.3019,0.998656,24.9921,1.27989,0.6448,0.99664,0.0755607,0.646782,0.649268,0.665931,0.99664,0.99664,0.99664,2.45745,2.46197,2.48043,2.53639,1.8294,1.82122,1.83365,1.86883,3.34216,3.02252,3.05482,3.34216,2.14058,2.13144,2.14544,2.2727,-9999,-9999
200804,9.089,1.0,365.821,169.463,1.0,294.496,1.0,4.12,1.0,101.142,0.953472,1.995,1.0,3.365,0.954167,0.488569622679,0.872916666667,85.9555361407,0.999305555556,-9999,-9999,262.317762189,0.920833333333,16.0388587618,0.999305555556,360.21212766,0.999305555556,391.439,0.982639,8.53,8.589,1.0,1.0,0.36132,3.0,20.2233,0.998611,20.0215,0.377513,66.049,0.999306,65.3898,1.24026,-0.452215,0.972917,0.0658584,-0.433708,-0.414574,-0.406085,0.972917,0.966667,0.956944,3.16252,3.14889,3.18965,3.22838,3.63626,3.58978,3.60241,3.63626,3.28099,3.23257,3.27348,3.30136,3.63382,3.62436,3.64582,3.6827,-9999,-9999
200805,15.918,1.0,446.969,222.058,1.0,325.471,1.0,7.968,1.0,101.548,1.0,1.646,1.0,3.266,1.0,0.433072358871,1.0,125.496918683,1.0,-9999,-9999,277.750752688,1.0,19.2114596774,1.0,396.574932796,1.0,380.583,1.0,12.077,12.547,1.0,1.0,2.43645,3.0,27.74,0.997984,32.1909,0.526685,78.0415,1.0,90.5631,1.04783,-1.88921,0.989919,0.0777498,-1.93934,-1.89503,-1.87993,0.987903,0.988575,0.988575,3.12181,2.88519,3.12271,3.17547,5.03978,4.82453,5.02253,5.03937,4.3823,3.80159,4.17427,4.26531,5.71467,5.46389,5.63658,5.72045,-9999,-9999
200806,15.809,1.0,483.36,206.581,1.0,342.711,1.0,5.594,1.0,101.68,1.0,2.025,1.0,2.928,1.0,0.449861305556,1.0,121.980781209,0.997916666667,-9999,-9999,284.912583333,1.0,18.0901506944,1.0,396.040902778,1.0,378.134,0.996528,13.849,14.17,1.0,1.0,1.65817,3.0,44.414,1.0,58.0697,0.820985,48.5625,1.0,63.4937,1.00387,-3.64415,0.995139,0.0995822,-3.72844,-3.65594,-3.64612,0.995139,0.995139,0.996528,5.06461,4.91831,5.00939,5.06083,8.67354,8.56846,8.67354,8.75805,4.4502,4.50269,5.04901,5.1148,8.41756,8.21795,8.36936,8.4073,-9999,-9999
200807,17.629,0.926075,463.6,193.614,0.928763,356.795,0.965726,6.254,0.926075,101.49,0.862231,3.4,0.959005,3.108,0.863575,0.478644197296,0.846774193548,119.759047222,0.954301075269,-9999,-9999,284.651133126,0.846102150538,17.5561691468,0.954301075269,406.713363095,0.954301075269,379.956,0.924059,15.105,15.504,0.96707,0.966398,2.06802,3.0,55.9203,0.924059,68.0318,0.71833,34.4849,0.924059,41.9537,1.04794,-3.28617,0.920027,0.101183,-3.53861,-3.20694,-3.16096,0.920699,0.919355,0.918011,4.10995,3.88443,3.93766,4.02954,7.38521,7.14578,7.24023,7.37088,5.06614,5.17631,5.35321,5.63473,8.89628,8.75464,8.86084,8.97907,-9999,-9999
