TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201212,8.383,1.0,174.604,74.732,1.0,316.033,1.0,2.328,1.0,101.856,1.0,5.905,0.0,1.67,1.0,0.248571236559,1.0,27.6007043011,1.0,147.050049059,1.0,11.6037287389,0.969086021505,11.200817442,0.986559139785,350.583857527,1.0,422.143,0.999328,8.011,1.0,-9999,1.0,23.6931,0.887769,-9999,0.358181,4.59616,0.883065,-9999,0.397338,1.76134,0.119624,0.0195826,1.72695,1.83601,1.9109,0.0920699,0.0840054,0.626344,1.86981,1.57539,1.9499,2.45629,0.513149,-0.100812,0.123954,0.452526,2.30892,1.45127,2.5428,3.7117,3.43453,0.92185,1.65582,3.5757,-9999,-9999
201301,6.271,1.0,191.927,110.944,1.0,293.018,1.0,2.741,1.0,102.337,1.0,0.417,0.0,1.26,0.999328,0.17205742393,0.999327956989,46.5423225806,1.0,211.38084207,1.0,18.169813787,0.988575268817,16.5061221285,0.994623655914,339.379752688,1.0,422.502,0.995968,3.976,1.0,-9999,1.0,16.7187,0.863575,-9999,0.3051,22.1865,0.887097,-9999,0.544286,1.71621,0.620968,0.0172611,1.60059,1.73058,1.8608,0.655914,0.620968,0.616263,1.75698,1.67791,1.75049,1.84309,0.0276141,-0.0219076,0.0276141,0.0631287,1.70176,0.668149,0.791378,1.64981,0.471228,0.000307244,0.251278,0.42804,-9999,-9999
201302,9.263,1.0,251.952,165.345,1.0,293.566,1.0,4.851,1.0,102.136,1.0,0.496,0.0,1.811,1.0,0.242438244048,1.0,77.2154263393,1.0,313.041279018,1.0,25.4842370777,0.995535714286,23.1658087798,1.0,356.849009673,1.0,417.172,1.0,5.757,1.0,-9999,1.0,14.7333,0.885417,-9999,0.258237,50.9586,0.906994,-9999,0.743591,1.25325,0.69494,0.00574227,1.19489,1.25325,1.35101,0.775298,0.69494,0.438244,1.66798,1.61343,1.67835,1.88386,0.420125,0.404875,0.443182,0.515733,1.79181,1.05639,1.63014,1.79188,0.698475,0.367542,0.432759,0.665872,-9999,-9999
201303,13.504,1.0,332.67,209.923,1.0,320.684,1.0,6.884,1.0,101.879,1.0,1.022,0.0,1.92,0.999328,0.287989547586,0.999327956989,119.68733871,1.0,402.439941532,1.0,28.7769730306,0.997311827957,26.6449112331,0.999327956989,382.861111559,1.0,415.22,1.0,9.38,1.0,-9999,1.0,18.8468,0.97043,-9999,0.276035,74.5629,0.971102,-9999,0.615582,1.3853,0.744624,0.0137184,1.32401,1.36888,1.397,0.931452,0.747984,0.647849,2.00543,1.98211,2.00543,2.09548,0.644622,0.577759,0.636551,0.772823,1.92032,1.64756,1.85864,1.95231,0.883035,0.535776,0.666856,0.769361,-9999,-9999
201304,16.964,1.0,410.09,293.114,1.0,327.247,1.0,10.994,1.0,101.649,1.0,0.37,0.0,2.933,0.999306,0.472459367612,0.999305555556,177.040636806,1.0,562.251666667,1.0,37.2883886968,0.996527777778,37.0747090278,1.0,404.704984722,1.0,401.105,1.0,12.553,1.0,-9999,1.0,46.87,0.941667,-9999,0.483117,88.5448,0.940278,-9999,0.674978,1.87107,0.896528,0.0203175,1.84999,1.86461,1.90243,0.883333,0.897222,0.897917,4.0395,3.99018,4.05888,4.14838,2.18807,2.09828,2.1759,2.29502,3.53008,3.43169,3.50099,3.53689,1.34206,1.28542,1.39374,1.49419,-9999,-9999
201305,18.866,1.0,463.423,332.036,1.0,339.926,1.0,12.474,1.0,101.517,1.0,0.231,0.0,3.229,1.0,0.492287634409,1.0,212.191083877,0.999327956989,644.035759208,0.999327956989,34.6188619129,0.997311827957,44.3692597885,0.998655913978,413.641809812,1.0,398.694,1.0,14.786,1.0,-9999,1.0,86.3232,0.96707,-9999,0.411559,67.7471,0.969086,-9999,0.610195,-1.10182,0.950941,0.0261187,-1.13678,-1.10525,-1.08127,0.946237,0.950941,0.966398,4.46273,4.26281,4.46683,4.52137,5.57404,5.3457,5.56271,5.58983,4.44063,4.33553,4.35646,4.38458,4.98142,5.00055,5.17852,5.24123,-9999,-9999
201306,21.313,1.0,485.468,342.552,1.0,359.861,1.0,13.315,1.0,101.222,1.0,0.224,0.0,3.2,0.998611,0.485099556738,0.998611111111,228.586691667,1.0,672.876252778,1.0,30.8825623148,0.997916666667,47.6405236111,1.0,424.932140278,1.0,399.933,1.0,17.155,1.0,-9999,1.0,144.694,0.991667,-9999,0.654713,28.0633,0.993056,-9999,0.661709,-4.1124,0.963889,0.0315792,-4.15277,-4.13019,-4.12126,0.990278,0.986806,0.956944,5.56492,5.46896,5.57326,5.66318,9.70768,9.62903,9.70008,9.79911,6.44866,6.20026,6.30177,6.44866,9.70228,9.63346,9.708,9.76399,-9999,-9999
201307,21.581,1.0,474.26,346.16,1.0,359.998,1.0,12.902,1.0,101.173,1.0,0.0,0.0,2.7,0.999328,0.462614933654,0.999327956989,230.964519489,1.0,672.761383065,1.0,27.8341330788,0.999327956989,48.8368413978,1.0,424.999789651,1.0,397.905,1.0,19.313,1.0,-9999,1.0,189.384,0.999328,-9999,0.756448,3.72039,0.999328,-9999,0.664885,-5.86074,0.969086,0.0495658,-6.03487,-5.85052,-5.65555,0.989247,0.969758,0.947581,8.06277,7.91568,8.06699,8.17407,13.9562,13.6307,13.9507,14.0268,7.80396,7.7939,7.86332,7.98183,13.4014,13.3856,13.5862,13.7894,-9999,-9999
201308,20.909,1.0,431.107,315.494,1.0,356.304,1.0,11.054,1.0,101.314,1.0,0.002,0.0,2.563,0.999328,0.461340711508,0.999327956989,203.474858199,1.0,618.386380376,1.0,25.4135342742,0.998655913978,46.5576673387,1.0,420.262231183,1.0,398.333,1.0,18.42,1.0,-9999,1.0,172.314,0.995296,-9999,0.666712,2.77392,0.995296,-9999,0.626645,-6.88794,0.984543,0.055748,-6.86817,-6.80167,-6.77118,0.977823,0.971774,0.989247,6.71534,6.71534,6.76104,6.8909,13.6133,13.4092,13.5883,13.6645,5.25473,5.09994,5.245,5.61986,12.22,12.2959,12.4009,12.6472,-9999,-9999
201309,20.126,1.0,363.101,242.633,1.0,353.336,1.0,11.249,1.0,101.227,1.0,0.48,0.0,2.106,1.0,0.384960416667,1.0,144.450100694,1.0,471.563471528,1.0,21.7185945873,0.989583333333,37.81296875,1.0,412.224554167,1.0,397.245,1.0,17.422,1.0,-9999,1.0,142.667,0.971528,-9999,0.630533,-16.9037,0.971528,-9999,0.692502,-4.18903,0.944444,0.0498603,-4.24242,-4.18903,-4.15767,0.922222,0.944444,0.945833,5.78415,5.55502,5.67765,5.78103,9.95747,9.76428,9.9032,9.95329,3.74146,3.52255,3.62474,3.74146,8.34394,8.31859,8.40879,8.45014,-9999,-9999
201310,15.976,1.0,281.944,189.077,1.0,325.118,1.0,10.047,1.0,101.55,1.0,0.012,0.0,1.231,1.0,0.237584005376,1.0,98.4320826613,1.0,357.541168011,1.0,18.0424885753,1.0,30.1271626344,1.0,383.926144489,1.0,418.686,1.0,12.083,1.0,-9999,1.0,86.1072,0.938844,-9999,0.580731,2.1061,0.94422,-9999,0.783582,-2.58882,0.834005,0.0459239,-2.82416,-2.58182,-2.4808,0.802419,0.829301,0.881048,4.09921,3.65895,3.76857,3.88122,6.60676,6.33038,6.4356,6.58653,1.07839,1.7637,2.66701,3.39412,5.05515,3.64767,5.25908,5.63893,-9999,-9999
201311,12.182,1.0,210.147,122.449,1.0,320.67,1.0,6.073,1.0,101.829,1.0,0.816,0.0,0.878,1.0,0.184993055556,1.0,56.8347298611,1.0,232.078327778,1.0,12.9188310112,0.990972222222,19.4929304563,0.995833333333,365.290559722,1.0,435.8,0.990972,8.394,1.0,-9999,1.0,42.4775,0.895833,-9999,0.434058,11.5782,0.895833,-9999,0.741438,-0.459555,0.576389,0.061997,-0.599924,-0.49207,-0.450438,0.527778,0.572222,0.727083,2.24468,2.15905,2.22413,2.27773,2.74638,2.57639,2.69013,2.83991,1.67242,1.67242,2.37016,2.84445,3.48999,2.14374,2.33055,4.13977,-9999,-9999
201312,6.644,1.0,174.917,107.771,1.0,289.208,1.0,4.219,1.0,102.232,1.0,0.402,0.0,0.854,0.999328,0.153315202471,0.999327956989,38.4299717742,1.0,202.082515457,1.0,16.6727750658,0.999327956989,19.8372412634,1.0,337.048633737,1.0,441.995,1.0,3.473,1.0,-9999,1.0,22.8045,0.909946,-9999,0.203608,24.9409,0.919355,-9999,0.499361,0.593276,0.578629,-9999,0.547703,0.604567,0.694856,0.573253,0.578629,0.597446,0.991895,0.947108,0.959146,0.984132,0.404211,0.259574,0.310404,0.425173,1.59824,1.12741,1.71262,1.96299,3.38092,0.634242,1.18352,3.86296,-9999,-9999
201401,9.744,1.0,191.927,116.964,1.0,306.039,1.0,5.089,1.0,102.188,0.999328,0.478,0.0,1.011,1.0,0.154886424731,1.0,47.2128409117,0.999327956989,215.713361044,0.999327956989,18.092132717,0.997983870968,20.0335739676,0.999327956989,353.967355639,0.999327956989,433.923,1.0,3.855,1.0,-9999,1.0,14.4888,0.888441,-9999,0.294523,33.8968,0.889113,-9999,0.562413,1.50609,0.514113,-9999,1.4657,1.50813,1.61891,0.323925,0.514113,0.514113,1.85741,1.68932,1.85687,1.85779,0.361566,0.234763,0.342459,0.386662,2.26361,2.15482,2.27663,2.85398,1.04302,0.0,0.0,0.966923,-9999,-9999
201402,11.872,1.0,251.952,122.248,1.0,327.421,1.0,4.061,1.0,101.787,1.0,5.65,0.0,2.17,0.999256,0.240753181991,0.998511904762,60.9876599702,1.0,236.063340774,1.0,16.4846145379,0.967261904762,16.0615210909,0.991071428571,371.255653274,1.0,415.631,1.0,8.448,1.0,-9999,1.0,20.9477,0.948661,-9999,0.32583,23.6115,0.949405,-9999,0.461049,2.04449,0.525298,0.0289238,2.00371,2.05103,2.08616,0.360119,0.384673,0.412946,1.95778,1.80114,1.95737,1.98377,-0.0413055,-0.209278,-0.129745,-0.0818888,2.34669,2.23391,2.36019,3.31417,1.05036,0.0,0.0,0.982401,-9999,-9999
201403,14.477,1.0,332.67,189.33,1.0,328.289,1.0,6.839,1.0,101.823,1.0,2.15,0.0,1.934,0.999328,0.224468142302,0.999327956989,105.095264785,1.0,323.612165105,0.676747311828,23.8750332197,0.98185483871,23.3036269577,0.998655913978,387.586827957,1.0,416.713,1.0,11.107,1.0,-9999,1.0,33.0958,0.939516,-9999,0.439381,51.2923,0.942204,-9999,0.735761,2.40426,0.744624,0.0208751,2.17672,2.40426,2.48246,0.420027,0.744624,0.754704,2.20136,2.19714,2.21707,2.29549,-0.181751,-0.231755,-0.185259,-0.0592712,2.4922,2.41235,2.51057,4.29186,1.37321,0.0,0.0,1.24001,-9999,-9999
201404,16.172,1.0,410.09,267.832,1.0,334.289,1.0,8.557,1.0,101.643,1.0,0.988,0.0,2.219,1.0,0.332354166667,1.0,170.054061806,1.0,521.958983333,1.0,29.1661011088,0.993055555556,31.2448678487,0.999305555556,399.52314375,1.0,411.805,1.0,12.1,1.0,-9999,1.0,55.5477,0.952778,-9999,0.566845,80.1232,0.952778,-9999,0.567927,2.01345,0.898611,0.019543,2.04838,2.07456,2.14445,0.9,0.904861,0.859028,3.72795,3.72795,3.75476,3.8002,1.69453,1.62869,1.68198,1.71393,3.64716,3.6241,3.81834,4.34902,1.92457,1.50549,1.6035,1.92457,-9999,-9999
201405,19.633,1.0,463.423,334.695,1.0,340.927,1.0,13.775,1.0,101.529,1.0,0.045,0.0,2.884,1.0,0.447331317204,1.0,215.256403226,1.0,649.865716398,1.0,31.470125672,1.0,41.6220557796,1.0,416.883045699,1.0,405.381,1.0,14.166,1.0,-9999,1.0,103.019,0.975134,-9999,0.509634,60.0391,0.975134,-9999,0.582368,-0.260114,0.949597,0.0210928,-0.277086,-0.260114,-0.246272,0.962366,0.949597,0.948925,5.03057,5.01489,5.04062,5.05875,5.27068,5.27232,5.30018,5.32407,5.48711,5.33535,5.41434,5.48711,5.35908,5.35348,5.39832,5.49699,-9999,-9999
201406,21.533,1.0,485.468,363.136,1.0,353.126,1.0,14.862,1.0,101.079,1.0,0.0,0.0,2.676,1.0,0.440813888889,1.0,241.2802875,1.0,711.6958,1.0,32.9458354167,1.0,47.2452722222,1.0,426.27565625,1.0,401.674,1.0,16.239,1.0,-9999,1.0,146.119,0.994444,-9999,0.635899,41.3259,0.994444,-9999,0.642075,-3.08117,0.98125,0.0319466,-3.09326,-3.08231,-3.06833,0.986111,0.986806,0.974306,5.63454,5.63916,5.65526,5.7172,8.70271,8.70835,8.7188,8.79581,6.28155,6.33025,6.36654,6.42386,9.03517,8.9537,8.97481,9.03517,-9999,-9999
201407,22.018,1.0,474.26,328.804,1.0,370.424,1.0,13.366,1.0,101.331,1.0,0.0,0.0,2.589,1.0,0.458950268817,1.0,222.059375572,0.999327956989,657.409085349,1.0,29.1849950955,0.997983870968,45.4379704301,1.0,429.769398522,1.0,391.143,1.0,17.861,1.0,-9999,1.0,157.851,0.99664,-9999,0.617663,24.1002,0.99664,-9999,0.597659,-5.55221,0.960349,0.034916,-5.56565,-5.55311,-5.52913,0.962366,0.960349,0.951613,5.51521,5.47117,5.54817,5.61003,11.0582,11.0422,11.0969,11.1384,6.59048,4.94843,5.82646,6.45364,10.8262,10.5304,10.8978,11.3187,-9999,-9999
201408,20.995,1.0,431.107,291.031,1.0,362.757,1.0,11.471,1.0,101.271,1.0,0.0,0.0,2.232,1.0,0.419748655914,1.0,187.135733871,1.0,575.445142473,1.0,25.7808463023,0.997983870968,42.2937688172,1.0,423.029946909,1.0,388.014,1.0,17.769,1.0,-9999,1.0,147.98,0.999328,-9999,0.655321,17.2595,0.999328,-9999,0.59464,-5.20542,0.956317,0.0407194,-5.20542,-5.17288,-5.12672,0.956317,0.955645,0.93078,5.71887,5.71512,5.73368,5.76987,10.9048,10.8742,10.9126,10.9343,5.1094,4.84922,5.10374,5.56635,9.9779,10.0845,10.1832,10.4307,-9999,-9999
201409,20.472,1.0,363.101,240.976,1.0,359.617,1.0,10.92,1.0,101.126,1.0,0.036,0.0,1.764,0.864583,0.341227220696,0.852777777778,145.697549306,1.0,473.2377375,1.0,21.514333222,0.989583333333,35.2509291667,1.0,418.178951389,1.0,403.129,0.996528,17.07,1.0,-9999,1.0,123.233,0.984028,-9999,0.625616,7.06383,0.984028,-9999,0.619787,-2.90218,0.90625,0.039459,-2.88142,-2.85983,-2.82313,0.892361,0.871528,0.879167,5.4856,5.42402,5.46484,5.88808,8.32739,8.23546,8.35336,8.75198,4.45203,4.02665,4.45203,5.00182,7.72338,7.23332,7.50811,7.72338,-9999,-9999
201410,18.276,1.0,281.944,170.503,1.0,348.419,1.0,10.318,1.0,101.493,1.0,0.686,0.0,1.0,1.0,0.195747311828,1.0,93.1290389785,1.0,331.512233199,1.0,15.9351318326,0.985887096774,23.5434226369,0.996639784946,400.878605511,1.0,425.172,1.0,15.147,1.0,-9999,1.0,79.0868,0.948253,-9999,0.495501,5.59091,0.949597,-9999,0.648554,-1.01872,0.726478,0.0329597,-1.06874,-1.02386,-0.978414,0.572581,0.710349,0.777554,4.39352,4.3754,4.53255,4.63028,5.38869,5.42484,5.54293,5.60655,5.4469,4.60275,5.22282,5.35292,5.6653,5.46097,5.66015,5.75303,-9999,-9999
201411,12.221,1.0,210.147,106.343,1.0,336.721,1.0,4.286,1.0,101.988,1.0,1.223,0.0,0.641,1.0,0.132475,1.0,57.3939361111,1.0,209.9229125,1.0,10.5145986171,0.974305555556,14.1016934404,0.991666666667,370.43500625,1.0,437.606,0.999306,11.975,1.0,-9999,1.0,40.6583,0.877778,-9999,0.482099,15.2855,0.886111,-9999,0.56061,1.70204,0.364583,0.110016,1.33157,1.66566,1.69172,0.33125,0.418056,0.399306,4.18964,3.94481,4.19007,4.21236,2.46428,2.27793,2.48477,2.85282,3.70913,3.38341,3.70913,7.28346,3.48829,3.4208,3.4883,4.73023,-9999,-9999
201412,10.395,1.0,174.917,63.986,0.99328,340.439,0.991935,2.134,1.0,101.938,0.967742,7.23,0.0,1.31,0.968414,0.201607590061,0.968413978495,31.0508340236,0.967741935484,129.377975086,0.967741935484,8.10115564477,0.913978494624,8.6555825719,0.951612903226,364.742453284,0.967741935484,424.536,0.989919,11.56,0.991935,-9999,1.0,21.9641,0.895161,-9999,0.805252,5.21068,0.893145,-9999,0.437939,2.61527,0.340726,-9999,2.23845,2.57967,2.61474,0.30578,0.340726,0.341398,3.2278,3.15484,3.22822,3.22995,0.604005,0.541846,0.604416,0.975414,3.52481,3.07133,3.31597,6.94587,2.21313,2.1774,2.25044,3.21937,-9999,-9999
