TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201201,8.96,0.0,191.927,109.448,0.610887,307.772,0.0,4.494,0.0,102.27,0.0,2.816,0.0,1.874,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.119,0.0,-9999,-9999,34.342,0.0,-9999,-9999,-8.48187,0.0,-9999,-8.60422,-8.47559,-8.38673,0.0,0.0,0.0,2.20037,1.86831,2.08765,2.30295,10.6682,10.2458,10.4481,10.8872,3.50615,3.23837,3.43761,3.61118,5.21052,5.21052,5.25999,5.42036,-9999,-9999
201202,10.299,0.0,253.285,151.838,0.579741,311.667,0.0,5.244,0.0,101.959,0.0,0.463,0.0,1.93,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.316,0.0,-9999,-9999,34.0952,0.0,-9999,-9999,-8.48715,0.0,-9999,-8.60436,-8.47981,-8.38532,0.0,0.0,0.0,2.42958,2.10238,2.26607,2.51993,10.9156,10.4849,10.6462,11.1094,3.75129,3.45782,3.72413,3.87188,6.73455,6.74197,6.8383,7.04542,-9999,-9999
201203,10.735,0.0,335.432,156.672,0.52957,331.297,0.0,4.283,0.0,101.749,0.0,4.328,0.0,2.184,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.119,0.0,-9999,-9999,34.342,0.0,-9999,-9999,-8.48187,0.0,-9999,-8.60422,-8.47559,-8.38673,0.0,0.0,0.0,2.49393,2.16287,2.31933,2.58034,10.9725,10.5461,10.7033,11.1738,3.82776,3.5315,3.80374,3.95533,6.79102,6.80131,6.91272,7.12023,-9999,-9999
201204,14.059,0.0,412.286,263.989,0.476389,332.477,0.0,5.906,0.0,101.696,0.0,2.527,0.0,1.985,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.084,0.0,-9999,-9999,34.2208,0.0,-9999,-9999,-8.47585,0.0,-9999,-8.5919,-8.46901,-8.38665,0.0,0.0,0.0,3.19099,2.88305,2.96498,3.25413,11.6921,11.2255,11.3768,11.827,4.48283,4.08943,4.4794,4.6614,10.2661,10.2633,10.5332,10.7554,-9999,-9999
201205,17.743,0.0,464.662,328.885,0.433468,331.77,0.0,10.871,0.0,101.481,0.0,0.085,0.0,2.034,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.853,0.0,-9999,-9999,33.869,0.0,-9999,-9999,-8.39531,0.0,-9999,-8.49438,-8.39145,-8.29055,0.0,0.0,0.0,4.01127,3.74019,3.92033,4.01646,12.4512,11.9741,12.3057,12.5053,5.22202,5.10683,5.22705,5.45852,11.967,11.7296,11.8877,12.1589,-9999,-9999
201206,20.133,0.0,485.626,346.998,0.416667,345.519,0.0,13.197,0.0,101.26,0.0,0.033,0.0,2.126,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,192.97,0.0,-9999,3.22198,33.9311,0.0,-9999,2.80623,-8.44564,0.0,0.305802,-8.54096,-8.44553,-8.36095,0.0,0.0,0.0,4.59323,4.16274,4.53088,4.68766,13.1054,12.7139,13.0107,13.1266,5.71455,5.53242,5.78478,6.0356,12.4241,11.8524,12.1578,12.4144,-9999,-9999
201207,20.91,0.696237,473.349,352.119,0.774194,351.294,0.696237,12.08,0.696237,101.285,0.612903,0.0,0.0,2.311,0.612903,0.442870614035,0.612903225806,227.409223684,0.612903225806,684.927721491,0.612903225806,32.7370910088,0.612903225806,52.311683114,0.612903225806,419.828688596,0.612903225806,380.057,0.696237,18.059,0.696237,-9999,1.0,198.84,0.68414,-9999,0.738479,26.1189,0.685484,-9999,0.569449,-8.22736,0.672715,0.045447,-8.23445,-8.21004,-8.18629,0.666667,0.677419,0.677419,4.85888,4.53615,4.81564,5.07153,13.1498,12.744,13.0633,13.2406,5.36233,5.29244,5.46508,5.55568,12.0073,12.0061,12.0965,12.1637,-9999,-9999
201208,21.611,1.0,429.234,313.041,0.979167,356.456,0.977823,13.357,1.0,101.145,0.962366,0.011,0.0,2.311,0.963038,0.395530805556,0.952284946237,199.214751583,0.952284946237,614.544503306,0.952284946237,30.7383058519,0.950268817204,48.5546847222,0.952284946237,423.107054361,0.952284946237,388.187,0.952957,17.53,0.977823,-9999,1.0,212.299,0.974462,-9999,0.925624,-5.87137,0.974462,-9999,0.669205,-7.63302,0.948253,0.0405013,-7.66153,-7.6295,-7.59334,0.959005,0.929435,0.959677,5.24167,5.10492,5.2029,5.45023,12.9299,12.6775,12.8621,13.1006,5.75439,5.62447,6.15749,6.71594,12.7856,12.2876,12.5708,12.8342,-9999,-9999
201209,19.814,1.0,360.554,254.341,1.0,349.616,1.0,11.62,1.0,101.406,1.0,0.006,0.0,1.859,1.0,0.310425694444,1.0,151.719675,1.0,495.254426389,1.0,26.74461513,0.999305555556,39.9530923611,1.0,410.803407639,1.0,409.324,1.0,15.763,1.0,-9999,1.0,137.273,0.993056,-9999,0.652481,1.33105,0.993056,-9999,0.661504,-4.48343,0.927778,0.0292839,-4.56172,-4.50193,-4.48746,0.956944,0.917361,0.939583,5.38955,5.16603,5.38955,5.65137,9.91328,9.74372,9.89248,10.1672,7.1671,6.27119,7.1671,8.25948,10.5097,9.64313,9.84734,10.242,-9999,-9999
201210,17.028,1.0,279.294,175.973,0.997312,344.721,1.0,8.076,1.0,101.61,1.0,0.873,0.0,1.621,1.0,0.280887768817,1.0,95.910921371,1.0,343.445024194,1.0,20.4007739114,0.997311827957,28.419625672,1.0,394.921945565,1.0,440.995,1.0,14.913,1.0,-9999,1.0,77.0481,0.965054,-9999,0.481763,7.42039,0.967742,-9999,0.52538,-0.813526,0.895833,0.0326551,-0.84487,-0.817947,-0.80483,0.877688,0.891801,0.890457,5.22353,4.96481,5.19017,5.51285,6.02749,5.78255,6.02749,6.36111,5.84343,5.34398,5.77333,5.97179,5.57311,5.64333,5.84981,5.98402,-9999,-9999
201211,11.999,1.0,208.278,111.381,1.0,332.952,1.0,3.845,1.0,101.909,1.0,3.956,0.0,1.05,0.997917,0.202742487023,0.997916666667,58.1508104167,1.0,219.515254861,1.0,14.479105899,0.978472222222,17.2134124594,0.990277777778,367.944338889,1.0,458.606,0.977778,10.099,1.0,-9999,1.0,38.4794,0.821528,-9999,0.330404,14.4834,0.915972,-9999,0.457903,0.69971,0.317361,0.0739561,0.0493506,0.644128,0.748446,0.135417,0.353472,0.406944,2.49117,2.24986,2.92115,3.12449,2.41799,2.22249,2.339,2.44132,2.61427,1.66289,3.49175,4.33193,4.56409,1.75968,2.44318,4.78351,-9999,-9999
