TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-9.331,0.0,77.6897,34.869,0.0,235.65,0.0,0.344,0.0,95.395,0.0,0.149,0.0,1.863,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,112.925,0.0,118.168,-9999,54.5778,0.0,57.1117,-9999,-1.13312,0.0,-9999,-1.22824,-1.13312,-0.986966,0.0,0.0,0.0,1.52564,1.42523,1.51323,1.55572,2.65877,2.4122,2.65877,2.74147,4.72549,4.60728,4.6902,4.7398,1.66828,1.62386,1.64982,1.67404,-9999,-9999
200102,-18.004,0.0,140.496,75.745,0.0,202.541,0.0,0.216,0.0,95.77,0.0,0.218,0.0,1.796,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,112.879,0.0,122.72,-9999,55.1298,0.0,59.9361,-9999,-1.1354,0.0,-9999,-1.23397,-1.1354,-0.988453,0.0,0.0,0.0,0.674102,0.618318,0.67312,0.684608,1.8095,1.60677,1.77891,1.88793,3.08596,3.00877,3.06292,3.09531,3.23348,3.15816,3.20109,3.2427,-9999,-9999
200103,-6.391,0.0,239.077,142.952,0.0,231.452,0.0,1.102,0.0,95.513,0.0,0.342,0.0,1.929,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,112.694,0.0,120.311,-9999,54.1346,0.0,57.7934,-9999,-1.12,0.0,-9999,-1.21568,-1.12,-0.97024,0.0,0.0,0.0,2.09995,2.01525,2.06523,2.15304,3.21995,2.98549,3.21995,3.28091,5.20524,5.07504,5.16638,5.22101,5.44429,5.33398,5.39493,5.45689,-9999,-9999
200104,1.358,0.0,349.657,197.364,0.0,257.303,0.0,3.554,0.0,95.389,0.0,0.684,0.0,1.863,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.5489,0.153472,112.831,0.0,117.158,-9999,54.5969,0.0,56.6904,-9999,-1.12931,0.0,-9999,-1.2257,-1.12931,-0.981667,0.0,0.0,0.0,3.74352,3.60015,3.74932,3.87149,4.87283,4.73098,4.84795,4.87283,6.39805,6.23801,6.35028,6.41742,6.98944,6.85724,6.92957,7.004,-9999,-9999
200105,9.819,0.0,438.805,237.774,0.0,288.924,0.0,6.731,0.0,95.202,0.0,0.387,0.0,2.382,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.5048,0.0,112.925,0.0,111.169,-9999,54.5778,0.0,53.7288,-9999,-1.13312,0.0,-9999,-1.22824,-1.13312,-0.986966,0.0,0.0,0.0,5.86963,5.64311,5.80481,6.04812,7.00275,6.85733,7.00974,7.03508,7.56661,7.37733,7.51011,7.58952,8.10837,7.95773,8.04097,8.12488,-9999,-9999
200106,13.058,0.0,481.007,232.771,0.0,311.42,0.0,6.133,0.0,95.477,0.0,1.876,0.0,1.623,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.5237,0.0,112.831,0.0,108.196,1.11157,54.5969,0.0,52.3541,1.10797,-1.12931,0.0,0.115268,-1.2257,-1.12931,-0.981667,0.0,0.0,0.0,6.77595,6.49409,6.77595,7.05042,7.90526,7.71979,7.90526,8.03208,7.96644,7.76717,7.90696,7.99057,8.04379,7.88991,7.97579,8.06098,-9999,-9999
200107,17.601,0.885081,461.339,273.019,0.886425,331.738,0.0,7.564,0.885081,95.324,0.0,2.604,0.877016,1.744,0.88172,0.338024791334,0.834005376344,-9999,-9999,522.791415288,0.870295698925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.395,0.885081,19.1,0.885081,8.04737,0.885081,103.015,0.883737,96.9581,0.762609,46.0038,0.883065,43.2989,0.63654,1.10646,0.875672,0.0942694,0.793795,1.10646,1.59721,0.877016,0.875672,0.861559,9.46394,8.78577,9.46394,9.53987,8.35748,7.91533,8.04325,8.09804,10.404,9.25309,9.87827,9.94426,9.32357,8.89138,8.94024,9.03523,-9999,-9999
200108,16.128,1.0,386.922,244.309,1.0,323.228,0.0,7.535,1.0,95.425,0.0,0.571,1.0,1.539,1.0,0.298578001573,0.991935483871,-9999,-9999,469.825014113,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.573,1.0,18.946,1.0,3.09409,1.0,103.725,0.997312,92.9983,0.87154,23.8127,0.999328,21.3502,0.650705,0.91341,0.971774,0.0987379,0.549339,0.824788,0.91341,0.989247,0.963038,0.971774,9.08782,8.10179,8.65572,8.98085,8.17441,7.67056,7.96246,8.0591,8.07975,7.86907,8.37456,8.90992,7.92686,7.87227,8.17571,8.26508,-9999,-9999
200109,9.987,1.0,283.605,162.206,1.0,299.111,0.0,4.436,1.0,95.531,0.0,0.563,1.0,1.534,0.999306,0.295017050827,0.986805555556,-9999,-9999,311.933674306,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.041,1.0,10.806,1.0,-1.74055,1.0,43.2615,0.996528,37.2267,0.443234,30.0016,1.0,25.8165,0.637726,1.17747,0.552083,0.0987134,0.84757,0.9428,1.13688,0.544444,0.549306,0.552083,7.161,6.16041,6.99074,7.161,5.98353,5.31284,5.85139,5.98353,5.66412,4.81613,5.49449,5.66412,5.62538,5.21637,5.37597,5.62538,-9999,-9999
200110,-0.161,1.0,177.474,88.027,1.0,258.028,0.0,2.1,1.0,95.148,0.0,0.248,1.0,1.799,1.0,0.311368676366,0.973790322581,-9999,-9999,169.282448253,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.926,1.0,10.514,1.0,-5.26767,1.0,9.16054,1.0,7.88268,0.213118,18.7976,1.0,16.1754,0.51194,2.2177,0.0,-9999,1.65997,1.9305,2.2177,0.0,0.0,0.0,4.07595,3.06328,3.58295,4.07595,1.85824,1.24928,1.85824,2.12067,1.80836,1.33094,1.72548,2.72799,3.16928,2.77415,2.9673,3.16928,-9999,-9999
200111,-4.387,0.979167,96.7745,34.962,0.979861,253.168,0.0,0.726,0.979167,95.517,0.0,0.027,0.970139,1.604,0.968056,0.280850585416,0.94375,-9999,-9999,68.9299375,0.966666666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.989,0.979167,13.874,0.979167,-3.97006,0.979167,3.41403,0.979167,2.93778,0.113684,1.5431,0.979167,1.32784,0.408172,3.78211,0.0,-9999,3.18077,3.61977,3.78211,0.0,0.0,0.0,2.94203,2.19978,2.59251,2.94203,-0.840082,-1.07779,-0.840082,-0.51319,1.05036,0.687993,0.984815,2.09561,1.46236,1.2407,1.34813,1.46236,-9999,-9999
200112,-13.876,0.0,61.8715,23.78,0.0,224.605,0.0,0.105,0.0,95.222,0.0,0.303,0.0,1.825,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.92,0.0,12.545,0.0,-3.76979,0.0,2.97582,0.0,2.83734,0.0909965,5.93572,0.0,5.65951,0.365366,0.914403,0.0,-9999,0.509989,0.615504,0.914172,0.0,0.0,0.0,1.12389,0.829686,1.01056,1.12389,0.20972,0.209489,0.357564,0.395066,0.248258,0.131604,0.225064,0.940337,1.06348,0.889601,0.973485,1.06348,-9999,-9999
200201,-17.967,0.0,77.6897,36.406,0.0,211.107,0.0,0.237,0.0,95.237,0.0,0.194,0.0,1.663,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.921,0.0,12.55,0.0,-4.10353,0.0,2.97007,0.0,3.10797,-9999,5.9467,0.0,6.22279,-9999,-1.10513,0.0,-9999,-1.10513,-1.09101,-1.08151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10373,1.08151,1.09101,1.10513,0.0745003,0.071858,0.0745008,0.0782972,0.342712,0.33082,0.342712,0.34923,-9999,-9999
