TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201302,-3.328,0.977679,174.165,50.988,0.329613,288.025,0.0,0.358,0.401786,90.622,1.0,3.632,0.0,1.569,0.932292,0.344273056204,0.712053571429,-9999,-9999,-9999,-9999,-9999,-9999,14.0355369118,0.96130952381,-9999,-9999,-9999,-9999,-9999,-9999,418.682,0.946429,1.407,2.204,2.433,0.977679,0.977679,0.977679,30.956,32.171,1.0,1.0,-9999,1.0,2.27864,0.892113,-9999,0.203607,9.6027,0.869048,-9999,0.782208,0.804417,0.409226,-9999,0.804417,0.82621,0.891213,0.409226,0.429315,0.370536,1.03319,1.00449,1.03816,1.09789,0.229043,0.195412,0.20692,0.228613,0.482589,0.474789,0.484304,0.581597,0.378035,0.394821,0.431914,0.465773,-9999,-9999
201303,-3.255,0.991935,268.882,87.488,0.936156,280.485,0.0,0.993,0.0,90.334,1.0,2.336,0.985215,2.194,0.96371,0.52371004218,0.727150537634,-9999,-9999,161.17439394,0.889112903226,-9999,-9999,11.3224743414,0.98185483871,42.5965354136,0.654569892473,-9999,-9999,-9999,-9999,411.377,1.0,1.308,2.08,2.297,0.400538,0.400538,0.400538,33.252,32.427,1.0,1.0,-9999,1.0,8.87079,0.983871,-9999,-9999,41.561,0.972446,-9999,-9999,0.598238,0.954973,-9999,0.535587,0.548997,0.568999,0.950269,0.950941,0.956317,0.934299,0.923776,0.926162,0.93884,0.353325,0.358062,0.377165,0.393274,1.05138,0.953404,1.01536,1.04098,0.490799,0.484967,0.502935,0.576942,-9999,-9999
201304,6.353,1.0,370.188,163.656,0.984028,301.504,0.0368056,2.978,0.0,91.128,1.0,1.158,0.740278,1.993,0.997222,0.399164253803,0.859027777778,-9999,-9999,321.36786484,0.951388888889,153.00523057,0.793055555556,13.3383687608,1.0,66.2723948889,0.590972222222,-9999,-9999,-9999,-9999,385.286,1.0,5.842,5.289,5.102,0.0,0.0,0.0,34.639,32.939,1.0,1.0,-9999,1.0,29.4598,0.999306,-9999,-9999,37.6272,0.999306,-9999,-9999,-3.88583,0.972917,-9999,-3.90905,-3.895,-3.87973,0.972917,0.972917,0.972917,1.77047,1.70153,1.73263,1.75003,5.66978,5.57962,5.62522,5.65117,1.48666,1.41367,1.46856,1.59542,5.27798,5.31269,5.37851,5.65998,-9999,-9999
201305,10.341,0.942876,448.381,159.67,0.832661,331.195,0.829301,2.998,0.288978,90.828,0.992608,4.067,0.964382,2.227,0.995968,0.455366537734,0.912634408602,122.076621926,0.800403225806,339.700155568,0.800403225806,179.32791719,0.944220430108,7.54113974611,0.800403225806,74.8677933401,0.877016129032,13.7537141083,0.800403225806,364.332258639,0.800403225806,368.55,1.0,7.569,6.731,6.444,0.698253,0.698253,0.698253,31.624,30.276,1.0,1.0,-9999,1.0,36.9381,0.985887,-9999,0.536163,38.4915,0.983871,-9999,0.759581,-5.79991,0.881048,0.0915555,-5.70776,-5.6596,-5.64048,0.885753,0.857527,0.860887,3.34627,3.19245,3.34627,3.71931,9.00051,8.86989,9.14733,9.37521,3.71598,3.79693,3.88738,4.05044,9.35145,9.30998,9.35229,9.41035,-9999,-9999
201306,14.108,0.890972,484.124,178.523,0.890972,352.241,0.890972,3.785,0.890972,91.318,1.0,5.142,0.888889,1.332,0.991667,0.386717170734,0.892361111111,136.028622649,0.866666666667,350.974625236,0.866666666667,193.053465671,1.0,8.50032570441,0.866666666667,93.8953091764,1.0,14.8012915288,0.866666666667,381.734742788,0.866666666667,362.399,1.0,9.653,8.594,8.226,0.890972,0.890972,0.890972,30.571,29.971,1.0,1.0,-9999,1.0,41.0649,0.9875,-9999,0.453922,46.7156,0.98125,-9999,0.689867,-4.88369,0.892361,0.0733114,-4.89737,-4.80597,-4.75745,0.892361,0.923611,0.925694,4.42726,4.40705,4.44425,4.69739,9.37895,9.21027,9.35499,9.4238,4.65924,4.55939,4.75216,4.91139,9.09949,8.99151,9.09949,9.39439,-9999,-9999
201307,17.162,1.0,467.183,243.792,1.0,344.445,1.0,7.365,1.0,91.694,1.0,1.374,1.0,1.047,0.993952,0.352354131482,0.882392473118,167.615508312,1.0,488.686809458,0.999327956989,192.611291095,0.727822580645,10.9484659295,1.0,-9999,-9999,23.5370952253,1.0,397.084241935,1.0,375.293,1.0,11.331,10.176,9.83,1.0,1.0,1.0,18.295,21.545,1.0,1.0,-9999,1.0,66.3094,1.0,-9999,0.592264,77.4,1.0,-9999,0.900666,-5.97424,0.875672,0.11035,-6.25652,-6.09638,-5.80303,0.918011,0.88172,0.84879,4.6508,4.05717,4.6508,5.24211,10.1834,10.2133,10.7472,10.9991,5.2167,5.92981,6.47914,7.06196,12.567,11.4835,12.0731,12.2707,-9999,-9999
201308,17.055,1.0,402.546,201.606,1.0,341.241,1.0,8.291,1.0,91.632,1.0,1.587,1.0,1.198,1.0,0.344345964252,0.89314516129,129.062347102,0.997983870968,394.364957244,0.997983870968,163.336205252,0.959005376344,7.92090604731,1.0,77.667858653,0.959005376344,16.6150930599,1.0,396.574903226,1.0,381.823,1.0,12.248,11.362,11.092,1.0,1.0,1.0,14.844,12.226,1.0,1.0,-9999,1.0,45.1251,1.0,-9999,0.541796,72.9102,1.0,-9999,0.909968,-3.92499,0.930108,0.0809069,-3.97459,-3.9193,-3.82959,0.981855,0.908602,0.94086,5.0129,4.5235,4.87781,5.04941,8.87933,8.47912,8.82103,8.93699,4.01787,3.9329,4.2575,4.54661,8.43875,7.98609,8.29129,8.54393,-9999,-9999
201309,9.307,1.0,309.568,113.826,0.997222,323.885,1.0,2.266,1.0,91.226,1.0,6.64,1.0,1.317,1.0,0.359494642865,0.880555555556,70.8067059567,1.0,215.846382526,1.0,109.397570919,1.0,5.08074345898,1.0,57.4104307547,0.552083333333,10.4117223082,1.0,357.302309028,1.0,373.964,1.0,9.035,9.36,9.441,1.0,1.0,1.0,15.407,15.29,1.0,1.0,-9999,1.0,25.5275,0.999306,-9999,0.53296,27.5468,1.0,-9999,0.77169,-2.71178,0.991667,0.0663656,-2.84853,-2.78435,-2.76624,0.975694,0.988889,0.993056,3.3793,3.31188,3.3793,3.43319,6.05427,6.06187,6.12796,6.2662,3.26256,3.14211,3.46194,3.69372,6.75562,6.55013,6.65784,6.79136,-9999,-9999
201310,8.76,0.988575,209.752,92.937,0.97379,306.113,0.989247,2.554,0.988575,91.564,0.975806,1.335,0.987231,2.904,0.99328,0.4256432506,0.930779569892,33.2255234821,0.987903225806,164.459945455,0.987903225806,80.4526584499,0.782258064516,3.98060513915,0.987231182796,42.4203903505,0.620967741935,10.4143407453,0.987903225806,354.080535215,0.987903225806,392.1,0.995296,7.612,7.847,7.937,0.988575,0.988575,0.988575,16.178,22.758,1.0,1.0,-9999,1.0,42.2435,0.993952,-9999,0.743814,15.7092,0.993952,-9999,0.691349,-3.448,0.985215,0.0665677,-3.63088,-3.44126,-3.41141,0.981855,0.985215,0.988575,3.32827,3.2289,3.25431,3.29735,6.7041,6.65397,6.76693,6.8418,3.63069,3.45617,3.51885,3.56737,7.1015,7.1015,7.14397,7.2046,-9999,-9999
201311,2.801,0.975,129.956,36.237,0.853472,307.448,0.975,0.652,0.975,91.006,1.0,2.617,0.747222,2.67,0.917361,0.462669269913,0.775,7.96153448588,0.808333333333,66.0410435294,0.808333333333,45.1433106026,0.899305555556,2.78026695921,0.941666666667,-9999,-9999,5.28489390073,0.941666666667,327.607203935,0.941666666667,392.514,1.0,5.29,6.332,6.656,0.975,0.975,0.975,17.246,26.699,1.0,1.0,-9999,1.0,8.1278,0.926389,-9999,0.369917,5.41043,0.904861,-9999,0.610358,-0.530963,0.861806,0.0484419,-0.640778,-0.537241,-0.49802,0.852778,0.869444,0.872917,1.97807,1.98626,2.00127,2.02245,2.52389,2.50624,2.52178,2.63738,3.93114,2.53957,2.83438,3.12969,3.13047,2.73666,2.98158,3.02334,-9999,-9999
201312,-0.386,0.894489,93.7233,31.586,0.707661,291.56,0.894489,0.889,0.894489,91.616,1.0,1.846,0.778898,3.424,0.861559,0.508704978506,0.682123655914,1.77702845957,0.572580645161,55.8617170949,0.572580645161,31.0992676897,0.677419354839,4.64383058432,0.838709677419,-9999,-9999,7.70089157604,0.838709677419,311.866081731,0.838709677419,396.454,1.0,2.474,3.538,3.933,0.894489,0.894489,0.894489,18.353,31.192,1.0,1.0,-9999,1.0,5.39351,0.920027,-9999,0.271606,5.8238,0.888441,-9999,0.824926,0.864837,0.77957,0.0274567,0.838147,0.855328,0.866681,0.766129,0.808468,0.793683,1.46105,1.45385,1.46837,1.5077,0.586964,0.595686,0.61728,0.665955,1.28852,1.27236,1.2884,1.42902,0.572902,0.28623,0.477155,0.572158,-9999,-9999
201401,-1.182,0.864919,110.486,32.256,0.81586,295.713,0.864919,0.526,0.864919,90.711,1.0,1.06,0.843414,3.23,0.674059,-9999,-9999,13.1678320929,0.838709677419,63.8037146674,0.709677419355,-9999,-9999,4.19240225801,0.838709677419,-9999,-9999,6.02683762674,0.838709677419,308.417285256,0.838709677419,400.451,1.0,1.888,2.93,3.267,0.864919,0.864919,0.864919,18.527,29.129,1.0,1.0,-9999,1.0,3.45434,0.883065,-9999,0.195964,8.24387,0.944892,-9999,0.784747,0.403111,0.885081,0.0185093,0.401616,0.407941,0.415329,0.882392,0.883065,0.897849,0.976509,0.976267,0.986199,1.00954,0.549401,0.567219,0.572592,0.594736,0.761562,0.747506,0.795445,0.901231,0.738334,0.72069,0.738334,0.774017,-9999,-9999
201402,1.225,0.993304,174.165,66.028,0.994048,286.544,0.994048,1.275,0.993304,90.814,1.0,1.229,0.854911,3.798,0.969494,0.533779082255,0.824404761905,22.0470210896,0.991071428571,123.796455446,0.991071428571,-9999,-9999,4.22334622618,0.991071428571,-9999,-9999,8.32040648513,0.991071428571,320.858157321,0.991071428571,399.266,1.0,0.324,1.273,1.638,1.0,1.0,1.0,18.832,28.509,1.0,1.0,-9999,1.0,7.58241,0.995536,-9999,0.259721,26.14,0.997768,-9999,0.875566,-0.562201,0.994048,0.0274164,-0.581797,-0.573712,-0.563749,0.993304,0.994048,0.994048,0.994131,0.973634,0.983448,0.994131,1.55682,1.54471,1.55153,1.55633,0.711481,0.697101,0.747986,0.808955,1.46348,1.46116,1.47855,1.50628,-9999,-9999
201403,4.906,0.997984,268.882,125.317,0.998656,284.417,0.997984,3.055,0.997984,91.161,1.0,3.554,0.969758,2.043,0.887769,0.450686097944,0.719758064516,62.6238596936,0.992607526882,245.502279479,0.992607526882,-9999,-9999,5.02121526445,0.992607526882,-9999,-9999,11.9086069794,0.992607526882,336.796832807,0.992607526882,393.944,0.997312,2.845,2.925,2.986,0.997984,0.997984,0.997984,18.892,30.912,1.0,1.0,-9999,1.0,30.1256,0.995968,-9999,0.401623,36.4942,0.995968,-9999,1.0394,-3.31251,0.980511,0.0513832,-3.31597,-3.29862,-3.25287,0.93414,0.981855,0.987231,2.33411,2.23583,2.33166,2.37069,5.59476,5.53259,5.59514,5.64702,2.02284,1.6577,1.89484,2.22235,5.63423,5.43544,5.48492,5.6614,-9999,-9999
201404,7.643,1.0,370.188,150.201,1.0,312.045,1.0,2.502,1.0,90.988,0.970833,3.153,1.0,1.6,0.846528,0.361253770228,0.696527777778,100.803942531,1.0,290.74457443,1.0,-9999,-9999,6.70014382056,1.0,-9999,-9999,12.1197344763,1.0,349.442684028,1.0,384.605,0.997222,5.058,4.72,4.639,1.0,1.0,1.0,19.129,31.366,1.0,1.0,-9999,1.0,41.8546,0.997222,-9999,0.528702,34.9301,0.995833,-9999,0.820685,-5.31997,0.974306,0.0573262,-5.38568,-5.31983,-5.2415,0.960417,0.986806,0.952083,3.01704,2.78941,2.9923,3.82952,8.2781,8.12998,8.29002,9.03927,2.08003,1.82965,1.97783,2.22918,7.65163,7.51938,7.60938,7.79107,-9999,-9999
201405,9.984,0.987903,448.381,178.554,0.989247,322.255,0.987903,3.45,0.987231,91.114,0.982527,7.191,0.974462,2.387,0.920699,0.477360079262,0.766801075269,127.09893243,0.956989247312,349.385757218,0.959005376344,-9999,-9999,7.10173917514,0.959005376344,-9999,-9999,13.9820886602,0.959005376344,361.612144642,0.959005376344,383.143,1.0,7.176,6.622,6.439,0.988575,0.988575,0.988575,21.758,31.391,1.0,0.995296,-9999,1.0,50.2102,0.997984,-9999,0.554864,51.1688,0.99328,-9999,0.976495,-4.62721,0.990591,0.0497333,-4.64255,-4.61872,-4.59191,0.991263,0.992608,0.944892,3.05805,2.99392,3.07117,3.70222,7.68449,7.63248,7.71057,8.29488,3.0411,3.05925,3.19652,3.45127,7.84091,7.94903,8.01231,8.14001,-9999,-9999
201406,13.445,0.986806,484.124,216.317,0.988194,329.788,0.986806,5.776,0.986806,91.377,0.938194,3.734,0.974306,1.286,0.963194,0.387285270671,0.840972222222,154.164971696,0.958333333333,423.626173519,0.958333333333,-9999,-9999,8.54072545122,0.958333333333,-9999,-9999,17.0842566561,0.958333333333,378.142915469,0.958333333333,378.591,1.0,9.267,8.603,8.373,0.986806,0.986806,0.986806,21.178,27.724,1.0,1.0,-9999,1.0,68.5144,0.999306,-9999,0.616528,57.7571,0.996528,-9999,0.783185,-5.47729,0.968056,0.0743143,-5.54343,-5.45981,-5.40137,0.954861,0.972917,0.973611,5.73727,5.29017,5.51879,5.73025,11.1708,10.694,11.0955,11.2538,7.65943,6.78874,7.48133,8.88767,11.4374,11.1306,11.5259,12.1406,-9999,-9999
201407,17.072,0.894489,467.183,203.6,0.898522,350.35,0.895161,5.282,0.894489,91.182,0.427419,4.658,0.848118,1.713,0.957661,0.345907765547,0.810483870968,153.891084481,0.831317204301,420.163934184,0.60752688172,-9999,-9999,8.63918266194,0.817876344086,-9999,-9999,16.6975385123,0.831317204301,396.60701209,0.831989247312,378.455,1.0,11.87,10.586,10.218,0.893145,0.893145,0.893145,-9999,-9999,-9999,-9999,-9999,1.0,79.1161,0.99664,-9999,0.707122,40.0647,0.991935,-9999,0.66339,-6.41723,0.819892,0.0731712,-6.36773,-6.30664,-6.22625,0.739247,0.790323,0.888441,3.63009,3.54944,3.65201,3.81469,9.89028,9.77727,10.0769,10.1522,6.78867,5.53981,6.62593,6.82386,11.714,10.9719,11.5536,11.6796,-9999,-9999
201408,13.915,1.0,402.546,148.742,0.989247,348.159,1.0,3.129,1.0,91.257,0.589382,3.594,1.0,2.062,0.979839,0.358220226673,0.864247311828,106.452113594,0.999327956989,277.127902129,0.86626344086,147.363337694,0.58064516129,6.0972280627,1.0,-9999,-9999,12.880963799,1.0,382.039368952,1.0,375.872,0.999328,11.717,11.203,11.083,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,1.0,61.2879,0.999328,-9999,0.696239,22.507,0.999328,-9999,0.633819,-5.05807,0.971774,0.0753839,-5.15662,-5.07109,-4.96595,0.985215,0.994624,0.959005,3.7282,3.60843,3.7282,4.11942,8.75248,8.77374,8.79868,8.99649,3.48458,3.16014,3.3736,3.48458,8.8624,8.74321,8.89825,8.97785,-9999,-9999
201409,12.696,1.0,309.568,114.251,0.995833,338.856,1.0,2.461,1.0,91.54,0.557639,5.047,1.0,1.682,0.96875,0.333061342447,0.842361111111,67.9077282269,1.0,205.921872541,0.916666666667,127.384944139,0.557638888889,4.43459086868,1.0,-9999,-9999,10.6290917897,1.0,375.837155556,1.0,376.06,1.0,10.805,10.579,10.546,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,1.0,49.6986,0.999306,-9999,0.696847,15.6848,1.0,-9999,0.778341,-3.64391,0.957639,0.0608088,-3.74645,-3.62868,-3.45476,0.902083,0.958333,0.961111,4.87356,4.60227,4.71756,4.75781,8.24624,8.15236,8.23815,8.45465,3.5944,2.59646,3.6254,4.37645,7.84408,6.96759,7.56899,7.84504,-9999,-9999
201410,8.54,1.0,209.752,73.269,1.0,320.005,1.0,1.523,1.0,91.562,0.563844,3.323,1.0,2.458,0.971774,0.384282875988,0.811827956989,28.5247297259,1.0,142.418619498,1.0,71.5550301714,0.891129032258,3.29484861192,1.0,-9999,-9999,8.83085454953,1.0,356.374387769,1.0,381.327,1.0,8.684,9.057,9.236,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,1.0,23.6895,1.0,-9999,0.393905,15.8038,0.999328,-9999,0.825355,-2.56067,0.992608,0.0486694,-2.61442,-2.56067,-2.44435,0.999328,0.992608,0.97379,2.30428,2.17286,2.2553,2.31349,4.83602,4.75276,4.8035,4.84143,3.04121,2.35121,2.50085,2.68343,5.03005,5.00845,5.05091,5.1002,-9999,-9999
201411,4.27,1.0,129.956,37.841,1.0,310.5,1.0,0.953,1.0,91.302,0.988194,1.193,1.0,3.191,0.923611,0.437227677496,0.727083333333,8.19509701277,0.954166666667,74.1817225704,1.0,44.4963081387,0.963194444444,2.38374438651,0.995138888889,-9999,-9999,5.03433955437,0.954166666667,334.539332364,0.952083333333,394.223,1.0,6.029,6.771,7.233,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,1.0,12.1105,1.0,-9999,0.269209,1.84748,0.999306,-9999,0.744105,-0.465093,0.99375,0.0357484,-0.557001,-0.507181,-0.494779,0.990972,0.99375,0.99375,1.63017,1.55188,1.56808,1.59948,2.09242,2.06837,2.08461,2.11776,1.94584,1.52214,1.58904,1.97363,2.38495,2.34236,2.38389,2.58207,-9999,-9999
201412,-1.129,1.0,93.7233,24.149,0.995296,293.937,1.0,0.615,1.0,91.197,1.0,2.904,0.730511,2.594,0.891129,0.457400222871,0.633064516129,4.32513251008,1.0,46.6849186913,0.967741935484,28.2738473168,0.734543010753,3.00382537075,0.983198924731,12.4794479652,0.930107526882,4.71889745336,1.0,310.326929435,1.0,400.292,1.0,2.805,4.322,5.358,0.976478,0.976478,0.693548,-9999,-9999,-9999,-9999,-9999,1.0,9.62741,0.999328,-9999,0.26927,1.28609,0.998656,-9999,0.820074,0.1677,0.984543,0.0258132,0.141932,0.156155,0.167968,0.894489,0.985887,0.97043,0.783508,0.798632,0.841298,0.885487,0.632019,0.649883,0.682549,0.738743,1.17815,1.02123,1.18893,1.37868,0.900668,0.904513,0.964568,0.993233,-9999,-9999
