TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200908,15.941,0.0,412.09,218.138,0.0,358.492,0.0,5.804,0.0,94.867,0.0,2.022,0.0,2.662,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.131,0.0,0.721,-9999,0.0,-9999,20.546,0.0,-9999,1.0,96.0839,0.0,-9999,-9999,14.7511,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200909,14.092,0.0,326.201,181.669,0.0,344.095,0.0,5.001,0.0,95.274,0.0,0.937,0.0,2.159,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,95.9687,0.0,106.655,-9999,14.7497,0.0,16.3921,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200910,2.462,0.0,231.252,86.446,0.0,308.106,0.0,1.562,0.0,94.754,0.0,3.489,0.0,3.111,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.134,0.0,0.728,-9999,0.0,-9999,20.548,0.0,-9999,1.0,96.0022,0.0,106.374,-9999,14.8062,0.0,16.4058,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200911,1.761,0.0,152.996,67.088,0.0,295.716,0.0,1.651,0.0,95.013,0.0,0.968,0.0,2.753,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,90.1621,0.0,-9999,-9999,14.7497,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200912,-9.056,0.0,116.533,45.387,0.0,259.749,0.0,0.866,0.0,94.795,0.0,1.494,0.0,3.082,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.162,0.0,0.724,-9999,0.0,-9999,20.546,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,14.6919,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201001,-9.44,0.0,133.614,64.135,0.0,252.48,0.0,0.894,0.0,94.963,0.0,0.579,0.0,3.29,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.131,0.0,0.721,-9999,0.0,-9999,20.546,0.0,-9999,1.0,40.7242,0.0,-9999,-9999,14.7511,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201002,-7.842,0.0,196.974,100.255,0.0,254.405,0.0,1.259,0.0,95.042,0.0,0.417,0.0,2.765,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.133,0.0,0.728,-9999,0.0,-9999,20.548,0.0,-9999,1.0,40.7976,0.0,-9999,-9999,14.8122,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201003,0.803,0.0,288.308,175.855,0.0,276.537,0.0,2.597,0.0,94.901,0.0,0.403,0.0,2.601,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.162,0.0,0.724,-9999,0.0,-9999,20.546,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,14.6919,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201004,7.11,0.0,383.019,232.68,0.0,304.169,0.0,4.725,0.0,94.679,0.0,0.895,0.0,3.199,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,14.7497,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201005,12.895,0.0,453.957,265.225,0.0,337.921,0.0,7.24,0.0,94.877,0.0,1.846,0.0,2.847,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.131,0.0,0.721,-9999,0.0,-9999,20.546,0.0,-9999,1.0,40.7242,0.0,-9999,-9999,14.7396,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201006,15.429,0.0,485.583,237.33,0.0,364.538,0.0,5.243,0.0,94.73,0.0,4.234,0.0,2.259,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,14.6941,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201007,19.244,0.0,470.369,260.391,0.0,374.393,0.0,7.273,0.0,94.796,0.0,3.207,0.0,2.528,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.134,0.0,0.728,-9999,0.0,-9999,21.788,0.0,-9999,1.0,40.788,0.0,-9999,-9999,18.4892,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201008,19.233,0.0,412.09,229.506,0.0,371.752,0.0,6.845,0.0,94.745,0.0,3.008,0.0,2.851,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.093,0.0,0.724,-9999,0.0,-9999,29.568,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,43.1572,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201009,10.248,0.0,326.201,153.08,0.0,331.961,0.0,3.084,0.0,94.765,0.0,5.6,0.0,3.142,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.252,0.0,12.895,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201010,6.492,0.0,231.252,116.27,0.0,308.981,0.0,2.826,0.0,94.727,0.0,1.406,0.0,3.03,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.166,0.0,13.209,-9999,0.0,-9999,29.539,0.0,-9999,1.0,40.7242,0.0,-9999,-9999,43.9683,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201011,-0.618,0.0,152.996,65.413,0.0,289.949,0.0,1.594,0.0,94.783,0.0,1.762,0.0,3.397,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.15,0.0,13.213,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201012,-8.743,0.0,116.533,50.162,0.0,260.556,0.0,0.835,0.0,94.927,0.0,1.117,0.0,3.182,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.153,0.0,13.226,-9999,0.0,-9999,29.564,0.0,-9999,1.0,40.788,0.0,-9999,-9999,42.9695,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201101,-13.116,0.0,133.614,59.433,0.0,243.343,0.0,0.665,0.0,94.788,0.0,0.796,0.0,2.681,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.129,0.0,13.205,-9999,0.0,-9999,29.568,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,43.1572,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201102,-8.664,0.0,196.974,106.164,0.0,248.821,0.0,1.258,0.0,94.68,0.0,0.308,0.0,3.556,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.168,0.0,13.208,-9999,0.0,-9999,29.538,0.0,-9999,1.0,40.7271,0.0,-9999,-9999,44.0329,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201103,-4.407,0.0,288.308,151.255,0.0,264.695,0.0,1.815,0.0,95.214,0.0,1.077,0.0,2.746,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.153,0.0,13.226,-9999,0.0,-9999,29.564,0.0,-9999,1.0,40.788,0.0,-9999,-9999,42.9695,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201104,2.393,0.0,383.019,189.829,0.0,298.27,0.0,2.796,0.0,94.401,0.0,3.179,0.0,3.127,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.15,0.0,13.213,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201105,9.693,0.0,453.957,245.033,0.0,330.631,0.0,4.423,0.0,94.789,0.0,2.04,0.0,3.064,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.129,0.0,13.205,-9999,0.0,-9999,29.568,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,43.1572,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201106,15.698,0.0,485.583,262.267,0.0,361.113,0.0,6.632,0.0,94.726,0.0,3.371,0.0,2.89,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.15,0.0,13.213,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201107,20.88,0.0,470.369,266.225,0.0,384.523,0.0,8.836,0.0,94.793,0.0,2.763,0.0,2.409,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.166,0.0,13.209,-9999,0.0,-9999,29.539,0.0,-9999,1.0,40.7242,0.0,-9999,-9999,43.9683,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201108,17.765,0.0,412.09,231.59,0.0,360.337,0.0,6.818,0.0,94.711,0.0,1.575,0.0,2.421,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.153,0.0,13.226,-9999,0.0,-9999,29.564,0.0,-9999,1.0,40.788,0.0,-9999,-9999,42.9695,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201109,11.613,0.0,326.201,154.353,0.0,339.838,0.0,3.812,0.0,95.003,0.0,2.34,0.0,2.688,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.15,0.0,13.213,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201110,7.163,0.0,231.252,114.738,0.0,315.068,0.0,3.174,0.0,94.851,0.0,1.487,0.0,3.074,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.129,0.0,13.205,-9999,0.0,-9999,29.568,0.0,-9999,1.0,40.5808,0.0,-9999,-9999,43.1572,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201111,0.072,0.0,152.996,68.491,0.0,280.537,0.0,1.828,0.0,94.66,0.0,1.141,0.0,3.226,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.15,0.0,13.213,-9999,0.0,-9999,29.557,0.0,-9999,1.0,40.6977,0.0,-9999,-9999,43.365,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201112,-5.278,0.0,116.533,46.054,0.0,267.97,0.0,1.205,0.0,94.89,0.0,0.779,0.0,3.164,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.166,0.0,13.209,-9999,0.0,-9999,29.539,0.0,-9999,1.0,40.7242,0.0,-9999,-9999,43.9683,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
201201,-7.589,0.000672043,133.614,61.912,0.0,260.128,0.0,1.052,0.000672043,94.461,0.000672043,0.801,0.0,3.487,0.000672043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.153,0.0,13.226,-9999,0.0,-9999,29.564,0.0,-9999,1.0,40.788,0.0,-9999,-9999,42.9802,0.000672,-9999,-9999,0.637171,0.0,-9999,0.600342,0.634717,0.64459,0.0,0.0,0.0,1.24724,1.10628,1.24358,1.36543,0.607569,0.48879,0.578026,0.61442,0.440002,0.341604,0.440002,0.480648,0.824233,0.810387,0.828027,0.832537,5.6085,1.0
201202,-5.318,0.0,198.442,106.124,0.0,260.322,0.0,1.492,0.0,94.935,0.0,0.448,0.0,3.073,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.146,0.0,13.2,-9999,0.0,-9999,29.55,0.0,-9999,1.0,40.6011,0.0,-9999,-9999,43.7877,0.0,-9999,-9999,0.636693,0.0,-9999,0.600723,0.6344,0.643508,0.0,0.0,0.0,1.46148,1.30052,1.45733,1.6003,0.822621,0.683725,0.808489,0.84437,0.476459,0.389715,0.476459,0.520472,1.21678,1.19781,1.22382,1.23946,5.60388,1.0
201203,4.161,0.0,291.557,146.902,0.0,313.342,0.0,2.7,0.0,94.716,0.0,0.973,0.0,3.238,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.153,0.0,13.226,-9999,0.0,-9999,29.564,0.0,-9999,1.0,40.788,0.0,-9999,-9999,42.7192,0.0,-9999,-9999,0.637171,0.0,-9999,0.600342,0.634717,0.64459,0.0,0.0,0.0,3.28415,3.16332,3.2811,3.61108,2.64448,2.54543,2.63108,2.82293,0.594513,0.52421,0.626962,0.649432,1.5256,1.5005,1.53094,1.5479,5.6085,1.0
201204,4.15,0.0,385.831,225.721,0.0,293.374,0.0,3.439,0.0,94.962,0.0,1.725,0.0,2.821,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.149,0.0,13.221,-9999,0.0,-9999,29.535,0.0,-9999,1.0,40.8788,0.0,-9999,0.685461,43.4989,0.0,-9999,1.89912,0.643885,0.0,0.0513466,0.607471,0.641509,0.651684,0.0,0.0,0.0,3.13099,2.97701,3.12713,3.4404,2.48409,2.35311,2.47006,2.64627,0.600639,0.529504,0.624169,0.656124,1.98101,1.95252,1.97977,2.01693,5.60762,1.0
201205,13.755,0.745296,455.681,250.774,0.743952,342.49,0.738575,7.154,0.74328,95.265,0.692204,1.774,0.0,3.177,0.692204,0.638290973069,0.54435483871,164.095361003,0.662634408602,484.417655826,0.662634408602,-9999,-9999,35.6608592498,0.655241935484,386.078856223,0.662634408602,386.157,0.725806,12.792,-9999,0.738575,-9999,30.38,0.738575,-9999,1.0,58.7149,0.727823,-9999,0.548713,44.1231,0.726478,-9999,0.80681,-0.99206,0.707661,0.0536396,-1.02629,-1.00692,-0.994009,0.706317,0.708333,0.709677,6.31375,6.31345,6.34165,6.40454,7.31578,7.32048,7.39234,7.41225,3.72071,3.44996,3.54633,3.63717,6.16345,6.13597,6.22915,6.2607,5.53547,1.0
201206,19.072,0.702778,485.835,287.971,0.686806,365.452,0.684028,9.765,0.702778,95.163,0.65625,1.061,0.0,3.128,0.65625,-9999,-9999,196.693449283,0.656944444444,600.898449779,0.656944444444,-9999,-9999,48.4957722573,0.65625,412.607269018,0.656944444444,374.541,0.690278,15.153,-9999,0.684028,-9999,30.208,0.684028,-9999,1.0,76.4507,0.689583,-9999,0.838211,43.6407,0.685417,-9999,0.843378,-3.22048,0.65,0.144726,-3.28378,-3.22351,-3.13274,0.652778,0.65,0.632639,9.64016,9.64815,9.75025,9.81316,12.9239,12.8053,12.9612,13.0443,7.74932,6.99127,7.74932,9.40783,11.1243,10.5304,11.2054,12.2342,5.96548,1.0
201207,21.826,0.997312,469.108,276.007,0.962366,384.526,0.958333,9.388,0.994624,95.611,0.893145,1.908,0.0,2.495,0.893145,0.454879155166,0.542338709677,192.423950353,0.927419354839,571.744096424,0.926747311828,-9999,-9999,43.4238677862,0.924059139785,430.083336086,0.927419354839,367.963,0.980511,18.796,-9999,0.958333,-9999,26.208,0.957661,-9999,1.0,91.3106,0.982527,-9999,0.97703,31.9995,0.977151,-9999,0.777563,-3.58331,0.836022,0.126658,-3.49993,-3.38547,-3.19258,0.802419,0.844758,0.893817,4.68473,4.13966,4.35433,4.67696,7.82039,7.63008,7.76968,7.87119,6.64159,6.29409,6.64371,7.1733,9.04173,9.59222,9.71783,9.97997,6.69884,1.0
201208,18.034,0.802419,409.632,232.733,0.802419,360.541,0.799731,7.28,0.801075,95.482,0.751344,1.054,0.0,2.714,0.751344,0.481304847017,0.639784946237,155.699548118,0.772177419355,480.680628267,0.754032258065,-9999,-9999,36.9656916774,0.754704301075,413.387367932,0.772177419355,370.291,0.795027,16.701,-9999,0.799731,-9999,20.395,0.799731,-9999,1.0,72.6172,0.795699,-9999,0.694752,18.6513,0.78629,-9999,0.59278,-2.10854,0.731855,0.0805881,-2.10781,-1.98634,-1.90753,0.731855,0.735887,0.733199,8.35112,8.11256,8.21305,8.27026,10.2334,10.0893,10.1778,10.2287,6.16011,5.42358,5.70299,6.05536,7.36298,7.51937,7.66872,8.1097,6.26507,1.0
201209,12.001,0.68125,323.106,165.021,0.682639,330.09,0.68125,5.166,0.68125,95.411,0.652778,1.149,0.0,2.793,0.652778,-9999,-9999,83.33635,0.666666666667,300.738857292,0.666666666667,-9999,-9999,24.164677039,0.665972222222,365.193554167,0.666666666667,376.004,0.677083,12.178,-9999,0.666667,-9999,22.147,0.666667,-9999,1.0,51.0579,0.679861,-9999,0.595094,3.80109,0.68125,-9999,0.659747,1.11216,0.644444,0.0657758,1.08217,1.10924,1.11516,0.65,0.648611,0.631944,6.64824,6.48397,6.63584,6.6667,5.539,5.3659,5.52679,5.60799,3.01294,2.92427,3.29127,3.60402,4.49079,4.73568,4.93307,5.15972,5.44988,1.0
201210,5.277,1.0,228.269,89.467,1.0,311.291,1.0,2.258,1.0,95.284,0.914651,2.89,0.0,3.118,0.914651,0.562316419294,0.752016129032,46.3788427419,1.0,177.358377016,1.0,-9999,-9999,11.2867525063,0.969758064516,341.925393817,1.0,382.487,0.988575,7.708,-9999,0.061828,-9999,27.477,0.061828,-9999,1.0,20.9636,0.995296,-9999,0.403111,3.6194,0.993952,-9999,0.580083,1.23331,0.942204,0.028573,1.23561,1.2497,1.27247,0.942204,0.94422,0.944892,3.10261,3.0699,3.10277,3.14539,1.83136,1.82947,1.8355,1.85226,2.82897,2.65808,2.82897,2.84464,1.60461,1.54673,1.57772,1.59883,4.68853,1.0
201211,-0.713,1.0,151.031,51.72,1.0,287.818,1.0,1.345,1.0,95.88,0.970833,1.439,0.0,3.017,0.970833,0.560130763146,0.870138888889,18.4901284722,1.0,101.958895139,1.0,-9999,-9999,6.50461663127,0.984027777778,313.508163194,1.0,383.223,0.99375,7.245,-9999,0.0,-9999,28.093,0.0,-9999,1.0,11.2533,0.997917,-9999,0.186087,-3.78669,0.990972,-9999,0.494844,0.969363,0.986111,0.018393,0.96247,0.968755,0.97143,0.989583,0.989583,0.986806,1.83984,1.81481,1.82151,1.83279,0.870358,0.847589,0.853803,0.859934,1.13948,1.12445,1.13778,1.15617,0.560329,0.552239,0.556011,0.563137,4.61336,1.0
201212,-5.453,0.997984,116.21,33.651,0.998656,274.149,0.997984,0.65,0.997312,95.421,0.893145,0.756,0.0,2.844,0.893145,0.529906019473,0.737903225806,8.88789532351,0.987231182796,67.9699851687,0.987231182796,-9999,-9999,5.89951440308,0.984543010753,292.45889486,0.987231182796,384.152,0.985887,7.378,-9999,0.0,-9999,26.959,0.0,-9999,1.0,8.85186,0.981855,-9999,0.153493,-2.12347,0.994624,-9999,0.41836,0.648013,0.975806,0.0163513,0.64578,0.648659,0.652021,0.982527,0.975806,0.976478,1.04097,1.02479,1.03017,1.04029,0.392418,0.376825,0.380436,0.387559,0.628689,0.624687,0.653305,0.667393,0.258624,0.244696,0.255395,0.259134,4.6335,1.0
201301,-9.672,1.0,133.614,52.695,0.997984,247.735,1.0,0.76,1.0,95.512,0.944892,1.136,0.0,3.495,0.944892,0.637917926629,0.866935483871,15.1773102122,0.999327956989,100.812907144,0.999327956989,-9999,-9999,9.91393875829,0.999327956989,274.829060555,0.999327956989,385.681,0.825941,7.533,-9999,0.0,-9999,26.575,0.0,-9999,1.0,8.7318,0.810484,-9999,0.141024,-0.774636,0.991935,-9999,0.462221,0.533317,0.825269,0.0177948,0.531224,0.534973,0.542179,0.825269,0.825269,0.825269,1.42179,1.37491,1.41438,1.43387,0.89057,0.840284,0.86945,0.892242,0.713994,0.714362,0.755205,0.89849,0.412454,0.412247,0.413393,0.418342,2.74494,1.0
