TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_1_QC,TS_F_MDS_2_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200604,6.725,1.0,383.019,225.924,1.0,305.062,0.0,5.279,1.0,94.626,1.0,0.532,1.0,3.366,1.0,0.619717361111,1.0,91.9263409722,1.0,434.469675694,1.0,-9999,-9999,-9999,-9999,-9999,-9999,390.388,1.0,5.649,-9999,1.0,-9999,26.691,1.0,5.36671,1.0,18.7209,1.0,26.5158,0.33868,42.3926,1.0,60.0438,0.685248,0.797252,0.994444,0.0183707,0.768277,0.775868,0.798675,0.996528,0.995833,0.99375,1.97662,1.92905,1.96144,1.98693,1.21113,1.15141,1.18324,1.20338,1.42311,1.28513,1.53488,1.66937,1.00995,0.92953,1.05332,1.13368,1.89254,1.0
200605,10.781,1.0,453.957,223.911,1.0,342.873,0.0,5.046,1.0,94.407,1.0,1.73,1.0,3.426,0.998656,0.624101566152,0.998655913978,106.052959677,1.0,430.598936828,1.0,-9999,-9999,-9999,-9999,-9999,-9999,388.866,1.0,10.296,-9999,1.0,-9999,24.324,1.0,7.5265,1.0,29.4752,0.994624,38.5175,0.529499,45.7659,0.997312,59.8058,0.854359,0.740883,0.978495,0.0327521,0.714922,0.737008,0.742178,0.967742,0.981855,0.988575,4.14741,3.98054,4.08862,4.14741,3.40449,3.27552,3.36159,3.40449,3.45624,3.49816,3.67864,4.30144,3.67935,3.66175,3.76352,4.15352,3.41519,1.0
200606,16.369,1.0,485.583,312.177,1.0,352.815,0.0,8.307,1.0,94.95,1.0,0.929,1.0,2.76,1.0,0.47089375,1.0,151.340588889,1.0,600.341147222,1.0,-9999,-9999,-9999,-9999,-9999,-9999,384.518,1.0,15.422,-9999,1.0,-9999,22.114,1.0,9.0597,1.0,63.743,0.996528,74.5027,0.865997,57.6684,0.996528,67.4026,0.765202,-1.62058,0.922222,0.0622331,-1.70079,-1.6381,-1.60097,0.975694,0.936806,0.907639,7.09449,7.03188,7.20083,7.28377,8.72276,8.66509,8.81677,8.918,3.12839,2.73772,2.8948,3.65767,5.81582,5.75808,5.86138,6.09832,5.84978,1.0
200607,20.505,1.0,470.369,293.914,1.0,374.776,0.0,10.089,1.0,94.776,1.0,2.588,1.0,2.954,1.0,0.483920026882,1.0,143.562963038,1.0,565.218429435,1.0,-9999,-9999,-9999,-9999,-9999,-9999,381.569,1.0,18.786,-9999,1.0,-9999,19.445,1.0,8.82062,1.0,72.5679,0.999328,91.786,0.836212,33.7988,0.997984,42.7498,0.728405,0.296647,0.954301,0.0691729,-0.0716971,0.0264632,0.205586,0.975806,0.957661,0.954301,9.21086,9.15707,9.22437,9.49406,9.28181,9.14828,9.25321,9.28181,4.98377,4.94391,5.80289,6.78871,6.8306,6.87549,7.32979,7.81827,8.7759,1.0
200608,17.319,1.0,412.09,236.5,1.0,358.874,0.0,6.725,1.0,95.055,1.0,2.054,1.0,2.736,1.0,0.452026209677,1.0,106.31827621,1.0,454.807405914,1.0,-9999,-9999,-9999,-9999,-9999,-9999,378.414,1.0,17.088,-9999,1.0,-9999,21.362,1.0,1.45942,1.0,56.6587,1.0,69.5012,0.751458,28.8243,1.0,35.3577,0.646377,-0.0675504,0.971102,0.0756377,-0.301018,-0.24562,-0.135719,0.990591,0.986559,0.975806,6.90889,6.73953,6.92799,7.26037,7.19536,7.0361,7.17042,7.37058,4.08721,4.08721,4.23248,4.50644,5.62704,5.62704,5.65802,5.78556,7.08666,1.0
200609,10.907,1.0,326.201,176.213,1.0,330.973,0.0,3.868,1.0,94.724,1.0,1.53,1.0,2.891,1.0,0.484305555556,1.0,61.3607361111,1.0,338.872002778,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.471,1.0,12.09,-9999,1.0,-9999,21.42,1.0,-3.02621,1.0,30.6614,0.99375,40.5207,0.507455,18.2245,0.993056,24.0847,0.670506,0.111544,0.935417,0.048296,0.00711052,0.052066,0.0848285,0.9125,0.98125,0.936111,3.94519,3.81393,3.99726,4.18908,3.89312,3.80523,3.93328,4.06459,2.80523,3.09041,3.29272,3.82337,3.42161,3.25539,3.3975,3.5451,4.04911,1.0
200610,3.146,1.0,231.252,115.589,1.0,294.262,0.0,2.58,1.0,94.484,0.830645,1.114,1.0,3.368,1.0,0.598181451613,1.0,33.5817863248,0.83064516129,222.286617608,1.0,-9999,-9999,-9999,-9999,-9999,-9999,386.89,1.0,5.552,-9999,1.0,-9999,22.64,0.983871,-6.69112,0.983871,12.82,0.979839,21.5867,0.316651,11.5118,0.979167,19.3839,0.635146,1.10728,0.90457,0.0207131,1.10455,1.10982,1.11337,0.920699,0.944892,0.917339,2.11305,2.07873,2.10408,2.12168,1.00652,0.971638,0.988228,1.01645,1.80081,1.82396,1.99825,2.10106,1.15542,1.14393,1.17815,1.20704,1.90716,1.0
200611,-0.187,1.0,152.996,61.585,1.0,289.177,0.0,1.263,1.0,94.931,0.570833,0.921,1.0,2.869,0.98125,0.495246256654,0.98125,1.91301699702,0.565277777778,118.431838194,1.0,-9999,-9999,-9999,-9999,-9999,-9999,392.204,1.0,2.346,-9999,1.0,-9999,23.011,0.795833,-6.02509,0.795833,4.57136,0.79375,7.69738,0.170341,1.07671,0.794444,1.81299,0.509055,0.740703,0.776389,0.0141095,0.690142,0.70564,0.74097,0.769444,0.765278,0.777083,1.0761,0.985355,1.03176,1.05696,0.380166,0.266593,0.313863,0.357884,0.800444,0.63137,0.776109,0.800328,0.179819,0.154031,0.184105,0.194728,1.21999,1.0
200612,-5.322,1.0,116.533,41.892,1.0,277.774,0.0,0.637,1.0,94.728,0.830645,1.29,0.991935,3.427,0.998656,0.603287751286,0.998655913978,-5.46544818376,0.83064516129,80.5617466398,1.0,-9999,-9999,-9999,-9999,-9999,-9999,392.547,1.0,0.805,-9999,1.0,-9999,23.224,1.0,-5.97729,1.0,4.84998,1.0,5.95099,0.210923,-16.8166,1.0,-20.6341,0.694247,0.671319,0.992608,0.0112496,0.667947,0.671319,0.674835,0.99328,0.992608,0.997312,0.695789,0.719986,0.729401,0.756155,0.0218046,0.0479561,0.0584438,0.0762031,0.622695,0.590025,0.620055,0.63269,0.053344,0.0416205,0.0542699,0.056592,1.00253,1.0
200701,-9.667,1.0,133.614,61.532,1.0,253.843,0.0,0.661,1.0,94.522,0.976478,0.115,0.976478,3.262,1.0,0.584965053763,1.0,5.75649236111,0.967741935484,118.331697581,1.0,-9999,-9999,-9999,-9999,-9999,-9999,391.268,0.997312,-0.132,-9999,1.0,-9999,22.981,0.997312,-4.89443,0.997312,6.62387,0.997312,8.12756,0.194532,1.0418,0.997312,1.27831,0.532164,0.64331,0.0181452,0.0164464,0.64331,0.652337,0.655071,0.0181452,0.0141129,0.0262097,0.426269,0.457766,0.535362,0.573985,-0.230427,-0.196478,-0.116975,-0.0732572,0.00694248,0.0122294,0.0360373,0.15902,0.779505,0.841644,0.898897,1.59033,0.836606,1.0
200702,-12.709,1.0,196.974,115.076,1.0,232.576,0.0,0.927,1.0,94.648,0.499256,0.0,1.0,3.452,0.997024,0.630090029762,0.997023809524,-9999,-9999,221.29924256,1.0,-9999,-9999,-9999,-9999,-9999,-9999,390.245,1.0,-1.26,-9999,1.0,-9999,21.488,1.0,-4.56759,1.0,6.26626,0.758929,8.48493,0.14634,31.1927,0.758185,42.237,0.519891,0.52024,0.0,-9999,0.52024,0.531356,0.565556,0.0,0.0,0.0,0.310768,0.336967,0.393749,0.424054,-0.252922,-0.232674,-0.136325,-0.112082,0.0050622,0.00892638,0.0263002,0.115593,1.23029,1.32022,1.40375,2.62881,0.716597,1.0
200703,-1.576,1.0,288.308,155.303,1.0,286.616,0.0,2.222,1.0,94.877,1.0,0.0,1.0,3.66,1.0,0.668619623656,1.0,59.9910705645,1.0,298.659985215,1.0,-9999,-9999,-9999,-9999,-9999,-9999,390.278,1.0,0.017,-9999,1.0,-9999,24.25,1.0,2.01108,1.0,10.5961,0.99664,15.6941,0.211518,28.5486,0.995968,42.2839,0.662349,1.38805,0.0,-9999,1.39576,1.43356,1.51881,0.0,0.0,0.0,1.9566,1.9566,2.15133,2.20891,0.43673,0.434729,0.662712,0.781174,0.0317896,0.0551938,0.162981,0.76222,1.5171,1.6244,1.72449,3.30276,0.859785,1.0
200704,3.056,1.0,383.019,226.618,1.0,293.173,0.0,4.65,1.0,94.671,1.0,0.0,1.0,3.296,1.0,0.568672222222,1.0,95.0171409722,1.0,435.804405556,1.0,-9999,-9999,-9999,-9999,-9999,-9999,391.731,0.997222,4.808,-9999,1.0,-9999,26.095,1.0,4.40701,1.0,18.4954,0.997917,24.2922,0.289403,50.487,0.998611,66.3103,0.858128,0.787489,0.0,-9999,0.790517,0.861709,1.03016,0.0,0.0,0.0,3.41311,3.40265,3.60028,3.66634,2.37788,2.36999,2.54509,2.85604,0.0554104,0.0957515,0.282934,1.34849,1.99111,2.12556,2.25167,4.43958,2.14353,1.0
200705,12.747,1.0,453.957,251.253,1.0,340.133,0.0,6.643,1.0,95.114,0.514785,3.92,1.0,3.568,1.0,0.671340725806,1.0,-9999,-9999,483.179313172,1.0,-9999,-9999,-9999,-9999,-9999,-9999,390.838,1.0,12.861,-9999,1.0,-9999,23.125,1.0,7.26024,1.0,50.5486,0.842742,56.3445,0.560471,38.0659,0.844758,42.4305,0.711314,-0.559771,0.633065,0.0584394,-0.576808,-0.514121,-0.47013,0.618952,0.637097,0.641801,6.92165,6.63278,7.005,7.20852,7.38651,7.12271,7.53376,7.71937,1.98834,2.07775,2.21518,3.75502,4.2494,4.2752,4.35229,5.822,5.57826,1.0
200706,17.457,1.0,485.583,323.651,1.0,362.801,0.0,8.557,1.0,94.73,1.0,3.808,1.0,3.075,0.998611,0.532616496428,0.997916666667,150.32853125,1.0,622.405145833,1.0,-9999,-9999,-9999,-9999,-9999,-9999,385.788,1.0,16.039,-9999,1.0,-9999,20.806,1.0,7.67586,1.0,83.6953,0.925694,92.7373,0.862086,46.5704,0.996528,51.6016,0.766476,-2.32928,0.842361,0.0791761,-2.65274,-2.32928,-2.17236,0.803472,0.842361,0.867361,11.0189,9.00673,12.084,12.571,13.0997,11.4035,14.2873,14.7513,5.97285,5.63317,6.12113,6.61601,9.77925,9.24891,9.5037,10.0912,8.27185,1.0
200707,18.528,1.0,470.369,303.746,1.0,372.287,0.0,8.385,1.0,94.833,1.0,2.228,1.0,2.915,0.999328,0.464355296271,0.999327956989,139.110127688,1.0,584.127440188,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.882,1.0,17.205,-9999,1.0,-9999,15.561,1.0,5.93523,1.0,79.6475,0.007392,88.2522,1.61672,45.5185,0.997312,50.436,0.689981,-1.20736,0.00403226,0.208483,-2.29967,-1.21921,-1.06218,0.0127688,0.00403226,0.00604839,16.0083,10.0264,18.932,19.2669,16.8744,12.0694,19.9601,20.4743,7.14304,4.36383,6.9872,10.7671,10.0484,7.43997,9.29173,12.5302,9.8026,1.0
200708,17.767,1.0,412.09,247.944,1.0,363.814,0.0,7.825,1.0,94.893,1.0,0.164,1.0,2.951,1.0,0.508608198925,1.0,106.598502688,1.0,476.815629704,1.0,-9999,-9999,-9999,-9999,-9999,-9999,380.749,1.0,16.822,-9999,1.0,-9999,10.22,1.0,2.45247,1.0,65.6622,0.0,83.4577,-9999,50.3568,0.998656,64.0042,0.764719,0.428096,0.0,-9999,-0.897659,0.414382,0.544103,0.0,0.0,0.0,14.9065,9.46374,17.8164,18.0527,14.3778,9.99607,17.2312,17.6246,6.77619,4.22274,6.51441,10.0403,8.60662,6.31327,7.93244,10.795,9.202,1.0
200709,13.502,1.0,326.201,174.651,1.0,348.869,0.0,5.101,1.0,94.863,1.0,3.724,1.0,3.444,1.0,0.643035416667,1.0,60.2949430556,1.0,335.866695139,1.0,-9999,-9999,-9999,-9999,-9999,-9999,388.461,1.0,13.776,-9999,1.0,-9999,12.183,1.0,0.463919,1.0,85.8303,0.0,121.079,-9999,17.7901,0.997222,25.0962,0.78672,-1.13687,0.0,-9999,-2.17703,-1.14404,-0.234977,0.0,0.0,0.0,11.0255,7.25427,13.5436,13.5638,11.3172,8.95106,13.4491,14.1436,5.27155,3.11605,5.21137,7.37021,6.8164,4.9117,6.23447,8.66344,6.35223,1.0
200710,8.457,1.0,231.252,109.556,1.0,330.459,0.0,3.089,1.0,94.63,0.997984,0.371,0.997984,3.467,1.0,0.635927419355,1.0,27.3878756136,0.998655913978,210.685552419,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.438,1.0,9.989,-9999,1.0,-9999,21.414,1.0,-2.93993,1.0,95.8199,0.0,143.988,-9999,4.40544,0.998656,6.62001,0.737404,-1.96915,0.0,-9999,-2.64388,-1.97438,-1.21675,0.0,0.0,0.0,7.0309,4.9152,8.6049,8.98831,8.19584,7.24289,9.86395,10.3075,3.65992,1.9614,3.65992,4.66446,4.89296,3.47817,4.43328,6.3228,4.10022,1.0
200711,-1.955,1.0,152.996,58.518,1.0,278.633,0.0,1.681,1.0,94.827,0.18125,0.048,0.885417,3.542,0.984722,0.640024007937,0.984722222222,-9999,-9999,112.535069444,1.0,-9999,-9999,-9999,-9999,-9999,-9999,391.97,1.0,2.314,-9999,1.0,-9999,22.033,0.991667,-7.60778,0.991667,95.9687,0.0,161.595,-9999,-0.411665,0.346528,-0.693174,0.699586,-1.97403,0.0,-9999,-2.63792,-1.98015,-1.21563,0.0,0.0,0.0,1.97826,1.65145,2.34804,2.83841,3.14025,3.81013,3.98085,4.55461,1.33274,0.554722,1.28143,1.82516,3.10924,2.16503,2.77686,4.12406,1.22514,1.0
200712,-8.789,1.0,116.533,37.172,1.0,265.853,0.0,0.511,1.0,94.785,0.106855,1.075,0.662634,3.006,0.994624,0.541578328871,0.993279569892,-9999,-9999,71.4842775538,1.0,-9999,-9999,-9999,-9999,-9999,-9999,395.828,1.0,0.559,-9999,1.0,-9999,21.827,0.831989,-7.6373,0.831989,96.0839,0.0,117.896,-9999,-3.5052,0.501344,-4.30092,0.256138,-1.97924,0.0,-9999,-2.6357,-1.98571,-1.21411,0.0,0.0,0.0,0.558111,0.508589,0.705817,0.898645,1.71999,1.9854,2.56513,3.20037,0.485934,0.153999,0.353174,0.913904,2.15087,1.48113,1.90603,2.89477,0.925791,1.0
200801,-10.552,1.0,133.614,57.748,1.0,254.968,0.0,0.606,1.0,94.66,0.0,0.792,0.0,3.2,0.997312,0.57477270071,0.995967741935,-9999,-9999,111.052949597,1.0,-9999,-9999,-9999,-9999,-9999,-9999,396.095,1.0,0.836,-9999,1.0,-9999,21.913,0.461022,-5.6394,0.461022,96.0022,0.0,117.796,-9999,-1.8709,0.0,-2.29562,0.999976,-1.9737,0.0,-9999,-2.62909,-1.98036,-1.21602,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200802,-10.774,1.0,198.442,107.938,1.0,235.602,0.0,0.755,1.0,94.648,0.166667,0.455,0.0,3.084,0.989943,0.563647478344,0.989942528736,-9999,-9999,207.573301006,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.84,0.99569,-0.051,-9999,1.0,-9999,21.742,1.0,-4.39582,1.0,95.9328,0.0,129.899,-9999,16.582,0.316092,22.4532,0.719472,-1.97438,0.0,-9999,-2.64192,-1.97993,-1.21521,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200803,-6.28,1.0,291.557,172.91,1.0,254.643,0.0,1.394,1.0,94.82,0.917339,1.096,0.0,3.147,0.998656,0.585591923796,0.998655913978,59.2592738095,0.903225806452,332.518897177,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.888,0.998656,0.163,-9999,1.0,-9999,21.656,1.0,-3.26791,1.0,96.0022,0.0,134.141,-9999,34.7515,0.994624,48.5571,0.814017,-1.9737,0.0,-9999,-2.62909,-1.98036,-1.21602,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200804,4.233,1.0,385.831,189.866,1.0,304.773,0.0,3.57,1.0,94.736,0.292361,2.871,0.0,3.723,1.0,0.695540340909,0.997222222222,-9999,-9999,365.126973611,1.0,-9999,-9999,-9999,-9999,-9999,-9999,396.319,1.0,2.487,-9999,1.0,-9999,26.105,1.0,1.17696,1.0,95.9687,0.0,125.053,-9999,33.0604,0.582639,43.0799,1.11245,-1.97403,0.0,-9999,-2.63792,-1.98015,-1.21563,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200805,7.939,1.0,455.681,269.559,1.0,317.515,0.0,5.073,1.0,94.381,1.0,2.614,0.0,3.273,1.0,0.636168682796,1.0,123.82244086,1.0,518.38205914,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.153,1.0,8.941,-9999,1.0,-9999,23.98,1.0,5.99767,1.0,95.8199,0.0,112.943,-9999,67.35,0.997984,79.3856,1.57132,-1.96915,0.0,-9999,-2.64388,-1.97438,-1.21675,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200806,15.431,1.0,485.835,271.057,1.0,359.224,0.0,6.826,1.0,94.437,0.872917,3.589,0.0,3.462,1.0,0.626323611111,1.0,132.942991446,0.859027777778,521.263572222,1.0,-9999,-9999,-9999,-9999,-9999,-9999,392.096,0.99375,13.699,-9999,1.0,-9999,21.213,1.0,7.31942,1.0,95.9687,0.0,106.655,-9999,37.0683,0.994444,41.1958,1.3278,-1.97403,0.0,-9999,-2.63792,-1.98015,-1.21563,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200807,17.849,1.0,469.108,295.566,1.0,367.591,0.0,7.278,1.0,94.629,1.0,2.418,0.0,3.064,0.997984,0.539687858423,0.997983870968,135.189852151,1.0,568.396185484,1.0,-9999,-9999,-9999,-9999,-9999,-9999,384.938,1.0,16.523,-9999,1.0,-9999,20.419,1.0,6.59156,1.0,96.0839,0.0,106.464,-9999,34.1335,0.994624,37.8211,1.50632,-1.97924,0.0,-9999,-2.6357,-1.98571,-1.21411,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200808,17.227,1.0,409.632,283.802,1.0,351.867,0.0,7.448,1.0,94.96,1.0,0.777,0.0,2.818,1.0,0.485594758065,1.0,119.82674328,1.0,545.773819892,1.0,-9999,-9999,-9999,-9999,-9999,-9999,383.19,1.0,16.206,-9999,1.0,-9999,14.437,1.0,3.13606,1.0,96.0022,0.0,106.374,-9999,30.0149,1.0,33.2576,1.60063,-1.9737,0.0,-9999,-2.62909,-1.98036,-1.21602,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200809,12.665,1.0,323.106,180.489,1.0,341.553,0.0,4.286,1.0,95.156,1.0,1.69,0.0,3.035,1.0,0.569113194444,1.0,64.960675,1.0,347.094827083,1.0,-9999,-9999,-9999,-9999,-9999,-9999,386.512,1.0,13.222,-9999,1.0,-9999,14.683,1.0,0.103149,1.0,95.9687,0.0,-9999,-9999,14.0382,1.0,-9999,1.11088,-1.97403,0.0,-9999,-2.63792,-1.98015,-1.21563,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200810,6.203,1.0,228.269,111.112,1.0,309.326,0.0,2.963,1.0,95.225,0.639113,1.322,0.0,3.334,0.995968,0.622032913411,0.994623655914,28.9274702724,0.639112903226,213.676390457,1.0,-9999,-9999,-9999,-9999,-9999,-9999,392.554,1.0,7.849,-9999,1.0,-9999,20.794,0.854839,-4.08794,0.854839,95.8199,0.0,-9999,-9999,11.5191,0.850806,-9999,0.897591,-1.96915,0.0,-9999,-2.64388,-1.97438,-1.21675,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200811,-0.885,1.0,151.031,55.54,1.0,284.626,0.0,2.887,1.0,94.757,0.0,0.884,0.0,3.224,0.136111,-9999,-9999,-9999,-9999,106.808475694,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.567,1.0,3.612,-9999,1.0,-9999,20.566,0.0,-4.73687,0.0,95.9687,0.0,-9999,-9999,-1.8585,0.0,-9999,3.62996,-1.97403,0.0,-9999,-2.63792,-1.98015,-1.21563,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200812,-11.809,1.0,116.21,50.062,1.0,254.277,0.0,1.242,1.0,94.65,0.0,1.522,0.0,3.429,0.102151,-9999,-9999,-9999,-9999,96.2739744624,1.0,-9999,-9999,-9999,-9999,-9999,-9999,395.513,0.991935,1.009,-9999,1.0,-9999,20.613,0.0,-5.65254,0.0,96.0839,0.0,-9999,-9999,-0.487633,0.0,-9999,-9999,-1.97924,0.0,-9999,-2.6357,-1.98571,-1.21411,0.0,0.0,0.0,0.397194,0.377552,0.428701,0.517135,-6.89898,-8.38704,-8.352,-5.75924,0.358549,0.2299,0.298395,0.534182,0.0,0.0,0.0,0.0,-9999,0.0
200901,-13.622,0.000672043,133.614,66.724,0.000672043,232.85,0.0,0.818,0.000672043,94.664,0.0,0.609,0.0,3.132,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.134,0.0,0.718,-9999,0.000672043,-9999,20.548,0.0,-3.3409,0.425403,96.0022,0.0,-9999,-9999,14.8062,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200902,-8.155,0.0,196.974,101.485,0.0,259.206,0.0,1.145,0.0,94.895,0.0,0.92,0.0,3.294,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.165,0.0,0.724,-9999,0.0,-9999,20.546,0.0,-9999,1.0,95.804,0.0,-9999,-9999,14.6857,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200903,-3.366,0.0,288.308,160.648,0.0,267.998,0.0,2.018,0.0,95.04,0.0,1.301,0.0,3.338,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.131,0.0,0.721,-9999,0.0,-9999,20.546,0.0,-9999,1.0,96.0839,0.0,-9999,-9999,14.7511,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200904,2.766,0.0,383.019,208.242,0.0,290.579,0.0,3.174,0.0,94.841,0.0,2.676,0.0,3.152,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,95.9687,0.0,-9999,-9999,14.7497,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200905,10.014,0.0,453.957,261.911,0.0,323.343,0.0,5.6,0.0,94.765,0.0,1.251,0.0,3.297,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.134,0.0,0.728,-9999,0.0,-9999,20.548,0.0,-9999,1.0,96.0022,0.0,-9999,-9999,14.8062,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200906,14.889,0.0,485.583,251.991,0.0,357.611,0.0,6.317,0.0,94.64,0.0,2.358,0.0,2.475,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.142,0.0,0.724,-9999,0.0,-9999,20.547,0.0,-9999,1.0,95.9687,0.0,-9999,-9999,14.7497,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200907,15.118,0.0,470.369,257.084,0.0,353.641,0.0,6.105,0.0,94.775,0.0,1.73,0.0,2.715,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.162,0.0,0.724,-9999,0.0,-9999,20.546,0.0,-9999,1.0,95.8199,0.0,-9999,-9999,14.6919,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
