TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,7.9,1.0,161.222,82.855,1.0,289.817,0.0,1.864,0.0,99.875,0.721774,1.149,1.0,1.982,0.969086,-9999,-9999,14.417375,1.0,172.069379704,1.0,-9999,-9999,-9999,-9999,-9999,-9999,385.62,1.0,3.767,5.255,-9999,1.0,1.0,-9999,31.197,31.197,1.0,1.0,-2.14564,1.0,6.94197,1.0,5.46997,-9999,14.0782,1.0,11.093,-9999,1.05591,0.995968,-9999,1.00691,1.04695,1.09125,0.997984,0.997984,0.995968,1.04269,0.890033,0.988934,1.058,-0.0179876,-0.121254,-0.0620378,-0.0179876,0.959661,0.947754,0.965687,1.01642,0.0353231,0.0262008,0.0353339,0.0527118,-9999,-9999
200202,11.524,0.96131,223.413,92.498,0.957589,309.6,0.0,2.532,0.0,99.645,0.931548,1.353,0.994792,1.925,0.988095,0.352419487056,0.60193452381,44.001449804,0.994791666667,190.784573471,0.931547619048,-9999,-9999,-9999,-9999,-9999,-9999,385.047,1.0,7.613,7.914,-9999,1.0,1.0,-9999,35.128,35.128,1.0,1.0,0.0581863,1.0,11.1606,0.988839,12.2093,-9999,28.4333,0.998512,31.1051,-9999,1.51015,0.965774,-9999,1.41863,1.47184,1.57784,0.973214,0.969494,0.96503,1.57848,1.36804,1.53975,1.65779,0.0873462,-0.0544709,0.0679079,0.0905499,1.57517,1.50998,1.56026,1.76747,0.0862867,0.0799322,0.0966844,0.264947,-9999,-9999
200203,13.159,1.0,310.08,172.568,1.0,309.033,0.0,4.441,0.0,99.592,1.0,0.475,1.0,2.371,0.991935,0.464500607133,0.608198924731,96.1616513098,0.999327956989,337.387067076,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,390.458,1.0,9.662,9.794,-9999,1.0,1.0,-9999,30.665,30.665,1.0,1.0,0.465712,1.0,18.8288,1.0,19.2619,-9999,75.0452,1.0,76.7714,-9999,1.11296,1.0,-9999,1.03483,1.07538,1.14371,1.0,1.0,1.0,1.7939,1.66033,1.78431,1.91221,0.709197,0.625501,0.699013,0.751185,1.37727,1.37455,1.39733,1.55637,0.618292,0.617844,0.647311,0.717922,-9999,-9999
200204,14.427,1.0,396.75,196.087,1.0,321.728,0.0,4.583,0.0,99.209,1.0,1.466,0.991667,2.168,0.981944,0.416672447684,0.647916666667,124.665851157,0.991666666667,368.352279167,1.0,-9999,-9999,-9999,-9999,-9999,-9999,386.918,1.0,11.525,11.134,-9999,1.0,1.0,-9999,31.447,31.447,1.0,1.0,1.57541,1.0,31.6923,1.0,34.2109,-9999,83.6061,1.0,90.2502,-9999,1.07349,0.999306,-9999,0.809738,0.976248,1.11055,0.999306,0.999306,0.999306,3.10186,2.61231,3.07509,3.23813,2.09414,1.80257,2.09414,2.15619,3.1739,3.02494,3.12582,3.19997,2.35855,2.21781,2.30621,2.35841,-9999,-9999
200205,18.224,1.0,459.283,248.843,1.0,336.618,0.0,6.657,0.0,99.415,1.0,2.651,1.0,1.744,0.995296,0.381104334535,0.795698924731,160.521533602,1.0,480.69984696,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,389.151,1.0,15.12,14.346,-9999,1.0,1.0,-9999,39.319,39.319,1.0,1.0,2.28393,1.0,66.2416,0.999328,80.1804,-9999,64.0894,1.0,77.5753,-9999,-4.64625,0.995296,-9999,-4.85072,-4.69908,-4.59362,0.999328,0.995968,0.995296,4.33311,3.7313,4.19665,4.57286,9.009,8.57616,8.8576,9.13878,6.15827,5.4716,5.86545,6.02808,10.0838,9.55594,9.8389,10.0425,-9999,-9999
200206,23.136,0.995139,486.271,279.321,1.0,353.983,0.0,11.945,0.0,99.539,1.0,0.763,1.0,1.758,0.9625,0.407542502948,0.739583333333,180.446420833,1.0,534.247420833,1.0,-9999,-9999,-9999,-9999,-9999,-9999,385.239,0.999306,18.439,17.048,-9999,1.0,1.0,-9999,30.778,30.778,1.0,1.0,2.88132,1.0,70.4363,0.999306,83.2489,-9999,79.791,0.999306,94.3053,-9999,-4.82622,0.993056,-9999,-4.86672,-4.83316,-4.79273,0.998611,0.998611,0.992361,2.29372,2.33528,2.47462,2.60429,7.0555,7.1296,7.37746,7.45651,3.22138,3.30195,3.59653,4.03456,7.74547,7.74547,7.89009,8.26363,-9999,-9999
200207,23.552,1.0,472.998,259.626,1.0,355.369,0.0,9.177,0.0,99.292,1.0,3.415,1.0,1.873,0.995296,0.40060587358,0.789650537634,171.716937986,0.999327956989,539.64153518,0.998655913978,-9999,-9999,-9999,-9999,-9999,-9999,380.276,1.0,19.931,18.974,-9999,1.0,1.0,-9999,36.246,36.246,1.0,1.0,2.0613,1.0,69.781,1.0,84.1108,-9999,71.2219,1.0,85.8476,-9999,-3.52781,0.998656,-9999,-3.6796,-3.52497,-3.29501,1.0,0.998656,0.954301,2.87268,2.87722,3.00544,3.95919,6.43746,6.52159,6.59296,7.21385,3.97727,3.97772,4.46547,5.30579,7.08361,7.08475,7.46144,8.04568,-9999,-9999
200208,22.834,1.0,421.987,226.957,1.0,356.303,0.0,6.958,0.0,99.273,1.0,8.673,1.0,1.674,0.997312,0.332220664561,0.82997311828,158.418139785,1.0,447.068975806,1.0,-9999,-9999,-9999,-9999,-9999,-9999,382.955,1.0,19.788,19.396,-9999,1.0,1.0,-9999,42.687,42.687,1.0,1.0,1.26715,1.0,79.8675,1.0,103.131,-9999,41.7926,1.0,53.966,-9999,-4.22196,0.997984,-9999,-4.31448,-4.27112,-4.21258,1.0,0.99664,0.997984,4.02463,3.40869,3.62503,3.95896,8.15366,7.70534,7.90737,8.1016,5.50026,5.01265,5.36057,5.82083,8.92727,8.72856,8.97697,9.27686,-9999,-9999
200209,19.198,1.0,344.523,175.407,0.95625,337.993,0.0,4.402,0.0,99.405,1.0,3.093,0.999306,1.753,0.993056,0.334260060399,0.848611111111,100.28655393,0.999305555556,341.19778957,0.930555555556,-9999,-9999,-9999,-9999,-9999,-9999,386.143,1.0,17.285,17.825,-9999,1.0,1.0,-9999,49.381,49.381,1.0,1.0,-0.937659,1.0,67.484,0.988194,78.9584,-9999,19.2728,1.0,22.5498,-9999,-3.56196,0.980556,-9999,-3.60647,-3.51914,-3.48841,0.977083,0.985417,0.980556,3.91654,3.82335,3.91654,4.17624,7.39159,7.32189,7.4231,7.82137,4.72491,4.49064,4.65507,5.01452,7.8305,7.6757,7.79056,8.01217,-9999,-9999
200210,16.935,1.0,255.828,126.276,0.914651,327.441,0.0,3.68,0.0,99.597,1.0,2.173,0.926747,1.774,0.99328,0.346615499371,0.748655913978,68.2560472701,0.92002688172,238.137156043,0.808467741935,-9999,-9999,-9999,-9999,-9999,-9999,385.647,0.985887,14.27,15.034,-9999,1.0,1.0,-9999,45.872,45.872,1.0,1.0,-1.29669,0.991935,41.2388,0.976478,56.9822,-9999,8.0826,0.985887,11.1682,-9999,-2.14007,0.952285,-9999,-2.21505,-2.14007,-2.13119,0.935484,0.952285,0.980511,3.07961,2.79787,3.01266,3.10377,5.18679,4.93816,5.16631,5.22372,4.05599,3.76998,4.07295,4.33158,5.59033,5.49158,5.59033,5.67812,-9999,-9999
200211,15.465,0.990972,180.205,64.59,0.99375,325.214,0.0,2.825,0.0,99.244,1.0,2.892,1.0,2.297,0.8625,0.432159548387,0.702083333333,18.1613104167,1.0,121.940790079,0.991666666667,-9999,-9999,-9999,-9999,-9999,-9999,384.38,0.990972,12.862,13.651,-9999,1.0,1.0,-9999,45.299,45.299,1.0,1.0,-1.45462,1.0,21.2932,0.990278,36.6707,-9999,-9.82598,0.990972,-16.9221,-9999,0.4815,0.9875,-9999,0.407275,0.464846,0.492988,0.9875,0.9875,0.9875,2.55879,2.45612,2.54627,2.58772,2.06615,2.04539,2.07698,2.09738,3.05414,2.99822,3.02415,3.07004,2.31654,2.28713,2.32622,2.33532,-9999,-9999
200212,11.302,1.0,144.036,47.408,1.0,318.818,0.0,1.595,0.0,99.436,1.0,3.965,0.99664,2.069,0.832661,0.420671805072,0.666666666667,9.96150623593,0.996639784946,91.0325900538,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.787,0.999328,9.701,10.796,-9999,1.0,1.0,-9999,53.332,53.332,1.0,1.0,-2.8199,1.0,12.3356,0.999328,17.5765,-9999,-3.51553,0.999328,-5.00913,-9999,2.23213,0.998656,-9999,2.14148,2.21327,2.27617,0.998656,0.998656,0.998656,2.57641,2.43075,2.54527,2.65399,0.357543,0.287086,0.337787,0.383529,2.31663,2.33231,2.37872,2.44912,0.337093,0.317426,0.336219,0.357548,-9999,-9999
200301,7.46,0.999328,161.222,68.579,1.0,297.929,0.0,2.087,0.0,98.928,1.0,2.658,1.0,2.416,0.754704,0.391667293788,0.524193548387,17.7364452499,0.997311827957,126.931068811,0.998655913978,-9999,-9999,-9999,-9999,-9999,-9999,394.859,1.0,7.113,8.401,-9999,1.0,1.0,-9999,53.461,54.545,1.0,0.216398,-1.3295,0.216398,13.7139,0.999328,19.5403,-9999,12.4985,1.0,17.8086,-9999,1.91115,0.999328,-9999,1.74964,1.83364,1.96023,0.999328,0.999328,0.999328,1.94512,1.81992,1.90863,2.01033,0.0798765,0.0702832,0.0741655,0.0816885,1.72415,1.68754,1.72416,1.83605,0.219457,0.199004,0.216501,0.246116,-9999,-9999
200302,4.421,1.0,223.413,123.628,1.0,281.934,0.0,2.682,0.0,99.67,1.0,0.256,1.0,2.74,0.990327,0.496125179137,0.764136904762,41.3496880456,0.995535714286,229.354388171,0.999255952381,-9999,-9999,-9999,-9999,-9999,-9999,389.848,1.0,4.139,5.539,-9999,1.0,1.0,-9999,52.012,54.602,1.0,0.0,-1.34371,0.0,11.4514,1.0,11.9209,-9999,44.9879,1.0,46.8323,-9999,1.06797,0.999256,-9999,1.00964,1.02422,1.07999,0.999256,0.999256,0.999256,1.20856,1.14286,1.18492,1.25759,0.165487,0.133089,0.15649,0.174146,1.09344,1.08492,1.10236,1.11126,0.217178,0.217844,0.221352,0.239996,-9999,-9999
200303,9.573,1.0,310.08,181.113,0.997312,297.884,0.0,4.312,0.0,100.093,1.0,0.424,1.0,2.496,0.994624,0.487467324213,0.577956989247,97.5750589968,0.999327956989,350.990449095,0.736559139785,-9999,-9999,-9999,-9999,-9999,-9999,395.517,1.0,7.611,7.839,-9999,1.0,1.0,-9999,50.391,54.947,1.0,0.0,-1.39005,0.00537634,17.4157,1.0,19.5635,-9999,81.6774,1.0,91.7503,-9999,1.15186,0.99664,-9999,1.08967,1.11187,1.17189,0.99664,0.99664,0.99664,1.60184,1.49657,1.58715,1.65847,0.473901,0.407252,0.472784,0.488659,1.45957,1.33876,1.45357,1.50901,0.48156,0.477486,0.496432,0.540001,-9999,-9999
200304,12.491,1.0,396.75,216.076,0.998611,315.629,0.0,5.458,0.0,99.462,1.0,1.114,1.0,2.522,0.988194,0.519431072689,0.743055555556,129.734180556,1.0,409.552978472,1.0,-9999,-9999,-9999,-9999,-9999,-9999,393.077,1.0,10.682,10.387,-9999,1.0,1.0,-9999,47.586,55.14,1.0,0.0,-1.468,0.999306,36.821,1.0,42.7092,-9999,87.4293,1.0,101.411,-9999,0.619682,1.0,-9999,0.519615,0.571262,0.680628,1.0,1.0,1.0,3.25868,3.12124,3.2805,3.37751,2.66842,2.60163,2.69355,2.7452,3.32708,3.14722,3.28697,3.34996,2.66884,2.62219,2.66884,2.75647,-9999,-9999
200305,19.056,1.0,459.283,258.326,1.0,341.426,0.0,10.103,0.0,99.665,1.0,0.578,1.0,1.634,0.973118,0.330887724153,0.780241935484,158.700388956,0.999327956989,490.745942204,1.0,-9999,-9999,-9999,-9999,-9999,-9999,394.887,1.0,15.116,14.321,-9999,1.0,1.0,-9999,36.312,55.14,1.0,0.0,-9999,1.0,92.473,1.0,126.657,-9999,36.135,1.0,49.493,-9999,-7.28499,0.99664,-9999,-7.67902,-7.44076,-7.28499,0.998656,0.998656,0.99664,5.02453,4.53269,4.99599,5.09286,12.3639,12.2058,12.3103,12.416,6.20118,5.95655,6.38561,6.63356,13.1175,13.0203,13.2404,13.4714,-9999,-9999
200306,24.906,0.90625,486.271,283.46,0.906944,360.605,0.0,13.649,0.0,99.521,1.0,1.114,1.0,1.528,0.989583,0.312631902797,0.81875,191.892193056,1.0,541.851077669,0.899305555556,-9999,-9999,-9999,-9999,-9999,-9999,395.535,0.992361,18.915,17.481,-9999,1.0,1.0,-9999,30.51,55.14,1.0,0.0,-9999,1.0,120.012,0.98125,179.036,-9999,42.6708,0.990278,63.657,-9999,-7.55739,0.893056,-9999,-7.7419,-7.66755,-7.50139,0.961111,0.955556,0.893056,4.41389,3.80155,4.2285,4.41389,12.0058,11.5374,11.8385,12.0058,5.77876,4.81562,5.4534,5.7747,12.7715,12.3206,12.668,12.7921,-9999,-9999
200307,25.453,0.876344,472.998,293.279,0.867608,364.346,0.0,15.709,0.0,99.462,1.0,0.141,1.0,1.817,0.968414,0.405398345262,0.758064516129,197.797711408,0.999327956989,553.324192901,0.870967741935,-9999,-9999,-9999,-9999,-9999,-9999,384.138,1.0,20.491,19.268,-9999,1.0,1.0,-9999,27.785,55.131,1.0,0.0,-9999,1.0,69.2005,0.991263,101.032,-9999,102.149,1.0,149.137,-9999,-3.76044,0.96707,-9999,-4.05847,-3.96467,-3.65163,0.982527,0.975806,0.948925,2.21719,2.10069,2.24686,2.35682,6.10949,6.07643,6.14997,6.23832,3.57463,3.54477,3.65673,3.87354,7.12394,7.11282,7.25465,7.40027,-9999,-9999
200308,27.223,1.0,421.987,245.691,1.0,369.932,0.0,17.067,0.0,99.534,1.0,0.083,1.0,1.969,0.989919,0.394938600431,0.625,163.177005376,1.0,472.086612903,1.0,-9999,-9999,-9999,-9999,-9999,-9999,385.696,1.0,21.798,20.732,-9999,1.0,1.0,-9999,26.872,55.15,1.0,0.0,-9999,1.0,39.2272,1.0,48.9219,-9999,101.02,1.0,125.986,-9999,-0.128414,1.0,-9999,-0.309278,-0.230434,-0.0697078,1.0,1.0,1.0,2.12916,2.03713,2.11377,2.24968,2.28519,2.30475,2.32783,2.34044,3.66705,2.96616,3.40858,3.54527,3.3226,2.78329,3.05056,3.20696,-9999,-9999
200309,19.591,1.0,344.523,189.357,1.0,337.547,0.0,7.581,0.0,99.804,1.0,3.297,1.0,1.894,1.0,0.393926712996,0.813194444444,107.489961806,1.0,362.332739243,0.999305555556,-9999,-9999,-9999,-9999,-9999,-9999,385.898,1.0,18.181,18.578,-9999,1.0,1.0,-9999,30.361,55.14,1.0,0.0,-9999,1.0,32.707,1.0,41.9715,-9999,63.4913,1.0,81.4758,-9999,-0.393518,1.0,-9999,-0.623703,-0.534659,-0.374071,1.0,1.0,1.0,3.00661,2.66353,2.99132,3.24633,3.52816,3.28629,3.51661,3.59876,2.96035,2.9658,3.07244,3.30805,3.44038,3.43336,3.50599,3.62197,-9999,-9999
200310,14.6,1.0,255.828,107.498,1.0,328.252,0.0,4.121,0.0,99.361,1.0,2.651,1.0,2.08,0.793683,0.408168559902,0.673387096774,62.3594865591,1.0,205.324201613,1.0,-9999,-9999,-9999,-9999,-9999,-9999,384.836,1.0,14.67,15.62,-9999,1.0,1.0,-9999,34.427,55.14,1.0,0.0,3.99364,0.0638441,34.5281,1.0,44.2297,-9999,4.15114,1.0,5.31752,-9999,-2.46546,1.0,-9999,-2.49668,-2.47428,-2.45547,1.0,1.0,1.0,3.04476,3.03193,3.05213,3.08286,5.55421,5.51026,5.53545,5.55189,3.6421,3.6421,3.9432,4.05243,5.7798,5.82632,5.90822,5.9617,-9999,-9999
200311,11.592,1.0,180.205,75.681,1.0,324.856,0.0,2.46,0.0,99.863,1.0,4.59,1.0,1.781,0.505556,-9999,-9999,24.5534317305,0.996527777778,140.785743676,0.998611111111,-9999,-9999,-9999,-9999,-9999,-9999,388.595,0.998611,11.768,12.429,-9999,1.0,1.0,-9999,43.375,55.14,0.834722,0.0,4.47169,0.0,30.4786,0.994444,39.9444,-9999,-11.5628,0.996528,-15.1539,-9999,-1.1717,0.996528,-9999,-1.24712,-1.20274,-1.1717,0.996528,0.996528,0.996528,2.5079,2.24477,2.4518,2.5079,3.70459,3.50119,3.65553,3.69967,2.99805,2.79091,3.04998,3.09536,3.75741,3.68784,3.75677,3.78315,-9999,-9999
200312,7.739,0.998656,144.036,57.147,1.0,302.916,0.0,2.138,0.219086,99.695,1.0,1.81,1.0,2.365,0.558468,-9999,-9999,1.30571339178,0.983198924731,106.5654611,0.991935483871,-9999,-9999,-9999,-9999,-9999,-9999,391.698,0.997984,8.906,8.901,-9999,1.0,1.0,-9999,41.911,55.131,1.0,0.0,4.60287,0.219086,11.9049,0.997984,10.2544,0.179322,0.753716,0.997984,0.649217,0.852265,1.26218,0.99328,0.0267886,1.24423,1.25323,1.27899,0.994624,0.993952,0.99328,1.86201,1.82594,1.85911,1.87872,0.607989,0.538976,0.607989,0.626132,2.03528,1.71171,2.00216,2.12805,0.525442,0.316536,0.501646,0.552088,-9999,-9999
200401,5.895,0.969758,161.222,63.025,0.97379,290.338,0.0,2.462,0.967742,99.104,0.0,1.991,0.954973,2.189,0.737903,0.38987364036,0.581989247312,17.5529541891,0.956317204301,125.48387617,0.907930107527,-9999,-9999,-9999,-9999,-9999,-9999,393.051,0.972446,6.831,6.792,-9999,1.0,1.0,-9999,44.354,55.15,1.0,0.0,3.18577,1.0,7.02093,0.972446,6.04751,0.150623,8.33897,0.971102,7.18282,0.560832,1.11813,0.946909,0.0176876,1.09796,1.10389,1.11469,0.953629,0.946237,0.965726,1.18841,1.19334,1.2188,1.2379,0.0780906,0.0957842,0.107816,0.120473,1.13674,1.15802,1.20042,1.22096,0.13016,0.132212,0.150997,0.192284,1.94419,1.0
200402,8.052,1.0,224.824,81.791,1.0,305.75,0.0,2.043,0.84842,99.721,0.104167,4.71,1.0,1.867,0.561782,0.30924681016,0.502873563218,36.533862069,1.0,153.404283168,0.999281609195,-9999,-9999,-9999,-9999,-9999,-9999,389.983,0.798132,7.335,7.158,-9999,1.0,1.0,-9999,44.471,55.13,1.0,0.0,0.397662,1.0,7.41156,0.747126,9.43882,0.172755,21.9929,0.997845,28.0085,0.627713,1.16996,0.622126,0.0167385,1.11683,1.12196,1.14745,0.628592,0.639368,0.572557,1.18126,1.20063,1.22008,1.25991,0.064431,0.0872449,0.0969181,0.12954,1.17662,1.15902,1.17074,1.26502,0.195448,0.195211,0.230556,0.292485,1.98387,1.0
200403,8.609,0.975134,313.107,138.403,0.977151,309.791,0.0,2.133,0.975134,99.861,0.833333,2.716,1.0,1.929,0.833333,0.39715412633,0.66935483871,71.8547090054,1.0,251.805205743,0.950940860215,119.727843889,0.952284946237,-9999,-9999,-9999,-9999,397.229,0.997312,8.258,8.233,-9999,1.0,1.0,-9999,45.13,55.15,1.0,0.0,-0.186345,1.0,16.4234,0.997312,16.2282,0.270518,56.4086,1.0,55.7381,0.739286,1.50552,0.976478,0.0225933,1.39165,1.41866,1.46831,0.977823,0.979167,0.928763,1.97295,1.8964,1.91741,2.11428,0.554293,0.493722,0.523574,0.631625,1.62876,1.67831,1.74073,1.83628,0.492117,0.521674,0.557247,0.662703,2.06065,1.0
200404,12.13,1.0,399.27,174.02,0.984722,331.285,0.0,2.631,1.0,99.23,0.881944,3.107,1.0,1.922,0.881944,0.396830136637,0.718055555556,100.95084375,1.0,371.544792935,0.784722222222,195.908104861,1.0,-9999,-9999,-9999,-9999,395.526,1.0,11.6,11.462,-9999,1.0,1.0,-9999,45.798,55.14,1.0,0.0,-1.71862,1.0,26.8836,1.0,29.796,0.40088,65.7898,0.998611,72.9171,0.965543,1.15182,0.988194,0.0352977,1.10546,1.13343,1.17054,0.988889,0.988194,0.988194,3.71595,3.66848,3.71595,3.84488,2.63555,2.55267,2.61006,2.69307,3.60169,3.65358,3.73786,4.44679,2.66712,2.66001,2.72859,3.0321,2.356,1.0
200405,14.742,1.0,460.774,245.207,1.0,326.699,0.0,4.423,0.998656,99.367,0.859543,3.639,1.0,1.881,0.859543,0.418729423556,0.762096774194,148.588339382,1.0,502.474736173,0.999327956989,193.085817876,1.0,-9999,-9999,-9999,-9999,395.215,0.956317,13.587,13.126,-9999,1.0,1.0,-9999,44.44,55.14,1.0,0.0,-2.36805,1.0,60.5001,0.965054,83.6897,0.629073,47.9566,0.997312,66.3383,0.849973,-4.83594,0.903226,0.0735351,-4.92917,-4.90147,-4.83397,0.931452,0.93078,0.901882,5.3323,5.20394,5.33629,5.64223,10.2406,10.1138,10.2336,10.4988,6.01231,6.05132,6.18019,6.34258,10.615,10.6562,10.7261,10.8457,2.55223,1.0
200406,20.575,1.0,486.477,279.847,1.0,346.09,0.0,7.404,1.0,99.573,0.970833,0.553,1.0,1.637,0.970833,0.349270384779,0.851388888889,182.355019444,1.0,592.92074177,0.998611111111,196.474186111,1.0,-9999,-9999,-9999,-9999,393.371,1.0,16.447,15.541,-9999,1.0,1.0,-9999,33.949,55.137,1.0,0.0,-5.44442,1.0,94.9589,1.0,153.584,0.936135,21.155,1.0,34.2156,0.632442,-8.62768,0.975,0.0887342,-8.69239,-8.66252,-8.56181,0.990278,0.997222,0.888889,4.60106,4.25177,4.28413,4.50576,13.2974,12.8612,12.9629,13.1189,5.02615,5.04339,5.23131,5.78602,12.9032,12.9384,13.0875,13.4843,2.86522,1.0
200407,24.048,0.65121,471.906,287.764,1.0,353.199,0.0,12.834,0.65121,99.536,0.995968,0.084,1.0,1.705,0.995968,0.352721323351,0.887768817204,183.205939916,0.999327956989,615.729426747,1.0,172.314067876,1.0,-9999,-9999,-9999,-9999,385.116,1.0,17.972,17.128,-9999,1.0,1.0,-9999,27.345,32.336,1.0,0.0,-5.71759,1.0,89.542,1.0,132.054,0.752645,38.8743,0.999328,57.3308,0.598561,-6.43698,0.982527,0.0654115,-6.73983,-6.58804,-6.4131,0.997984,0.995296,0.941532,4.45966,3.74892,4.45966,4.96371,10.9441,10.4399,10.9441,11.3746,4.24552,4.23917,4.38038,5.05157,10.647,10.4792,10.6858,10.9153,3.04698,1.0
200408,23.244,1.0,419.807,246.231,1.0,356.67,0.0,8.984,1.0,99.455,0.997984,0.548,1.0,1.624,0.997984,0.357679314315,0.870295698925,156.931752439,0.995967741935,525.325648121,0.999327956989,171.185543683,1.0,-9999,-9999,-9999,-9999,386.914,1.0,19.31,18.475,-9999,1.0,1.0,-9999,26.527,31.484,1.0,0.0,-4.55426,1.0,53.2982,1.0,68.6386,0.630073,73.5427,0.999328,94.7099,0.716203,-4.12708,0.96707,0.0549119,-4.2247,-4.1227,-3.9737,0.988575,0.988575,0.947581,2.16628,2.24426,2.30582,2.63263,6.36008,6.42366,6.47821,6.60632,3.27706,3.20811,3.26795,3.34783,6.82568,6.7849,6.84539,6.91203,3.2159,1.0
200409,20.209,1.0,341.682,188.482,1.0,342.002,0.0,7.647,1.0,99.812,0.988889,1.187,1.0,2.01,0.988889,0.439852250633,0.884722222222,84.9593569444,1.0,394.409636926,0.998611111111,148.336814746,0.999305555556,-9999,-9999,-9999,-9999,380.703,1.0,18.307,17.915,-9999,1.0,1.0,-9999,26.215,31.48,1.0,0.0,-1.231,1.0,32.5452,0.98125,31.8563,0.524556,54.4969,0.999306,53.3435,0.840459,-1.83341,0.977083,0.038915,-2.03969,-1.97604,-1.77786,0.997222,0.992361,0.977778,1.56272,1.54551,1.61085,1.75071,3.53876,3.53801,3.56439,3.60428,2.30738,2.35362,2.55646,2.82178,4.20121,4.20299,4.28724,4.41871,3.09018,1.0
200410,17.28,1.0,252.99,110.444,1.0,343.632,0.0,2.495,1.0,99.664,0.887769,4.934,1.0,1.669,0.887769,0.325622782427,0.71438172043,64.7471629204,0.998655913978,235.786729839,1.0,128.056994624,1.0,-9999,-9999,-9999,-9999,390.79,1.0,16.471,16.144,-9999,1.0,1.0,-9999,36.192,31.493,1.0,0.0,0.0996868,1.0,16.2288,0.999328,25.6921,0.330244,24.983,0.999328,39.5511,0.591503,-1.21368,0.975134,0.0382352,-1.20229,-1.16743,-1.14154,0.992608,0.966398,0.993952,0.941021,0.874457,1.20316,1.35402,2.24784,2.12549,2.3646,2.49561,2.42173,2.12203,2.31296,2.46593,3.10226,2.94225,2.99526,3.10226,2.86774,1.0
200411,11.017,1.0,178.271,70.671,1.0,313.332,0.0,2.015,1.0,99.643,0.828472,4.973,1.0,2.019,0.828472,0.33700562809,0.586805555556,27.73729375,1.0,146.585579285,0.999305555556,78.3840381944,1.0,-9999,-9999,-9999,-9999,390.919,0.995833,12.381,12.883,-9999,1.0,1.0,-9999,44.189,31.48,1.0,0.0,4.89837,1.0,9.67147,0.995833,12.6752,0.21943,-2.7388,0.997917,-3.5894,0.522609,-0.0742718,0.98125,0.0256717,-0.0998981,-0.0357108,-0.0194018,0.989583,0.980556,0.982639,0.861707,0.840975,0.865695,0.880096,0.879012,0.88602,0.890885,0.963995,1.11317,0.774639,0.965128,1.13279,1.08998,0.942272,1.0173,1.09507,2.44374,1.0
200412,9.125,0.912634,143.715,55.512,0.915323,310.506,0.0,1.693,0.911962,99.688,0.859543,6.336,0.969758,2.244,0.859543,0.456878857723,0.635752688172,14.9685042849,0.956317204301,116.041871142,0.870967741935,56.5747478165,0.870295698925,-9999,-9999,-9999,-9999,389.633,0.913306,9.852,10.216,-9999,1.0,1.0,-9999,47.167,31.465,1.0,0.0,4.32241,1.0,5.31651,0.911962,5.51868,0.145231,0.657564,0.918683,0.682568,0.544672,0.771497,0.915995,0.0251115,0.762589,0.783108,0.804202,0.916667,0.916667,0.910618,0.754254,0.775999,0.787121,0.831713,-0.0104641,0.00750899,0.013956,0.0259017,0.795969,0.778198,0.810919,0.88878,0.0183089,0.0142711,0.0280986,0.0395409,2.19839,1.0
