TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-13.157,0.0,66.8741,22.749,0.0,212.864,0.0,0.919,0.0,98.15,0.0,0.42,0.0,2.09,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.1665,0.0,-9999,-9999,23.5501,0.0,-9999,-9999,0.49213,0.0,-9999,0.463309,0.49213,0.522043,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200102,-19.58,0.0,128.94,59.101,0.0,179.03,0.0,0.898,0.0,98.641,0.0,0.204,0.0,1.909,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0255,0.0,-9999,-9999,23.731,0.0,-9999,-9999,0.475737,0.0,-9999,0.447717,0.475737,0.50586,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200103,-6.955,0.0,228.511,100.616,0.0,229.615,0.0,1.535,0.0,98.429,0.0,0.522,0.0,2.048,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.9001,0.0,-9999,-9999,23.9473,0.0,-9999,-9999,0.494404,0.0,-9999,0.466122,0.494404,0.526666,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200104,2.633,0.0,342.179,183.654,0.0,248.697,0.0,3.992,0.0,98.305,0.0,0.32,0.0,2.124,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0309,0.0,-9999,-9999,23.7432,0.0,-9999,-9999,0.487813,0.0,-9999,0.459709,0.487813,0.518601,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200105,11.212,0.0,435.229,198.106,0.0,291.43,0.0,6.524,0.0,97.925,0.0,1.428,0.0,2.549,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.1665,0.0,-9999,-9999,23.5501,0.0,-9999,-9999,0.49213,0.0,-9999,0.463309,0.49213,0.522043,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200106,15.748,0.0,479.821,227.465,0.0,308.317,0.0,8.871,0.0,98.217,0.0,1.034,0.0,2.145,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0309,0.0,-9999,-9999,23.7432,0.0,-9999,-9999,0.487813,0.0,-9999,0.459709,0.487813,0.518601,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200107,20.558,0.0,459.135,211.082,0.0,340.988,0.0,9.545,0.0,97.98,0.0,1.152,0.0,2.383,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.026,0.0,-9999,-9999,23.7322,0.0,-9999,-9999,0.476906,0.0,-9999,0.448878,0.476906,0.507093,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200108,18.546,0.0,381.171,180.291,0.715054,333.011,0.0,7.963,0.0,97.911,0.0,1.249,0.0,2.475,0.678763,0.485544633171,0.657258064516,111.988670481,0.672715053763,415.799772223,0.672715053763,13.3937981186,0.672715053763,13.8086012366,0.672715053763,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.9001,0.0,-9999,-9999,35.5242,0.711694,-9999,-9999,0.494404,0.0,-9999,0.466122,0.494404,0.526666,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200109,13.748,0.313889,274.288,119.51,0.982639,305.967,0.0,6.396,0.265972,98.3,0.0,0.632,0.0,2.546,0.752083,0.43444194951,0.721527777778,60.0922820279,0.954861111111,264.562791881,0.957638888889,9.52978360283,0.957638888889,9.42209510177,0.957638888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.0309,0.0,-9999,-9999,19.4973,0.975694,-9999,1.94888,0.487813,0.0,-9999,0.459709,0.487813,0.518601,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200110,2.239,0.933468,166.229,55.451,0.936156,274.071,0.0,1.809,0.90121,97.721,0.0,0.532,0.0,2.345,0.53629,0.514317868563,0.510080645161,22.5275224628,0.890456989247,123.537526481,0.890456989247,6.35751455135,0.890456989247,5.26906643156,0.890456989247,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.1665,0.0,-9999,-9999,-2.53022,0.898522,-9999,0.603048,0.49213,0.0,-9999,0.463309,0.49213,0.522043,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
