TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201011,-2.291,1.0,155.81,68.863,0.926389,267.37,0.936806,1.508,1.0,77.369,0.96875,2.335,0.0,1.129,0.946528,0.0926262569445,0.800694444444,-22.1299000149,0.779861111111,146.48382811,0.756944444444,68.4786986111,1.0,289.203611111,1.0,390.007,0.95625,1.033,1.933,3.122,1.0,1.0,1.0,29.775,24.574,1.0,1.0,-3.74633,1.0,5.09757,0.964583,9.90163,0.276099,-6.20833,0.980556,-12.0592,0.317393,1.47568,0.839583,0.020507,1.40524,1.4282,1.50539,0.896528,0.88125,0.834722,1.49925,1.46963,1.49692,1.57595,0.0439948,0.0408467,0.0557646,0.0663238,0.906525,1.02383,1.18232,1.35719,0.0441932,0.0211925,0.0409944,0.240006,1.25556,1.0
201012,-5.697,1.0,119.35,54.483,0.925403,240.748,0.921371,1.63,1.0,77.336,0.899194,1.847,0.0,1.544,0.870968,0.127909652049,0.747311827957,-35.6071551944,0.70564516129,131.660817108,0.703629032258,67.3182446237,1.0,268.49327957,1.0,390.891,0.921371,0.079,0.786,1.819,0.992608,0.992608,0.992608,29.738,24.045,0.992608,0.992608,-2.99252,0.992608,6.17561,0.924731,19.5606,0.278163,-14.5693,0.962366,-46.1467,0.408812,1.51334,0.825941,0.016256,1.452,1.49128,1.61806,0.857527,0.832661,0.77621,1.29336,1.29184,1.3053,1.41424,-0.184066,-0.22879,-0.184066,-0.153791,1.52168,1.6008,1.91465,2.41246,0.0,0.0,0.0,0.0,1.15814,1.0
201101,-4.291,1.0,136.455,80.736,0.986559,230.722,0.985215,2.111,1.0,78.009,1.0,0.684,0.0,1.075,1.0,0.0846643269125,0.734543010753,-37.0477081026,0.952284946237,166.120121491,0.950268817204,78.5840759409,1.0,270.199462366,1.0,393.793,0.995968,0.372,0.913,1.692,1.0,1.0,1.0,28.956,23.942,1.0,1.0,-2.32252,1.0,2.45625,0.99664,7.77992,0.174569,-7.74059,0.995296,-24.5175,0.310403,1.59865,0.840726,0.0131331,1.51067,1.59191,1.86606,0.892473,0.83871,0.71371,1.3882,1.4198,1.49483,1.7048,-0.188745,-0.212801,-0.155874,-0.0332421,0.927153,0.936755,1.21573,1.68314,0.0,0.0,0.0,0.00223448,1.26499,1.0
201102,-1.368,1.0,199.731,112.687,0.927083,237.23,0.944196,3.197,1.0,78.014,1.0,0.895,0.0,1.136,0.998512,0.0883469103403,0.769345238095,-40.5177267637,0.838541666667,237.618206835,0.82068452381,108.670344494,1.0,281.094642857,1.0,394.937,0.944196,0.214,0.69,1.38,1.0,1.0,1.0,28.423,23.83,1.0,1.0,-1.98937,1.0,5.53794,0.970982,14.0299,0.16898,-8.33441,0.998512,-21.1145,0.292162,1.60003,0.796131,0.0216284,1.43035,1.49399,1.73077,0.841518,0.816964,0.745536,1.31226,1.24664,1.31226,1.57647,-0.177504,-0.197043,-0.177504,-0.135146,1.34647,1.34647,1.58612,1.99018,0.0,0.0,0.0,0.00311673,1.25997,1.0
201103,-1.249,1.0,290.617,166.609,0.922043,246.058,0.919355,1.853,1.0,78.34,0.986559,1.31,0.0,1.115,0.97043,0.0795644015782,0.698924731183,-8.10151920627,0.787634408602,368.683957214,0.762096774194,132.90871707,1.0,293.746706989,1.0,400.156,0.930108,0.282,0.694,1.283,1.0,1.0,1.0,29.315,25.742,1.0,1.0,-1.85879,1.0,5.81034,0.962366,7.95186,0.203431,-4.54954,0.981855,-6.22637,0.234686,1.63845,0.650538,0.0151445,1.4724,1.60473,1.70683,0.80914,0.698925,0.573925,1.16914,1.08001,1.16914,1.41305,-0.355366,-0.454218,-0.397429,-0.362907,1.39948,1.39948,1.48974,1.80734,0.0,0.0,0.0,0.00190173,1.26212,1.0
201104,3.999,1.0,384.509,226.903,1.0,269.446,1.0,3.751,1.0,78.426,1.0,0.839,0.634028,1.613,0.964583,0.145436304819,0.772916666667,75.7922233501,0.997222222222,454.062992195,0.990277777778,89.3483673611,1.0,331.721909722,1.0,393.283,0.995833,3.274,2.991,2.574,1.0,1.0,1.0,37.657,29.343,1.0,1.0,1.98815,1.0,26.1211,0.998611,35.7485,0.4324,27.7974,0.999306,38.0428,0.645896,0.308771,0.961111,0.017088,0.250291,0.263872,0.283417,0.947222,0.911111,0.938194,1.17235,1.19743,1.23831,1.31881,0.882211,0.909242,0.984386,1.04609,1.56246,1.68258,1.79295,1.83046,1.38028,1.27297,1.30245,1.3313,1.36487,1.0
201105,6.71,1.0,454.572,264.038,1.0,283.434,1.0,3.363,1.0,78.683,0.995968,1.589,1.0,1.676,0.965054,0.150918615303,0.825940860215,138.667409946,1.0,528.864782405,0.987231182796,50.4088313172,1.0,358.480241935,1.0,390.808,1.0,9.144,7.991,6.422,0.997312,0.997312,0.997312,30.841,24.023,0.997312,0.997312,5.9132,0.997312,57.6167,0.998656,64.8328,0.521576,60.3063,0.997984,67.8592,0.422944,-1.895,0.946909,0.0368536,-1.94304,-1.90171,-1.88721,0.915323,0.913978,0.940188,2.36944,2.32002,2.35275,2.43218,4.26051,4.2293,4.26211,4.40427,1.60701,1.60587,2.47146,2.75518,4.04535,3.61916,4.0115,4.26108,1.58364,1.0
201106,8.917,1.0,485.71,234.05,1.0,308.094,1.0,3.441,1.0,78.675,0.982639,6.278,1.0,1.404,0.940278,0.136234467373,0.751388888889,130.225479339,0.994444444444,469.28623575,0.990972222222,47.6442458333,1.0,363.806597222,1.0,387.752,0.995139,11.364,10.416,8.96,1.0,1.0,1.0,33.903,26.934,1.0,1.0,5.80622,1.0,76.2677,0.999306,87.0488,0.700625,33.6513,0.999306,38.4082,0.356662,-3.21805,0.902778,0.0423126,-3.31247,-3.25644,-3.10255,0.958333,0.96875,0.897917,3.47901,3.13351,3.56963,4.44679,6.65345,6.44598,6.73529,7.28806,2.74918,2.69291,3.58183,4.74473,6.46284,6.07218,6.46284,7.09766,1.67344,1.0
201107,8.904,1.0,470.701,246.412,1.0,298.278,1.0,3.16,1.0,78.394,0.998656,2.901,0.99664,1.393,0.979839,0.141365513941,0.8125,131.496104895,0.994623655914,493.7347838,0.993951612903,47.2791239529,0.996639784946,362.699601463,0.996639784946,376.689,0.999328,12.494,11.912,10.903,0.997984,0.997984,0.997984,30.063,23.226,0.997984,0.997984,3.29543,0.997984,82.8313,0.998656,89.2043,0.576447,38.016,1.0,40.9409,0.361376,-3.16456,0.96371,0.0425859,-3.21413,-3.16624,-3.12846,0.969086,0.896505,0.969086,4.45607,3.57304,4.45607,4.92911,7.55327,6.81759,7.61794,8.01515,4.769,3.96532,4.769,5.32931,7.25107,7.35858,7.74887,8.01557,1.72056,1.0
201108,11.905,1.0,413.182,239.597,1.0,306.318,1.0,4.766,1.0,78.855,0.906586,1.757,1.0,1.42,0.939516,0.136515509201,0.835349462366,123.615534946,1.0,482.749655182,0.936155913978,47.6893938172,1.0,374.609475806,1.0,377.454,0.998656,13.672,12.791,11.531,1.0,1.0,1.0,26.857,18.771,1.0,1.0,4.85372,1.0,86.0977,0.998656,84.5481,0.628661,34.5905,0.998656,33.9679,0.343961,-2.10289,0.955645,0.0367956,-2.34896,-2.21596,-2.13908,0.992608,0.952285,0.956989,4.31589,4.19705,4.32245,4.3742,6.50481,6.38304,6.51583,6.60069,5.76644,5.09001,5.39103,5.73241,6.78222,6.79321,6.88134,7.01595,1.77253,1.0
201109,10.01,1.0,328.161,202.528,1.0,296.77,1.0,3.858,1.0,78.893,0.992361,2.64,1.0,1.42,0.965972,0.129667571173,0.834027777778,91.6061138889,1.0,399.800202775,0.986805555556,43.6672791667,1.0,364.097638889,1.0,381.092,1.0,11.637,11.481,11.034,1.0,1.0,1.0,28.352,20.362,1.0,1.0,2.12762,1.0,64.4273,0.999306,58.3733,0.501294,34.3674,0.998611,31.138,0.318635,-1.12118,0.950694,0.0308187,-1.28545,-1.20216,-1.06737,0.978472,0.969444,0.872917,3.28268,3.23401,3.28363,3.3493,4.48897,4.38454,4.45943,4.5138,3.88238,3.84988,4.10793,4.5002,4.93179,4.62109,4.77516,4.92599,1.68389,1.0
201110,4.418,1.0,233.832,143.299,0.968414,259.401,0.966398,3.83,1.0,78.731,0.995296,1.02,0.612903,1.36,0.994624,0.115683743873,0.82997311828,35.2860830088,0.859543010753,316.500300879,0.829301075269,48.4383481183,1.0,327.457862903,1.0,386.542,0.966398,5.18,6.238,7.4,1.0,1.0,1.0,25.397,18.844,1.0,1.0,-2.8303,1.0,32.8564,0.984543,21.6761,0.437008,20.0907,0.994624,13.2543,0.525443,-0.237827,0.8125,0.0211299,-0.378186,-0.268097,0.0982065,0.918011,0.881048,0.626344,1.53389,1.53389,1.67774,1.97011,1.91306,1.83918,1.95984,2.04396,1.63025,1.62751,2.55496,3.14031,2.36983,1.8223,2.255,2.43544,1.43313,1.0
201111,1.635,1.0,155.81,86.169,1.0,254.92,1.0,2.882,1.0,78.665,0.930556,4.409,0.966667,1.115,0.895833,0.0808878374613,0.729166666667,1.73014882277,0.954861111111,166.563916481,0.993055555556,28.2698200779,0.954861111111,311.676557286,0.954861111111,392.743,0.999306,0.674,1.668,3.199,1.0,1.0,1.0,32.25,25.078,1.0,1.0,-3.8748,1.0,9.82715,0.999306,2.06956,0.238203,16.5998,0.999306,3.49585,0.37636,0.474881,0.381944,0.0139651,0.415791,0.489716,0.524049,0.990972,0.79375,0.376389,1.09808,0.747507,1.06602,1.24438,0.586985,0.331958,0.460343,0.605599,0.795844,0.833123,1.34889,1.69988,0.510269,0.353723,0.50811,0.631333,1.27564,1.0
201112,-2.641,1.0,119.35,59.278,0.900538,240.504,0.893145,2.05,1.0,78.082,0.998656,1.947,0.12836,1.538,0.997984,0.137876958508,0.875672043011,-34.5564976779,0.634408602151,152.465885683,0.623655913978,54.9294784946,1.0,284.710416667,1.0,392.017,0.913306,-0.166,0.385,1.518,1.0,1.0,1.0,30.619,24.085,1.0,1.0,-3.19179,1.0,6.569,0.921371,14.372,0.28985,-8.0259,0.999328,-17.5595,0.44399,1.28438,0.869624,0.0137899,1.20596,1.25705,1.34722,0.879704,0.873656,0.862903,1.29632,1.1935,1.29775,1.37551,0.0420307,-0.0448561,0.0291345,0.0521921,1.66077,1.5613,1.65612,1.85558,0.0839477,0.080056,0.0845722,0.131555,1.24809,1.0
201201,-2.543,1.0,136.455,74.467,0.916667,233.002,0.906586,2.734,1.0,78.231,1.0,1.535,0.0,1.608,0.998656,0.157854965598,0.887096774194,-43.7699917628,0.723790322581,174.650168398,0.724462365591,70.8918010753,1.0,278.232392473,1.0,394.35,0.912634,0.37,0.844,1.639,1.0,1.0,1.0,30.044,24.187,1.0,1.0,-2.26026,1.0,9.83837,0.927419,40.9779,0.438079,-17.3903,0.999328,-72.4323,0.562949,1.60328,0.80914,0.0158496,1.50939,1.57474,1.68056,0.829973,0.815188,0.791667,1.40308,1.3725,1.39622,1.43664,-0.19433,-0.251404,-0.19222,-0.148804,1.4427,1.43491,1.59178,1.62015,0.0,0.0,0.0,0.000764039,1.08245,1.0
201202,-5.622,1.0,201.194,137.803,0.975575,216.682,0.985632,2.606,1.0,77.975,1.0,0.167,0.0,1.362,0.998563,0.117959240666,0.871408045977,-27.396729295,0.951867816092,272.56474723,0.92816091954,117.658461207,1.0,269.092492816,1.0,395.664,0.979885,0.105,0.565,1.301,1.0,1.0,1.0,29.413,23.797,1.0,1.0,-1.97976,1.0,5.73965,0.97773,14.5409,0.230337,-9.80239,1.0,-24.8335,0.369126,1.66506,0.906609,0.0161311,1.5646,1.64458,1.78822,0.939655,0.907328,0.882902,1.35184,1.34425,1.36056,1.47834,-0.31031,-0.316795,-0.280792,-0.228342,1.69347,1.55529,1.58136,1.63858,0.0,0.0,0.0,0.00168954,1.0599,1.0
201203,1.968,1.0,293.843,190.342,0.961694,247.846,0.957661,3.854,1.0,78.823,0.995968,0.753,0.000672043,1.375,0.997312,0.110099039708,0.893817204301,5.18335103776,0.89314516129,407.922658103,0.864919354839,132.607659274,1.0,302.964314516,1.0,398.408,0.973118,0.296,0.61,1.146,1.0,1.0,1.0,33.493,28.026,1.0,1.0,-1.53618,1.0,11.8799,0.984543,10.7123,0.246344,-4.22513,0.99664,-3.80988,0.315524,1.54505,0.885081,0.0117728,1.45452,1.52682,1.58688,0.903226,0.889113,0.78629,1.35478,1.19338,1.34845,1.45307,-0.252706,-0.25693,-0.240635,-0.16085,1.99156,1.85361,1.95589,1.98486,0.0,0.0,0.0,0.0123444,1.07601,1.0
201204,-0.219,1.0,387.291,167.272,0.84375,275.29,0.85,1.589,1.0,77.392,0.928472,2.783,0.0993056,1.194,0.970139,0.115203678625,0.745833333333,26.3431898844,0.668055555556,347.303763969,0.633333333333,121.039526389,1.0,306.178125,1.0,392.313,0.888889,0.444,0.649,1.138,1.0,1.0,1.0,34.615,28.287,1.0,1.0,-1.50284,1.0,9.90203,0.911806,20.0836,0.330379,1.1147,0.991667,2.26087,0.316813,1.32512,0.802778,0.0100034,1.32457,1.33869,1.35513,0.823611,0.836111,0.851389,1.13218,1.13218,1.1545,1.18253,-0.185243,-0.208916,-0.182015,-0.161927,1.34764,1.34263,1.42191,1.51388,0.0137543,0.00860768,0.015248,0.0301596,1.08954,1.0
201205,5.367,1.0,456.272,229.315,0.97043,285.71,0.977823,3.147,1.0,78.414,0.961022,2.292,0.742608,1.464,0.920699,0.131636390229,0.743279569892,99.8617350926,0.952284946237,477.804594522,0.952284946237,75.620093414,1.0,344.881854839,1.0,391.868,0.953629,5.296,4.511,3.405,1.0,1.0,1.0,35.992,28.396,1.0,1.0,4.877,1.0,35.9133,0.983871,43.8996,0.440965,39.5086,0.993952,48.2945,0.435595,0.335215,0.835349,0.0271218,0.294087,0.313566,0.335215,0.87836,0.889113,0.835349,1.54344,1.50784,1.65182,1.78418,1.28792,1.19111,1.3166,1.44101,1.52566,1.51727,1.55734,1.67597,1.3394,1.32704,1.35099,1.40952,1.71703,1.0
201206,10.179,0.995139,485.957,257.065,0.995833,309.198,0.995139,3.953,0.995139,78.675,0.992361,2.74,0.992361,1.357,0.977083,0.144989320839,0.84375,141.40426088,0.991666666667,508.934663151,0.994444444444,45.6200939815,0.991666666667,373.477986111,0.991666666667,385.159,0.998611,12.15,10.932,8.84,0.995833,0.995833,0.995833,31.631,24.491,0.995833,0.995833,7.82981,0.995833,81.2899,1.0,90.1642,0.639235,42.5666,1.0,47.2135,0.420069,-2.91398,0.968056,0.0544629,-2.81993,-2.71944,-2.64438,0.979167,0.9875,0.991667,3.03935,3.03935,3.10313,3.16303,5.79347,5.7716,5.88352,6.01411,3.45851,3.52428,3.97157,4.13688,6.37899,6.16574,6.34101,6.49575,2.88191,1.0
201207,11.54,1.0,469.457,266.063,1.0,301.579,1.0,5.706,1.0,78.79,0.995296,3.093,1.0,1.501,0.925403,0.179583129312,0.823252688172,144.163510081,1.0,527.396866313,0.99126344086,50.8649180108,1.0,372.613776882,1.0,372.611,0.999328,13.235,12.529,11.125,1.0,1.0,1.0,29.494,21.085,1.0,1.0,5.23189,1.0,95.2594,1.0,103.7,0.716828,32.0263,1.0,34.864,0.399643,-3.11205,0.983199,0.0439327,-3.0934,-3.04121,-2.94713,0.984543,0.987231,0.964382,4.57083,4.46382,4.62505,4.84259,7.68054,7.48524,7.66424,7.76779,3.873,3.8514,4.03225,4.60765,7.47678,7.36143,7.42475,7.7646,3.10985,1.0
201208,12.463,1.0,410.753,234.45,1.0,309.728,1.0,4.867,1.0,79.02,0.997312,2.029,1.0,1.357,0.981183,0.136812539862,0.876344086022,120.619906586,1.0,468.462615048,0.992607526882,46.454172043,1.0,377.103696237,1.0,369.737,1.0,13.84,13.286,12.028,1.0,1.0,1.0,24.488,17.004,1.0,1.0,4.63754,1.0,71.8406,0.999328,79.1538,0.573905,33.2755,1.0,36.6629,0.31618,-1.47571,0.948925,0.0544733,-1.72467,-1.61659,-1.55316,0.889785,0.981855,0.979167,4.71219,4.44526,4.71219,5.06413,6.33609,6.06294,6.24517,6.7317,4.8435,4.55735,5.79617,6.66189,7.24353,6.27416,6.9567,7.24378,3.28138,1.0
201209,7.749,1.0,325.092,179.157,1.0,294.14,1.0,3.407,1.0,78.638,1.0,1.748,0.96875,1.325,0.990278,0.141406125494,0.865277777778,75.7072582756,0.96875,352.898836195,0.998611111111,34.7822110513,0.96875,353.31068953,0.96875,374.299,0.998611,10.231,10.424,10.286,1.0,1.0,1.0,22.32,15.367,1.0,1.0,1.47952,1.0,43.6365,0.998611,43.8862,0.422199,35.2824,1.0,35.4843,0.339135,-0.365539,0.9625,0.0232385,-0.56946,-0.483165,-0.330083,0.988194,0.971528,0.909028,2.87396,2.66245,2.95622,3.09033,3.27063,3.23367,3.32994,3.4157,3.31018,3.24045,3.52148,3.78999,3.72398,3.55601,3.63539,3.83509,2.45936,1.0
201210,4.476,1.0,230.864,113.842,0.971774,280.959,0.971102,2.978,1.0,78.209,0.961694,1.48,1.0,1.203,0.960349,0.12331829493,0.774865591398,29.6732750114,0.897177419355,238.82323552,0.853494623656,39.5229643817,1.0,331.316935484,1.0,379.875,0.991263,6.182,6.818,7.535,1.0,1.0,1.0,24.541,19.494,1.0,1.0,-1.6418,1.0,21.2129,0.990591,13.715,0.294398,24.1088,0.99664,15.5873,0.387666,0.382893,0.827957,0.0171293,0.229665,0.370905,0.488814,0.941532,0.826613,0.791667,1.65197,1.33361,1.60391,1.8307,1.2093,1.12287,1.20502,1.31945,1.31598,1.32485,1.63053,1.82427,1.39722,1.20494,1.38915,1.42308,1.76528,1.0
201211,0.256,1.0,153.846,76.598,0.925694,257.182,0.924306,2.036,1.0,78.013,0.977778,3.114,1.0,1.054,0.938194,0.101648257565,0.746527777778,-33.3249448174,0.789583333333,181.124144219,0.773611111111,72.5977548611,1.0,297.580347222,1.0,384.785,0.93125,1.232,2.137,3.631,1.0,1.0,1.0,27.799,22.977,1.0,1.0,-4.41097,1.0,5.08935,0.940278,9.26094,0.202396,-2.18597,0.970139,-3.97774,0.273962,1.2235,0.839583,0.0134827,1.15172,1.21947,1.25758,0.897222,0.843056,0.748611,1.34805,1.22838,1.36466,1.44237,0.142102,0.0811599,0.141155,0.199648,1.36067,1.21344,1.28669,1.36853,0.0899038,0.0251626,0.0906324,0.103649,1.16044,1.0
201212,-4.879,1.0,119.027,57.727,0.899866,248.541,0.902554,1.714,1.0,77.806,0.967742,2.676,1.0,1.269,0.999328,0.140766431495,0.897177419355,-25.9064044715,0.702284946237,124.646910413,0.663306451613,66.6331276882,1.0,271.807258065,1.0,384.729,0.950941,0.944,1.513,2.512,0.997312,0.997312,0.997312,28.192,23.674,0.997312,0.997312,-3.13025,0.997312,5.36208,0.96371,16.0476,0.229783,-12.014,0.997312,-35.9555,0.348328,1.62444,0.857527,0.0155216,1.56098,1.60421,1.7068,0.897849,0.865591,0.816532,1.3625,1.35401,1.36225,1.50923,-0.260046,-0.231882,-0.217847,-0.192601,2.18385,2.19013,2.361,2.95342,0.0018354,0.0,0.00181712,0.00716777,1.13285,1.0
201301,-3.179,1.0,136.455,82.064,1.0,231.473,1.0,3.065,1.0,77.632,1.0,0.782,0.0,1.356,0.995968,0.125645538363,0.877016129032,-39.9927694892,1.0,165.282414454,0.995295698925,84.3309489247,1.0,269.434744624,1.0,384.096,0.997984,0.432,0.972,1.912,1.0,1.0,1.0,28.154,23.518,1.0,1.0,-2.78339,1.0,5.1142,0.998656,17.4305,0.191266,-12.6128,0.999328,-42.9874,0.357774,1.48629,0.941532,0.0120188,1.42139,1.45964,1.54124,0.977151,0.954973,0.887769,1.30144,1.26533,1.29472,1.31456,-0.164553,-0.201226,-0.166863,-0.155154,1.60467,1.46436,1.57338,1.6029,0.0264499,0.0274083,0.0317951,0.0376211,1.24016,1.0
201302,-7.861,1.0,199.731,116.066,0.87872,229.57,0.891369,1.414,1.0,77.299,0.988095,1.362,0.0,1.533,0.973214,0.131006597752,0.852678571429,-27.8321430258,0.65625,263.019461516,0.63318452381,112.661165179,1.0,260.320535714,1.0,386.738,0.922619,-0.08,0.428,1.335,1.0,1.0,1.0,27.452,22.587,1.0,1.0,-2.44954,1.0,5.25848,0.944196,20.1068,0.178791,-9.9126,0.991071,-37.9028,0.343618,1.64262,0.723214,0.0171574,1.4996,1.57456,1.75216,0.785714,0.729167,0.616815,0.994308,1.04684,1.08635,1.1277,-0.548238,-0.584846,-0.527713,-0.480446,1.42565,1.42565,1.54581,1.66546,0.00535723,0.00540991,0.00742221,0.0097758,1.19252,1.0
201303,-3.763,1.0,290.617,157.515,0.890457,238.014,0.881048,1.671,1.0,77.161,0.998656,1.625,0.0,1.182,0.972446,0.107683265136,0.820564516129,-22.2679217198,0.71438172043,375.7375496,0.713037634409,144.261973118,1.0,280.145766129,1.0,385.461,0.916667,0.013,0.419,1.151,1.0,1.0,1.0,26.935,22.382,1.0,1.0,-2.01718,1.0,4.54335,0.932124,17.3724,0.146299,-5.29454,0.987903,-20.2447,0.248484,1.62507,0.741935,0.0188445,1.46516,1.56529,1.63923,0.788306,0.75,0.737231,1.27016,1.21351,1.28875,1.3815,-0.293199,-0.27586,-0.250859,-0.190919,1.64898,1.65057,2.29983,2.48878,0.040043,0.0,0.0264132,0.0404772,1.20091,1.0
201304,1.434,1.0,384.509,179.127,0.89375,278.678,0.8875,1.877,1.0,78.082,0.994444,3.242,0.0,1.061,0.970833,0.10396640659,0.791666666667,14.1157855578,0.757638888889,394.215219459,0.738194444444,140.398509028,1.0,306.022361111,1.0,388.741,0.913889,0.245,0.568,1.12,1.0,1.0,1.0,32.34,27.223,1.0,1.0,-1.65376,1.0,3.85976,0.921528,8.22257,0.339285,-4.7265,0.985417,-10.069,0.24539,1.49621,0.509722,0.0507633,1.33046,1.43204,1.55053,0.696528,0.579861,0.411806,1.50384,1.23183,1.50149,1.5962,0.0931735,-0.0812199,0.00253677,0.0694556,2.16695,1.94831,2.02933,2.20137,0.0865127,0.0900717,0.0958616,0.124996,1.22231,1.0
201305,2.346,1.0,454.572,218.733,0.880376,275.809,0.875672,2.141,1.0,77.905,0.975134,4.33,0.0,1.588,0.921371,0.14910052975,0.710349462366,50.8439244872,0.790994623656,435.539683287,0.780241935484,136.026150538,1.0,315.201209677,1.0,375.654,0.891801,0.806,0.987,1.298,1.0,1.0,1.0,47.755,39.711,1.0,1.0,-0.712304,1.0,19.389,0.920699,41.305,0.494483,1.99535,0.971102,4.25075,0.562209,1.22424,0.804435,0.019704,1.17585,1.22469,1.30105,0.834005,0.80578,0.741263,1.5405,1.4177,1.54295,1.72742,0.320006,0.2461,0.316155,0.399169,1.76263,1.70006,1.71636,1.78178,0.203427,0.18715,0.213128,0.293791,1.28429,1.0
201306,8.216,1.0,485.71,255.237,0.997222,292.036,1.0,3.766,1.0,78.698,0.985417,1.639,0.0,1.715,0.977083,0.178467003767,0.806944444444,135.337104529,0.998611111111,426.394269815,0.948611111111,51.5245451389,1.0,363.551111111,1.0,375.863,0.997917,9.029,8.001,6.064,1.0,1.0,1.0,34.494,28.12,1.0,1.0,8.10309,1.0,61.4042,1.0,66.1893,0.604015,56.7584,0.999306,61.1814,0.58711,-1.33948,0.943056,0.0404407,-1.48304,-1.39214,-1.31976,0.978472,0.949306,0.936806,2.19313,2.06136,2.19197,2.37442,3.53275,3.53275,3.58172,3.66296,2.59437,2.55032,2.64369,3.05019,3.8303,3.75741,3.83184,4.05275,2.49172,1.0
201307,11.929,0.980511,470.701,244.101,0.981855,312.322,0.980511,3.863,0.980511,79.095,0.86828,3.193,0.0,1.397,0.885753,0.150213066354,0.70564516129,140.941393795,0.956317204301,367.53985858,0.608870967742,44.1270612679,0.956317204301,378.003140681,0.956317204301,377.972,0.993952,13.052,12.032,10.114,0.980511,0.980511,0.980511,28.645,22.361,0.980511,0.980511,7.15638,0.980511,104.105,0.998656,92.0721,0.668101,43.0342,0.99664,38.06,0.380537,-4.21443,0.901882,0.0521261,-4.27555,-4.21443,-3.59861,0.929435,0.901882,0.888441,4.06461,3.11032,3.3904,3.99534,7.6371,6.94682,7.38596,7.93409,5.07576,4.87262,5.31962,6.17775,8.02805,8.03282,8.3305,8.84833,3.32617,1.0
201308,10.951,1.0,413.182,235.517,0.998656,306.027,1.0,3.801,1.0,78.952,0.994624,2.053,0.0,1.357,0.965054,0.155400150527,0.79502688172,125.967060713,0.999327956989,478.768859268,0.730510752688,44.727561828,1.0,370.833602151,1.0,375.13,1.0,12.983,12.571,11.5,1.0,1.0,1.0,29.016,21.934,1.0,1.0,3.9662,1.0,104.936,1.0,88.4725,0.640018,40.1293,1.0,33.8333,0.396296,-4.01916,0.960349,0.0522019,-4.30096,-4.13637,-3.92766,0.984543,0.965054,0.935484,3.83165,3.45387,4.28338,4.60462,8.0596,7.73857,8.40609,8.5371,4.85952,4.86265,5.96488,6.29898,8.87394,8.36138,8.75019,8.9493,3.31933,1.0
201309,8.711,1.0,328.161,194.731,1.0,288.928,1.0,4.255,1.0,78.638,0.965278,1.938,0.0,1.3,0.964583,0.158648411935,0.767361111111,89.7985213895,0.954861111111,388.033858864,0.99375,41.4078401928,0.954861111111,357.770877364,0.954861111111,383.864,1.0,9.998,10.057,9.797,1.0,1.0,1.0,26.654,19.91,1.0,1.0,1.61618,1.0,73.5113,1.0,54.9496,0.656666,40.213,1.0,30.0592,0.403842,-1.71356,0.997222,0.0454093,-1.96656,-1.71957,-1.61567,0.998611,0.997222,0.996528,3.35305,2.81914,3.37509,3.72757,5.06041,4.80542,5.13056,5.29633,3.53398,3.04227,3.25637,3.55728,5.13378,4.97974,5.09006,5.27527,2.64508,1.0
201310,4.437,1.0,233.832,115.123,0.979839,292.975,0.977823,2.095,1.0,78.631,0.999328,2.344,0.0,1.116,0.992608,0.137785456408,0.816532258065,36.0675776596,0.951612903226,229.331481472,0.943548387097,40.4790208333,1.0,334.770295699,1.0,389.365,0.983871,6.371,6.815,7.353,1.0,1.0,1.0,29.928,24.546,1.0,1.0,-1.17107,1.0,29.87,0.989919,21.6776,0.592321,20.2804,0.999328,14.7181,0.560788,-0.287082,0.983199,0.0361253,-0.232803,-0.196653,-0.127477,0.983871,0.986559,0.775538,1.95412,1.76302,1.8764,2.04097,2.03899,2.00264,2.06254,2.15979,1.6387,1.51925,1.6387,2.25983,2.22103,1.87113,2.05801,2.22514,1.98541,1.0
