TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-5.17,0.0,170.021,96.989,0.0,250.314,0.0,0.301,0.0,97.917,0.0,1.708,0.0,4.313,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.0568,0.0,83.3179,-9999,58.1989,0.0,67.2943,-9999,1.68245,0.0,-9999,1.63488,1.68245,1.69253,0.0,0.0,0.0,0.389326,0.363613,0.367451,0.417462,-1.3032,-1.30356,-1.29883,-1.26743,0.888458,0.888458,0.920638,0.940174,2.19894,1.73982,1.77781,1.9999,-9999,-9999
200102,-7.895,0.0,231.68,130.805,0.0,250.79,0.0,0.17,0.0,98.119,0.0,4.336,0.0,4.395,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,72.362,0.0,88.9478,-9999,57.7583,0.0,70.9969,-9999,1.68639,0.0,-9999,1.64006,1.68639,1.69655,0.0,0.0,0.0,0.285729,0.265486,0.268497,0.30805,-1.41082,-1.41815,-1.38691,-1.36588,0.684957,0.684957,0.714076,0.741599,2.57388,2.05251,2.09735,2.41272,-9999,-9999
200103,0.344,0.0,316.723,182.543,0.0,267.364,0.0,1.12,0.0,97.745,0.0,1.823,0.0,2.887,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.6346,0.290323,72.1496,0.0,89.1252,-9999,57.801,0.0,71.4006,-9999,1.70294,0.0,-9999,1.65548,1.70294,1.71219,0.0,0.0,0.0,0.753821,0.718077,0.723452,0.792239,-0.95837,-0.984864,-0.950624,-0.932025,1.46786,1.42404,1.46786,1.5093,3.09557,2.49551,2.55007,3.01269,-9999,-9999
200104,11.957,0.0,400.778,220.297,0.0,314.674,0.0,4.035,0.0,97.258,0.0,4.941,0.0,4.048,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.4686,0.0,72.1837,0.0,87.6127,-9999,57.9248,0.0,70.3059,-9999,1.69073,0.0,-9999,1.64359,1.69073,1.70055,0.0,0.0,0.0,2.07989,2.03998,2.04605,2.1216,0.37934,0.349248,0.39144,0.402468,3.18343,2.98653,3.18343,3.22233,3.46877,2.80527,2.8666,3.38014,-9999,-9999
200105,16.32,0.0,460.667,223.002,0.0,343.002,0.0,5.347,0.0,97.2,0.0,8.256,0.0,4.028,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,34.3889,0.0,72.0568,0.0,90.8487,1.244,58.1989,0.0,73.3767,1.1209,1.68245,0.0,0.136637,1.63488,1.68245,1.69253,0.0,0.0,0.0,2.73318,2.70019,2.70523,2.76738,1.04066,1.01774,1.04636,1.07035,3.93705,3.67868,3.93705,3.96914,3.50721,2.83101,2.8929,3.33499,-9999,-9999
200106,21.538,0.801389,486.22,279.217,0.793056,364.534,0.793056,9.927,0.801389,97.362,0.747222,4.194,0.8,3.49,0.8,0.290304347826,0.601388888889,183.07384127,0.786111111111,610.602008929,0.786111111111,-9999,-9999,46.3667231219,0.651388888889,40.6713867219,0.743055555556,447.1710687,0.786111111111,371.816,0.801389,27.215,0.793056,-9999,-9999,17.992,0.786111,99.759,0.773611,125.775,1.25741,32.1555,0.775,40.5414,0.855962,-3.05363,0.743056,0.127355,-3.05363,-3.0318,-3.00414,0.743056,0.751389,0.731944,4.45647,4.45647,4.46746,4.48881,7.49733,7.46188,7.49733,7.52061,4.32362,4.2509,4.32362,4.41223,7.45814,7.21687,7.24762,7.43186,-9999,-9999
200107,25.144,1.0,473.547,248.12,1.0,398.071,1.0,7.728,1.0,97.363,1.0,6.634,1.0,2.534,1.0,0.304880906312,0.959677419355,162.580809666,0.998655913978,511.295098352,0.998655913978,-9999,-9999,21.6157596136,0.771505376344,43.5402254558,0.98252688172,439.214919355,1.0,362.019,1.0,24.675,1.0,-9999,-9999,4.93226,1.0,140.103,0.994624,176.904,1.12906,-14.9855,1.0,-18.9218,0.6917,-12.2982,0.983871,0.155879,-12.3404,-12.3082,-12.2982,0.987903,0.987903,0.983871,8.78909,8.78909,8.79432,8.8597,21.1441,21.0925,21.1441,21.1872,9.74101,9.56477,9.74101,9.76009,21.7442,21.6847,21.6898,21.7442,-9999,-9999
200108,23.516,1.0,424.804,260.637,1.0,377.116,1.0,8.702,1.0,97.511,1.0,3.935,1.0,2.143,1.0,0.285629329763,0.975806451613,163.541504383,0.997311827957,532.313712366,1.0,182.527714236,0.998655913978,28.6026045845,0.681451612903,47.9189818287,0.991935483871,426.649596774,1.0,380.83,1.0,22.244,1.0,-9999,-9999,1.1539,1.0,135.497,0.995968,171.407,0.958626,-7.46112,1.0,-9.43846,0.752082,-9.47932,0.986559,0.12015,-9.5658,-9.49673,-9.46815,0.990591,0.987903,0.986559,9.2922,9.20756,9.2922,9.55189,18.7889,18.7734,18.7889,19.02,8.34046,8.20561,8.34046,8.71506,17.2364,17.2239,18.1918,18.208,-9999,-9999
200109,17.643,1.0,350.036,196.924,1.0,345.086,1.0,6.183,1.0,97.649,1.0,2.214,1.0,2.184,1.0,0.304710028599,0.954166666667,109.879880133,0.998611111111,396.675695833,1.0,143.781947222,1.0,36.4078398729,0.577777777778,37.672306493,0.951388888889,396.306944444,1.0,379.646,1.0,16.929,1.0,-9999,-9999,-2.34958,1.0,73.6509,0.995833,88.6936,0.883053,19.886,0.998611,23.9476,0.688934,-2.62663,0.976389,0.10181,-2.64478,-2.64446,-2.51441,0.979167,0.977778,0.975,5.15389,5.14141,5.15389,5.28684,7.79836,7.76804,7.79836,7.83003,4.94648,4.82801,4.91454,4.94648,7.59426,7.54571,7.5793,7.60394,-9999,-9999
200110,11.565,1.0,263.438,151.591,1.0,302.53,1.0,5.712,1.0,97.511,0.998656,1.615,1.0,2.964,1.0,0.38897481815,0.948924731183,58.5167124506,0.993279569892,298.079840054,1.0,109.87890457,1.0,-9999,-9999,34.1369551106,0.931451612903,363.442204301,1.0,375.84,1.0,10.557,1.0,-9999,-9999,-4.32721,1.0,26.7185,0.997312,31.0538,0.542804,26.9085,1.0,31.2746,0.8143,0.701443,0.396505,0.085356,0.719005,0.728141,0.845196,0.391129,0.391129,0.400538,1.4968,1.48468,1.4907,1.4968,0.777791,0.638711,0.775094,0.777791,2.31363,2.19723,2.31363,2.38942,0.972975,0.883409,0.972975,0.983625,-9999,-9999
