TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201210,7.99,0.993952,220.146,73.256,1.0,318.822,1.0,1.892,0.993952,93.002,0.948253,3.48,0.0,1.922,0.966398,0.384926943203,0.770833333333,157.300001201,0.999327956989,412.017,0.999328,10.465,12.084,10.714,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.967,24.794,24.34,20.43,1.0,1.0,1.0,1.0,-9999,1.0,48.0329,0.998656,-9999,1.50176,7.50407,1.0,-9999,0.960334,-3.10813,0.960349,0.136622,-3.04301,-2.94509,-0.613227,0.968414,0.974462,0.749328,1.13288,1.0252,1.49114,2.20369,4.07798,3.79563,3.98191,4.47509,3.51163,1.93849,2.90325,3.97846,3.23158,3.09494,3.46,3.89425,-9999,-9999
201211,3.138,0.986111,142.281,40.735,0.999306,311.355,1.0,0.589,0.986111,92.974,0.722917,3.524,0.0,2.42,0.310417,-9999,-9999,85.7077861111,1.0,450.039,0.730556,6.812,8.112,7.102,-9999,-9999,1.0,1.0,1.0,-9999,-9999,27.118,26.136,26.091,22.31,1.0,1.0,1.0,1.0,-9999,1.0,28.6729,0.719444,-9999,1.69738,3.94943,0.73125,-9999,1.72501,0.848088,0.647917,0.361225,-0.545758,0.824887,0.960724,0.681944,0.643056,0.647917,2.38647,2.40017,2.85725,3.18486,1.46374,1.52139,2.1136,3.30813,2.25122,2.11054,2.34743,2.93215,0.297378,0.282439,0.318899,0.762194,-9999,-9999
201212,-0.354,1.0,107.497,32.048,1.0,290.633,1.0,0.599,1.0,92.986,0.999328,4.743,0.0,3.709,0.921371,0.632446691887,0.765456989247,64.4915605125,0.999327956989,448.291,0.998656,3.574,4.826,3.951,-9999,-9999,1.0,1.0,1.0,-9999,-9999,27.852,26.158,26.099,22.755,1.0,1.0,1.0,1.0,-9999,1.0,20.871,0.984543,-9999,0.620396,2.27456,0.997312,-9999,1.81102,2.4804,0.945565,0.12001,2.24053,2.28303,2.42564,0.97043,0.97379,0.957661,2.83638,1.73095,2.52146,2.7676,0.407897,-0.51564,0.162968,0.340182,3.50541,2.9966,3.44913,3.62652,0.394491,0.383445,0.537585,0.657582,-9999,-9999
201301,-1.854,1.0,124.806,38.281,0.998656,283.201,1.0,0.44,1.0,92.958,0.994624,2.114,0.0,2.743,0.976478,0.534879106659,0.755376344086,73.6761260295,0.999327956989,427.015,0.997984,3.17,4.845,3.487,-9999,-9999,0.407258,0.407258,0.407258,-9999,-9999,27.527,25.823,25.438,22.406,0.407258,0.407258,0.407258,0.407258,-9999,1.0,17.2023,0.995968,-9999,0.770218,27.2425,0.999328,-9999,2.07596,0.764974,0.986559,0.191744,-0.223159,0.159723,1.04777,0.99328,0.991935,0.986559,2.2089,1.47302,2.22103,3.53089,2.02766,1.756,2.10433,2.46893,1.32216,1.37727,2.13699,3.84273,0.419461,0.345279,0.598822,1.30385,-9999,-9999
201302,-3.665,1.0,188.365,60.094,0.988839,276.723,1.0,0.404,1.0,92.822,0.997024,3.612,0.0,2.852,0.934524,0.581620784691,0.808035714286,113.568173316,0.999255952381,433.741,0.987351,1.895,3.395,2.003,-9999,-9999,0.584077,0.584077,0.584077,-9999,-9999,27.105,25.609,25.09,21.997,0.584077,0.584077,0.584077,0.584077,-9999,1.0,25.8366,0.982143,-9999,0.592409,29.3332,0.998512,-9999,1.74485,0.0791027,0.96875,0.127295,0.143654,0.163978,0.201181,0.970238,0.970982,0.967262,1.48376,1.34342,1.4541,1.49485,1.33835,1.16168,1.29692,1.33835,3.21845,2.06373,2.8371,3.36302,0.34786,0.349697,0.996334,1.28956,-9999,-9999
201303,0.365,1.0,281.047,100.719,0.989247,282.668,1.0,1.503,1.0,92.239,0.999328,2.079,0.0,2.34,0.99664,0.500540757296,0.8125,196.747489705,0.998655913978,418.533,0.990591,2.919,4.396,2.883,-9999,-9999,0.850806,0.850806,0.850806,-9999,-9999,27.926,25.863,26.044,22.18,0.850806,0.850806,0.850806,0.850806,-9999,1.0,27.7698,0.981183,-9999,0.765066,48.4922,0.99328,-9999,2.35299,-2.11172,0.935484,0.198683,-2.19543,-2.11383,-2.08452,0.9375,0.936828,0.936156,0.651115,0.392558,0.715383,0.816542,2.75807,2.55668,2.79663,2.94516,1.94143,1.70273,1.93551,2.39149,1.24725,1.24725,1.74641,2.0378,-9999,-9999
201304,6.492,1.0,378.28,141.083,1.0,309.107,1.0,2.994,1.0,93.048,1.0,3.142,0.0,2.465,0.996528,0.533507148866,0.825694444444,287.849852083,1.0,431.22,0.999306,7.077,7.593,6.235,-9999,-9999,1.0,1.0,1.0,-9999,-9999,28.655,26.717,27.239,23.054,1.0,1.0,1.0,1.0,-9999,1.0,39.4904,0.973611,-9999,1.05516,75.8393,0.997917,-9999,2.60696,-0.652066,0.891667,0.252637,-0.788438,-0.70494,-0.546271,0.856944,0.915278,0.890278,0.805208,0.481851,0.7116,0.76877,1.53514,1.09679,1.29489,1.44391,4.29056,3.18912,3.47234,3.80876,2.86718,2.36999,2.50677,2.85676,-9999,-9999
201305,8.228,1.0,451.951,180.32,1.0,320.53,1.0,2.351,1.0,92.849,0.999328,5.548,0.0,2.748,0.991263,0.574202139637,0.841397849462,366.892235558,0.998655913978,425.433,1.0,9.984,10.613,9.48,-9999,-9999,1.0,1.0,1.0,-9999,-9999,28.285,26.415,27.905,22.116,1.0,1.0,1.0,1.0,-9999,1.0,72.3991,0.999328,-9999,1.50738,53.2975,0.998656,-9999,1.38729,-5.46496,0.991263,0.173525,-5.43816,-5.40852,-5.33088,0.99664,0.997984,0.973118,2.2046,2.25719,2.30953,2.86082,7.64276,7.67023,7.79835,8.17657,4.24199,4.07099,5.17896,5.70569,8.62572,8.45301,9.00265,9.47261,-9999,-9999
201306,13.956,1.0,485.114,237.431,1.0,329.999,1.0,5.621,1.0,93.482,0.999306,3.827,0.0,2.392,0.993056,0.513810443082,0.858333333333,488.804524084,0.999305555556,403.373,1.0,13.277,13.555,12.151,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.096,23.872,25.764,20.168,1.0,1.0,1.0,1.0,-9999,1.0,110.523,0.998611,-9999,2.10279,45.9792,0.998611,-9999,1.21547,-6.23398,0.986806,0.171049,-6.28362,-6.20601,-6.09552,0.964583,0.988889,0.997917,4.68572,4.55654,4.7826,5.9806,10.8296,10.6094,10.9986,12.2293,5.90111,5.90111,6.50395,8.32011,11.4302,11.4302,11.6695,12.8999,-9999,-9999
201307,19.146,1.0,469.256,287.441,1.0,336.169,1.0,9.227,1.0,93.647,0.999328,2.931,0.0,2.333,0.986559,0.509170007429,0.889112903226,591.827837509,0.998655913978,390.14,0.97379,17.86,17.442,15.884,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.627,19.649,20.942,15.74,0.43078,1.0,1.0,1.0,-9999,1.0,120.514,0.961694,-9999,2.38007,59.9379,1.0,-9999,1.88221,-6.99933,0.924059,0.218701,-7.08741,-7.03306,-6.99156,0.909274,0.918011,0.924731,1.83966,1.81338,1.90111,2.24135,8.9635,8.84726,8.94436,9.21227,5.71575,4.97501,6.14706,7.4506,11.7809,11.2566,12.1082,13.276,-9999,-9999
201308,16.953,0.974462,408.592,235.261,0.975806,329.764,0.974462,6.831,0.974462,93.556,0.958333,3.258,0.0,2.034,0.853495,0.416443831366,0.737903225806,493.246077882,0.952956989247,388.47,0.916667,16.948,17.278,15.848,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.876,17.234,18.251,14.139,0.0,1.0,1.0,1.0,-9999,1.0,123.857,0.908602,-9999,1.98366,52.5053,0.99328,-9999,1.09715,-6.03409,0.830645,0.142041,-6.39923,-6.05748,-5.83275,0.864919,0.848118,0.78629,3.7946,3.50899,3.79116,4.07318,10.2518,9.73101,9.84826,9.97411,2.871,3.1579,4.04745,4.67433,8.98583,8.98583,9.37007,9.89483,-9999,-9999
201309,12.763,1.0,320.013,150.664,1.0,330.327,1.0,3.532,1.0,93.364,0.999306,4.493,0.0,2.529,0.996528,0.499616166787,0.820138888889,316.254499631,0.998611111111,403.545,1.0,13.967,14.574,13.306,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.271,18.982,20.846,17.151,0.0,1.0,1.0,1.0,-9999,1.0,83.2498,0.998611,-9999,1.8309,35.1773,0.999306,-9999,1.11736,-4.73683,0.98125,0.153082,-4.90402,-4.87099,-4.84313,0.99375,0.993056,0.957639,3.4489,3.3435,3.72703,4.10432,8.34203,8.21563,8.5973,8.92981,2.02004,2.61391,3.32724,3.77328,7.41069,7.95058,8.63172,8.97535,-9999,-9999
201310,9.518,1.0,223.17,84.359,1.0,320.935,1.0,1.94,1.0,93.382,0.999328,3.253,0.0,2.376,0.995968,0.462260938329,0.80376344086,173.313458219,0.997983870968,405.757,0.999328,11.55,12.332,11.284,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.992,23.945,25.165,20.529,0.0,1.0,1.0,1.0,-9999,1.0,54.5892,0.997984,-9999,1.54665,11.4543,0.999328,-9999,1.235,-1.83104,0.977823,0.158367,-1.97524,-1.86258,-1.81028,0.991935,0.974462,0.971102,2.0184,1.71661,2.01541,2.23805,3.85991,3.7331,3.85991,3.96955,2.63698,2.52223,2.84584,3.28944,3.86932,3.9117,4.00463,4.22744,-9999,-9999
201311,1.539,1.0,144.251,43.468,1.0,299.69,1.0,0.759,1.0,93.123,0.999306,3.661,0.0,2.59,0.989583,0.53736570801,0.816666666667,84.6569863416,0.999305555556,412.833,1.0,5.525,6.598,6.594,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.38,25.712,28.041,22.571,0.0,1.0,1.0,1.0,-9999,1.0,24.4124,0.999306,-9999,0.898727,21.1352,0.999306,-9999,2.25144,-1.96427,0.994444,0.270943,-2.13757,-1.99602,-1.78723,0.995833,0.994444,0.999306,0.736234,0.736522,0.786495,1.05927,2.94846,2.78473,2.84258,2.92416,3.21957,2.12304,2.63041,2.91729,1.19955,0.825119,1.28069,1.91896,-9999,-9999
201312,0.984,1.0,107.818,62.373,1.0,255.074,1.0,1.495,1.0,93.746,1.0,1.56,0.0,2.303,0.985887,0.513227063556,0.754032258065,110.288361116,0.999327956989,415.48,1.0,2.967,3.37,3.392,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.415,25.29,27.937,22.078,0.202285,1.0,1.0,1.0,-9999,1.0,17.6819,0.999328,-9999,0.714692,61.7674,0.999328,-9999,2.85598,3.12702,0.986559,0.260118,2.52031,3.06219,3.37408,0.993952,0.989247,0.980511,2.82535,2.64543,3.12415,3.58733,0.107381,0.0360962,0.117717,0.205836,3.32692,2.77706,3.13324,3.98986,0.737437,0.477942,0.680265,0.850989,-9999,-9999
201401,1.165,1.0,124.806,43.348,1.0,285.993,1.0,0.89,1.0,92.622,0.999328,2.246,0.0,2.385,0.985887,0.497778852466,0.751344086022,84.1553404684,0.998655913978,409.034,0.997984,3.802,4.028,3.845,-9999,-9999,0.995968,0.995968,0.995968,-9999,-9999,25.606,28.284,22.35,-9999,0.995968,0.995968,0.995968,-9999,-9999,1.0,15.0177,0.997984,-9999,0.758978,22.3997,1.0,-9999,2.21328,-0.0910127,0.990591,0.223005,-0.636596,-0.523364,-0.0388562,0.99328,0.99328,0.986559,1.38693,1.30475,1.44592,1.82839,1.93086,1.82782,1.94277,1.97354,3.57204,0.748668,2.22506,2.64613,0.991003,0.122127,0.437236,0.733608,-9999,-9999
201402,1.926,1.0,188.365,79.411,1.0,283.285,1.0,1.329,1.0,92.594,0.999256,2.505,0.0,2.754,0.990327,0.573199359791,0.785714285714,152.674386651,0.997767857143,420.79,1.0,4.135,4.118,3.741,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.791,28.466,22.512,-9999,1.0,1.0,1.0,-9999,-9999,1.0,26.547,1.0,-9999,0.984115,45.8406,1.0,-9999,2.96015,-2.01336,0.997024,0.282266,-2.13343,-2.01336,-1.63073,0.99256,0.997024,0.997768,0.327532,0.255709,0.279487,0.332552,1.97574,1.94959,2.2825,2.38146,6.05475,1.64871,4.86394,6.16211,2.41623,1.34366,2.14483,2.41623,-9999,-9999
201403,5.893,1.0,281.047,161.15,1.0,262.834,1.0,3.799,1.0,93.209,0.999328,1.191,0.0,2.449,0.997984,0.517151373739,0.798387096774,313.013039036,0.999327956989,405.178,1.0,6.773,6.8,6.137,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.067,27.751,22.397,-9999,1.0,1.0,1.0,-9999,-9999,1.0,27.6543,1.0,-9999,0.737691,72.8174,1.0,-9999,1.67194,-1.7905,0.980511,0.125852,-1.7905,-1.71753,-1.67123,0.980511,0.991935,0.988575,1.08308,0.941331,1.10024,1.15973,2.72758,2.62241,2.86289,2.95198,1.78645,1.19705,1.28975,1.78284,2.7245,2.68775,2.78337,2.89411,-9999,-9999
201404,8.915,1.0,378.28,186.692,1.0,294.115,1.0,4.121,1.0,93.037,0.999306,2.944,0.0,2.184,0.979861,0.482437675185,0.811111111111,378.802547311,0.998611111111,418.798,1.0,9.854,9.95,9.086,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.262,27.255,22.972,-9999,1.0,1.0,1.0,-9999,-9999,1.0,50.4888,0.998611,-9999,1.11029,69.699,0.999306,-9999,1.27898,-1.45941,0.970833,0.104279,-1.5251,-1.45941,-1.25871,0.986111,0.970833,0.960417,2.92783,2.79174,3.05938,3.69022,4.35523,4.30567,4.51897,4.95118,3.66876,3.35596,3.86632,4.53042,4.9833,4.64675,4.87251,5.11547,-9999,-9999
201405,10.222,1.0,451.951,214.844,1.0,312.432,1.0,4.248,1.0,93.243,0.999328,3.477,0.0,2.781,0.994624,0.550242775296,0.845430107527,439.831204001,0.999327956989,408.142,1.0,10.902,10.955,10.034,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.445,27.813,23.371,-9999,1.0,1.0,1.0,-9999,-9999,1.0,88.816,0.998656,-9999,1.60913,51.4343,0.997984,-9999,1.1939,-6.23294,0.987903,0.145391,-6.25964,-6.24315,-6.20958,0.992608,0.992608,0.991935,2.29548,2.13203,2.34267,2.66719,8.50506,8.38248,8.55329,8.86436,3.04895,2.99287,3.18742,3.69697,8.6294,8.3267,8.5642,8.64821,-9999,-9999
201406,16.248,1.0,485.114,291.509,1.0,317.877,1.0,8.371,1.0,93.366,0.999306,1.598,0.0,1.928,0.997222,0.460011736521,0.834722222222,607.579387736,0.999305555556,398.1,1.0,15.691,15.129,13.874,-9999,-9999,1.0,1.0,1.0,-9999,-9999,19.228,20.773,16.854,-9999,1.0,1.0,1.0,-9999,-9999,1.0,110.841,0.998611,-9999,1.96781,60.9569,1.0,-9999,1.18297,-7.49978,0.956944,0.123713,-7.62799,-7.48767,-7.41497,0.945139,0.963194,0.980556,2.51763,2.36467,2.53307,2.81754,10.0053,9.78113,10.04,10.4985,2.27514,2.37362,2.65615,2.8168,9.52776,9.38686,9.64472,10.2152,-9999,-9999
201407,15.72,1.0,469.256,193.637,1.0,351.392,1.0,4.729,1.0,93.229,1.0,6.275,0.0,2.37,0.997312,0.472582560376,0.858870967742,408.1499375,1.0,421.914,1.0,16.086,15.854,14.874,-9999,-9999,1.0,1.0,1.0,-9999,-9999,26.628,26.828,21.932,-9999,1.0,1.0,1.0,-9999,-9999,1.0,103.385,0.995968,-9999,1.81852,29.1267,1.0,-9999,1.07663,-5.7565,0.940188,0.145745,-5.95834,-5.83946,-5.76411,0.932124,0.862903,0.961022,3.27849,3.23289,3.35802,3.681,9.10658,8.95081,9.12861,9.62365,4.04389,3.70367,3.98354,4.41967,8.93772,8.64786,8.73912,8.91173,-9999,-9999
201408,14.138,1.0,408.592,191.557,1.0,338.602,1.0,3.899,1.0,93.264,0.999328,4.7,0.0,2.165,0.978495,0.460043193064,0.782258064516,399.016347089,0.999327956989,397.543,1.0,15.34,15.253,14.634,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.607,23.516,18.588,-9999,1.0,1.0,1.0,-9999,-9999,1.0,111.21,0.998656,-9999,1.95212,35.26,0.998656,-9999,0.999762,-5.78556,0.977151,0.140349,-6.06134,-5.81033,-5.68506,0.97043,0.992608,0.990591,2.08423,1.81409,2.00307,2.13687,7.70737,7.6332,7.83344,8.08348,6.75683,6.09947,6.41012,7.09721,10.7079,10.2594,10.3438,10.7079,-9999,-9999
201409,13.661,1.0,320.013,160.947,1.0,328.393,1.0,3.305,1.0,93.486,0.999306,2.646,0.0,1.847,0.995139,0.397772547374,0.836111111111,332.527158364,0.998611111111,403.246,0.99375,15.001,14.782,14.27,-9999,-9999,1.0,1.0,1.0,-9999,-9999,18.639,21.108,18.309,-9999,1.0,1.0,1.0,-9999,-9999,1.0,69.4179,0.993056,-9999,1.50811,38.3478,1.0,-9999,1.03089,-3.99163,0.959722,0.143926,-3.96011,-3.89483,-3.73557,0.944444,0.985417,0.972917,3.33174,3.30116,3.40475,3.79245,7.14885,7.00525,7.33219,7.64083,3.92581,3.34556,3.63426,4.21489,7.09417,7.03955,7.39649,7.49487,-9999,-9999
201410,10.813,1.0,223.17,100.7,1.0,320.957,1.0,2.035,1.0,93.451,0.999328,2.638,0.0,2.173,0.99328,0.409517412214,0.80376344086,208.20514722,0.999327956989,414.795,1.0,13.151,13.064,13.033,-9999,-9999,1.0,1.0,1.0,-9999,-9999,22.004,23.666,20.827,-9999,1.0,1.0,1.0,-9999,-9999,1.0,45.6782,0.998656,-9999,1.32226,17.5665,1.0,-9999,1.27383,-1.5613,0.99328,0.149051,-1.65275,-1.61228,-1.56689,0.991935,0.99328,0.993952,2.78922,2.7086,3.15115,3.32234,4.42639,4.25692,4.61436,4.90409,2.13157,1.81729,2.72992,3.43374,3.431,3.39907,3.56353,3.8039,-9999,-9999
201411,4.944,1.0,144.251,60.009,1.0,300.794,1.0,1.052,1.0,92.805,0.999306,3.782,0.0,1.594,0.991667,0.37013164719,0.7625,121.686539066,0.999305555556,417.083,1.0,8.172,8.517,8.798,-9999,-9999,1.0,1.0,1.0,-9999,-9999,23.896,26.044,24.621,-9999,1.0,1.0,1.0,-9999,-9999,1.0,21.3018,1.0,-9999,1.24915,17.0017,0.999306,-9999,1.62503,-0.671516,0.980556,0.233813,-0.841938,-0.68315,-0.395072,0.990278,0.990278,0.978472,1.26278,1.15568,1.38706,1.87662,2.10137,1.98543,2.08489,2.31891,3.45654,3.46154,3.74803,3.93409,1.09729,0.965813,1.15082,1.27268,-9999,-9999
201412,0.433,1.0,107.818,29.116,1.0,293.582,1.0,0.669,1.0,93.501,0.997312,2.336,0.0,3.133,0.959677,0.641611733825,0.781586021505,55.7651915828,0.997311827957,432.015,1.0,4.566,4.969,5.328,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.013,26.14,24.782,-9999,1.0,1.0,1.0,-9999,-9999,1.0,23.2223,0.99328,-9999,0.935236,-19.6926,0.955645,-9999,1.00517,1.91515,0.991935,0.211085,1.47149,1.78708,2.23039,0.989919,0.991935,0.991935,2.89299,2.77566,2.98379,3.59879,1.21497,1.17923,1.29677,1.34207,3.84306,3.32687,4.23243,5.61631,0.707252,0.516624,0.707252,0.859093,-9999,-9999
