TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-15.096,0.0,66.9799,22.389,0.0,212.864,0.0,0.792,0.0,98.15,0.0,0.423,0.0,1.53,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.788,0.0,-9999,-9999,44.1202,0.0,-9999,-9999,-2.22714,0.0,-9999,-2.21592,-2.18693,-2.17604,0.0,0.0,0.0,0.524131,0.408071,0.524131,0.642518,2.71368,2.5938,2.71368,2.85934,2.78584,2.65622,2.66764,2.68217,1.65225,1.57086,1.57537,1.58,-9999,-9999
200102,-21.148,0.0,129.054,58.166,0.0,179.03,0.0,0.777,0.0,98.641,0.0,0.205,0.0,1.398,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.2388,0.0,-9999,-9999,43.6389,0.0,-9999,-9999,-2.21504,0.0,-9999,-2.20553,-2.1737,-2.1615,0.0,0.0,0.0,0.203443,0.145666,0.203443,0.262105,2.38221,2.31634,2.38097,2.46215,1.90135,1.81288,1.82068,1.83059,3.3577,3.22912,3.2367,3.24625,-9999,-9999
200103,-9.251,0.0,228.616,99.025,0.0,229.615,0.0,1.237,0.0,98.429,0.0,0.525,0.0,1.5,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.487,0.0,-9999,-9999,43.8263,0.0,-9999,-9999,-2.20933,0.0,-9999,-2.1996,-2.16793,-2.15618,0.0,0.0,0.0,1.03607,0.861563,1.03607,1.22199,3.20901,3.02776,3.20746,3.42447,3.5943,3.42706,3.4418,3.46054,4.82481,4.66794,4.67761,4.69145,-9999,-9999
200104,-0.215,0.0,342.254,180.749,0.0,248.697,0.0,3.011,0.0,98.305,0.0,0.322,0.0,1.555,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.5134,0.0,-9999,-9999,43.8692,0.0,-9999,-9999,-2.21724,0.0,-9999,-2.20707,-2.17627,-2.16468,0.0,0.0,0.0,2.17321,1.95454,2.11024,2.44989,4.35368,4.12906,4.30709,4.65559,4.69055,4.4723,4.49153,4.51599,7.05958,6.87686,6.88965,6.90998,-9999,-9999
200105,7.87,0.0,435.265,194.973,0.0,291.43,0.0,4.84,0.0,97.925,0.0,1.437,0.0,1.866,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.788,0.0,-9999,-9999,44.1202,0.0,-9999,-9999,-2.22714,0.0,-9999,-2.21592,-2.18693,-2.17604,0.0,0.0,0.0,3.39443,3.17928,3.26941,3.58071,5.58398,5.36517,5.45298,5.76992,5.56349,5.30463,5.32744,5.35645,7.02427,6.83332,6.84683,6.86624,-9999,-9999
200106,12.144,0.0,479.832,223.862,0.0,308.317,0.0,6.536,0.0,98.217,0.0,1.041,0.0,1.57,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.5134,0.0,-9999,-9999,43.8692,0.0,-9999,-9999,-2.21724,0.0,-9999,-2.20707,-2.17627,-2.16468,0.0,0.0,0.0,4.1216,3.93695,3.95584,4.18616,6.30208,6.10456,6.12777,6.39557,5.96847,5.69076,5.71524,5.74636,7.33682,7.13113,7.15136,7.45102,-9999,-9999
200107,16.693,0.0107527,459.157,207.728,0.0127688,340.988,0.0,7.034,0.0107527,97.98,0.0,1.159,0.0,1.745,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.2399,0.0,-9999,2.35003,43.6295,0.0,-9999,2.3085,-2.21759,0.0,0.335362,-2.20868,-2.17499,-2.16285,0.0,0.0,0.0,4.93698,4.79122,4.81162,4.98495,7.11941,6.94537,6.98227,7.19654,6.3625,6.06646,6.09255,6.12573,6.57569,6.37614,6.39547,7.03502,-9999,-9999
200108,15.24,0.907258,381.229,185.702,0.90793,333.011,0.0,5.874,0.907258,97.911,0.0,1.257,0.0,1.874,0.579301,0.333954650673,0.572580645161,110.099676165,0.902553763441,416.73986756,0.903225806452,28.2616228855,0.631720430108,24.4231294643,0.903225806452,388.742,0.772177,-9999,-9999,-9999,-9999,-9999,1.0,47.0584,0.770833,-9999,0.750839,36.7352,0.771505,-9999,0.542132,-1.03468,0.726478,0.0343965,-1.04676,-1.03642,-0.991534,0.731183,0.731183,0.729839,4.43228,4.32624,4.38831,4.4615,5.43401,5.39185,5.42837,5.44542,5.1484,4.90269,5.06375,5.0915,5.21723,5.09494,5.13867,5.57212,-9999,-9999
200109,9.887,0.421528,274.381,109.12,0.423611,305.967,0.0,3.956,0.421528,98.3,0.0,0.636,0.0,1.763,0.395139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.54,0.420139,-9999,-9999,-9999,-9999,-9999,1.0,12.1148,0.419444,-9999,0.278522,12.0464,0.420833,-9999,0.49517,0.368021,0.418056,0.0243344,0.37999,0.397913,0.444474,0.417361,0.417361,0.418056,2.72764,2.6783,2.68872,2.77939,2.34494,2.16536,2.32128,2.385,2.18277,2.2023,2.23068,2.35222,2.18374,2.19722,2.2096,2.40639,-9999,-9999
200110,-0.039,1.0,166.34,57.615,1.0,274.071,0.0,1.092,1.0,97.721,0.0,0.535,0.0,1.883,0.902554,0.363815800912,0.873655913978,19.7715370208,0.998655913978,130.170855959,0.997983870968,12.7836033626,0.913978494624,8.96690737494,0.998655913978,382.294,0.995968,-9999,-9999,-9999,-9999,-9999,1.0,5.9806,0.995968,-9999,0.139682,4.05137,0.999328,-9999,0.413967,0.317113,0.985215,0.0141591,0.297368,0.315317,0.319856,0.994624,0.985215,0.986559,0.910196,0.88234,0.897294,0.925233,0.592022,0.581977,0.591123,0.599975,1.20504,1.05516,1.15984,1.24764,0.963196,0.839342,0.922071,0.963196,-9999,-9999
