TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200801,-12.105,1.0,18.3005,4.666,0.0,175.306,0.0,0.681,1.0,96.512,0.0,1.01,1.0,1.738,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.112,0.8,-9999,1.0,1.0,-9999,1.0,32.0437,0.0,-9999,-9999,70.1013,0.0,-9999,-9999,0.234348,0.0,-9999,0.2174,0.234348,0.234348,0.0,0.0,0.0,0.612946,0.34734,0.570033,0.60469,0.378598,0.119449,0.352632,0.364358,0.0477704,0.047632,0.0477702,0.0477704,0.153924,0.15381,0.153924,0.153924,-9999,-9999
200802,-13.495,1.0,72.6816,26.838,0.0,183.42,0.0,0.67,1.0,96.29,0.0,1.672,0.872126,1.676,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.196,-0.1,0.719,0.716236,1.0,1.0,-9999,1.0,31.9509,0.0,-9999,-9999,69.6999,0.0,-9999,-9999,0.234348,0.0,-9999,0.217346,0.234348,0.234348,0.0,0.0,0.0,0.570175,0.337526,0.531323,0.562649,0.335826,0.109848,0.313977,0.322372,0.0610497,0.0608728,0.0610494,0.0610497,0.608509,0.607462,0.608507,0.608509,-9999,-9999
200803,-7.885,0.821909,176.43,79.342,0.0,217.529,0.0,0.972,0.821909,97.139,0.0,1.402,0.337366,1.753,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.178,-0.1,0.66,0.821237,0.821237,0.821237,-9999,1.0,32.0437,0.0,-9999,-9999,70.1013,0.0,-9999,-9999,0.234348,0.0,-9999,0.2174,0.234348,0.234348,0.0,0.0,0.0,0.758159,0.544087,0.724681,0.751739,0.523811,0.316196,0.50728,0.513694,0.21117,0.210558,0.211169,0.21117,1.23794,1.23498,1.23793,1.23794,-9999,-9999
200804,0.545,0.0,305.557,160.539,0.0,245.546,0.0,1.965,0.0,98.069,0.0,0.647,1.0,1.445,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.009,0.017,0.712,0.0,0.0,0.0,-9999,1.0,31.9989,0.0,-9999,-9999,69.9073,0.0,-9999,-9999,0.234348,0.0,-9999,0.217374,0.234348,0.234348,0.0,0.0,0.0,1.04705,0.92209,1.03044,1.04393,0.812699,0.694301,0.803623,0.812699,0.520242,0.518736,0.52024,0.520242,1.89815,1.89288,1.89814,1.89815,-9999,-9999
200805,4.233,0.0,419.826,221.178,0.0,274.56,0.0,1.896,0.0,97.928,0.0,1.839,1.0,1.379,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.046,0.069,0.749,0.0,0.0,0.0,-9999,1.0,32.0351,0.0,-9999,-9999,69.8848,0.0,-9999,-9999,0.233169,0.0,-9999,0.216218,0.233169,0.233169,0.0,0.0,0.0,1.16491,1.12493,1.15978,1.16395,0.931746,0.89843,0.930786,0.941479,0.899286,0.896682,0.899283,0.899286,2.34209,2.33538,2.34208,2.34209,-9999,-9999
200806,7.591,0.0,477.108,258.009,0.175,309.443,0.0,2.351,0.0,98.401,0.0,0.75,1.0,1.642,0.381944,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.384,0.39375,11.457,11.235,9.24,0.0,0.0,0.0,-9999,1.0,34.5526,0.39375,-9999,-9999,69.8261,0.39375,-9999,-9999,-0.504614,0.336806,-9999,-0.514407,-0.504614,-0.504555,0.334028,0.336806,0.3375,1.26592,1.26709,1.27225,1.32056,1.77053,1.7717,1.78697,1.82663,1.56067,1.55861,1.56066,1.56067,2.66314,2.65842,2.66308,2.66314,-9999,-9999
200807,9.612,0.0,446.896,233.128,1.0,312.6,0.0,3.099,0.0,97.78,0.0,1.487,1.0,1.651,0.803763,0.190709261567,0.764112903226,-9999,-9999,571.681830143,0.966397849462,-9999,-9999,383.696,0.993952,11.816,11.436,9.474,0.0,0.0,0.0,-9999,1.0,34.2262,0.993952,-9999,0.611351,50.693,0.993952,-9999,1.68294,-1.25203,0.979839,0.0321756,-1.25928,-1.25577,-1.25203,0.979839,0.979839,0.979839,1.32492,1.3274,1.33833,1.44026,2.5722,2.5819,2.59888,2.6819,2.00252,1.99188,2.00188,2.00456,3.19006,3.17701,3.18374,3.18566,-9999,-9999
200808,7.64,0.969758,345.965,148.526,1.0,314.935,0.0,2.468,0.969758,97.477,0.0,2.397,1.0,1.715,0.912634,0.201432110022,0.908602150538,-9999,-9999,359.981353685,0.969758064516,-9999,-9999,379.19,0.990591,9.831,9.693,8.586,0.968414,0.968414,0.968414,-9999,1.0,22.0362,0.991935,-9999,0.289081,20.6535,0.997312,-9999,0.582335,-0.245967,0.978495,0.0160537,-0.265191,-0.251931,-0.248586,0.978495,0.978495,0.978495,1.29273,1.25668,1.28207,1.30097,1.53902,1.52206,1.53546,1.54968,1.39005,1.13968,1.23587,1.28083,1.67362,1.54075,1.58484,1.60876,-9999,-9999
200809,4.085,1.0,219.834,66.148,1.0,288.218,0.0,1.831,1.0,96.947,0.0,5.768,0.998611,1.902,0.506944,-9999,-9999,-9999,-9999,157.986113942,0.970138888889,-9999,-9999,379.693,0.963194,4.888,5.148,5.982,1.0,1.0,1.0,-9999,1.0,9.50399,0.965972,-9999,0.226117,-5.26838,0.972222,-9999,0.523688,0.320111,0.932639,0.00885759,0.306869,0.320051,0.32045,0.929167,0.932639,0.932639,0.733541,0.702288,0.73212,0.733055,0.413429,0.395389,0.41013,0.412266,0.971694,0.881635,0.960892,0.965539,0.527042,0.486187,0.527037,0.529153,-9999,-9999
200810,-0.099,1.0,105.06,21.475,0.992608,249.489,0.0,2.033,1.0,96.966,0.0,6.642,0.99328,2.633,0.675403,0.249541755714,0.623655913978,-9999,-9999,54.2149892697,0.969086021505,-9999,-9999,382.416,0.989919,0.404,0.902,2.935,1.0,1.0,1.0,-9999,1.0,4.57784,0.984543,-9999,0.175035,-27.4016,0.988575,-9999,0.470679,0.213039,0.985215,0.00519133,0.20889,0.212773,0.214638,0.985215,0.985215,0.985215,0.262657,0.258447,0.26254,0.263545,0.0496178,0.0488255,0.0495567,0.0503187,0.293417,0.271622,0.293417,0.294825,0.0575816,0.056435,0.0640091,0.0641271,-9999,-9999
200811,-1.859,1.0,31.6851,6.336,0.996528,258.437,0.0,1.094,1.0,97.06,0.0,9.52,1.0,2.46,0.0,-9999,-9999,-9999,-9999,15.5587620374,0.957638888889,-9999,-9999,383.765,0.0527778,-0.085,0.192,1.601,1.0,1.0,1.0,-9999,1.0,8.44757,0.052778,-9999,0.359877,-30.7093,0.052778,-9999,0.805222,0.170602,0.0527778,0.00766944,0.169229,0.170373,0.17062,0.0527778,0.0527778,0.0527778,0.244185,0.20357,0.237028,0.24316,0.0735829,0.0326973,0.0693443,0.0727874,0.137188,0.136182,0.136941,0.136985,0.0,0.0,0.0,0.0,-9999,-9999
200812,-8.058,1.0,7.61633,2.038,0.999328,204.588,0.0,1.032,1.0,96.311,0.0,4.157,0.377688,2.307,0.0,-9999,-9999,-9999,-9999,4.88251127558,0.969758064516,-9999,-9999,383.711,0.0,-0.072,0.137,1.225,1.0,1.0,1.0,-9999,1.0,2.96969,0.0,-9999,-9999,-32.1705,0.0,-9999,-9999,0.211678,0.0,-9999,0.20015,0.211041,0.211695,0.0,0.0,0.0,0.190094,0.133838,0.181897,0.188457,-0.0215844,-0.0772038,-0.0237837,-0.0212195,0.103316,0.100249,0.103074,0.10358,0.0,0.0,0.0,0.0,-9999,-9999
200901,-5.492,1.0,18.3005,4.31,1.0,209.255,0.0,1.579,1.0,95.584,0.0,1.452,1.0,1.664,0.0,-9999,-9999,-9999,-9999,10.8520028353,0.963709677419,-9999,-9999,384.228,0.0,-0.058,0.124,1.054,1.0,1.0,1.0,-9999,1.0,2.38119,0.0,-9999,-9999,-47.1639,0.0,-9999,-9999,0.292893,0.0,-9999,0.2911,0.29289,0.292893,0.0,0.0,0.0,0.17229,0.172782,0.186737,0.19913,-0.120602,-0.120108,-0.100468,-0.0919578,0.109135,0.106119,0.115102,0.180704,0.0,0.0,0.0,0.000992201,-9999,-9999
200902,-6.238,1.0,71.1942,17.772,0.993304,208.713,0.0,1.485,1.0,96.988,0.0,1.304,1.0,1.798,0.0,-9999,-9999,-9999,-9999,44.7568048624,0.959821428571,-9999,-9999,391.441,0.0,-0.172,0.015,0.88,1.0,1.0,1.0,-9999,1.0,5.83182,0.0,-9999,-9999,-25.1366,0.0,-9999,-9999,0.232607,0.0,-9999,0.226728,0.232607,0.23372,0.0,0.0,0.0,0.160759,0.161268,0.176967,0.189131,-0.0718476,-0.0726321,-0.0487914,-0.0413391,0.10659,0.103644,0.112418,0.17649,0.0,0.0,0.0,0.00408749,-9999,-9999
200903,-11.977,1.0,172.41,72.589,0.994624,180.651,0.0,0.726,1.0,97.317,0.0,2.129,1.0,1.636,0.0,-9999,-9999,-9999,-9999,170.792943027,0.970430107527,-9999,-9999,392.613,0.0,-0.349,-0.121,0.743,1.0,1.0,1.0,-9999,1.0,2.76541,0.0,-9999,-9999,-19.1285,0.0,-9999,-9999,0.266518,0.0,-9999,0.26065,0.266518,0.274164,0.0,0.0,0.0,0.0810512,0.0816052,0.106135,0.115901,-0.185467,-0.179045,-0.16912,-0.162978,0.0864376,0.0840486,0.0911635,0.143122,0.0,0.0,0.0,0.0116051,-9999,-9999
200904,-3.399,1.0,301.331,159.863,0.975,246.97,0.0,1.059,1.0,96.994,0.0,3.667,1.0,1.604,0.0,-9999,-9999,-9999,-9999,390.502511183,0.970138888889,-9999,-9999,392.281,0.0,-0.177,-0.074,0.672,1.0,1.0,1.0,-9999,1.0,3.15941,0.0,-9999,-9999,-15.8088,0.0,-9999,-9999,0.254093,0.0,-9999,0.250469,0.253856,0.255304,0.0,0.0,0.0,0.198043,0.19859,0.212065,0.225477,-0.0560494,-0.052773,-0.0433649,-0.026044,0.11675,0.113523,0.123133,0.193313,0.0,0.0,0.0,0.0255225,-9999,-9999
200905,0.297,1.0,416.75,240.557,0.988575,257.942,0.0,1.998,1.0,97.084,0.0,1.758,1.0,1.868,0.518817,0.124206892578,0.511424731183,-9999,-9999,577.483753196,0.981182795699,-9999,-9999,391.164,0.706989,0.022,0.045,0.669,1.0,1.0,1.0,-9999,1.0,3.79791,0.712366,-9999,0.109101,-17.4685,0.71707,-9999,0.453967,0.19413,0.623656,0.0049675,0.19413,0.195991,0.198576,0.623656,0.624328,0.620968,0.236682,0.23694,0.238161,0.248713,0.0425427,0.0409496,0.0425427,0.0502344,0.446835,0.189788,0.386327,0.449027,0.258312,0.049464,0.182127,0.235305,-9999,-9999
200906,6.252,1.0,476.561,203.303,0.998611,313.659,0.0,2.515,1.0,98.082,0.0,4.283,1.0,1.891,0.86875,0.18766263409,0.868055555556,-9999,-9999,490.968773685,0.952083333333,-9999,-9999,387.636,0.990972,5.732,4.72,2.314,1.0,1.0,1.0,-9999,1.0,24.4563,0.990972,-9999,0.40282,24.5235,0.991667,-9999,0.755284,0.308962,0.958333,0.00822261,0.306445,0.307703,0.309133,0.959028,0.952778,0.956944,0.869907,0.78384,0.840311,0.842835,0.560519,0.476386,0.528886,0.535345,0.7944,0.533976,0.650041,0.768,0.609542,0.376697,0.416083,0.564145,-9999,-9999
200907,10.199,1.0,449.193,263.577,1.0,316.248,0.0,4.267,1.0,98.159,0.0,0.032,1.0,1.77,0.995968,0.185882417975,0.995295698925,-9999,-9999,604.905978382,0.976478494624,-9999,-9999,383.589,0.997984,13.694,12.707,7.776,1.0,1.0,1.0,-9999,1.0,35.8721,0.997984,-9999,0.293216,61.2136,1.0,-9999,0.533856,-1.06649,0.971102,0.0157448,-1.06937,-1.06059,-1.0547,0.971774,0.971102,0.966398,1.26382,1.2352,1.26606,1.26685,2.32438,2.29083,2.32453,2.3341,1.2738,1.23975,1.26739,1.32425,2.32954,2.30055,2.3344,2.38349,-9999,-9999
200908,8.736,1.0,349.876,181.467,1.0,310.737,0.0,2.977,1.0,97.46,0.0,0.145,1.0,1.449,0.97379,0.158692017939,0.971774193548,-9999,-9999,397.172520193,0.974462365591,-9999,-9999,379.423,0.999328,10.807,10.555,8.593,1.0,1.0,1.0,-9999,1.0,19.5536,0.999328,-9999,0.264256,32.8967,1.0,-9999,0.534579,-0.447203,0.987231,0.0164736,-0.459876,-0.450398,-0.44358,0.987231,0.984543,0.987231,1.51822,1.45475,1.47476,1.52618,1.96542,1.90948,1.92516,1.96924,1.6057,1.37188,1.71269,1.72353,2.03104,1.81349,2.11859,2.12333,-9999,-9999
200909,3.511,1.0,223.984,80.705,1.0,283.122,0.0,2.211,1.0,96.801,0.0,6.747,1.0,1.778,0.99375,0.196126737579,0.992361111111,-9999,-9999,177.608134434,0.967361111111,-9999,-9999,379.208,1.0,4.294,4.649,5.901,1.0,1.0,1.0,-9999,1.0,12.0978,1.0,-9999,0.243126,-2.77177,1.0,-9999,0.584377,0.278238,0.990278,0.0106408,0.273135,0.276499,0.277983,0.990278,0.988889,0.989583,0.779358,0.778319,0.781755,0.784424,0.501573,0.502052,0.506294,0.507081,0.670814,0.629464,0.654357,0.668606,0.470868,0.460237,0.466309,0.472965,-9999,-9999
200910,-0.664,1.0,108.295,24.701,1.0,238.764,0.0,1.842,1.0,97.449,0.0,1.9,0.997312,2.158,0.722446,0.1957306541,0.721774193548,-9999,-9999,59.6544147031,0.978494623656,-9999,-9999,382.593,0.979167,0.091,0.478,2.541,1.0,1.0,1.0,-9999,1.0,3.55608,0.972446,-9999,0.126552,-20.6723,0.983871,-9999,0.420897,0.218738,0.965054,0.00421524,0.216253,0.217682,0.225395,0.964382,0.964382,0.965054,0.243554,0.243542,0.247487,0.251291,0.0249188,0.0225822,0.0255007,0.0335432,0.303213,0.302181,0.30936,0.319565,0.0679295,0.0679268,0.0705663,0.0741333,-9999,-9999
200911,-8.07,1.0,33.2523,7.204,0.997917,185.883,0.0,0.881,1.0,96.73,0.0,1.177,1.0,1.578,0.0,-9999,-9999,-9999,-9999,18.2433158776,0.965972222222,-9999,-9999,383.352,0.153472,-0.24,0.009,1.401,1.0,1.0,1.0,-9999,1.0,0.175956,0.153472,-9999,0.18272,-25.8007,0.227778,-9999,0.576109,0.247637,0.138889,0.00373493,0.247338,0.250454,0.254738,0.138889,0.138889,0.139583,0.104933,0.110098,0.128861,0.136114,-0.142704,-0.142969,-0.121723,-0.116691,0.128286,0.128286,0.131429,0.136416,0.0,0.0,0.0,0.00101935,-9999,-9999
200912,-2.903,1.0,7.80593,1.787,1.0,197.807,0.0,2.174,1.0,97.439,0.0,3.306,1.0,2.654,0.0,-9999,-9999,-9999,-9999,4.44664710149,0.968413978495,-9999,-9999,383.292,0.0,-0.409,-0.155,1.029,1.0,1.0,1.0,-9999,1.0,0.802911,0.0,-9999,-9999,-28.0872,0.0,-9999,-9999,0.225128,0.0,-9999,0.225092,0.228228,0.234515,0.0,0.0,0.0,0.181664,0.187256,0.191054,0.19862,-0.0434635,-0.043459,-0.0352282,-0.0299986,0.185776,0.185776,0.187202,0.191326,0.0,0.0,0.0,0.000253064,-9999,-9999
201001,-3.773,1.0,18.3005,4.592,0.999328,217.284,0.0,1.505,1.0,96.707,0.0,2.121,0.965054,1.974,0.0,-9999,-9999,-9999,-9999,10.2456429287,0.956989247312,-9999,-9999,383.302,0.0,-1.59,-1.05,0.696,1.0,1.0,1.0,-9999,1.0,1.09271,0.0,-9999,-9999,-30.6187,0.0,-9999,-9999,0.254671,0.0,-9999,0.255591,0.259955,0.264615,0.0,0.0,0.0,0.560572,0.451852,0.548161,0.568882,0.305901,0.179246,0.292399,0.310675,0.252552,0.212228,0.252552,0.26605,0.0,0.0,0.0,0.000498895,-9999,-9999
201002,-1.604,1.0,71.1942,17.625,1.0,223.198,0.0,1.91,1.0,97.825,0.0,1.425,1.0,1.384,0.0,-9999,-9999,-9999,-9999,43.8766182208,0.973958333333,-9999,-9999,393.917,0.0,-2.831,-2.265,0.347,1.0,1.0,1.0,-9999,1.0,6.11938,0.0,-9999,-9999,-4.56579,0.0,-9999,-9999,0.416493,0.0,-9999,0.408967,0.416493,0.435851,0.0,0.0,0.0,0.619644,0.502833,0.609274,0.634184,0.203151,0.120568,0.187662,0.203151,0.289511,0.226063,0.289511,0.302049,0.0,0.0,0.0,0.0019144,-9999,-9999
201003,-4.454,1.0,172.41,71.117,1.0,234.007,0.0,1.461,1.0,97.372,0.0,1.842,1.0,1.602,0.0,-9999,-9999,-9999,-9999,165.493567068,0.977822580645,-9999,-9999,394.569,0.0,-2.05,-1.784,0.087,1.0,1.0,1.0,-9999,1.0,3.02348,0.0,-9999,-9999,-9.3226,0.0,-9999,-9999,0.439803,0.0,-9999,0.42782,0.439803,0.4523,0.0,0.0,0.0,0.542196,0.435623,0.52879,0.54796,0.102393,0.029899,0.0804792,0.102393,0.239012,0.20831,0.239012,0.253564,0.0,0.0,0.0,0.00771938,-9999,-9999
201004,-0.104,1.0,301.331,170.181,1.0,249.807,0.0,1.684,1.0,97.855,0.0,1.13,1.0,1.522,0.0,-9999,-9999,-9999,-9999,382.109425913,0.978472222222,-9999,-9999,394.13,0.0916667,-0.502,-0.48,0.067,1.0,1.0,1.0,-9999,1.0,7.31745,0.091667,-9999,0.231997,6.02783,0.090278,-9999,1.07929,0.362537,0.0854167,0.0102811,0.35378,0.362537,0.374164,0.0854167,0.0854167,0.0847222,0.661054,0.539597,0.653114,0.68164,0.298516,0.214977,0.290577,0.306701,0.32063,0.234565,0.32063,0.330665,0.0,0.0,0.0,0.018455,-9999,-9999
201005,6.892,1.0,416.75,204.047,1.0,290.953,0.0,3.807,1.0,98.093,0.0,3.055,1.0,1.755,0.735887,0.198133191556,0.721774193548,-9999,-9999,462.311082736,0.970430107527,-9999,-9999,392.756,0.987231,4.335,2.319,0.145,1.0,1.0,1.0,-9999,1.0,22.0008,0.987231,-9999,0.199408,28.5717,0.989247,-9999,0.507122,0.24516,0.97043,0.00523225,0.240199,0.244842,0.247442,0.97043,0.967742,0.971102,0.749583,0.726218,0.749583,0.755793,0.504643,0.486379,0.501934,0.507803,0.578922,0.493731,0.502052,0.578922,0.425044,0.292244,0.401051,0.425044,-9999,-9999
201006,8.566,1.0,476.561,211.762,0.978472,316.033,0.0,3.401,1.0,97.724,0.0,1.884,0.972222,1.739,0.909722,0.195140444705,0.902777777778,-9999,-9999,493.01023418,0.924305555556,-9999,-9999,386.917,0.998611,9.621,7.772,0.766,1.0,1.0,1.0,-9999,1.0,38.0533,0.998611,-9999,0.353971,44.5175,0.997917,-9999,0.524359,-1.12504,0.972222,0.0180776,-1.13325,-1.12504,-1.11563,0.970833,0.972222,0.972917,1.87961,1.87961,1.89342,1.91885,3.0062,3.00877,3.02893,3.03966,1.84942,1.76765,1.84942,1.96966,2.91199,2.95332,2.97452,3.01681,-9999,-9999
201007,10.141,0.992608,449.193,211.179,1.0,337.777,0.0,3.235,0.992608,97.5,0.0,0.619,1.0,1.761,0.987903,0.190026359776,0.985887096774,-9999,-9999,476.374161238,0.954301075269,-9999,-9999,386.929,0.852823,13.071,12.083,6.863,0.992608,0.992608,0.992608,-9999,1.0,30.1374,0.840726,-9999,0.326135,47.0825,1.0,-9999,0.507805,-1.11446,0.709677,0.0223455,-1.11515,-1.11379,-1.10898,0.709677,0.710349,0.711694,2.55974,2.55805,2.5604,2.60289,3.67444,3.67332,3.67552,3.70501,2.62277,2.62277,2.71362,2.88895,3.55167,3.52028,3.66098,3.81266,-9999,-9999
201008,11.272,1.0,349.876,139.856,1.0,339.435,0.0,3.027,1.0,97.777,0.0,7.929,1.0,1.741,0.994624,0.194426485489,0.983198924731,-9999,-9999,315.767054186,0.963037634409,-9999,-9999,384.932,0.989247,12.351,11.882,9.029,1.0,1.0,1.0,-9999,1.0,27.7923,0.989247,-9999,0.346379,7.38445,1.0,-9999,0.543282,0.181308,0.971102,0.0240588,0.182593,0.195699,0.201483,0.971102,0.971102,0.971774,2.59697,2.58392,2.58944,2.59697,2.41437,2.38278,2.38928,2.41537,2.45336,2.46676,2.50524,2.53836,2.35377,2.35795,2.36602,2.37571,-9999,-9999
201009,7.369,1.0,223.984,93.698,1.0,294.512,0.0,3.227,1.0,97.104,0.0,1.43,1.0,1.669,0.990278,0.184164838186,0.993055555556,-9999,-9999,203.656542401,0.972222222222,-9999,-9999,383.32,1.0,7.558,7.709,7.599,1.0,1.0,1.0,-9999,1.0,19.339,0.997222,-9999,0.318939,-1.54337,0.999306,-9999,0.569955,0.61298,0.988889,0.0130837,0.608229,0.614001,0.617617,0.984722,0.988194,0.988889,1.49984,1.49012,1.49784,1.50923,0.886857,0.883202,0.884257,0.891684,1.28337,1.29004,1.30636,1.35232,0.789117,0.790462,0.804929,0.818992,-9999,-9999
201010,2.795,1.0,108.295,22.515,1.0,252.538,0.0,2.443,1.0,97.03,0.0,0.881,1.0,1.673,0.281586,-9999,-9999,-9999,-9999,52.7478943332,0.976478494624,-9999,-9999,385.243,0.383737,1.901,2.351,4.226,1.0,1.0,1.0,-9999,1.0,9.74127,0.383737,-9999,0.26596,-21.923,0.459677,-9999,0.578048,0.653096,0.383737,0.011247,0.649698,0.652248,0.654964,0.383737,0.383737,0.383737,0.765222,0.762367,0.767103,0.768152,0.112125,0.112125,0.113195,0.11725,0.671846,0.600443,0.672317,0.800268,0.117966,0.0950579,0.117966,0.172598,-9999,-9999
201011,0.971,1.0,33.2523,6.641,0.996528,250.862,0.0,2.196,1.0,97.509,0.0,3.52,1.0,2.47,0.0,-9999,-9999,-9999,-9999,14.9638076309,0.954166666667,-9999,-9999,385.504,0.0,-0.206,0.089,1.948,1.0,1.0,1.0,-9999,1.0,7.20818,0.0,-9999,-9999,-24.0905,0.0,-9999,-9999,0.763893,0.0,-9999,0.762393,0.766647,0.767775,0.0,0.0,0.0,0.696428,0.689238,0.694156,0.696428,-0.0674654,-0.0743949,-0.0731326,-0.0690656,0.615122,0.523303,0.615569,0.77494,0.0360814,0.0229176,0.0360814,0.0704737,-9999,-9999
