TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-23.145,0.0,61.9345,26.475,0.0,181.208,0.0,0.232,0.0,97.589,0.0,0.101,0.0,1.144,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0306,0.0,-9999,-9999,100.291,0.0,-9999,-9999,0.255875,0.0,-9999,0.192915,0.26558,0.329757,0.0,0.0,0.0,0.447991,0.428162,0.571663,0.649466,0.260844,0.253029,0.301476,0.333272,0.761295,0.630674,0.776332,0.955457,0.740248,0.578467,0.661819,0.769345,-9999,-9999
200202,-17.631,0.0,123.564,56.321,0.0,202.74,0.0,0.378,0.0,97.972,0.0,0.307,0.0,1.218,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,43.8929,0.0,-9999,-9999,99.8723,0.0,-9999,-9999,0.256942,0.0,-9999,0.193339,0.266288,0.330823,0.0,0.0,0.0,0.561568,0.53238,0.748372,0.846842,0.377262,0.360059,0.455919,0.506135,1.02288,0.847378,1.04309,1.28376,1.20047,0.968675,1.10156,1.25377,-9999,-9999
200203,-17.046,0.0,223.532,121.822,0.0,186.115,0.0,0.639,0.0,98.229,0.0,0.452,0.0,1.383,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.1341,0.0,-9999,-9999,100.276,0.0,-9999,-9999,0.257808,0.0,-9999,0.193999,0.267355,0.331721,0.0,0.0,0.0,0.596792,0.56859,0.776316,0.880289,0.411522,0.395458,0.470046,0.542527,1.04695,0.86732,1.06763,1.31397,1.81609,1.51405,1.71088,2.0694,-9999,-9999
200204,-5.186,0.0,338.625,179.304,0.0,234.513,0.0,2.088,0.0,97.988,0.0,0.85,0.0,1.605,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0234,0.0,-9999,-9999,100.156,0.0,-9999,-9999,0.256873,0.0,-9999,0.19342,0.266412,0.330765,0.0,0.0,0.0,1.22743,1.19143,1.42232,1.63267,1.04496,0.969183,1.189,1.32186,1.73774,1.43958,1.77206,2.18093,2.29365,1.92915,2.17616,2.6255,-9999,-9999
200205,3.652,0.0,433.529,248.269,0.0,254.44,0.0,5.013,0.0,97.974,0.0,0.47,0.0,1.434,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.0306,0.0,-9999,-9999,100.291,0.0,-9999,-9999,0.255875,0.0,-9999,0.192915,0.26558,0.329757,0.0,0.0,0.0,1.73683,1.6844,1.93888,2.19131,1.55305,1.48944,1.67718,1.88453,2.1704,1.79801,2.21327,2.72395,2.7755,2.35155,2.65086,3.20327,-9999,-9999
200206,15.788,0.275694,479.274,263.675,0.275,306.898,0.0,10.418,0.275694,97.618,0.0,1.216,0.274306,1.341,0.275,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.4541,0.275694,-9999,0.658453,92.873,0.275694,-9999,0.97246,0.271829,0.247222,0.050421,0.226762,0.269972,0.325463,0.251389,0.247222,0.246528,2.45553,2.4279,2.70065,2.91639,2.22274,2.20045,2.36194,2.58952,2.67888,2.32067,2.73777,3.32991,2.91882,2.47402,2.7464,3.35825,-9999,-9999
200207,18.868,0.471774,458.095,195.151,0.471774,345.91,0.0,8.786,0.471774,97.486,0.0,2.072,0.47043,1.495,0.961022,0.376614651367,0.934811827957,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,347.252,0.872312,-9999,-9999,-9999,-9999,-9999,1.0,54.0116,0.860887,-9999,0.696128,46.3995,0.860887,-9999,0.884822,-1.10249,0.634409,0.0390434,-1.30514,-1.18828,-1.01913,0.573253,0.614919,0.647849,3.06335,3.03254,3.05215,3.07769,4.06994,4.11844,4.23687,4.36758,2.56554,2.48475,2.56383,2.72475,3.83742,3.73196,3.82656,3.91493,-9999,-9999
200208,16.366,1.0,378.432,169.943,1.0,336.328,0.0,6.308,1.0,97.606,0.0,0.804,1.0,1.412,0.99664,0.373383901306,0.996639784946,107.233307796,1.0,382.892133073,0.983870967742,17.0794858871,1.0,21.1563400538,1.0,359.705,1.0,-9999,-9999,-9999,-9999,-9999,1.0,54.9957,1.0,-9999,0.643328,45.0241,1.0,-9999,0.659239,-0.990337,0.983199,0.0577271,-1.03986,-0.961694,-0.88922,0.893145,0.90793,0.897177,4.8581,4.63216,4.89241,5.41666,5.75638,5.54449,5.79509,6.46097,3.05341,2.87488,3.31991,3.7138,4.93211,4.45171,4.72392,4.97466,-9999,-9999
200209,9.253,1.0,269.879,96.611,1.0,302.887,0.0,2.908,1.0,97.276,0.0,1.749,0.996528,1.359,0.969444,0.343113216741,0.971527777778,52.7938319714,0.997916666667,210.503446366,0.993055555556,10.6498137167,0.997916666667,11.7367333455,0.997916666667,363.18,0.999306,-9999,-9999,-9999,-9999,-9999,1.0,25.3947,0.999306,-9999,0.397422,16.5894,0.999306,-9999,0.448932,0.695404,0.977083,0.0244163,0.710679,0.747182,0.986279,0.99375,0.989583,0.963194,2.21121,2.1472,2.2284,2.97809,1.44537,1.43637,1.46856,1.97568,1.56122,1.45177,1.57389,1.66716,1.13769,1.13676,1.17713,1.23322,-9999,-9999
200210,-2.402,1.0,160.966,65.217,0.998656,246.88,0.0,1.336,1.0,98.003,0.0,0.411,1.0,1.213,0.96707,0.331953427896,0.961693548387,22.1612701613,1.0,135.168725806,1.0,24.5853729839,1.0,14.1422211022,1.0,369.065,0.986559,-1.465,0.984543,11.1,0.984543,-9999,1.0,8.45755,0.986559,-9999,0.188255,15.2891,0.986559,-9999,0.431818,0.844735,0.953629,0.0108747,0.794782,0.8488,0.930028,0.974462,0.946909,0.914651,1.01599,0.965699,1.01692,1.0842,0.191041,0.141292,0.155773,0.19064,0.976112,0.92121,0.966142,1.00349,0.233662,0.194044,0.205718,0.213369,-9999,-9999
