SITE_ID,filename,start_year,end_year,version,filetype,timestamp 
US-Wi2,FLX_US-Wi2_FLUXNET2015_AUXNEE_2003-2003_1-4.csv,2003,2003,1-4,AUX,202001280741
US-Wi3,FLX_US-Wi3_FLUXNET2015_AUXNEE_2002-2004_1-4.csv,2002,2004,1-4,AUX,202001280741
US-Wi3,FLX_US-Wi3_FLUXNET2015_AUXMETEO_2002-2004_1-4.csv,2002,2004,1-4,AUX,202001280741
US-Wi3,FLX_US-Wi3_FLUXNET2015_SUBSET_YY_2002-2004_1-4.csv,2002,2004,1-4,FLUX-MET,202001280742
US-Wi3,FLX_US-Wi3_FLUXNET2015_SUBSET_MM_2002-2004_1-4.csv,2002,2004,1-4,FLUX-MET,202001280742
US-Wi3,FLX_US-Wi3_FLUXNET2015_SUBSET_WW_2002-2004_1-4.csv,2002,2004,1-4,FLUX-MET,202001280742
US-Wi3,FLX_US-Wi3_FLUXNET2015_SUBSET_DD_2002-2004_1-4.csv,2002,2004,1-4,FLUX-MET,202001280742
US-Wi3,FLX_US-Wi3_FLUXNET2015_SUBSET_HH_2002-2004_1-4.csv,2002,2004,1-4,FLUX-MET,202001280742
US-Wi4,FLX_US-Wi4_FLUXNET2015_SUBSET_DD_2002-2005_1-4.csv,2002,2005,1-4,FLUX-MET,202001280743
US-Wi4,FLX_US-Wi4_FLUXNET2015_SUBSET_HH_2002-2005_1-4.csv,2002,2005,1-4,FLUX-MET,202001280743
US-Wi4,FLX_US-Wi4_FLUXNET2015_AUXNEE_2002-2005_1-4.csv,2002,2005,1-4,AUX,202001280742
US-Wi4,FLX_US-Wi4_FLUXNET2015_AUXMETEO_2002-2005_1-4.csv,2002,2005,1-4,AUX,202001280742
US-Wi4,FLX_US-Wi4_FLUXNET2015_SUBSET_YY_2002-2005_1-4.csv,2002,2005,1-4,FLUX-MET,202001280743
US-Wi4,FLX_US-Wi4_FLUXNET2015_SUBSET_MM_2002-2005_1-4.csv,2002,2005,1-4,FLUX-MET,202001280743
US-Wi4,FLX_US-Wi4_FLUXNET2015_SUBSET_WW_2002-2005_1-4.csv,2002,2005,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_SUBSET_HH_2004-2004_1-4.csv,2004,2004,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_AUXMETEO_2004-2004_1-4.csv,2004,2004,1-4,AUX,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_SUBSET_YY_2004-2004_1-4.csv,2004,2004,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_SUBSET_MM_2004-2004_1-4.csv,2004,2004,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_SUBSET_WW_2004-2004_1-4.csv,2004,2004,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_SUBSET_DD_2004-2004_1-4.csv,2004,2004,1-4,FLUX-MET,202001280743
US-Wi5,FLX_US-Wi5_FLUXNET2015_AUXNEE_2004-2004_1-4.csv,2004,2004,1-4,AUX,202001280743
US-Wi6,FLX_US-Wi6_FLUXNET2015_SUBSET_DD_2002-2003_1-4.csv,2002,2003,1-4,FLUX-MET,202001280744
US-Wi6,FLX_US-Wi6_FLUXNET2015_AUXNEE_2002-2003_1-4.csv,2002,2003,1-4,AUX,202001280743
US-Wi6,FLX_US-Wi6_FLUXNET2015_AUXMETEO_2002-2003_1-4.csv,2002,2003,1-4,AUX,202001280743
US-Wi6,FLX_US-Wi6_FLUXNET2015_SUBSET_YY_2002-2003_1-4.csv,2002,2003,1-4,FLUX-MET,202001280744
US-Wi6,FLX_US-Wi6_FLUXNET2015_SUBSET_MM_2002-2003_1-4.csv,2002,2003,1-4,FLUX-MET,202001280744
US-Wi6,FLX_US-Wi6_FLUXNET2015_SUBSET_WW_2002-2003_1-4.csv,2002,2003,1-4,FLUX-MET,202001280744
US-Wi6,FLX_US-Wi6_FLUXNET2015_SUBSET_HH_2002-2003_1-4.csv,2002,2003,1-4,FLUX-MET,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_AUXNEE_2005-2005_1-4.csv,2005,2005,1-4,AUX,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_SUBSET_DD_2005-2005_1-4.csv,2005,2005,1-4,FLUX-MET,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_SUBSET_WW_2005-2005_1-4.csv,2005,2005,1-4,FLUX-MET,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_SUBSET_MM_2005-2005_1-4.csv,2005,2005,1-4,FLUX-MET,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_SUBSET_YY_2005-2005_1-4.csv,2005,2005,1-4,FLUX-MET,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_AUXMETEO_2005-2005_1-4.csv,2005,2005,1-4,AUX,202001280744
US-Wi7,FLX_US-Wi7_FLUXNET2015_SUBSET_HH_2005-2005_1-4.csv,2005,2005,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_SUBSET_HH_2002-2002_1-4.csv,2002,2002,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_AUXMETEO_2002-2002_1-4.csv,2002,2002,1-4,AUX,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_SUBSET_YY_2002-2002_1-4.csv,2002,2002,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_SUBSET_MM_2002-2002_1-4.csv,2002,2002,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_SUBSET_WW_2002-2002_1-4.csv,2002,2002,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_SUBSET_DD_2002-2002_1-4.csv,2002,2002,1-4,FLUX-MET,202001280744
US-Wi8,FLX_US-Wi8_FLUXNET2015_AUXNEE_2002-2002_1-4.csv,2002,2002,1-4,AUX,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_SUBSET_WW_2004-2005_1-4.csv,2004,2005,1-4,FLUX-MET,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_AUXNEE_2004-2005_1-4.csv,2004,2005,1-4,AUX,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_SUBSET_HH_2004-2005_1-4.csv,2004,2005,1-4,FLUX-MET,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_SUBSET_DD_2004-2005_1-4.csv,2004,2005,1-4,FLUX-MET,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_SUBSET_MM_2004-2005_1-4.csv,2004,2005,1-4,FLUX-MET,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_SUBSET_YY_2004-2005_1-4.csv,2004,2005,1-4,FLUX-MET,202001280744
US-Wi9,FLX_US-Wi9_FLUXNET2015_AUXMETEO_2004-2005_1-4.csv,2004,2005,1-4,AUX,202001280744
US-Wkg,FLX_US-Wkg_FLUXNET2015_AUXMETEO_2004-2014_1-4.csv,2004,2014,1-4,AUX,202001280745
US-Wkg,FLX_US-Wkg_FLUXNET2015_AUXNEE_2004-2014_1-4.csv,2004,2014,1-4,AUX,202001280745
US-Wkg,FLX_US-Wkg_FLUXNET2015_SUBSET_HH_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280747
US-Wkg,FLX_US-Wkg_FLUXNET2015_SUBSET_DD_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280747
US-Wkg,FLX_US-Wkg_FLUXNET2015_SUBSET_WW_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280747
US-Wkg,FLX_US-Wkg_FLUXNET2015_SUBSET_MM_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280747
US-Wkg,FLX_US-Wkg_FLUXNET2015_SUBSET_YY_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280747
US-WPT,FLX_US-WPT_FLUXNET2015_AUXMETEO_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280748
US-WPT,FLX_US-WPT_FLUXNET2015_AUXNEE_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280748
US-WPT,FLX_US-WPT_FLUXNET2015_SUBSET_HH_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280749
US-WPT,FLX_US-WPT_FLUXNET2015_SUBSET_DD_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280749
US-WPT,FLX_US-WPT_FLUXNET2015_SUBSET_WW_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280749
US-WPT,FLX_US-WPT_FLUXNET2015_SUBSET_MM_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280749
US-WPT,FLX_US-WPT_FLUXNET2015_SUBSET_YY_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280749
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_AUXNEE_2000-2009_2-4.csv,2000,2009,2-4,AUX,202001280753
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_SUBSET_HH_2000-2009_2-4.csv,2000,2009,2-4,FLUX-MET,202001280756
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_SUBSET_WW_2000-2009_2-4.csv,2000,2009,2-4,FLUX-MET,202001280756
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_SUBSET_DD_2000-2009_2-4.csv,2000,2009,2-4,FLUX-MET,202001280756
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_SUBSET_MM_2000-2009_2-4.csv,2000,2009,2-4,FLUX-MET,202001280756
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_SUBSET_YY_2000-2009_2-4.csv,2000,2009,2-4,FLUX-MET,202001280756
ZM-Mon,FLX_ZM-Mon_FLUXNET2015_AUXMETEO_2000-2009_2-4.csv,2000,2009,2-4,AUX,202001280753
