SITE_ID,filename,start_year,end_year,version,filetype,timestamp 
AR-SLu,FLX_AR-SLu_FLUXNET2015_SUBSET_HH_2009-2011_1-4.csv,2009,2011,1-4,FLUX-MET,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_AUXNEE_2009-2011_1-4.csv,2009,2011,1-4,AUX,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_AUXMETEO_2009-2011_1-4.csv,2009,2011,1-4,AUX,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_SUBSET_YY_2009-2011_1-4.csv,2009,2011,1-4,FLUX-MET,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_SUBSET_MM_2009-2011_1-4.csv,2009,2011,1-4,FLUX-MET,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_SUBSET_WW_2009-2011_1-4.csv,2009,2011,1-4,FLUX-MET,202001280039
AR-SLu,FLX_AR-SLu_FLUXNET2015_SUBSET_DD_2009-2011_1-4.csv,2009,2011,1-4,FLUX-MET,202001280039
AR-Vir,FLX_AR-Vir_FLUXNET2015_AUXNEE_2010-2012_1-4.csv,2010,2012,1-4,AUX,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_AUXMETEO_2009-2012_1-4.csv,2009,2012,1-4,AUX,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_SUBSET_YY_2009-2012_1-4.csv,2009,2012,1-4,FLUX-MET,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_SUBSET_MM_2009-2012_1-4.csv,2009,2012,1-4,FLUX-MET,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_SUBSET_WW_2009-2012_1-4.csv,2009,2012,1-4,FLUX-MET,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_SUBSET_DD_2009-2012_1-4.csv,2009,2012,1-4,FLUX-MET,202001280040
AR-Vir,FLX_AR-Vir_FLUXNET2015_SUBSET_HH_2009-2012_1-4.csv,2009,2012,1-4,FLUX-MET,202001280040
AT-Neu,FLX_AT-Neu_FLUXNET2015_AUXNEE_2002-2012_1-4.csv,2002,2012,1-4,AUX,202001280041
AT-Neu,FLX_AT-Neu_FLUXNET2015_SUBSET_HH_2002-2012_1-4.csv,2002,2012,1-4,FLUX-MET,202001280043
AT-Neu,FLX_AT-Neu_FLUXNET2015_SUBSET_DD_2002-2012_1-4.csv,2002,2012,1-4,FLUX-MET,202001280043
AT-Neu,FLX_AT-Neu_FLUXNET2015_SUBSET_WW_2002-2012_1-4.csv,2002,2012,1-4,FLUX-MET,202001280043
AT-Neu,FLX_AT-Neu_FLUXNET2015_SUBSET_MM_2002-2012_1-4.csv,2002,2012,1-4,FLUX-MET,202001280044
AT-Neu,FLX_AT-Neu_FLUXNET2015_SUBSET_YY_2002-2012_1-4.csv,2002,2012,1-4,FLUX-MET,202001280044
AT-Neu,FLX_AT-Neu_FLUXNET2015_AUXMETEO_2002-2012_1-4.csv,2002,2012,1-4,AUX,202001280041
AU-Ade,FLX_AU-Ade_FLUXNET2015_SUBSET_YY_2007-2009_1-4.csv,2007,2009,1-4,FLUX-MET,202001280045
AU-Ade,FLX_AU-Ade_FLUXNET2015_AUXNEE_2007-2009_1-4.csv,2007,2009,1-4,AUX,202001280044
AU-Ade,FLX_AU-Ade_FLUXNET2015_SUBSET_DD_2007-2009_1-4.csv,2007,2009,1-4,FLUX-MET,202001280045
AU-Ade,FLX_AU-Ade_FLUXNET2015_SUBSET_WW_2007-2009_1-4.csv,2007,2009,1-4,FLUX-MET,202001280045
AU-Ade,FLX_AU-Ade_FLUXNET2015_SUBSET_MM_2007-2009_1-4.csv,2007,2009,1-4,FLUX-MET,202001280045
AU-Ade,FLX_AU-Ade_FLUXNET2015_SUBSET_HH_2007-2009_1-4.csv,2007,2009,1-4,FLUX-MET,202001280045
AU-Ade,FLX_AU-Ade_FLUXNET2015_AUXMETEO_2007-2009_1-4.csv,2007,2009,1-4,AUX,202001280044
AU-ASM,FLX_AU-ASM_FLUXNET2015_SUBSET_WW_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280046
AU-ASM,FLX_AU-ASM_FLUXNET2015_SUBSET_DD_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280046
AU-ASM,FLX_AU-ASM_FLUXNET2015_AUXMETEO_2010-2014_2-4.csv,2010,2014,2-4,AUX,202001280045
AU-ASM,FLX_AU-ASM_FLUXNET2015_AUXNEE_2010-2014_2-4.csv,2010,2014,2-4,AUX,202001280045
AU-ASM,FLX_AU-ASM_FLUXNET2015_SUBSET_YY_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280046
AU-ASM,FLX_AU-ASM_FLUXNET2015_SUBSET_MM_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280046
AU-ASM,FLX_AU-ASM_FLUXNET2015_SUBSET_HH_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280046
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_AUXMETEO_2010-2014_2-4.csv,2010,2014,2-4,AUX,202001280046
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_SUBSET_YY_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280048
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_SUBSET_MM_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280048
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_SUBSET_WW_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280048
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_SUBSET_DD_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280048
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_AUXNEE_2010-2014_2-4.csv,2010,2014,2-4,AUX,202001280046
AU-Cpr,FLX_AU-Cpr_FLUXNET2015_SUBSET_HH_2010-2014_2-4.csv,2010,2014,2-4,FLUX-MET,202001280048
AU-Cum,FLX_AU-Cum_FLUXNET2015_SUBSET_YY_2012-2014_2-4.csv,2012,2014,2-4,FLUX-MET,202001280049
AU-Cum,FLX_AU-Cum_FLUXNET2015_AUXNEE_2012-2014_2-4.csv,2012,2014,2-4,AUX,202001280048
AU-Cum,FLX_AU-Cum_FLUXNET2015_SUBSET_HH_2012-2014_2-4.csv,2012,2014,2-4,FLUX-MET,202001280049
AU-Cum,FLX_AU-Cum_FLUXNET2015_SUBSET_DD_2012-2014_2-4.csv,2012,2014,2-4,FLUX-MET,202001280049
AU-Cum,FLX_AU-Cum_FLUXNET2015_SUBSET_WW_2012-2014_2-4.csv,2012,2014,2-4,FLUX-MET,202001280049
AU-Cum,FLX_AU-Cum_FLUXNET2015_SUBSET_MM_2012-2014_2-4.csv,2012,2014,2-4,FLUX-MET,202001280049
AU-Cum,FLX_AU-Cum_FLUXNET2015_AUXMETEO_2012-2014_2-4.csv,2012,2014,2-4,AUX,202001280048
AU-DaP,FLX_AU-DaP_FLUXNET2015_SUBSET_DD_2007-2013_2-4.csv,2007,2013,2-4,FLUX-MET,202001280050
AU-DaP,FLX_AU-DaP_FLUXNET2015_SUBSET_HH_2007-2013_2-4.csv,2007,2013,2-4,FLUX-MET,202001280050
AU-DaP,FLX_AU-DaP_FLUXNET2015_AUXMETEO_2007-2013_2-4.csv,2007,2013,2-4,AUX,202001280049
AU-DaP,FLX_AU-DaP_FLUXNET2015_AUXNEE_2007-2013_2-4.csv,2007,2013,2-4,AUX,202001280049
AU-DaP,FLX_AU-DaP_FLUXNET2015_SUBSET_YY_2007-2013_2-4.csv,2007,2013,2-4,FLUX-MET,202001280050
AU-DaP,FLX_AU-DaP_FLUXNET2015_SUBSET_MM_2007-2013_2-4.csv,2007,2013,2-4,FLUX-MET,202001280050
AU-DaP,FLX_AU-DaP_FLUXNET2015_SUBSET_WW_2007-2013_2-4.csv,2007,2013,2-4,FLUX-MET,202001280050
AU-DaS,FLX_AU-DaS_FLUXNET2015_SUBSET_DD_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280052
AU-DaS,FLX_AU-DaS_FLUXNET2015_AUXNEE_2008-2014_2-4.csv,2008,2014,2-4,AUX,202001280051
AU-DaS,FLX_AU-DaS_FLUXNET2015_AUXMETEO_2008-2014_2-4.csv,2008,2014,2-4,AUX,202001280051
AU-DaS,FLX_AU-DaS_FLUXNET2015_SUBSET_YY_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280052
AU-DaS,FLX_AU-DaS_FLUXNET2015_SUBSET_MM_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280052
AU-DaS,FLX_AU-DaS_FLUXNET2015_SUBSET_WW_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280052
AU-DaS,FLX_AU-DaS_FLUXNET2015_SUBSET_HH_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280052
AU-Dry,FLX_AU-Dry_FLUXNET2015_SUBSET_HH_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280054
AU-Dry,FLX_AU-Dry_FLUXNET2015_AUXNEE_2008-2014_2-4.csv,2008,2014,2-4,AUX,202001280053
AU-Dry,FLX_AU-Dry_FLUXNET2015_AUXMETEO_2008-2014_2-4.csv,2008,2014,2-4,AUX,202001280053
AU-Dry,FLX_AU-Dry_FLUXNET2015_SUBSET_YY_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280054
AU-Dry,FLX_AU-Dry_FLUXNET2015_SUBSET_MM_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280054
AU-Dry,FLX_AU-Dry_FLUXNET2015_SUBSET_WW_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280054
AU-Dry,FLX_AU-Dry_FLUXNET2015_SUBSET_DD_2008-2014_2-4.csv,2008,2014,2-4,FLUX-MET,202001280054
AU-Emr,FLX_AU-Emr_FLUXNET2015_SUBSET_HH_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_SUBSET_WW_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_AUXNEE_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_SUBSET_MM_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_SUBSET_YY_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_AUXMETEO_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280055
AU-Emr,FLX_AU-Emr_FLUXNET2015_SUBSET_DD_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280055
AU-Fog,FLX_AU-Fog_FLUXNET2015_SUBSET_MM_2006-2008_1-4.csv,2006,2008,1-4,FLUX-MET,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_SUBSET_DD_2006-2008_1-4.csv,2006,2008,1-4,FLUX-MET,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_SUBSET_HH_2006-2008_1-4.csv,2006,2008,1-4,FLUX-MET,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_AUXNEE_2006-2008_1-4.csv,2006,2008,1-4,AUX,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_AUXMETEO_2006-2008_1-4.csv,2006,2008,1-4,AUX,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_SUBSET_YY_2006-2008_1-4.csv,2006,2008,1-4,FLUX-MET,202001280056
AU-Fog,FLX_AU-Fog_FLUXNET2015_SUBSET_WW_2006-2008_1-4.csv,2006,2008,1-4,FLUX-MET,202001280056
AU-Gin,FLX_AU-Gin_FLUXNET2015_SUBSET_YY_2011-2014_1-4.csv,2011,2014,1-4,FLUX-MET,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_AUXNEE_2011-2014_1-4.csv,2011,2014,1-4,AUX,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_AUXMETEO_2011-2014_1-4.csv,2011,2014,1-4,AUX,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_SUBSET_MM_2011-2014_1-4.csv,2011,2014,1-4,FLUX-MET,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_SUBSET_WW_2011-2014_1-4.csv,2011,2014,1-4,FLUX-MET,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_SUBSET_DD_2011-2014_1-4.csv,2011,2014,1-4,FLUX-MET,202001280057
AU-Gin,FLX_AU-Gin_FLUXNET2015_SUBSET_HH_2011-2014_1-4.csv,2011,2014,1-4,FLUX-MET,202001280057
AU-GWW,FLX_AU-GWW_FLUXNET2015_SUBSET_DD_2013-2014_1-4.csv,2013,2014,1-4,FLUX-MET,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_SUBSET_WW_2013-2014_1-4.csv,2013,2014,1-4,FLUX-MET,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_SUBSET_MM_2013-2014_1-4.csv,2013,2014,1-4,FLUX-MET,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_SUBSET_YY_2013-2014_1-4.csv,2013,2014,1-4,FLUX-MET,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_AUXMETEO_2013-2014_1-4.csv,2013,2014,1-4,AUX,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_AUXNEE_2013-2014_1-4.csv,2013,2014,1-4,AUX,202001280058
AU-GWW,FLX_AU-GWW_FLUXNET2015_SUBSET_HH_2013-2014_1-4.csv,2013,2014,1-4,FLUX-MET,202001280058
AU-How,FLX_AU-How_FLUXNET2015_AUXNEE_2001-2014_1-4.csv,2001,2014,1-4,AUX,202001280058
AU-How,FLX_AU-How_FLUXNET2015_AUXMETEO_2001-2014_1-4.csv,2001,2014,1-4,AUX,202001280058
AU-How,FLX_AU-How_FLUXNET2015_SUBSET_YY_2001-2014_1-4.csv,2001,2014,1-4,FLUX-MET,202001280102
AU-How,FLX_AU-How_FLUXNET2015_SUBSET_MM_2001-2014_1-4.csv,2001,2014,1-4,FLUX-MET,202001280102
AU-How,FLX_AU-How_FLUXNET2015_SUBSET_WW_2001-2014_1-4.csv,2001,2014,1-4,FLUX-MET,202001280102
AU-How,FLX_AU-How_FLUXNET2015_SUBSET_DD_2001-2014_1-4.csv,2001,2014,1-4,FLUX-MET,202001280102
AU-How,FLX_AU-How_FLUXNET2015_SUBSET_HH_2001-2014_1-4.csv,2001,2014,1-4,FLUX-MET,202001280101
AU-Lox,FLX_AU-Lox_FLUXNET2015_SUBSET_WW_2008-2009_1-4.csv,2008,2009,1-4,FLUX-MET,202001280103
AU-Lox,FLX_AU-Lox_FLUXNET2015_SUBSET_DD_2008-2009_1-4.csv,2008,2009,1-4,FLUX-MET,202001280103
AU-Lox,FLX_AU-Lox_FLUXNET2015_AUXNEE_2008-2009_1-4.csv,2008,2009,1-4,AUX,202001280102
AU-Lox,FLX_AU-Lox_FLUXNET2015_AUXMETEO_2008-2009_1-4.csv,2008,2009,1-4,AUX,202001280102
AU-Lox,FLX_AU-Lox_FLUXNET2015_SUBSET_YY_2008-2009_1-4.csv,2008,2009,1-4,FLUX-MET,202001280103
AU-Lox,FLX_AU-Lox_FLUXNET2015_SUBSET_HH_2008-2009_1-4.csv,2008,2009,1-4,FLUX-MET,202001280103
AU-Lox,FLX_AU-Lox_FLUXNET2015_SUBSET_MM_2008-2009_1-4.csv,2008,2009,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_SUBSET_HH_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_SUBSET_DD_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_SUBSET_WW_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_SUBSET_MM_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_SUBSET_YY_2011-2013_1-4.csv,2011,2013,1-4,FLUX-MET,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_AUXMETEO_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280103
AU-RDF,FLX_AU-RDF_FLUXNET2015_AUXNEE_2011-2013_1-4.csv,2011,2013,1-4,AUX,202001280103
AU-Rig,FLX_AU-Rig_FLUXNET2015_SUBSET_HH_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_AUXNEE_2011-2014_2-4.csv,2011,2014,2-4,AUX,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_AUXMETEO_2011-2014_2-4.csv,2011,2014,2-4,AUX,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_SUBSET_YY_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_SUBSET_MM_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_SUBSET_WW_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280104
AU-Rig,FLX_AU-Rig_FLUXNET2015_SUBSET_DD_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280104
AU-Rob,FLX_AU-Rob_FLUXNET2015_SUBSET_HH_2014-2014_1-4.csv,2014,2014,1-4,FLUX-MET,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_AUXNEE_2014-2014_1-4.csv,2014,2014,1-4,AUX,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_AUXMETEO_2014-2014_1-4.csv,2014,2014,1-4,AUX,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_SUBSET_YY_2014-2014_1-4.csv,2014,2014,1-4,FLUX-MET,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_SUBSET_MM_2014-2014_1-4.csv,2014,2014,1-4,FLUX-MET,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_SUBSET_WW_2014-2014_1-4.csv,2014,2014,1-4,FLUX-MET,202001280105
AU-Rob,FLX_AU-Rob_FLUXNET2015_SUBSET_DD_2014-2014_1-4.csv,2014,2014,1-4,FLUX-MET,202001280105
AU-Stp,FLX_AU-Stp_FLUXNET2015_SUBSET_HH_2008-2014_1-4.csv,2008,2014,1-4,FLUX-MET,202001280107
AU-Stp,FLX_AU-Stp_FLUXNET2015_AUXNEE_2008-2014_1-4.csv,2008,2014,1-4,AUX,202001280105
AU-Stp,FLX_AU-Stp_FLUXNET2015_AUXMETEO_2008-2014_1-4.csv,2008,2014,1-4,AUX,202001280105
AU-Stp,FLX_AU-Stp_FLUXNET2015_SUBSET_YY_2008-2014_1-4.csv,2008,2014,1-4,FLUX-MET,202001280107
AU-Stp,FLX_AU-Stp_FLUXNET2015_SUBSET_MM_2008-2014_1-4.csv,2008,2014,1-4,FLUX-MET,202001280107
AU-Stp,FLX_AU-Stp_FLUXNET2015_SUBSET_WW_2008-2014_1-4.csv,2008,2014,1-4,FLUX-MET,202001280107
AU-Stp,FLX_AU-Stp_FLUXNET2015_SUBSET_DD_2008-2014_1-4.csv,2008,2014,1-4,FLUX-MET,202001280107
AU-TTE,FLX_AU-TTE_FLUXNET2015_SUBSET_HH_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280108
AU-TTE,FLX_AU-TTE_FLUXNET2015_SUBSET_DD_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280108
AU-TTE,FLX_AU-TTE_FLUXNET2015_SUBSET_WW_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280108
AU-TTE,FLX_AU-TTE_FLUXNET2015_SUBSET_MM_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280108
AU-TTE,FLX_AU-TTE_FLUXNET2015_SUBSET_YY_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280108
AU-TTE,FLX_AU-TTE_FLUXNET2015_AUXMETEO_2012-2014_1-4.csv,2012,2014,1-4,AUX,202001280107
AU-TTE,FLX_AU-TTE_FLUXNET2015_AUXNEE_2012-2014_1-4.csv,2012,2014,1-4,AUX,202001280107
AU-Tum,FLX_AU-Tum_FLUXNET2015_AUXNEE_2001-2014_2-4.csv,2001,2014,2-4,AUX,202001280108
AU-Tum,FLX_AU-Tum_FLUXNET2015_SUBSET_HR_2001-2014_2-4.csv,2001,2014,2-4,FLUX-MET,202001280109
AU-Tum,FLX_AU-Tum_FLUXNET2015_SUBSET_DD_2001-2014_2-4.csv,2001,2014,2-4,FLUX-MET,202001280109
AU-Tum,FLX_AU-Tum_FLUXNET2015_SUBSET_WW_2001-2014_2-4.csv,2001,2014,2-4,FLUX-MET,202001280109
AU-Tum,FLX_AU-Tum_FLUXNET2015_SUBSET_MM_2001-2014_2-4.csv,2001,2014,2-4,FLUX-MET,202001280109
AU-Tum,FLX_AU-Tum_FLUXNET2015_SUBSET_YY_2001-2014_2-4.csv,2001,2014,2-4,FLUX-MET,202001280109
AU-Tum,FLX_AU-Tum_FLUXNET2015_AUXMETEO_2001-2014_2-4.csv,2001,2014,2-4,AUX,202001280108
AU-Wac,FLX_AU-Wac_FLUXNET2015_SUBSET_HH_2005-2008_1-4.csv,2005,2008,1-4,FLUX-MET,202001280111
AU-Wac,FLX_AU-Wac_FLUXNET2015_SUBSET_DD_2005-2008_1-4.csv,2005,2008,1-4,FLUX-MET,202001280111
AU-Wac,FLX_AU-Wac_FLUXNET2015_SUBSET_WW_2005-2008_1-4.csv,2005,2008,1-4,FLUX-MET,202001280111
AU-Wac,FLX_AU-Wac_FLUXNET2015_SUBSET_MM_2005-2008_1-4.csv,2005,2008,1-4,FLUX-MET,202001280111
AU-Wac,FLX_AU-Wac_FLUXNET2015_SUBSET_YY_2005-2008_1-4.csv,2005,2008,1-4,FLUX-MET,202001280111
AU-Wac,FLX_AU-Wac_FLUXNET2015_AUXMETEO_2005-2008_1-4.csv,2005,2008,1-4,AUX,202001280110
AU-Wac,FLX_AU-Wac_FLUXNET2015_AUXNEE_2005-2008_1-4.csv,2005,2008,1-4,AUX,202001280110
AU-Whr,FLX_AU-Whr_FLUXNET2015_AUXNEE_2011-2014_2-4.csv,2011,2014,2-4,AUX,202001280111
AU-Whr,FLX_AU-Whr_FLUXNET2015_AUXMETEO_2011-2014_2-4.csv,2011,2014,2-4,AUX,202001280111
AU-Whr,FLX_AU-Whr_FLUXNET2015_SUBSET_YY_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280112
AU-Whr,FLX_AU-Whr_FLUXNET2015_SUBSET_MM_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280112
AU-Whr,FLX_AU-Whr_FLUXNET2015_SUBSET_WW_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280112
AU-Whr,FLX_AU-Whr_FLUXNET2015_SUBSET_DD_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280112
AU-Whr,FLX_AU-Whr_FLUXNET2015_SUBSET_HH_2011-2014_2-4.csv,2011,2014,2-4,FLUX-MET,202001280112
AU-Wom,FLX_AU-Wom_FLUXNET2015_AUXNEE_2010-2014_1-4.csv,2010,2014,1-4,AUX,202001280112
AU-Wom,FLX_AU-Wom_FLUXNET2015_AUXMETEO_2010-2014_1-4.csv,2010,2014,1-4,AUX,202001280112
AU-Wom,FLX_AU-Wom_FLUXNET2015_SUBSET_YY_2010-2014_1-4.csv,2010,2014,1-4,FLUX-MET,202001280113
AU-Wom,FLX_AU-Wom_FLUXNET2015_SUBSET_MM_2010-2014_1-4.csv,2010,2014,1-4,FLUX-MET,202001280113
AU-Wom,FLX_AU-Wom_FLUXNET2015_SUBSET_WW_2010-2014_1-4.csv,2010,2014,1-4,FLUX-MET,202001280113
AU-Wom,FLX_AU-Wom_FLUXNET2015_SUBSET_DD_2010-2014_1-4.csv,2010,2014,1-4,FLUX-MET,202001280113
AU-Wom,FLX_AU-Wom_FLUXNET2015_SUBSET_HH_2010-2014_1-4.csv,2010,2014,1-4,FLUX-MET,202001280113
AU-Ync,FLX_AU-Ync_FLUXNET2015_AUXNEE_2012-2014_1-4.csv,2012,2014,1-4,AUX,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_SUBSET_HH_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_SUBSET_DD_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_SUBSET_WW_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_SUBSET_MM_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_SUBSET_YY_2012-2014_1-4.csv,2012,2014,1-4,FLUX-MET,202001280114
AU-Ync,FLX_AU-Ync_FLUXNET2015_AUXMETEO_2012-2014_1-4.csv,2012,2014,1-4,AUX,202001280114
BE-Bra,FLX_BE-Bra_FLUXNET2015_AUXNEE_1996-2014_2-4.csv,1996,2014,2-4,AUX,202001280115
BE-Bra,FLX_BE-Bra_FLUXNET2015_SUBSET_HH_1996-2014_2-4.csv,1996,2014,2-4,FLUX-MET,202001280119
BE-Bra,FLX_BE-Bra_FLUXNET2015_AUXMETEO_1996-2014_2-4.csv,1996,2014,2-4,AUX,202001280115
BE-Bra,FLX_BE-Bra_FLUXNET2015_SUBSET_YY_1996-2014_2-4.csv,1996,2014,2-4,FLUX-MET,202001280119
BE-Bra,FLX_BE-Bra_FLUXNET2015_SUBSET_MM_1996-2014_2-4.csv,1996,2014,2-4,FLUX-MET,202001280119
BE-Bra,FLX_BE-Bra_FLUXNET2015_SUBSET_WW_1996-2014_2-4.csv,1996,2014,2-4,FLUX-MET,202001280119
BE-Bra,FLX_BE-Bra_FLUXNET2015_SUBSET_DD_1996-2014_2-4.csv,1996,2014,2-4,FLUX-MET,202001280119
BE-Lon,FLX_BE-Lon_FLUXNET2015_SUBSET_DD_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280123
BE-Lon,FLX_BE-Lon_FLUXNET2015_AUXNEE_2004-2014_1-4.csv,2004,2014,1-4,AUX,202001280120
BE-Lon,FLX_BE-Lon_FLUXNET2015_AUXMETEO_2004-2014_1-4.csv,2004,2014,1-4,AUX,202001280120
BE-Lon,FLX_BE-Lon_FLUXNET2015_SUBSET_YY_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280123
BE-Lon,FLX_BE-Lon_FLUXNET2015_SUBSET_MM_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280123
BE-Lon,FLX_BE-Lon_FLUXNET2015_SUBSET_WW_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280123
BE-Lon,FLX_BE-Lon_FLUXNET2015_SUBSET_HH_2004-2014_1-4.csv,2004,2014,1-4,FLUX-MET,202001280123
BE-Vie,FLX_BE-Vie_FLUXNET2015_AUXMETEO_1996-2014_1-4.csv,1996,2014,1-4,AUX,202001280124
BE-Vie,FLX_BE-Vie_FLUXNET2015_SUBSET_HH_1996-2014_1-4.csv,1996,2014,1-4,FLUX-MET,202001280129
