TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200506,15.279,0.923611,483.664,231.092,0.930556,329.662,0.0,6.618,0.923611,96.935,0.875694,1.668,1.0,1.885,0.914583,0.46817397491,0.689583333333,158.66900085,0.854166666667,461.034878024,0.854166666667,386.937,0.965278,12.411,12.524,12.102,11.677,10.649,-9999,0.921528,0.921528,0.921528,0.921528,0.921528,-9999,24.552,24.073,23.647,-9999,-9999,0.925,0.925,0.922222,-9999,-9999,0.653775,0.918056,60.9592,0.91875,65.7075,0.667489,81.6757,0.965278,88.0377,1.11068,-4.06498,0.888194,0.0869039,-4.12237,-4.00578,-3.95665,0.88125,0.938889,0.919444,6.81662,6.18439,6.43765,6.5512,10.7031,10.2068,10.5099,10.5475,6.27145,5.7613,6.04851,6.36041,9.9469,9.90687,10.23,10.4873,-9999,-9999
200507,15.806,0.956989,466.282,190.873,0.961022,348.178,0.0,4.349,0.956989,96.532,0.928763,3.595,1.0,2.135,0.928763,0.527570322319,0.745295698925,132.701678766,0.92876344086,380.970016636,0.92876344086,384.698,0.956989,14.463,14.598,14.194,13.837,12.903,-9999,0.956317,0.956317,0.956317,0.956317,0.956317,-9999,23.691,23.443,22.805,-9999,-9999,0.956989,0.956989,0.956989,-9999,-9999,0.405168,0.956317,56.7603,0.950269,72.245,0.754709,49.0668,0.955645,62.4526,1.15213,-4.01748,0.927419,0.0861583,-4.13767,-4.00631,-3.83018,0.822581,0.928091,0.948925,6.17259,6.12277,6.28144,6.43013,10.0848,10.1126,10.1986,10.2957,6.33378,6.4793,6.73417,6.89162,10.6341,10.5111,10.6116,10.7046,-9999,-9999
200508,13.599,0.99328,400.042,157.644,0.993952,334.205,0.0,3.104,0.99328,96.904,0.985887,2.374,1.0,2.036,0.984543,0.477789036607,0.739919354839,105.054584827,0.985887096774,307.954823775,0.985887096774,380.445,0.992608,13.316,13.496,13.19,13.207,12.822,-9999,0.990591,0.990591,0.990591,0.990591,0.990591,-9999,24.585,23.959,23.229,-9999,-9999,0.99328,0.99328,0.992608,-9999,-9999,0.078282,0.990591,40.959,0.991935,57.2647,0.57816,34.4815,0.990591,48.2085,0.724294,-2.92569,0.982527,0.0720947,-2.96511,-2.9249,-2.84837,0.983199,0.976478,0.987903,4.93332,4.73469,4.8577,5.03642,7.79104,7.69048,7.79635,7.88792,5.38527,4.74503,5.21039,5.40289,8.00398,7.62159,7.88744,7.98457,-9999,-9999
200509,13.508,1.0,305.32,145.463,1.0,329.621,0.0,3.495,1.0,97.003,1.0,1.357,1.0,1.896,1.0,0.473333720235,0.684027777778,90.0527777778,1.0,273.578472222,1.0,384.832,0.999306,13.074,13.28,13.028,13.199,12.972,-9999,0.999306,0.999306,0.999306,0.999306,0.999306,-9999,22.539,22.931,22.503,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-1.1,0.999306,36.4124,0.994444,45.4777,0.515881,36.4576,0.995833,45.5342,0.735591,-2.08616,0.963194,0.0723765,-2.21353,-2.13151,-2.09434,0.968056,0.964583,0.9625,4.72502,4.24183,4.74188,5.3177,6.83244,6.49598,6.87339,7.43244,4.1178,4.31818,4.87655,5.46438,6.47056,6.467,6.67451,6.94601,-9999,-9999
200510,11.465,1.0,204.369,89.985,1.0,316.972,0.0,2.486,1.0,96.972,1.0,1.973,1.0,2.433,0.907258,0.616979543124,0.727822580645,42.0268817204,1.0,163.576612903,1.0,392.197,1.0,10.558,10.751,10.545,10.925,11.134,-9999,1.0,1.0,1.0,1.0,1.0,-9999,23.076,23.096,22.474,-9999,-9999,1.0,1.0,1.0,-9999,-9999,0.121527,1.0,15.7063,0.991935,23.447,0.300965,12.074,1.0,18.0244,0.6002,-0.54762,0.993952,0.0502395,-0.62304,-0.611108,-0.521445,0.997984,0.997984,0.990591,3.21845,3.21398,3.25503,3.31298,3.83823,3.81656,3.83758,3.86347,3.23229,3.27234,3.45704,3.51415,3.9499,3.95631,4.06588,4.08617,-9999,-9999
200511,3.747,1.0,124.301,32.631,0.995833,296.463,0.0,0.674,1.0,96.844,1.0,1.952,1.0,2.243,0.984722,0.553688984769,0.761111111111,14.8430555556,1.0,65.0381944444,1.0,395.828,1.0,6.342,6.617,6.618,7.724,8.902,-9999,1.0,1.0,1.0,1.0,1.0,-9999,25.672,24.681,23.977,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-2.39424,1.0,2.27409,0.992361,1.41303,0.13224,-2.06091,0.998611,-1.28057,0.556763,0.610151,0.989583,0.0400098,0.470975,0.549104,0.637602,0.992361,0.990278,0.988889,2.13611,2.13251,2.15237,2.23419,1.60892,1.571,1.59657,1.6601,1.99852,1.9772,2.09153,2.40609,1.80548,1.73992,1.79557,1.87173,-9999,-9999
200512,1.13,0.99664,88.2038,16.712,0.997312,289.89,0.0,0.421,0.99664,96.882,1.0,3.148,1.0,2.376,0.990591,0.602583096651,0.6875,4.31989247312,1.0,32.4213709677,1.0,399.334,1.0,2.57,2.818,2.807,3.836,5.115,-9999,1.0,1.0,1.0,1.0,1.0,-9999,26.545,25.481,25.567,-9999,-9999,1.0,1.0,1.0,-9999,-9999,-0.434516,1.0,-0.422567,0.988575,0.105688,0.0675318,-13.0207,0.999328,3.2566,0.491871,0.940689,0.972446,0.0290708,0.823426,0.908639,0.95355,0.982527,0.979167,0.97043,1.93375,1.84386,1.86523,1.89776,1.05098,0.902525,0.932777,1.06867,1.85349,1.9118,1.95179,1.97611,0.901841,0.840774,0.858174,0.900128,-9999,-9999
200601,-1.375,0.992608,104.85,37.325,0.988575,262.799,0.0,1.004,0.992608,97.553,1.0,1.006,1.0,1.958,0.997312,-9999,-9999,11.0309139785,1.0,65.0557795699,1.0,407.045,1.0,0.297,0.507,0.556,1.702,3.081,-9999,0.821237,0.821237,0.821237,0.821237,0.821237,-9999,26.239,25.306,25.187,-9999,-9999,0.820565,0.820565,0.820565,-9999,-9999,-0.618578,0.821237,1.4466,0.980511,1.05265,0.100301,6.15821,0.998656,4.48116,0.853412,0.609348,0.974462,0.0234017,0.566413,0.598531,0.62171,0.979839,0.974462,0.952285,1.38786,1.35222,1.41094,1.44467,0.800563,0.771917,0.790405,0.816992,0.964401,1.01267,1.07816,1.14267,0.729933,0.674141,0.717029,0.756912,-9999,-9999
200602,-0.561,0.947173,168.502,41.35,0.953869,281.136,0.0,0.739,0.947173,96.537,0.865327,2.661,1.0,2.322,0.864583,0.596723409317,0.581845238095,20.7850699301,0.865327380952,81.3989277389,0.865327380952,404.037,0.943452,0.081,0.309,0.294,1.142,2.145,-9999,0.947173,0.947173,0.947173,0.947173,0.947173,-9999,26.371,25.33,24.986,-9999,-9999,0.946429,0.946429,0.939732,-9999,-9999,-0.120132,0.946429,-0.308172,0.926339,-0.572369,0.100921,10.1392,0.940476,18.8315,0.864948,0.277325,0.929315,0.0252727,0.224894,0.2584,0.306401,0.930804,0.930804,0.929315,1.14392,1.11964,1.16154,1.17353,0.895378,0.866747,0.880278,0.90392,1.37086,1.02748,1.06312,1.27768,0.873655,0.903447,0.947201,1.02869,-9999,-9999
200603,1.228,0.99664,263.966,98.509,0.99328,271.967,0.0,1.22,0.994624,96.323,0.995296,4.116,1.0,2.647,1.0,0.641324971151,0.659274193548,56.7568598808,0.961021505376,186.630639748,0.991935483871,399.262,1.0,1.35,1.481,1.359,1.677,2.175,-9999,0.99664,0.99664,0.99664,0.99664,0.99664,-9999,26.647,25.586,25.738,-9999,-9999,0.994624,0.994624,0.992608,-9999,-9999,1.68726,0.995968,7.44703,0.987231,11.5432,0.254335,30.2329,0.997984,46.8624,0.907723,0.0445721,0.981855,0.0275561,0.0239934,0.0402677,0.0428974,0.972446,0.985215,0.985215,1.32513,1.31447,1.32401,1.35078,1.2821,1.27314,1.28133,1.32907,1.04829,1.12741,1.21863,1.31029,1.20349,1.20187,1.22128,1.26119,-9999,-9999
200604,6.276,1.0,366.866,140.829,1.0,290.542,0.0,2.464,1.0,96.767,0.997222,1.963,1.0,2.23,1.0,0.559261633245,0.729861111111,94.152751938,0.990972222222,270.824305556,1.0,393.613,1.0,5.917,6.0,5.778,5.686,5.27,-9999,0.993056,0.993056,0.993056,0.993056,0.993056,-9999,26.389,25.355,25.592,-9999,-9999,0.842361,0.915972,0.635417,-9999,-9999,1.66287,0.835417,19.6752,0.995139,30.4974,0.349279,41.1622,0.998611,63.8032,0.914449,-1.73237,0.984722,0.0583124,-1.76782,-1.73648,-1.71961,0.960417,0.984722,0.983333,2.87177,2.77198,2.82945,2.87041,4.59414,4.53844,4.56305,4.58104,2.65209,2.558,2.66437,3.20039,4.45939,4.43243,4.46151,4.6458,-9999,-9999
200605,11.591,0.752688,446.874,167.478,0.770161,324.857,0.0,3.924,0.752688,96.448,0.602151,5.195,1.0,2.731,0.584677,-9999,-9999,131.888444223,0.581989247312,368.514967898,0.602150537634,389.357,0.747984,9.964,9.589,9.323,9.101,8.363,-9999,0.622312,0.752688,0.752688,0.752688,0.752688,-9999,25.452,24.932,25.271,-9999,-9999,0.660618,0.752688,0.0,-9999,-9999,1.43402,0.616935,34.2427,0.737903,41.5063,0.553707,37.7779,0.738575,45.7914,0.877499,-2.92853,0.739919,0.0634172,-2.98797,-2.96388,-2.94,0.741935,0.741263,0.741263,4.45684,4.29073,4.43663,4.52559,7.39729,7.28718,7.36026,7.46537,4.30547,3.97497,4.08387,4.18698,7.26964,7.1183,7.19283,7.26964,-9999,-9999
200606,14.965,0.921528,483.664,232.637,0.926389,328.447,0.0,5.83,0.921528,97.243,0.888194,1.558,1.0,1.855,1.0,0.471862547511,0.796527777778,150.024839744,0.866666666667,446.157852564,0.866666666667,371.801,1.0,10.365,11.894,11.572,11.117,10.103,-9999,0.0,0.921528,0.921528,0.921528,0.921528,-9999,25.31,24.555,25.184,-9999,-9999,0.0,0.90625,0.0,-9999,-9999,3.05536,0.0,58.2923,0.914583,79.2022,0.656493,74.2583,0.997917,100.895,1.02284,-4.40998,0.948611,0.066282,-4.45263,-4.41808,-4.34672,0.873611,0.959028,0.950694,4.41837,4.46445,4.63024,5.26441,8.78407,8.86855,9.04832,9.65684,6.5462,5.88866,6.52482,6.94334,10.6773,10.1096,10.47,10.6109,-9999,-9999
200607,20.276,0.948925,466.282,256.872,0.949597,353.011,0.0,9.795,0.948925,96.964,0.864919,0.955,1.0,1.782,0.93414,0.443333327452,0.809139784946,166.937267625,0.881720430108,491.21637275,0.860887096774,373.875,0.961022,11.125,16.138,15.66,14.853,13.364,-9999,0.0,0.945565,0.945565,0.945565,0.945565,-9999,29.693,24.23,24.997,-9999,-9999,0.0,0.0282258,0.0,-9999,-9999,4.90413,0.0,70.5138,0.567876,97.0307,0.766213,77.4131,0.959677,106.524,1.24289,-3.70172,0.483199,0.146043,-3.69262,-3.60386,-3.54448,0.481855,0.494624,0.495296,4.02166,3.99483,4.10175,4.30835,7.66344,7.61979,7.71672,7.7967,6.88348,3.78348,5.20851,7.57051,8.31051,6.31202,7.08892,8.38146,-9999,-9999
200608,12.714,0.987903,400.042,130.869,0.988575,340.302,0.0,2.463,0.770161,95.71,0.0,6.823,1.0,2.244,0.94086,0.506561051151,0.706317204301,83.4813703426,0.993951612903,255.856076519,0.978494623656,385.82,0.997984,12.647,15.098,13.181,13.28,13.057,-9999,0.0,0.211022,0.985215,0.985215,0.985215,-9999,33.528,24.376,24.996,-9999,-9999,0.0,0.0,0.0,-9999,-9999,0.411381,0.0,42.9854,0.682796,65.5782,0.638175,13.9823,0.99664,21.3312,0.673525,-2.77525,0.994624,0.0783552,-2.75498,-2.723,-2.61426,0.995296,0.994624,0.993952,4.87862,4.82436,4.90891,5.0269,7.63179,7.569,7.62373,7.65934,5.27161,4.79316,5.27161,5.50203,7.72985,7.79215,7.92849,8.13187,-9999,-9999
200609,15.673,1.0,305.32,138.273,1.0,342.899,0.0,3.911,1.0,96.015,0.0,0.997,1.0,1.956,1.0,0.475353363955,0.715277777778,75.2096576227,0.996527777778,260.654166667,1.0,387.727,1.0,12.952,14.368,14.092,13.833,13.259,-9999,0.201389,1.0,1.0,1.0,1.0,-9999,33.385,24.212,24.997,-9999,-9999,0.724306,0.0,0.0,-9999,-9999,2.27103,0.200694,38.4586,0.994444,63.1171,0.541407,22.4668,0.998611,36.8719,0.667129,-2.37717,0.961806,0.064224,-2.44125,-2.35425,-2.16895,0.931944,0.966667,0.967361,3.91327,3.77667,3.83127,4.05478,6.2252,6.18377,6.2202,6.23109,4.51334,4.65886,4.94956,5.21981,6.65434,6.64103,6.83141,6.97814,-9999,-9999
200610,11.64,0.992608,204.369,77.334,0.992608,328.743,0.0,2.073,0.992608,95.807,0.49664,2.121,1.0,2.548,0.902554,0.583630726101,0.685483870968,35.2368802428,0.988575268817,141.804908329,0.988575268817,391.663,0.997984,11.575,11.563,11.545,11.909,12.097,-9999,0.992608,0.992608,0.992608,0.992608,0.992608,-9999,33.563,24.176,24.997,-9999,-9999,0.992608,0.0,0.0,-9999,-9999,-1.06462,0.990591,14.3999,0.981855,23.6326,0.336337,9.48914,0.99664,15.5733,0.636077,-0.916307,0.966398,0.0472388,-0.895582,-0.885637,-0.857746,0.978495,0.978495,0.960349,2.64413,2.63989,2.65495,2.68138,3.54348,3.52987,3.54336,3.55726,2.58594,2.43305,2.63471,2.86524,3.4019,3.39972,3.50674,3.608,-9999,-9999
200611,6.507,1.0,124.301,34.801,1.0,308.198,0.0,1.066,1.0,96.127,1.0,3.835,1.0,2.697,1.0,0.658122890893,0.706944444444,10.0152777778,1.0,64.0361111111,1.0,394.274,1.0,7.71,7.927,8.253,8.775,9.637,-9999,1.0,1.0,1.0,1.0,1.0,-9999,35.52,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.24395,1.0,1.67735,0.996528,-1.5951,0.153349,-13.0551,0.999306,12.415,0.621895,0.429223,0.983333,0.0317496,0.417453,0.423795,0.433457,0.984028,0.984028,0.983333,1.76425,1.7561,1.76434,1.77196,1.34919,1.32284,1.3386,1.35279,1.98116,1.98832,1.99966,2.10217,1.54522,1.5392,1.54779,1.58941,-9999,-9999
200612,3.369,1.0,88.2038,24.887,1.0,296.713,0.0,0.911,1.0,96.654,1.0,2.879,1.0,2.638,1.0,0.695819981907,0.620295698925,2.24596774194,1.0,42.8360215054,1.0,399.372,1.0,4.744,5.022,5.479,6.125,7.362,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.136,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.97162,1.0,-0.880016,0.990591,0.136035,0.0958525,-11.9738,1.0,1.85095,0.686729,0.211926,0.985887,0.0247858,0.101522,0.123117,0.213414,0.936156,0.989247,0.948253,0.935897,0.949695,0.957293,1.01002,0.817441,0.781647,0.835197,0.8599,1.41838,1.19329,1.30922,1.3623,0.952221,1.03172,1.04522,1.06646,-9999,-9999
200701,4.143,0.997312,104.85,22.494,0.997312,302.835,0.0,0.941,0.997312,96.183,0.983199,5.227,1.0,3.657,0.976478,0.883199400247,0.514112903226,4.32320261801,0.913306451613,43.6181709569,0.983198924731,396.765,0.997312,4.516,4.663,4.884,5.368,6.107,-9999,0.997312,0.997312,0.997312,0.997312,0.997312,-9999,36.855,24.176,24.996,-9999,-9999,0.997312,0.0,0.0,-9999,-9999,0.0228469,0.99664,-1.857,0.977823,0.353236,0.0954907,-21.1431,0.987903,4.02181,0.890648,0.254445,0.993952,0.0236334,0.251028,0.254717,0.26029,0.993952,0.993952,0.993952,0.959642,0.952825,0.956674,0.962628,0.706879,0.70014,0.703958,0.706383,1.14676,1.15324,1.25146,1.29607,0.812588,0.828355,0.903844,0.92227,-9999,-9999
200702,4.014,1.0,168.502,47.676,1.0,295.29,0.0,0.976,1.0,95.427,1.0,4.155,1.0,2.601,0.989583,0.658169055966,0.541666666667,18.7318910256,0.918898809524,91.509672619,1.0,403.888,1.0,4.041,4.098,4.248,4.671,5.251,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.917,24.176,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.496835,1.0,1.89737,1.0,1.31979,0.183205,-7.90801,1.0,-5.50071,0.82633,-0.387254,0.982887,0.0301246,-0.389698,-0.384065,-0.379752,0.979911,0.984375,0.979911,0.984521,0.862436,0.939396,1.00884,1.35633,1.24907,1.32346,1.38737,1.89673,1.89192,1.97692,2.07999,1.88211,1.85608,1.8895,1.91147,-9999,-9999
200703,4.941,1.0,263.966,103.272,1.0,283.301,0.0,2.025,1.0,95.904,1.0,2.379,1.0,2.59,0.90457,0.65388955192,0.530241935484,53.0873655914,1.0,190.848790323,1.0,403.306,0.999328,4.639,4.666,4.759,5.142,5.575,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.869,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.289279,1.0,12.4061,0.99664,19.619,0.293919,21.2478,0.998656,33.6012,0.888099,-1.71737,0.990591,0.0382495,-1.7722,-1.75481,-1.72299,0.989919,0.982527,0.990591,1.21358,1.21398,1.25502,1.27622,2.97274,2.97432,2.99114,3.0248,1.23376,1.07194,1.12072,1.20357,2.83238,2.70949,2.75161,2.82803,-9999,-9999
200704,11.823,0.997917,366.866,224.241,0.997917,290.133,0.0,7.207,0.997917,96.441,0.996528,0.013,1.0,1.707,0.767361,0.47236734569,0.584722222222,131.122399871,0.996527777778,410.240865385,0.99375,394.537,0.911111,9.543,9.233,8.733,8.68,7.833,-9999,0.997917,0.997917,0.997917,0.997917,0.997917,-9999,35.741,24.175,24.997,-9999,-9999,0.997917,0.0,0.0,-9999,-9999,2.04042,0.997222,42.5223,0.83125,41.5311,0.587267,92.3705,0.905556,90.2173,1.32721,-2.34211,0.746528,0.0763097,-2.55865,-2.47299,-2.41345,0.765972,0.754861,0.749306,4.48612,4.34569,4.42885,4.53285,6.95466,6.89913,6.95466,7.03578,3.26204,2.76073,2.91829,3.2611,5.90685,5.60609,5.84032,6.01916,-9999,-9999
200705,12.837,0.905914,446.874,177.285,0.911962,328.293,0.0,4.001,0.905914,95.585,0.853495,4.226,1.0,2.518,0.754704,0.617129358544,0.602822580645,122.013824139,0.853494623656,351.228076707,0.853494623656,393.042,0.905914,11.444,11.248,10.893,10.906,10.274,-9999,0.905914,0.905914,0.905914,0.905914,0.905914,-9999,35.755,24.176,24.996,-9999,-9999,0.905914,0.0,0.0,-9999,-9999,1.92359,0.905242,39.2909,0.903226,57.625,0.590062,46.2746,0.90457,67.8674,0.918056,-2.9882,0.87836,0.0744529,-3.11335,-3.04526,-3.01789,0.90121,0.896505,0.887097,4.7273,4.67448,4.73318,5.55421,7.73675,7.71987,7.75582,8.66367,5.31512,5.29268,5.52215,5.679,8.19957,8.00077,8.2115,8.24503,-9999,-9999
200706,15.012,0.85625,483.664,188.461,0.865278,347.251,0.0,3.066,0.85625,95.699,0.789583,6.1,1.0,2.094,0.799306,0.564267516335,0.605555555556,128.767238186,0.769444444444,364.438748105,0.769444444444,384.63,0.865278,13.606,13.433,13.08,13.037,12.296,-9999,0.85625,0.85625,0.85625,0.85625,0.85625,-9999,36.421,24.175,24.997,-9999,-9999,0.85625,0.0,0.0,-9999,-9999,0.820852,0.854167,52.3241,0.85,69.3268,0.749486,46.7537,0.861806,61.9464,1.01347,-4.06158,0.79375,0.0761895,-4.20834,-4.15927,-4.10059,0.840972,0.770833,0.798611,5.3296,5.38129,5.44685,5.77552,9.43019,9.49671,9.62185,10.0514,7.15758,6.26085,6.91509,7.17837,10.5114,10.1078,10.3913,10.5253,-9999,-9999
200707,14.684,0.997312,466.282,186.226,0.997312,340.213,0.0,4.052,0.997312,95.798,0.995968,2.997,1.0,2.655,0.993952,0.619676556627,0.807795698925,121.899961598,0.995967741935,361.235695084,0.995967741935,379.417,1.0,13.55,13.46,13.221,13.264,12.765,-9999,0.997312,0.997312,0.997312,0.997312,0.997312,-9999,36.752,24.176,24.997,-9999,-9999,0.997312,0.0,0.0,-9999,-9999,-0.0892509,0.99664,47.8836,0.995296,83.6574,0.546975,21.7092,0.997312,37.9281,0.779565,-3.27132,0.987231,0.0650068,-3.30096,-3.28493,-3.25941,0.982527,0.991263,0.999328,4.78678,4.78996,4.81828,4.85984,8.06744,8.06744,8.10866,8.13213,5.87743,5.80724,6.16395,6.61497,8.68105,8.72562,8.88372,9.14423,-9999,-9999
200708,14.392,1.0,400.042,169.484,1.0,341.703,0.0,3.184,1.0,95.952,1.0,4.406,1.0,1.968,0.939516,0.512561137698,0.684139784946,111.25672043,1.0,325.14516129,1.0,382.193,1.0,13.901,13.818,13.592,13.667,13.269,-9999,1.0,1.0,1.0,1.0,1.0,-9999,36.141,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.0941903,1.0,44.4602,0.995296,63.821,0.557306,32.869,0.997984,47.1823,0.798136,-2.87179,0.972446,0.0775889,-2.88014,-2.85293,-2.82843,0.967742,0.972446,0.983199,5.14233,5.12793,5.19479,5.22225,7.94933,7.96513,8.05303,8.08956,5.61513,4.97735,5.4432,5.87317,7.78422,7.77533,8.14202,8.3051,-9999,-9999
200709,11.025,1.0,305.32,109.213,1.0,325.501,0.0,1.774,1.0,96.371,1.0,2.283,1.0,1.967,0.997222,0.469480279773,0.797916666667,53.8635556077,0.932638888889,207.061805556,1.0,383.237,0.990972,11.496,11.551,11.612,11.896,12.162,-9999,1.0,1.0,1.0,1.0,1.0,-9999,37.203,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.814228,1.0,26.4935,0.9875,54.341,0.459432,10.7393,1.0,22.0274,0.692684,-1.96759,0.979167,0.0730127,-2.00507,-1.96759,-1.95743,0.982639,0.979167,0.980556,3.97201,3.86213,3.92157,3.9564,5.91188,5.86255,5.88693,5.91017,4.37245,3.74899,3.81311,4.17933,5.92915,5.81452,5.89004,6.01705,-9999,-9999
200710,7.979,0.997312,204.369,80.826,0.997312,311.64,0.0,1.406,0.997312,96.689,0.995968,1.052,1.0,1.543,0.989247,0.439322516007,0.582661290323,25.2180308883,0.945564516129,150.939324117,0.995967741935,396.917,0.995968,9.273,9.408,9.616,10.028,10.658,-9999,0.997312,0.997312,0.997312,0.997312,0.997312,-9999,37.197,24.176,24.996,-9999,-9999,0.997312,0.0,0.0,-9999,-9999,-1.28638,0.99664,14.5258,0.981855,21.5173,0.26969,14.7019,0.99328,21.7781,0.717289,-1.05928,0.964382,0.0523058,-1.19035,-1.1613,-1.11298,0.972446,0.976478,0.965726,2.53604,2.41176,2.50168,2.54313,3.64902,3.59021,3.61956,3.65698,2.41955,2.15791,2.31931,2.49435,3.82128,3.42185,3.55354,3.6609,-9999,-9999
200711,3.542,1.0,124.301,24.95,0.998611,298.938,0.0,0.505,1.0,96.266,1.0,4.133,1.0,2.433,0.975694,0.677857986029,0.5625,7.37847222222,1.0,49.2847222222,1.0,398.589,1.0,5.439,5.645,6.02,6.592,7.727,-9999,1.0,1.0,1.0,1.0,1.0,-9999,38.756,24.175,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-1.05666,1.0,0.933442,0.99375,-0.460641,0.131043,-15.5707,0.998611,7.68392,0.559992,0.611296,0.983333,0.036703,0.576573,0.606255,0.617022,0.984722,0.983333,0.983333,1.81386,1.78337,1.80217,1.80984,1.19683,1.1879,1.19643,1.2032,2.06986,2.01022,2.04226,2.16098,1.33678,1.31053,1.31507,1.36,-9999,-9999
200712,1.698,1.0,88.2038,24.868,1.0,278.272,0.0,0.9,1.0,96.503,1.0,4.281,1.0,2.529,1.0,0.709391944919,0.649193548387,-8.99242722266,0.958333333333,46.9932795699,1.0,400.413,1.0,2.938,3.173,3.578,4.219,5.473,-9999,1.0,1.0,1.0,1.0,1.0,-9999,39.14,24.176,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-0.799732,1.0,0.300015,0.998656,0.104091,0.0784094,-16.8547,1.0,-5.84774,0.721917,0.534906,0.977151,0.026939,0.514879,0.538527,0.5708,0.987903,0.987903,0.977151,1.19725,1.19419,1.19831,1.22451,0.684857,0.634901,0.677184,0.692237,1.22135,1.15291,1.21884,1.22878,1.27831,0.84685,0.908018,1.27927,-9999,-9999
200801,3.185,1.0,104.85,25.392,1.0,294.937,0.0,0.763,1.0,96.086,1.0,2.685,1.0,3.082,0.990591,0.796204702123,0.682795698925,2.17070765256,0.990591397849,44.3944892473,0.987903225806,397.476,1.0,3.383,3.454,3.608,4.033,4.676,-9999,1.0,1.0,1.0,1.0,1.0,-9999,39.39,24.173,24.997,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.0401608,1.0,0.789619,0.995296,-0.124979,0.108563,-10.557,0.999328,1.67094,0.717254,0.586989,0.997312,0.0245205,0.579623,0.586989,0.59043,0.995968,0.997312,0.997312,1.44435,1.42634,1.44124,1.44581,0.853922,0.844529,0.848599,0.857946,1.3271,1.36014,1.37974,1.4084,0.882575,0.893936,0.905343,0.914995,-9999,-9999
200802,3.505,1.0,170.014,72.077,1.0,274.604,0.0,1.98,1.0,96.819,1.0,2.517,1.0,2.444,0.959052,0.639265522174,0.573275862069,9.22226458718,0.934626436782,136.302442529,1.0,398.699,1.0,2.782,2.837,2.997,3.444,4.186,-9999,1.0,1.0,1.0,1.0,1.0,-9999,39.197,24.177,24.996,-9999,-9999,1.0,0.0,0.0,-9999,-9999,0.772749,1.0,6.65789,0.997126,19.5379,0.194221,6.80068,1.0,19.9569,0.818708,-0.508054,0.989943,0.030686,-0.533184,-0.509787,-0.493796,0.993534,0.991379,0.983477,1.53771,1.49724,1.52256,1.54442,2.05474,2.01582,2.02918,2.04828,1.59611,1.53535,1.59611,1.71054,2.27202,2.183,2.22434,2.26699,-9999,-9999
