TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200305,3.27,1.0,460.451,274.486,1.0,244.464,1.0,3.947,1.0,68.926,0.0430108,2.146,0.0,5.367,1.0,0.777986392321,0.995295698925,119.211225806,1.0,556.00309543,1.0,156.76324328,1.0,72.3614946237,1.0,327.34294422,1.0,376.242,1.0,-0.715268,1.0,42.5843,0.999328,48.5318,0.706077,62.7215,1.0,71.4815,1.14121,-0.97576,0.995968,0.0351237,-1.02596,-0.947979,-0.921133,0.99328,0.99664,0.99664,0.241142,0.132768,0.242385,0.276519,1.16801,1.16393,1.1896,1.19815,0.722628,0.711093,0.723206,0.743444,1.54607,1.5299,1.53934,1.55606,-9999,-9999
200306,5.914,1.0,486.238,266.133,1.0,261.501,1.0,3.773,1.0,69.071,0.0,1.135,0.0,4.608,1.0,-9999,-9999,150.290839583,1.0,531.394308333,1.0,52.0149354167,1.0,32.2374347222,1.0,345.013333333,1.0,374.357,1.0,10.5288,1.0,58.1502,0.698611,70.1602,0.695605,56.139,0.719444,67.7336,0.985275,-3.84928,0.659722,0.043477,-3.91347,-3.75229,-3.69713,0.671528,0.671528,0.671528,0.564508,0.138426,0.540228,0.63219,4.24804,4.12772,4.29803,4.32975,2.34902,1.82205,2.35323,2.52553,4.88738,4.82363,5.00822,5.25906,-9999,-9999
200307,15.307,1.0,473.467,295.546,1.0,280.074,1.0,11.224,1.0,69.789,0.427419,0.392,0.0,4.029,1.0,0.592601823582,0.71438172043,186.923929435,1.0,593.425272177,1.0,25.5705672043,1.0,28.4296377688,1.0,360.266465054,1.0,373.242,1.0,6.50956,1.0,86.9099,0.985215,110.428,0.774523,54.4152,0.991935,69.1404,0.975287,-2.06089,0.956989,0.0469523,-2.14284,-2.08831,-2.02004,0.858199,0.976478,0.975134,3.52084,3.25071,3.40677,3.50332,5.61104,5.37141,5.45377,5.56745,4.09862,3.94541,4.07591,4.29016,5.91074,5.70676,5.91074,6.1433,-9999,-9999
200308,12.622,1.0,424.354,225.633,1.0,285.514,1.0,7.381,1.0,69.843,0.424059,0.89,0.0,3.88,1.0,0.504471525271,0.72311827957,135.112302419,1.0,462.255178763,1.0,20.7647862903,1.0,22.8193581989,1.0,353.215322581,1.0,372.722,1.0,2.26518,1.0,59.5402,0.972446,79.4134,0.735837,38.8114,0.972446,51.7659,0.968504,-2.38222,0.935484,0.0604267,-2.34506,-2.17699,-2.07347,0.936828,0.958333,0.960349,3.21326,3.20297,3.31357,3.43589,5.47196,5.36525,5.39828,5.64304,4.73681,4.24647,4.40943,5.13863,6.41386,5.9733,6.16532,6.56126,-9999,-9999
200309,6.075,1.0,349.143,211.602,1.0,235.451,0.984028,5.033,1.0,69.373,0.05,1.023,0.0,5.594,1.0,0.700826468073,0.634722222222,112.852326429,0.819444444444,433.772135653,0.999305555556,24.5507680556,1.0,22.637606408,0.820138888889,315.037955714,0.819444444444,371.363,1.0,-1.95556,1.0,48.4113,0.940972,57.3054,0.586276,42.8606,0.965278,50.7349,1.08703,-2.65681,0.9125,0.0372341,-2.69138,-2.56673,-2.40831,0.889583,0.916667,0.922917,0.725936,0.542781,0.723263,0.808062,3.28098,3.21397,3.23143,3.26002,1.64463,1.23516,1.50711,1.80751,4.15429,3.83077,3.93997,4.02657,-9999,-9999
200310,3.546,1.0,262.198,169.02,0.764113,233.197,0.031586,4.927,1.0,69.244,0.127688,0.564,0.0,6.762,1.0,1.04033830399,0.930107526882,72.3748655914,1.0,389.346245974,0.727822580645,23.3700231481,0.58064516129,-9999,-9999,322.633174886,0.869623655914,373.118,1.0,-3.75531,1.0,19.3695,0.920699,22.568,0.34926,47.3757,0.936156,55.1991,0.907579,-2.09252,0.737231,0.0268371,-2.15642,-2.06696,-2.033,0.736559,0.737231,0.737231,8.66165e-07,8.59889e-07,8.61981e-07,8.64073e-07,2.10888,2.02898,2.06605,2.15159,0.322612,0.322612,0.437259,0.541839,1.35804,1.2328,1.2636,1.32549,-9999,-9999
200311,-7.99,1.0,187.408,98.598,0.0,211.631,0.0,0.977,1.0,68.584,0.0,2.356,0.0,8.64,1.0,1.25946422872,0.999305555556,24.8242361111,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,375.159,1.0,-1.54982,1.0,60.9456,0.686111,39.4265,0.721427,-14.2211,1.0,-9.19982,1.74608,-2.71254,0.0,0.0662448,-2.74041,-2.70958,-2.70958,0.0,0.0,0.0,1.50614e-07,1.39805e-07,1.41966e-07,1.47011e-07,2.71254,2.70958,2.70958,2.74041,0.0833399,0.0789742,0.0833399,0.095499,0.501697,0.428583,0.466693,0.481792,-9999,-9999
200312,-7.872,1.0,151.409,82.526,0.0,200.801,0.0,1.582,1.0,68.579,0.0,0.92,0.0,8.861,0.999328,1.33037287764,0.514112903226,17.3709677419,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,377.137,1.0,-1.20069,1.0,54.0157,0.489247,36.3743,-9999,-22.1151,0.596774,-14.8923,-9999,-2.70506,0.0,-9999,-2.73354,-2.70219,-2.70219,0.0,0.0,0.0,2.1689e-07,1.93876e-07,2.00153e-07,2.11311e-07,2.70506,2.70219,2.70219,2.73354,0.0869246,0.0826563,0.0869246,0.0996068,0.431487,0.362007,0.399536,0.412792,-9999,-9999
200401,-9.177,1.0,168.579,97.88,0.0,187.05,0.0,1.445,1.0,68.566,0.0,0.822,0.0,8.123,1.0,1.16780389587,0.991935483871,26.1407258065,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.09028,1.0,37.5618,0.757392,26.2891,-9999,3.20864,0.99664,2.24569,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200402,-9.912,1.0,231.724,133.022,0.0,199.474,0.0,1.075,1.0,68.404,0.0,1.369,0.0,6.097,1.0,0.931202801272,0.721982758621,47.6984913793,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.950863,1.0,38.8616,0.519397,32.0574,-9999,22.6027,0.755029,18.6452,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200403,-3.121,1.0,318.609,207.239,0.0,211.556,0.0,2.518,1.0,68.972,0.0302419,1.107,0.0,7.893,1.0,1.13691780263,0.987231182796,82.167405914,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.754572,1.0,40.2694,0.825941,38.7542,-9999,47.5216,0.995296,45.7335,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200404,-2.037,1.0,402.573,219.12,0.0,239.452,0.0,2.022,1.0,68.722,0.0,2.423,0.0,5.001,1.0,0.753370565372,0.852777777778,93.0619444444,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.631288,1.0,47.4508,0.643056,54.7326,-9999,45.6859,0.894444,52.6969,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200405,2.92,1.0,461.88,285.66,0.0,244.115,0.0,3.775,1.0,68.762,0.0,0.863,0.0,6.363,1.0,0.935444942842,0.98252688172,147.011895161,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.80542,1.0,60.6294,0.892473,70.9037,-9999,68.2018,0.989247,79.7593,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200406,7.07,1.0,486.432,280.65,0.0,261.604,0.0,4.694,1.0,69.223,0.000694444,1.457,0.0,4.789,0.977083,-9999,-9999,170.064791667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.4251,1.0,87.5084,0.3625,107.055,-9999,65.6954,0.411111,80.3699,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200407,11.281,1.0,472.419,265.566,0.0,279.334,0.0,6.757,1.0,69.588,0.200941,1.868,0.0,4.142,1.0,0.568831577762,0.702284946237,168.041330645,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.63863,1.0,79.2783,0.716398,101.261,-9999,42.2453,0.743952,53.9592,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200408,9.124,1.0,422.248,238.285,0.0,266.142,0.0,5.821,1.0,69.583,0.198253,1.456,0.0,4.244,1.0,0.626155874216,0.926075268817,146.852150538,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.123648,1.0,74.8373,0.912634,86.2145,-9999,50.0127,0.964382,57.6159,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200409,5.776,1.0,346.372,187.721,0.0,263.769,0.0,4.54,1.0,69.236,0.0291667,2.919,0.0,5.039,1.0,0.728652922297,0.899305555556,102.40375,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.74717,1.0,65.1691,0.855556,76.3101,-9999,27.0249,0.924306,31.645,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200410,0.125,1.0,259.402,133.541,0.0,244.211,0.0,2.341,1.0,68.803,0.0047043,1.667,0.0,6.506,1.0,0.941143522649,0.98252688172,65.7028225806,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.00263,1.0,42.1874,0.88172,43.7811,-9999,25.7012,0.985215,26.6721,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200411,-4.848,1.0,185.487,96.161,0.0,217.207,0.0,2.066,1.0,68.955,0.0,1.281,0.0,5.659,1.0,0.815038442023,0.929166666667,32.8317361111,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.56403,1.0,56.95,0.697222,41.2661,-9999,3.85665,0.938889,2.79453,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200412,-8.26,1.0,151.09,85.891,0.0,197.342,0.0,1.284,1.0,68.779,0.0,0.931,0.0,8.912,1.0,1.29794229944,0.979838709677,18.8838037634,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.14536,1.0,44.8822,0.842742,21.2445,-9999,0.869717,0.987231,0.411671,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200501,-6.528,1.0,168.579,97.135,0.0,208.967,0.0,1.411,1.0,68.688,0.0,1.359,0.0,7.078,1.0,1.03025463607,0.98185483871,27.8489919355,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.895333,1.0,41.7906,0.674731,26.1381,-9999,5.93742,0.986559,3.71358,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200502,-7.203,1.0,230.33,139.059,0.0,192.666,0.0,1.587,1.0,68.655,0.0,1.176,0.0,6.132,1.0,0.864194338906,0.997023809524,51.4994791667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.789334,1.0,9.8519,0.0,6.1619,-9999,25.4501,1.0,15.9178,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200503,-7.312,1.0,315.644,193.006,0.0,202.596,0.0,1.205,1.0,68.359,0.0,1.672,0.0,6.869,1.0,1.0229279371,0.971102150538,80.8198252688,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.692118,1.0,9.98048,0.0,9.78334,-9999,58.8104,0.977151,57.6487,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200504,-1.897,1.0,400.13,233.073,0.405556,232.609,0.405556,2.598,1.0,68.621,0.0,2.193,0.0,5.717,1.0,0.846547630912,0.966666666667,110.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.631803,1.0,10.3696,0.0,11.3557,-9999,70.5269,1.0,77.2338,1.54966,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200505,2.5,1.0,460.451,281.515,0.994624,249.202,1.0,3.369,1.0,68.835,0.0,2.086,0.0,5.399,0.992608,0.815040035645,0.586021505376,147.952891223,1.0,582.023966114,0.992607526882,147.361827957,1.0,69.1128360215,1.0,323.576008065,1.0,-9999,-9999,-0.710521,1.0,61.6652,0.0,71.6216,-9999,68.4009,0.978495,79.4449,1.1351,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200506,6.856,1.0,486.238,290.145,1.0,262.79,1.0,5.186,1.0,68.995,0.0944444,1.978,0.0,5.484,1.0,-9999,-9999,178.659861111,1.0,599.815064815,0.997916666667,58.5624305556,1.0,33.5886111111,1.0,342.795555556,1.0,-9999,-9999,7.47883,1.0,69.7812,0.0,85.3682,-9999,52.1784,0.834722,63.8335,1.10414,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200507,14.218,1.0,473.467,308.49,1.0,276.713,1.0,10.346,1.0,69.733,0.421371,0.853,0.0,4.157,1.0,0.613761517787,0.864919354839,195.344415323,1.0,632.893010753,1.0,28.7217069892,1.0,29.3887768817,1.0,380.789717742,1.0,-9999,-9999,5.5458,1.0,73.7265,0.093414,90.0549,1.23532,70.4462,0.987231,86.0481,0.939436,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200508,10.934,1.0,424.354,239.784,1.0,274.284,1.0,6.916,1.0,69.654,0.293683,0.536,0.0,4.024,1.0,0.60164346044,0.697580645161,138.877419355,1.0,495.184946237,1.0,25.8440188172,1.0,24.0887768817,1.0,363.439717742,1.0,-9999,-9999,0.370534,1.0,60.3311,0.995296,73.6928,0.653412,52.7934,0.995296,64.4857,1.00036,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200509,8.058,1.0,349.143,222.455,1.0,245.936,1.0,6.32,1.0,69.457,0.204167,0.748,0.0,5.21,1.0,0.755508600218,0.985416666667,114.080277778,1.0,456.565972222,1.0,43.6445833333,1.0,26.5490972222,1.0,350.069097222,1.0,-9999,-9999,-1.78815,1.0,44.1329,0.993056,47.7633,0.620508,62.2817,0.994444,67.405,1.08882,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200510,1.923,1.0,262.198,150.335,0.979167,235.352,1.0,3.319,1.0,69.151,0.0181452,1.912,0.0,5.628,1.0,0.819761129597,0.886424731183,63.4005376344,1.0,303.180313266,0.981182795699,48.8727822581,1.0,26.7668010753,1.0,320.645698925,1.0,-9999,-9999,-3.33067,1.0,32.1551,0.995296,32.073,0.577322,34.4788,0.995296,34.3908,0.993792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200511,-4.948,1.0,187.408,100.147,1.0,222.495,1.0,2.027,1.0,68.861,0.0,2.053,0.0,9.335,0.9625,1.41919545656,0.664583333333,26.1650277222,1.0,207.922847222,1.0,55.8836805556,1.0,27.0302083333,1.0,290.606180556,1.0,-9999,-9999,-1.52795,1.0,60.0525,0.40625,59.8993,0.989708,2.55849,0.947917,2.55196,1.04338,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200512,-10.14,1.0,151.409,73.093,0.992608,217.824,1.0,0.921,1.0,68.582,0.0,1.721,0.0,9.295,1.0,1.30049552066,0.905241935484,13.2075268817,1.0,150.214086022,0.994623655914,41.3961021505,1.0,20.9143145161,1.0,269.97358871,1.0,-9999,-9999,-1.10268,1.0,70.6497,0.0,42.9408,-9999,-14.7501,0.997984,-8.96508,1.07171,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200601,-8.867,1.0,168.579,89.013,1.0,213.639,1.0,1.182,1.0,68.629,0.0,1.174,0.0,9.715,1.0,-9999,-9999,17.4801747312,1.0,185.170228495,1.0,51.0286962366,1.0,26.3086021505,1.0,273.687365591,1.0,-9999,-9999,-0.876396,1.0,69.5537,0.0,38.2125,-9999,-15.873,0.68414,-8.72058,1.00782,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200602,-10.729,1.0,230.33,137.985,1.0,202.827,1.0,1.121,1.0,68.607,0.0,0.836,0.0,9.472,1.0,-9999,-9999,41.7464285714,1.0,284.195833333,1.0,87.2670386905,1.0,45.135639881,1.0,267.561458333,1.0,-9999,-9999,-0.775083,1.0,64.0149,0.0,40.0383,-9999,5.1445,0.0,3.21764,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200603,-7.407,1.0,315.644,175.251,0.972446,217.959,1.0,1.41,1.0,68.243,0.0,2.053,0.0,6.498,1.0,-9999,-9999,61.9536290323,1.0,342.661455375,0.970430107527,119.923387097,1.0,58.198655914,1.0,281.125537634,1.0,-9999,-9999,-0.61169,1.0,62.7545,0.0,39.25,-9999,5.29463,0.0,3.31154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200604,-0.636,1.0,400.13,261.64,0.992361,229.495,1.0,2.957,1.0,68.658,0.0,1.671,0.0,7.002,1.0,-9999,-9999,114.255972222,1.0,533.256192412,0.995138888889,145.198819444,1.0,73.4297222222,1.0,311.481666667,1.0,-9999,-9999,-0.538806,1.0,63.5715,0.0,-9999,-9999,-0.293713,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200605,4.094,1.0,460.451,290.49,0.995296,245.687,1.0,4.456,1.0,69.036,0.0,0.846,0.0,5.537,1.0,-9999,-9999,151.684879032,1.0,591.360837051,0.994623655914,116.135752688,1.0,61.1572580645,1.0,329.365120968,1.0,-9999,-9999,-0.714501,1.0,63.988,0.0,-9999,-9999,-1.53952,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200606,10.804,1.0,486.238,320.05,1.0,261.229,1.0,7.962,1.0,69.457,0.0625,0.237,0.0,4.708,1.0,-9999,-9999,200.610555556,1.0,658.0325,1.0,50.5547916667,1.0,33.5577777778,1.0,359.780625,1.0,-9999,-9999,10.9122,1.0,63.5715,0.0,77.6508,-9999,-1.57227,0.0,-1.92049,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200607,13.645,1.0,473.467,261.9,1.0,295.166,1.0,8.335,1.0,69.691,0.262097,0.631,0.0,3.836,1.0,-9999,-9999,165.372580645,1.0,545.49952814,0.999327956989,24.5860215054,1.0,25.3315860215,1.0,378.022916667,1.0,-9999,-9999,4.79277,1.0,63.972,0.0,78.14,-9999,-1.39422,0.0,-1.703,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200608,12.077,0.890457,424.354,236.622,1.0,281.914,1.0,7.606,0.890457,69.56,0.0201613,1.307,0.0,4.067,0.596102,-9999,-9999,141.778374123,1.0,492.929502688,1.0,21.4492390276,1.0,23.2767705706,1.0,365.804739919,1.0,-9999,-9999,-0.128232,0.664651,62.7545,0.0,72.2848,-9999,-1.78308,0.0,-2.05386,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200609,4.091,0.0,349.143,199.372,0.997917,248.47,1.0,4.224,0.0,69.247,0.0,1.384,0.0,5.061,0.0,-9999,-9999,100.866998814,1.0,411.459444444,1.0,43.4892680187,1.0,28.7862045062,1.0,331.558615972,1.0,-9999,-9999,-4.02157,0.0,63.5715,0.0,69.9537,-9999,-1.57227,0.0,-1.73012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200610,-0.418,0.0,262.198,131.434,0.00873656,240.38,0.00806452,2.572,0.0,68.931,0.0,1.943,0.0,6.125,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.76958,0.0,63.988,0.0,66.5382,-9999,-1.53952,0.0,-1.60088,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200611,-4.649,0.0,187.408,103.241,0.0,205.044,0.0,2.067,0.0,68.795,0.0,0.968,0.0,6.517,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.07206,0.586806,63.5715,0.0,63.4093,-9999,-1.57227,0.0,-1.56826,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
200612,-8.274,0.0,151.409,81.461,0.0,200.957,0.0,1.612,0.0,68.889,0.0,1.286,0.0,5.37,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,63.972,0.0,63.8088,-9999,-1.39422,0.0,-1.39066,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
