TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201310,20.392,1.0,266.872,135.549,1.0,375.698,1.0,4.426,1.0,101.319,0.997984,1.89,1.0,1.133,0.997984,0.213660093542,0.98252688172,69.9047253955,0.999327956989,-9999,-9999,11.9966442445,0.999327956989,428.048137726,0.999327956989,390.86,1.0,19.224,1.0,24.564,20.511,1.0,1.0,-2.77632,1.0,28.9272,1.0,30.4011,0.572408,40.2953,1.0,42.3483,0.784572,0.201193,0.973118,0.0350765,-0.403412,0.201193,0.69017,0.995296,0.973118,0.957661,2.81811,2.31203,2.95658,3.04749,2.76715,2.35423,2.556,2.70898,3.21718,3.21675,3.37809,3.63854,2.72274,2.66419,2.74937,2.89543,-9999,-9999
201311,14.263,1.0,192.735,82.881,1.0,343.699,1.0,3.978,1.0,100.85,0.975694,3.007,1.0,1.703,0.975694,0.384086957887,0.888888888889,22.7152211819,0.999305555556,-9999,-9999,7.52974649084,0.998611111111,394.775020833,1.0,404.978,1.0,13.259,1.0,29.99,24.307,1.0,1.0,-11.6457,1.0,35.9639,0.986111,40.9112,0.629962,-6.04444,0.999306,-6.87595,0.928027,-0.337263,0.973611,0.0314136,-0.406356,-0.384607,-0.333007,0.984028,0.95,0.961111,1.97161,1.89952,1.91927,1.9601,2.31771,2.26133,2.28143,2.31532,2.35043,2.37097,2.43082,2.46697,2.52277,2.54203,2.57755,2.68469,-9999,-9999
201312,10.985,1.0,156.885,68.028,1.0,328.368,1.0,2.603,1.0,101.902,0.918011,0.671,1.0,1.278,0.918011,0.266468076178,0.895161290323,17.0723164628,0.998655913978,-9999,-9999,6.14003572352,0.999327956989,371.623494624,1.0,405.771,0.997984,9.74,1.0,30.468,25.374,1.0,1.0,-8.64574,1.0,18.2277,0.97379,23.086,0.3715,2.56825,0.997312,3.25277,0.712226,-0.608581,0.959677,0.0283825,-1.00084,-0.593118,-0.536869,0.955645,0.957661,0.94422,1.30688,1.2008,1.31429,1.38276,1.92198,1.91551,1.94184,2.19348,1.62159,1.51203,1.65636,1.8933,2.25302,2.16494,2.26598,2.32701,-9999,-9999
201401,11.434,1.0,174.032,64.969,1.0,339.76,1.0,2.099,1.0,100.916,0.396505,2.419,1.0,1.67,0.396505,-9999,-9999,20.3641070865,0.998655913978,-9999,-9999,6.28464481183,1.0,376.568373656,1.0,412.664,0.992608,10.263,1.0,32.601,26.744,1.0,1.0,-5.855,1.0,24.175,0.801747,27.9977,0.468514,5.76348,0.989919,6.67485,1.06948,-1.26728,0.686156,0.0409381,-1.26728,-1.22976,-0.919502,0.686156,0.711022,0.442876,0.00450416,0.192543,0.231504,0.681583,1.27209,1.12319,1.26939,2.04195,0.821767,0.595535,0.821767,1.19589,1.88602,1.82062,1.91109,2.06051,-9999,-9999
201402,12.125,1.0,235.424,103.686,1.0,325.704,1.0,2.648,1.0,101.071,0.55506,2.879,1.0,1.734,0.55506,0.319998408779,0.549851190476,38.7315475446,1.0,-9999,-9999,10.0788249182,1.0,379.354375,1.0,396.472,0.768601,10.847,1.0,36.114,30.098,1.0,1.0,-4.33881,1.0,32.9549,0.537946,34.5933,0.451821,14.4494,0.770089,15.1678,0.899277,-1.73081,0.552083,0.0440439,-1.79872,-1.6555,-1.54577,0.539435,0.546131,0.506696,0.417966,0.382017,0.432072,0.466537,2.15579,2.05737,2.14762,2.18444,0.954685,0.837299,0.954685,1.22898,2.71991,2.66364,2.74104,2.94525,-9999,-9999
201403,12.054,1.0,319.705,162.291,1.0,317.947,1.0,3.294,1.0,101.148,1.0,2.013,1.0,1.721,1.0,0.318548411559,0.979166666667,82.7926478562,1.0,-9999,-9999,16.3451679704,1.0,379.898649194,1.0,396.088,1.0,11.575,1.0,30.463,26.036,1.0,1.0,-2.75219,1.0,36.7942,1.0,42.7706,0.492858,36.7973,1.0,42.7742,0.799987,-1.80278,0.985215,0.0396502,-2.078,-1.80786,-1.77627,0.998656,0.985887,0.984543,1.7965,1.57236,1.80868,1.88699,3.59992,3.63285,3.65744,3.68214,1.74277,1.57673,1.67985,1.8012,3.68154,3.65442,3.66771,3.75291,-9999,-9999
201404,14.756,1.0,402.56,223.774,1.0,333.944,1.0,3.155,1.0,100.991,1.0,1.293,1.0,1.438,1.0,0.262762674521,0.984722222222,143.516842751,0.691666666667,-9999,-9999,22.6932991597,1.0,395.279467593,0.691666666667,390.601,0.999306,16.135,1.0,28.017,22.428,1.0,1.0,4.07208,1.0,45.3465,0.996528,47.124,0.57565,80.3006,1.0,83.4482,0.873024,-2.25384,0.939583,0.0383713,-2.58018,-2.29706,-2.25791,0.993056,0.95625,0.955556,2.66364,2.39919,2.77909,2.83473,5.08674,4.96561,5.06729,5.09862,2.83772,2.42538,2.51838,2.87037,4.89766,4.87759,5.03327,5.21747,-9999,-9999
201405,16.711,1.0,461.245,277.16,1.0,335.595,1.0,4.353,1.0,101.202,1.0,0.761,1.0,1.341,1.0,0.241894213972,0.997311827957,191.889960022,0.565188172043,-9999,-9999,28.3930404188,0.999327956989,399.344449588,0.566532258065,392.123,0.99664,20.498,1.0,24.01,18.682,1.0,1.0,9.57203,1.0,46.455,0.981183,52.4909,0.575184,113.318,0.997984,128.042,0.875438,-2.16087,0.97043,0.0369204,-3.29142,-2.20269,-2.15884,0.977151,0.966398,0.972446,2.72264,2.04914,3.14954,3.19387,5.3149,5.3149,5.36007,5.43844,3.58866,3.32499,3.58866,3.91162,5.86169,5.71515,5.84572,5.95776,-9999,-9999
201406,21.838,1.0,486.15,312.045,1.0,359.991,1.0,8.056,1.0,101.123,1.0,1.153,1.0,1.248,1.0,0.226915846348,0.993055555556,209.80703099,0.999305555556,-9999,-9999,31.9374850833,1.0,429.016201389,1.0,384.263,0.998611,25.847,1.0,23.85,18.855,0.990278,0.990278,13.5782,1.0,54.4732,0.997917,56.5076,0.620169,134.525,0.998611,139.549,0.989566,-1.20372,0.972222,0.038202,-1.80565,-1.16122,-0.495979,0.995139,0.954167,0.958333,2.98503,1.79393,3.35856,3.70821,4.48741,3.63772,4.20445,4.43617,3.6817,3.55443,3.80192,4.01865,4.35991,4.38557,4.41965,4.45999,-9999,-9999
201407,23.039,1.0,473.748,267.953,1.0,371.917,1.0,7.775,1.0,101.046,1.0,0.219,1.0,1.699,1.0,0.34961553325,0.998655913978,176.570799911,1.0,-9999,-9999,27.1094108602,1.0,435.205423387,1.0,378.077,1.0,26.793,1.0,21.312,16.404,1.0,1.0,10.6055,1.0,32.8675,0.961022,35.0555,0.481437,122.431,0.999328,130.581,0.911397,-0.456591,0.931452,0.030121,-0.593874,-0.452897,0.0301631,0.959677,0.932124,0.898522,1.99622,1.93906,2.00823,2.89378,2.47333,2.52628,2.57794,2.85074,3.08817,2.91735,3.46847,3.78486,3.21351,3.16199,3.48935,3.59273,-9999,-9999
201408,23.43,1.0,426.034,277.956,0.998656,363.157,1.0,7.386,1.0,101.099,1.0,0.084,1.0,1.258,1.0,0.248182673542,1.0,173.228759241,0.996639784946,-9999,-9999,27.0617473519,0.996639784946,437.714375,1.0,373.245,1.0,26.519,1.0,20.221,15.703,1.0,1.0,8.3379,1.0,19.5322,0.922043,20.7695,0.345223,139.31,1.0,148.135,0.838403,0.814048,0.946237,0.0260944,0.712623,0.801969,0.840664,0.915995,0.969758,0.968414,2.57782,2.4671,2.5044,2.53937,1.72871,1.67133,1.72775,1.75402,2.25778,2.37318,2.46097,3.02503,1.81136,1.84845,1.90852,2.25949,-9999,-9999
201409,22.286,1.0,352.498,197.106,1.0,367.49,0.999306,6.345,1.0,101.124,1.0,0.08,1.0,1.048,1.0,0.216092756322,0.998611111111,117.781513957,0.965972222222,-9999,-9999,18.8111611457,0.999305555556,427.72283046,0.966666666667,387.418,0.986111,23.579,1.0,19.534,15.31,1.0,1.0,2.62025,1.0,13.3184,0.875,13.4391,0.381814,100.835,0.988194,101.748,0.794154,0.867695,0.866667,0.0279379,0.632666,0.809817,1.09785,0.869444,0.865278,0.88125,2.03466,1.9049,2.0353,2.20198,1.14836,1.12739,1.20804,1.27696,2.2699,1.82183,1.99511,2.68748,1.21463,1.00816,1.09131,1.47258,-9999,-9999
201410,19.767,1.0,266.872,146.809,1.0,353.206,0.500672,5.581,1.0,101.406,0.238575,0.574,1.0,1.201,0.238575,-9999,-9999,-9999,-9999,-9999,-9999,13.1987741532,1.0,-9999,-9999,-9999,-9999,18.952,1.0,19.377,15.221,1.0,1.0,-3.95463,1.0,12.1897,0.418011,12.3001,0.432185,55.1262,0.419355,55.6256,0.911926,1.0907,0.38172,0.0250928,0.926835,1.05433,1.0942,0.387769,0.406586,0.397849,0.942027,0.958287,0.999661,1.01957,-0.0702544,-0.0971941,-0.0510575,0.0429791,2.29309,0.984564,1.56826,2.33487,0.803354,0.429844,0.576683,0.9697,-9999,-9999
201411,16.817,1.0,192.735,79.737,1.0,334.266,1.0,4.156,1.0,101.01,0.0,3.213,1.0,1.463,0.0,-9999,-9999,25.4357327969,1.0,-9999,-9999,7.72597793056,1.0,379.732659722,1.0,-9999,-9999,14.823,1.0,30.504,24.319,1.0,1.0,-5.57115,1.0,7.99207,0.0,9.20433,-9999,17.4533,0.0,20.1007,-9999,1.22658,0.0,-9999,0.852592,1.12261,1.22362,0.0,0.0,0.0,0.70845,0.744195,0.780746,0.794986,-0.417116,-0.43522,-0.328755,-0.181263,2.19326,0.601592,1.32456,1.97474,0.605105,0.298488,0.393355,0.753231,-9999,-9999
201412,12.661,1.0,156.885,61.822,1.0,301.09,1.0,3.351,1.0,101.394,0.0,2.645,1.0,1.607,0.0,-9999,-9999,9.03217091586,1.0,-9999,-9999,6.06104936156,1.0,346.75374328,1.0,-9999,-9999,11.593,1.0,33.59,27.907,1.0,1.0,-11.2482,1.0,7.29849,0.0,8.77316,-9999,26.9145,0.0,32.3526,-9999,1.19471,0.0,-9999,0.842457,1.14156,1.16866,0.0,0.0,0.0,0.601871,0.61508,0.66293,0.69184,-0.471363,-0.497406,-0.471203,-0.258765,2.0429,0.47996,1.17738,1.57236,0.557453,0.282724,0.367265,0.703505,-9999,-9999
