TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-15.366,0.0,66.6606,22.121,0.0,212.864,0.0,0.709,0.0,98.15,0.0,0.268,0.0,1.872,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.7384,0.0,-9999,-9999,45.5017,0.0,-9999,-9999,0.308477,0.0,-9999,0.218974,0.270586,0.308477,0.0,0.0,0.0,0.993495,0.854358,0.958894,1.0688,0.717121,0.604161,0.675,0.772394,2.35049,1.59528,2.30776,2.56271,1.0144,0.839168,1.17298,1.32711,-9999,-9999
200102,-21.444,0.0,128.709,57.469,0.0,179.03,0.0,0.693,0.0,98.641,0.0,0.13,0.0,1.71,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.6897,0.0,-9999,-9999,45.3124,0.0,-9999,-9999,0.313358,0.0,-9999,0.230911,0.280325,0.313358,0.0,0.0,0.0,0.4995,0.404603,0.475346,0.558524,0.207354,0.138326,0.194758,0.248631,1.59031,1.07935,1.5614,1.7339,2.01791,1.72378,2.45749,2.71299,-9999,-9999
200103,-9.496,0.0,228.298,97.838,0.0,229.615,0.0,1.166,0.0,98.429,0.0,0.333,0.0,1.835,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.4564,0.0,-9999,-9999,44.5679,0.0,-9999,-9999,0.310358,0.0,-9999,0.220567,0.272048,0.310358,0.0,0.0,0.0,1.60475,1.4445,1.54064,1.65716,1.33078,1.1972,1.27824,1.39097,3.0475,2.06835,2.99211,3.32266,2.86919,2.50686,3.58974,3.91118,-9999,-9999
200104,-0.423,0.0,342.028,178.583,0.0,248.697,0.0,2.992,0.0,98.305,0.0,0.204,0.0,1.902,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.6261,0.0,-9999,-9999,45.1212,0.0,-9999,-9999,0.310643,0.0,-9999,0.223236,0.273965,0.310643,0.0,0.0,0.0,2.6665,2.50299,2.60309,2.71109,2.38631,2.25994,2.30908,2.40526,3.99321,2.71021,3.92063,4.35376,4.16827,3.74827,5.38584,5.7785,-9999,-9999
200105,7.696,0.0,435.157,192.636,0.0,291.43,0.0,4.874,0.0,97.925,0.0,0.911,0.0,2.283,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.7384,0.0,-9999,-9999,45.5017,0.0,-9999,-9999,0.308477,0.0,-9999,0.218974,0.270586,0.308477,0.0,0.0,0.0,3.65745,3.49953,3.59417,3.68537,3.36671,3.26485,3.32327,3.38476,4.74626,3.22131,4.65999,5.17481,4.34089,3.89683,5.62395,6.04104,-9999,-9999
200106,11.988,0.0,479.797,221.178,0.0,308.317,0.0,6.619,0.0,98.217,0.0,0.66,0.0,1.921,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.6261,0.0,-9999,-9999,45.1212,0.0,-9999,-9999,0.310643,0.0,-9999,0.223236,0.273965,0.310643,0.0,0.0,0.0,4.17969,4.04855,4.15459,4.18528,3.87665,3.82531,3.86833,3.88477,5.09546,3.45831,5.00284,5.55553,4.79805,4.31025,6.26763,6.73596,-9999,-9999
200107,16.987,0.204973,459.09,210.708,0.204973,340.988,0.0,7.466,0.204973,97.98,0.0,0.735,0.0,2.133,0.203629,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,41.2904,0.204301,-9999,0.595657,42.1351,0.204301,-9999,0.937093,0.278449,0.202285,0.0457096,0.241594,0.266986,0.279324,0.200269,0.202285,0.202285,4.82151,4.76263,4.82239,4.83103,4.53736,4.52121,4.5419,4.56425,5.31048,3.7084,5.16857,5.77017,4.47881,4.01128,5.75764,6.20964,-9999,-9999
200108,15.453,1.0,381.054,186.954,1.0,333.011,0.0,7.449,1.0,97.911,0.0,0.797,0.0,2.302,0.968414,0.415267473118,1.0,117.800868952,1.0,432.197469758,1.0,17.6216498656,1.0,21.0436431452,1.0,376.828,0.995968,-9999,-9999,-9999,-9999,-9999,1.0,30.9468,0.995296,-9999,0.377045,47.2445,0.995968,-9999,0.731449,-0.386734,0.988575,0.0367536,-0.448807,-0.356827,-0.2667,0.988575,0.989919,0.97379,3.86417,3.66826,3.91376,4.04763,4.27059,4.11824,4.24277,4.3332,3.33279,3.33107,3.43254,3.58697,3.87848,3.62762,3.76744,3.84115,-9999,-9999
200109,9.563,0.99375,274.099,121.559,0.993056,305.967,0.0,4.252,0.99375,98.3,0.0,0.549,0.311806,2.199,0.990972,0.374983427993,0.990972222222,63.5266114677,0.992361111111,269.789400338,0.992361111111,12.4819037725,0.992361111111,14.0738530968,0.992361111111,385.829,0.991667,-9999,-9999,-9999,-9999,-9999,1.0,16.7027,0.991667,-9999,0.243734,23.1646,0.982639,-9999,0.577065,0.0138238,0.970833,0.0305239,-0.0655009,0.00165257,0.0409645,0.975,0.967361,0.96875,2.66879,2.51038,2.65935,2.71081,2.6577,2.57617,2.65258,2.66953,2.39108,2.48578,2.61529,2.67725,2.72444,2.49786,2.60918,2.63272,-9999,-9999
200110,-0.196,1.0,166.003,56.532,1.0,274.071,0.0,0.993,1.0,97.721,0.0,1.084,1.0,2.3,0.965726,0.397402210355,0.954301075269,22.2179516129,1.0,128.720004032,1.0,9.59495362903,1.0,7.96148655914,1.0,384.48,0.995968,-9999,-9999,-9999,-9999,-9999,1.0,6.78527,0.995968,-9999,0.159505,2.60626,0.975134,-9999,0.435701,0.35856,0.993952,0.0186355,0.332102,0.358124,0.374141,0.994624,0.99328,0.987903,1.14939,1.12989,1.14752,1.15662,0.795213,0.78353,0.792415,0.797675,0.839537,0.853841,0.934311,0.964693,0.735585,0.689279,0.744908,0.765635,-9999,-9999
