TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200401,-0.62,1.0,147.404,56.641,0.981855,305.415,0.0,1.129,1.0,89.368,1.0,2.194,1.0,1.381,0.918011,0.288788272942,0.896505376344,5.11646975806,1.0,93.9386728144,0.944892473118,-9999,-9999,-9999,-9999,383.941,0.957661,0.727,1.0,19.858,1.0,-9999,1.0,4.32109,0.971774,-9999,0.228043,-8.50966,0.974462,-9999,0.467868,0.61284,0.907258,0.0252173,0.419972,0.45864,0.569605,0.946909,0.946909,0.932796,1.03442,0.91172,1.03442,1.07287,0.442179,0.445383,0.477961,0.610291,0.558956,0.723705,0.78783,0.963707,0.522608,0.465969,0.518832,0.537789,0.719514,1.0
200402,1.164,1.0,211.719,99.174,0.979167,294.157,0.0,1.762,1.0,89.467,1.0,1.976,1.0,1.284,0.954741,0.25805856414,0.943965517241,26.4140670873,0.994971264368,176.666934398,0.947557471264,-9999,-9999,-9999,-9999,385.429,0.987787,0.663,1.0,20.338,1.0,-9999,1.0,7.29338,0.989224,-9999,0.240126,0.283151,0.990661,-9999,0.535032,0.221581,0.943247,0.024489,0.206729,0.219824,0.229481,0.961925,0.94181,0.953305,1.05511,1.04968,1.05732,1.08209,0.843296,0.826336,0.843296,0.878164,0.526162,0.325644,0.347275,0.486655,0.768824,0.645224,0.675598,0.726821,0.725384,1.0
200403,6.251,1.0,302.504,173.778,0.993952,291.312,0.0,4.4,1.0,89.691,1.0,0.539,1.0,1.863,0.974462,0.346798719222,0.969758064516,97.0969905914,1.0,328.025343449,0.950940860215,-9999,-9999,-9999,-9999,386.913,0.991263,6.894,1.0,18.157,1.0,-9999,1.0,22.6512,0.990591,-9999,0.443508,33.7585,0.995296,-9999,0.768914,-0.27626,0.950269,0.0269864,-0.302864,-0.280206,-0.268399,0.939516,0.977823,0.94422,1.73,1.68436,1.73,1.74577,1.98372,1.98051,1.99971,2.01724,1.37824,1.19224,1.34037,1.54058,1.72604,1.63275,1.68993,1.78559,1.68585,1.0
200404,8.093,1.0,392.753,242.089,0.935417,294.823,0.0,5.591,1.0,89.761,1.0,0.531,1.0,1.629,0.984722,0.289102195872,0.984722222222,136.45511807,0.999305555556,386.374429796,0.864583333333,-9999,-9999,-9999,-9999,387.922,0.990278,10.386,1.0,16.213,1.0,-9999,1.0,32.1481,0.992361,-9999,0.443132,56.1383,0.991667,-9999,0.814269,-0.616151,0.948611,0.0286633,-0.636362,-0.622514,-0.585109,0.954861,0.950694,0.959028,2.1075,2.04427,2.07474,2.17022,2.67734,2.67605,2.70255,2.76127,1.10952,1.07965,1.18945,1.42673,2.31636,2.24902,2.32194,2.39052,2.76126,1.0
200405,10.261,1.0,458.408,263.368,0.902554,309.538,0.0,5.006,0.998656,89.643,1.0,1.032,0.96707,2.189,0.951613,0.393984838775,0.948252688172,166.897451558,0.960349462366,376.552977778,0.752688172043,-9999,-9999,-9999,-9999,383.068,0.984543,14.43,1.0,13.477,1.0,-9999,1.0,47.8388,0.980511,-9999,0.532815,65.222,0.985887,-9999,0.907438,-1.4841,0.948925,0.0419996,-1.54482,-1.46213,-1.41546,0.938844,0.950941,0.959005,2.97426,2.87941,2.97426,3.01687,4.44477,4.42423,4.43329,4.44425,2.00745,1.71664,1.82761,1.99396,3.90654,3.74586,3.89489,4.00718,3.97186,1.0
200406,15.078,1.0,486.31,317.964,0.978472,316.866,0.0,9.987,1.0,89.624,1.0,0.487,1.0,2.07,0.991667,0.366883830149,0.991666666667,191.809424547,0.998611111111,565.727599003,0.920833333333,-9999,-9999,-9999,-9999,391.26,0.95,19.778,1.0,10.38,1.0,-9999,1.0,59.3227,0.992361,-9999,0.547164,69.2507,0.990972,-9999,0.856034,-1.09292,0.95,0.0478,-1.1174,-1.10485,-1.09204,0.956944,0.929861,0.943056,4.56489,4.44548,4.55644,4.84218,5.66351,5.50143,5.67984,5.94854,3.35822,3.12155,3.22332,3.28261,5.12576,4.89716,5.02674,5.10384,9.05798,1.0
200407,19.959,1.0,470.675,332.548,0.992608,328.036,0.0,14.851,1.0,89.695,1.0,0.12,1.0,1.758,0.724462,0.335094061122,0.724462365591,196.916285618,1.0,661.889843708,0.966397849462,-9999,-9999,-9999,-9999,389.988,0.928763,25.011,1.0,6.126,1.0,-9999,1.0,40.7479,0.928763,-9999,0.458715,85.0405,0.928091,-9999,0.800887,-0.114179,0.862903,0.0314,-0.135773,-0.11261,-0.0996103,0.850806,0.861559,0.87164,3.75987,3.73524,3.76004,3.77173,3.86037,3.84546,3.85961,3.89684,3.47998,3.36212,3.42487,3.49765,4.08438,4.00169,4.06831,4.13665,17.6573,1.0
200408,19.146,1.0,414.916,250.274,0.982527,342.323,0.0,12.954,1.0,89.56,1.0,1.468,1.0,1.667,0.932796,0.30879520467,0.920698924731,155.873513441,1.0,494.14764223,0.936827956989,-9999,-9999,-9999,-9999,390.383,0.975806,21.844,1.0,6.441,1.0,-9999,1.0,35.8048,0.977151,-9999,0.642098,63.0482,0.977823,-9999,0.780346,0.460882,0.919355,0.0310662,0.415652,0.4342,0.442991,0.910618,0.934812,0.912634,3.10044,3.0275,3.07886,3.10044,2.62386,2.60867,2.63259,2.66221,2.39888,2.36093,2.4165,2.47993,2.36879,2.35808,2.39254,2.44419,11.8559,1.0
200409,13.198,1.0,332.582,199.76,0.990278,319.437,0.0,7.049,1.0,89.693,1.0,0.189,1.0,1.878,0.984722,0.330348413483,0.984722222222,122.957204167,1.0,347.260604998,0.94375,-9999,-9999,-9999,-9999,378.379,0.986111,15.339,1.0,7.189,1.0,-9999,1.0,23.8777,0.984028,-9999,0.466684,50.2733,0.984722,-9999,0.780459,0.312466,0.934028,0.031611,0.312466,0.322157,0.338099,0.934028,0.938194,0.928472,2.54745,2.51851,2.55267,2.56463,2.22063,2.20337,2.21611,2.23501,0.660518,0.613608,0.684916,0.738595,1.25364,1.23108,1.28029,1.32287,4.75142,1.0
200410,8.803,1.0,240.752,130.758,0.997312,313.607,0.0,5.223,1.0,89.836,1.0,0.648,1.0,1.55,0.963038,0.287746307626,0.963037634409,74.8734482527,1.0,252.812958425,0.962365591398,-9999,-9999,-9999,-9999,382.701,0.987231,8.924,1.0,6.501,1.0,-9999,1.0,13.4273,0.987231,-9999,0.327371,25.1256,0.987903,-9999,0.628094,0.045312,0.932796,0.0270252,-0.0134202,0.098381,0.141864,0.933468,0.936156,0.934812,1.72184,1.60244,1.72184,1.75628,1.59861,1.59892,1.60772,1.61544,0.484951,0.48269,0.525401,0.716017,1.02173,1.01011,1.05008,1.15398,2.47357,1.0
200411,3.174,1.0,164.67,79.409,0.996528,294.865,0.0,2.293,1.0,89.787,1.0,0.223,1.0,1.162,0.975694,0.200273351033,0.974305555556,43.4275145833,1.0,134.490764713,0.977083333333,-9999,-9999,-9999,-9999,390.252,0.995139,2.075,1.0,7.501,1.0,-9999,1.0,8.26092,0.993056,-9999,0.226296,8.80381,0.992361,-9999,0.449118,0.0159949,0.942361,0.024373,-0.0617585,0.0584212,0.098969,0.931944,0.970833,0.958333,1.01761,0.779476,1.05063,1.11894,0.981623,0.877783,0.956324,1.02154,0.520953,0.475952,0.528127,0.780907,0.843267,0.823821,0.859993,0.996869,0.886912,1.0
200412,1.587,1.0,129.914,52.849,0.995968,298.943,0.0,1.587,1.0,89.664,0.985887,2.807,1.0,1.099,0.919355,0.211176873597,0.899865591398,24.7995497312,1.0,86.061694359,0.979838709677,-9999,-9999,-9999,-9999,377.4,0.442204,0.406,1.0,15.083,1.0,-9999,1.0,1.04671,0.963038,-9999,0.056494,2.33257,0.965054,-9999,0.420476,0.223074,0.435484,0.0143927,0.209082,0.221173,0.236096,0.434812,0.4375,0.4375,1.12397,1.10544,1.12276,1.13301,0.920014,0.882365,0.894323,0.911901,0.547019,0.368532,0.43375,0.788017,0.570338,0.530474,0.649444,0.694297,0.71873,1.0
200501,0.297,1.0,147.404,56.214,0.995296,286.597,0.0,1.491,1.0,89.256,1.0,0.852,1.0,1.076,0.906586,0.207323584836,0.887096774194,21.1464072581,1.0,101.773846448,0.983198924731,-9999,-9999,-9999,-9999,382.767,0.383737,0.029,1.0,16.657,1.0,-9999,1.0,1.57027,0.997312,-9999,0.133541,-2.4174,0.99664,-9999,0.45423,0.443321,0.438844,0.0145844,0.117672,0.370655,0.438916,0.693548,0.392473,0.463038,0.82645,0.762081,0.845784,1.13602,0.673385,0.340743,0.416879,0.856389,1.18022,0.837075,0.918162,1.18022,0.672433,0.555946,0.625512,0.655426,1.0009,1.0
200502,0.822,1.0,210.278,119.668,0.973958,268.311,0.0,2.271,0.999256,89.061,1.0,0.802,1.0,1.116,0.93378,0.185828343296,0.883928571429,68.5358556548,1.0,212.48436574,0.951636904762,-9999,-9999,-9999,-9999,391.301,0.96875,0.529,1.0,16.958,1.0,-9999,1.0,13.8552,0.97619,-9999,0.275657,19.7728,0.976935,-9999,0.518452,0.185431,0.91369,0.0236393,0.122021,0.142734,0.168466,0.909226,0.895089,0.901042,0.8579,0.766803,0.835177,0.884678,0.633308,0.633308,0.681415,0.714388,1.27312,0.946515,1.4004,1.63979,1.01446,0.797731,1.10471,1.17269,1.05286,1.0
200503,5.39,1.0,299.364,160.889,0.993952,294.509,0.0,4.07,1.0,88.99,1.0,1.794,1.0,1.641,0.943548,0.313721503738,0.921370967742,93.4040033602,1.0,297.234676655,0.954301075269,-9999,-9999,-9999,-9999,394.793,0.975134,5.592,1.0,17.035,1.0,-9999,1.0,24.8919,0.975806,-9999,0.425395,29.4018,0.976478,-9999,0.74698,-0.423549,0.892473,0.028594,-0.467888,-0.425739,-0.421585,0.897849,0.889785,0.892473,1.43697,1.43697,1.44508,1.45452,1.8825,1.8629,1.87796,1.90997,1.55413,1.32056,1.55871,1.76696,1.93074,1.83384,1.93924,2.06096,1.60233,1.0
