TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
199901,7.469,0.629032,151.618,66.239,0.63172,287.623,0.0,2.11,0.0,101.595,0.177419,2.52,0.610887,1.869,0.451613,-9999,-9999,-9999,-9999,107.244511338,0.596102150538,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,411.473,0.679435,5.814,-9999,-9999,0.629032,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,7.68558,0.679435,12.1409,-9999,-21.3196,0.679435,-33.6785,-9999,0.80753,0.630376,-9999,0.80753,0.829629,0.846569,0.630376,0.647177,0.648522,3.33998,3.31546,3.3392,3.35556,2.53245,2.47899,2.51447,2.53245,3.44237,3.34662,3.4086,3.47458,2.61392,2.61397,2.63583,2.73281,-9999,-9999
199902,6.542,1.0,214.305,92.194,0.995536,271.808,0.0,2.867,0.0,101.322,0.429315,1.679,1.0,2.268,0.429315,-9999,-9999,-9999,-9999,176.950567817,0.994047619048,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,408.431,1.0,1.457,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,16.1493,1.0,23.7242,-9999,-3.11656,1.0,-4.57841,-9999,-0.145943,0.99628,-9999,-0.109224,-0.0940456,-0.0508514,0.99628,0.99628,0.995536,3.4271,3.4378,3.48956,3.52659,3.57304,3.52014,3.57552,3.62523,3.16335,2.67561,3.23752,3.77116,3.46833,3.07923,3.26052,3.46331,-9999,-9999
199903,10.296,1.0,302.67,165.932,0.969758,297.15,0.0,3.036,0.0,101.292,0.515457,1.768,1.0,2.39,0.515457,0.480615465667,0.514784946237,-9999,-9999,313.096819452,0.942204301075,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.192,0.915995,8.016,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,40.164,0.915995,56.8938,-9999,23.1302,0.915995,32.7648,-9999,-0.818739,0.902554,-9999,-0.821368,-0.81028,-0.772393,0.906586,0.902554,0.900538,3.37127,3.29807,3.37127,3.47821,4.19,4.11833,4.19,4.23557,1.99688,1.44201,1.71226,2.08828,3.887,3.68447,3.82044,4.02487,-9999,-9999
199904,13.15,1.0,392.162,205.155,0.997222,316.276,0.0,3.544,0.0,101.402,0.990278,3.153,1.0,1.837,1.0,0.332567062472,1.0,-9999,-9999,394.045520566,0.982638888889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.173,1.0,16.048,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,52.4729,1.0,71.4676,-9999,44.4326,1.0,60.5168,-9999,-2.86996,1.0,-9999,-3.01754,-2.86996,-2.80024,1.0,1.0,1.0,4.19433,4.12914,4.1965,4.31642,7.0643,7.04426,7.09615,7.16403,2.74528,2.49383,2.70287,3.01509,5.37548,5.46613,5.57841,5.80704,-9999,-9999
199905,18.245,1.0,457.598,259.547,1.0,341.079,0.0,4.698,0.0,101.483,1.0,0.574,1.0,1.78,1.0,0.340628555287,0.805779569892,-9999,-9999,499.128142062,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.364,1.0,20.688,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,61.31,1.0,92.376,-9999,54.8879,1.0,82.6997,-9999,-2.54386,1.0,-9999,-2.59316,-2.55755,-2.49233,1.0,1.0,1.0,5.13209,4.96414,5.13209,5.42969,7.67595,7.54356,7.69628,7.92214,3.85053,3.76197,3.9821,4.25316,7.07871,6.79079,6.97949,7.2014,-9999,-9999
199906,21.316,1.0,486.173,329.548,0.997222,346.879,0.0,5.925,0.0,101.408,0.999306,2.373,1.0,1.892,0.899306,0.367329239783,0.999305555556,-9999,-9999,631.874922955,0.995833333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.861,1.0,22.617,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,88.2672,0.584028,117.96,-9999,93.9508,0.584028,125.555,-9999,-2.67132,1.0,-9999,-2.80936,-2.69213,-2.63714,1.0,1.0,1.0,4.47456,4.20278,4.41796,4.47456,7.14588,6.98892,7.04191,7.11224,3.35116,2.90862,3.21931,3.38696,6.06834,5.94629,6.06066,6.14875,-9999,-9999
199907,24.25,1.0,472.237,319.968,1.0,359.811,0.0,6.811,0.0,101.231,0.355511,0.116,1.0,1.57,0.125672,-9999,-9999,-9999,-9999,615.322165376,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.974,0.846102,25.293,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,47.1442,0.634409,63.0033,-9999,102.567,0.634409,137.07,-9999,-2.47985,0.827957,-9999,-2.63951,-2.53911,-2.14777,0.829973,0.827957,0.801747,4.15769,3.97052,4.0962,4.17788,6.63754,6.53803,6.66493,6.71718,3.8207,3.01712,3.8207,4.2558,5.57738,5.0285,5.49683,5.79203,-9999,-9999
199908,24.622,1.0,418.726,244.02,0.997984,366.728,0.0,5.847,0.0,101.071,1.0,0.4,1.0,2.079,1.0,0.421602107668,1.0,-9999,-9999,468.506449128,0.996639784946,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,397.451,1.0,26.61,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,64.8638,1.0,99.2515,-9999,84.1331,1.0,128.736,-9999,-1.40558,0.998656,-9999,-1.44842,-1.41662,-1.36193,1.0,0.998656,0.998656,3.41039,3.3026,3.37851,3.42608,4.81597,4.73454,4.75254,4.79135,1.91087,2.1255,2.33126,2.63892,3.74297,3.83761,3.93104,4.06875,-9999,-9999
199909,21.566,1.0,338.329,203.268,1.0,349.059,0.0,5.002,0.0,101.258,1.0,6.767,1.0,1.851,1.0,0.327650564438,1.0,-9999,-9999,390.834883917,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,395.147,1.0,21.018,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,44.7811,1.0,84.8251,-9999,58.2416,1.0,110.322,-9999,-0.578954,0.999306,-9999,-0.582904,-0.557533,-0.538653,0.998611,0.998611,1.0,3.69923,3.69923,3.74659,3.79345,4.27819,4.27819,4.30374,4.34919,3.02821,3.07503,3.58784,3.97446,3.97169,3.77481,4.13869,4.34067,-9999,-9999
199910,17.059,0.605511,247.403,126.93,0.607527,331.291,0.0,3.291,0.0,101.635,0.59207,3.373,0.591398,1.871,1.0,0.315324095114,1.0,-9999,-9999,264.044181805,0.578629032258,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,396.965,1.0,19.501,-9999,-9999,0.605511,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.79428,0.0638441,39.9701,1.0,75.712,-9999,20.9672,1.0,39.7165,-9999,-0.269462,0.889113,-9999,-0.369143,-0.280405,-0.247368,0.950941,0.88172,0.86828,4.88765,4.57414,4.71285,4.89723,5.15711,4.94221,4.99966,5.15042,5.12259,3.07761,3.29177,5.12259,4.32546,4.27692,4.39563,5.1193,-9999,-9999
199911,10.75,1.0,170.773,85.18,1.0,305.123,0.0,2.361,0.0,101.815,0.993056,5.387,1.0,1.955,1.0,0.313951165,1.0,-9999,-9999,163.324569855,0.999305555556,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,401.64,1.0,13.406,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.90195,0.0,19.0492,1.0,21.9357,-9999,-9.38207,1.0,-10.8037,-9999,-0.72027,1.0,-9999,-0.772378,-0.716661,-0.670421,1.0,1.0,1.0,4.01538,3.95885,3.9885,4.00221,4.73565,4.67263,4.70995,4.73565,3.78299,3.67579,3.76953,3.86901,4.39154,4.34339,4.37871,4.41673,-9999,-9999
199912,8.844,0.977823,134.438,50.644,0.950941,289.744,0.0,2.298,0.0,101.458,0.393817,2.503,1.0,2.196,0.418683,-9999,-9999,-9999,-9999,93.9428576286,0.914650537634,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,408.645,0.946237,10.147,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.03082,0.181452,12.791,0.946237,13.7069,-9999,-16.6844,0.946237,-17.8791,-9999,1.19541,0.946237,-9999,1.20234,1.2384,1.25115,0.945565,0.946237,0.946237,3.84055,3.74749,3.85406,3.8907,2.64974,2.5632,2.63023,2.64974,2.06088,0.726726,2.0322,3.03839,1.06863,0.940083,1.1525,2.09628,-9999,-9999
200001,6.645,1.0,151.618,72.07,0.888441,281.575,0.0,2.109,0.0,102.031,0.0,1.645,1.0,1.693,0.87164,0.315239197531,0.870967741935,-9999,-9999,123.937928678,0.773521505376,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.349,0.972446,7.087,8.299,-9999,1.0,1.0,-9999,-9999,10.66,-9999,-9999,0.90457,-9999,-5.75468,0.906586,8.73078,0.972446,13.7919,-9999,-9.39735,0.972446,-14.8449,-9999,0.385547,0.919355,-9999,0.387139,0.401811,0.453752,0.953629,0.942204,0.796371,2.96876,2.96095,3.01327,3.34549,2.57632,2.5514,2.59768,2.89221,1.90625,2.06248,2.10566,2.79854,2.47141,2.42229,2.49816,2.69934,-9999,-9999
200002,9.219,1.0,215.737,109.614,0.957615,282.905,0.0,2.733,0.0,102.06,0.0,0.483,1.0,1.66,1.0,0.281165948276,1.0,-9999,-9999,193.208089746,0.897988505747,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.141,1.0,9.041,9.993,-9999,0.997126,0.997126,-9999,-9999,10.114,-9999,-9999,1.0,-9999,-0.70293,1.0,13.3592,1.0,19.6254,-9999,3.55249,1.0,5.21883,-9999,-1.01684,0.974856,-9999,-1.01684,-0.95497,-0.902962,0.974856,0.980603,0.984195,2.84045,2.7988,2.8319,2.8952,3.82425,3.72633,3.78366,3.88175,2.23729,2.16073,2.35189,2.55139,3.90258,3.85381,3.90258,3.98728,-9999,-9999
200003,10.977,1.0,305.776,164.332,0.829973,294.963,0.0,3.093,0.0,101.648,0.0,2.871,1.0,2.188,1.0,0.423936827957,1.0,-9999,-9999,328.705190329,0.69623655914,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,399.021,1.0,11.205,11.896,-9999,1.0,1.0,-9999,-9999,8.536,-9999,-9999,1.0,-9999,4.49637,1.0,30.6868,1.0,43.469,-9999,19.9568,1.0,28.2695,-9999,-1.65813,0.94086,-9999,-1.74964,-1.58228,-1.48203,0.875,0.944892,0.965726,3.66577,3.101,3.58754,3.66577,5.24805,4.82256,5.06192,5.20567,3.39424,3.4969,3.66331,3.74258,5.52131,5.42477,5.51868,5.58451,-9999,-9999
200004,13.309,1.0,394.784,182.774,0.875,322.326,0.0,3.611,0.0,100.843,0.0,1.7,1.0,1.994,1.0,0.390495833333,1.0,-9999,-9999,372.072827464,0.800694444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,402.936,1.0,13.028,13.555,-9999,1.0,1.0,-9999,-9999,9.9,-9999,-9999,1.0,-9999,-1.8025,1.0,34.7994,1.0,47.3965,-9999,40.8046,1.0,55.5755,-9999,-2.28251,0.951389,-9999,-2.58291,-2.28251,-2.18522,0.911806,0.951389,0.966667,4.59762,4.15776,4.42586,4.57311,6.86498,6.64695,6.76868,6.867,4.62649,4.59654,4.65207,4.74433,7.36461,7.21414,7.36015,7.43052,-9999,-9999
200005,18.852,1.0,459.169,266.456,0.260753,337.383,0.0,5.353,0.0,101.443,0.0,0.282,0.962366,2.04,1.0,0.40721438172,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.807,1.0,17.681,17.407,-9999,1.0,1.0,-9999,-9999,8.552,-9999,-9999,1.0,-9999,0.240899,1.0,58.4049,1.0,87.9988,-9999,78.1509,1.0,117.75,-9999,-2.87935,0.795027,-9999,-2.91931,-2.87415,-2.82344,0.701613,0.683468,0.827285,5.6166,5.43611,5.56602,5.65258,8.51244,8.28223,8.40181,8.55385,5.80123,6.03345,6.31058,6.67189,9.11197,9.06804,9.26873,9.42015,-9999,-9999
200006,22.107,1.0,486.395,302.196,0.745139,347.778,0.0,6.34,0.0,101.674,0.0,0.833,1.0,1.893,1.0,0.370672222222,1.0,214.183257576,0.733333333333,599.608847137,0.731944444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,400.601,0.927083,20.324,19.983,-9999,1.0,1.0,-9999,-9999,5.95,-9999,-9999,0.997917,-9999,2.09574,1.0,51.2511,0.927083,77.2201,-9999,99.8308,1.0,150.415,-9999,-2.83008,0.6875,-9999,-2.9227,-2.83142,-2.76042,0.752083,0.686806,0.60625,4.95419,4.65262,4.90323,5.48055,7.76238,7.60749,7.7379,8.25322,5.99226,6.09048,6.27365,6.89993,8.36114,8.37322,8.56335,8.98696,-9999,-9999
200007,22.306,0.994624,471.087,294.289,0.998656,347.305,0.0,6.421,0.0,101.151,0.0,0.419,0.998656,2.233,0.965054,0.473286290323,1.0,206.424354839,1.0,558.887865428,0.98252688172,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.011,1.0,21.066,20.602,-9999,0.994624,0.994624,-9999,-9999,5.317,-9999,-9999,0.133065,-9999,2.13697,0.994624,57.3663,1.0,66.894,-9999,114.665,1.0,133.709,-9999,-1.65155,1.0,-9999,-1.80239,-1.68716,-1.52123,1.0,1.0,0.995968,4.79605,4.61247,4.79605,4.99269,6.48189,6.44488,6.48095,6.50565,5.83829,5.24713,5.5988,5.80779,7.01638,6.81442,7.01638,7.13453,-9999,-9999
200008,23.509,0.522849,416.45,263.093,0.998656,357.068,0.0,6.814,0.0,101.549,0.00201613,2.226,1.0,1.469,0.461694,0.363176713948,0.57997311828,176.273454301,1.0,483.847739007,0.989247311828,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,400.046,0.992608,22.773,22.248,-9999,0.522849,0.522849,-9999,-9999,6.382,-9999,-9999,0.428091,-9999,2.97938,0.522849,35.2822,0.992608,53.9872,-9999,102.629,0.992608,157.038,-9999,-0.885661,0.982527,-9999,-1.00986,-0.93973,-0.822128,0.986559,0.982527,0.977823,3.98811,3.98811,4.07293,4.33819,4.92784,4.90598,4.98491,5.01327,4.91063,4.05956,4.53549,4.73187,5.03071,4.71396,4.8863,5.04319,-9999,-9999
200009,20.326,0.99375,335.399,200.732,0.672917,337.561,0.0,4.92,0.0,101.019,1.0,2.797,0.660417,1.896,0.7375,0.354611111111,1.0,122.02180609,0.651388888889,333.202564132,0.642361111111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.09,1.0,18.597,19.194,-9999,0.99375,0.99375,-9999,-9999,9.502,-9999,-9999,0.99375,-9999,-1.57315,1.0,27.8961,1.0,52.8413,-9999,51.8258,1.0,98.1692,-9999,-1.39805,0.885417,-9999,-1.56593,-1.46522,-1.15994,0.920139,0.905556,0.832639,4.37953,4.29139,4.37953,4.98546,5.84475,5.85148,5.86489,6.20234,6.23211,6.1344,6.32945,6.75173,7.00983,6.92807,7.12933,7.44973,-9999,-9999
200010,17.298,0.993952,244.512,114.206,1.0,341.407,0.0,2.887,0.0,101.309,0.99664,7.594,0.999328,1.807,0.977151,0.311579301075,1.0,64.2437131091,0.999327956989,189.490277142,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,408.103,1.0,15.581,16.461,-9999,0.993952,0.993952,-9999,-9999,10.788,-9999,-9999,0.993952,-9999,-1.74711,0.993952,24.5443,1.0,46.4922,-9999,11.2639,1.0,21.3362,-9999,-0.255964,1.0,-9999,-0.303353,-0.291782,-0.231238,1.0,1.0,1.0,4.30818,4.24645,4.30818,4.42868,4.59397,4.53168,4.55751,4.67613,3.76704,3.52167,3.56239,3.76704,4.33824,4.19348,4.25399,4.46674,-9999,-9999
200011,12.658,0.479861,168.825,59.731,0.428472,317.917,0.0,2.334,0.0,101.087,0.16875,8.514,0.422222,2.231,0.189583,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,408.916,0.711111,11.821,12.671,-9999,0.479861,0.479861,-9999,-9999,10.747,-9999,-9999,0.422917,-9999,-4.46441,0.479861,20.4441,0.711111,23.5419,-9999,-11.749,0.711111,-13.5293,-9999,-0.215869,0.635417,-9999,-0.22779,-0.215115,-0.127017,0.669444,0.639583,0.466667,3.44069,3.45446,3.55531,3.9647,3.65581,3.67629,3.78003,4.10167,1.36236,1.2261,1.46048,3.20814,2.16705,2.16705,2.23446,2.79967,-9999,-9999
200012,10.473,0.962366,134.116,39.618,0.84543,312.216,0.0,1.932,0.219758,101.408,0.994624,3.362,0.0134409,1.77,0.573253,0.350954301075,1.0,4.73617,0.804435483871,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,404.261,1.0,9.878,10.759,-9999,0.962366,0.962366,-9999,-9999,10.735,-9999,-9999,0.209677,-9999,-4.7592,0.962366,12.8326,1.0,13.7515,0.385932,-15.927,1.0,-17.0675,0.792793,0.552243,0.973118,0.0738959,0.563457,0.569928,0.588544,0.97379,0.825941,0.906586,2.80884,2.811,2.83358,2.89794,2.24538,2.24538,2.26424,2.31985,1.16503,1.15143,1.19838,1.29809,1.48367,1.49519,1.5552,1.61433,-9999,-9999
200101,8.99,1.0,151.618,53.144,1.0,312.913,0.0,1.457,1.0,101.455,0.80578,3.439,0.0,2.092,0.547715,0.341897300339,0.800403225806,12.6264158659,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,400.567,0.990591,8.581,9.032,-9999,1.0,1.0,-9999,-9999,11.258,-9999,-9999,0.0,-9999,-3.25882,1.0,10.1369,0.990591,16.0131,0.300493,-13.1575,0.990591,-20.7847,0.603716,0.154692,0.954301,0.0575231,0.13009,0.154692,0.199141,0.920699,0.954301,0.989919,2.47164,2.37843,2.446,2.48576,2.31695,2.21597,2.28267,2.31695,1.26964,1.18971,1.29242,1.53949,1.68469,1.55442,1.69771,1.77825,3.96091,1.0
200102,8.952,1.0,214.305,113.896,1.0,283.675,0.0,2.44,1.0,101.499,0.786458,1.522,0.0,1.836,0.673363,0.295962685364,0.784970238095,39.6581696429,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,395.749,0.973958,8.066,8.789,-9999,1.0,1.0,-9999,-9999,11.848,-9999,-9999,0.00372024,-9999,-3.11624,1.0,23.0236,0.973958,36.3702,0.387379,3.68586,0.973958,5.82252,0.61071,-0.932132,0.948661,0.0572499,-0.862378,-0.837376,-0.610768,0.951637,0.960565,0.97247,2.77865,2.82851,2.88669,3.09204,3.71078,3.53027,3.69225,3.73496,2.47454,2.01955,2.2424,2.47454,3.01165,2.91092,3.01165,3.14845,3.88644,1.0
200103,13.319,1.0,302.67,124.473,0.987231,315.934,0.0,1.358,1.0,100.845,1.0,3.29,0.0,2.167,0.984543,0.450444978266,0.998655913978,77.6011155914,1.0,229.329910997,0.532930107527,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,386.302,1.0,12.033,11.416,-9999,1.0,1.0,-9999,-9999,11.678,-9999,-9999,0.983199,-9999,0.37859,1.0,34.7915,0.999328,47.2618,0.510395,22.1124,1.0,30.0381,0.838889,-0.809067,0.998656,0.059547,-0.817793,-0.795314,-0.754366,0.999328,0.997312,0.995296,4.18743,4.12875,4.18953,4.28659,4.9965,4.94655,4.98464,5.01775,3.4837,3.39423,3.4837,3.69675,4.64359,4.55426,4.6619,4.78725,4.50872,1.0
200104,12.38,1.0,392.162,212.305,0.972222,306.513,0.0,2.659,1.0,101.16,1.0,2.754,0.0,2.077,0.952083,0.418264184845,0.994444444444,139.583382683,0.998611111111,367.963706291,0.910416666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,384.29,1.0,11.86,10.879,-9999,1.0,1.0,-9999,-9999,13.916,-9999,-9999,1.0,-9999,-1.26979,1.0,60.1567,1.0,78.8952,0.655676,47.783,1.0,62.6671,0.99131,-2.74877,0.990972,0.050902,-2.77204,-2.76081,-2.74877,0.998611,0.904861,0.990972,4.33355,4.24327,4.33355,4.36893,7.08232,7.00344,7.08272,7.12944,3.25677,3.13877,3.23003,3.31878,6.49761,6.41831,6.49761,6.56202,4.48282,1.0
200105,18.204,1.0,457.598,247.883,0.969086,338.877,0.0,3.111,1.0,101.348,1.0,3.066,0.0,1.781,0.987231,0.370855639442,0.997311827957,178.168615591,1.0,423.065172798,0.594086021505,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,398.75,1.0,17.045,16.549,-9999,0.993952,0.993952,-9999,-9999,15.262,-9999,-9999,0.993952,-9999,1.93121,0.994624,58.5417,1.0,82.898,0.740023,67.4502,0.999328,95.5129,0.965315,-2.33447,0.986559,0.0595234,-2.58474,-2.46398,-2.33931,0.991935,0.988575,0.947581,5.71642,5.08003,5.71642,5.93144,8.05089,7.64944,8.05089,8.25526,5.63259,5.34505,5.52313,5.73737,8.0907,7.90961,7.99517,8.15141,5.4547,1.0
200106,20.742,1.0,486.173,300.666,0.990972,339.742,0.0,5.634,1.0,100.643,1.0,1.151,0.0,2.028,0.995139,0.426789039213,0.997222222222,210.639527778,1.0,500.563386871,0.725694444444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,391.194,1.0,16.968,16.479,-9999,0.994444,0.994444,-9999,-9999,17.642,-9999,-9999,1.0,-9999,4.07502,1.0,70.6114,1.0,87.741,0.723367,95.6256,1.0,118.823,1.04296,-2.81959,0.988194,0.0529874,-2.96944,-2.84395,-2.81843,1.0,0.959028,0.986111,5.78382,5.12913,5.78382,5.89087,8.60341,8.09678,8.60341,8.72159,4.83067,4.79692,4.85849,4.95347,8.19983,7.98562,8.07287,8.10586,5.43761,1.0
200107,23.394,1.0,472.237,278.514,1.0,357.243,0.0,6.287,1.0,101.331,1.0,1.628,0.0,2.112,0.983199,0.472477606855,0.989247311828,205.858199597,1.0,587.064631944,0.967741935484,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.734,1.0,22.203,21.136,-9999,1.0,0.439516,-9999,-9999,18.599,-9999,-9999,0.258065,-9999,3.17401,1.0,67.3842,1.0,78.8956,0.626124,105.727,1.0,123.789,0.983979,-1.37846,0.984543,0.048336,-1.54538,-1.37846,-1.30218,1.0,0.984543,0.973118,5.85723,5.35178,5.82993,5.8683,7.23569,6.89716,7.15893,7.23569,5.31467,5.25225,5.32855,5.39687,6.90566,6.83003,6.90566,6.95289,6.62005,1.0
200108,24.565,1.0,418.726,257.489,1.0,358.6,0.0,6.05,1.0,101.397,1.0,0.959,0.0,1.934,0.997312,0.406001182448,0.997983870968,183.590120968,1.0,542.765994624,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,393.606,1.0,23.342,22.658,-9999,1.0,1.0,-9999,-9999,18.64,-9999,-9999,0.0,-9999,3.56173,1.0,51.0358,1.0,58.5873,0.634249,105.87,0.999328,121.535,0.936781,-0.282406,0.963038,0.0445142,-0.526922,-0.282406,-0.0366449,0.999328,0.963038,0.911962,4.78208,4.39847,4.70847,4.86104,5.06448,4.8044,4.89041,5.00464,3.48275,3.24258,3.48275,3.55292,4.43383,4.23941,4.37663,4.43383,6.90817,1.0
200109,18.544,1.0,338.329,183.405,1.0,332.034,0.0,5.145,1.0,101.144,1.0,4.189,0.0,2.114,0.99375,0.44475439979,0.897222222222,119.07072695,0.999305555556,384.676666667,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,396.205,0.998611,17.638,18.363,-9999,1.0,1.0,-9999,-9999,18.395,-9999,-9999,0.0,-9999,-0.885524,1.0,36.7513,0.998611,47.3329,0.524511,56.4987,0.998611,72.766,0.82461,-0.358834,0.996528,0.0504505,-0.482597,-0.381126,-0.303652,0.997917,0.996528,0.99375,4.33589,4.03903,4.33589,4.45636,4.69473,4.5121,4.64056,4.74302,5.76355,5.16599,5.29586,5.75187,5.34063,5.02808,5.10591,5.2786,5.58142,1.0
200110,18.383,1.0,247.403,126.0,1.0,335.271,0.0,2.091,1.0,101.923,0.999328,1.619,0.0,1.554,0.974462,0.263826498513,0.999327956989,66.9873912049,0.997983870968,263.511890872,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,411.168,1.0,17.454,17.79,-9999,1.0,1.0,-9999,-9999,18.388,-9999,-9999,0.0,-9999,-1.55239,1.0,32.9368,0.999328,40.5599,0.415101,22.5898,1.0,27.8181,0.7237,-0.175199,0.995968,0.0553505,-0.445008,-0.207119,-0.166107,1.0,0.997984,0.975806,5.16012,4.63628,4.9747,5.16012,5.33532,5.07814,5.20704,5.33532,5.9828,5.62016,5.89954,6.16302,5.6363,5.41963,5.58632,5.6363,5.52262,1.0
