TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200504,7.642,1.0,384.13,184.143,1.0,274.592,0.0,4.681,1.0,95.852,0.743056,1.006,1.0,4.995,0.995833,0.437516666667,1.0,354.120625,1.0,388.903,0.998611,16.037,0.0,-9999,1.0,25.6281,0.995833,-9999,0.524942,43.821,1.0,-9999,1.28442,0.0841907,0.952778,0.0352931,0.0676745,0.0713957,0.0850932,0.961111,0.977778,0.941667,1.15555,1.15032,1.16776,1.20629,1.0897,1.07893,1.10263,1.12635,0.574826,0.58544,0.611902,0.826512,0.785935,0.631004,0.69304,0.76624,-9999,-9999
200505,10.417,1.0,454.417,180.92,1.0,310.11,0.0,3.48,1.0,95.803,0.299731,1.587,1.0,3.143,1.0,0.473872311828,1.0,347.922180108,1.0,387.103,0.998656,16.035,0.0,-9999,1.0,40.6752,0.998656,-9999,1.0207,42.8212,0.998656,-9999,1.03771,-0.11309,0.982527,0.0832448,-0.11309,-0.109131,-0.0855423,0.982527,0.99328,0.986559,2.66863,2.53765,2.66863,2.68239,2.75641,2.64481,2.75304,2.78872,1.63433,1.64352,1.86617,1.94568,2.12624,2.1389,2.26522,2.32523,-9999,-9999
200506,19.597,1.0,485.678,245.417,1.0,351.103,0.0,5.067,1.0,95.647,0.968056,4.079,1.0,2.908,1.0,0.482931944444,1.0,471.956008333,1.0,382.864,1.0,16.037,0.0,-9999,1.0,77.1216,1.0,-9999,1.48224,30.2285,1.0,-9999,1.12766,-1.16493,0.979167,0.148348,-1.19367,-1.17417,-1.12694,0.986111,0.972222,0.986111,6.78325,6.78325,6.81534,6.92166,7.98913,7.92072,8.02766,8.11193,5.49914,4.93121,5.34576,5.91279,6.40832,6.40832,6.68821,6.77525,-9999,-9999
200507,20.245,1.0,470.618,245.568,1.0,354.221,0.0,6.113,1.0,96.039,0.858871,1.31,1.0,2.363,0.998656,0.377350046751,0.998655913978,472.24650672,1.0,375.394,0.989247,16.035,0.0,-9999,1.0,94.6746,0.991935,-9999,1.60442,29.186,0.99328,-9999,0.873751,-1.32323,0.924731,0.154964,-1.32763,-1.29173,-1.18546,0.932796,0.928763,0.947581,7.40784,7.2416,7.41509,7.4798,8.72025,8.5514,8.66861,8.8436,6.52903,5.93916,6.60099,7.19248,7.97221,6.7027,7.56185,7.91898,-9999,-9999
200508,18.06,1.0,412.905,200.973,1.0,348.775,0.0,3.661,1.0,96.015,0.860215,1.121,1.0,2.332,0.995968,0.357380843852,0.998655913978,386.486233871,1.0,375.905,0.977151,16.039,0.0,-9999,1.0,72.4305,0.991935,-9999,1.47901,26.5882,0.995968,-9999,0.873884,-0.270346,0.93414,0.158012,-0.241161,-0.136874,-0.0874366,0.924731,0.931452,0.952957,6.27383,5.89115,6.21076,6.2782,6.41071,6.07879,6.29435,6.49464,3.86847,2.83192,4.94068,6.54151,4.10502,4.06782,5.15412,6.15896,-9999,-9999
200509,15.717,1.0,327.662,154.748,1.0,332.811,0.0,3.664,1.0,96.046,0.647222,3.19,1.0,2.663,0.990278,0.429990919435,0.983333333333,297.591995833,1.0,387.913,0.826389,16.037,0.0,-9999,1.0,36.0968,0.940278,-9999,1.24806,15.9069,0.991667,-9999,0.901578,2.26161,0.744444,0.132279,2.2447,2.27962,2.41072,0.755556,0.744444,0.663889,6.01575,5.46062,6.26666,6.35925,3.56722,3.07407,3.86785,4.06979,2.11133,1.79284,2.10162,2.27293,1.76873,1.90234,1.99448,2.05052,-9999,-9999
200510,8.765,1.0,233.174,87.366,1.0,305.031,0.0,1.569,1.0,96.135,0.0,5.197,0.99328,2.39,0.981183,0.367564268834,0.872311827957,168.059505844,0.998655913978,394.275,0.0,16.035,0.0,-9999,1.0,16.5711,0.229839,-9999,1.93653,10.0725,0.34543,-9999,1.01057,3.06224,0.00806452,-9999,2.98017,3.19351,3.34573,0.00806452,0.00806452,0.00806452,5.48999,4.7438,5.81842,6.12501,2.20673,1.33433,2.36684,2.97639,1.09919,0.22271,0.374732,0.900596,0.182115,0.182115,0.336188,0.494322,-9999,-9999
200511,-0.593,1.0,155.092,40.349,1.0,270.504,0.0,0.633,1.0,95.429,0.544444,1.356,0.959722,4.246,0.941667,0.638850806899,0.902777777778,77.5934180556,1.0,394.078,0.0,16.037,0.0,-9999,1.0,0.670494,0.0,-9999,-9999,-3.21144,0.0,-9999,-9999,0.758796,0.0,-9999,0.692371,0.758796,0.873224,0.0,0.0,0.0,2.795,2.39349,2.96276,3.17141,1.92177,1.58102,2.0025,2.42507,0.508513,0.0756264,0.256972,0.566137,0.0844409,0.0844409,0.156177,0.241348,-9999,-9999
200512,-8.393,1.0,118.63,33.371,1.0,246.797,0.0,0.129,1.0,95.651,0.774194,0.17,1.0,3.333,1.0,0.473291884483,0.989247311828,64.1742607527,1.0,391.722,0.185484,16.035,0.0,-9999,1.0,-0.387554,0.197581,-9999,0.362377,-11.349,0.189516,-9999,0.579552,-0.0671339,0.185484,0.0433439,-0.116293,-0.0711729,-0.0413753,0.186828,0.185484,0.185484,1.27343,1.07896,1.35016,1.47207,1.31773,1.30169,1.38571,1.54646,0.206835,0.0307646,0.150154,0.254047,0.0698997,0.0698997,0.129338,0.205066,-9999,-9999
200601,-3.759,1.0,135.729,44.375,1.0,253.641,0.0,0.435,1.0,95.466,0.0,0.0,1.0,3.224,1.0,0.437846859195,0.993279569892,85.336844086,1.0,391.05,0.995968,16.039,0.0,-9999,1.0,1.79067,0.990591,-9999,0.191215,-4.46191,0.990591,-9999,0.559284,0.104024,0.973118,0.0299758,0.100388,0.104882,0.116279,0.973118,0.989247,0.974462,0.234709,0.196484,0.224561,0.234569,0.122815,0.0974375,0.114368,0.12005,0.348908,0.36126,0.411779,0.557577,0.143488,0.123582,0.138061,0.209793,-9999,-9999
200602,-9.377,1.0,199.028,90.658,1.0,215.733,0.0,0.628,1.0,95.851,0.0,0.036,1.0,3.197,1.0,0.412160714286,1.0,174.34290625,1.0,389.185,0.974702,16.035,0.0,-9999,1.0,2.77165,0.998512,-9999,0.244225,17.1889,1.0,-9999,0.924401,0.0751718,0.971726,0.023637,0.0754038,0.0842854,0.0872655,0.970238,0.970238,0.971726,0.139119,0.129825,0.1381,0.138794,0.0517339,0.0486677,0.0537427,0.0578948,0.478457,0.427245,0.509646,0.604143,0.273221,0.218948,0.249755,0.272973,-9999,-9999
200603,-1.227,1.0,290.029,97.54,0.977151,243.093,0.0,1.432,1.0,96.149,0.0,0.0,1.0,3.038,1.0,0.389528225806,1.0,180.796035114,0.974462365591,391.552,0.491935,16.035,0.0,-9999,1.0,1.47452,0.99328,-9999,0.309556,21.7078,1.0,-9999,1.04714,0.00256565,0.509409,0.0335773,-0.0280998,0.00256565,0.0390807,0.512097,0.509409,0.5,0.208005,0.180747,0.208115,0.225593,0.191433,0.166728,0.176717,0.203048,1.11293,0.765726,0.832881,0.973005,0.438347,0.40384,0.477133,0.530849,-9999,-9999
200604,8.57,1.0,384.13,153.652,0.980556,279.782,0.0,4.953,1.0,95.755,0.0,0.152,1.0,3.498,1.0,0.470907487923,0.998611111111,287.399247373,0.975,390.241,0.795833,16.037,0.0,-9999,1.0,18.6578,0.948611,-9999,0.604872,46.2782,0.991667,-9999,1.35277,0.201249,0.784722,0.0397239,0.153782,0.168396,0.182748,0.783333,0.783333,0.776389,1.30769,1.25049,1.34896,1.37768,1.14969,1.09771,1.17269,1.18438,2.17301,1.5382,1.93992,2.06591,1.42962,1.36185,1.6483,1.69894,-9999,-9999
200605,12.496,1.0,454.417,186.119,1.0,320.039,0.0,4.099,1.0,95.526,0.0,0.656,1.0,3.273,0.997312,0.468730476221,0.987903225806,357.920936828,1.0,390.493,0.97043,16.039,0.0,-9999,1.0,43.5494,0.975806,-9999,0.960815,44.6759,0.997312,-9999,1.10817,-0.0110342,0.942204,0.0919703,-0.00610871,0.0120909,0.0297952,0.96371,0.958333,0.947581,3.43883,3.40477,3.57521,3.82726,3.41941,3.38258,3.59955,3.85158,2.41277,2.41374,2.45911,2.61598,2.75179,2.77745,2.82695,2.955,-9999,-9999
200606,17.315,1.0,485.678,249.352,1.0,330.22,0.0,6.05,1.0,96.029,0.0,0.118,1.0,2.724,0.998611,0.39037423913,0.986111111111,479.523766667,1.0,384.111,0.9875,16.037,0.0,-9999,1.0,82.8444,0.988889,-9999,1.51361,51.7652,1.0,-9999,1.18569,-2.564,0.898611,0.178199,-2.58445,-2.36927,-2.22818,0.908333,0.95,0.931944,7.45622,6.9247,7.26514,7.39167,9.6844,9.17593,9.81126,9.96217,5.29864,4.97121,5.36364,5.60871,8.01398,7.87393,8.01901,8.20275,-9999,-9999
200607,23.173,1.0,470.618,239.586,1.0,361.354,0.0,10.385,1.0,95.816,0.0,3.486,0.889785,2.377,0.805108,0.381447667237,0.706989247312,460.743033602,1.0,374.325,0.990591,16.035,0.0,-9999,1.0,80.7137,0.443548,-9999,1.38184,25.9559,0.997312,-9999,1.45103,0.202766,0.907258,0.155924,-0.237526,-0.0379664,0.141817,0.916667,0.908602,0.912634,5.51427,4.76583,5.32718,5.51277,5.60558,4.56182,5.19611,5.73131,5.12217,5.73456,5.99359,6.56055,6.87684,6.38257,6.66739,6.85183,-9999,-9999
200608,18.424,1.0,412.905,172.932,1.0,347.028,0.0,5.625,1.0,96.125,0.56586,2.693,1.0,2.566,0.997312,0.344085166178,0.997311827957,332.561458333,1.0,380.743,1.0,16.035,0.0,-9999,1.0,58.8796,1.0,-9999,1.44452,24.8685,1.0,-9999,1.12239,-0.969539,0.948925,0.117376,-1.06732,-0.746745,-0.669436,0.926075,0.952957,0.969086,4.37824,4.07449,4.33171,4.37188,5.05878,5.03544,5.08646,5.13338,4.16225,4.09845,4.22868,4.42229,4.96412,5.00362,5.10575,5.27781,-9999,-9999
200609,11.833,1.0,327.662,125.881,1.0,315.32,0.0,3.299,1.0,95.849,0.998611,1.63,1.0,2.797,1.0,0.377334722222,1.0,242.079126389,1.0,382.554,0.980556,16.037,0.0,-9999,1.0,29.7283,0.998611,-9999,1.13919,21.4108,0.998611,-9999,0.80537,-0.648695,0.894444,0.07883,-0.703208,-0.606122,-0.566874,0.8625,0.877778,0.963889,2.73922,2.28728,2.67762,2.7182,3.33107,3.01449,3.26964,3.3041,2.06026,1.91022,2.05655,2.34533,2.78576,2.7969,2.97943,3.16244,-9999,-9999
200610,4.394,1.0,233.174,77.725,1.0,274.766,0.0,2.727,1.0,95.644,1.0,1.028,1.0,3.363,1.0,0.464652077224,0.985215053763,149.470521505,1.0,386.991,1.0,16.584,0.0,-9999,1.0,11.1965,1.0,-9999,0.502566,11.5433,0.997312,-9999,0.882993,0.142449,0.981183,0.056606,0.137954,0.166017,0.190606,0.96371,0.969086,0.987903,0.989868,0.949854,0.975036,0.987837,0.81659,0.783043,0.791128,0.81933,0.794939,0.786994,0.795909,0.907268,0.64036,0.58459,0.633513,0.646783,-9999,-9999
200611,0.818,1.0,155.092,42.916,1.0,263.883,0.0,1.356,1.0,96.047,0.980556,0.887,1.0,2.771,1.0,0.408416343299,0.944444444444,82.5310930556,1.0,391.197,0.983333,16.851,0.0,-9999,1.0,3.77807,0.979167,-9999,0.29665,2.92427,0.9875,-9999,0.638865,0.188529,0.956944,0.044392,0.170544,0.188529,0.226342,0.951389,0.956944,0.968056,0.470606,0.447104,0.467487,0.517253,0.276695,0.276695,0.288277,0.305165,0.634256,0.535648,0.572233,0.634256,0.190798,0.125612,0.165782,0.179849,-9999,-9999
200612,-4.277,1.0,118.63,28.747,1.0,253.055,0.0,0.509,1.0,95.932,1.0,1.045,1.0,3.193,1.0,0.436822952527,0.994623655914,55.2834260753,1.0,392.131,1.0,16.884,0.0,-9999,1.0,1.49354,1.0,-9999,0.280882,-1.82316,0.995968,-9999,1.20537,0.322775,0.995968,0.0504646,0.226912,0.293596,0.378244,0.997312,0.997312,0.995968,0.359398,0.358387,0.453245,0.702061,0.108489,0.128762,0.151833,0.329605,0.497813,0.467158,0.542309,0.569063,0.065243,0.0644847,0.0699413,0.108046,-9999,-9999
200701,-8.562,1.0,135.729,47.426,1.0,227.15,0.0,0.685,1.0,95.788,1.0,0.183,1.0,3.178,1.0,0.447231182796,1.0,91.2039879032,1.0,391.442,0.994624,16.853,0.0,-9999,1.0,1.58545,0.998656,-9999,0.221143,2.53869,1.0,-9999,1.07315,0.287495,0.994624,0.0416165,0.256004,0.283339,0.301259,0.995968,0.995968,0.994624,0.20919,0.18831,0.198319,0.202839,-0.0735002,-0.109533,-0.0846568,-0.0652521,0.395224,0.363319,0.406335,0.447354,0.0291396,0.0381537,0.0442979,0.0539978,-9999,-9999
200702,-12.791,1.0,199.028,97.137,1.0,199.462,0.0,0.828,1.0,95.832,1.0,0.164,1.0,3.109,1.0,0.425597200514,0.962797619048,186.801236607,1.0,389.898,0.950893,16.812,0.0,-9999,1.0,2.74325,0.965774,-9999,0.202418,14.5279,0.967262,-9999,0.987174,0.0998701,0.900298,0.0304577,0.100025,0.111322,0.125191,0.901786,0.897321,0.928571,0.0932173,0.0778451,0.0932157,0.351913,-0.0227399,-0.0329609,-0.014078,0.223986,0.172323,0.185935,0.215966,0.264741,0.034278,0.0107939,0.0288214,0.0339674,-9999,-9999
200703,0.211,1.0,290.029,126.134,1.0,260.8,0.0,2.427,1.0,96.055,1.0,1.315,1.0,3.688,1.0,0.51210483871,1.0,242.566282258,1.0,392.753,0.998656,16.884,0.0,-9999,1.0,7.31209,1.0,-9999,0.459472,24.4525,0.998656,-9999,0.95563,0.268637,0.981183,0.0351926,0.242647,0.250928,0.267007,0.991935,0.974462,0.982527,0.327529,0.32222,0.334818,0.369699,0.0806949,0.0611797,0.0694783,0.127536,0.952874,0.952122,0.952874,1.05764,0.579298,0.534516,0.577617,0.579778,-9999,-9999
200704,6.92,1.0,384.13,197.002,1.0,265.026,0.0,5.139,1.0,95.837,0.998611,1.323,1.0,3.396,1.0,0.449599741985,0.994444444444,378.849326389,1.0,391.979,0.930556,16.851,0.0,-9999,1.0,17.8628,0.970833,-9999,0.832366,50.3917,0.970833,-9999,1.43978,-0.234851,0.916667,0.0465056,-0.277018,-0.239708,-0.233299,0.891667,0.943056,0.936111,0.515886,0.417723,0.509905,0.52452,0.738586,0.712663,0.738716,0.760654,2.07338,1.30751,1.70949,2.07338,1.05465,1.40894,1.59348,1.64534,-9999,-9999
200705,13.6,1.0,454.417,207.684,1.0,316.619,0.0,6.065,1.0,96.169,1.0,1.979,1.0,3.584,1.0,0.546876344086,1.0,399.393084677,1.0,389.979,0.998656,16.853,0.0,-9999,1.0,41.6047,0.998656,-9999,1.41876,40.6323,1.0,-9999,1.13775,-0.936044,0.983871,0.0617814,-0.936335,-0.926614,-0.911825,0.995968,0.986559,0.987903,2.05378,2.01715,2.12649,2.14172,2.97334,2.94519,2.99484,3.07316,1.59383,1.19595,1.56472,1.881,2.27594,2.47723,2.59145,2.78735,-9999,-9999
200706,18.579,1.0,485.678,250.664,1.0,337.857,0.0,7.717,1.0,95.818,1.0,3.245,1.0,3.13,1.0,0.459084722222,1.0,482.046516667,1.0,385.603,1.0,16.851,0.0,-9999,1.0,80.2118,0.998611,-9999,1.67663,43.4329,1.0,-9999,1.0745,-2.22166,0.923611,0.108331,-2.27116,-2.14819,-2.1201,0.901389,0.945833,0.973611,3.73979,3.77824,3.82574,3.93063,5.86389,5.94042,5.96357,6.16524,3.12883,2.44805,2.78512,3.02739,4.91293,4.94237,5.05926,5.1883,-9999,-9999
200707,19.54,1.0,470.618,228.005,1.0,352.862,0.0,7.068,1.0,95.937,1.0,1.08,1.0,2.55,1.0,0.366771505376,1.0,439.291984689,0.997311827957,379.401,1.0,16.816,0.0,-9999,1.0,69.7563,1.0,-9999,1.62058,40.4125,1.0,-9999,0.893625,-1.84466,0.908602,0.127812,-1.87753,-1.82502,-1.79702,0.908602,0.91129,0.919355,3.84871,3.78653,3.91775,4.02626,5.6483,5.58756,5.81308,5.85077,2.54338,2.74947,2.95008,3.05376,5.6565,5.1046,5.49585,5.60344,-9999,-9999
200708,18.72,1.0,412.905,182.873,1.0,349.316,0.0,6.448,1.0,95.978,1.0,1.255,1.0,2.747,1.0,0.401014784946,1.0,351.67933871,1.0,380.848,0.981183,16.884,0.0,-9999,1.0,51.3057,1.0,-9999,1.35269,36.3112,1.0,-9999,1.04462,-0.972919,0.924731,0.0921253,-0.977331,-0.964293,-0.92786,0.967742,0.923387,0.947581,3.21272,2.90745,3.06089,3.25603,4.14058,3.85607,3.90338,4.20626,2.89057,2.61639,2.8138,3.09377,3.93746,3.73907,3.87592,3.97208,-9999,-9999
200709,14.545,1.0,327.662,122.483,1.0,332.502,0.0,4.254,1.0,95.974,1.0,3.666,1.0,3.424,1.0,0.521498611111,1.0,235.543731944,1.0,386.676,1.0,16.851,0.0,-9999,1.0,32.0155,1.0,-9999,0.938802,11.9163,1.0,-9999,1.22666,0.221849,0.980556,0.0841607,0.151407,0.187482,0.208293,0.993056,0.976389,0.980556,3.10546,3.11109,3.22216,3.26112,2.89653,2.94705,3.04284,3.07019,2.37311,2.29842,2.3766,2.4811,2.36357,2.36033,2.39426,2.4406,-9999,-9999
200710,9.727,1.0,233.174,86.511,1.0,312.401,0.0,2.694,1.0,95.75,0.973118,4.595,1.0,3.435,1.0,0.484309139785,1.0,166.367166667,1.0,392.177,0.998656,16.853,0.0,-9999,1.0,11.8199,0.998656,-9999,0.783305,7.19277,1.0,-9999,1.43852,0.927532,0.971774,0.0847065,0.935109,0.951506,0.961223,0.977151,0.978495,0.974462,1.72999,1.74504,1.77708,1.79095,0.788506,0.797984,0.819845,0.840642,1.35603,1.35733,1.37302,1.5261,0.827439,0.831009,0.841901,0.891233,-9999,-9999
200711,-1.83,1.0,155.092,50.916,1.0,254.748,0.0,1.4,1.0,95.909,0.984722,0.386,1.0,3.528,1.0,0.479176388889,1.0,97.915225,1.0,391.032,0.995833,16.851,0.0,-9999,1.0,4.42811,1.0,-9999,0.376245,2.86272,0.998611,-9999,0.79227,0.451663,0.993056,0.0336089,0.428512,0.433478,0.45545,0.994444,0.994444,0.990278,0.732927,0.717451,0.729286,0.747503,0.306873,0.283862,0.288776,0.295544,0.456785,0.442809,0.455704,0.46277,0.233404,0.229572,0.238235,0.242073,-9999,-9999
200712,-9.15,1.0,118.63,32.973,1.0,242.729,0.0,0.355,1.0,95.848,1.0,0.253,1.0,2.858,1.0,0.356623778104,0.997311827957,63.4090053763,1.0,395.211,1.0,16.816,0.0,-9999,1.0,1.57993,1.0,-9999,0.207715,-4.42809,1.0,-9999,0.566848,0.155215,0.958333,0.0366996,0.135073,0.155215,0.194848,0.952957,0.958333,0.987903,0.17938,0.135646,0.148449,0.17938,-0.0324911,-0.0481453,-0.00634397,0.0333499,0.53086,0.479558,0.539229,0.584247,0.0509006,0.0520504,0.0703159,0.0841589,-9999,-9999
200801,-10.847,1.0,135.729,51.433,1.0,227.093,0.0,0.361,1.0,95.691,1.0,0.549,1.0,3.077,1.0,0.413324918186,0.998655913978,98.9088776882,1.0,395.515,1.0,16.884,0.0,-9999,1.0,1.59914,0.998656,-9999,0.203909,1.76274,0.994624,-9999,0.562021,0.126019,0.987903,0.034713,0.126621,0.133795,0.153769,0.982527,0.991935,0.995968,0.193861,0.176873,0.183368,0.200991,0.05161,0.0428185,0.0508505,0.0533627,0.163165,0.156415,0.323923,0.417474,0.0324156,0.0324305,0.075284,0.096694,-9999,-9999
200802,-10.887,1.0,200.492,94.705,1.0,203.383,0.0,0.527,1.0,95.7,1.0,0.438,1.0,2.91,1.0,0.380066716642,0.997126436782,182.125064655,1.0,394.689,0.972701,16.815,0.0,-9999,1.0,3.04688,0.99569,-9999,0.23416,14.8467,0.989943,-9999,0.714711,0.122716,0.95546,0.0234218,0.104291,0.117474,0.122914,0.933908,0.968391,0.956897,0.10005,0.0912589,0.0973319,0.101632,-0.0239866,-0.0260455,-0.0227304,0.00799831,0.389916,0.383348,0.401133,0.46925,0.0726993,0.0728798,0.0732448,0.0833418,-9999,-9999
200803,-4.692,1.0,293.26,138.162,1.0,226.105,0.0,1.487,1.0,96.002,0.978495,0.584,1.0,3.083,1.0,0.399958567087,0.998655913978,265.696681452,1.0,394.81,0.985215,16.884,0.0,-9999,1.0,5.5194,0.99328,-9999,0.331209,20.0555,0.99328,-9999,1.13229,0.254592,0.958333,0.0243067,0.241684,0.245214,0.254592,0.944892,0.962366,0.958333,0.15991,0.147602,0.153157,0.159744,-0.0965519,-0.0996786,-0.0959246,-0.0881332,0.504116,0.404622,0.482185,0.51974,0.24687,0.138897,0.171815,0.220617,-9999,-9999
200804,4.495,1.0,386.92,167.37,1.0,278.283,0.0,3.205,1.0,95.769,1.0,1.818,1.0,3.665,1.0,0.498965277778,1.0,321.864902778,1.0,395.929,0.995833,16.851,0.0,-9999,1.0,12.1376,0.997222,-9999,0.445514,25.5973,0.997222,-9999,1.38514,0.00852699,0.981944,0.0271554,0.0117662,0.0165932,0.0277772,0.9875,0.9875,0.975,0.503121,0.491545,0.514754,0.574031,0.481671,0.474283,0.498222,0.549567,0.192315,0.174535,0.23815,0.290671,0.305376,0.313183,0.331148,0.370163,-9999,-9999
200805,9.633,1.0,456.123,234.515,1.0,291.277,0.0,5.15,1.0,95.504,1.0,2.16,1.0,3.304,1.0,0.465469086022,1.0,450.990872312,1.0,393.847,0.997312,16.853,0.0,-9999,1.0,31.2529,1.0,-9999,1.06803,63.2736,1.0,-9999,1.54413,-0.642874,0.96371,0.0421361,-0.674534,-0.663366,-0.643355,0.982527,0.950269,0.958333,0.650833,0.622232,0.658852,0.676885,1.2988,1.2856,1.31251,1.33285,0.713285,0.740382,0.89663,1.1293,1.30805,1.36978,1.42038,1.62578,-9999,-9999
200806,16.408,1.0,485.927,220.885,1.0,335.028,0.0,5.854,1.0,95.504,1.0,2.869,1.0,3.219,1.0,0.471749722222,0.994444444444,424.908912258,0.998611111111,390.784,0.997222,16.851,0.0,-9999,1.0,62.7988,0.998611,-9999,1.59393,35.8208,0.998611,-9999,0.917958,-1.6655,0.990278,0.0929552,-1.66429,-1.64183,-1.60797,0.993056,0.979167,0.993056,3.14363,3.02281,3.13105,3.19815,4.75161,4.70179,4.75877,4.8641,2.54975,2.44115,2.54975,2.64787,4.503,4.38847,4.45098,4.503,-9999,-9999
200807,19.461,1.0,469.369,243.271,1.0,346.538,0.0,6.175,1.0,95.706,0.841398,2.736,1.0,2.309,1.0,0.316326710609,0.944892473118,467.828005376,1.0,381.671,0.280914,16.816,0.0,-9999,1.0,65.0109,0.299731,-9999,1.79284,29.805,0.306452,-9999,0.887035,-2.33589,0.233871,0.212528,-2.37119,-2.33589,-2.26189,0.237903,0.233871,0.232527,3.77169,4.13239,4.84232,5.25774,6.13664,6.51763,6.95072,7.55378,4.01407,3.87071,4.71202,4.90802,5.73655,5.73655,6.25443,6.39556,-9999,-9999
200808,18.746,1.0,410.468,222.273,1.0,336.819,0.0,6.386,1.0,96.036,0.982527,0.83,1.0,2.294,1.0,0.410300315568,0.997311827957,427.44740457,1.0,376.545,0.990591,16.884,0.0,-9999,1.0,57.4006,0.995968,-9999,1.79268,24.6554,0.995968,-9999,1.28078,-1.84905,0.888441,0.10733,-1.90897,-1.85257,-1.8128,0.943548,0.852151,0.912634,3.86258,4.20409,4.33165,4.50004,5.80113,6.06386,6.16733,6.33535,3.64891,3.43666,3.55433,3.66083,5.37833,5.38723,5.48704,5.53096,-9999,-9999
200809,13.795,1.0,324.586,138.674,1.0,326.151,0.0,3.578,1.0,96.249,0.998611,2.875,1.0,2.924,1.0,0.449326388889,1.0,266.680969444,1.0,385.439,0.998611,16.851,0.0,-9999,1.0,33.3976,0.998611,-9999,0.971769,10.0282,0.997222,-9999,1.25729,0.114668,0.9875,0.0737006,0.125982,0.14226,0.163081,0.986111,0.991667,0.991667,3.87667,3.87986,3.93022,4.01492,3.69952,3.7414,3.79556,3.85064,2.68903,2.63463,2.74268,2.90718,3.03601,2.91561,3.02819,3.13262,-9999,-9999
200810,6.912,1.0,230.202,86.922,1.0,289.727,0.0,2.557,1.0,96.319,0.983871,1.355,0.989247,3.225,0.989247,0.434710918114,0.985215053763,167.157020161,1.0,391.863,0.981183,16.853,0.0,-9999,1.0,12.7386,1.0,-9999,0.465738,4.99751,1.0,-9999,1.23685,0.476762,0.97043,0.0485393,0.458722,0.469203,0.475612,0.973118,0.969086,0.971774,1.52604,1.51742,1.53239,1.54291,1.06376,1.05865,1.06342,1.06963,1.24505,1.18829,1.2476,1.2843,0.964533,0.942866,0.970447,0.997304,-9999,-9999
200811,-0.885,1.0,153.127,48.015,1.0,261.84,0.0,0.983,1.0,95.769,0.134722,0.784,1.0,3.137,1.0,0.433536111111,1.0,92.3372402778,1.0,393.567,1.0,16.851,0.0,-9999,1.0,2.59476,1.0,-9999,0.406496,-0.711385,0.994444,-9999,0.617981,0.537238,0.981944,0.0383878,0.518332,0.531875,0.537238,0.975,0.993056,0.981944,0.496549,0.485176,0.492227,0.565279,-0.0425582,-0.0557099,-0.0441013,0.0557089,1.02221,0.975344,1.02221,1.18679,0.244683,0.244607,0.253147,0.327364,-9999,-9999
200812,-11.75,1.0,118.307,42.971,1.0,229.085,0.0,0.358,1.0,95.663,0.100806,0.344,1.0,3.263,1.0,0.452915003825,0.995967741935,82.6363736559,1.0,394.683,0.997312,16.816,0.0,-9999,1.0,0.590173,0.998656,-9999,0.347273,-1.14941,0.768817,-9999,0.501893,0.183807,0.994624,0.0295713,0.178992,0.191941,0.202909,0.990591,0.994624,0.99328,0.086808,0.0958246,0.10433,0.116218,-0.0849373,-0.0923839,-0.0878513,-0.0813083,0.649852,0.367757,0.57022,0.647701,0.0439399,0.0439831,0.14033,0.170607,-9999,-9999
200901,-14.914,1.0,135.729,61.717,1.0,203.277,0.0,0.408,1.0,95.706,0.567204,0.008,1.0,2.94,1.0,0.38188172043,1.0,118.685830645,1.0,395.628,0.994624,16.884,0.0,-9999,1.0,1.06803,1.0,-9999,0.238086,3.01323,0.99328,-9999,0.614843,0.0755534,0.979839,0.0312854,0.0739828,0.075934,0.0826721,0.989247,0.962366,0.990591,0.197998,0.186854,0.200225,0.218149,0.119116,0.112227,0.119116,0.140842,0.244357,0.205234,0.23612,0.289668,0.0733299,0.064141,0.0760526,0.0807633,-9999,-9999
