TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200101,-5.128,0.0,169.915,94.994,0.0,247.015,0.0,0.566,0.0,97.741,0.0,1.364,0.0,4.383,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,113.934,0.0,126.893,-9999,19.4254,0.0,21.6348,-9999,-0.36218,0.0,-9999,-0.604255,-0.434403,-0.420367,0.0,0.0,0.0,0.591684,0.496494,0.577717,0.591684,1.01205,0.959463,1.01212,1.25207,0.331487,0.322856,0.331487,0.54191,1.66516,1.61673,1.66516,1.74002,-9999,-9999
200102,-7.87,0.0,231.581,128.115,0.0,247.497,0.0,0.413,0.0,97.935,0.0,3.464,0.0,4.466,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,113.154,0.0,131.432,-9999,19.8066,0.0,23.0059,-9999,-0.366237,0.0,-9999,-0.600722,-0.442049,-0.42832,0.0,0.0,0.0,0.453932,0.375006,0.44205,0.453932,0.882252,0.836969,0.884099,1.09313,0.251406,0.244062,0.251406,0.423245,1.98176,1.93327,1.98176,2.07205,-9999,-9999
200103,0.419,0.0,316.644,178.788,0.0,264.268,0.0,1.489,0.0,97.577,0.0,1.456,0.0,2.934,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.4958,0.483871,113.065,0.0,130.208,-9999,19.1816,0.0,22.0901,-9999,-0.368843,0.0,-9999,-0.602122,-0.440799,-0.425886,0.0,0.0,0.0,0.99039,0.870302,0.974376,0.99039,1.41628,1.34065,1.41517,1.68028,0.573974,0.56467,0.573974,0.886538,2.43639,2.4123,2.43639,2.57051,-9999,-9999
200104,12.101,0.0,400.731,215.768,0.0,312.138,0.0,4.678,0.0,97.109,0.0,3.947,0.0,4.113,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.3555,0.0,113.392,0.0,131.535,-9999,19.46,0.0,22.5736,-9999,-0.365737,0.0,-9999,-0.602421,-0.438985,-0.424742,0.0,0.0,0.0,2.1898,2.05682,2.17973,2.20056,2.61454,2.56495,2.61748,2.88628,1.33688,1.32064,1.33688,1.79148,2.74947,2.72113,2.77385,2.91077,-9999,-9999
200105,16.49,0.0,460.651,218.415,0.0,340.803,0.0,6.102,0.0,97.054,0.0,6.594,0.0,4.094,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.3192,0.0,113.934,0.0,127.68,10.8889,19.4254,0.0,21.769,5.63204,-0.36218,0.0,-9999,-0.604255,-0.434403,-0.420367,0.0,0.0,0.0,2.72117,2.59646,2.71676,2.72588,3.14154,3.10609,3.14624,3.39562,1.68344,1.65885,1.68829,2.13404,2.77073,2.74248,2.7964,2.93114,-9999,-9999
200106,21.443,0.581944,486.221,272.089,0.581944,361.602,0.581944,8.761,0.581944,97.066,0.575,2.263,0.6,3.455,0.6,0.308126044884,0.552777777778,163.020348039,0.566666666667,600.80122549,0.566666666667,-9999,-9999,-9999,-9999,42.8247692364,0.523611111111,446.25907598,0.566666666667,357.31,0.6,25.86,0.581944,-9999,-9999,1.03789,0.580556,104.243,0.580556,116.82,1.42924,27.3546,0.580556,30.6548,0.844854,-3.22229,0.551389,0.124376,-3.33634,-3.28032,-3.26194,0.541667,0.577778,0.577778,3.85922,3.82517,3.84234,3.8834,7.12116,7.10914,7.12148,7.19622,2.6674,2.60235,2.65522,3.12866,6.43478,6.41067,6.41865,6.88256,-9999,-9999
200107,25.696,1.0,473.541,242.205,1.0,395.56,1.0,8.928,1.0,96.935,0.998656,0.797,1.0,2.715,1.0,0.316607695287,0.963709677419,152.63728781,0.998655913978,514.785695594,0.998655913978,-9999,-9999,16.8093528475,0.752688172043,48.0978365753,0.826612903226,446.007126344,1.0,361.297,1.0,28.083,1.0,-9999,-9999,6.78682,1.0,126.417,0.994624,141.676,1.0284,4.21467,0.994624,4.72341,0.595788,-11.8628,0.966398,0.133459,-11.9139,-11.8928,-11.8658,0.973118,0.97043,0.965054,7.81817,7.77273,7.83362,7.93614,19.7026,19.6866,19.703,19.8014,7.48074,7.48074,7.57051,7.72289,19.8304,19.8304,19.9455,20.0131,-9999,-9999
200108,23.929,1.0,424.771,255.003,1.0,373.592,1.0,9.688,1.0,97.075,1.0,2.296,1.0,2.371,1.0,0.304822908508,0.966397849462,155.764161875,0.997311827957,534.556090638,0.998655913978,192.00750485,0.998655913978,19.9960124365,0.783602150538,46.948037602,0.887096774194,431.482795699,1.0,374.336,1.0,25.402,1.0,-9999,-9999,2.20744,1.0,122.747,1.0,135.745,0.860728,16.429,1.0,18.1687,0.629821,-8.37945,0.986559,0.0977819,-8.70151,-8.56218,-8.43822,0.99328,0.869624,0.946237,7.7762,7.41821,7.90219,8.10295,16.3239,16.1197,16.2957,16.4905,6.73827,6.746,6.87434,7.05295,15.7889,15.8862,15.9744,16.1725,-9999,-9999
200109,17.972,1.0,349.971,191.691,1.0,341.473,1.0,6.762,1.0,97.203,1.0,2.333,1.0,2.376,1.0,0.30600936121,0.966666666667,104.538524698,0.998611111111,400.741527778,1.0,151.236390278,1.0,20.9946659612,0.719444444444,37.2780236795,0.833333333333,397.639722222,1.0,373.453,1.0,18.195,1.0,-9999,-9999,-4.50374,1.0,72.0146,0.994444,80.5291,0.776041,25.32,1.0,28.3137,0.630749,-3.31967,0.952778,0.0862675,-3.41455,-3.38529,-3.27836,0.9875,0.980556,0.941667,5.17721,5.07291,5.17115,5.38282,8.52201,8.46904,8.52131,8.64113,4.48329,4.53051,4.60524,4.69596,8.26052,8.29431,8.33552,8.52081,-9999,-9999
200110,11.852,1.0,263.347,147.891,1.0,299.676,0.998656,6.07,1.0,97.056,0.997312,1.506,1.0,3.065,1.0,0.40780259499,0.948924731183,56.8536221264,0.923387096774,302.814518817,1.0,118.941637931,0.923387096774,32.3676116824,0.569892473118,35.9882903886,0.600806451613,363.669597701,0.923387096774,371.583,1.0,10.996,1.0,-9999,-9999,-5.82352,1.0,27.4337,0.998656,29.1607,0.509686,31.3332,1.0,33.3057,0.748797,1.02575,0.360215,0.17375,0.97125,1.00826,1.22018,0.361559,0.358871,0.387097,2.46482,2.08487,2.36908,3.07094,1.45163,1.11287,1.28669,1.77701,2.03703,1.89777,1.92878,1.98268,0.589912,0.581385,0.602084,0.61661,-9999,-9999
