TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-21.535,0.0,66.6606,26.972,0.0,181.419,0.0,0.848,0.0,98.019,0.0,0.094,0.0,1.068,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.0077,0.0,-9999,-9999,2.40276,0.0,-9999,-9999,0.323198,0.0,-9999,0.319815,0.323198,0.326489,0.0,0.0,0.0,0.0985233,0.0983992,0.0985233,0.0990915,-0.249569,-0.227966,-0.224674,-0.220724,0.144974,0.144974,0.144974,0.144974,0.050915,0.0505408,0.050915,0.0509157,-9999,-9999
200202,-16.459,0.0,128.709,56.199,0.0,201.5,0.0,0.982,0.0,98.414,0.0,0.286,0.0,1.174,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.0166,0.0,-9999,-9999,2.33061,0.0,-9999,-9999,0.322567,0.0,-9999,0.31927,0.322567,0.325948,0.0,0.0,0.0,0.0992004,0.0990755,0.0992004,0.100272,-0.249062,-0.226747,-0.223367,-0.218997,0.193613,0.193613,0.193614,0.193614,0.0766608,0.0766608,0.0766617,0.0766617,-9999,-9999
200203,-15.364,0.0,228.298,113.453,0.0,189.256,0.0,1.199,0.0,98.623,0.0,0.466,0.0,1.287,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.99582,0.0,-9999,-9999,2.22007,0.0,-9999,-9999,0.324132,0.0,-9999,0.320964,0.324132,0.32751,0.0,0.0,0.0,0.141212,0.141034,0.141212,0.141708,-0.208641,-0.186298,-0.18292,-0.179256,0.203604,0.203604,0.203605,0.203605,0.108235,0.108235,0.108236,0.108236,-9999,-9999
200204,-4.479,0.0,342.028,168.423,0.0,234.911,0.0,2.332,0.0,98.38,0.0,1.002,0.0,1.525,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.00637,0.0,-9999,-9999,2.31738,0.0,-9999,-9999,0.323323,0.0,-9999,0.320041,0.323323,0.326672,0.0,0.0,0.0,0.429559,0.427771,0.429018,0.429559,0.0804091,0.102887,0.106236,0.10773,0.315079,0.315079,0.315081,0.315081,0.134613,0.134613,0.134614,0.134614,-9999,-9999
200205,3.365,0.0,435.157,230.782,0.0,256.161,0.0,4.454,0.0,98.37,0.0,0.555,0.0,1.373,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.0077,0.0,-9999,-9999,2.40276,0.0,-9999,-9999,0.323198,0.0,-9999,0.319815,0.323198,0.326489,0.0,0.0,0.0,0.853126,0.842733,0.852051,0.853126,0.504083,0.522918,0.526637,0.529928,0.382528,0.382528,0.38253,0.38253,0.161131,0.161131,0.161133,0.161133,-9999,-9999
200206,15.115,0.0,479.797,249.841,0.0,310.226,0.0,9.079,0.0,98.007,0.0,0.796,0.0,1.31,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.00637,0.0,-9999,-9999,2.31738,0.0,-9999,-9999,0.323323,0.0,-9999,0.320041,0.323323,0.326672,0.0,0.0,0.0,1.78955,1.75079,1.7873,1.78955,1.43869,1.43075,1.46288,1.46623,0.465455,0.465455,0.465457,0.465457,0.173364,0.173364,0.173366,0.173366,-9999,-9999
200207,18.339,0.0,459.09,191.002,0.0,344.536,0.0,8.624,0.0,97.901,0.0,1.308,0.0,1.367,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,3.01561,0.0,-9999,-9999,2.32933,0.0,-9999,-9999,0.32264,0.0,-9999,0.319344,0.32264,0.326018,0.0,0.0,0.0,2.06785,2.02029,2.06524,2.06785,1.71706,1.70095,1.74183,1.74521,0.487021,0.487021,0.487023,0.487023,0.159581,0.159581,0.159582,0.159582,-9999,-9999
200208,15.803,0.0,381.054,152.087,0.0,338.902,0.0,6.338,0.0,97.997,0.0,0.894,0.0,1.341,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,2.99582,0.0,-9999,-9999,2.22007,0.0,-9999,1.16355,0.324132,0.0,-9999,0.320964,0.324132,0.32751,0.0,0.0,0.0,1.82676,1.78765,1.82446,1.82676,1.47479,1.46669,1.49925,1.50263,0.471465,0.471465,0.471467,0.471467,0.136486,0.136486,0.136488,0.136488,-9999,-9999
200209,8.276,0.710417,274.099,95.821,0.710417,305.201,0.0,2.678,0.709722,97.68,0.0,0.492,0.70625,1.42,0.599306,0.304019128211,0.590972222222,54.2860377984,0.697916666667,-9999,-9999,4.92172227729,0.697916666667,13.177295746,0.697916666667,356.391,0.70625,-9999,-9999,-9999,-9999,-9999,1.0,2.49994,0.0,-9999,-9999,8.84352,0.695833,-9999,0.562175,0.288951,0.0,-9999,0.286049,0.288951,0.290196,0.0,0.0,0.0,1.18807,1.1691,1.18657,1.18807,0.884185,0.883055,0.896344,0.899117,0.420591,0.420591,0.420594,0.420594,0.106216,0.106216,0.106217,0.106217,-9999,-9999
200210,-2.75,0.981183,166.003,75.035,0.983871,250.015,0.0,1.417,0.980511,98.404,0.0,0.316,0.964382,1.392,0.510753,-9999,-9999,24.794417284,0.953629032258,-9999,-9999,10.1696243827,0.953629032258,14.386628858,0.953629032258,337.876,0.977151,-2.229,0.950269,44.623,0.950269,-9999,1.0,2.12547,0.179435,-9999,0.0804698,12.6761,0.840726,-9999,0.29732,0.253097,0.18078,0.00777212,0.250015,0.253097,0.25631,0.174059,0.18078,0.170027,0.495608,0.493075,0.494984,0.495608,0.237218,0.238656,0.242511,0.243689,0.331586,0.331586,0.331588,0.331588,0.087289,0.087289,0.08729,0.08729,-9999,-9999
