TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-6.573,0.0,130.187,58.981,0.652554,232.431,0.0,0.465,0.0,97.232,0.0,0.394,0.0,1.214,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,15.4211,0.0,-9999,-9999,113.158,0.0,-9999,-9999,1.01791,0.0,-9999,0.996138,1.00785,1.03472,0.0,0.0,0.0,0.701489,0.68017,0.686219,0.701489,-0.338921,-0.347944,-0.336556,-0.31648,1.01152,0.925601,0.966732,1.01152,0.215323,0.175448,0.20291,0.217756,-9999,-9999
200202,-4.311,0.0,193.635,93.133,0.599702,235.369,0.0,0.87,0.0,97.513,0.0,1.255,0.0,1.562,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.17944,0.52753,15.4623,0.0,-9999,-9999,113.482,0.0,-9999,-9999,1.01755,0.0,-9999,0.995294,1.0075,1.03358,0.0,0.0,0.0,0.801094,0.779214,0.784923,0.804248,-0.242814,-0.245272,-0.235419,-0.217624,1.19429,1.09593,1.1407,1.19429,0.29508,0.253172,0.274504,0.29565,-9999,-9999
200203,-6.178,0.0,285.502,163.404,0.534274,216.878,0.0,1.084,0.0,97.747,0.0,1.752,0.0,1.388,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.09617,0.0,14.7847,0.0,-9999,-9999,110.636,0.0,-9999,-9999,1.10874,0.0,-9999,1.09828,1.10355,1.12339,0.0,0.0,0.0,0.722475,0.70148,0.70724,0.723197,-0.405967,-0.415383,-0.406266,-0.394608,1.05889,0.968686,1.01166,1.05889,0.441297,0.396904,0.422204,0.441081,-9999,-9999
200204,3.935,0.0,381.196,197.44,0.464583,278.941,0.0,2.428,0.0,97.512,0.0,2.895,0.0,1.338,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.95408,0.0,15.2646,0.0,-9999,-9999,112.968,0.0,-9999,-9999,1.10339,0.0,-9999,1.06454,1.09303,1.10339,0.0,0.0,0.0,1.18347,1.15632,1.16456,1.18347,0.0718484,0.0666332,0.0794737,0.114257,1.98395,1.84911,1.89155,1.97974,0.508211,0.458024,0.490446,0.50685,-9999,-9999
200205,8.893,0.578629,453.194,259.954,0.703629,296.521,0.0,5.787,0.578629,97.486,0.493952,2.085,0.493952,1.68,0.474462,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.42529,0.575269,17.6888,0.578629,29.9707,0.232248,97.5166,0.578629,165.226,0.902061,1.25757,0.567876,0.0208566,1.23177,1.25184,1.25551,0.567204,0.567876,0.567876,1.72381,1.70139,1.70925,1.74429,0.473109,0.452034,0.477441,0.498353,2.24569,2.18324,2.22377,2.24321,0.771081,0.723473,0.747722,0.768069,-9999,-9999
200206,17.45,1.0,485.414,232.652,1.0,364.282,0.0,7.224,1.0,97.323,1.0,2.91,1.0,1.362,0.986111,0.218324893233,0.991666666667,140.102623611,1.0,447.407170833,1.0,355.54,1.0,16.376,1.0,8.14952,0.991667,46.7425,0.999306,79.1975,0.571297,31.2632,0.999306,52.9704,0.580548,-0.253955,0.997917,0.060153,-0.270252,-0.245286,-0.23437,0.997917,0.996528,0.997222,4.45933,4.44232,4.4561,4.46183,4.66964,4.67344,4.7101,4.71758,4.72401,4.72401,4.79649,4.87853,5.06044,5.03895,5.06044,5.2362,-9999,-9999
200207,21.746,1.0,469.951,272.651,1.0,376.077,0.0,8.268,1.0,97.558,1.0,3.532,1.0,1.106,0.989247,0.213252695964,0.989919354839,166.110783602,1.0,524.329424731,1.0,348.842,1.0,20.283,1.0,5.98882,1.0,68.6302,0.999328,116.405,0.616817,25.8572,1.0,43.8569,0.499853,0.0369373,0.977151,0.0619687,-0.00194657,0.0111599,0.0347483,0.977151,0.977151,0.977151,7.41997,7.3842,7.41997,7.44739,7.40138,7.35228,7.40336,7.42593,5.40617,5.34394,5.4187,5.81916,6.55913,6.49725,6.56012,6.6182,-9999,-9999
200208,18.517,1.0,410.749,226.918,1.0,354.501,0.0,5.23,1.0,97.666,1.0,2.81,1.0,1.178,0.99328,0.217119304398,0.992607526882,141.862166667,1.0,436.379954973,1.0,347.732,1.0,18.231,1.0,0.59608,1.0,58.0182,1.0,104.585,0.581788,20.4316,1.0,36.8306,0.55766,0.297524,0.998656,0.0698203,0.279867,0.292811,0.321326,0.998656,0.997984,0.997984,6.27253,6.22113,6.29741,6.34901,5.96766,5.96319,6.01129,6.0562,5.87755,5.75124,5.95604,6.50807,6.09494,5.85962,5.93929,6.17366,-9999,-9999
200209,15.437,1.0,323.814,160.095,1.0,339.243,0.0,4.483,1.0,97.395,1.0,3.16,1.0,1.217,0.992361,0.207677293869,0.942361111111,109.952604861,1.0,307.856399306,1.0,357.667,1.0,15.692,1.0,-3.69047,1.0,41.821,0.997917,75.7311,0.477352,9.14547,0.999306,16.561,0.523154,1.20298,0.982639,0.0451296,1.18755,1.19749,1.21149,0.982639,0.984028,0.984028,4.89214,4.82535,4.88055,4.89214,3.65493,3.65493,3.66881,3.68935,3.86865,3.83708,3.8842,3.9249,3.24321,3.21485,3.22085,3.23291,-9999,-9999
200210,3.199,0.984543,228.122,78.822,0.928763,276.247,0.0,1.877,0.984543,97.764,0.965054,3.242,0.965726,1.205,0.909274,0.217564912018,0.911290322581,39.5340905172,0.935483870968,155.253290833,0.806451612903,363.308,0.979839,6.024,0.984543,-8.98582,0.984543,16.6492,0.983871,30.2858,0.312377,9.59131,0.983871,17.4471,0.567671,1.0441,0.964382,0.0532507,1.04193,1.05612,1.06454,0.962366,0.965726,0.969758,1.72448,1.72439,1.76025,1.79251,0.698981,0.684166,0.704122,0.723488,1.43661,1.41804,1.44926,1.49875,0.648613,0.599703,0.623688,0.641079,-9999,-9999
200211,-2.228,0.356944,149.598,67.679,0.635417,243.886,0.0,1.297,0.356944,97.305,0.220833,0.463,0.220833,1.301,0.21875,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.59586,0.356944,6.02761,0.356944,10.9645,0.165606,6.39172,0.356944,11.6269,0.548692,0.230507,0.354167,0.0302605,0.211318,0.21634,0.224089,0.354167,0.354167,0.35625,0.0705495,0.0705935,0.0722624,0.0753622,-0.138444,-0.148225,-0.144078,-0.139918,0.290499,0.263044,0.290499,0.306211,0.259051,0.217371,0.255224,0.257367,-9999,-9999
200212,-5.396,0.0,113.138,47.559,0.666667,231.76,0.0,0.565,0.0,97.269,0.0,0.565,0.0,1.441,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.33354,0.0,5.71737,0.0,-9999,-9999,5.25225,0.0,-9999,-9999,0.225428,0.0,-9999,0.210065,0.215555,0.219541,0.0,0.0,0.0,3.98213e-07,3.70317e-07,3.98213e-07,0.00288527,-0.210064,-0.216835,-0.215485,-0.210064,0.221113,0.189857,0.221113,0.237688,0.182568,0.15305,0.179856,0.181374,-9999,-9999
