TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201308,18.625,1.0,409.145,233.223,0.998656,355.167,1.0,6.198,1.0,94.562,0.0,5.231,0.0504032,1.387,0.997312,0.213139811546,0.840053763441,251.261215926,0.769489247312,-9999,-9999,417.152,1.0,18.904,18.355,15.173,-9999,19.712,14.083,-9999,0.993952,0.993952,0.0,-9999,0.84879,0.0,-9999,33.905,55.777,58.629,60.124,1.0,1.0,1.0,0.0,-9999,1.0,77.6686,0.998656,-9999,0.70255,32.6363,1.0,-9999,0.532308,2.48168,0.971102,0.08068,2.34195,2.48587,2.74134,0.974462,0.972446,0.930108,6.30371,6.41891,6.46627,6.53605,3.97354,3.84635,3.9513,4.08426,7.43137,4.83185,5.50316,7.25945,4.46415,3.57038,3.88399,4.51286,-9999,-9999
201309,14.568,1.0,320.983,145.391,1.0,356.062,1.0,2.846,1.0,94.387,0.0,7.941,0.117361,1.71,0.998611,0.211801012527,0.8375,218.57739256,0.886805555556,-9999,-9999,421.636,1.0,16.373,15.853,15.176,-9999,19.402,14.193,-9999,1.0,1.0,0.264583,-9999,0.0,0.264583,-9999,37.467,56.122,59.068,60.12,1.0,1.0,1.0,0.0,-9999,1.0,46.355,0.999306,-9999,0.799343,27.885,1.0,-9999,0.608412,3.80856,0.974306,0.0709652,3.70291,3.74694,3.81167,0.968056,0.977778,0.975694,5.47122,5.05333,5.32031,5.47249,1.58884,1.46912,1.58791,1.64689,4.05381,3.3576,3.70234,4.06253,1.02866,0.801577,0.937519,1.0066,-9999,-9999
201310,10.823,1.0,224.43,77.843,1.0,347.936,1.0,0.692,1.0,94.408,0.0,7.347,0.093414,1.563,0.992608,0.175956971335,0.827956989247,166.919979059,1.0,-9999,-9999,420.712,1.0,14.691,14.379,12.736,-9999,19.361,13.486,-9999,0.467742,0.467742,1.0,-9999,0.0,1.0,-9999,40.88,56.574,59.44,60.012,1.0,1.0,1.0,0.0,-9999,1.0,39.0312,1.0,-9999,0.672697,4.44975,0.997984,-9999,0.358687,2.80132,0.985887,0.0650012,2.7664,2.78305,2.80732,0.985887,0.988575,0.985215,4.03104,3.75494,3.93529,4.00617,1.12883,1.02269,1.13177,1.21934,3.46923,3.44269,3.73019,4.1623,1.00076,1.00076,1.12062,1.25341,-9999,-9999
201311,4.191,1.0,145.608,43.077,1.0,320.245,1.0,0.391,1.0,94.183,0.0,8.026,0.129167,2.344,1.0,0.211188107765,0.813888888889,90.2892510833,1.0,-9999,-9999,422.237,1.0,8.642,8.598,6.382,-9999,19.497,10.336,-9999,0.0,0.0,1.0,-9999,0.0,1.0,-9999,43.239,56.275,58.796,59.398,0.479167,1.0,1.0,0.0,-9999,1.0,26.283,0.999306,-9999,0.679577,-5.98473,1.0,-9999,0.45435,1.21494,0.993056,0.0423482,1.17938,1.19703,1.21494,0.993056,0.995139,0.993056,1.53978,1.53594,1.54578,1.5559,0.331053,0.334862,0.351509,0.358873,2.16909,2.06435,2.13371,2.39365,0.690264,0.653991,0.679516,0.727711,-9999,-9999
201312,0.783,0.522849,109.166,42.941,0.520833,294.313,0.522849,0.655,0.522849,94.816,0.0,2.537,0.0147849,1.802,0.471774,-9999,-9999,-9999,-9999,-9999,-9999,465.131,0.522849,3.612,3.767,1.772,-9999,11.28,5.976,-9999,0.103495,0.103495,0.626344,-9999,0.0,0.626344,-9999,43.444,56.989,59.011,59.898,0.0,0.626344,0.626344,0.000672043,-9999,1.0,8.63318,0.500672,-9999,0.345998,0.400619,0.522849,-9999,0.32117,1.27539,0.490591,0.0555953,1.23257,1.31741,1.38734,0.491263,0.490591,0.490591,3.04751,2.71019,3.04751,3.21217,1.89573,1.42426,1.70174,1.81525,1.46709,1.46119,1.79982,2.27937,0.310823,0.323735,0.49419,0.561754,-9999,-9999
201401,2.564,0.775538,126.17,42.172,0.777554,309.996,0.775538,0.464,0.775538,93.667,0.0,4.378,0.0799731,1.665,0.755376,0.154107048924,0.606182795699,87.7364961907,0.761424731183,-9999,-9999,424.715,0.774194,3.482,3.563,3.071,-9999,8.587,5.189,-9999,1.0,1.0,1.0,-9999,0.0,1.0,-9999,32.954,56.915,57.527,59.675,0.0,0.000672043,1.0,1.0,-9999,1.0,14.2079,0.764785,-9999,0.415837,-2.1786,0.774194,-9999,0.248556,0.890613,0.766129,0.051057,0.83329,0.883005,0.932243,0.763441,0.763441,0.763441,1.96888,1.89787,2.01047,2.12473,1.12292,1.07618,1.09385,1.14456,1.45104,1.36731,1.39203,1.42996,0.752355,0.705605,0.753097,0.764096,-9999,-9999
201402,3.159,1.0,189.704,78.827,1.0,315.007,1.0,0.385,1.0,93.633,0.0,6.6,0.116815,1.793,0.988095,0.178688524078,0.828869047619,154.326877143,1.0,-9999,-9999,417.161,1.0,3.994,3.849,3.313,-9999,8.831,4.622,-9999,1.0,1.0,1.0,-9999,0.0,1.0,-9999,13.381,30.308,57.933,59.853,0.0,0.0,1.0,1.0,-9999,1.0,23.3318,1.0,-9999,0.614349,2.7916,1.0,-9999,0.373766,0.399304,0.998512,0.0602943,0.377962,0.400725,0.453876,0.998512,0.998512,0.998512,1.53505,1.53415,1.56244,1.65107,1.16275,1.14678,1.16362,1.17829,2.68999,2.37462,2.66659,2.75899,1.85421,1.73682,1.85421,1.87877,-9999,-9999
201403,6.38,1.0,282.182,159.758,1.0,289.384,1.0,2.615,1.0,94.285,0.0,2.117,0.0275538,1.544,1.0,0.179618022032,0.819892473118,264.855552808,0.94623655914,-9999,-9999,407.672,1.0,7.218,6.723,6.47,-9999,8.949,5.932,-9999,1.0,1.0,1.0,-9999,0.318548,1.0,-9999,13.048,18.75,57.566,58.608,0.101478,0.0880376,1.0,1.0,-9999,1.0,41.7097,0.998656,-9999,0.569635,15.0068,1.0,-9999,0.376513,-1.11266,0.989247,0.0822896,-1.26574,-1.21897,-1.12851,0.985887,0.989247,0.989247,3.3385,3.02905,3.15517,3.22241,4.40968,4.27226,4.37014,4.40968,2.48663,2.16707,2.33542,2.50122,3.64442,3.51895,3.59035,3.68048,-9999,-9999
201404,10.474,1.0,379.026,191.927,1.0,322.156,1.0,3.385,1.0,94.105,0.0,5.45,0.0930556,1.764,0.991667,0.214746573902,0.876388888889,208.370649796,0.802083333333,-9999,-9999,420.127,1.0,12.245,11.309,11.44,-9999,11.986,8.795,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,15.941,22.607,56.959,59.974,0.994444,0.996528,1.0,1.0,-9999,1.0,74.1639,1.0,-9999,0.670517,10.064,1.0,-9999,0.46491,-4.27689,0.990278,0.0826338,-4.27483,-4.23362,-4.20181,0.990278,0.992361,0.990278,4.95659,4.83194,4.99803,5.04932,9.14631,9.09409,9.19418,9.27034,6.82803,5.8698,6.68601,6.82803,10.3806,10.2543,10.3217,10.3934,-9999,-9999
201405,12.344,1.0,452.271,224.711,0.997312,344.057,1.0,3.384,1.0,94.293,0.0,7.555,0.102823,1.78,1.0,0.264336826521,0.902553763441,198.691658978,0.733870967742,-9999,-9999,402.147,0.999328,14.437,13.4,13.368,-9999,14.271,10.975,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,26.003,37.708,57.185,60.088,1.0,1.0,1.0,1.0,-9999,1.0,112.006,0.999328,-9999,0.866932,7.0677,1.0,-9999,0.485893,-8.53668,0.995296,0.0995797,-8.5314,-8.48963,-8.44754,0.992608,0.995968,0.993952,5.82495,5.78611,5.83867,5.97841,14.3753,14.2327,14.3733,14.5267,6.23365,5.88155,6.16699,6.37309,14.7419,14.4665,14.5999,14.7069,-9999,-9999
201406,17.77,1.0,485.194,290.381,1.0,352.501,1.0,7.264,1.0,94.403,0.0,4.568,0.0520833,1.254,0.999306,0.228546969121,0.877777777778,251.488929468,0.707638888889,-9999,-9999,404.181,1.0,19.575,18.317,17.45,-9999,17.693,13.752,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,17.639,30.122,55.134,58.531,1.0,1.0,1.0,1.0,-9999,1.0,133.437,0.999306,-9999,0.849487,18.5775,0.999306,-9999,0.554956,-5.28998,0.984028,0.0837782,-5.1857,-5.11314,-5.0718,0.984722,0.984722,0.984722,5.13708,5.25524,5.69937,6.02212,10.4953,10.4196,10.799,11.1008,7.36133,7.05733,7.23224,7.32284,11.4907,11.5085,11.5678,11.6346,-9999,-9999
201407,17.852,1.0,469.437,198.766,0.780242,378.572,0.780914,4.393,1.0,94.221,0.0,12.274,0.101478,1.341,0.997984,0.222505909537,0.886424731183,195.208193495,0.554435483871,-9999,-9999,435.806,0.986559,18.677,17.999,17.606,-9999,17.682,15.218,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,22.042,29.863,54.56,56.471,0.800403,1.0,1.0,1.0,-9999,1.0,61.1843,0.923387,-9999,0.615146,47.6334,0.998656,-9999,0.556895,2.55571,0.837366,0.059383,2.52907,2.55571,2.61053,0.83871,0.837366,0.850134,6.08685,5.83945,5.98562,6.22807,3.60022,3.26277,3.48931,3.63707,5.37027,4.97676,5.29412,5.37791,2.41805,2.13663,2.37477,2.41878,-9999,-9999
201408,16.614,1.0,409.145,174.697,0.0,358.5,0.0,3.827,1.0,94.269,0.0,7.902,0.078629,1.586,1.0,0.217565048568,0.817876344086,-9999,-9999,-9999,-9999,428.842,0.994624,17.993,17.594,17.253,-9999,17.914,16.134,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,31.161,33.965,55.84,58.229,0.884409,1.0,1.0,1.0,-9999,1.0,60.0339,0.859543,-9999,1.09806,41.6186,0.992608,-9999,0.956869,3.09449,0.558468,0.157252,3.02569,3.10809,3.18689,0.534274,0.545027,0.589382,5.0719,4.77145,5.00578,5.23531,1.91128,1.77325,1.91128,2.02834,4.08726,3.76093,4.15867,4.42271,1.46494,1.46485,1.56621,1.70098,-9999,-9999
201409,15.177,1.0,320.983,149.278,0.486111,355.0,0.484722,2.456,1.0,94.511,0.0,4.636,0.0409722,1.256,0.999306,0.169778332193,0.834027777778,-9999,-9999,-9999,-9999,453.418,0.870139,16.581,16.353,15.852,-9999,16.944,15.457,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,25.004,29.14,54.152,56.918,1.0,1.0,1.0,1.0,-9999,1.0,42.758,0.853472,-9999,0.822164,29.2708,0.995139,-9999,0.389889,3.19361,0.706944,0.1803,3.10851,3.23656,3.44068,0.714583,0.701389,0.69375,4.98502,4.92032,5.03548,5.26748,1.72672,1.71656,1.82296,1.99211,3.22686,3.22177,3.34275,3.81722,1.26598,1.2476,1.32525,1.45541,-9999,-9999
201410,12.019,1.0,224.43,95.497,1.0,355.49,1.0,0.741,1.0,94.468,0.0,6.095,0.0900538,1.31,1.0,0.15538259813,0.838037634409,183.548470242,1.0,-9999,-9999,461.527,1.0,14.204,14.227,13.876,-9999,15.367,14.42,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,36.906,38.881,55.362,57.807,1.0,1.0,1.0,1.0,-9999,1.0,36.5865,0.998656,-9999,0.664205,9.92828,0.999328,-9999,0.333346,2.25246,0.992608,0.0903719,2.10024,2.22264,2.23884,0.971774,0.991935,0.992608,4.81458,4.29667,4.56769,4.74566,2.30062,2.18999,2.31037,2.51303,3.47435,2.74371,2.97535,3.3087,1.98147,1.78092,1.86893,1.99318,-9999,-9999
201411,6.038,1.0,145.608,44.037,0.993056,346.23,0.993056,0.096,1.0,93.839,0.0,4.866,0.117361,1.275,1.0,0.133355319634,0.864583333333,74.8274569699,0.991666666667,-9999,-9999,469.68,1.0,8.655,8.992,8.816,-9999,11.119,11.263,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,41.469,43.872,55.642,58.216,1.0,1.0,1.0,1.0,-9999,1.0,12.8749,0.997917,-9999,0.359491,4.22881,0.999306,-9999,0.186958,0.205396,0.990972,0.0455471,0.150374,0.212409,0.269665,0.990972,0.990972,0.990278,1.83272,1.7436,1.81495,1.83395,1.59755,1.55148,1.5913,1.60498,2.58,2.46874,2.51512,2.64448,2.32675,2.31607,2.32675,2.35197,-9999,-9999
201412,2.378,1.0,109.166,37.296,1.0,316.374,1.0,0.177,1.0,94.596,0.0,4.556,0.104167,2.057,0.99664,0.189764071604,0.826612903226,65.1121574059,1.0,-9999,-9999,452.132,1.0,4.467,4.899,4.675,-9999,7.615,8.299,-9999,1.0,1.0,1.0,-9999,1.0,1.0,-9999,43.609,45.025,56.141,58.408,1.0,1.0,1.0,1.0,-9999,1.0,13.5401,0.998656,-9999,0.481381,-7.07814,1.0,-9999,0.377714,0.563402,0.993952,0.0655158,0.559636,0.577024,0.591165,0.993952,0.99328,0.99328,1.72763,1.71528,1.7382,1.75131,1.17845,1.12322,1.15481,1.17503,2.27488,2.11486,2.27077,2.38427,1.65953,1.65175,1.75387,1.77506,-9999,-9999
