TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200812,-4.928,1.0,150.868,76.835,1.0,204.075,0.0,1.729,1.0,77.209,1.0,1.739,0.0,4.55,1.0,0.277942451691,0.966397849462,147.662155914,1.0,396.943,0.998656,-2.98,1.0,8.979,0.973118,-5.76211,1.0,9.70744,0.999328,-9999,0.241361,-17.6369,0.999328,-9999,0.502642,-0.255996,0.982527,0.0091166,-0.25753,-0.25562,-0.24981,0.982527,0.982527,0.983199,1.56914e-07,1.39479e-07,1.4994e-07,1.61796e-07,0.255996,0.248036,0.255098,0.256984,0.115909,0.108948,0.115909,0.129903,0.293627,0.279066,0.28773,0.295726,-9999,-9999
200901,-4.23,1.0,168.358,94.179,1.0,207.248,0.0,1.807,1.0,77.738,1.0,2.042,0.0,5.104,1.0,0.313266229124,0.999327956989,181.582447237,0.997311827957,399.182,1.0,-2.863,1.0,8.75,0.932124,-2.14223,1.0,12.7051,1.0,-9999,0.270478,-18.3924,0.999328,-9999,0.453184,-0.335981,0.999328,0.0120661,-0.33207,-0.326027,-0.292818,0.999328,0.999328,0.997984,0.0365315,0.0192989,0.0230155,0.0460125,0.354847,0.336928,0.344599,0.354838,0.0261391,0.017043,0.0261391,0.0364062,0.273472,0.271016,0.285179,0.296874,-9999,-9999
200902,-2.183,1.0,230.123,131.216,1.0,208.554,0.0,2.137,1.0,77.502,1.0,1.238,0.0,4.575,1.0,0.300022321429,1.0,252.728138994,0.997767857143,399.591,1.0,-1.961,1.0,11.095,0.729167,-1.78938,1.0,18.3157,1.0,-9999,0.322387,-9.13941,1.0,-9999,0.502165,-0.49095,1.0,0.00876496,-0.498697,-0.49095,-0.482306,1.0,1.0,1.0,1.2272e-05,7.4517e-06,2.11614e-05,2.44769e-05,0.489624,0.480759,0.490814,0.498539,0.0242855,0.0255715,0.0475162,0.066911,0.395907,0.40764,0.429414,0.457983,-9999,-9999
200903,0.342,1.0,315.478,201.738,1.0,219.188,0.0,4.024,1.0,77.29,1.0,1.757,0.0,4.577,1.0,0.305067436186,0.949596774194,388.57806679,0.997983870968,397.976,0.993952,2.311,1.0,15.229,0.975134,0.597779,1.0,23.7685,0.993952,-9999,0.319942,12.7645,0.993952,-9999,0.564569,-0.634099,0.988575,0.00963981,-0.639447,-0.636246,-0.631929,0.988575,0.988575,0.988575,0.0780988,0.0725416,0.0761555,0.0780988,0.705386,0.708214,0.712465,0.715624,0.0733383,0.0698606,0.0737609,0.125994,0.772293,0.767,0.773327,0.822307,-9999,-9999
200904,3.407,1.0,400.03,232.458,1.0,242.538,0.0,4.105,1.0,77.426,1.0,2.637,0.0,3.886,0.998611,0.272858333333,0.994444444444,448.365459102,0.997222222222,401.516,0.997222,5.047,1.0,18.483,0.600694,3.71475,1.0,47.8189,0.997917,-9999,0.778809,9.30017,1.0,-9999,0.600635,-1.31254,0.99375,0.0208334,-1.3155,-1.31268,-1.31007,0.984722,0.99375,0.994444,0.0591823,0.0591823,0.0681621,0.0785786,1.37204,1.37189,1.37612,1.38802,0.263271,0.217539,0.257638,0.308123,1.57211,1.54436,1.58393,1.65964,-9999,-9999
200905,9.8,0.768817,460.417,260.587,0.784946,261.011,0.0,6.727,0.768817,77.905,0.622312,1.834,0.0,3.751,0.619624,0.300271634828,0.52688172043,478.097318253,0.621639784946,391.857,0.745968,11.895,0.768817,17.964,0.157258,5.42058,0.768817,93.7827,0.745968,-9999,1.40623,28.3018,0.465726,-9999,1.03142,-2.7197,0.731855,0.0361863,-2.76746,-2.72116,-2.67614,0.725806,0.731855,0.735887,0.601044,0.507039,0.620851,0.693402,3.34689,3.31757,3.3434,3.35251,0.403984,0.402933,0.413662,0.575086,2.84845,2.84969,2.87702,2.99646,-9999,-9999
200906,13.253,1.0,486.24,261.394,1.0,277.968,0.0,8.259,1.0,77.9,1.0,1.904,0.0,3.424,1.0,0.257299022253,0.997916666667,502.61756875,1.0,384.45,1.0,15.557,1.0,11.576,0.115278,7.77385,1.0,144.445,1.0,-9999,1.70202,25.608,0.0,-9999,-9999,-3.56196,0.997222,0.0579715,-3.59771,-3.56314,-3.54393,0.996528,0.997222,0.997917,0.527587,0.503309,0.534761,0.574986,4.11036,4.07804,4.12048,4.15407,0.826595,0.740457,0.802735,0.967398,3.99946,3.96735,3.99627,4.15569,-9999,-9999
200907,17.799,1.0,473.454,287.789,1.0,282.002,0.0,13.665,1.0,78.377,1.0,0.893,0.0,3.158,1.0,0.223171118234,0.574596774194,553.372233871,1.0,379.775,0.920027,20.882,1.0,9.834,0.998656,6.22924,1.0,76.5912,0.918011,-9999,0.863259,34.6033,0.718414,-9999,0.597722,-1.65686,0.851478,0.0294698,-1.67709,-1.64884,-1.6351,0.856183,0.827957,0.799731,0.492491,0.440668,0.468594,0.527425,2.10959,2.10431,2.12117,2.15939,0.603246,0.440081,0.486369,0.567813,2.24153,2.14652,2.1898,2.21701,-9999,-9999
200908,17.027,1.0,424.284,263.299,1.0,273.517,0.0,14.008,1.0,78.324,1.0,0.518,0.0,3.244,1.0,0.259761847826,0.726478494624,507.004778612,0.998655913978,373.978,0.975806,19.41,1.0,9.001,1.0,4.09909,1.0,45.3756,0.973118,-9999,0.953788,36.2327,0.975134,-9999,0.779426,-0.793012,0.957661,0.023262,-0.85098,-0.834767,-0.800799,0.952957,0.954301,0.963038,0.252146,0.247193,0.263087,0.268956,1.07042,1.06393,1.07859,1.10093,0.273544,0.270961,0.305112,0.353042,1.0231,1.0231,1.05786,1.07764,-9999,-9999
200909,13.717,1.0,349.006,211.246,1.0,268.217,0.0,11.223,1.0,78.249,1.0,1.05,0.0,3.101,1.0,0.229597916667,1.0,407.060187101,0.997222222222,375.896,0.997917,16.191,1.0,8.445,1.0,-0.370218,1.0,22.7822,0.997222,-9999,0.541826,34.4339,0.996528,-9999,0.570135,-0.445465,0.985417,0.0204564,-0.457238,-0.453754,-0.448827,0.993056,0.990278,0.986806,0.0899347,0.0843477,0.0872047,0.0908994,0.543513,0.536588,0.540959,0.546592,0.197074,0.185253,0.21358,0.231253,0.555973,0.509168,0.556719,0.567866,-9999,-9999
200910,2.648,1.0,262.007,130.224,1.0,249.917,0.0,3.461,1.0,77.523,1.0,2.858,0.0,3.867,1.0,0.283237403101,0.996639784946,250.575464954,0.998655913978,390.535,1.0,4.806,1.0,11.468,1.0,-6.79009,1.0,26.5531,1.0,-9999,0.55861,7.17301,1.0,-9999,0.614496,-0.642504,0.993952,0.0144188,-0.658348,-0.643703,-0.639955,0.993952,0.993952,0.99664,0.00982762,0.00884154,0.00982762,0.0111183,0.650689,0.650551,0.653595,0.667348,0.166934,0.161479,0.182538,0.283048,0.686944,0.684283,0.697938,0.798718,-9999,-9999
200911,-0.16,1.0,187.192,107.895,1.0,218.424,0.0,3.5,1.0,77.843,1.0,0.567,0.0,3.295,0.984028,0.225459650997,0.979166666667,208.024019149,0.997222222222,396.517,1.0,1.908,1.0,11.656,1.0,-4.84373,1.0,7.22706,1.0,-9999,0.293056,-3.0642,1.0,-9999,0.429409,-0.216221,0.986806,0.0123573,-0.236535,-0.215261,-0.203823,0.984028,0.986806,0.996528,0.0191154,0.0189687,0.02063,0.0225023,0.231428,0.223082,0.232988,0.256104,0.178386,0.154165,0.178386,0.203207,0.285139,0.245349,0.260016,0.286083,-9999,-9999
200912,-10.218,0.37164,151.187,81.378,0.725134,200.421,0.0,1.049,0.37164,77.226,0.237903,1.281,0.0,3.411,0.237903,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.87542,0.37164,3.88555,0.37164,-9999,0.199952,-2.6458,0.37164,-9999,0.468499,-0.277908,0.370968,0.0147071,-0.277908,-0.240489,-0.181432,0.370968,0.364247,0.370296,0.000120707,0.000120834,0.000191741,0.000287637,0.276435,0.175972,0.219074,0.276542,0.101909,0.0415661,0.0897009,0.112382,0.188641,0.166287,0.188641,0.19532,-9999,-9999
