TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200507,18.143,1.0,459.134,228.84,1.0,338.939,0.0,7.949,0.0,97.698,0.0,5.619,0.997312,3.683,0.905242,0.460657072388,0.852822580645,145.014253131,0.997311827957,454.373933834,0.96438172043,384.685,0.0,8.662,8.742,2.437,-9999,-9999,1.0,1.0,0.0,-9999,-9999,-9999,1.0,79.251,0.997312,-9999,-9999,60.7444,1.0,-9999,-9999,0.142666,0.0,-9999,0.142644,0.147083,0.178601,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200508,15.314,0.793011,381.169,154.733,0.795699,338.769,0.0,4.61,0.0,97.918,0.0,2.814,0.772177,3.533,0.707661,0.446483175723,0.651209677419,95.8392508875,0.758064516129,298.256942935,0.758064516129,384.677,0.0,9.219,9.115,2.434,-9999,-9999,0.793011,0.793011,0.0,-9999,-9999,-9999,1.0,35.1538,0.788306,-9999,-9999,27.4066,0.791667,-9999,-9999,0.14365,0.0,-9999,0.14365,0.148556,0.17912,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200509,9.554,0.991667,274.285,110.166,0.993056,311.71,0.0,2.641,0.0,97.892,0.0,3.115,0.970833,3.261,0.920139,0.400216395436,0.866666666667,64.364687635,0.970833333333,215.928751933,0.970833333333,384.684,0.0,5.811,7.448,2.434,-9999,-9999,0.991667,0.659722,0.0,-9999,-9999,-9999,1.0,27.5883,0.988889,-9999,-9999,19.865,0.990972,-9999,-9999,0.142894,0.0,-9999,0.142894,0.147613,0.178674,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200510,3.349,0.979839,166.226,67.939,0.982527,271.167,0.0,1.174,0.0,98.397,0.0,0.898,0.959677,3.069,0.881048,0.325824747262,0.805779569892,28.9544237799,0.947580645161,130.964416683,0.947580645161,390.385,0.0,1.197,7.02,2.432,-9999,-9999,0.979839,0.0,0.0,-9999,-9999,-9999,1.0,3.85666,0.976478,-9999,-9999,5.95084,0.979167,-9999,-9999,-0.55881,0.0,-9999,-0.570305,-0.555907,-0.408456,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200511,-6.721,1.0,85.6504,27.192,1.0,236.499,0.0,0.688,0.0,98.018,0.0,0.227,0.996528,3.123,0.8125,0.385564867789,0.730555555556,1.48803120053,0.996527777778,50.4230228653,0.996527777778,393.68,0.0,-0.471,7.046,2.434,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,1.0,2.67084,0.997222,-9999,-9999,-10.6769,0.999306,-9999,-9999,-1.03544,0.0,-9999,-1.06489,-1.04483,-0.838559,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200512,-14.907,0.852151,51.5415,13.356,0.854839,229.466,0.0,0.176,0.0,98.258,0.0,0.069,0.830645,3.076,0.270833,-9999,-9999,2.18420644542,0.803091397849,23.4783395999,0.803091397849,393.642,0.0,-1.241,6.365,2.437,-9999,-9999,0.852151,0.0,0.0,-9999,-9999,-9999,1.0,1.18544,0.844758,-9999,-9999,-11.1977,0.84543,-9999,-9999,-1.03834,0.0,-9999,-1.06594,-1.04561,-0.840918,0.0,0.0,0.0,0.687082,0.394871,0.570021,0.696471,-1.59724,-1.35671,-1.02736,-0.847717,0.860266,0.857085,0.881674,1.03474,0.0,0.0,0.0,0.0,-9999,-9999
200601,-13.935,1.0,66.8715,10.045,1.0,230.52,0.0,0.139,0.0,97.765,0.0,0.003,0.997312,2.593,0.5,-9999,-9999,3.44617026996,0.997311827957,18.0625213481,0.997311827957,393.58,0.0,-1.343,1.0,2.434,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,1.0,0.527855,0.99328,-9999,-9999,-3.69891,0.993952,-9999,-9999,-1.0278,0.0,-9999,-1.05337,-1.03266,-0.834353,0.0,0.0,0.0,0.532762,0.293889,0.316915,0.348404,0.988178,1.12901,1.3935,1.40512,1.2138,1.20869,1.25019,1.57415,0.536981,0.44346,0.448033,0.565787,-9999,-9999
200602,-16.208,0.958333,128.937,64.33,0.960565,185.977,0.0,0.317,0.0,98.586,0.0,0.001,0.926339,3.167,0.790179,0.360207011785,0.678571428571,20.1291533045,0.909970238095,115.115848691,0.909970238095,393.833,0.0,-2.212,0.73,2.432,-9999,-9999,0.958333,0.0,0.0,-9999,-9999,-9999,1.0,2.02034,0.955357,-9999,-9999,12.6859,0.957589,-9999,-9999,-1.04068,0.0,-9999,-1.07546,-1.05742,-0.840604,0.0,0.0,0.0,0.437646,0.222772,0.24048,0.267354,0.912622,1.06338,1.33439,1.3461,1.08081,1.07626,1.11321,1.40167,2.41499,2.17752,2.20724,2.46129,-9999,-9999
200603,-6.192,1.0,228.508,145.307,1.0,217.357,0.0,1.292,0.0,99.19,0.0,0.388,0.99664,2.727,0.948253,0.28832066797,0.889112903226,73.4662680165,0.996639784946,278.280030385,0.996639784946,393.642,0.0,-1.728,0.73,2.437,-9999,-9999,1.0,0.0,0.0,-9999,-9999,-9999,1.0,4.34064,0.99664,-9999,-9999,49.1709,0.999328,-9999,-9999,-1.03834,0.0,-9999,-1.06594,-1.04561,-0.840918,0.0,0.0,0.0,0.914583,0.634618,0.700135,0.742228,1.37358,1.49973,1.78691,1.8194,1.63616,1.62928,1.68521,2.12189,4.12979,3.98904,4.0153,4.12891,-9999,-9999
200604,5.752,0.994444,342.177,201.1,0.989583,263.018,0.0,3.863,0.0,98.181,0.0,0.523,0.984722,3.355,0.953472,0.421894788363,0.908333333333,110.944372746,0.984722222222,373.752737626,0.981944444444,393.68,0.0,-0.208,0.853,2.434,-9999,-9999,0.994444,0.484028,0.0,-9999,-9999,-9999,1.0,20.6245,0.984028,-9999,-9999,67.8611,0.989583,-9999,-9999,-1.03544,0.0,-9999,-1.06489,-1.04483,-0.838559,0.0,0.0,0.0,1.55624,1.34565,1.51684,1.55385,2.20199,2.28201,2.486,2.61769,2.19419,2.18496,2.25997,2.84559,4.81633,4.67304,4.70292,4.80425,-9999,-9999
200605,7.896,0.993952,435.229,192.852,0.99328,289.023,0.0,4.407,0.0,98.297,0.0,1.731,0.981855,3.597,0.910618,0.461006414252,0.817876344086,124.378514739,0.98185483871,377.971862625,0.981182795699,397.822,0.0,1.884,2.122,2.434,-9999,-9999,0.993952,0.993952,0.0,-9999,-9999,-9999,1.0,38.1612,0.989919,-9999,-9999,58.6769,0.992608,-9999,-9999,-1.11155,0.0,-9999,-1.1654,-1.14051,-0.996392,0.0,0.0,0.0,1.67488,1.48249,1.67443,1.70889,2.43751,2.522,2.68181,2.85624,2.29077,2.28114,2.35944,2.97085,4.79351,4.58064,4.6149,4.79229,-9999,-9999
200606,17.994,0.957639,479.82,262.685,0.956944,324.727,0.0,10.408,0.0,98.209,0.0,1.007,0.951389,3.062,0.6875,0.407219862634,0.649305555556,156.433270989,0.926388888889,488.865509773,0.926388888889,398.404,0.0,6.331,6.353,2.434,-9999,-9999,0.957639,0.957639,0.0,-9999,-9999,-9999,1.0,60.8395,0.950694,-9999,-9999,75.0509,0.952083,-9999,-9999,-1.77981,0.0,-9999,-1.83974,-1.82023,-1.7032,0.0,0.0,0.0,2.2114,2.2114,2.48326,2.54132,4.03942,3.98625,4.15016,4.36896,2.65713,2.64595,2.73678,3.44596,3.56546,3.23149,3.27533,3.5622,-9999,-9999
200607,18.039,0.998656,459.134,213.728,0.995296,341.223,0.0,6.646,0.0,97.786,0.0,3.11,0.991935,3.425,0.616935,0.477526076459,0.584677419355,136.735615024,0.991935483871,404.443777052,0.989919354839,399.887,0.387769,9.842,9.669,2.426,-9999,-9999,0.998656,0.998656,0.0,-9999,-9999,-9999,1.0,64.5006,0.990591,-9999,-9999,52.7747,0.991935,-9999,-9999,-1.17774,0.383737,-9999,-1.21651,-1.17123,-1.07688,0.387769,0.384409,0.383737,2.7048,2.7048,2.88952,2.95494,3.93954,3.85044,4.03532,4.09919,3.02731,2.97427,2.99928,3.5734,4.39966,4.15605,4.17412,4.3922,-9999,-9999
200608,16.886,0.835349,381.169,192.862,0.834005,332.305,0.0,6.317,0.0,98.009,0.0,1.335,0.774866,3.457,0.770161,0.417996705076,0.658602150538,128.460038665,0.707661290323,392.257233116,0.707661290323,381.474,0.831989,9.791,9.692,2.329,-9999,-9999,0.835349,0.835349,0.0,-9999,-9999,-9999,1.0,57.2828,0.743952,-9999,-9999,49.6045,0.834677,-9999,-9999,-0.638793,0.729167,-9999,-0.73233,-0.684658,-0.64423,0.741263,0.730511,0.727823,4.31185,4.21925,4.39784,4.45541,5.32604,4.93781,5.05361,5.14171,5.28268,4.86897,5.28156,5.43731,5.44193,5.14616,5.42791,5.53585,-9999,-9999
200609,10.866,0.924306,274.285,151.41,0.925694,298.956,0.0,4.271,0.0,98.316,0.0,0.477,0.755556,3.555,0.779861,0.380141602997,0.570833333333,70.8712124224,0.615277777778,237.396267275,0.615277777778,381.194,0.892361,6.825,6.867,2.347,-9999,-9999,0.924306,0.924306,0.0,-9999,-9999,-9999,1.0,32.8229,0.760417,-9999,-9999,39.3984,0.978472,-9999,-9999,-0.584477,0.750694,-9999,-0.564344,-0.553922,-0.540418,0.759028,0.758333,0.759028,2.25172,2.26774,2.33977,2.47011,3.31054,2.82283,2.90531,2.99048,2.77035,2.77035,3.01126,3.30016,3.20457,3.01711,3.17499,3.26438,-9999,-9999
200610,1.944,0.914651,166.226,57.687,0.917339,272.112,0.0,1.562,0.0,97.923,0.0,0.61,0.890457,4.109,0.694892,0.528344182705,0.647849462366,25.5103170474,0.887096774194,113.213641378,0.887096774194,384.105,0.913978,2.341,2.443,1.922,-9999,-9999,0.914651,0.914651,0.715726,-9999,-9999,-9999,1.0,14.1927,0.91129,-9999,-9999,-0.376101,0.911962,-9999,-9999,0.477316,0.910618,-9999,0.472646,0.475983,0.478257,0.910618,0.910618,0.910618,1.19439,1.23751,1.24745,1.25391,0.770666,0.763626,0.771834,0.775643,1.23369,1.17446,1.2007,1.27281,0.553905,0.543524,0.560946,0.604306,-9999,-9999
200611,-11.545,0.994444,85.6504,27.799,0.995139,223.997,0.0,0.35,0.0,98.297,0.0,0.009,0.986806,3.542,0.740972,0.37314879276,0.688194444444,9.41846485904,0.986805555556,52.2929473232,0.986805555556,387.924,0.995139,-0.082,-1.353,1.417,-9999,-9999,0.994444,0.994444,0.0,-9999,-9999,-9999,1.0,5.0067,0.990278,-9999,-9999,-4.66191,0.990972,-9999,-9999,0.402406,0.989583,-9999,0.400242,0.401709,0.404617,0.989583,0.990278,0.988889,0.446727,0.423399,0.428093,0.428992,0.0274829,0.0212174,0.0242225,0.0274829,0.342563,0.34021,0.345988,0.35493,0.0,0.0,0.0023084,0.00362974,-9999,-9999
200612,-12.034,0.758065,51.5415,17.158,0.762097,224.797,0.0,0.323,0.0,97.996,0.0,0.063,0.689516,3.432,0.53629,-9999,-9999,1.2225833817,0.682795698925,35.9161382851,0.682795698925,388.074,0.174731,-0.802,-2.526,0.81,-9999,-9999,0.758065,0.758065,0.0846774,-9999,-9999,-9999,1.0,1.09803,0.75672,-9999,-9999,-20.8406,0.757392,-9999,-9999,0.171064,0.268145,-9999,0.193489,0.24112,0.273434,0.268145,0.275538,0.268817,0.728515,0.975372,0.998347,1.02547,0.819905,0.693257,0.744762,0.828011,0.0946836,0.0579703,0.110647,1.5296,0.0,0.0,0.0,0.0,-9999,-9999
200701,-18.415,0.661962,66.8715,27.438,0.675403,200.867,0.0,0.123,0.0,98.092,0.0,0.531,0.0,3.242,0.481183,-9999,-9999,-9999,-9999,-9999,-9999,388.058,0.110215,-2.324,0.206,-9999,-9999,-9999,0.661962,0.661962,-9999,-9999,-9999,-9999,1.0,0.857633,0.617608,-9999,-9999,-3.03095,0.66129,-9999,-9999,0.192408,0.610215,-9999,0.154944,0.194851,0.348466,0.610215,0.610215,0.610215,0.347432,0.299332,0.340874,0.358808,-0.0474751,-0.032853,0.135838,0.16764,0.417185,0.38239,0.426188,0.457002,0.0130088,0.0130088,0.0142973,0.020243,-9999,-9999
200702,-19.909,0.655506,128.937,66.074,0.668899,177.394,0.0,0.239,0.0,98.691,0.0,0.229,0.0,3.611,0.543899,-9999,-9999,-9999,-9999,-9999,-9999,388.814,0.655506,-3.407,-0.347,-9999,-9999,-9999,0.654018,0.654018,-9999,-9999,-9999,-9999,1.0,1.88855,0.0,-9999,-9999,7.56217,0.65625,-9999,-9999,0.301389,0.0,-9999,0.245349,0.319456,0.470556,0.0,0.0,0.0,0.314745,0.270769,0.314745,0.354843,-0.207947,-0.202396,0.0246884,0.0703482,0.201537,0.19333,0.201803,0.217567,0.0,0.0,0.0,0.0,-9999,-9999
200703,-10.146,0.528898,228.508,111.088,0.534274,221.504,0.0,0.95,0.0,98.466,0.0,0.978,0.0,3.486,0.447581,-9999,-9999,-9999,-9999,-9999,-9999,390.634,0.521505,-2.397,-0.547,-9999,-9999,-9999,0.528898,0.528898,-9999,-9999,-9999,-9999,1.0,4.46448,0.418683,-9999,-9999,28.1258,0.527554,-9999,-9999,0.503216,0.416667,-9999,0.478742,0.500865,0.511739,0.416667,0.416667,0.416667,0.403401,0.359501,0.403401,0.445412,-0.101757,-0.141046,-0.120866,-0.105309,0.229057,0.229086,0.230701,0.280589,0.0,0.0,0.0,0.0,-9999,-9999
200704,0.721,1.0,342.177,216.583,1.0,237.811,0.0,2.904,0.0,98.684,0.0,0.224,0.499306,3.491,0.991667,0.40883149866,0.966666666667,132.219813711,0.991666666667,413.199072263,0.991666666667,392.436,1.0,-1.028,-0.398,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,1.0,8.70095,0.999306,-9999,-9999,73.9734,1.0,-9999,-9999,0.241533,0.992361,-9999,0.232231,0.245099,0.250318,0.993056,0.992361,0.992361,1.08008,0.867941,1.01404,1.02742,0.795894,0.643853,0.770122,0.78294,0.502967,0.53016,0.595155,0.61803,0.631016,0.577817,0.618989,0.633943,-9999,-9999
200705,9.226,0.988575,435.229,226.682,0.988575,288.941,0.0,5.385,0.0,98.459,0.0,0.974,0.744624,3.714,0.721102,0.543683103393,0.65188172043,137.687829527,0.704301075269,428.753670779,0.983870967742,388.695,0.78293,1.171,-0.188,-9999,-9999,-9999,0.988575,0.988575,-9999,-9999,-9999,-9999,1.0,43.9942,0.405914,-9999,-9999,68.8373,0.987903,-9999,-9999,-1.43404,0.202285,-9999,-1.61355,-1.55935,-1.41185,0.207661,0.206317,0.199597,2.43741,1.52907,1.68052,2.1609,3.8976,3.14262,3.26791,3.65013,1.38372,1.36168,1.49134,1.75582,3.00158,2.67519,2.75358,3.02774,-9999,-9999
200706,15.424,0.995833,479.82,273.376,1.0,303.354,0.0,6.925,0.0,98.048,0.0,1.071,0.280556,3.464,0.328472,-9999,-9999,-9999,-9999,525.722640278,1.0,389.704,0.651389,5.467,-0.155,-9999,-9999,-9999,0.995833,0.995833,-9999,-9999,-9999,-9999,1.0,61.9844,0.901389,-9999,-9999,87.8956,0.998611,-9999,-9999,-1.88599,0.777778,-9999,-2.14142,-2.09804,-1.87728,0.790972,0.81875,0.775,1.89323,0.167031,0.311577,1.89323,4.18304,2.2821,2.51323,3.77051,2.77777,2.77182,2.92948,3.38854,4.8639,4.39703,4.48881,5.01947,-9999,-9999
200707,20.137,0.991263,459.134,240.076,1.0,341.637,0.0,8.531,0.0,97.965,0.0,1.348,0.675403,3.058,0.634409,0.418425089514,0.569220430108,152.312943689,0.657258064516,461.68530914,1.0,379.299,0.789651,9.252,1.443,-9999,-9999,-9999,0.991263,0.991263,-9999,-9999,-9999,-9999,1.0,49.7106,0.898522,-9999,-9999,70.7356,0.999328,-9999,-9999,-1.15555,0.627016,-9999,-1.23822,-1.12391,-0.88174,0.607527,0.641129,0.678091,1.59816,0.703445,1.05602,1.59816,3.62421,1.73821,2.21437,2.97663,3.66702,4.03921,4.52429,7.36986,5.11248,4.94472,5.13932,5.9074,-9999,-9999
200708,14.713,1.0,381.169,161.424,1.0,325.287,0.0,5.225,0.0,97.849,0.0,3.596,0.914651,3.348,0.883737,0.439781221505,0.807795698925,104.992535538,0.888440860215,310.430702957,1.0,378.267,0.299059,9.27,5.004,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,1.0,49.6393,0.670699,-9999,-9999,40.2219,1.0,-9999,-9999,0.362009,0.477151,-9999,0.276348,0.345882,0.362009,0.477151,0.477151,0.477151,4.17377,3.92276,4.11861,4.20573,3.8772,3.56249,3.76993,3.81616,5.38469,4.03903,6.01427,6.70229,4.07446,3.59224,4.0483,4.21959,-9999,-9999
200709,8.177,0.891667,274.285,92.923,1.0,305.191,0.0,2.252,0.0,98.018,0.0,1.982,0.455556,3.15,0.444444,-9999,-9999,-9999,-9999,178.697823611,1.0,396.469,0.461111,6.188,4.627,-9999,-9999,-9999,0.891667,0.891667,-9999,-9999,-9999,-9999,1.0,28.5253,0.555556,-9999,-9999,18.095,0.890278,-9999,-9999,-0.205804,0.45625,-9999,-0.197112,-0.166845,-0.149049,0.45625,0.45625,0.45625,2.49179,2.48938,2.53603,2.5634,2.74412,2.6674,2.7075,2.73867,4.19114,3.08143,3.9853,4.85529,2.89709,2.92369,3.28992,3.51186,-9999,-9999
200710,4.071,1.0,166.226,57.41,1.0,281.207,0.0,1.004,0.0,98.071,0.0,1.356,0.819892,2.971,0.84543,0.345465786541,0.764112903226,35.7365450338,0.86626344086,110.547550888,0.997311827957,400.971,1.0,2.731,3.206,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,1.0,12.0969,1.0,-9999,-9999,9.79053,1.0,-9999,-9999,0.470949,0.998656,-9999,0.443426,0.470226,0.485762,0.997984,0.998656,0.998656,1.45348,1.43448,1.45976,1.48444,1.00325,0.986969,0.992992,1.00134,1.01185,1.00529,1.03,1.14961,0.975505,0.95953,0.981518,1.02515,-9999,-9999
200711,-10.402,1.0,85.6504,23.153,1.0,231.218,0.0,0.316,0.0,98.22,0.0,0.463,0.0,3.136,0.442361,-9999,-9999,10.0041708622,0.99375,44.250511645,0.99375,395.034,1.0,-0.113,1.849,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,1.0,4.51206,0.998611,-9999,-9999,0.282189,1.0,-9999,-9999,0.619524,0.95625,-9999,0.598419,0.635489,0.666526,0.947917,0.95625,0.988889,0.512664,0.508962,0.518967,0.524661,0.247982,-0.153011,-0.110504,-0.0149724,0.319639,0.208548,0.322034,0.351593,0.0,0.0,0.0,0.0,-9999,-9999
200712,-19.553,1.0,51.5415,16.129,1.0,200.777,0.0,0.109,0.0,98.423,0.0,0.338,0.0,2.964,0.463038,-9999,-9999,12.0899121501,0.99126344086,30.4847761177,0.99126344086,395.05,1.0,-2.558,0.646,-9999,-9999,-9999,1.0,1.0,-9999,-9999,-9999,-9999,1.0,4.2756,0.116935,-9999,-9999,8.14085,0.999328,-9999,-9999,0.0615557,0.0651882,-9999,0.0585777,0.0709836,0.0812433,0.0604839,0.0651882,0.0665323,1.4666,1.2866,1.40575,1.63271,1.33017,1.20415,1.35355,1.58108,0.162984,0.0885544,0.147265,0.187123,0.0,0.0,0.0,0.0,-9999,-9999
200801,-19.684,0.988575,66.8715,21.92,0.989919,190.575,0.0,0.118,0.0,97.959,0.0,0.593,0.0,3.747,0.639785,0.496817274847,0.522177419355,9.31544274673,0.957661290323,40.5729106502,0.957661290323,394.198,0.988575,-2.992,-0.018,-9999,-9999,-9999,0.988575,0.988575,-9999,-9999,-9999,-9999,1.0,-0.113029,0.531586,-9999,-9999,1.91867,0.988575,-9999,-9999,0.0104502,0.49664,-9999,-0.000360184,0.00139029,0.00869988,0.497312,0.497312,0.49664,0.200537,0.159849,0.197436,0.202606,0.184558,0.149793,0.193812,0.200981,0.118345,0.0385697,0.0556383,0.120967,0.00986186,7.96349e-05,0.000366484,0.00213502,-9999,-9999
200802,-22.173,0.472701,130.478,66.034,0.474138,178.51,0.0,0.225,0.0,98.306,0.0,0.372,0.0,3.282,0.41954,-9999,-9999,-9999,-9999,-9999,-9999,396.336,0.47342,-4.334,-9999,-9999,-9999,-9999,0.472701,-9999,-9999,-9999,-9999,-9999,1.0,2.47789,0.472701,-9999,-9999,14.8359,0.472701,-9999,-9999,0.215024,0.472701,-9999,0.207288,0.212447,0.217813,0.472701,0.472701,0.472701,10.7913,4.94561,10.7913,12.2878,10.1646,4.70083,10.5722,12.0814,0.308175,0.306523,0.31264,0.314905,0.0331792,0.0280705,0.0320332,0.0337221,-9999,-9999
200803,-13.014,0.988575,232.231,115.781,0.989919,211.534,0.0,0.727,0.0,98.475,0.0,0.52,0.0,3.351,0.932796,0.384674498835,0.899865591398,78.5884463456,0.95564516129,225.786196462,0.95497311828,399.473,0.985887,-2.947,-9999,-9999,-9999,-9999,0.988575,-9999,-9999,-9999,-9999,-9999,1.0,7.51527,0.985887,-9999,-9999,49.5295,0.987231,-9999,-9999,0.110282,0.983871,-9999,0.107608,0.112964,0.115404,0.983871,0.983871,0.983871,1.16033,0.793776,1.16033,1.25926,1.08786,0.704337,1.04923,1.15366,0.100949,0.110948,0.142381,0.258221,0.119514,0.0564754,0.0618476,0.114119,-9999,-9999
200804,-0.917,0.999306,345.725,202.229,1.0,232.367,0.0,2.911,0.0,98.314,0.0,0.427,0.00902778,3.685,0.807639,0.484945169455,0.775,126.113014431,0.840972222222,389.333523669,0.989583333333,400.798,0.943056,-0.809,-9999,-9999,-9999,-9999,0.999306,-9999,-9999,-9999,-9999,-9999,1.0,10.6243,0.998611,-9999,-9999,81.5856,0.999306,-9999,-9999,0.425342,0.994444,-9999,0.41744,0.425159,0.426634,0.994444,0.994444,0.994444,0.511345,0.504025,0.511345,0.516835,0.108961,0.0767161,0.0895288,0.0985024,0.309117,0.240613,0.257684,0.302716,0.0830167,0.0757988,0.0842615,0.0988968,-9999,-9999
200805,5.622,0.998656,437.594,252.401,1.0,261.282,0.0,4.991,0.0,98.364,0.0,0.268,0.431452,3.43,0.43078,-9999,-9999,-9999,-9999,489.074836185,0.991935483871,404.955,0.873656,0.391,-9999,-9999,-9999,-9999,0.998656,-9999,-9999,-9999,-9999,-9999,1.0,30.2868,0.99664,-9999,-9999,97.9364,0.998656,-9999,-9999,-0.896737,0.995968,-9999,-0.914987,-0.909587,-0.903,0.995968,0.995968,0.995968,0.937909,0.891142,0.927586,0.934629,1.83366,1.81022,1.83366,1.84075,0.80308,0.76497,0.854835,0.880055,2.2852,2.2852,2.33456,2.34447,-9999,-9999
200806,15.545,0.861806,480.203,259.511,1.0,316.588,0.0,7.859,0.0,97.936,0.0,0.679,0.643056,3.383,0.642361,0.484685031344,0.611111111111,166.48861834,0.624305555556,498.652043514,0.999305555556,394.715,0.793056,4.445,-9999,-9999,-9999,-9999,0.861806,-9999,-9999,-9999,-9999,-9999,1.0,46.787,0.834722,-9999,-9999,90.28,0.861111,-9999,-9999,-1.79333,0.834028,-9999,-1.81228,-1.79333,-1.77978,0.834028,0.834028,0.834028,2.60689,2.35748,2.51672,2.59799,4.59004,4.16958,4.2965,4.39132,2.15279,2.08551,2.15279,2.35414,4.43946,4.08098,4.21849,4.36289,-9999,-9999
200807,18.001,0.748656,457.398,199.815,1.0,339.027,0.0,6.771,0.0,97.839,0.0,2.069,0.527554,3.214,0.511425,-9999,-9999,134.465876838,0.506048387097,384.439197052,0.998655913978,382.46,0.747984,9.101,-9999,-9999,-9999,-9999,0.748656,-9999,-9999,-9999,-9999,-9999,1.0,49.8791,0.696909,-9999,-9999,57.4348,0.747984,-9999,-9999,0.0783102,0.641801,-9999,0.0285005,0.0390197,0.106258,0.665995,0.665995,0.623656,4.01831,3.49485,3.97042,3.99465,3.86681,3.45583,3.83777,3.95346,3.4112,3.29415,3.5105,4.86496,5.46961,4.25668,4.76529,5.46961,-9999,-9999
200808,19.236,1.0,377.983,199.133,1.0,340.138,0.0,8.38,0.0,97.624,0.0,0.458,0.995296,3.673,0.992608,0.465723716221,0.961021505376,133.204535468,0.994623655914,384.533502131,0.995967741935,379.543,0.999328,10.909,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,1.0,52.5614,1.0,-9999,-9999,48.3578,1.0,-9999,-9999,0.116254,0.999328,-9999,0.066852,0.11972,0.141305,0.999328,0.999328,0.999328,5.0992,4.6599,4.86991,5.08744,5.07499,4.59888,4.73785,4.95081,5.27076,5.32415,5.6357,5.83894,5.359,5.04923,5.25837,5.35766,-9999,-9999
200809,8.877,1.0,270.599,97.118,1.0,299.979,0.0,2.784,0.0,98.27,0.0,2.065,0.986806,3.278,0.984722,0.385925849695,0.947916666667,61.5350887052,0.995833333333,186.782584067,0.992361111111,417.439,0.995833,5.571,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,1.0,18.0216,0.999306,-9999,-9999,19.6526,0.999306,-9999,-9999,-0.169549,0.995833,-9999,-0.243197,-0.188836,-0.169549,0.997222,0.995833,0.995833,2.12529,2.09537,2.16155,2.19131,2.32878,2.3292,2.34969,2.36371,1.76439,1.28849,1.42977,1.55965,2.0595,2.0595,2.10678,2.16781,-9999,-9999
