TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200201,-0.922,1.0,158.949,66.678,1.0,265.271,0.0,0.722,1.0,98.742,0.0,2.08,0.0,2.386,1.0,-9999,-9999,10.9959327957,1.0,128.227444892,1.0,10.6186910362,0.995295698925,-9999,-9999,-9999,-9999,12.881,1.0,0.685596,3.0,47.7997,0.0,66.3405,-9999,33.7647,0.0,46.8615,-9999,-3.19501,0.0,-9999,-3.19803,-3.19501,-3.19501,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200202,-1.413,1.0,221.265,104.549,1.0,255.151,0.0,0.921,1.0,98.938,0.0,2.678,0.0,2.326,1.0,-9999,-9999,29.311499256,1.0,201.294280031,0.999255952381,14.031480819,0.991071428571,-9999,-9999,-9999,-9999,11.909,1.0,1.27858,3.0,48.0483,0.0,62.8875,-9999,34.1816,0.0,44.7383,-9999,-3.20354,0.0,-9999,-3.20647,-3.20354,-3.20354,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200203,0.571,1.0,308.342,145.489,1.0,266.256,0.0,1.432,1.0,99.178,0.0,2.601,0.0,2.246,1.0,-9999,-9999,71.9149307796,1.0,279.786602823,1.0,14.5386359794,0.983870967742,-9999,-9999,-9999,-9999,10.3,1.0,1.39146,3.0,47.7494,0.0,62.4964,-9999,32.682,0.0,42.7755,-9999,-3.17643,0.0,-9999,-3.17936,-3.17643,-3.17643,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0
200204,7.348,1.0,395.682,180.495,1.0,299.877,0.0,2.732,1.0,99.189,0.0,4.928,0.0,1.681,1.0,-9999,-9999,97.3623951389,1.0,347.105327778,1.0,13.773005013,0.976388888889,-9999,-9999,-9999,-9999,7.465,1.0,3.64096,3.0,47.8597,0.0,58.302,-9999,33.5215,0.0,40.8354,-9999,-3.19126,0.0,-9999,-3.19423,-3.19126,-3.19126,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2810430.0,0.418056
200205,10.909,1.0,458.901,232.046,1.0,308.592,0.0,4.159,1.0,99.068,0.0,4.551,0.0,1.944,1.0,-9999,-9999,130.963829973,1.0,446.241461022,1.0,17.2166027367,0.974462365591,-9999,-9999,10.405,0.992608,9.125,1.0,4.2516,3.0,47.8928,0.0,54.0005,-9999,33.4872,0.0,37.7579,-9999,-3.16353,0.0,-9999,-3.16656,-3.16353,-3.16353,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10240400.0,1.0
200206,19.34,1.0,486.262,283.737,1.0,359.76,0.0,6.457,1.0,98.98,0.0,2.979,0.0,1.593,1.0,-9999,-9999,176.27445,1.0,545.64770625,1.0,19.0139672335,0.992361111111,-9999,-9999,17.547,1.0,9.011,1.0,6.22269,3.0,56.6185,0.0,63.8391,-9999,70.4465,0.0,79.4305,-9999,-2.96344,0.0,-9999,-2.98264,-2.96358,-2.95062,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6784310000.0,1.0
200207,22.627,1.0,472.833,306.568,1.0,367.179,0.0,8.614,1.0,99.079,0.0,2.284,0.0,1.548,0.999328,-9999,-9999,188.814139156,0.998655913978,589.25778233,0.998655913978,19.1738480421,0.993951612903,-9999,-9999,21.071,1.0,6.707,1.0,6.81673,3.0,58.679,0.0,71.8486,-9999,84.3033,0.0,103.224,-9999,-3.09717,0.0,-9999,-3.09761,-3.09717,-3.08583,0.0,0.0,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,162542000000.0,1.0
200208,21.205,1.0,421.232,268.295,1.0,360.376,0.0,5.662,1.0,99.302,0.0,2.169,0.0,1.425,1.0,0.38205078125,0.516129032258,158.952117608,1.0,515.951663978,1.0,17.3394558539,0.994623655914,361.427,0.677419,20.385,1.0,6.785,1.0,4.68794,3.0,51.5797,0.677419,63.1559,0.827877,75.2404,0.677419,92.127,0.935755,-2.6912,0.666667,0.0625036,-2.69891,-2.69492,-2.6912,0.666667,0.666667,0.666667,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,64191700000.0,1.0
200209,18.334,1.0,343.074,219.243,1.0,345.742,0.0,5.284,1.0,99.166,0.0,2.623,0.0,1.358,1.0,-9999,-9999,117.389103472,1.0,421.620315278,1.0,14.823407221,0.993055555556,362.062,0.359028,18.062,1.0,7.404,1.0,1.73385,3.0,18.0102,0.357639,20.1336,0.652047,67.9529,0.359028,75.9643,1.02445,-0.860785,0.299306,0.0869519,-1.10966,-1.08874,-0.866221,0.275694,0.278472,0.298611,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4806200000.0,1.0
200210,9.121,1.0,253.845,115.029,1.0,303.842,0.0,1.924,1.0,99.282,0.0,1.894,0.0,1.5,1.0,-9999,-9999,47.1803151882,1.0,221.210485887,1.0,8.24848742913,0.969758064516,375.831,0.677419,10.871,1.0,10.19,1.0,-3.63064,3.0,31.6321,0.676747,31.9914,0.696193,13.088,0.686828,13.2366,0.629938,-1.44048,0.629032,0.0561834,-1.45648,-1.44048,-1.43133,0.62836,0.629032,0.629032,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30912000.0,1.0
